action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,1,,1,,,,1,,6916860754984,02 snoop_loseYourself,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.06,0.06,,,0.06,,20,20,0,2025-12-03,2025-12-03,1,male,3,,,,,3,0.06,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,6916861420184,02 Timothy_slim,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,5,5,0,2025-12-03,2025-12-03,1,female,2,,,,,2,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,6916861420184,02 Timothy_slim,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,10,10,0,2025-12-03,2025-12-03,1,male,1,,,,,1,0.01,,1,,,,
,,,,8,,,,,,,,,220,,220,8,8,,204,,6916864174784,04 Morgan_Gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,8,,0.5675,"[{'action_type': 'outbound_click', 'value': '0.5675'}]",0.5675,,,,0.020636,0.020636,0.5675,,0.022255,0.5675,9.848156,10.294785,1.735358,2025-12-03,2025-12-03,1.045351,female,461,1.735358,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '1.735358'}]",441,4.54,26,4,25,190,115,66
1,521,4,,229,65,65,521,1,1,3,3,1,4767,10,4767,67,54,1,4471,1,6916864174784,04 Morgan_Gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,227,"[{'action_type': 'subscribe_mobile_app', 'value': '84.86'}, {'action_type': 'subscribe_total', 'value': '84.86'}]",0.370568,"[{'action_type': 'outbound_click', 'value': '0.370568'}]",0.370568,1.305538,0.162879,84.86,0.017802,0.017802,1.266567,84.86,0.01898,0.373833,9.312994,9.365412,2.49122,2025-12-03,2025-12-03,1.005629,male,9112,2.513169,229,"[{'action_type': 'outbound_click', 'value': '229'}]","[{'action_type': 'outbound_click', 'value': '2.513169'}]",9061,84.86,626,5,564,4111,2425,1528
,,1,,1,,,,,,,,,31,,31,1,1,,29,,6916864174784,04 Morgan_Gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,1,,0.44,"[{'action_type': 'outbound_click', 'value': '0.44'}]",0.44,,,,0.014194,0.014194,0.44,,0.015172,0.44,8.627451,8.627451,1.960784,2025-12-03,2025-12-03,1,unknown,51,1.960784,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.960784'}]",51,0.44,3,5,3,27,12,10
,2,,,2,,,2,,,,,,35,,35,,,,33,,6917461954984,04 Morgan_Gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,2,,1.205,"[{'action_type': 'outbound_click', 'value': '1.205'}]",1.205,,1.205,,0.068857,0.068857,,,0.07303,1.205,30.506329,31.298701,2.531646,2025-12-03,2025-12-03,1.025974,female,79,2.531646,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.531646'}]",77,2.41,6,6,6,28,16,12
1,126,1,,22,4,4,126,1,1,1,1,1,411,1,411,8,6,1,381,1,6917461954984,04 Morgan_Gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,20,"[{'action_type': 'subscribe_mobile_app', 'value': '19.4'}, {'action_type': 'subscribe_total', 'value': '19.4'}]",0.881818,"[{'action_type': 'outbound_click', 'value': '0.881818'}]",0.881818,4.85,0.153968,19.4,0.047202,0.047202,2.425,19.4,0.050919,0.97,18.853256,18.853256,1.943635,2025-12-03,2025-12-03,1,male,1029,2.137998,22,"[{'action_type': 'outbound_click', 'value': '22'}]","[{'action_type': 'outbound_click', 'value': '2.137998'}]",1029,19.4,43,4,43,349,176,102
,,,,,,,,,,,,,4,,4,,,,4,,6917461954984,04 Morgan_Gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.0325,0.0325,,,0.0325,,18.571429,18.571429,0,2025-12-03,2025-12-03,1,unknown,7,,,,,7,0.13,,4,,4,,
,,,,,,,,,,,,,1,,1,,,,1,,6917461955384,03 Snoop_sicko - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.07,0.07,,,0.07,,35,35,0,2025-12-03,2025-12-03,1,female,2,,,,,2,0.07,,4,,1,,
,,,,,,,,,,,,,4,,4,,,,4,,6917461955384,03 Snoop_sicko - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.0525,0.0525,,,0.0525,,15,15,0,2025-12-03,2025-12-03,1,male,14,,,,,14,0.21,,3,,3,2,
,,,,1,,,,,,,,,21,,21,,,,20,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,1.13,"[{'action_type': 'outbound_click', 'value': '1.13'}]",1.13,,,,0.05381,0.05381,,,0.0565,1.13,19.824561,19.824561,1.754386,2025-12-03,2025-12-03,1,female,57,1.754386,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.754386'}]",57,1.13,2,3,2,18,5,5
,9,1,2,18,4,4,9,,,,,,753,,753,6,4,,729,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,18,,1.413889,"[{'action_type': 'outbound_click', 'value': '1.413889'}]",1.413889,6.3625,2.827778,,0.033798,0.033798,4.241667,,0.034911,1.413889,15.758514,15.916198,1.114551,2025-12-03,2025-12-03,1.010006,male,1615,1.114551,18,"[{'action_type': 'outbound_click', 'value': '18'}]","[{'action_type': 'outbound_click', 'value': '1.114551'}]",1599,25.45,58,4,55,644,339,200
,,,,,,,,,,,,,6,,6,,,,6,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.028333,0.028333,,,0.028333,,21.25,21.25,0,2025-12-03,2025-12-03,1,unknown,8,,,,,8,0.17,,5,,4,2,1
,,,,1,,,,,,,,,4,,4,,,,3,,6917461957184,01 Jesus_travis - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.08,"[{'action_type': 'outbound_click', 'value': '0.08'}]",0.08,,,,0.02,0.02,,,0.026667,0.08,20,20,25,2025-12-03,2025-12-03,1,female,4,25,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '25'}]",4,0.08,2,15,2,3,2,2
,,,,1,1,1,,,,,,,6,,6,,,,5,,6917461957184,01 Jesus_travis - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.18,"[{'action_type': 'outbound_click', 'value': '0.18'}]",0.18,0.18,,,0.03,0.03,,,0.036,0.18,22.5,22.5,12.5,2025-12-03,2025-12-03,1,male,8,12.5,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '12.5'}]",8,0.18,1,9,1,5,3,2
,,,,1,,,,,,,,,2,,2,,,,1,,6917461957184,01 Jesus_travis - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.02,"[{'action_type': 'outbound_click', 'value': '0.02'}]",0.02,,,,0.01,0.01,,,0.02,0.02,20,20,100,2025-12-03,2025-12-03,1,unknown,1,100,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '100'}]",1,0.02,,6,,,,
,85,3,,41,9,9,85,,,1,1,,1691,1,1691,12,10,,1638,,6917505479784,06 fbg og - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,41,,2.185122,"[{'action_type': 'outbound_click', 'value': '2.185122'}]",2.185122,9.954444,1.054,,0.05298,0.05298,7.465833,,0.054695,2.185122,21.244961,21.244961,0.972255,2025-12-03,2025-12-03,1,female,4217,0.972255,41,"[{'action_type': 'outbound_click', 'value': '41'}]","[{'action_type': 'outbound_click', 'value': '0.972255'}]",4217,89.59,178,4,171,1419,699,494
,4,,,2,,,4,,,,,,202,,202,2,2,,198,,6917505479784,06 fbg og - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,3,,4.945,"[{'action_type': 'outbound_click', 'value': '4.945'}]",4.945,,2.4725,,0.04896,0.04896,4.945,,0.049949,3.296667,18.94636,18.94636,0.574713,2025-12-03,2025-12-03,1,male,522,0.383142,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.383142'}]",522,9.89,17,4,17,169,81,58
,,,,,,,,,,,,,7,,7,,,,7,,6917505479784,06 fbg og - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.095714,0.095714,,,0.095714,,26.8,26.8,0,2025-12-03,2025-12-03,1,unknown,25,,,,,25,0.67,1,6,1,7,4,4
1,118,,,20,5,5,118,1,1,,,1,575,,575,2,2,1,553,1,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,20,,1.4795,"[{'action_type': 'outbound_click', 'value': '1.4795'}]",1.4795,5.918,0.250763,29.59,0.051461,0.051461,14.795,29.59,0.053508,1.4795,15.60654,16.475501,1.054852,2025-12-03,2025-12-03,1.055679,female,1896,1.054852,20,"[{'action_type': 'outbound_click', 'value': '20'}]","[{'action_type': 'outbound_click', 'value': '1.054852'}]",1796,29.59,54,4,50,468,213,127
,1,,,1,,,1,,,,,,27,,27,,,,26,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,1.77,"[{'action_type': 'outbound_click', 'value': '1.77'}]",1.77,,1.77,,0.065556,0.065556,,,0.068077,1.77,19.032258,19.666667,1.075269,2025-12-03,2025-12-03,1.033333,male,93,1.075269,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.075269'}]",90,1.77,4,4,4,18,12,9
,,,,,,,,,,,,,2,,2,,,,2,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.055,0.055,,,0.055,,36.666667,36.666667,0,2025-12-03,2025-12-03,1,unknown,3,,,,,3,0.11,,6,,2,1,1
,,,,,,,,,,,,,3,,3,,,,3,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.073333,0.073333,,,0.073333,,22,22,0,2025-12-03,2025-12-03,1,female,10,,,,,10,0.22,,3,,3,1,1
,,,,,,,,,,,,,3,,3,,,,3,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.09,0.09,,,0.09,,45,45,0,2025-12-03,2025-12-03,1,male,6,,,,,6,0.27,1,7,1,3,2,1
,,,,,,,,,,,,,,,,,,,,,6917505481384,01 Esha - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,15,15,0,2025-12-03,2025-12-03,1,female,2,,,,,2,0.03,,1,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6917505481384,01 Esha - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.07,0.07,,,0.07,,70,70,0,2025-12-03,2025-12-03,1,male,1,,,,,1,0.07,1,14,1,1,1,1
,,,,,,,,,,,,,1,,1,,,,1,,6917505481584,02 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.1,0.1,,,0.1,,25,25,0,2025-12-03,2025-12-03,1,female,4,,,,,4,0.1,,2,,,,
,,,,,,,,,,,,,,,,,,,,,6917505481784,03 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-12-03,2025-12-03,1,female,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6917505481784,03 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-12-03,2025-12-03,1,male,1,,,,,1,0.01,,0,,,,
,129,,1,44,7,7,129,,,1,1,,1801,,1801,13,11,,1744,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,44,,2.145455,"[{'action_type': 'outbound_click', 'value': '2.145455'}]",2.145455,13.485714,0.731783,,0.052415,0.052415,7.261538,,0.054128,2.145455,20.331682,20.331682,0.947663,2025-12-03,2025-12-03,1,female,4643,0.947663,44,"[{'action_type': 'outbound_click', 'value': '44'}]","[{'action_type': 'outbound_click', 'value': '0.947663'}]",4643,94.4,204,4,192,1590,762,441
,24,,,7,4,4,24,,,,,,301,,301,1,1,,293,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,8,,2.081429,"[{'action_type': 'outbound_click', 'value': '2.081429'}]",2.081429,3.6425,0.607083,,0.048405,0.048405,14.57,,0.049727,1.82125,16.708716,17.512019,0.917431,2025-12-03,2025-12-03,1.048077,male,872,0.802752,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '0.802752'}]",832,14.57,39,4,39,262,128,82
,,,,,,,,,,,,,12,,12,,,,12,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.041667,0.041667,,,0.041667,,18.518519,18.518519,0,2025-12-03,2025-12-03,1,unknown,27,,,,,27,0.5,,4,,12,7,4
,,,,,,,,,,,,,1,,1,,,,1,,6917505482184,08 aiartist3 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.45,0.45,,,0.45,,50,50,0,2025-12-03,2025-12-03,1,female,9,,,,,9,0.45,,2,,1,1,
,,,,,,,,,,,,,,,,,,,,,6917505482184,08 aiartist3 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,82.5,82.5,0,2025-12-03,2025-12-03,1,male,4,,,,,4,0.33,,2,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6917505482184,08 aiartist3 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-03,2025-12-03,1,unknown,1,,,,,1,0.01,,16,,1,1,1
,,,,,,,,,,,,,,,,,,,,,6920196825784,01_black4_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,0,0,0,2025-12-03,2025-12-03,1,male,1,,,,,1,0,,,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6920199274584,02_blackNew_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.02,0.02,,,0.02,,6.666667,6.666667,0,2025-12-03,2025-12-03,1,female,3,,,,,3,0.02,,3,,1,1,
,,,,,,,,,,,,,2,,2,,,,2,,6920199274584,02_blackNew_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-03,2025-12-03,1,male,2,,,,,2,0.02,1,22,1,2,1,1
2,608,2,,223,68,68,608,2,2,1,1,2,4026,7,4026,53,45,2,3750,2,6920199460384,03_blackbodysuit_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,211,"[{'action_type': 'subscribe_mobile_app', 'value': '40.825'}, {'action_type': 'subscribe_total', 'value': '40.825'}]",0.366144,"[{'action_type': 'outbound_click', 'value': '0.366144'}]",0.366144,1.200735,0.134293,40.825,0.020281,0.020281,1.540566,40.825,0.021773,0.386967,10.638436,11.2172,2.749186,2025-12-03,2025-12-03,1.054403,female,7675,2.905537,223,"[{'action_type': 'outbound_click', 'value': '223'}]","[{'action_type': 'outbound_click', 'value': '2.905537'}]",7279,81.65,513,6,470,3431,1922,1301
,,,,6,,,,,,,,,132,,132,2,2,,124,,6920199460384,03_blackbodysuit_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,6,,0.513333,"[{'action_type': 'outbound_click', 'value': '0.513333'}]",0.513333,,,,0.023333,0.023333,1.54,,0.024839,0.513333,10.098361,10.807018,1.967213,2025-12-03,2025-12-03,1.070175,male,305,1.967213,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.967213'}]",285,3.08,12,4,12,105,51,36
,,,,2,,,,,,,,,15,,15,,,,13,,6920199460384,03_blackbodysuit_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,2,,0.14,"[{'action_type': 'outbound_click', 'value': '0.14'}]",0.14,,,,0.018667,0.018667,,,0.021538,0.14,9.032258,9.655172,6.451613,2025-12-03,2025-12-03,1.068966,unknown,31,6.451613,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '6.451613'}]",29,0.28,2,5,2,12,7,6
,,,,,,,,,,,,,1,,1,,,,1,,6920200299984,04_fbg_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.11,0.11,,,0.11,,13.75,13.75,0,2025-12-03,2025-12-03,1,female,8,,,,,8,0.11,,3,,1,1,1
,,,,,,,,,,,,,5,,5,,,,5,,6920200299984,04_fbg_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.01,0.01,,,0.01,,7.142857,7.142857,0,2025-12-03,2025-12-03,1,male,7,,,,,7,0.05,,6,,4,3,2
,,,,,,,,,,,,,1,,1,,,,1,,6920200299984,04_fbg_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-03,2025-12-03,1,unknown,1,,,,,1,0.01,,4,,1,,
,,,,,,,,,,,,,1,,1,,,,1,,6920201298984,05_greendress_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.04,0.04,,,0.04,,8,10,0,2025-12-03,2025-12-03,1.25,female,5,,,,,4,0.04,1,6,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,6920201298984,05_greendress_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,10,10,0,2025-12-03,2025-12-03,1,male,3,,,,,3,0.03,,1,,,,
,49,1,,19,4,4,49,,,1,1,,285,,285,3,2,,263,,6920202402984,06_green hair_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,16,,0.332105,"[{'action_type': 'outbound_click', 'value': '0.332105'}]",0.332105,1.5775,0.128776,,0.02214,0.02214,2.103333,,0.023992,0.394375,9.446108,10,2.39521,2025-12-03,2025-12-03,1.058637,female,668,2.844311,19,"[{'action_type': 'outbound_click', 'value': '19'}]","[{'action_type': 'outbound_click', 'value': '2.844311'}]",631,6.31,31,4,27,241,119,76
,1,,,3,,,1,,,,,,47,,47,1,1,,43,,6920202402984,06_green hair_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,3,,0.516667,"[{'action_type': 'outbound_click', 'value': '0.516667'}]",0.516667,,1.55,,0.032979,0.032979,1.55,,0.036047,0.516667,9.509202,9.748428,1.840491,2025-12-03,2025-12-03,1.025157,male,163,1.840491,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.840491'}]",159,1.55,1,3,1,39,16,9
,,,,,,,,,,,,,1,,1,,,,1,,6920202402984,06_green hair_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.05,0.05,,,0.05,,16.666667,16.666667,0,2025-12-03,2025-12-03,1,unknown,3,,,,,3,0.05,,4,,1,,
,,,,,,,,,,,,,,,,,,,,,6920208797384,07_nose ring_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,0,0,0,2025-12-03,2025-12-03,1,female,1,,,,,1,0,,2,,,,
,,,,1,,,,,,,,,2,,2,,,,1,,6920208797384,07_nose ring_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,0.01,"[{'action_type': 'outbound_click', 'value': '0.01'}]",0.01,,,,0.005,0.005,,,0.01,0.01,5,5,50,2025-12-03,2025-12-03,1,male,2,50,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '50'}]",2,0.01,,4,,1,,
,,,,,,,,,,,,,,,,,,,,,6920210745384,09_red lipstick_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,30,30,0,2025-12-03,2025-12-03,1,female,1,,,,,1,0.03,,1,,,,
,,,,,,,,,,,,,8,,8,,,,8,,6920210745384,09_red lipstick_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.075,0.075,,,0.075,,20,21.428571,0,2025-12-03,2025-12-03,1.071429,male,30,,,,,28,0.6,,2,,4,,
,,,,,,,,,,,,,1,,1,,,,1,,6920210890384,10_Red pants_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.05,0.05,,,0.05,,16.666667,16.666667,0,2025-12-03,2025-12-03,1,male,3,,,,,3,0.05,,3,,1,1,1
,,,,,,,,,,,,,3,,3,,,,3,,6920211228384,01_black4_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.083333,0.083333,,,0.083333,,19.230769,19.230769,0,2025-12-03,2025-12-03,1,female,13,,,,,13,0.25,,2,,1,1,1
,,,,,,,,,,,,,15,,15,,,,15,,6920211228384,01_black4_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.036,0.036,,,0.036,,9.310345,9.473684,0,2025-12-03,2025-12-03,1.017544,male,58,,,,,57,0.54,,3,,13,7,3
,4,,,1,1,1,4,,,,,,57,,57,,,,56,,6920212936384,02_blackNew_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,2.3,"[{'action_type': 'outbound_click', 'value': '2.3'}]",2.3,2.3,0.575,,0.040351,0.040351,,,0.041071,2.3,19.491525,20.720721,0.847458,2025-12-03,2025-12-03,1.063063,female,118,0.847458,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.847458'}]",111,2.3,12,5,11,47,33,19
,,,,,,,,,,,,,6,,6,,,,6,,6920212936384,02_blackNew_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.078333,0.078333,,,0.078333,,26.111111,27.647059,0,2025-12-03,2025-12-03,1.058824,male,18,,,,,17,0.47,2,3,2,6,3,2
,,,,,,,,,,,,,,,,,,,,,6920212936384,02_blackNew_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,0,0,0,2025-12-03,2025-12-03,1,unknown,1,,,,,1,0,,1,,,,
,53,1,,37,5,5,53,,,,,,794,,794,9,9,,748,,6920213202984,03_blackbodysuit_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,34,,0.741351,"[{'action_type': 'outbound_click', 'value': '0.741351'}]",0.741351,5.486,0.517547,,0.034547,0.034547,3.047778,,0.036671,0.806765,13.980632,14.827027,1.732926,2025-12-03,2025-12-03,1.060541,female,1962,1.885831,37,"[{'action_type': 'outbound_click', 'value': '37'}]","[{'action_type': 'outbound_click', 'value': '1.885831'}]",1850,27.43,123,4,116,668,356,256
