action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_block,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,5,,5,,,,5,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,65+,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.082,0.082,,,0.082,,21.578947,21.578947,0,2025-11-30,2025-11-30,1,19,,,,,19,0.41,,2,,4,1,1
,,,,,,,,,,,,,,,,,,,,,,6915585772984,jesus_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,193.333333,193.333333,0,2025-11-30,2025-11-30,1,3,,,,,3,0.58,,1,,,,
,,,,2,,,,,,,,,,47,,47,,,,45,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,3,,1.91,"[{'action_type': 'outbound_click', 'value': '1.91'}]",1.91,,,,0.081277,0.081277,,,0.084889,1.273333,24.177215,25.298013,1.898734,2025-11-30,2025-11-30,1.046358,158,1.265823,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.265823'}]",151,3.82,7,3,7,43,20,12
,19,,,9,1,1,19,,,,,,,358,,358,1,1,,348,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,9,,2.673333,"[{'action_type': 'outbound_click', 'value': '2.673333'}]",2.673333,24.06,1.266316,,0.067207,0.067207,24.06,,0.069138,2.673333,21.068301,23.045977,0.788091,2025-11-30,2025-11-30,1.09387,1142,0.788091,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '0.788091'}]",1044,24.06,57,3,57,333,172,103
,182,,,36,11,11,182,,,,,,,679,,679,1,1,,642,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,37,"[{'action_type': 'subscribe_mobile_app', 'value': '49.29'}, {'action_type': 'subscribe_total', 'value': '49.29'}, {'action_type': 'start_trial_mobile_app', 'value': '49.29'}, {'action_type': 'start_trial_total', 'value': '49.29'}]",1.369167,"[{'action_type': 'outbound_click', 'value': '1.369167'}]",1.369167,4.480909,0.270824,,0.072592,0.072592,49.29,,0.076776,1.332162,24.090909,26.148541,1.808407,2025-11-30,2025-11-30,1.085411,2046,1.759531,36,"[{'action_type': 'outbound_click', 'value': '36'}]","[{'action_type': 'outbound_click', 'value': '1.759531'}]",1885,49.29,92,3,85,613,299,186
,77,1,,22,5,5,77,,,,,,,352,,352,8,8,,322,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,23,"[{'action_type': 'subscribe_mobile_app', 'value': '27.98'}, {'action_type': 'subscribe_total', 'value': '27.98'}, {'action_type': 'start_trial_mobile_app', 'value': '27.98'}, {'action_type': 'start_trial_total', 'value': '27.98'}]",1.271818,"[{'action_type': 'outbound_click', 'value': '1.271818'}]",1.271818,5.596,0.363377,,0.079489,0.079489,3.4975,,0.086894,1.216522,32.497096,34.71464,2.671312,2025-11-30,2025-11-30,1.068238,861,2.555168,22,"[{'action_type': 'outbound_click', 'value': '22'}]","[{'action_type': 'outbound_click', 'value': '2.555168'}]",806,27.98,62,4,59,308,168,108
,1,,,2,,,1,,,,,,,61,,61,,,,59,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,2,,1.965,"[{'action_type': 'outbound_click', 'value': '1.965'}]",1.965,,3.93,,0.064426,0.064426,,,0.06661,1.965,32.479339,34.173913,1.652893,2025-11-30,2025-11-30,1.052174,121,1.652893,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.652893'}]",115,3.93,12,5,11,57,28,19
,,,,,,,,,,,,,,6,,6,,,,6,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,65+,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.111667,0.111667,,,0.111667,,29.130435,31.904762,0,2025-11-30,2025-11-30,1.095238,23,,,,,21,0.67,1,3,1,6,1,1
,,,,,,,,,,,,,,1,,1,,,,1,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.07,0.07,,,0.07,,35,35,0,2025-11-30,2025-11-30,1,2,,,,,2,0.07,,3,,1,1,
,,,,,,,,,,,,,,2,,2,,,,2,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.36,0.36,,,0.36,,48,51.428571,0,2025-11-30,2025-11-30,1.071429,15,,,,,14,0.72,,2,,2,1,1
,2,,,1,,,2,,,,,,,9,,9,,,,8,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,2,,1.07,"[{'action_type': 'outbound_click', 'value': '1.07'}]",1.07,,0.535,,0.118889,0.118889,,,0.13375,0.535,39.62963,42.8,7.407407,2025-11-30,2025-11-30,1.08,27,3.703704,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.703704'}]",25,1.07,2,4,2,7,4,2
,3,,,1,1,1,3,,,,,,,6,,6,,,,5,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,"[{'action_type': 'subscribe_mobile_app', 'value': '0.76'}, {'action_type': 'subscribe_total', 'value': '0.76'}, {'action_type': 'start_trial_mobile_app', 'value': '0.76'}, {'action_type': 'start_trial_total', 'value': '0.76'}]",0.76,"[{'action_type': 'outbound_click', 'value': '0.76'}]",0.76,0.76,0.253333,,0.126667,0.126667,,,0.152,0.76,40,47.5,5.263158,2025-11-30,2025-11-30,1.1875,19,5.263158,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '5.263158'}]",16,0.76,3,3,3,5,3,3
,,,,,,,,,,,,,,,,,,,,,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,15,15,0,2025-11-30,2025-11-30,1,2,,,,,2,0.03,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6916143260984,tyson_rap_2_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,20,20,0,2025-11-30,2025-11-30,1,1,,,,,1,0.02,,1,,,,
,,,,,,,,,,,,,,5,,5,,,,5,,6916143260984,tyson_rap_2_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.13,0.13,,,0.13,,34.210526,36.111111,0,2025-11-30,2025-11-30,1.055556,19,,,,,18,0.65,,2,,4,1,1
,,,,,,,,,,,,,,4,,4,,,,4,,6916143260984,tyson_rap_2_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.175,0.175,,,0.175,,36.842105,38.888889,0,2025-11-30,2025-11-30,1.055556,19,,,,,18,0.7,,2,,4,1,1
,,,,,,,,,,,,,,,,,,,,,,6916143260984,tyson_rap_2_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,44.285714,44.285714,0,2025-11-30,2025-11-30,1,7,,,,,7,0.31,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6916143260984,tyson_rap_2_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,45,45,0,2025-11-30,2025-11-30,1,2,,,,,2,0.09,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,6916143725584,jesus_rap_1_4x5_subtitles,6913347655784,FB_iOS_itoshi_rap_set1,45-54,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,20,20,0,2025-11-30,2025-11-30,1,1,,,,,1,0.02,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6916143725784,tyson_rap_2_4x5_subtitles,6913347655784,FB_iOS_itoshi_rap_set1,35-44,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,0,0,0,2025-11-30,2025-11-30,1,1,,,,,1,0,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6916144704984,jesus_rap_1_4x5_subtitles,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,40,40,0,2025-11-30,2025-11-30,1,1,,,,,1,0.04,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6916163301184,02 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,18-24,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,10,10,0,2025-11-30,2025-11-30,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6916163301184,02 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,20,20,0,2025-11-30,2025-11-30,1,6,,,,,6,0.12,,1,,,,
,,,,,,,,,,,,,,2,,2,,,,2,,6916163301184,02 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.31,0.31,,,0.31,,47.692308,47.692308,0,2025-11-30,2025-11-30,1,13,,,,,13,0.62,,2,,2,1,1
,,,,,,,,,,,,,,5,,5,,,,5,,6916163301184,02 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.142,0.142,,,0.142,,59.166667,59.166667,0,2025-11-30,2025-11-30,1,12,,,,,12,0.71,,3,,4,2,1
,,,,,,,,,,,,,,2,,2,,,,2,,6916163301184,02 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.25,0.25,,,0.25,,45.454545,83.333333,0,2025-11-30,2025-11-30,1.833333,11,,,,,6,0.5,,2,,2,1,
,,,,,,,,,,,,,,,,,,,,,,6916163301184,02 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,65+,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,10,10,0,2025-11-30,2025-11-30,1,2,,,,,2,0.02,,2,,,,
,,,,,,,,,,,,,,7,,7,,,,7,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,18-24,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.12,0.12,,,0.12,,38.181818,38.181818,0,2025-11-30,2025-11-30,1,22,,,,,22,0.84,,4,,7,7,3
,37,,,6,,,37,,,,,,,181,,181,2,2,,173,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,6,,1.991667,"[{'action_type': 'outbound_click', 'value': '1.991667'}]",1.991667,,0.322973,,0.066022,0.066022,5.975,,0.069075,1.991667,20.710572,22.253259,1.039861,2025-11-30,2025-11-30,1.074488,577,1.039861,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.039861'}]",537,11.95,16,3,16,152,86,64
,178,2,,39,9,9,178,,,,,,,990,1,990,12,11,,939,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,38,"[{'action_type': 'subscribe_mobile_app', 'value': '29.91'}, {'action_type': 'subscribe_total', 'value': '29.91'}, {'action_type': 'start_trial_mobile_app', 'value': '19.94'}, {'action_type': 'start_trial_total', 'value': '19.94'}]",1.533846,"[{'action_type': 'outbound_click', 'value': '1.533846'}]",1.533846,6.646667,0.336067,,0.060424,0.060424,4.985,,0.063706,1.574211,22.659091,24.014452,1.439394,2025-11-30,2025-11-30,1.059815,2640,1.477273,39,"[{'action_type': 'outbound_click', 'value': '39'}]","[{'action_type': 'outbound_click', 'value': '1.477273'}]",2491,59.82,120,4,110,795,452,356
,294,1,,57,22,22,294,,,,,,,1173,2,1173,13,11,,1103,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,57,"[{'action_type': 'subscribe_mobile_app', 'value': '15.85'}, {'action_type': 'subscribe_total', 'value': '15.85'}, {'action_type': 'start_trial_mobile_app', 'value': '8.805556'}, {'action_type': 'start_trial_total', 'value': '8.805556'}]",1.390351,"[{'action_type': 'outbound_click', 'value': '1.390351'}]",1.390351,3.602273,0.269558,,0.067562,0.067562,6.096154,,0.07185,1.390351,30.574846,32.24166,2.199074,2025-11-30,2025-11-30,1.054516,2592,2.199074,57,"[{'action_type': 'outbound_click', 'value': '57'}]","[{'action_type': 'outbound_click', 'value': '2.199074'}]",2458,79.25,146,4,131,964,524,420
,108,,,12,6,6,108,,,,,,,290,,290,2,2,,276,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,12,"[{'action_type': 'start_trial_mobile_app', 'value': '21.83'}, {'action_type': 'start_trial_total', 'value': '21.83'}]",1.819167,"[{'action_type': 'outbound_click', 'value': '1.819167'}]",1.819167,3.638333,0.20213,,0.075276,0.075276,10.915,,0.079094,1.819167,39.475588,40.425926,2.169982,2025-11-30,2025-11-30,1.024074,553,2.169982,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '2.169982'}]",540,21.83,48,6,45,248,148,118
,1,,,2,,,1,,,,,,,41,,41,1,1,,38,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,65+,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,2,,1.4,"[{'action_type': 'outbound_click', 'value': '1.4'}]",1.4,,2.8,,0.068293,0.068293,2.8,,0.073684,1.4,30.769231,31.818182,2.197802,2025-11-30,2025-11-30,1.034091,91,2.197802,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.197802'}]",88,2.8,6,5,6,32,21,17
,5,,,3,,,5,,,,,,,10,,10,,,,7,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,18-24,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,3,,0.26,"[{'action_type': 'outbound_click', 'value': '0.26'}]",0.26,,0.156,,0.078,0.078,,,0.111429,0.26,41.052632,41.052632,15.789474,2025-11-30,2025-11-30,1,19,15.789474,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '15.789474'}]",19,0.78,,3,,6,3,1
,8,,,3,,,8,,,,,,,78,,78,,,,75,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,3,,2.286667,"[{'action_type': 'outbound_click', 'value': '2.286667'}]",2.286667,,0.8575,,0.087949,0.087949,,,0.091467,2.286667,22.057878,23.175676,0.96463,2025-11-30,2025-11-30,1.050676,311,0.96463,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.96463'}]",296,6.86,9,3,9,63,33,27
,157,,,15,9,9,157,,,,,,,263,,263,,,,248,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,15,"[{'action_type': 'subscribe_mobile_app', 'value': '9.755'}, {'action_type': 'subscribe_total', 'value': '9.755'}, {'action_type': 'start_trial_mobile_app', 'value': '4.8775'}, {'action_type': 'start_trial_total', 'value': '4.8775'}]",1.300667,"[{'action_type': 'outbound_click', 'value': '1.300667'}]",1.300667,2.167778,0.124268,,0.074183,0.074183,,,0.078669,1.300667,21.847704,23.449519,1.679731,2025-11-30,2025-11-30,1.073317,893,1.679731,15,"[{'action_type': 'outbound_click', 'value': '15'}]","[{'action_type': 'outbound_click', 'value': '1.679731'}]",832,19.51,40,3,40,216,130,90
,26,,,10,2,2,26,,,,,,,180,,180,1,1,,169,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,11,"[{'action_type': 'start_trial_mobile_app', 'value': '14.63'}, {'action_type': 'start_trial_total', 'value': '14.63'}]",1.463,"[{'action_type': 'outbound_click', 'value': '1.463'}]",1.463,7.315,0.562692,,0.081278,0.081278,14.63,,0.086568,1.33,31.462366,32.876404,2.365591,2025-11-30,2025-11-30,1.044944,465,2.150538,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '2.150538'}]",445,14.63,20,4,17,152,93,63
,,,,,,,,,,,,,,35,,35,1,1,,34,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.079714,0.079714,2.79,,0.082059,,34.02439,36.710526,0,2025-11-30,2025-11-30,1.078947,82,,,,,76,2.79,10,8,9,30,20,15
,,,,,,,,,,,,,,8,,8,,,,8,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,65+,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.07875,0.07875,,,0.07875,,33.157895,33.157895,0,2025-11-30,2025-11-30,1,19,,,,,19,0.63,2,4,2,8,3,3
,,,,,,,,,,,,,,,,,,,,,,6916167702784,08 aiartist3,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,18-24,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,30,30,0,2025-11-30,2025-11-30,1,1,,,,,1,0.03,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6916167702784,08 aiartist3,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.11,0.11,,,0.11,,110,110,0,2025-11-30,2025-11-30,1,1,,,,,1,0.11,,6,,1,,
,,,,1,,,,,,,,,,3,,3,,,,2,,6916167702784,08 aiartist3,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,0.4,"[{'action_type': 'outbound_click', 'value': '0.4'}]",0.4,,,,0.133333,0.133333,,,0.2,,100,100,0,2025-11-30,2025-11-30,1,4,25,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '25'}]",4,0.4,,4,,2,1,
,,,,,,,,,,,,,,1,,1,,,,1,,6916167702784,08 aiartist3,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.46,0.46,,,0.46,,153.333333,153.333333,0,2025-11-30,2025-11-30,1,3,,,,,3,0.46,,2,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6916167702784,08 aiartist3,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.04,0.04,,,0.04,,13.333333,20,0,2025-11-30,2025-11-30,1.5,3,,,,,2,0.04,,6,,1,,
,4,1,,3,,,4,,,,,,,24,,24,,,,21,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,18-24,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,4,,0.943526,"[{'action_type': 'outbound_click', 'value': '0.943526'}]",0.943526,,0.707644,,0.117941,0.117941,,,0.134789,0.707644,32.535369,34.519233,4.597701,2025-11-30,2025-11-30,1.060976,87,3.448276,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '3.448276'}]",82,2.830577,4,5,4,19,11,6
,77,,,8,4,4,77,,,,1,1,,264,1,264,6,4,,250,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,15,"[{'action_type': 'subscribe_mobile_app', 'value': '10.327105'}, {'action_type': 'subscribe_total', 'value': '10.327105'}, {'action_type': 'start_trial_mobile_app', 'value': '20.654211'}, {'action_type': 'start_trial_total', 'value': '20.654211'}]",2.581776,"[{'action_type': 'outbound_click', 'value': '2.581776'}]",2.581776,5.163553,0.268237,,0.078236,0.078236,3.442368,,0.082617,1.376947,21.118825,22.696935,1.533742,2025-11-30,2025-11-30,1.074725,978,0.817996,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '0.817996'}]",910,20.654211,23,3,24,225,115,68
,339,3,,46,24,24,339,,,,1,1,,1023,1,1023,5,3,,972,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,51,"[{'action_type': 'subscribe_mobile_app', 'value': '15.507162'}, {'action_type': 'subscribe_total', 'value': '15.507162'}, {'action_type': 'start_trial_mobile_app', 'value': '7.753581'}, {'action_type': 'start_trial_total', 'value': '7.753581'}]",1.685561,"[{'action_type': 'outbound_click', 'value': '1.685561'}]",1.685561,3.230659,0.228719,,0.075793,0.075793,15.507162,,0.079769,1.52031,26.036201,27.641999,1.712559,2025-11-30,2025-11-30,1.061676,2978,1.544661,46,"[{'action_type': 'outbound_click', 'value': '46'}]","[{'action_type': 'outbound_click', 'value': '1.544661'}]",2805,77.535808,126,4,121,885,468,296
,315,,,42,20,20,315,,,,,,,1071,,1071,16,16,,1013,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,46,"[{'action_type': 'subscribe_mobile_app', 'value': '24.768383'}, {'action_type': 'subscribe_total', 'value': '24.768383'}, {'action_type': 'start_trial_mobile_app', 'value': '9.288144'}, {'action_type': 'start_trial_total', 'value': '9.288144'}]",1.76917,"[{'action_type': 'outbound_click', 'value': '1.76917'}]",1.76917,3.715257,0.235889,,0.069379,0.069379,4.644072,,0.073352,1.615329,29.793564,32.490227,1.844427,2025-11-30,2025-11-30,1.090512,2494,1.684042,42,"[{'action_type': 'outbound_click', 'value': '42'}]","[{'action_type': 'outbound_click', 'value': '1.684042'}]",2287,74.305149,134,4,128,922,493,308
,100,,,15,6,6,100,,,,,,,291,,291,3,3,,273,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,15,"[{'action_type': 'subscribe_mobile_app', 'value': '17.633595'}, {'action_type': 'subscribe_total', 'value': '17.633595'}, {'action_type': 'start_trial_mobile_app', 'value': '17.633595'}, {'action_type': 'start_trial_total', 'value': '17.633595'}]",1.175573,"[{'action_type': 'outbound_click', 'value': '1.175573'}]",1.175573,2.938933,0.176336,,0.060597,0.060597,5.877865,,0.064592,1.175573,32.119481,35.408825,2.73224,2025-11-30,2025-11-30,1.10241,549,2.73224,15,"[{'action_type': 'outbound_click', 'value': '15'}]","[{'action_type': 'outbound_click', 'value': '2.73224'}]",498,17.633595,51,6,49,252,146,98
,1,1,,1,,,1,,,,,,,42,,42,2,2,,39,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,65+,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,3.240661,"[{'action_type': 'outbound_click', 'value': '3.240661'}]",3.240661,,3.240661,,0.077159,0.077159,1.62033,,0.083094,3.240661,27.697955,30.286548,0.854701,2025-11-30,2025-11-30,1.093458,117,0.854701,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.854701'}]",107,3.240661,4,3,4,34,19,12
,,,,,,,,,,,,,,,,,,,,,,6916169150784,13 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,10,10,0,2025-11-30,2025-11-30,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6916169150784,13 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,10,10,0,2025-11-30,2025-11-30,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6916169150784,13 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,65+,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.07,0.07,,,0.07,,70,70,0,2025-11-30,2025-11-30,1,1,,,,,1,0.07,,3,,,,
