action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_block,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,1,,1,,,,1,,6916856622384,01 Jesus_rapGod,6916855007184,FB_iOS_itoshi_rap_set2_271125,35-44,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-11-30,2025-11-30,1,1,,,,,1,0.01,,6,,1,,
,,,,,,,,,,,,,,,,,,,,,,6916856622384,01 Jesus_rapGod,6916855007184,FB_iOS_itoshi_rap_set2_271125,45-54,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,5,5,0,2025-11-30,2025-11-30,1,2,,,,,2,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6916856622384,01 Jesus_rapGod,6916855007184,FB_iOS_itoshi_rap_set2_271125,55-64,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,6.666667,6.666667,0,2025-11-30,2025-11-30,1,3,,,,,3,0.02,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6916856622384,01 Jesus_rapGod,6916855007184,FB_iOS_itoshi_rap_set2_271125,65+,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,20,20,0,2025-11-30,2025-11-30,1,1,,,,,1,0.02,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,6916857336784,01 Santa_slim,6916855007184,FB_iOS_itoshi_rap_set2_271125,65+,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,10,10,0,2025-11-30,2025-11-30,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,22,,22,,,,22,,6916858590184,02 Eddie_Snoop,6916855007184,FB_iOS_itoshi_rap_set2_271125,18-24,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.043636,0.043636,,,0.043636,,13.913043,14.545455,0,2025-11-30,2025-11-30,1.045455,69,,,,,66,0.96,4,4,4,19,11,8
,57,,,11,3,3,57,,,,,,,149,,149,,,,138,,6916858590184,02 Eddie_Snoop,6916855007184,FB_iOS_itoshi_rap_set2_271125,25-34,6913347651784,FB_iOS_itoshi_rap_install,10,"[{'action_type': 'start_trial_mobile_app', 'value': '1.75'}, {'action_type': 'start_trial_total', 'value': '1.75'}]",0.318182,"[{'action_type': 'outbound_click', 'value': '0.318182'}]",0.318182,1.166667,0.061404,,0.02349,0.02349,,,0.025362,0.35,10.144928,10.144928,2.898551,2025-11-30,2025-11-30,1,345,3.188406,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '3.188406'}]",345,3.5,21,6,21,124,75,47
,81,,,27,8,8,81,,,,2,2,,656,,656,10,8,,619,,6916858590184,02 Eddie_Snoop,6916855007184,FB_iOS_itoshi_rap_set2_271125,35-44,6913347651784,FB_iOS_itoshi_rap_install,26,,0.475556,"[{'action_type': 'outbound_click', 'value': '0.475556'}]",0.475556,1.605,0.158519,,0.019573,0.019573,1.284,,0.020743,0.493846,8.96648,9.184549,1.815642,2025-11-30,2025-11-30,1.02432,1432,1.885475,27,"[{'action_type': 'outbound_click', 'value': '27'}]","[{'action_type': 'outbound_click', 'value': '1.885475'}]",1398,12.84,57,5,55,547,303,213
,249,2,,41,19,19,249,,,,,,,1035,2,1035,13,11,,981,,6916858590184,02 Eddie_Snoop,6916855007184,FB_iOS_itoshi_rap_set2_271125,45-54,6913347651784,FB_iOS_itoshi_rap_install,40,"[{'action_type': 'subscribe_mobile_app', 'value': '10.645'}, {'action_type': 'subscribe_total', 'value': '10.645'}, {'action_type': 'start_trial_mobile_app', 'value': '7.096667'}, {'action_type': 'start_trial_total', 'value': '7.096667'}]",0.519268,"[{'action_type': 'outbound_click', 'value': '0.519268'}]",0.519268,1.120526,0.085502,,0.02057,0.02057,1.637692,,0.021702,0.53225,10.991224,11.146597,2.065049,2025-11-30,2025-11-30,1.014136,1937,2.116675,41,"[{'action_type': 'outbound_click', 'value': '41'}]","[{'action_type': 'outbound_click', 'value': '2.116675'}]",1910,21.29,108,5,98,912,549,353
,29,1,1,15,3,3,29,,,,,,,374,1,374,8,6,,351,,6916858590184,02 Eddie_Snoop,6916855007184,FB_iOS_itoshi_rap_set2_271125,55-64,6913347651784,FB_iOS_itoshi_rap_install,15,,0.567333,"[{'action_type': 'outbound_click', 'value': '0.567333'}]",0.567333,2.836667,0.293448,,0.022754,0.022754,1.06375,,0.024245,0.567333,13.338558,13.572568,2.351097,2025-11-30,2025-11-30,1.017544,638,2.351097,15,"[{'action_type': 'outbound_click', 'value': '15'}]","[{'action_type': 'outbound_click', 'value': '2.351097'}]",627,8.51,40,6,37,325,203,145
,4,,,3,,,4,,,,,,,88,,88,,,,85,,6916858590184,02 Eddie_Snoop,6916855007184,FB_iOS_itoshi_rap_set2_271125,65+,6913347651784,FB_iOS_itoshi_rap_install,3,,0.67,"[{'action_type': 'outbound_click', 'value': '0.67'}]",0.67,,0.5025,,0.022841,0.022841,,,0.023647,0.67,14.357143,14.888889,2.142857,2025-11-30,2025-11-30,1.037037,140,2.142857,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '2.142857'}]",135,2.01,16,8,15,78,50,42
,,,,,,,,,,,,,,,,,,,,,,6916859158784,02 Mike_rapGod,6916855007184,FB_iOS_itoshi_rap_set2_271125,25-34,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,10,10,0,2025-11-30,2025-11-30,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6916859158784,02 Mike_rapGod,6916855007184,FB_iOS_itoshi_rap_set2_271125,55-64,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,20,20,0,2025-11-30,2025-11-30,1,1,,,,,1,0.02,,2,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6916860073184,02 Mike_sicko,6916855007184,FB_iOS_itoshi_rap_set2_271125,25-34,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.01,0.01,,,0.01,,5,5,0,2025-11-30,2025-11-30,1,2,,,,,2,0.01,,5,,1,1,
,,,,,,,,,,,,,,,,,,,,,,6916860073184,02 Mike_sicko,6916855007184,FB_iOS_itoshi_rap_set2_271125,35-44,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,10,10,0,2025-11-30,2025-11-30,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6916860073184,02 Mike_sicko,6916855007184,FB_iOS_itoshi_rap_set2_271125,45-54,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,10,10,0,2025-11-30,2025-11-30,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6916860754984,02 snoop_loseYourself,6916855007184,FB_iOS_itoshi_rap_set2_271125,35-44,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,0,0,0,2025-11-30,2025-11-30,1,1,,,,,1,0,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6916860754984,02 snoop_loseYourself,6916855007184,FB_iOS_itoshi_rap_set2_271125,45-54,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-11-30,2025-11-30,1,1,,,,,1,0.02,,4,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6916860754984,02 snoop_loseYourself,6916855007184,FB_iOS_itoshi_rap_set2_271125,55-64,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0,0,,,0,,0,0,0,2025-11-30,2025-11-30,1,1,,,,,1,0,,5,,1,,
,,,,,,,,,,,,,,3,,3,,,,3,,6916861420184,02 Timothy_slim,6916855007184,FB_iOS_itoshi_rap_set2_271125,18-24,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.036667,0.036667,,,0.036667,,11,12.222222,0,2025-11-30,2025-11-30,1.111111,10,,,,,9,0.11,,2,,1,1,1
,,,,1,,,,,,,,,,6,,6,,,,5,,6916861420184,02 Timothy_slim,6916855007184,FB_iOS_itoshi_rap_set2_271125,25-34,6913347651784,FB_iOS_itoshi_rap_install,1,,0.15,"[{'action_type': 'outbound_click', 'value': '0.15'}]",0.15,,,,0.025,0.025,,,0.03,0.15,10.714286,15,7.142857,2025-11-30,2025-11-30,1.4,14,7.142857,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '7.142857'}]",10,0.15,1,4,1,4,2,2
,,,,,,,,,,,,,,,,,,,,,,6916861420184,02 Timothy_slim,6916855007184,FB_iOS_itoshi_rap_set2_271125,45-54,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,25,25,0,2025-11-30,2025-11-30,1,4,,,,,4,0.1,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6916861420184,02 Timothy_slim,6916855007184,FB_iOS_itoshi_rap_set2_271125,55-64,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,15,15,0,2025-11-30,2025-11-30,1,2,,,,,2,0.03,,2,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6916861420184,02 Timothy_slim,6916855007184,FB_iOS_itoshi_rap_set2_271125,65+,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.01,0.01,,,0.01,,5,5,0,2025-11-30,2025-11-30,1,2,,,,,2,0.01,,4,,1,1,
,,,,,,,,,,,,,,3,,3,,,,3,,6916862364784,03 Mike_gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,25-34,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.034021,0.034021,,,0.034021,,17.010309,20.412371,0,2025-11-30,2025-11-30,1.2,6,,,,,5,0.102062,1,5,1,3,2,1
,,,,1,,,,,,,,,,8,,8,,,,7,,6916862364784,03 Mike_gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,35-44,6913347651784,FB_iOS_itoshi_rap_install,1,,0.21433,"[{'action_type': 'outbound_click', 'value': '0.21433'}]",0.21433,,,,0.026791,0.026791,,,0.030619,0.21433,8.573196,8.930412,4,2025-11-30,2025-11-30,1.041667,25,4,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4'}]",24,0.21433,,2,,3,2,2
,,,,,,,,,,,,,,6,,6,,,,6,,6916862364784,03 Mike_gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,45-54,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.039124,0.039124,,,0.039124,,7.824742,8.383652,0,2025-11-30,2025-11-30,1.071429,30,,,,,28,0.234742,,2,,5,,
,,,,,,,,,,,,,,6,,6,,,,6,,6916862364784,03 Mike_gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,55-64,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.044227,0.044227,,,0.044227,,14.742268,16.585052,0,2025-11-30,2025-11-30,1.125,18,,,,,16,0.265361,,3,,6,2,1
,,,,,,,,,,,,,,2,,2,,,,2,,6916862364784,03 Mike_gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,65+,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.086753,0.086753,,,0.086753,,57.835052,57.835052,0,2025-11-30,2025-11-30,1,3,,,,,3,0.173505,1,14,1,2,2,2
,,,,,,,,,,,,,,,,,,,,,,6916863115584,03 Snoop_sicko,6916855007184,FB_iOS_itoshi_rap_set2_271125,18-24,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,5,5,0,2025-11-30,2025-11-30,1,4,,,,,4,0.02,,2,,,,
,,,,,,,,,,,,,,8,,8,,,,8,,6916863115584,03 Snoop_sicko,6916855007184,FB_iOS_itoshi_rap_set2_271125,25-34,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.01625,0.01625,,,0.01625,,8.125,8.125,0,2025-11-30,2025-11-30,1,16,,,,,16,0.13,,3,,8,3,1
,,,,1,,,,,,,,,,7,,7,,,,6,,6916863115584,03 Snoop_sicko,6916855007184,FB_iOS_itoshi_rap_set2_271125,35-44,6913347651784,FB_iOS_itoshi_rap_install,1,,0.16,"[{'action_type': 'outbound_click', 'value': '0.16'}]",0.16,,,,0.022857,0.022857,,,0.026667,0.16,9.411765,9.411765,5.882353,2025-11-30,2025-11-30,1,17,5.882353,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '5.882353'}]",17,0.16,,2,,5,1,
,,,,,,,,,,,,,,7,,7,1,1,,6,,6916863115584,03 Snoop_sicko,6916855007184,FB_iOS_itoshi_rap_set2_271125,45-54,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.021429,0.021429,0.15,,0.025,,8.333333,8.333333,0,2025-11-30,2025-11-30,1,18,,,,,18,0.15,,3,,5,3,1
,,,,,,,,,,,,,,5,,5,,,,5,,6916863115584,03 Snoop_sicko,6916855007184,FB_iOS_itoshi_rap_set2_271125,55-64,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.022,0.022,,,0.022,,11,11,0,2025-11-30,2025-11-30,1,10,,,,,10,0.11,,4,,4,1,1
,,,,,,,,,,,,,,2,,2,,,,2,,6916863115584,03 Snoop_sicko,6916855007184,FB_iOS_itoshi_rap_set2_271125,65+,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.005,0.005,,,0.005,,5,5,0,2025-11-30,2025-11-30,1,2,,,,,2,0.01,,6,,1,1,
,9,,,5,,,9,,,,,,,80,,80,1,1,,74,,6916864174784,04 Morgan_Gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,18-24,6913347651784,FB_iOS_itoshi_rap_install,8,,0.592022,"[{'action_type': 'outbound_click', 'value': '0.592022'}]",0.592022,,0.328901,,0.037001,0.037001,2.960111,,0.040002,0.370014,12.489919,13.274039,3.375527,2025-11-30,2025-11-30,1.06278,237,2.109705,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '2.109705'}]",223,2.960111,3,3,3,70,32,15
,57,2,,19,4,4,57,,,,1,1,,369,1,369,9,7,,341,,6916864174784,04 Morgan_Gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,25-34,6913347651784,FB_iOS_itoshi_rap_install,19,,0.506335,"[{'action_type': 'outbound_click', 'value': '0.506335'}]",0.506335,2.40509,0.168778,,0.026071,0.026071,1.068929,,0.028212,0.506335,9.62999,10.422925,1.901902,2025-11-30,2025-11-30,1.08234,999,1.901902,19,"[{'action_type': 'outbound_click', 'value': '19'}]","[{'action_type': 'outbound_click', 'value': '1.901902'}]",923,9.62036,40,4,37,311,162,98
,505,6,1,100,30,30,505,,,,1,1,,1922,2,1922,45,41,,1777,,6916864174784,04 Morgan_Gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,35-44,6913347651784,FB_iOS_itoshi_rap_install,99,"[{'action_type': 'subscribe_mobile_app', 'value': '10.972911'}, {'action_type': 'subscribe_total', 'value': '10.972911'}, {'action_type': 'start_trial_mobile_app', 'value': '7.315274'}, {'action_type': 'start_trial_total', 'value': '7.315274'}]",0.438916,"[{'action_type': 'outbound_click', 'value': '0.438916'}]",0.438916,1.463055,0.086914,,0.022836,0.022836,0.97537,,0.0247,0.44335,9.388587,9.948242,2.117647,2025-11-30,2025-11-30,1.05961,4675,2.139037,100,"[{'action_type': 'outbound_click', 'value': '100'}]","[{'action_type': 'outbound_click', 'value': '2.139037'}]",4412,43.891642,187,4,168,1607,882,518
,770,3,,182,64,64,770,,,,2,2,,5138,15,5138,120,103,,4836,,6916864174784,04 Morgan_Gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,45-54,6913347651784,FB_iOS_itoshi_rap_install,182,"[{'action_type': 'subscribe_mobile_app', 'value': '15.752018'}, {'action_type': 'subscribe_total', 'value': '15.752018'}, {'action_type': 'start_trial_mobile_app', 'value': '11.026413'}, {'action_type': 'start_trial_total', 'value': '11.026413'}]",0.605847,"[{'action_type': 'outbound_click', 'value': '0.605847'}]",0.605847,1.722877,0.1432,,0.021461,0.021461,0.918868,,0.022801,0.605847,10.619679,11.178439,1.752865,2025-11-30,2025-11-30,1.052616,10383,1.752865,182,"[{'action_type': 'outbound_click', 'value': '182'}]","[{'action_type': 'outbound_click', 'value': '1.752865'}]",9864,110.264125,559,5,504,4444,2586,1619
,441,3,,144,56,56,441,,,,2,2,,3448,4,3448,84,78,,3220,,6916864174784,04 Morgan_Gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,55-64,6913347651784,FB_iOS_itoshi_rap_install,143,"[{'action_type': 'subscribe_mobile_app', 'value': '80.122998'}, {'action_type': 'subscribe_total', 'value': '80.122998'}, {'action_type': 'start_trial_mobile_app', 'value': '80.122998'}, {'action_type': 'start_trial_total', 'value': '80.122998'}]",0.55641,"[{'action_type': 'outbound_click', 'value': '0.55641'}]",0.55641,1.430768,0.181685,,0.023238,0.023238,0.953845,,0.024883,0.560301,13.169461,14.30257,2.350427,2025-11-30,2025-11-30,1.086041,6084,2.366864,144,"[{'action_type': 'outbound_click', 'value': '144'}]","[{'action_type': 'outbound_click', 'value': '2.366864'}]",5602,80.122998,514,6,461,2995,1880,1188
,127,,,48,16,16,127,,,,,,,757,1,757,9,8,,700,,6916864174784,04 Morgan_Gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,65+,6913347651784,FB_iOS_itoshi_rap_install,47,,0.425433,"[{'action_type': 'outbound_click', 'value': '0.425433'}]",0.425433,1.276298,0.160793,,0.026976,0.026976,2.268974,,0.029173,0.434484,15.482005,16.548431,3.563306,2025-11-30,2025-11-30,1.068882,1319,3.639121,48,"[{'action_type': 'outbound_click', 'value': '48'}]","[{'action_type': 'outbound_click', 'value': '3.639121'}]",1234,20.420764,139,6,127,656,423,287
,,,,,,,,,,,,,,,,,,,,,,6916865002784,04 will_rapGod,6916855007184,FB_iOS_itoshi_rap_set2_271125,18-24,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,15,15,0,2025-11-30,2025-11-30,1,2,,,,,2,0.03,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6916865002784,04 will_rapGod,6916855007184,FB_iOS_itoshi_rap_set2_271125,25-34,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.11,0.11,,,0.11,,12.222222,12.222222,0,2025-11-30,2025-11-30,1,9,,,,,9,0.11,,1,,,,
,,,,,,,,,,,,,,9,,9,1,1,,8,,6916865002784,04 will_rapGod,6916855007184,FB_iOS_itoshi_rap_set2_271125,35-44,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.02,0.02,0.18,,0.0225,,11.25,11.25,0,2025-11-30,2025-11-30,1,16,,,,,16,0.18,,4,,7,4,1
,,,,1,1,1,,,,,,,,10,,10,,,,9,,6916865002784,04 will_rapGod,6916855007184,FB_iOS_itoshi_rap_set2_271125,45-54,6913347651784,FB_iOS_itoshi_rap_install,1,,0.35,"[{'action_type': 'outbound_click', 'value': '0.35'}]",0.35,0.35,,,0.035,0.035,,,0.038889,0.35,14,14.583333,4,2025-11-30,2025-11-30,1.041667,25,4,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4'}]",24,0.35,2,4,1,7,5,3
,,,,,,,,,,,,,,3,,3,,,,3,,6916865002784,04 will_rapGod,6916855007184,FB_iOS_itoshi_rap_set2_271125,55-64,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.043333,0.043333,,,0.043333,,11.818182,11.818182,0,2025-11-30,2025-11-30,1,11,,,,,11,0.13,,3,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,6916865002784,04 will_rapGod,6916855007184,FB_iOS_itoshi_rap_set2_271125,65+,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,5,5,0,2025-11-30,2025-11-30,1,2,,,,,2,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,6917461954184,01 Bob_snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-11-30,2025-11-30,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6917461954384,04 Will_sicko - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-11-30,2025-11-30,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,2,,2,,,,2,,6917461954584,02 snoop_loseYourself - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.06,0.06,,,0.06,,17.142857,17.142857,0,2025-11-30,2025-11-30,1,7,,,,,7,0.12,,1,,1,,
,,,,,,,,,,,,,,4,,4,,,,4,,6917461954584,02 snoop_loseYourself - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.0925,0.0925,,,0.0925,,19.473684,19.473684,0,2025-11-30,2025-11-30,1,19,,,,,19,0.37,1,3,1,4,1,1
,11,,,,,,11,,,,,,,7,,7,,,,7,,6917461954584,02 snoop_loseYourself - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,0.088182,,0.138571,0.138571,,,0.138571,,26.216216,28.529412,0,2025-11-30,2025-11-30,1.088235,37,,,,,34,0.97,1,2,,6,1,1
,26,,,,,,26,,,,,,,2,,2,,,,2,,6917461954584,02 snoop_loseYourself - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,0.009231,,0.12,0.12,,,0.12,,17.142857,17.142857,0,2025-11-30,2025-11-30,1,14,,,,,14,0.24,,2,,2,,
,,,,,,,,,,,,,,,,,,,,,,6917461954784,04 will_rapGod - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,20,20,0,2025-11-30,2025-11-30,1,1,,,,,1,0.02,,2,,,,
,20,,,1,1,1,20,,,,,,,6,,6,,,,5,,6917461954784,04 will_rapGod - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.39,"[{'action_type': 'outbound_click', 'value': '0.39'}]",0.39,0.39,0.0195,,0.065,0.065,,,0.078,0.39,39,43.333333,10,2025-11-30,2025-11-30,1.111111,10,10,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '10'}]",9,0.39,1,7,1,5,3,3
,,,,,,,,,,,,,,2,,2,,,,2,,6917461954784,04 will_rapGod - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.125,0.125,,,0.125,,17.857143,19.230769,0,2025-11-30,2025-11-30,1.076923,14,,,,,13,0.25,1,3,1,2,2,1
,,,,,,,,,,,,,,5,,5,,,,5,,6917461954784,04 will_rapGod - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.062,0.062,,,0.062,,25.833333,25.833333,0,2025-11-30,2025-11-30,1,12,,,,,12,0.31,,4,,5,2,
,,,,1,,,,,,,,,,35,,35,2,2,,32,,6917461954984,04 Morgan_Gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,2.13,"[{'action_type': 'outbound_click', 'value': '2.13'}]",2.13,,,,0.060857,0.060857,1.065,,0.066563,2.13,17.89916,18.849558,0.840336,2025-11-30,2025-11-30,1.053097,119,0.840336,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.840336'}]",113,2.13,7,4,7,29,17,11
,62,,,14,4,4,62,,,,,,,352,1,352,8,7,,330,,6917461954984,04 Morgan_Gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,16,"[{'action_type': 'start_trial_mobile_app', 'value': '19.56'}, {'action_type': 'start_trial_total', 'value': '19.56'}]",1.397143,"[{'action_type': 'outbound_click', 'value': '1.397143'}]",1.397143,4.89,0.315484,,0.055568,0.055568,2.445,,0.059273,1.2225,16.833046,17.621622,1.376936,2025-11-30,2025-11-30,1.046847,1162,1.204819,14,"[{'action_type': 'outbound_click', 'value': '14'}]","[{'action_type': 'outbound_click', 'value': '1.204819'}]",1110,19.56,43,3,41,298,159,101
,168,2,,48,17,17,168,,,,1,1,,919,4,919,11,6,,860,,6917461954984,04 Morgan_Gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,48,"[{'action_type': 'subscribe_mobile_app', 'value': '23.165'}, {'action_type': 'subscribe_total', 'value': '23.165'}, {'action_type': 'start_trial_mobile_app', 'value': '15.443333'}, {'action_type': 'start_trial_total', 'value': '15.443333'}]",0.965208,"[{'action_type': 'outbound_click', 'value': '0.985745'}]",0.965208,2.725294,0.275774,,0.050413,0.050413,4.211818,,0.053872,0.965208,17.723795,18.840992,1.836266,2025-11-30,2025-11-30,1.063034,2614,1.836266,48,"[{'action_type': 'outbound_click', 'value': '47'}]","[{'action_type': 'outbound_click', 'value': '1.798011'}]",2459,46.33,91,4,83,764,406,250
,313,1,,53,20,20,313,,,,,,,770,1,770,9,8,,708,,6917461954984,04 Morgan_Gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,53,"[{'action_type': 'subscribe_mobile_app', 'value': '9.645'}, {'action_type': 'subscribe_total', 'value': '9.645'}, {'action_type': 'start_trial_mobile_app', 'value': '6.43'}, {'action_type': 'start_trial_total', 'value': '6.43'}]",0.727925,"[{'action_type': 'outbound_click', 'value': '0.727925'}]",0.727925,1.929,0.123259,,0.050104,0.050104,4.286667,,0.054492,0.727925,22.896142,24.699104,3.145401,2025-11-30,2025-11-30,1.078745,1685,3.145401,53,"[{'action_type': 'outbound_click', 'value': '53'}]","[{'action_type': 'outbound_click', 'value': '3.145401'}]",1562,38.58,96,5,89,632,366,232
