action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,168,2,,17,10,10,168,,,,,,374,1,374,5,4,,352,,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,16,"[{'action_type': 'subscribe_mobile_app', 'value': '9.47'}, {'action_type': 'subscribe_total', 'value': '9.47'}, {'action_type': 'start_trial_mobile_app', 'value': '9.47'}, {'action_type': 'start_trial_total', 'value': '9.47'}]",0.557059,"[{'action_type': 'outbound_click', 'value': '0.557059'}]",0.557059,0.947,0.056369,,0.025321,0.025321,1.894,,0.026903,0.591875,11.050175,11.648216,1.866978,2025-11-28,2025-11-28,1.054121,857,1.983664,17,"[{'action_type': 'outbound_click', 'value': '17'}]","[{'action_type': 'outbound_click', 'value': '1.983664'}]",facebook,813,9.47,54,4,47,339,171,104
,23,,,6,2,2,23,,,,,,69,,69,,,,63,,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,6,,0.433333,"[{'action_type': 'outbound_click', 'value': '0.433333'}]",0.433333,1.3,0.113043,,0.037681,0.037681,,,0.04127,0.433333,15.853659,16.149068,3.658537,2025-11-28,2025-11-28,1.018634,164,3.658537,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '3.658537'}]",instagram,161,2.6,10,4,10,60,26,16
,,,,,,,,,,,,,6,,6,,,,6,,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.035,0.035,,,0.035,,19.090909,19.090909,0,2025-11-28,2025-11-28,1,11,,,,,threads,11,0.21,2,11,2,6,4,3
,314,,,69,31,31,314,,,,,,2738,,2738,13,13,,2656,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,68,"[{'action_type': 'subscribe_mobile_app', 'value': '17.71'}, {'action_type': 'subscribe_total', 'value': '17.71'}, {'action_type': 'start_trial_mobile_app', 'value': '17.71'}, {'action_type': 'start_trial_total', 'value': '17.71'}]",0.77,"[{'action_type': 'outbound_click', 'value': '0.77'}]",0.77,1.713871,0.169204,,0.019405,0.019405,4.086923,,0.020004,0.781324,9.288462,9.665272,1.188811,2025-11-28,2025-11-28,1.040568,5720,1.206294,69,"[{'action_type': 'outbound_click', 'value': '69'}]","[{'action_type': 'outbound_click', 'value': '1.206294'}]",facebook,5497,53.13,232,4,212,2522,1118,582
,1,,,3,2,2,1,,,,,,120,,120,,,,117,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,3,,1.133333,"[{'action_type': 'outbound_click', 'value': '1.133333'}]",1.133333,1.7,3.4,,0.028333,0.028333,,,0.02906,1.133333,12.546125,12.639405,1.107011,2025-11-28,2025-11-28,1.007435,271,1.107011,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.107011'}]",instagram,269,3.4,12,4,12,113,44,25
,,,,,,,,,,,,,6,,6,,,,6,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.015,0.015,,,0.015,,6.923077,6.923077,0,2025-11-28,2025-11-28,1,13,,,,,threads,13,0.09,,2,,5,,
,,,,,,,,,,,,,,,,,,,,,6913359259784,kendrick_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,0,0,0,2025-11-28,2025-11-28,1,1,,,,,facebook,1,0,,1,,,,
,,,,,,,,,,,,,40,,40,,,,40,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.0715,0.0715,,,0.0715,,44.6875,77.297297,0,2025-11-28,2025-11-28,1.72973,64,,,,,audience_network,37,2.86,11,5,12,34,21,14
,366,5,,88,21,21,366,,,,,,2712,2,2712,15,13,,2609,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,81,"[{'action_type': 'subscribe_mobile_app', 'value': '47.55'}, {'action_type': 'subscribe_total', 'value': '47.55'}, {'action_type': 'start_trial_mobile_app', 'value': '14.630769'}, {'action_type': 'start_trial_total', 'value': '14.630769'}]",2.161364,"[{'action_type': 'outbound_click', 'value': '2.161364'}]",2.161364,9.057143,0.519672,,0.070133,0.070133,12.68,,0.072901,2.348148,25.390469,26.549414,1.081298,2025-11-28,2025-11-28,1.045645,7491,1.174743,88,"[{'action_type': 'outbound_click', 'value': '88'}]","[{'action_type': 'outbound_click', 'value': '1.174743'}]",facebook,7164,190.2,513,4,487,2502,1405,876
,69,,,20,3,3,69,,,,,,562,,562,3,3,,539,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,30,"[{'action_type': 'subscribe_mobile_app', 'value': '30.31'}, {'action_type': 'subscribe_total', 'value': '30.31'}, {'action_type': 'start_trial_mobile_app', 'value': '30.31'}, {'action_type': 'start_trial_total', 'value': '30.31'}]",3.031,"[{'action_type': 'outbound_click', 'value': '3.031'}]",3.031,20.206667,0.878551,,0.107865,0.107865,20.206667,,0.112468,2.020667,29.672051,31.039427,1.468429,2025-11-28,2025-11-28,1.046083,2043,0.978953,20,"[{'action_type': 'outbound_click', 'value': '20'}]","[{'action_type': 'outbound_click', 'value': '0.978953'}]",instagram,1953,60.62,59,3,59,514,217,127
