action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,8,,8,,,,8,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.05002,0.05002,,,0.05002,,17.398391,17.398391,0,2025-12-06,2025-12-06,1,23,,,,,threads,23,0.400163,2,7,3,8,5,4
,,,,,,,,,,,,,,,,,,,,,,6920996507384,07_nose ring_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,350,350,0,2025-12-06,2025-12-06,1,1,,,,,facebook,1,0.35,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6920996507384,07_nose ring_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,90,90,0,2025-12-06,2025-12-06,1,1,,,,,instagram,1,0.09,,3,,,,
,,,,,,,,,,,,,,5,,5,,,,5,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.024,0.024,,,0.024,,15,15,0,2025-12-06,2025-12-06,1,8,,,,,facebook,8,0.12,1,12,1,5,4,3
,,,,,,,,,,,,,,,,,,,,,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-06,2025-12-06,1,1,,,,,instagram,1,0.02,,2,,,,
,,,,1,,,,,,,,,,5,,5,,,,4,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.16,"[{'action_type': 'outbound_click', 'value': '0.16'}]",0.16,,,,0.032,0.032,,,0.04,0.16,22.857143,40,14.285714,2025-12-06,2025-12-06,1.75,7,14.285714,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '14.285714'}]",audience_network,4,0.16,1,5,1,3,3,1
2,337,4,1,85,29,29,337,2,2,2,2,,2,2267,4,2267,40,33,2,2142,2,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,80,"[{'action_type': 'subscribe_mobile_app', 'value': '33.533333'}, {'action_type': 'subscribe_total', 'value': '33.533333'}]",1.183529,"[{'action_type': 'outbound_click', 'value': '1.183529'}]",1.183529,3.468966,0.298516,50.3,0.044376,0.044376,2.515,50.3,0.046965,1.2575,21.436182,23.609481,1.704667,2025-12-06,2025-12-06,1.101385,4693,1.811208,85,"[{'action_type': 'outbound_click', 'value': '85'}]","[{'action_type': 'outbound_click', 'value': '1.811208'}]",facebook,4261,100.6,225,5,210,1935,1176,765
,130,,,42,18,18,130,,,2,2,1,,1212,1,1212,25,22,,1145,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,57,,1.614762,"[{'action_type': 'outbound_click', 'value': '1.614762'}]",1.614762,3.767778,0.521692,,0.055957,0.055957,2.7128,,0.059231,1.189825,24.697742,25.334329,2.075747,2025-12-06,2025-12-06,1.025775,2746,1.529497,42,"[{'action_type': 'outbound_click', 'value': '42'}]","[{'action_type': 'outbound_click', 'value': '1.529497'}]",instagram,2677,67.82,95,5,95,1012,599,361
,,,,1,,,,,,,,,,204,,204,,,,203,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,7.75,"[{'action_type': 'outbound_click', 'value': '7.75'}]",7.75,,,,0.03799,0.03799,,,0.038177,7.75,20.666667,20.889488,0.266667,2025-12-06,2025-12-06,1.010782,375,0.266667,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.266667'}]",threads,371,7.75,31,7,33,187,101,63
1,69,,,10,3,3,69,1,1,,,,1,137,,137,1,1,1,126,1,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,10,"[{'action_type': 'subscribe_mobile_app', 'value': '7.65'}, {'action_type': 'subscribe_total', 'value': '7.65'}]",0.765,"[{'action_type': 'outbound_click', 'value': '0.765'}]",0.765,2.55,0.11087,7.65,0.055839,0.055839,7.65,7.65,0.060714,0.765,22.173913,22.972973,2.898551,2025-12-06,2025-12-06,1.036036,345,2.898551,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '2.898551'}]",facebook,333,7.65,14,4,13,120,73,50
,5,,,1,2,2,5,,,,,,,29,,29,,,,28,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,1.95,"[{'action_type': 'outbound_click', 'value': '1.95'}]",1.95,0.975,0.39,,0.067241,0.067241,,,0.069643,1.95,17.889908,18.224299,0.917431,2025-12-06,2025-12-06,1.018692,109,0.917431,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.917431'}]",instagram,107,1.95,4,2,4,23,13,8
,,,,,,,,,,,,,,6,,6,,,,6,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.021667,0.021667,,,0.021667,,21.666667,21.666667,0,2025-12-06,2025-12-06,1,6,,,,,threads,6,0.13,2,7,2,5,2,2
,,,,,,,,,,,,,,1,,1,,,,1,,6922611488184,01_Cristiano_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.03,0.03,,,0.03,,30,30,0,2025-12-06,2025-12-06,1,1,,,,,audience_network,1,0.03,,7,,1,,
,5,,,1,,,5,,,,,,,17,,17,,,,16,,6922611488184,01_Cristiano_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,2.34,"[{'action_type': 'outbound_click', 'value': '2.34'}]",2.34,,0.468,,0.137647,0.137647,,,0.14625,2.34,40.344828,41.052632,1.724138,2025-12-06,2025-12-06,1.017544,58,1.724138,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.724138'}]",facebook,57,2.34,3,3,3,15,7,4
,,,,,,,,,,,,,,1,,1,,,,1,,6922611488184,01_Cristiano_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.51,0.51,,,0.51,,51,63.75,0,2025-12-06,2025-12-06,1.25,10,,,,,instagram,8,0.51,1,5,1,1,1,1
,1,,,,1,1,1,,,,,,,7,,7,,,,7,,6922613374584,01_Cristiano_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,0.29,0.29,,0.041429,0.041429,,,0.041429,,19.333333,19.333333,0,2025-12-06,2025-12-06,1,15,,,,,facebook,15,0.29,1,4,1,6,2,2
,,,,,,,,,,,,,,1,,1,,,,1,,6922613374584,01_Cristiano_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.31,0.31,,,0.31,,62,62,0,2025-12-06,2025-12-06,1,5,,,,,instagram,5,0.31,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,6922613374584,01_Cristiano_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,85,85,0,2025-12-06,2025-12-06,1,2,,,,,threads,2,0.17,,2,,,,
,,,,1,,,,,,,,,,16,,16,,,,15,,6922613549984,01_black4_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,1.47,"[{'action_type': 'outbound_click', 'value': '1.47'}]",1.47,,,,0.091875,0.091875,,,0.098,1.47,33.409091,35.853659,2.272727,2025-12-06,2025-12-06,1.073171,44,2.272727,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.272727'}]",facebook,41,1.47,,3,,11,5,3
,1,,,1,,,1,,,,,,,5,,5,,,,4,,6922613549984,01_black4_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.49,"[{'action_type': 'outbound_click', 'value': '0.49'}]",0.49,,0.49,,0.098,0.098,,,0.1225,0.49,27.222222,27.222222,5.555556,2025-12-06,2025-12-06,1,18,5.555556,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '5.555556'}]",instagram,18,0.49,1,3,1,4,2,1
,,,,,,,,,,,,,,1,,1,,,,1,,6922613549984,01_black4_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-06,2025-12-06,1,2,,,,,threads,2,0.02,,5,,1,,
,5,,,,5,5,5,,,,,,,11,,11,,,,11,,6922613869184,01_Cristiano_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,0.158,0.158,,0.071818,0.071818,,,0.071818,,16.808511,17.555556,0,2025-12-06,2025-12-06,1.044444,47,,,,,facebook,45,0.79,3,3,3,10,4,3
,20,,,,,,20,,,,,,,22,,22,1,1,,21,,6922613869184,01_Cristiano_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,,,,,0.121,,0.11,0.11,2.42,,0.115238,2.42,25.473684,25.744681,1.052632,2025-12-06,2025-12-06,1.010638,95,,,,,instagram,94,2.42,2,3,2,17,11,7
,,,,,,,,,,,,,,,,,,,,,,6922613869184,01_Cristiano_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,10,10,0,2025-12-06,2025-12-06,1,2,,,,,messenger,2,0.02,,1,,,,
,,,,,,,,,,,,,,2,,2,,,,2,,6922613869184,01_Cristiano_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.06,0.06,,,0.06,,17.142857,17.142857,0,2025-12-06,2025-12-06,1,7,,,,,threads,7,0.12,,3,,2,1,
,17,,,1,1,1,17,,,,,,,31,,31,1,1,,29,,6922614475984,02_Eddie_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,1.77,"[{'action_type': 'outbound_click', 'value': '1.77'}]",1.77,1.77,0.104118,,0.057097,0.057097,1.77,,0.061034,1.77,21.071429,21.851852,1.190476,2025-12-06,2025-12-06,1.037037,84,1.190476,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.190476'}]",facebook,81,1.77,7,6,7,26,14,8
,9,,,2,,,9,,,,,,,13,,13,,,,11,,6922614475984,02_Eddie_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,0.695,"[{'action_type': 'outbound_click', 'value': '0.695'}]",0.695,,0.154444,,0.106923,0.106923,,,0.126364,0.695,33.095238,33.902439,4.761905,2025-12-06,2025-12-06,1.02439,42,4.761905,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '4.761905'}]",instagram,41,1.39,,3,,8,3,2
,,,,,,,,,,,,,,4,,4,,,,4,,6922614475984,02_Eddie_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.0425,0.0425,,,0.0425,,15.454545,15.454545,0,2025-12-06,2025-12-06,1,11,,,,,threads,11,0.17,,3,,4,,
,,,,,,,,,,,,,,2,,2,,,,2,,6922615092384,03_Gael_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.095,0.095,,,0.095,,95,190,0,2025-12-06,2025-12-06,2,2,,,,,audience_network,1,0.19,,5,,2,,
,3,,,1,,,3,,,,,,,22,,22,,,,21,,6922615092384,03_Gael_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,1.85,"[{'action_type': 'outbound_click', 'value': '1.85'}]",1.85,,0.616667,,0.084091,0.084091,,,0.088095,1.85,23.417722,24.666667,1.265823,2025-12-06,2025-12-06,1.053333,79,1.265823,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.265823'}]",facebook,75,1.85,2,3,2,16,4,3
,1,,,2,,,1,,,,,,,6,,6,,,,4,,6922615092384,03_Gael_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,0.755,"[{'action_type': 'outbound_click', 'value': '0.755'}]",0.755,,1.51,,0.251667,0.251667,,,0.3775,0.755,40.810811,40.810811,5.405405,2025-12-06,2025-12-06,1,37,5.405405,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '5.405405'}]",instagram,37,1.51,1,2,1,4,2,1
,1,,,1,,,1,,,,,,,1,,1,,,,,,6922615092384,03_Gael_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.05,"[{'action_type': 'outbound_click', 'value': '0.05'}]",0.05,,0.05,,0.05,0.05,,,,0.05,25,25,50,2025-12-06,2025-12-06,1,2,50,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '50'}]",messenger,2,0.05,,,,,,
,,,,,,,,,,,,,,2,,2,,,,2,,6922615092384,03_Gael_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-06,2025-12-06,1,2,,,,,threads,2,0.02,,7,,2,1,
,,,,,,,,,,,,,,3,,3,,,,3,,6922616414384,04_Javier_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.176667,0.176667,,,0.176667,,26.5,27.894737,0,2025-12-06,2025-12-06,1.052632,20,,,,,facebook,19,0.53,1,3,1,3,1,1
,,,,,,,,,,,,,,2,,2,,,,2,,6922616414384,04_Javier_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.135,0.135,,,0.135,,22.5,22.5,0,2025-12-06,2025-12-06,1,12,,,,,instagram,12,0.27,,2,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,6922616414384,04_Javier_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,20,20,0,2025-12-06,2025-12-06,1,1,,,,,threads,1,0.02,,2,,,,
,,,,2,,,,,,,,,,23,,23,,,,21,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,0.945,"[{'action_type': 'outbound_click', 'value': '0.945'}]",0.945,,,,0.082174,0.082174,,,0.09,0.945,29.076923,30,3.076923,2025-12-06,2025-12-06,1.031746,65,3.076923,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '3.076923'}]",facebook,63,1.89,3,4,3,20,8,6
,3,,,3,,,3,,,,,,,27,,27,,,,24,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,4,,1.486667,"[{'action_type': 'outbound_click', 'value': '1.486667'}]",1.486667,,1.486667,,0.165185,0.165185,,,0.185833,1.115,52.470588,53.73494,4.705882,2025-12-06,2025-12-06,1.024096,85,3.529412,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '3.529412'}]",instagram,83,4.46,1,3,1,20,6,3
,,,,,,,,,,,,,,6,,6,,,,6,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.013333,0.013333,,,0.013333,,10,10,0,2025-12-06,2025-12-06,1,8,,,,,threads,8,0.08,2,7,2,6,2,2
,6,1,,4,1,1,6,,,,,,,42,,42,,,,38,,6922617314184,06_LioneM_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,4,,1.46,"[{'action_type': 'outbound_click', 'value': '1.46'}]",1.46,5.84,0.973333,,0.139048,0.139048,,,0.153684,1.46,25.064378,27.162791,1.716738,2025-12-06,2025-12-06,1.083721,233,1.716738,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.716738'}]",facebook,215,5.84,12,3,10,34,20,13
1,28,,,1,5,5,28,1,1,,,,1,24,,24,1,1,1,22,1,6922617314184,06_LioneM_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,3.88,"[{'action_type': 'outbound_click', 'value': '3.88'}]",3.88,0.776,0.138571,3.88,0.161667,0.161667,3.88,3.88,0.176364,1.94,24.713376,27.913669,1.273885,2025-12-06,2025-12-06,1.129496,157,0.636943,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.636943'}]",instagram,139,3.88,1,2,1,20,9,5
,,,,,,,,,,,,,,2,,2,,,,2,,6922617314184,06_LioneM_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.025,0.025,,,0.025,,12.5,12.5,0,2025-12-06,2025-12-06,1,4,,,,,threads,4,0.05,,4,,1,1,
,5,,,3,,,5,,,,,,,79,,79,,,,76,,6922617563384,07_Morgan_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,3,,3.463333,"[{'action_type': 'outbound_click', 'value': '3.463333'}]",3.463333,,2.078,,0.131519,0.131519,,,0.136711,3.463333,26.171285,28.005391,0.755668,2025-12-06,2025-12-06,1.070081,397,0.755668,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.755668'}]",facebook,371,10.39,10,3,7,65,27,21
,19,,,2,4,4,19,,,,,,,55,,55,1,1,,52,,6922617563384,07_Morgan_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,3,,3.49,"[{'action_type': 'outbound_click', 'value': '3.49'}]",3.49,1.745,0.367368,,0.126909,0.126909,6.98,,0.134231,2.326667,33.080569,35.075377,1.421801,2025-12-06,2025-12-06,1.060302,211,0.947867,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.947867'}]",instagram,199,6.98,4,3,4,44,16,7
,,,,,,,,,,,,,,,,,,,,,,6922617563384,07_Morgan_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,10,10,0,2025-12-06,2025-12-06,1,4,,,,,messenger,4,0.04,,,,,,
,,,,,,,,,,,,,,6,,6,,,,6,,6922617563384,07_Morgan_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.041667,0.041667,,,0.041667,,27.777778,27.777778,0,2025-12-06,2025-12-06,1,9,,,,,threads,9,0.25,,5,,4,2,2
,,1,,1,,,,,,,,,,20,,20,,,,19,,6922617753784,09_oscar_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,1.68,"[{'action_type': 'outbound_click', 'value': '1.68'}]",1.68,,,,0.084,0.084,,,0.088421,1.68,26.25,27.096774,1.5625,2025-12-06,2025-12-06,1.032258,64,1.5625,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.5625'}]",facebook,62,1.68,7,5,7,17,11,8
,3,,,1,,,3,,,,,,,18,,18,,,,17,,6922617753784,09_oscar_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,2,"[{'action_type': 'outbound_click', 'value': '2'}]",2,,0.666667,,0.111111,0.111111,,,0.117647,2,37.735849,38.461538,1.886792,2025-12-06,2025-12-06,1.019231,53,1.886792,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.886792'}]",instagram,52,2,,3,,14,5,2
,,,,,,,,,,,,,,,,,,,,,,6922617753784,09_oscar_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,17.5,17.5,0,2025-12-06,2025-12-06,1,4,,,,,messenger,4,0.07,,2,,,,
,,,,,,,,,,,,,,5,,5,,,,5,,6922617753784,09_oscar_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.114,0.114,,,0.114,,43.846154,43.846154,0,2025-12-06,2025-12-06,1,13,,,,,threads,13,0.57,,4,1,5,2,
,,,,,,,,,,,,,,2,,2,,,,2,,6922618733184,08_Neymar_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.085,0.085,,,0.085,,34,34,0,2025-12-06,2025-12-06,1,5,,,,,facebook,5,0.17,1,5,1,2,2,2
,,,,1,,,,,,,,,,8,,8,,,,7,,6922618733184,08_Neymar_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.35,"[{'action_type': 'outbound_click', 'value': '0.35'}]",0.35,,,,0.04375,0.04375,,,0.05,0.35,21.875,21.875,6.25,2025-12-06,2025-12-06,1,16,6.25,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '6.25'}]",instagram,16,0.35,2,5,2,7,3,3
,,,,,,,,,,,,,,4,,4,,,,4,,6922620119984,10_Pedro_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.0975,0.0975,,,0.0975,,21.666667,24.375,0,2025-12-06,2025-12-06,1.125,18,,,,,facebook,16,0.39,,2,,4,1,
,,,,,,,,,,1,1,,,14,,14,1,,,13,,6922620119984,10_Pedro_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.154286,0.154286,2.16,,0.166154,,45,51.428571,0,2025-12-06,2025-12-06,1.142857,48,,,,,instagram,42,2.16,2,5,2,9,3,2
,,,,,,,,,,,,,,2,,2,,,,2,,6922620119984,10_Pedro_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.025,0.025,,,0.025,,12.5,12.5,0,2025-12-06,2025-12-06,1,4,,,,,threads,4,0.05,,4,,2,,
,,,,,,,,,,,,1,,53,,53,1,1,,52,,6922620236784,11_Timmy_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.09,0.09,4.77,,0.091731,,24.336735,26.5,0,2025-12-06,2025-12-06,1.088889,196,,,,,facebook,180,4.77,3,2,2,43,21,10
,11,,,5,2,2,11,,,,,,,48,,48,1,1,,42,,6922620236784,11_Timmy_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,6,,1.498,"[{'action_type': 'outbound_click', 'value': '1.498'}]",1.498,3.745,0.680909,,0.156042,0.156042,7.49,,0.178333,1.248333,41.611111,45.393939,3.333333,2025-12-06,2025-12-06,1.090909,180,2.777778,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '2.777778'}]",instagram,165,7.49,7,3,7,34,17,15
,,,,,,,,,,,,,,3,,3,,,,3,,6922620236784,11_Timmy_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.026667,0.026667,,,0.026667,,20,20,0,2025-12-06,2025-12-06,1,4,,,,,threads,4,0.08,,3,,2,,
,,,,,,,,,,,,,,1,,1,,,,1,,6922620509184,12_Tyson_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-06,2025-12-06,1,1,,,,,audience_network,1,0.01,1,14,1,1,1,1
,1,,,3,,,1,,,,,,,45,,45,,,,42,,6922620509184,12_Tyson_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,3,,2.386667,"[{'action_type': 'outbound_click', 'value': '2.386667'}]",2.386667,,7.16,,0.159111,0.159111,,,0.170476,2.386667,38.494624,42.366864,1.612903,2025-12-06,2025-12-06,1.100592,186,1.612903,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.612903'}]",facebook,169,7.16,8,3,7,39,15,10
,6,,,1,3,3,6,,,,,,,35,,35,1,1,,33,,6922620509184,12_Tyson_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,3,,4.24,"[{'action_type': 'outbound_click', 'value': '4.24'}]",4.24,1.413333,0.706667,,0.121143,0.121143,4.24,,0.128485,1.413333,36.551724,38.198198,2.586207,2025-12-06,2025-12-06,1.045045,116,0.862069,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.862069'}]",instagram,111,4.24,1,2,1,28,6,3
,,,,,,,,,,,,,,10,,10,,,,10,,6922620509184,12_Tyson_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.049,0.049,,,0.049,,25.789474,25.789474,0,2025-12-06,2025-12-06,1,19,,,,,threads,19,0.49,2,7,2,10,5,2
,,,,,,,,,,,,,,1,,1,,,,1,,6922620631584,02_Eddie_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.03,0.03,,,0.03,,10,10,0,2025-12-06,2025-12-06,1,3,,,,,audience_network,3,0.03,,2,,1,,
