action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,15,,,,,,15,,,,,,,,,,,,,,6898088286784,#22_fbg,6898088286984,FB_iOS_Purchase_itoshi_mixedstyles,6897116451584,FB_iOS_Purchase_itoshi_v1_set2,0,,,,,,0,,,,,,,,,,,2025-11-21,2025-11-21,0,male,0,,,,,0,0,,,,,,
,4,,,,,,4,,,,,,,,,,,,,,6910104803984,redpants_braids_4x5,6910102448584,FB_iOS_Purchase_itoshi_sliding_mixed_141125,6910102452984,FB_iOS_Purchase_itoshi_v1_set3,0,,,,,,0,,,,,,,,,,,2025-11-21,2025-11-21,0,female,0,,,,,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,6910104803984,redpants_braids_4x5,6910102448584,FB_iOS_Purchase_itoshi_sliding_mixed_141125,6910102452984,FB_iOS_Purchase_itoshi_v1_set3,0,,,,,,0,,,,,,,,,,,2025-11-21,2025-11-21,0,male,0,,,,,0,0,,,,,,
,2,,,,,,2,,,,,,,,,,,,,,6910105019184,spacebuns_braids_4x5,6910102448584,FB_iOS_Purchase_itoshi_sliding_mixed_141125,6910102452984,FB_iOS_Purchase_itoshi_v1_set3,0,,,,,,0,,,,,,,,,,,2025-11-21,2025-11-21,0,female,0,,,,,0,0,,,,,,
,3,,,,,,3,,,,,,,,,,,,,,6910105019184,spacebuns_braids_4x5,6910102448584,FB_iOS_Purchase_itoshi_sliding_mixed_141125,6910102452984,FB_iOS_Purchase_itoshi_v1_set3,0,,,,,,0,,,,,,,,,,,2025-11-21,2025-11-21,0,male,0,,,,,0,0,,,,,,
,2,,,,,,2,,,,,,,,,,,,,,6910489554784,kdash_sisters,6910489554184,FB_iOS_Purchase_itoshi_kimkvariants_151125,6910102452984,FB_iOS_Purchase_itoshi_v1_set3,0,,,,,,0,,,,,,,,,,,2025-11-21,2025-11-21,0,female,0,,,,,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,6911402806784,#22_fbg_dre,6911402806384,FB_iOS_Purchase_itoshi_ogfbgvariants_MUSIC_171125_1day,6910102452984,FB_iOS_Purchase_itoshi_v1_set3,0,,,,,,0,,,,,,,,,,,2025-11-21,2025-11-21,0,female,0,,,,,0,0,,,,,,
,7,,,,,,7,,,,,,,,,,,,,,6911404174784,snoop_y2kslide,6911404173984,FB_iOS_Purchase_itoshi_y2ksliding_151125_1day,6910102452984,FB_iOS_Purchase_itoshi_v1_set3,0,,,,,,0,,,,,,,,,,,2025-11-21,2025-11-21,0,female,0,,,,,0,0,,,,,,
,16,,,,2,2,16,,,,,,,,,,,,,,6911404174784,snoop_y2kslide,6911404173984,FB_iOS_Purchase_itoshi_y2ksliding_151125_1day,6910102452984,FB_iOS_Purchase_itoshi_v1_set3,0,,,,,0,0,,,,,,,,,,,2025-11-21,2025-11-21,0,male,0,,,,,0,0,,,,,,
,,,,,1,1,,,,,,,,,,,,,,,6911782278184,Ad #10 seunbaengnam6129_korean_girl_t_4X5,6911773196984,FB_iOS_Purchase_itoshi_fbgvariants_4x5_181125_1D,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,0,,,,,0,,,,,,,,,,,,2025-11-21,2025-11-21,0,female,0,,,,,0,0,,,,,,
,7,,,5,3,3,7,,,,,,79,,79,1,1,,73,,6911784820584,Ad #12 u4124128568_Ultra_realistic_se_4X5,6911773196984,FB_iOS_Purchase_itoshi_fbgvariants_4x5_181125_1D,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,5,,1.892,"[{'action_type': 'outbound_click', 'value': '1.892'}]",1.892,3.153333,1.351429,,0.119747,0.119747,9.46,,0.129589,1.892,45.700483,52.265193,2.415459,2025-11-21,2025-11-21,1.143646,female,207,2.415459,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '2.415459'}]",181,9.46,13,5,13,66,36,21
