action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,conversion_rate_ranking,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,engagement_rate_ranking,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,quality_ranking,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,577,5,,133,53,53,577,,,1,1,,3039,4,3039,67,62,,2839,,6916864174784,04 Morgan_Gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,128,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '35.345'}, {'action_type': 'subscribe_total', 'value': '35.345'}, {'action_type': 'start_trial_mobile_app', 'value': '35.345'}, {'action_type': 'start_trial_total', 'value': '35.345'}]",0.531504,"[{'action_type': 'outbound_click', 'value': '0.531504'}]",0.531504,1.333774,0.122513,,0.023261,0.023261,1.055075,,0.0249,0.552266,9.812604,10.193223,1.776791,2025-11-29,2025-11-29,ABOVE_AVERAGE,1.038789,7204,1.846197,133,"[{'action_type': 'outbound_click', 'value': '133'}]","[{'action_type': 'outbound_click', 'value': '1.846197'}]",ABOVE_AVERAGE,6935,70.69,280,4,248,2560,1349,811
,,,,,,,,,,,,,1,,1,,,,1,,6916865002784,04 will_rapGod,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,UNKNOWN,,,,,,,,0.05,0.05,,,0.05,,16.666667,16.666667,0,2025-11-29,2025-11-29,UNKNOWN,1,3,,,,,UNKNOWN,3,0.05,,4,,1,1,
,,,,,,,,,,,,,,,,,,,,,6916865142184,04 Will_sicko,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,UNKNOWN,,,,,,,,,,,,,,10,10,0,2025-11-29,2025-11-29,UNKNOWN,1,1,,,,,UNKNOWN,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6917461954184,01 Bob_snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,,,,,,,26.666667,26.666667,0,2025-11-29,2025-11-29,UNKNOWN,1,3,,,,,UNKNOWN,3,0.08,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6917461954384,04 Will_sicko - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,,,,,,,25,25,0,2025-11-29,2025-11-29,UNKNOWN,1,4,,,,,UNKNOWN,4,0.1,,1,,,,
,37,,,3,1,1,37,,,,,,34,,34,,,,31,,6917461954584,02 snoop_loseYourself - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,3,UNKNOWN,"[{'action_type': 'start_trial_mobile_app', 'value': '3.34'}, {'action_type': 'start_trial_total', 'value': '3.34'}]",1.113333,"[{'action_type': 'outbound_click', 'value': '1.113333'}]",1.113333,3.34,0.09027,,0.098235,0.098235,,,0.107742,1.113333,27.154472,29.557522,2.439024,2025-11-29,2025-11-29,UNKNOWN,1.088496,123,2.439024,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '2.439024'}]",UNKNOWN,113,3.34,4,2,4,26,9,5
,,,,,,,,,,,,,4,,4,,,,4,,6917461954784,04 will_rapGod - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,0.0825,0.0825,,,0.0825,,22,23.571429,0,2025-11-29,2025-11-29,UNKNOWN,1.071429,15,,,,,UNKNOWN,14,0.33,3,6,3,4,3,3
,462,8,,148,42,42,462,,,2,2,,2746,5,2746,44,37,,2554,,6917461954984,04 Morgan_Gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,143,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '13.5'}, {'action_type': 'subscribe_total', 'value': '13.5'}, {'action_type': 'start_trial_mobile_app', 'value': '10.384615'}, {'action_type': 'start_trial_total', 'value': '10.384615'}]",0.912162,"[{'action_type': 'outbound_click', 'value': '0.912162'}]",0.912162,3.214286,0.292208,,0.049162,0.049162,3.068182,,0.052858,0.944056,18.181818,19.121813,1.925926,2025-11-29,2025-11-29,ABOVE_AVERAGE,1.0517,7425,1.993266,148,"[{'action_type': 'outbound_click', 'value': '148'}]","[{'action_type': 'outbound_click', 'value': '1.993266'}]",AVERAGE,7060,135,283,4,263,2278,1244,764
,,,,,,,,,,,,,10,,10,,,,10,,6917461955184,03 will_loseYourself - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,0.123,0.123,,,0.123,,30,31.538462,0,2025-11-29,2025-11-29,UNKNOWN,1.051282,41,,,,,UNKNOWN,39,1.23,1,2,1,7,2,1
,19,,,1,,,19,,,,,,17,,17,,,,16,,6917461955384,03 Snoop_sicko - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,UNKNOWN,,2.07,"[{'action_type': 'outbound_click', 'value': '2.07'}]",2.07,,0.108947,,0.121765,0.121765,,,0.129375,2.07,35.689655,36.964286,1.724138,2025-11-29,2025-11-29,UNKNOWN,1.035714,58,1.724138,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.724138'}]",UNKNOWN,56,2.07,2,3,2,16,6,5
,,,,,,,,,,,,,,,,,,,,,6917461955584,03 Snoop_rapGod - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,,,,,,,0,0,0,2025-11-29,2025-11-29,UNKNOWN,1,1,,,,,UNKNOWN,1,0,,,,,,
,,,,1,,,,,,,,,5,,5,,,,4,,6917461955784,03 Mike_gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,UNKNOWN,,0.56,"[{'action_type': 'outbound_click', 'value': '0.56'}]",0.56,,,,0.112,0.112,,,0.14,0.56,25.454545,28,4.545455,2025-11-29,2025-11-29,UNKNOWN,1.1,22,4.545455,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4.545455'}]",UNKNOWN,20,0.56,,2,,4,2,
,,,,,,,,,,,,,1,,1,,,,1,,6917461955984,02 Mike_sicko - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,0.27,0.27,,,0.27,,24.545455,27,0,2025-11-29,2025-11-29,UNKNOWN,1.1,11,,,,,UNKNOWN,10,0.27,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,6917461956184,02 Mike_rapGod - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,,,,,,,27.272727,30,0,2025-11-29,2025-11-29,UNKNOWN,1.1,11,,,,,UNKNOWN,10,0.3,,1,,,,
,5,,,,,,5,,,,,,4,,4,,,,4,,6917461956384,02 Timothy_slim - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,0.032,,0.04,0.04,,,0.04,,17.777778,20,0,2025-11-29,2025-11-29,UNKNOWN,1.125,9,,,,,UNKNOWN,8,0.16,,2,,4,,
,,,,,,,,,,,,,,,,,,,,,6917461956584,01 Santa_slim - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,,,,,,,20,20,0,2025-11-29,2025-11-29,UNKNOWN,1,4,,,,,UNKNOWN,4,0.08,,2,,,,
,,,,,,,,,,,,,,,,,,,,,6917461956784,01 Jesus_rapGod - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,,,,,,,55,55,0,2025-11-29,2025-11-29,UNKNOWN,1,4,,,,,UNKNOWN,4,0.22,,1,,,,
,742,1,,121,55,55,742,,,2,2,,3822,6,3822,48,40,,3653,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,142,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '16.113636'}, {'action_type': 'subscribe_total', 'value': '16.113636'}, {'action_type': 'start_trial_mobile_app', 'value': '8.440476'}, {'action_type': 'start_trial_total', 'value': '8.440476'}]",1.464876,"[{'action_type': 'outbound_click', 'value': '1.464876'}]",1.464876,3.222727,0.238881,,0.046376,0.046376,3.692708,,0.048522,1.248239,18.786433,20.075886,1.505034,2025-11-29,2025-11-29,ABOVE_AVERAGE,1.068637,9435,1.282459,121,"[{'action_type': 'outbound_click', 'value': '121'}]","[{'action_type': 'outbound_click', 'value': '1.282459'}]",AVERAGE,8829,177.25,296,4,278,3250,1648,1042
,,,,,,,,,,,,,3,,3,,,,3,,6917461957184,01 Jesus_travis - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,0.113333,0.113333,,,0.113333,,34,34,0,2025-11-29,2025-11-29,UNKNOWN,1,10,,,,,UNKNOWN,10,0.34,,3,,3,2,
,,,,,,,,,,,,,,,,,,,,,6917461957384,01 Jesus_loseYourself - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,,,,,,,10,10,0,2025-11-29,2025-11-29,UNKNOWN,1,1,,,,,UNKNOWN,1,0.01,,1,,,,
,151,,,59,16,16,151,,,,,,1508,1,1508,17,16,,1432,,6917505479784,06 fbg og - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,59,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '21.8425'}, {'action_type': 'subscribe_total', 'value': '21.8425'}, {'action_type': 'start_trial_mobile_app', 'value': '21.8425'}, {'action_type': 'start_trial_total', 'value': '21.8425'}]",1.480847,"[{'action_type': 'outbound_click', 'value': '1.480847'}]",1.480847,5.460625,0.578609,,0.057938,0.057938,5.139412,,0.061013,1.480847,19.838783,21.398482,1.339691,2025-11-29,2025-11-29,ABOVE_AVERAGE,1.078619,4404,1.339691,59,"[{'action_type': 'outbound_click', 'value': '59'}]","[{'action_type': 'outbound_click', 'value': '1.339691'}]",AVERAGE,4083,87.37,157,4,140,1239,614,485
,,,,,,,,,,,,,1,,1,,,,1,,6917505480184,04 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,0.08,0.08,,,0.08,,26.666667,26.666667,0,2025-11-29,2025-11-29,UNKNOWN,1,3,,,,,UNKNOWN,3,0.08,,4,,1,1,
,86,,,16,7,7,86,,,1,1,,308,,308,1,,,291,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,17,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '19.05'}, {'action_type': 'subscribe_total', 'value': '19.05'}, {'action_type': 'start_trial_mobile_app', 'value': '6.35'}, {'action_type': 'start_trial_total', 'value': '6.35'}]",1.190625,"[{'action_type': 'outbound_click', 'value': '1.190625'}]",1.190625,2.721429,0.221512,,0.061851,0.061851,19.05,,0.065464,1.120588,18.805528,20.461869,1.678184,2025-11-29,2025-11-29,ABOVE_AVERAGE,1.088077,1013,1.579467,16,"[{'action_type': 'outbound_click', 'value': '16'}]","[{'action_type': 'outbound_click', 'value': '1.579467'}]",AVERAGE,931,19.05,36,3,34,258,133,102
,,,,,,,,,,,,,1,,1,,,,1,,6917505480784,18 esha - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,0.06,0.06,,,0.06,,20,20,0,2025-11-29,2025-11-29,UNKNOWN,1,3,,,,,UNKNOWN,3,0.06,,3,,1,1,
,,,,,,,,,,,,,4,,4,,,,4,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,0.365,0.365,,,0.365,,58.4,63.478261,0,2025-11-29,2025-11-29,UNKNOWN,1.086957,25,,,,,UNKNOWN,23,1.46,,2,,3,1,1
,,,,1,,,,,,,,,4,,4,,,,3,,6917505481384,01 Esha - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,UNKNOWN,,1.11,"[{'action_type': 'outbound_click', 'value': '1.11'}]",1.11,,,,0.2775,0.2775,,,0.37,1.11,138.75,185,12.5,2025-11-29,2025-11-29,UNKNOWN,1.333333,8,12.5,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '12.5'}]",UNKNOWN,6,1.11,,5,,3,3,2
,,,,,,,,,,,,,,,,,,,,,6917505481584,02 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,,,,,,,37.5,37.5,0,2025-11-29,2025-11-29,UNKNOWN,1,4,,,,,UNKNOWN,4,0.15,,2,,,,
,89,2,,31,13,13,89,,,,,,441,1,441,4,3,,406,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,30,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '29.24'}, {'action_type': 'subscribe_total', 'value': '29.24'}, {'action_type': 'start_trial_mobile_app', 'value': '14.62'}, {'action_type': 'start_trial_total', 'value': '14.62'}]",0.943226,"[{'action_type': 'outbound_click', 'value': '0.943226'}]",0.943226,2.249231,0.328539,,0.066304,0.066304,7.31,,0.07202,0.974667,21.837192,23.243243,2.240478,2025-11-29,2025-11-29,ABOVE_AVERAGE,1.064388,1339,2.315161,31,"[{'action_type': 'outbound_click', 'value': '31'}]","[{'action_type': 'outbound_click', 'value': '2.315161'}]",AVERAGE,1258,29.24,46,3,41,370,186,104
,,,,,,,,,,,,,2,,2,,,,2,,6917505482184,08 aiartist3 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,0.17,0.17,,,0.17,,42.5,48.571429,0,2025-11-29,2025-11-29,UNKNOWN,1.142857,8,,,,,UNKNOWN,7,0.34,,2,,2,,
