action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,44,,,19,5,5,44,,,,,,,453,,453,4,4,,430,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,17,,1.23,"[{'action_type': 'outbound_click', 'value': '1.23'}]",1.23,4.674,0.531136,,0.051589,0.051589,5.8425,,0.054349,1.374706,18.938412,20.828877,1.377634,2025-12-07,2025-12-07,1.099822,1234,1.539708,19,"[{'action_type': 'outbound_click', 'value': '19'}]","[{'action_type': 'outbound_click', 'value': '1.539708'}]",1122,23.37,40,4,38,398,193,127
1,212,5,1,123,30,30,212,1,1,,,1,1,2752,4,2752,28,23,1,2601,1,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,119,"[{'action_type': 'subscribe_mobile_app', 'value': '71.47'}, {'action_type': 'subscribe_total', 'value': '71.47'}]",1.162114,"[{'action_type': 'outbound_click', 'value': '1.162114'}]",1.162114,4.764667,0.674245,142.94,0.05194,0.05194,5.105,142.94,0.054956,1.201176,22.212898,23.382954,1.849262,2025-12-07,2025-12-07,1.052675,6435,1.911422,123,"[{'action_type': 'outbound_click', 'value': '123'}]","[{'action_type': 'outbound_click', 'value': '1.911422'}]",6113,142.94,411,5,390,2379,1348,926
3,516,,2,162,46,46,516,3,3,1,1,1,3,3605,5,3605,54,46,3,3389,3,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,157,,1.249259,"[{'action_type': 'outbound_click', 'value': '1.249259'}]",1.249259,4.399565,0.392209,67.46,0.056139,0.056139,3.747778,67.46,0.059717,1.289045,29.347448,33.036239,2.276682,2025-12-07,2025-12-07,1.125694,6896,2.349188,162,"[{'action_type': 'outbound_click', 'value': '162'}]","[{'action_type': 'outbound_click', 'value': '2.349188'}]",6126,202.38,613,5,575,3131,1928,1375
2,309,3,,74,33,33,309,2,2,3,3,2,2,1457,3,1457,38,32,2,1345,2,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,70,"[{'action_type': 'subscribe_mobile_app', 'value': '80.35'}, {'action_type': 'subscribe_total', 'value': '80.35'}]",1.085811,"[{'action_type': 'outbound_click', 'value': '1.085811'}]",1.085811,2.434848,0.260032,40.175,0.055148,0.055148,2.114474,40.175,0.05974,1.147857,36.622607,40.580808,3.19052,2025-12-07,2025-12-07,1.108081,2194,3.372835,74,"[{'action_type': 'outbound_click', 'value': '74'}]","[{'action_type': 'outbound_click', 'value': '3.372835'}]",1980,80.35,318,7,287,1274,875,656
,52,,,12,6,6,52,,,,,,,204,,204,4,4,,188,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,12,,1.039167,"[{'action_type': 'outbound_click', 'value': '1.039167'}]",1.039167,2.078333,0.239808,,0.061127,0.061127,3.1175,,0.06633,1.039167,35.833333,39.587302,3.448276,2025-12-07,2025-12-07,1.104762,348,3.448276,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '3.448276'}]",315,12.47,46,9,43,172,117,87
,,,,,,,,,,,,,,1,,1,,,,1,,6920995425184,06_WillS_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-07,2025-12-07,1,1,,,,,1,0,,4,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920995425384,02_jesus_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-07,2025-12-07,1,1,,,,,1,0.01,,4,,1,,
,,,,,,,,,,,,,,40,1,40,3,2,,37,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.0695,0.0695,0.926667,,0.075135,,24.385965,26.730769,0,2025-12-07,2025-12-07,1.096154,114,,,,,104,2.78,5,4,4,31,18,13
1,86,,,18,7,7,86,1,1,,,,1,393,,393,6,6,1,369,1,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,19,"[{'action_type': 'subscribe_mobile_app', 'value': '21.44'}, {'action_type': 'subscribe_total', 'value': '21.44'}]",1.191111,"[{'action_type': 'outbound_click', 'value': '1.191111'}]",1.191111,3.062857,0.249302,21.44,0.054555,0.054555,3.573333,21.44,0.058103,1.128421,18.708551,20.150376,1.657941,2025-12-07,2025-12-07,1.077068,1146,1.570681,18,"[{'action_type': 'outbound_click', 'value': '18'}]","[{'action_type': 'outbound_click', 'value': '1.570681'}]",1064,21.44,44,4,45,314,168,100
1,434,2,,114,29,29,434,1,1,1,1,,1,2458,1,2458,27,25,1,2317,1,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,122,"[{'action_type': 'subscribe_mobile_app', 'value': '127.82'}, {'action_type': 'subscribe_total', 'value': '127.82'}]",1.121228,"[{'action_type': 'outbound_click', 'value': '1.14125'}]",1.121228,4.407586,0.294516,127.82,0.052002,0.052002,4.734074,127.82,0.055166,1.047705,21.331776,22.898603,2.036048,2025-12-07,2025-12-07,1.07345,5992,1.902537,114,"[{'action_type': 'outbound_click', 'value': '112'}]","[{'action_type': 'outbound_click', 'value': '1.869159'}]",5582,127.82,293,4,287,1994,1059,662
3,481,,3,167,55,55,481,3,3,2,2,3,3,3936,12,3936,93,76,3,3676,3,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,177,"[{'action_type': 'subscribe_mobile_app', 'value': '73.213333'}, {'action_type': 'subscribe_total', 'value': '73.213333'}]",1.31521,"[{'action_type': 'outbound_click', 'value': '1.31521'}]",1.31521,3.993455,0.456632,73.213333,0.055803,0.055803,2.36172,73.213333,0.05975,1.240904,27.592965,29.521505,2.223618,2025-12-07,2025-12-07,1.069892,7960,2.09799,167,"[{'action_type': 'outbound_click', 'value': '167'}]","[{'action_type': 'outbound_click', 'value': '2.09799'}]",7440,219.64,452,5,443,3279,1745,1055
1,143,,,47,12,12,143,1,1,,,1,1,1057,2,1057,22,20,1,988,1,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,48,"[{'action_type': 'subscribe_mobile_app', 'value': '65.07'}, {'action_type': 'subscribe_total', 'value': '65.07'}]",1.384468,"[{'action_type': 'outbound_click', 'value': '1.384468'}]",1.384468,5.4225,0.455035,65.07,0.061561,0.061561,2.957727,65.07,0.06586,1.355625,32.567568,35.421884,2.402402,2025-12-07,2025-12-07,1.087643,1998,2.352352,47,"[{'action_type': 'outbound_click', 'value': '47'}]","[{'action_type': 'outbound_click', 'value': '2.352352'}]",1837,65.07,182,6,176,898,533,373
,29,2,,13,4,4,29,,,,,,,194,,194,,,,181,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,13,,0.953077,"[{'action_type': 'outbound_click', 'value': '0.953077'}]",0.953077,3.0975,0.427241,,0.063866,0.063866,,,0.068453,0.953077,35.4,39.584665,3.714286,2025-12-07,2025-12-07,1.118211,350,3.714286,13,"[{'action_type': 'outbound_click', 'value': '13'}]","[{'action_type': 'outbound_click', 'value': '3.714286'}]",313,12.39,37,6,39,164,99,79
,,,,,,,,,,,,,,1,,1,,,,1,,6920995425984,05_Snoop_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-07,2025-12-07,1,1,,,,,1,0.01,,4,,1,,
,,,,,,,,,,,,,,,,,,,,,,6920995425984,05_Snoop_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,,0,2025-12-07,2025-12-07,0,1,,,,,0,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,6920996505584,01_black4_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,5,5,0,2025-12-07,2025-12-07,1,2,,,,,2,0.01,,0,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920996505584,01_black4_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.03,0.03,,,0.03,,30,30,0,2025-12-07,2025-12-07,1,1,,,,,1,0.03,,11,,1,1,1
,,,,,,,,,,,,,,1,,1,,,,1,,6920996505984,04_fbg_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.05,0.05,,,0.05,,50,50,0,2025-12-07,2025-12-07,1,1,,,,,1,0.05,,4,,1,,
,,,,,,,,,,,,,,,,,,,,,,6920996505984,04_fbg_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-07,2025-12-07,1,1,,,,,1,0.03,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920996506184,03_blackbodysuit_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-07,2025-12-07,1,1,,,,,1,0,,4,,1,,
,,,,,,,,,,,,,,,,,,,,,,6920996506184,03_blackbodysuit_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-07,2025-12-07,1,1,,,,,1,0.03,,3,,,,
,,,,,,,,,,,,,,,,,,,,,,6920996506584,11_yellow dress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,150,150,0,2025-12-07,2025-12-07,1,1,,,,,1,0.15,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,6920996506584,11_yellow dress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-07,2025-12-07,1,1,,,,,1,0.02,,2,,,,
,,,,1,,,,,,,,,,24,,24,,,,23,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,1,,1.69,"[{'action_type': 'outbound_click', 'value': '1.69'}]",1.69,,,,0.070417,0.070417,,,0.073478,1.69,23.802817,24.852941,1.408451,2025-12-07,2025-12-07,1.044118,71,1.408451,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.408451'}]",68,1.69,4,6,4,20,13,11
,130,2,,20,7,7,130,,,,,,,469,,469,7,7,,442,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,22,,1.242,"[{'action_type': 'outbound_click', 'value': '1.242'}]",1.242,3.548571,0.191077,,0.052964,0.052964,3.548571,,0.056199,1.129091,21.962865,23.567362,1.945181,2025-12-07,2025-12-07,1.073055,1131,1.768347,20,"[{'action_type': 'outbound_click', 'value': '20'}]","[{'action_type': 'outbound_click', 'value': '1.768347'}]",1054,24.84,66,5,64,387,253,190
1,403,2,,71,35,35,403,1,1,1,1,,1,1926,6,1926,45,38,1,1810,1,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,68,"[{'action_type': 'subscribe_mobile_app', 'value': '103.33'}, {'action_type': 'subscribe_total', 'value': '103.33'}]",1.455352,"[{'action_type': 'outbound_click', 'value': '1.455352'}]",1.455352,2.952286,0.256402,103.33,0.05365,0.05365,2.296222,103.33,0.057088,1.519559,24.210403,25.877786,1.593252,2025-12-07,2025-12-07,1.068871,4268,1.663543,71,"[{'action_type': 'outbound_click', 'value': '71'}]","[{'action_type': 'outbound_click', 'value': '1.663543'}]",3993,103.33,218,5,204,1631,972,678
1,249,2,1,62,33,33,249,1,1,2,2,,1,1695,2,1695,32,27,1,1601,1,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,60,"[{'action_type': 'subscribe_mobile_app', 'value': '88.61'}, {'action_type': 'subscribe_total', 'value': '88.61'}]",1.429194,"[{'action_type': 'outbound_click', 'value': '1.429194'}]",1.429194,2.685152,0.355863,88.61,0.052277,0.052277,2.769063,88.61,0.055347,1.476833,28.228735,30.639696,1.911437,2025-12-07,2025-12-07,1.085408,3139,1.975151,62,"[{'action_type': 'outbound_click', 'value': '62'}]","[{'action_type': 'outbound_click', 'value': '1.975151'}]",2892,88.61,207,5,194,1457,881,603
,42,,,11,8,8,42,,,1,1,,,369,2,369,13,10,,345,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,11,,1.922727,"[{'action_type': 'outbound_click', 'value': '1.922727'}]",1.922727,2.64375,0.503571,,0.057317,0.057317,1.626923,,0.061304,1.922727,33.948636,35.25,1.76565,2025-12-07,2025-12-07,1.038333,623,1.76565,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '1.76565'}]",600,21.15,59,6,58,315,206,131
,,,,3,,,,,,,,,,54,,54,1,1,,50,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,3,,1.066667,"[{'action_type': 'outbound_click', 'value': '1.066667'}]",1.066667,,,,0.059259,0.059259,3.2,,0.064,1.066667,30.188679,35.555556,2.830189,2025-12-07,2025-12-07,1.177778,106,2.830189,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '2.830189'}]",90,3.2,6,5,6,44,21,16
,,,,,,,,,,,,,,,,,,,,,,6920996507184,08_Red dress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-07,2025-12-07,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.22,0.22,,,0.22,,110,110,0,2025-12-07,2025-12-07,1,2,,,,,2,0.22,,5,,1,1,
,1,,,3,,,1,,,,,,,66,,66,1,1,,62,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,4,,1.05,"[{'action_type': 'outbound_click', 'value': '1.05'}]",1.05,,3.15,,0.047727,0.047727,3.15,,0.050806,0.7875,21,22.340426,2.666667,2025-12-07,2025-12-07,1.06383,150,2,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '2'}]",141,3.15,3,5,3,57,38,28
,102,,,31,10,10,102,,,1,1,1,,1176,1,1176,17,15,,1128,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,35,,1.647097,"[{'action_type': 'outbound_click', 'value': '1.647097'}]",1.647097,5.106,0.500588,,0.043418,0.043418,3.003529,,0.045266,1.458857,20.054988,21.681529,1.374705,2025-12-07,2025-12-07,1.081104,2546,1.217596,31,"[{'action_type': 'outbound_click', 'value': '31'}]","[{'action_type': 'outbound_click', 'value': '1.217596'}]",2355,51.06,99,5,99,1029,653,393
1,355,2,,66,32,32,355,1,1,1,1,,1,1978,2,1978,16,13,1,1896,1,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,72,"[{'action_type': 'subscribe_mobile_app', 'value': '96.26'}, {'action_type': 'subscribe_total', 'value': '96.26'}]",1.458485,"[{'action_type': 'outbound_click', 'value': '1.458485'}]",1.458485,3.008125,0.271155,96.26,0.048665,0.048665,6.01625,96.26,0.05077,1.336944,22.832068,23.358408,1.70778,2025-12-07,2025-12-07,1.023053,4216,1.565465,66,"[{'action_type': 'outbound_click', 'value': '66'}]","[{'action_type': 'outbound_click', 'value': '1.565465'}]",4121,96.26,192,5,185,1726,1055,665
,117,2,,27,19,19,117,,,,,,,913,,913,11,11,,875,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,27,,1.813704,"[{'action_type': 'outbound_click', 'value': '1.813704'}]",1.813704,2.577368,0.418547,,0.053636,0.053636,4.451818,,0.055966,1.813704,27.40347,29.48224,1.510912,2025-12-07,2025-12-07,1.075858,1787,1.510912,27,"[{'action_type': 'outbound_click', 'value': '27'}]","[{'action_type': 'outbound_click', 'value': '1.510912'}]",1661,48.97,113,6,103,794,483,303
,24,,,5,1,1,24,,,,,,,113,,113,3,3,,105,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,5,,1.372,"[{'action_type': 'outbound_click', 'value': '1.372'}]",1.372,6.86,0.285833,,0.060708,0.060708,2.286667,,0.065333,1.372,36.88172,37.282609,2.688172,2025-12-07,2025-12-07,1.01087,186,2.688172,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '2.688172'}]",184,6.86,16,5,16,95,51,34
,,,,2,,,,,,,,,,31,,31,,,,29,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,2,,0.905,"[{'action_type': 'outbound_click', 'value': '0.905'}]",0.905,,,,0.058387,0.058387,,,0.062414,0.905,28.730159,30.166667,3.174603,2025-12-07,2025-12-07,1.05,63,3.174603,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '3.174603'}]",60,1.81,2,5,2,25,19,9
,,,,,,,,,,,,,,4,,4,,,,4,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.0375,0.0375,,,0.0375,,16.666667,16.666667,0,2025-12-07,2025-12-07,1,9,,,,,9,0.15,,4,,4,3,
,,,,,,,,,,,,,,47,,47,,,,47,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.04766,0.04766,,,0.04766,,18.983051,19.649123,0,2025-12-07,2025-12-07,1.035088,118,,,,,114,2.24,6,4,7,42,23,19
,16,,,7,5,5,16,,,,,,,150,,150,1,1,,142,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,7,,1.067143,"[{'action_type': 'outbound_click', 'value': '1.067143'}]",1.067143,1.494,0.466875,,0.0498,0.0498,7.47,,0.052606,1.067143,23.271028,25.236486,2.180685,2025-12-07,2025-12-07,1.084459,321,2.180685,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '2.180685'}]",296,7.47,16,4,16,128,77,60
,10,,,5,,,10,,,,,,,100,,100,5,5,,90,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,5,,0.858,"[{'action_type': 'outbound_click', 'value': '0.858'}]",0.858,,0.429,,0.0429,0.0429,0.858,,0.047667,0.858,25.235294,26.481481,2.941176,2025-12-07,2025-12-07,1.049383,170,2.941176,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '2.941176'}]",162,4.29,18,5,17,80,52,45
,,,,,,,,,,,,,,18,,18,1,1,,17,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.055556,0.055556,1,,0.058824,,24.390244,24.390244,0,2025-12-07,2025-12-07,1,41,,,,,41,1,4,4,5,15,9,7
,1,,,1,,,1,,,,,,,2,,2,,,,1,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.07,"[{'action_type': 'outbound_click', 'value': '0.07'}]",0.07,,0.07,,0.035,0.035,,,0.07,0.07,23.333333,23.333333,33.333333,2025-12-07,2025-12-07,1,3,33.333333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '33.333333'}]",3,0.07,,4,,1,1,
,,,,,,,,,,,,,,,,,,,,,,6922611488184,01_Cristiano_Dakiti,6922611483384,dakiti,25-34,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,23.333333,23.333333,0,2025-12-07,2025-12-07,1,3,,,,,3,0.07,,0,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6922611488184,01_Cristiano_Dakiti,6922611483384,dakiti,35-44,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.18,0.18,,,0.18,,36,36,0,2025-12-07,2025-12-07,1,5,,,,,5,0.18,,2,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6922611488184,01_Cristiano_Dakiti,6922611483384,dakiti,45-54,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.05,0.05,,,0.05,,10,10,0,2025-12-07,2025-12-07,1,5,,,,,5,0.05,,2,,,,
,,,,,,,,,,,,,,3,,3,,,,3,,6922611488184,01_Cristiano_Dakiti,6922611483384,dakiti,55-64,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.22,0.22,,,0.22,,165,220,0,2025-12-07,2025-12-07,1.333333,4,,,,,3,0.66,1,18,1,3,2,1
,,,,,,,,,,,,,,1,,1,,,,1,,6922611488184,01_Cristiano_Dakiti,6922611483384,dakiti,65+,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-07,2025-12-07,1,1,,,,,1,0.01,,5,,1,,
,,,,,,,,,,,,,,2,,2,,,,2,,6922613374584,01_Cristiano_Dtfm,6922613374384,dtfm,25-34,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.11,0.11,,,0.11,,27.5,31.428571,0,2025-12-07,2025-12-07,1.142857,8,,,,,7,0.22,,2,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6922613374584,01_Cristiano_Dtfm,6922613374384,dtfm,35-44,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.06,0.06,,,0.06,,20,20,0,2025-12-07,2025-12-07,1,3,,,,,3,0.06,1,7,1,1,1,1
,,,,,,,,,,,,,,2,,2,,,,2,,6922613374584,01_Cristiano_Dtfm,6922613374384,dtfm,45-54,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.07,0.07,,,0.07,,28,28,0,2025-12-07,2025-12-07,1,5,,,,,5,0.14,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,6922613374584,01_Cristiano_Dtfm,6922613374384,dtfm,55-64,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,0,0,0,2025-12-07,2025-12-07,1,2,,,,,2,0,,1,,,,
,,,,1,,,,,,,,,,3,,3,,,,2,,6922613549984,01_black4_luther -  sza,6922613549784,luther (sza),18-24,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.12,"[{'action_type': 'outbound_click', 'value': '0.12'}]",0.12,,,,0.04,0.04,,,0.06,0.12,12,12,10,2025-12-07,2025-12-07,1,10,10,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '10'}]",10,0.12,1,4,1,2,1,1
,1,,,,,,1,,,,,,,3,,3,,,,3,,6922613549984,01_black4_luther -  sza,6922613549784,luther (sza),25-34,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0.48,,0.16,0.16,,,0.16,,15.483871,15.483871,0,2025-12-07,2025-12-07,1,31,,,,,31,0.48,,1,,3,,
,,,,,,,,,,,,,,7,,7,,,,7,,6922613549984,01_black4_luther -  sza,6922613549784,luther (sza),35-44,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.11,0.11,,,0.11,,20.810811,20.810811,0,2025-12-07,2025-12-07,1,37,,,,,37,0.77,1,3,1,5,4,3
