action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,5,,5,,,,5,,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,18-24,6913347651784,FB_iOS_itoshi_rap_install,1,,,,,,,,0.036,0.036,,,0.036,0.18,15,15,8.333333,2025-11-29,2025-11-29,1,12,,,,,12,0.18,1,3,1,5,2,1
,,,,1,,,,,,,,,16,,16,,,,15,,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,25-34,6913347651784,FB_iOS_itoshi_rap_install,1,,0.47,"[{'action_type': 'outbound_click', 'value': '0.47'}]",0.47,,,,0.029375,0.029375,,,0.031333,0.47,15.666667,15.666667,3.333333,2025-11-29,2025-11-29,1,30,3.333333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.333333'}]",30,0.47,3,4,3,15,6,5
,,,,1,,,,,,,,,42,,42,,,,41,,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,35-44,6913347651784,FB_iOS_itoshi_rap_install,1,,1.21,"[{'action_type': 'outbound_click', 'value': '1.21'}]",1.21,,,,0.02881,0.02881,,,0.029512,1.21,10.168067,10.168067,0.840336,2025-11-29,2025-11-29,1,119,0.840336,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.840336'}]",119,1.21,7,3,7,39,17,12
,5,,,6,,,5,,,,,,137,,137,3,3,,128,,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,45-54,6913347651784,FB_iOS_itoshi_rap_install,5,,0.646667,"[{'action_type': 'outbound_click', 'value': '0.646667'}]",0.646667,,0.776,,0.028321,0.028321,1.293333,,0.030313,0.776,12.012384,12.012384,1.547988,2025-11-29,2025-11-29,1,323,1.857585,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.857585'}]",323,3.88,20,4,19,121,64,38
,5,,,2,,,5,,,,,,62,,62,1,1,,59,,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,55-64,6913347651784,FB_iOS_itoshi_rap_install,2,,0.835,"[{'action_type': 'outbound_click', 'value': '0.835'}]",0.835,,0.334,,0.026935,0.026935,1.67,,0.028305,0.835,13.916667,14.033613,1.666667,2025-11-29,2025-11-29,1.008403,120,1.666667,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.666667'}]",119,1.67,5,4,5,58,21,10
,,,,,,,,,,,,,12,,12,,,,12,,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,65+,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.0225,0.0225,,,0.0225,,14.210526,14.210526,0,2025-11-29,2025-11-29,1,19,,,,,19,0.27,3,11,3,12,8,6
,,,,,,,,,,,,,5,,5,,,,5,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,18-24,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.032,0.032,,,0.032,,11.428571,11.428571,0,2025-11-29,2025-11-29,1,14,,,,,14,0.16,,2,,5,1,
,2,,,1,1,1,2,,,,,,37,,37,,,,36,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,25-34,6913347651784,FB_iOS_itoshi_rap_install,1,,0.96,"[{'action_type': 'outbound_click', 'value': '0.96'}]",0.96,0.96,0.48,,0.025946,0.025946,,,0.026667,0.96,9.056604,9.056604,0.943396,2025-11-29,2025-11-29,1,106,0.943396,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.943396'}]",106,0.96,3,3,3,34,19,7
,58,,,16,5,5,58,,,,,,424,,424,1,1,,407,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,35-44,6913347651784,FB_iOS_itoshi_rap_install,17,,0.5075,"[{'action_type': 'outbound_click', 'value': '0.5075'}]",0.5075,1.624,0.14,,0.019151,0.019151,8.12,,0.019951,0.477647,8.268839,8.405797,1.731161,2025-11-29,2025-11-29,1.016563,982,1.629328,16,"[{'action_type': 'outbound_click', 'value': '16'}]","[{'action_type': 'outbound_click', 'value': '1.629328'}]",966,8.12,23,3,22,382,157,82
,278,3,,51,20,20,278,,,,,,1894,,1894,9,9,,1834,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,45-54,6913347651784,FB_iOS_itoshi_rap_install,51,"[{'action_type': 'subscribe_mobile_app', 'value': '11.573333'}, {'action_type': 'subscribe_total', 'value': '11.573333'}, {'action_type': 'start_trial_mobile_app', 'value': '17.36'}, {'action_type': 'start_trial_total', 'value': '17.36'}]",0.680784,"[{'action_type': 'outbound_click', 'value': '0.680784'}]",0.680784,1.736,0.124892,,0.018332,0.018332,3.857778,,0.018931,0.680784,8.721427,9.020525,1.281085,2025-11-29,2025-11-29,1.034295,3981,1.281085,51,"[{'action_type': 'outbound_click', 'value': '51'}]","[{'action_type': 'outbound_click', 'value': '1.281085'}]",3849,34.72,171,4,156,1749,774,435
