action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,2,,2,,,,2,,6913359259784,kendrick_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.065,0.065,,,0.065,,26,32.5,0,2025-11-25,2025-11-25,1.25,male,5,,,,,4,0.13,,3,,2,1,1
,,,,,1,1,,,,,,,,,,,,,,,6913866606184,tyson_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,0,,,,,,,,,,,,2025-11-25,2025-11-25,0,female,0,,,,,0,0,,,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6913866606184,tyson_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.13,0.13,,,0.13,,43.333333,43.333333,0,2025-11-25,2025-11-25,1,male,3,,,,,3,0.13,,5,,1,1,1
,122,,,23,10,10,122,,,,,,353,,353,4,4,,326,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,23,"[{'action_type': 'subscribe_mobile_app', 'value': '13.425'}, {'action_type': 'subscribe_total', 'value': '13.425'}, {'action_type': 'start_trial_mobile_app', 'value': '8.95'}, {'action_type': 'start_trial_total', 'value': '8.95'}]",1.167391,"[{'action_type': 'outbound_click', 'value': '1.167391'}]",1.167391,2.685,0.220082,,0.076062,0.076062,6.7125,,0.082362,1.167391,28.02714,30.407701,2.400835,2025-11-25,2025-11-25,1.084938,female,958,2.400835,23,"[{'action_type': 'outbound_click', 'value': '23'}]","[{'action_type': 'outbound_click', 'value': '2.400835'}]",883,26.85,52,4,52,317,160,100
,313,4,1,114,28,28,313,,,,,,2583,1,2583,12,10,,2457,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,117,"[{'action_type': 'subscribe_mobile_app', 'value': '167.05'}, {'action_type': 'subscribe_total', 'value': '167.05'}, {'action_type': 'start_trial_mobile_app', 'value': '33.41'}, {'action_type': 'start_trial_total', 'value': '33.41'}]",1.465351,"[{'action_type': 'outbound_click', 'value': '1.465351'}]",1.465351,5.966071,0.533706,,0.064673,0.064673,13.920833,,0.067989,1.427778,22.666214,24.333576,1.587517,2025-11-25,2025-11-25,1.073562,male,7370,1.546811,114,"[{'action_type': 'outbound_click', 'value': '114'}]","[{'action_type': 'outbound_click', 'value': '1.546811'}]",6865,167.05,385,4,361,2363,1187,760
,,,,,,,,,,,,,15,,15,,,,15,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.066,0.066,,,0.066,,15.230769,15.967742,0,2025-11-25,2025-11-25,1.048387,unknown,65,,,,,62,0.99,1,2,1,13,6,2
1,141,1,,15,7,7,141,1,1,,,1,241,,241,2,2,1,224,1,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,14,"[{'action_type': 'subscribe_mobile_app', 'value': '10.706039'}, {'action_type': 'subscribe_total', 'value': '10.706039'}, {'action_type': 'start_trial_mobile_app', 'value': '5.353019'}, {'action_type': 'start_trial_total', 'value': '5.353019'}]",1.427472,"[{'action_type': 'outbound_click', 'value': '1.427472'}]",1.427472,3.058868,0.151859,21.412077,0.088847,0.088847,10.706039,21.412077,0.09559,1.529434,28.625772,30.632443,1.871658,2025-11-25,2025-11-25,1.0701,female,748,2.005348,15,"[{'action_type': 'outbound_click', 'value': '15'}]","[{'action_type': 'outbound_click', 'value': '2.005348'}]",699,21.412077,22,3,22,214,93,44
,194,,,33,16,16,194,,,,,,1314,,1314,8,8,,1273,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,33,"[{'action_type': 'subscribe_mobile_app', 'value': '20.184458'}, {'action_type': 'subscribe_total', 'value': '20.184458'}, {'action_type': 'start_trial_mobile_app', 'value': '20.184458'}, {'action_type': 'start_trial_total', 'value': '20.184458'}]",2.446601,"[{'action_type': 'outbound_click', 'value': '2.446601'}]",2.446601,5.046115,0.416174,,0.061444,0.061444,10.092229,,0.063423,2.446601,22.077614,23.781394,0.902379,2025-11-25,2025-11-25,1.077172,male,3657,0.902379,33,"[{'action_type': 'outbound_click', 'value': '33'}]","[{'action_type': 'outbound_click', 'value': '0.902379'}]",3395,80.737833,83,3,73,1216,537,275
,,,,,,,,,,,,,11,,11,,,,11,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.083644,0.083644,,,0.083644,,30.669642,31.727216,0,2025-11-25,2025-11-25,1.034483,unknown,30,,,,,29,0.920089,1,3,1,9,3,1
,64,,,40,9,9,64,,,,,,482,,482,4,4,,438,,6914859920984,pose_bday,6914859920584,FB_iOS_Purchase_itoshi_bday_241125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,39,"[{'action_type': 'subscribe_mobile_app', 'value': '52.32'}, {'action_type': 'subscribe_total', 'value': '52.32'}, {'action_type': 'start_trial_mobile_app', 'value': '52.32'}, {'action_type': 'start_trial_total', 'value': '52.32'}]",2.616,"[{'action_type': 'outbound_click', 'value': '2.616'}]",2.616,11.626667,1.635,,0.217095,0.217095,26.16,,0.238904,2.683077,36.358582,42.762566,1.355108,2025-11-25,2025-11-25,1.176134,female,2878,1.389854,40,"[{'action_type': 'outbound_click', 'value': '40'}]","[{'action_type': 'outbound_click', 'value': '1.389854'}]",2447,104.64,92,2,86,435,216,135
,1,,,,,,1,,,,,,31,,31,1,1,,30,,6914859920984,pose_bday,6914859920584,FB_iOS_Purchase_itoshi_bday_241125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,5.26,,0.169677,0.169677,5.26,,0.175333,,29.717514,33.717949,0,2025-11-25,2025-11-25,1.134615,male,177,,,,,156,5.26,7,2,7,30,14,10
,,,,,,,,,,,,,2,,2,,,,2,,6914859920984,pose_bday,6914859920584,FB_iOS_Purchase_itoshi_bday_241125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.115,0.115,,,0.115,,15.333333,16.428571,0,2025-11-25,2025-11-25,1.071429,unknown,15,,,,,14,0.23,,2,,2,1,1
,,,,,,,,,,,,,,,,,,,,,6915585772384,tyson_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-11-25,2025-11-25,1,female,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,2,,2,,,,2,,6915585772384,tyson_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.115,0.115,,,0.115,,38.333333,38.333333,0,2025-11-25,2025-11-25,1,male,6,,,,,6,0.23,,3,,2,1,
,,,,,,,,,,,,,,,,,,,,,6915585772584,kendrick_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,23.333333,23.333333,0,2025-11-25,2025-11-25,1,female,3,,,,,3,0.07,,2,,2,,
,,,,,,,,,,,,,1,,1,,,,1,,6915585772584,kendrick_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.01,0.01,,,0.01,,5,5,0,2025-11-25,2025-11-25,1,male,2,,,,,2,0.01,1,10,1,1,1,1
,,,,2,,,,,,,,,67,,67,,,,65,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,2,,2.785,"[{'action_type': 'outbound_click', 'value': '2.785'}]",2.785,,,,0.083134,0.083134,,,0.085692,2.785,32.383721,32.383721,1.162791,2025-11-25,2025-11-25,1,female,172,1.162791,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.162791'}]",172,5.57,7,3,7,59,19,12
,,,,2,1,1,,,,,,,263,,263,1,1,,260,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,2,,8.155,"[{'action_type': 'outbound_click', 'value': '8.155'}]",8.155,16.31,,,0.062015,0.062015,16.31,,0.062731,8.155,24.712121,24.787234,0.30303,2025-11-25,2025-11-25,1.00304,male,660,0.30303,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.30303'}]",658,16.31,25,4,25,244,94,49
,,,,,,,,,,,,,4,,4,,,,4,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.0275,0.0275,,,0.0275,,18.333333,18.333333,0,2025-11-25,2025-11-25,1,unknown,6,,,,,6,0.11,2,7,2,4,2,2
,,,,,,,,,,,,,1,,1,,,,1,,6915585772984,jesus_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.06,0.06,,,0.06,,60,60,0,2025-11-25,2025-11-25,1,female,1,,,,,1,0.06,,6,,1,1,
,,,,,,,,,,,,,1,,1,,,,1,,6915585772984,jesus_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-11-25,2025-11-25,1,male,2,,,,,2,0.03,,3,,1,,
,3,,,3,,,3,,,,,,92,,92,2,2,,87,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,2,,2.863333,"[{'action_type': 'outbound_click', 'value': '2.863333'}]",2.863333,,2.863333,,0.09337,0.09337,4.295,,0.098736,4.295,29.62069,29.826389,0.689655,2025-11-25,2025-11-25,1.006944,female,290,1.034483,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.034483'}]",288,8.59,18,3,17,83,41,22
,18,,,12,3,3,18,,,,,,296,,296,2,2,,282,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,12,"[{'action_type': 'start_trial_mobile_app', 'value': '20.37'}, {'action_type': 'start_trial_total', 'value': '20.37'}]",1.6975,"[{'action_type': 'outbound_click', 'value': '1.6975'}]",1.6975,6.79,1.131667,,0.068818,0.068818,10.185,,0.072234,1.6975,22.836323,22.836323,1.345291,2025-11-25,2025-11-25,1,male,892,1.345291,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '1.345291'}]",892,20.37,39,3,38,270,129,77
,,,,,,,,,,,,,2,,2,,,,2,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.065,0.065,,,0.065,,11.818182,11.818182,0,2025-11-25,2025-11-25,1,unknown,11,,,,,11,0.13,,1,,2,,
