action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,5,,,4,,,5,,,1,,,,,74,,74,1,1,,69,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,4,,1.1575,"[{'action_type': 'outbound_click', 'value': '1.1575'}]",1.1575,,0.926,,0.062568,0.062568,4.63,,0.067101,1.1575,15.965517,16.714801,1.37931,2025-12-09,2025-12-09,1.046931,male,290,1.37931,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.37931'}]",277,4.63,9,3,9,51,24,14
,,,,,,,,,,,,,,,4,,4,,,,4,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.1875,0.1875,,,0.1875,,22.727273,24.193548,0,2025-12-09,2025-12-09,1.064516,unknown,33,,,,,31,0.75,1,2,1,4,4,3
,2,,,2,,,2,,,,,,,,16,,16,,,,14,,6917505481384,01 Esha - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,2,,0.535,"[{'action_type': 'outbound_click', 'value': '0.535'}]",0.535,,0.535,,0.066875,0.066875,,,0.076429,0.535,15.070423,15.070423,2.816901,2025-12-09,2025-12-09,1,female,71,2.816901,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.816901'}]",71,1.07,,2,,13,2,1
,3,,,1,,,3,,,,,,,,29,,29,,,,28,,6917505481384,01 Esha - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,1.33,"[{'action_type': 'outbound_click', 'value': '1.33'}]",1.33,,0.443333,,0.045862,0.045862,,,0.0475,1.33,16.835443,17.5,1.265823,2025-12-09,2025-12-09,1.039474,male,79,1.265823,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.265823'}]",76,1.33,,2,,22,5,4
,,,,,,,,,,,,,,,1,,1,,,,1,,6917505481384,01 Esha - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-09,2025-12-09,1,unknown,1,,,,,1,0.01,,12,,1,,
,45,,,4,2,2,45,,,4,,,,,204,,204,4,4,,196,,6917505481584,02 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,4,"[{'action_type': 'subscribe_mobile_app', 'value': '9.18'}, {'action_type': 'subscribe_total', 'value': '9.18'}, {'action_type': 'start_trial_mobile_app', 'value': '9.18'}, {'action_type': 'start_trial_total', 'value': '9.18'}]",2.295,"[{'action_type': 'outbound_click', 'value': '2.295'}]",2.295,4.59,0.204,,0.045,0.045,2.295,,0.046837,2.295,19.913232,20.4,0.867679,2025-12-09,2025-12-09,1.024444,female,461,0.867679,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '0.867679'}]",450,9.18,19,5,18,168,86,65
,11,,,1,1,1,11,,,,,,,,9,,9,,,,8,,6917505481584,02 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.31,"[{'action_type': 'outbound_click', 'value': '0.31'}]",0.31,0.31,0.028182,,0.034444,0.034444,,,0.03875,0.31,12.916667,12.916667,4.166667,2025-12-09,2025-12-09,1,male,24,4.166667,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4.166667'}]",24,0.31,,3,,7,5,4
,,,,,,,,,,,,,,,1,,1,,,,1,,6917505481584,02 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.03,0.03,,,0.03,,30,30,0,2025-12-09,2025-12-09,1,unknown,1,,,,,1,0.03,,4,,1,,
,8,,,13,2,2,8,,,7,,,,,302,2,302,9,7,,280,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,14,,1.631538,"[{'action_type': 'outbound_click', 'value': '1.631538'}]",1.631538,10.605,2.65125,,0.070232,0.070232,2.356667,,0.07575,1.515,31.751497,32.283105,2.095808,2025-12-09,2025-12-09,1.016743,female,668,1.946108,13,"[{'action_type': 'outbound_click', 'value': '13'}]","[{'action_type': 'outbound_click', 'value': '1.946108'}]",657,21.21,22,4,22,252,127,73
3,862,3,2,240,76,76,862,3,3,66,5,5,,3,6784,7,6784,80,66,3,6464,3,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,259,"[{'action_type': 'subscribe_mobile_app', 'value': '30.842727'}, {'action_type': 'subscribe_total', 'value': '30.842727'}, {'action_type': 'start_trial_mobile_app', 'value': '37.696667'}, {'action_type': 'start_trial_total', 'value': '37.696667'}]",1.413625,"[{'action_type': 'outbound_click', 'value': '1.413625'}]",1.413625,4.464079,0.393585,113.09,0.05001,0.05001,4.240875,113.09,0.052486,1.309923,23.101593,23.840208,1.763584,2025-12-09,2025-12-09,1.031972,male,14686,1.634209,240,"[{'action_type': 'outbound_click', 'value': '240'}]","[{'action_type': 'outbound_click', 'value': '1.634209'}]",14231,339.27,656,5,637,5851,3211,1925
,,,,2,,,,,,2,,,,,51,,51,2,2,,47,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,2,,1.49,"[{'action_type': 'outbound_click', 'value': '1.49'}]",1.49,,,,0.058431,0.058431,1.49,,0.063404,1.49,28.380952,29.8,1.904762,2025-12-09,2025-12-09,1.05,unknown,105,1.904762,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.904762'}]",100,2.98,5,5,5,41,22,15
,,,,,,,,,,,,,,,1,,1,,,,1,,6920992822984,02 Mike_sicko - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-09,2025-12-09,1,male,1,,,,,1,0.02,,13,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6920992823184,03 Snoop_sicko - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,15,15,0,2025-12-09,2025-12-09,1,male,2,,,,,2,0.03,,1,,,,
,,,,,,,,,,,,,,,2,,2,,,,2,,6920992823384,02 Timothy_slim - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.025,0.025,,,0.025,,16.666667,16.666667,0,2025-12-09,2025-12-09,1,female,3,,,,,3,0.05,,6,,2,1,1
,,,,,,,,,,,,,,,4,,4,,,,4,,6920992823384,02 Timothy_slim - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.0625,0.0625,,,0.0625,,27.777778,27.777778,0,2025-12-09,2025-12-09,1,male,9,,,,,9,0.25,,4,,3,1,1
,,,,1,,,,,,,,,,,56,,56,,,,55,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,1,,2.87,"[{'action_type': 'outbound_click', 'value': '2.87'}]",2.87,,,,0.05125,0.05125,,,0.052182,2.87,20.797101,21.259259,0.724638,2025-12-09,2025-12-09,1.022222,female,138,0.724638,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.724638'}]",135,2.87,3,4,2,45,16,11
,128,,,25,11,11,128,,,6,,,,,1024,,1024,6,6,,993,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,33,"[{'action_type': 'subscribe_mobile_app', 'value': '45.55'}, {'action_type': 'subscribe_total', 'value': '45.55'}, {'action_type': 'start_trial_mobile_app', 'value': '45.55'}, {'action_type': 'start_trial_total', 'value': '45.55'}]",1.822,"[{'action_type': 'outbound_click', 'value': '1.822'}]",1.822,4.140909,0.355859,,0.044482,0.044482,7.591667,,0.045871,1.380303,18.994996,19.744257,1.376147,2025-12-09,2025-12-09,1.039445,male,2398,1.042535,25,"[{'action_type': 'outbound_click', 'value': '25'}]","[{'action_type': 'outbound_click', 'value': '1.042535'}]",2307,45.55,66,4,66,894,412,232
,,,,,,,,,,,,,,,5,,5,,,,5,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.074,0.074,,,0.074,,20.555556,20.555556,0,2025-12-09,2025-12-09,1,unknown,18,,,,,18,0.37,,2,,4,,
,,,,,,,,,,,,,,,,,,,,,,,6920992824184,01 Jesus_travis - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-09,2025-12-09,1,female,1,,,,,1,0.01,,1,,,,
,1,,,2,,,1,,,,,,,,6,,6,,,,4,,6920992824184,01 Jesus_travis - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.14,"[{'action_type': 'outbound_click', 'value': '0.14'}]",0.14,,0.28,,0.046667,0.046667,,,0.07,0.28,25.454545,25.454545,9.090909,2025-12-09,2025-12-09,1,male,11,18.181818,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '18.181818'}]",11,0.28,1,5,1,4,2,2
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994402584,07_nose ring_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-09,2025-12-09,1,female,1,,,,,1,0.02,,8,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6920994403384,10_Red pants_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,5,5,0,2025-12-09,2025-12-09,1,female,2,,,,,2,0.01,,2,,,,
3,673,9,,176,48,48,673,3,3,46,1,1,3,3,3905,5,3905,55,49,3,3674,3,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,170,"[{'action_type': 'subscribe_mobile_app', 'value': '30.625714'}, {'action_type': 'subscribe_total', 'value': '30.625714'}, {'action_type': 'start_trial_mobile_app', 'value': '26.7975'}, {'action_type': 'start_trial_total', 'value': '26.7975'}]",1.218068,"[{'action_type': 'outbound_click', 'value': '1.218068'}]",1.218068,4.46625,0.318544,71.46,0.054899,0.054899,3.897818,71.46,0.058351,1.261059,27.122976,28.245059,2.15081,2025-12-09,2025-12-09,1.04137,female,7904,2.226721,176,"[{'action_type': 'outbound_click', 'value': '176'}]","[{'action_type': 'outbound_click', 'value': '2.226721'}]",7590,214.38,626,6,597,3344,2053,1459
,31,,,7,1,1,31,,,1,,,,,153,,153,1,1,,145,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,7,"[{'action_type': 'subscribe_mobile_app', 'value': '10.76'}, {'action_type': 'subscribe_total', 'value': '10.76'}, {'action_type': 'start_trial_mobile_app', 'value': '10.76'}, {'action_type': 'start_trial_total', 'value': '10.76'}]",1.537143,"[{'action_type': 'outbound_click', 'value': '1.537143'}]",1.537143,10.76,0.347097,,0.070327,0.070327,10.76,,0.074207,1.537143,28.541114,29.806094,1.856764,2025-12-09,2025-12-09,1.044321,male,377,1.856764,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '1.856764'}]",361,10.76,26,4,24,128,80,60
,,,,,,,,,,,,,,,23,,23,,,,23,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.076957,0.076957,,,0.076957,,43.170732,47.837838,0,2025-12-09,2025-12-09,1.108108,unknown,41,,,,,37,1.77,3,5,3,19,14,9
,,,,,,,,,,,,,,,,,,,,,,,6920994404184,04_fbg_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,50,50,0,2025-12-09,2025-12-09,1,male,2,,,,,2,0.1,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994404584,02_blackNew_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.04,0.04,,,0.04,,40,40,0,2025-12-09,2025-12-09,1,male,1,,,,,1,0.04,,4,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6920995425184,06_WillS_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-09,2025-12-09,1,male,2,,,,,2,0.04,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920995425184,06_WillS_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-09,2025-12-09,1,unknown,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920995425384,02_jesus_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-09,2025-12-09,1,female,1,,,,,1,0.02,,6,,1,,
,,,,,,,,,,1,,,,,3,,3,1,1,,2,,6920995425384,02_jesus_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.103333,0.103333,0.31,,0.155,,62,77.5,0,2025-12-09,2025-12-09,1.25,male,5,,,,,4,0.31,1,7,1,2,2,1
,31,,,8,2,2,31,,,,,,,,194,,194,,,,186,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,9,"[{'action_type': 'subscribe_mobile_app', 'value': '14.77'}, {'action_type': 'subscribe_total', 'value': '14.77'}, {'action_type': 'start_trial_mobile_app', 'value': '14.77'}, {'action_type': 'start_trial_total', 'value': '14.77'}]",1.84625,"[{'action_type': 'outbound_click', 'value': '1.84625'}]",1.84625,7.385,0.476452,,0.076134,0.076134,,,0.079409,1.641111,30.204499,31.831897,1.840491,2025-12-09,2025-12-09,1.053879,female,489,1.635992,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '1.635992'}]",464,14.77,17,4,18,161,78,45
1,781,3,,201,54,54,781,1,1,60,,,1,1,4430,6,4430,67,61,1,4162,1,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,214,"[{'action_type': 'subscribe_mobile_app', 'value': '20.89'}, {'action_type': 'subscribe_total', 'value': '20.89'}, {'action_type': 'start_trial_mobile_app', 'value': '20.89'}, {'action_type': 'start_trial_total', 'value': '20.89'}]",1.143234,"[{'action_type': 'outbound_click', 'value': '1.14895'}]",1.143234,4.25537,0.294225,229.79,0.051871,0.051871,3.429701,229.79,0.055211,1.073785,25.55778,27.232757,2.380158,2025-12-09,2025-12-09,1.065537,male,8991,2.235569,201,"[{'action_type': 'outbound_click', 'value': '200'}]","[{'action_type': 'outbound_click', 'value': '2.224447'}]",8438,229.79,478,5,457,3661,1982,1169
,,,,1,,,,,,,,,,,32,,32,,,,31,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,3,,1.63,"[{'action_type': 'outbound_click', 'value': '1.63'}]",1.63,,,,0.050938,0.050938,,,0.052581,0.543333,21.733333,22.957746,4,2025-12-09,2025-12-09,1.056338,unknown,75,1.333333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.333333'}]",71,1.63,5,5,5,29,16,10
,,,,,,,,,,,,,,,,,,,,,,,6920996505584,01_black4_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-09,2025-12-09,1,male,1,,,,,1,0.03,,2,,,,
,,,,1,,,,,,,,,,,1,,1,,,,,,6920996505584,01_black4_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.01,"[{'action_type': 'outbound_click', 'value': '0.01'}]",0.01,,,,0.01,0.01,,,,0.01,10,10,100,2025-12-09,2025-12-09,1,unknown,1,100,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '100'}]",1,0.01,,2,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920996505784,09_red lipstick_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-09,2025-12-09,1,female,1,,,,,1,0.02,,4,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920996505784,09_red lipstick_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-09,2025-12-09,1,male,1,,,,,1,0.01,,1,,,,
1,736,3,1,140,43,43,736,1,1,47,3,3,1,1,3762,3,3762,55,48,1,3567,1,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,141,"[{'action_type': 'subscribe_mobile_app', 'value': '16.574167'}, {'action_type': 'subscribe_total', 'value': '16.574167'}, {'action_type': 'start_trial_mobile_app', 'value': '15.299231'}, {'action_type': 'start_trial_total', 'value': '15.299231'}]",1.420643,"[{'action_type': 'outbound_click', 'value': '1.420643'}]",1.420643,4.625349,0.270231,198.89,0.052868,0.052868,3.616182,198.89,0.055758,1.410567,24.697628,26.529278,1.7509,2025-12-09,2025-12-09,1.074163,female,8053,1.738483,140,"[{'action_type': 'outbound_click', 'value': '140'}]","[{'action_type': 'outbound_click', 'value': '1.738483'}]",7497,198.89,446,5,424,3205,1909,1319
,,,,5,,,,,,1,,,,,106,,106,1,1,,100,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,5,,1.11,"[{'action_type': 'outbound_click', 'value': '1.11'}]",1.11,,,,0.052358,0.052358,5.55,,0.0555,1.11,21.102662,22.02381,1.901141,2025-12-09,2025-12-09,1.043651,male,263,1.901141,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.901141'}]",252,5.55,5,4,4,92,46,23
,,,,2,,,,,,,,,,,26,,26,,,,24,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,2,,0.75,"[{'action_type': 'outbound_click', 'value': '0.75'}]",0.75,,,,0.057692,0.057692,,,0.0625,0.75,31.914894,33.333333,4.255319,2025-12-09,2025-12-09,1.044444,unknown,47,4.255319,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '4.255319'}]",45,1.5,6,6,6,23,14,11
,,,,1,,,,,,,,,,,11,,11,,,,10,,6920999336384,08_Red dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.93,"[{'action_type': 'outbound_click', 'value': '0.93'}]",0.93,,,,0.084545,0.084545,,,0.093,0.93,25.833333,26.571429,2.777778,2025-12-09,2025-12-09,1.028571,female,36,2.777778,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.777778'}]",35,0.93,,3,,9,7,4
,,,,1,,,,,,,,,,,4,,4,,,,3,,6920999336384,08_Red dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.67,"[{'action_type': 'outbound_click', 'value': '0.67'}]",0.67,,,,0.1675,0.1675,,,0.223333,0.67,51.538462,55.833333,7.692308,2025-12-09,2025-12-09,1.083333,male,13,7.692308,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '7.692308'}]",12,0.67,1,3,1,3,2,2
,,,,,,,,,,,,,,,,,,,,,,,6920999336384,08_Red dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-09,2025-12-09,1,unknown,1,,,,,1,0.01,,2,,,,
,,,,2,,,,,,,,,,,3,,3,,,,1,,6920999336584,09_red lipstick_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,2,,0.085,"[{'action_type': 'outbound_click', 'value': '0.085'}]",0.085,,,,0.056667,0.056667,,,0.17,0.085,28.333333,34,33.333333,2025-12-09,2025-12-09,1.2,female,6,33.333333,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '33.333333'}]",5,0.17,1,8,1,1,1,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6920999336584,09_red lipstick_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-09,2025-12-09,1,male,1,,,,,1,0.02,,7,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,6920999336784,05_greendress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-09,2025-12-09,1,female,1,,,,,1,0.02,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920999336984,03_blackbodysuit_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-09,2025-12-09,1,male,1,,,,,1,0.02,,2,,,,
,301,2,2,71,33,33,301,,,28,2,2,,,2365,2,2365,34,28,,2260,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,74,"[{'action_type': 'subscribe_mobile_app', 'value': '27.762'}, {'action_type': 'subscribe_total', 'value': '27.762'}, {'action_type': 'start_trial_mobile_app', 'value': '27.762'}, {'action_type': 'start_trial_total', 'value': '27.762'}]",1.95507,"[{'action_type': 'outbound_click', 'value': '1.95507'}]",1.95507,4.206364,0.461163,,0.058693,0.058693,4.082647,,0.06142,1.875811,27.28184,28.28816,1.454403,2025-12-09,2025-12-09,1.036886,female,5088,1.39544,71,"[{'action_type': 'outbound_click', 'value': '71'}]","[{'action_type': 'outbound_click', 'value': '1.39544'}]",4907,138.81,237,5,226,2035,1223,796
,32,,,16,2,2,32,,,3,,,,,221,,221,3,3,,202,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,16,,0.7125,"[{'action_type': 'outbound_click', 'value': '0.7125'}]",0.7125,5.7,0.35625,,0.051584,0.051584,3.8,,0.056436,0.7125,22.891566,24.203822,3.212851,2025-12-09,2025-12-09,1.057325,male,498,3.212851,16,"[{'action_type': 'outbound_click', 'value': '16'}]","[{'action_type': 'outbound_click', 'value': '3.212851'}]",471,11.4,28,5,28,185,112,77
,1,,,1,,,1,,,,,,,,20,,20,,,,19,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,2,,1.79,"[{'action_type': 'outbound_click', 'value': '1.79'}]",1.79,,1.79,,0.0895,0.0895,,,0.094211,0.895,40.681818,43.658537,4.545455,2025-12-09,2025-12-09,1.073171,unknown,44,2.272727,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.272727'}]",41,1.79,5,5,4,19,13,10
,,,,,,,,,,,,,,,,,,,,,,,6920999337584,01_black4_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-09,2025-12-09,1,female,1,,,,,1,0.02,,2,,,,
,,,,1,,,,,,,,,,,3,,3,,,,2,,6920999337584,01_black4_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.2,"[{'action_type': 'outbound_click', 'value': '0.2'}]",0.2,,,,0.066667,0.066667,,,0.1,0.2,66.666667,200,33.333333,2025-12-09,2025-12-09,3,male,3,33.333333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '33.333333'}]",1,0.2,2,14,1,2,2,2
