action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,1,,1,,,,1,,6920999336184,07_nose ring_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.05,0.05,,,0.05,,16.666667,16.666667,0,2025-12-10,2025-12-10,1,3,,,,,threads,3,0.05,,3,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6920999336984,03_blackbodysuit_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-10,2025-12-10,1,1,,,,,facebook,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920999336984,03_blackbodysuit_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-10,2025-12-10,1,1,,,,,instagram,1,0.01,,3,,,,
,,,,1,,,,,,,,,,,36,,36,,,,35,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.590038,"[{'action_type': 'outbound_click', 'value': '0.590038'}]",0.590038,,,,0.01639,0.01639,,,0.016858,0.590038,13.721823,25.653843,2.325581,2025-12-10,2025-12-10,1.869565,43,2.325581,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.325581'}]",audience_network,23,0.590038,9,7,10,34,22,12
,225,,,46,14,14,225,,,13,,,,,1877,1,1877,14,13,,1817,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,46,"[{'action_type': 'subscribe_mobile_app', 'value': '24.504094'}, {'action_type': 'subscribe_total', 'value': '24.504094'}, {'action_type': 'start_trial_mobile_app', 'value': '16.336063'}, {'action_type': 'start_trial_total', 'value': '16.336063'}]",2.130791,"[{'action_type': 'outbound_click', 'value': '2.130791'}]",2.130791,7.00117,0.435628,,0.05222,0.05222,7.00117,,0.053944,2.130791,24.23149,25.2815,1.137206,2025-12-10,2025-12-10,1.043332,4045,1.137206,46,"[{'action_type': 'outbound_click', 'value': '46'}]","[{'action_type': 'outbound_click', 'value': '1.137206'}]",facebook,3877,98.016376,219,5,200,1633,1002,657
,65,,,23,8,8,65,,,7,1,1,,,692,1,692,9,7,,660,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,31,"[{'action_type': 'subscribe_mobile_app', 'value': '50.143262'}, {'action_type': 'subscribe_total', 'value': '50.143262'}, {'action_type': 'start_trial_mobile_app', 'value': '50.143262'}, {'action_type': 'start_trial_total', 'value': '50.143262'}]",2.180142,"[{'action_type': 'outbound_click', 'value': '2.180142'}]",2.180142,6.267908,0.771435,,0.072461,0.072461,5.571474,,0.075975,1.617525,31.067696,32.66662,1.920694,2025-12-10,2025-12-10,1.051466,1614,1.425031,23,"[{'action_type': 'outbound_click', 'value': '23'}]","[{'action_type': 'outbound_click', 'value': '1.425031'}]",instagram,1535,50.143262,63,5,63,584,334,208
,,,,1,,,,,,,,,,,1,,1,,,,,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.020001,"[{'action_type': 'outbound_click', 'value': '0.020001'}]",0.020001,,,,0.020001,0.020001,,,,0.020001,20.001301,20.001301,100,2025-12-10,2025-12-10,1,1,100,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '100'}]",messenger,1,0.020001,,,,,,
,,,,,,,,,,,,,,,106,,106,,,,106,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.046796,0.046796,,,0.046796,,27.25452,27.25452,0,2025-12-10,2025-12-10,1,182,,,,,threads,182,4.960323,17,8,17,96,63,37
,,,,,,,,,,,,,,,3,,3,,,,3,,6920999337384,10_Red pants_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.066667,0.066667,,,0.066667,,22.222222,22.222222,0,2025-12-10,2025-12-10,1,9,,,,,facebook,9,0.2,,2,,1,1,
,,,,,,,,,,,,,,,2,,2,,,,2,,6920999337384,10_Red pants_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.245,0.245,,,0.245,,122.5,122.5,0,2025-12-10,2025-12-10,1,4,,,,,instagram,4,0.49,1,5,1,2,1,1
,,,,,,,,,,,,,,,5,,5,,,,5,,6920999337384,10_Red pants_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.026,0.026,,,0.026,,21.666667,21.666667,0,2025-12-10,2025-12-10,1,6,,,,,threads,6,0.13,,4,,5,1,
,,,,,,,,,,,,,,,,,,,,,,,6920999337784,06_green hair_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,40,40,0,2025-12-10,2025-12-10,1,1,,,,,instagram,1,0.04,,1,,,,
,1,,,1,,,1,,,,,,,,3,,3,,,,2,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.02005,"[{'action_type': 'outbound_click', 'value': '0.02005'}]",0.02005,,0.02005,,0.006683,0.006683,,,0.010025,0.02005,10.024964,10.024964,50,2025-12-10,2025-12-10,1,2,50,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '50'}]",audience_network,2,0.02005,,5,,1,,
,115,,,10,7,7,115,,,6,,,,,374,,374,6,6,,358,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,10,"[{'action_type': 'subscribe_mobile_app', 'value': '12.511155'}, {'action_type': 'subscribe_total', 'value': '12.511155'}, {'action_type': 'start_trial_mobile_app', 'value': '12.511155'}, {'action_type': 'start_trial_total', 'value': '12.511155'}]",2.502231,"[{'action_type': 'outbound_click', 'value': '2.502231'}]",2.502231,3.574616,0.217585,,0.066905,0.066905,4.170385,,0.069895,2.502231,29.09571,30.002771,1.162791,2025-12-10,2025-12-10,1.031175,860,1.162791,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '1.162791'}]",facebook,834,25.022311,58,5,55,334,211,167
,1,,,,,,1,,,2,,,,,34,,34,2,2,,32,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,2.526291,,0.074303,0.074303,1.263146,,0.078947,,30.437241,31.578638,0,2025-12-10,2025-12-10,1.0375,83,,,,,instagram,80,2.526291,2,4,2,28,16,14
,,,,,,,,,,,,,,,,,,,,,,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10.024964,10.024964,0,2025-12-10,2025-12-10,1,1,,,,,messenger,1,0.010025,,,,,,
,,,,,,,,,,,,,,,9,,9,,,,9,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.059036,0.059036,,,0.059036,,29.517951,29.517951,0,2025-12-10,2025-12-10,1,18,,,,,threads,18,0.531323,3,65,3,9,8,6
3,95,,,,,,95,3,3,,,,,3,,,,,,3,,3,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,"[{'action_type': 'subscribe_mobile_app', 'value': '0'}, {'action_type': 'subscribe_total', 'value': '0'}]",,,,,0,0,,,,0,,,,,,2025-12-10,2025-12-10,0,0,,,,,facebook,0,0,,,,,,
,5,,,,,,5,,,,,,,,,,,,,,,,6922652352184,06_michael_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,0,,,,,facebook,0,0,,,,,,
,13,,,,,,13,,,,,,,,,,,,,,,,6922658870384,gasstation,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,0,,,,,facebook,0,0,,,,,,
,6,,,,,,6,,,,,,,,,,,,,,,,6922658870384,gasstation,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,0,,,,,instagram,0,0,,,,,,
,8,,,,,,8,,,,,,,,,,,,,,,,6924661652784,04_MorganF_Nuthin But A G Thang - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,0,,,,,facebook,0,0,,,,,,
,2,,,,,,2,,,,,,,,,,,,,,,,6924661652984,04 Morgan_Gin - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,0,,,,,facebook,0,0,,,,,,
,3,,,,,,3,,,,,,,,,,,,,,,,6924661652984,04 Morgan_Gin - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,0,,,,,instagram,0,0,,,,,,
,8,,,,,,8,,,,,,,,,,,,,,,,6924662035984,12 Prerna - Copy 2,6924661447784,FB_iOS_BAU_Purchase_F_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,0,,,,,instagram,0,0,,,,,,
,7,,,,,,7,,,,,,,,,,,,,,,,6924662036184,03_blackbodysuit_Big energy - Copy 3,6924661447784,FB_iOS_BAU_Purchase_F_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,0,,,,,facebook,0,0,,,,,,
,2,,,,,,2,,,,,,,,,,,,,,,,6924662036184,03_blackbodysuit_Big energy - Copy 3,6924661447784,FB_iOS_BAU_Purchase_F_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,0,,,,,threads,0,0,,,,,,
,,,,,,,,,,,,,,,5,,5,,,,5,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.126,0.126,,,0.126,,28.636364,28.636364,0,2025-12-10,2025-12-10,1,22,,,,,facebook,22,0.63,,2,,3,3,1
,,,,,,,,,,,,,,,9,,9,,,,9,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.055556,0.055556,,,0.055556,,17.241379,17.857143,0,2025-12-10,2025-12-10,1.035714,29,,,,,instagram,28,0.5,1,3,1,8,3,2
,,,,,,,,,,,,,,,5,,5,,,,5,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.034,0.034,,,0.034,,18.888889,18.888889,0,2025-12-10,2025-12-10,1,9,,,,,threads,9,0.17,,4,,5,1,
,,,,,,,,,,,,,,,16,,16,,,,16,,6924675698584,04_morgan_snoop_gin_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.0825,0.0825,,,0.0825,,21.290323,22.372881,0,2025-12-10,2025-12-10,1.050847,62,,,,,facebook,59,1.32,1,3,1,15,7,6
,,,,,,,,,,,,,,,7,,7,,,,7,,6924675698584,04_morgan_snoop_gin_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.052857,0.052857,,,0.052857,,16.086957,16.086957,0,2025-12-10,2025-12-10,1,23,,,,,instagram,23,0.37,,3,,7,2,1
,,,,,,,,,,,,,,,29,,29,,,,29,,6924675698584,04_morgan_snoop_gin_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.02,0.02,,,0.02,,14.871795,14.871795,0,2025-12-10,2025-12-10,1,39,,,,,threads,39,0.58,11,160,11,29,21,15
,258,,,33,18,18,258,,,7,,,,,785,,785,7,7,,745,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,32,"[{'action_type': 'subscribe_mobile_app', 'value': '5.719822'}, {'action_type': 'subscribe_total', 'value': '5.719822'}, {'action_type': 'start_trial_mobile_app', 'value': '4.159871'}, {'action_type': 'start_trial_total', 'value': '4.159871'}]",1.386624,"[{'action_type': 'outbound_click', 'value': '1.386624'}]",1.386624,2.542143,0.177359,,0.058291,0.058291,6.53694,,0.061421,1.429956,16.35403,17.359096,1.143674,2025-12-10,2025-12-10,1.061457,2798,1.179414,33,"[{'action_type': 'outbound_click', 'value': '33'}]","[{'action_type': 'outbound_click', 'value': '1.179414'}]",facebook,2636,45.758577,72,3,65,655,337,204
,162,,,24,11,11,162,,,13,2,2,,,828,,828,15,13,,789,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,41,"[{'action_type': 'subscribe_mobile_app', 'value': '24.760052'}, {'action_type': 'subscribe_total', 'value': '24.760052'}, {'action_type': 'start_trial_mobile_app', 'value': '16.506701'}, {'action_type': 'start_trial_total', 'value': '16.506701'}]",2.063338,"[{'action_type': 'outbound_click', 'value': '2.063338'}]",2.063338,4.501828,0.30568,,0.059807,0.059807,3.30134,,0.062763,1.207807,16.918382,17.673128,1.400752,2025-12-10,2025-12-10,1.044611,2927,0.819952,24,"[{'action_type': 'outbound_click', 'value': '24'}]","[{'action_type': 'outbound_click', 'value': '0.819952'}]",instagram,2802,49.520104,41,3,41,728,336,177
,2,,,1,,,2,,,1,,,,,95,,95,1,1,,93,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,3.25132,"[{'action_type': 'outbound_click', 'value': '3.25132'}]",3.25132,,1.62566,,0.034224,0.034224,3.25132,,0.03496,3.25132,18.062889,18.062889,0.555556,2025-12-10,2025-12-10,1,180,0.555556,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.555556'}]",threads,180,3.25132,15,6,15,81,41,26
,14,,,2,2,2,14,,,,,,,,130,,130,,,,128,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,2,"[{'action_type': 'subscribe_mobile_app', 'value': '7.36'}, {'action_type': 'subscribe_total', 'value': '7.36'}, {'action_type': 'start_trial_mobile_app', 'value': '7.36'}, {'action_type': 'start_trial_total', 'value': '7.36'}]",3.68,"[{'action_type': 'outbound_click', 'value': '3.68'}]",3.68,3.68,0.525714,,0.056615,0.056615,,,0.0575,3.68,15.051125,15.333333,0.408998,2025-12-10,2025-12-10,1.01875,489,0.408998,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.408998'}]",facebook,480,7.36,16,3,15,112,55,30
,4,,,1,,,4,,,,,,,,36,,36,,,,35,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,2,,2.78,"[{'action_type': 'outbound_click', 'value': '2.78'}]",2.78,,0.695,,0.077222,0.077222,,,0.079429,1.39,16.95122,17.055215,1.219512,2025-12-10,2025-12-10,1.006135,164,0.609756,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.609756'}]",instagram,163,2.78,1,2,1,30,11,6
,1,,,,,,1,,,,,,,,43,,43,,,,43,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,1.65,,0.038372,0.038372,,,0.038372,,12.992126,12.992126,0,2025-12-10,2025-12-10,1,127,,,,,threads,127,1.65,7,5,7,41,23,12
,,,,3,,,,,,,,,,,19,,19,,,,16,,6924698562784,03 Morgan_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,3,,0.846667,"[{'action_type': 'outbound_click', 'value': '0.846667'}]",0.846667,,,,0.133684,0.133684,,,0.15875,0.846667,21.896552,23.090909,2.586207,2025-12-10,2025-12-10,1.054545,116,2.586207,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '2.586207'}]",facebook,110,2.54,2,2,1,14,6,4
,,,,,,,,,,,,,,,8,,8,,,,8,,6924698562784,03 Morgan_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.10625,0.10625,,,0.10625,,25.757576,26.5625,0,2025-12-10,2025-12-10,1.03125,33,,,,,instagram,32,0.85,1,5,1,7,5,2
,,,,,,,,,,,,,,,4,,4,,,,4,,6924698562784,03 Morgan_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.035,0.035,,,0.035,,14,14,0,2025-12-10,2025-12-10,1,10,,,,,threads,10,0.14,2,7,2,4,4,3
,,,,,,,,,,,,,,,3,,3,,,,3,,6924705570784,04 Morgan_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.11,0.11,,,0.11,,22,25.384615,0,2025-12-10,2025-12-10,1.153846,15,,,,,facebook,13,0.33,,2,,3,1,
,,,,,,,,,,,,,,,3,,3,,,,3,,6924705570784,04 Morgan_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.083333,0.083333,,,0.083333,,27.777778,27.777778,0,2025-12-10,2025-12-10,1,9,,,,,instagram,9,0.25,,3,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,6924705570784,04 Morgan_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,0,0,0,2025-12-10,2025-12-10,1,1,,,,,messenger,1,0,,,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6924705570784,04 Morgan_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.06,0.06,,,0.06,,20,20,0,2025-12-10,2025-12-10,1,3,,,,,threads,3,0.06,,4,,1,1,
,70,2,,17,8,8,70,,,,,,,,392,,392,,,,375,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,17,"[{'action_type': 'subscribe_mobile_app', 'value': '6.66'}, {'action_type': 'subscribe_total', 'value': '6.66'}, {'action_type': 'start_trial_mobile_app', 'value': '6.66'}, {'action_type': 'start_trial_total', 'value': '6.66'}]",1.175294,"[{'action_type': 'outbound_click', 'value': '1.175294'}]",1.175294,2.4975,0.285429,,0.050969,0.050969,,,0.05328,1.175294,17.047782,18.032491,1.450512,2025-12-10,2025-12-10,1.057762,1172,1.450512,17,"[{'action_type': 'outbound_click', 'value': '17'}]","[{'action_type': 'outbound_click', 'value': '1.450512'}]",facebook,1108,19.98,41,3,38,338,131,76
,34,,,9,2,2,34,,,,,,,,162,1,162,1,,,152,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,11,,1.222222,"[{'action_type': 'outbound_click', 'value': '1.222222'}]",1.222222,5.5,0.323529,,0.067901,0.067901,11,,0.072368,1,19.163763,20.220588,1.916376,2025-12-10,2025-12-10,1.055147,574,1.567944,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '1.567944'}]",instagram,544,11,6,3,6,138,51,21
,2,,,2,,,2,,,,,,,,59,,59,,,,57,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,2,,0.9,"[{'action_type': 'outbound_click', 'value': '0.9'}]",0.9,,0.9,,0.030508,0.030508,,,0.031579,0.9,14.516129,14.634146,1.612903,2025-12-10,2025-12-10,1.00813,124,1.612903,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.612903'}]",threads,123,1.8,7,13,7,51,24,11
,,,,2,,,,,,,,,,,51,,51,,,,49,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,2,,1.585,"[{'action_type': 'outbound_click', 'value': '1.585'}]",1.585,,,,0.062157,0.062157,,,0.064694,1.585,19.567901,20.451613,1.234568,2025-12-10,2025-12-10,1.045161,162,1.234568,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.234568'}]",facebook,155,3.17,5,3,5,45,21,15
,,,,,,,,,,,,,,,6,,6,,,,6,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.081667,0.081667,,,0.081667,,22.272727,22.272727,0,2025-12-10,2025-12-10,1,22,,,,,instagram,22,0.49,1,3,1,5,3,3
,,,,,,,,,,,,,,,3,,3,,,,3,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.036667,0.036667,,,0.036667,,22,22,0,2025-12-10,2025-12-10,1,5,,,,,threads,5,0.11,,6,,3,3,1
,42,1,,16,6,6,42,,,3,1,1,,,334,2,334,6,3,,312,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,16,"[{'action_type': 'subscribe_mobile_app', 'value': '24.256439'}, {'action_type': 'subscribe_total', 'value': '24.256439'}, {'action_type': 'start_trial_mobile_app', 'value': '24.256439'}, {'action_type': 'start_trial_total', 'value': '24.256439'}]",1.516027,"[{'action_type': 'outbound_click', 'value': '1.516027'}]",1.516027,4.04274,0.577534,,0.072624,0.072624,4.04274,,0.077745,1.516027,17.425603,18.459999,1.149425,2025-12-10,2025-12-10,1.059361,1392,1.149425,16,"[{'action_type': 'outbound_click', 'value': '16'}]","[{'action_type': 'outbound_click', 'value': '1.149425'}]",facebook,1314,24.256439,38,3,34,270,130,77
,32,,,12,2,2,32,,,1,,,,,129,,129,1,1,,116,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,12,"[{'action_type': 'subscribe_mobile_app', 'value': '12.553332'}, {'action_type': 'subscribe_total', 'value': '12.553332'}, {'action_type': 'start_trial_mobile_app', 'value': '12.553332'}, {'action_type': 'start_trial_total', 'value': '12.553332'}]",1.046111,"[{'action_type': 'outbound_click', 'value': '1.046111'}]",1.046111,6.276666,0.392292,,0.097313,0.097313,12.553332,,0.108218,1.046111,18.764324,20.411923,1.793722,2025-12-10,2025-12-10,1.087805,669,1.793722,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '1.793722'}]",instagram,615,12.553332,7,2,7,102,39,18
,,,,,,,,,,,,,,,26,,26,,,,26,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.033086,0.033086,,,0.033086,,13.874651,13.874651,0,2025-12-10,2025-12-10,1,62,,,,,threads,62,0.860228,3,5,3,24,14,9
