action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,conversion_rate_ranking,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,engagement_rate_ranking,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,quality_ranking,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,,,,,,,,6916167868984,09 anomansollips,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,UNKNOWN,,,,,,,,,,,,,,13.333333,13.333333,0,2025-12-04,2025-12-04,UNKNOWN,1,3,,,,,UNKNOWN,3,0.04,,1,,,,
13,804,,,160,63,63,804,13,13,11,11,8,13,4588,3,4588,89,75,13,4339,13,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,196,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '42.698'}, {'action_type': 'subscribe_total', 'value': '42.698'}]",2.668625,"[{'action_type': 'outbound_click', 'value': '2.668625'}]",2.668625,6.77746,0.53107,32.844615,0.093065,0.093065,4.797528,32.844615,0.098405,2.178469,36.206224,39.269751,1.662003,2025-12-04,2025-12-04,ABOVE_AVERAGE,1.084613,11793,1.356737,160,"[{'action_type': 'outbound_click', 'value': '160'}]","[{'action_type': 'outbound_click', 'value': '1.356737'}]",BELOW_AVERAGE_35,10873,426.98,544,4,539,3945,1941,1235
,,,,,,,,,,,,,,,,,,,,,,6916170650384,18 esha,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,UNKNOWN,,,,,,,,,,,,,,20,20,0,2025-12-04,2025-12-04,UNKNOWN,1,3,,,,,UNKNOWN,3,0.06,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6916171835184,16 Curry,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,UNKNOWN,,,,,,,,0.01,0.01,,,0.01,,5,5,0,2025-12-04,2025-12-04,UNKNOWN,1,2,,,,,UNKNOWN,2,0.01,,4,,1,,
,,,,,,,,,,,,,,,,,,,,,,6916172137384,17 Lebrone,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,UNKNOWN,,,,,,,,,,,,,,25,25,0,2025-12-04,2025-12-04,UNKNOWN,1,2,,,,,UNKNOWN,2,0.05,,1,,,,
,11,,,19,6,6,11,,,,,,,422,1,422,4,3,,399,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,21,AVERAGE,,2.551579,"[{'action_type': 'outbound_click', 'value': '2.551579'}]",2.551579,8.08,4.407273,,0.114882,0.114882,12.12,,0.121504,2.308571,39.223301,43.055062,1.699029,2025-12-04,2025-12-04,AVERAGE,1.097691,1236,1.537217,19,"[{'action_type': 'outbound_click', 'value': '19'}]","[{'action_type': 'outbound_click', 'value': '1.537217'}]",AVERAGE,1126,48.48,63,4,61,350,183,129
,293,2,,85,28,28,293,,,1,1,1,,1634,4,1634,20,15,,1529,,6916177448584,10 Asian baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,6913347651784,FB_iOS_itoshi_rap_install,82,ABOVE_AVERAGE,,0.547647,"[{'action_type': 'outbound_click', 'value': '0.547647'}]",0.547647,1.6625,0.158874,,0.028488,0.028488,2.3275,,0.030445,0.567683,10.411541,11.192594,1.834042,2025-12-04,2025-12-04,AVERAGE,1.075018,4471,1.901141,85,"[{'action_type': 'outbound_click', 'value': '85'}]","[{'action_type': 'outbound_click', 'value': '1.901141'}]",AVERAGE,4159,46.55,192,4,183,1338,642,444
,,,,,,,,,,,,,,1,,1,,,,1,,6916177884584,08 aiartist3 - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,UNKNOWN,,,,,,,,0.05,0.05,,,0.05,,50,50,0,2025-12-04,2025-12-04,UNKNOWN,1,1,,,,,UNKNOWN,1,0.05,,4,,1,,
,560,3,,194,67,67,560,,,1,1,1,,4143,4,4143,79,74,,3870,,6916177886184,06 fbg og - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,193,ABOVE_AVERAGE,,0.429742,"[{'action_type': 'outbound_click', 'value': '0.429742'}]",0.429742,1.244328,0.148875,,0.020123,0.020123,1.055316,,0.021543,0.431969,10.676143,11.062898,2.471507,2025-12-04,2025-12-04,ABOVE_AVERAGE,1.036226,7809,2.484313,194,"[{'action_type': 'outbound_click', 'value': '194'}]","[{'action_type': 'outbound_click', 'value': '2.484313'}]",AVERAGE,7536,83.37,568,5,519,3460,1923,1521
,,,,,,,,,,,,,,,,,,,,,,6916177886584,01 Esha - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,UNKNOWN,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,UNKNOWN,1,1,,,,,UNKNOWN,1,0.01,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6916177886984,03 blonde - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,1,UNKNOWN,,,,,,,,0,0,,,0,0,0,0,100,2025-12-04,2025-12-04,UNKNOWN,1,1,,,,,UNKNOWN,1,0,,5,,1,,
,,,,,,,,,,,,,,4,,4,,,,4,,6916856841784,01 Jesus_travis,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,UNKNOWN,,,,,,,,0.03,0.03,,,0.03,,10.909091,10.909091,0,2025-12-04,2025-12-04,UNKNOWN,1,11,,,,,UNKNOWN,11,0.12,1,4,1,4,1,1
,3,,,,,,3,,,,,,,42,,42,,,,42,,6916858590184,02 Eddie_Snoop,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,UNKNOWN,,,,,,0.233333,,0.016667,0.016667,,,0.016667,,8.433735,8.536585,0,2025-12-04,2025-12-04,UNKNOWN,1.012195,83,,,,,UNKNOWN,82,0.7,1,5,1,38,24,10
,,,,,,,,,,,,,,1,,1,,,,1,,6916859158784,02 Mike_rapGod,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,UNKNOWN,,,,,,,,0.07,0.07,,,0.07,,23.333333,23.333333,0,2025-12-04,2025-12-04,UNKNOWN,1,3,,,,,UNKNOWN,3,0.07,1,8,,1,1,1
,,,,,,,,,,,,,,1,,1,,,,1,,6916860073184,02 Mike_sicko,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,UNKNOWN,,,,,,,,0.04,0.04,,,0.04,,10,10,0,2025-12-04,2025-12-04,UNKNOWN,1,4,,,,,UNKNOWN,4,0.04,,3,,1,1,
,,,,,,,,,,,,,,1,,1,,,,1,,6916863115584,03 Snoop_sicko,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,UNKNOWN,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-04,2025-12-04,UNKNOWN,1,1,,,,,UNKNOWN,1,0.01,,4,,1,,
,549,5,1,218,54,54,549,,,6,6,2,,4542,11,4542,89,71,,4235,,6916864174784,04 Morgan_Gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,218,ABOVE_AVERAGE,,0.376147,"[{'action_type': 'outbound_click', 'value': '0.376147'}]",0.376147,1.518519,0.149362,,0.018054,0.018054,0.921348,,0.019362,0.376147,9.169183,9.52381,2.437661,2025-12-04,2025-12-04,ABOVE_AVERAGE,1.038676,8943,2.437661,218,"[{'action_type': 'outbound_click', 'value': '218'}]","[{'action_type': 'outbound_click', 'value': '2.437661'}]",AVERAGE,8610,82,565,5,523,3885,2252,1377
,2,,,,,,2,,,,,,,,,,,,,,,6917461957184,01 Jesus_travis - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,0,,,,,,,,,,,2025-12-04,2025-12-04,UNKNOWN,0,0,,,,,UNKNOWN,0,0,,,,,,
,3,,,,,,3,,,,,,,,,,,,,,,6917505479784,06 fbg og - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,0,,,,,,,,,,,2025-12-04,2025-12-04,UNKNOWN,0,0,,,,,UNKNOWN,0,0,,,,,,
,2,,,,,,2,,,,,,,,,,,,,,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,0,,,,,,,,,,,2025-12-04,2025-12-04,UNKNOWN,0,0,,,,,UNKNOWN,0,0,,,,,,
,,,,,,,,,,,,,,2,,2,,,,2,,6920196825784,01_black4_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,UNKNOWN,,,,,,,,0.005,0.005,,,0.005,,1,1,0,2025-12-04,2025-12-04,UNKNOWN,1,10,,,,,UNKNOWN,10,0.01,,2,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,6920199274584,02_blackNew_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,UNKNOWN,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,UNKNOWN,1,1,,,,,UNKNOWN,1,0.01,,1,,,,
1,502,11,1,230,73,73,502,1,1,,,1,1,4001,6,4001,57,50,1,3714,1,6920199460384,03_blackbodysuit_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,222,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '82.96'}, {'action_type': 'subscribe_total', 'value': '82.96'}]",0.360696,"[{'action_type': 'outbound_click', 'value': '0.360696'}]",0.360696,1.136438,0.165259,82.96,0.020735,0.020735,1.455439,82.96,0.022337,0.373694,10.612767,10.861482,2.839964,2025-12-04,2025-12-04,ABOVE_AVERAGE,1.023435,7817,2.942305,230,"[{'action_type': 'outbound_click', 'value': '230'}]","[{'action_type': 'outbound_click', 'value': '2.942305'}]",ABOVE_AVERAGE,7638,82.96,480,5,453,3374,1854,1255
,,,,,,,,,,,,,,8,,8,,,,8,,6920200299984,04_fbg_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,UNKNOWN,,,,,,,,0.0325,0.0325,,,0.0325,,12.380952,12.380952,0,2025-12-04,2025-12-04,UNKNOWN,1,21,,,,,UNKNOWN,21,0.26,,3,,6,3,1
,,,,,,,,,,,,,,,,,,,,,,6920201298984,05_greendress_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,UNKNOWN,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,UNKNOWN,1,3,,,,,UNKNOWN,3,0.03,,2,,,,
,13,,,7,2,2,13,,,,,,,82,,82,1,1,,74,,6920202402984,06_green hair_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,6,UNKNOWN,,0.32,"[{'action_type': 'outbound_click', 'value': '0.32'}]",0.32,1.12,0.172308,,0.027317,0.027317,2.24,,0.03027,0.373333,9.824561,10.181818,2.631579,2025-12-04,2025-12-04,UNKNOWN,1.036364,228,3.070175,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '3.070175'}]",UNKNOWN,220,2.24,7,3,7,63,30,21
,,,,,,,,,,,,,,,,,,,,,,6920208797384,07_nose ring_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,UNKNOWN,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,UNKNOWN,1,3,,,,,UNKNOWN,3,0.03,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6920210655784,08_Red dress_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,UNKNOWN,,,,,,,,,,,,,,0,0,0,2025-12-04,2025-12-04,UNKNOWN,1,1,,,,,UNKNOWN,1,0,,1,,,,
,,,,,,,,,,,,,,2,,2,,,,2,,6920210745384,09_red lipstick_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,UNKNOWN,,,,,,,,0.09,0.09,,,0.09,,18,18,0,2025-12-04,2025-12-04,UNKNOWN,1,10,,,,,UNKNOWN,10,0.18,,3,,2,1,
,,,,,,,,,,,,,,2,,2,,,,2,,6920210890384,10_Red pants_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,UNKNOWN,,,,,,,,0.025,0.025,,,0.025,,25,25,0,2025-12-04,2025-12-04,UNKNOWN,1,2,,,,,UNKNOWN,2,0.05,,5,,2,,
,,,,,,,,,,,,,,5,,5,,,,5,,6920211228384,01_black4_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,UNKNOWN,,,,,,,,0.064,0.064,,,0.064,,20,22.857143,0,2025-12-04,2025-12-04,UNKNOWN,1.142857,16,,,,,UNKNOWN,14,0.32,,3,,3,2,1
,2,,,2,,,2,,,,,,,27,,27,,,,25,,6920212936384,02_blackNew_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,2,UNKNOWN,,1.125,"[{'action_type': 'outbound_click', 'value': '1.125'}]",1.125,,1.125,,0.083333,0.083333,,,0.09,1.125,29.605263,30,2.631579,2025-12-04,2025-12-04,UNKNOWN,1.013333,76,2.631579,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.631579'}]",UNKNOWN,75,2.25,2,3,2,22,13,7
,71,,,21,7,7,71,,,,,,,895,1,895,12,11,,862,,6920213202984,03_blackbodysuit_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,21,ABOVE_AVERAGE,,1.553333,"[{'action_type': 'outbound_click', 'value': '1.631'}]",1.553333,4.66,0.459437,,0.036447,0.036447,2.718333,,0.037842,1.553333,16.963079,17.972452,1.092044,2025-12-04,2025-12-04,AVERAGE,1.059504,1923,1.092044,21,"[{'action_type': 'outbound_click', 'value': '20'}]","[{'action_type': 'outbound_click', 'value': '1.040042'}]",AVERAGE,1815,32.62,194,5,182,791,469,355
,35,,,8,4,4,35,,,,,,,275,,275,3,3,,264,,6920213414184,04_fbg_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,8,ABOVE_AVERAGE,,1.3,"[{'action_type': 'outbound_click', 'value': '1.3'}]",1.3,2.6,0.297143,,0.037818,0.037818,3.466667,,0.039394,1.3,12.713936,12.729498,0.977995,2025-12-04,2025-12-04,ABOVE_AVERAGE,1.001224,818,0.977995,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '0.977995'}]",AVERAGE,817,10.4,33,4,31,230,118,84
,,,,,,,,,,,,,,19,,19,,,,19,,6920213932984,05_greendress_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,UNKNOWN,,,,,,,,0.034211,0.034211,,,0.034211,,10.483871,11.016949,0,2025-12-04,2025-12-04,UNKNOWN,1.050847,62,,,,,UNKNOWN,59,0.65,3,3,2,18,7,4
,,,,1,,,,,,,,,,50,,50,,,,49,,6920214222584,06_green hair_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,UNKNOWN,,1.87,"[{'action_type': 'outbound_click', 'value': '1.87'}]",1.87,,,,0.0374,0.0374,,,0.038163,1.87,14.384615,14.724409,0.769231,2025-12-04,2025-12-04,UNKNOWN,1.023622,130,0.769231,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.769231'}]",UNKNOWN,127,1.87,7,4,7,46,28,15
,69,,,26,7,7,69,,,,,6,,1026,,1026,20,20,,980,,6920215275984,07_nose ring_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,29,BELOW_AVERAGE_10,,0.809231,"[{'action_type': 'outbound_click', 'value': '0.809231'}]",0.809231,3.005714,0.304928,,0.020507,0.020507,1.052,,0.021469,0.725517,4.827903,5.42268,0.665443,2025-12-04,2025-12-04,ABOVE_AVERAGE,1.123196,4358,0.596604,26,"[{'action_type': 'outbound_click', 'value': '26'}]","[{'action_type': 'outbound_click', 'value': '0.596604'}]",ABOVE_AVERAGE,3880,21.04,83,3,80,864,495,280
,,,,3,,,,,,,,,,85,,85,1,1,,81,,6920215545784,08_Red dress_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,3,UNKNOWN,,1.143333,"[{'action_type': 'outbound_click', 'value': '1.143333'}]",1.143333,,,,0.040353,0.040353,3.43,,0.042346,1.143333,14.472574,15.04386,1.265823,2025-12-04,2025-12-04,UNKNOWN,1.039474,237,1.265823,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.265823'}]",UNKNOWN,228,3.43,10,3,10,67,35,19
,2,,,1,,,2,,,,,,,25,,25,,,,24,,6920215745784,09_red lipstick_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,UNKNOWN,,1.19,"[{'action_type': 'outbound_click', 'value': '1.19'}]",1.19,,0.595,,0.0476,0.0476,,,0.049583,1.19,12.395833,13.222222,1.041667,2025-12-04,2025-12-04,UNKNOWN,1.066667,96,1.041667,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.041667'}]",UNKNOWN,90,1.19,6,4,6,20,9,8
,,,,3,,,,,,,,,,49,,49,,,,46,,6920216268184,10_Red pants_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,3,UNKNOWN,,0.67,"[{'action_type': 'outbound_click', 'value': '0.67'}]",0.67,,,,0.04102,0.04102,,,0.043696,0.67,15.343511,15.703125,2.290076,2025-12-04,2025-12-04,UNKNOWN,1.023438,131,2.290076,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '2.290076'}]",UNKNOWN,128,2.01,3,4,3,39,24,16
,35,,,7,2,2,35,,,,,,,236,1,236,2,1,,227,,6920216907984,11_yellow dress_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,7,UNKNOWN,,1.107143,"[{'action_type': 'outbound_click', 'value': '1.107143'}]",1.107143,3.875,0.221429,,0.032839,0.032839,3.875,,0.034141,1.107143,15.593561,16.112266,1.408451,2025-12-04,2025-12-04,UNKNOWN,1.033264,497,1.408451,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '1.408451'}]",UNKNOWN,481,7.75,38,5,36,206,119,67
,,,,1,,,,,,,,,,14,,14,,,,13,,6920220511984,01_black4_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,UNKNOWN,,0.69,"[{'action_type': 'outbound_click', 'value': '0.69'}]",0.69,,,,0.049286,0.049286,,,0.053077,0.69,10.78125,11.5,1.5625,2025-12-04,2025-12-04,UNKNOWN,1.066667,64,1.5625,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.5625'}]",UNKNOWN,60,0.69,,2,,10,4,2
