action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,conversion_rate_ranking,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,engagement_rate_ranking,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,quality_ranking,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,2,,,,,,2,,,,,,12,,12,,,,12,,6916177885984,07 black_4 - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,UNKNOWN,,,,,,0.185,,0.030833,0.030833,,,0.030833,,8.809524,9.02439,0,2025-12-03,2025-12-03,UNKNOWN,1.02439,42,,,,,UNKNOWN,41,0.37,1,3,1,9,5,4
1,771,12,,193,92,92,771,1,1,,,1,4171,7,4171,75,68,1,3903,1,6916177886184,06 fbg og - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,189,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '88.88'}, {'action_type': 'subscribe_total', 'value': '88.88'}]",0.460518,"[{'action_type': 'outbound_click', 'value': '0.460518'}]",0.460518,0.966087,0.115279,88.88,0.021309,0.021309,1.185067,88.88,0.022772,0.470265,11.728688,12.137102,2.494062,2025-12-03,2025-12-03,ABOVE_AVERAGE,1.034822,7578,2.546846,193,"[{'action_type': 'outbound_click', 'value': '193'}]","[{'action_type': 'outbound_click', 'value': '2.546846'}]",AVERAGE,7323,88.88,612,5,569,3507,1963,1582
,1,,,1,,,1,,,,,,2,,2,,,,1,,6916177886384,02 blonde - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,1,UNKNOWN,,0.07,"[{'action_type': 'outbound_click', 'value': '0.07'}]",0.07,,0.07,,0.035,0.035,,,0.07,0.07,10,11.666667,14.285714,2025-12-03,2025-12-03,UNKNOWN,1.166667,7,14.285714,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '14.285714'}]",UNKNOWN,6,0.07,,3,,1,1,
,,,,,,,,,,,,,1,,1,,,,1,,6916856841784,01 Jesus_travis,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,UNKNOWN,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-03,2025-12-03,UNKNOWN,1,2,,,,,UNKNOWN,2,0.02,,4,,,,
,,,,,,,,,,,,,,,,,,,,,6916857336784,01 Santa_slim,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,UNKNOWN,,,,,,,,,,,,,,10,10,0,2025-12-03,2025-12-03,UNKNOWN,1,2,,,,,UNKNOWN,2,0.02,,2,,,,
,16,,,5,1,1,16,,,,,,69,,69,1,1,,63,,6916858590184,02 Eddie_Snoop,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,5,UNKNOWN,,0.256,"[{'action_type': 'outbound_click', 'value': '0.256'}]",0.256,1.28,0.08,,0.018551,0.018551,1.28,,0.020317,0.256,11.22807,11.327434,4.385965,2025-12-03,2025-12-03,UNKNOWN,1.00885,114,4.385965,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '4.385965'}]",UNKNOWN,113,1.28,13,6,13,57,38,35
,,,,,,,,,,,,,1,,1,,,,1,,6916860754984,02 snoop_loseYourself,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,UNKNOWN,,,,,,,,0.06,0.06,,,0.06,,20,20,0,2025-12-03,2025-12-03,UNKNOWN,1,3,,,,,UNKNOWN,3,0.06,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,6916861420184,02 Timothy_slim,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,UNKNOWN,,,,,,,,,,,,,,6.666667,6.666667,0,2025-12-03,2025-12-03,UNKNOWN,1,3,,,,,UNKNOWN,3,0.02,,1,,,,
1,521,5,,238,65,65,521,1,1,3,3,1,5018,10,5018,76,63,1,4704,1,6916864174784,04 Morgan_Gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,236,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '89.84'}, {'action_type': 'subscribe_total', 'value': '89.84'}]",0.377479,"[{'action_type': 'outbound_click', 'value': '0.377479'}]",0.377479,1.382154,0.172438,89.84,0.017904,0.017904,1.182105,89.84,0.019099,0.380678,9.334996,9.40733,2.452203,2025-12-03,2025-12-03,ABOVE_AVERAGE,1.007749,9624,2.472984,238,"[{'action_type': 'outbound_click', 'value': '238'}]","[{'action_type': 'outbound_click', 'value': '2.472984'}]",AVERAGE,9550,89.84,655,5,592,4328,2552,1604
1,128,1,,24,4,4,128,1,1,1,1,1,450,1,450,8,6,1,418,1,6917461954984,04 Morgan_Gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,22,UNKNOWN,"[{'action_type': 'subscribe_mobile_app', 'value': '21.94'}, {'action_type': 'subscribe_total', 'value': '21.94'}]",0.914167,"[{'action_type': 'outbound_click', 'value': '0.914167'}]",0.914167,5.485,0.171406,21.94,0.048756,0.048756,2.7425,21.94,0.052488,0.997273,19.67713,19.67713,1.973094,2025-12-03,2025-12-03,UNKNOWN,1,1115,2.152466,24,"[{'action_type': 'outbound_click', 'value': '24'}]","[{'action_type': 'outbound_click', 'value': '2.152466'}]",UNKNOWN,1115,21.94,49,4,49,381,192,114
,,,,,,,,,,,,,5,,5,,,,5,,6917461955384,03 Snoop_sicko - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,0.056,0.056,,,0.056,,17.5,17.5,0,2025-12-03,2025-12-03,UNKNOWN,1,16,,,,,UNKNOWN,16,0.28,,3,,4,2,
,9,1,2,19,4,4,9,,,,,,780,,780,6,4,,755,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,19,UNKNOWN,,1.407895,"[{'action_type': 'outbound_click', 'value': '1.407895'}]",1.407895,6.6875,2.972222,,0.034295,0.034295,4.458333,,0.03543,1.407895,15.922619,16.056423,1.130952,2025-12-03,2025-12-03,UNKNOWN,1.008403,1680,1.130952,19,"[{'action_type': 'outbound_click', 'value': '19'}]","[{'action_type': 'outbound_click', 'value': '1.130952'}]",UNKNOWN,1666,26.75,60,4,57,666,346,206
,,,,3,1,1,,,,,,,12,,12,,,,9,,6917461957184,01 Jesus_travis - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,3,UNKNOWN,,0.093333,"[{'action_type': 'outbound_click', 'value': '0.093333'}]",0.093333,0.28,,,0.023333,0.023333,,,0.031111,0.093333,21.538462,21.538462,23.076923,2025-12-03,2025-12-03,UNKNOWN,1,13,23.076923,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '23.076923'}]",UNKNOWN,13,0.28,3,11,3,8,5,4
,89,3,,43,9,9,89,,,1,1,,1900,1,1900,14,12,,1843,,6917505479784,06 fbg og - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,44,ABOVE_AVERAGE,,2.32907,"[{'action_type': 'outbound_click', 'value': '2.32907'}]",2.32907,11.127778,1.125281,,0.052711,0.052711,7.153571,,0.054341,2.276136,21.02225,21.02225,0.923594,2025-12-03,2025-12-03,BELOW_AVERAGE_35,1,4764,0.902603,43,"[{'action_type': 'outbound_click', 'value': '43'}]","[{'action_type': 'outbound_click', 'value': '0.902603'}]",AVERAGE,4764,100.15,196,4,189,1595,784,556
1,119,,,21,5,5,119,1,1,,,1,604,,604,2,2,1,581,1,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,21,UNKNOWN,,1.498571,"[{'action_type': 'outbound_click', 'value': '1.498571'}]",1.498571,6.294,0.264454,31.47,0.052103,0.052103,15.735,31.47,0.054165,1.498571,15.798193,16.810897,1.054217,2025-12-03,2025-12-03,UNKNOWN,1.064103,1992,1.054217,21,"[{'action_type': 'outbound_click', 'value': '21'}]","[{'action_type': 'outbound_click', 'value': '1.054217'}]",UNKNOWN,1872,31.47,58,4,54,488,226,137
,,,,,,,,,,,,,6,,6,,,,6,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,0.081667,0.081667,,,0.081667,,30.625,30.625,0,2025-12-03,2025-12-03,UNKNOWN,1,16,,,,,UNKNOWN,16,0.49,1,5,1,6,3,2
,,,,,,,,,,,,,1,,1,,,,1,,6917505481384,01 Esha - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,0.1,0.1,,,0.1,,33.333333,33.333333,0,2025-12-03,2025-12-03,UNKNOWN,1,3,,,,,UNKNOWN,3,0.1,1,7,1,1,1,1
,,,,,,,,,,,,,1,,1,,,,1,,6917505481584,02 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,0.1,0.1,,,0.1,,25,25,0,2025-12-03,2025-12-03,UNKNOWN,1,4,,,,,UNKNOWN,4,0.1,,2,,,,
,,,,,,,,,,,,,,,,,,,,,6917505481784,03 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,,,,,,,10,10,0,2025-12-03,2025-12-03,UNKNOWN,1,2,,,,,UNKNOWN,2,0.02,,0,,,,
,153,,1,51,11,11,153,,,1,1,,2114,,2114,14,12,,2049,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,52,ABOVE_AVERAGE,,2.146471,"[{'action_type': 'outbound_click', 'value': '2.146471'}]",2.146471,9.951818,0.71549,,0.051783,0.051783,7.819286,,0.053426,2.105192,19.752797,19.752797,0.938289,2025-12-03,2025-12-03,BELOW_AVERAGE_35,1,5542,0.920245,51,"[{'action_type': 'outbound_click', 'value': '51'}]","[{'action_type': 'outbound_click', 'value': '0.920245'}]",AVERAGE,5542,109.47,243,4,231,1864,897,527
,,,,,,,,,,,,,2,,2,,,,2,,6917505482184,08 aiartist3 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,0.395,0.395,,,0.395,,56.428571,56.428571,0,2025-12-03,2025-12-03,UNKNOWN,1,14,,,,,UNKNOWN,14,0.79,,3,,2,2,1
,,,,,,,,,,,,,,,,,,,,,6920196825784,01_black4_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,UNKNOWN,,,,,,,,,,,,,,0,0,0,2025-12-03,2025-12-03,UNKNOWN,1,1,,,,,UNKNOWN,1,0,,,,,,
,,,,,,,,,,,,,3,,3,,,,3,,6920199274584,02_blackNew_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,UNKNOWN,,,,,,,,0.013333,0.013333,,,0.013333,,8,8,0,2025-12-03,2025-12-03,UNKNOWN,1,5,,,,,UNKNOWN,5,0.04,1,10,1,3,2,1
2,608,2,,231,68,68,608,2,2,1,1,2,4173,7,4173,55,47,2,3887,2,6920199460384,03_blackbodysuit_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,219,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '42.505'}, {'action_type': 'subscribe_total', 'value': '42.505'}]",0.368009,"[{'action_type': 'outbound_click', 'value': '0.368009'}]",0.368009,1.250147,0.139819,42.505,0.020371,0.020371,1.545636,42.505,0.02187,0.388174,10.611659,11.138627,2.733741,2025-12-03,2025-12-03,ABOVE_AVERAGE,1.049659,8011,2.883535,231,"[{'action_type': 'outbound_click', 'value': '231'}]","[{'action_type': 'outbound_click', 'value': '2.883535'}]",AVERAGE,7632,85.01,527,6,484,3548,1980,1343
,,,,,,,,,,,,,7,,7,,,,7,,6920200299984,04_fbg_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,UNKNOWN,,,,,,,,0.024286,0.024286,,,0.024286,,10.625,10.625,0,2025-12-03,2025-12-03,UNKNOWN,1,16,,,,,UNKNOWN,16,0.17,,4,,6,4,3
,,,,,,,,,,,,,1,,1,,,,1,,6920201298984,05_greendress_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,UNKNOWN,,,,,,,,0.07,0.07,,,0.07,,8.75,10,0,2025-12-03,2025-12-03,UNKNOWN,1.142857,8,,,,,UNKNOWN,7,0.07,1,4,1,1,1,1
,50,1,,22,4,4,50,,,1,1,,333,,333,4,3,,307,,6920202402984,06_green hair_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,19,ABOVE_AVERAGE,,0.359545,"[{'action_type': 'outbound_click', 'value': '0.359545'}]",0.359545,1.9775,0.1582,,0.023754,0.023754,1.9775,,0.025765,0.416316,9.484412,9.838308,2.278177,2025-12-03,2025-12-03,ABOVE_AVERAGE,1.037313,834,2.63789,22,"[{'action_type': 'outbound_click', 'value': '22'}]","[{'action_type': 'outbound_click', 'value': '2.63789'}]",BELOW_AVERAGE_35,804,7.91,32,4,28,281,135,85
