action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,conversion_rate_ranking,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,engagement_rate_ranking,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,quality_ranking,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,99,1,,15,4,4,99,,,3,,,,,267,1,267,4,3,,248,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,15,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '8.88'}, {'action_type': 'subscribe_total', 'value': '8.88'}, {'action_type': 'start_trial_mobile_app', 'value': '17.76'}, {'action_type': 'start_trial_total', 'value': '17.76'}]",1.184,"[{'action_type': 'outbound_click', 'value': '1.184'}]",1.184,4.44,0.179394,,0.066517,0.066517,4.44,,0.071613,1.184,27.793427,29.649416,2.347418,2025-12-11,2025-12-11,AVERAGE,1.066778,639,2.347418,15,"[{'action_type': 'outbound_click', 'value': '15'}]","[{'action_type': 'outbound_click', 'value': '2.347418'}]",BELOW_AVERAGE_35,599,17.76,31,4,27,224,129,96
,1,,,,,,1,,,,,,,,,,,,,,,,6922617753784,09_oscar_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,0,,,,,,,,,,,2025-12-11,2025-12-11,UNKNOWN,0,0,,,,,UNKNOWN,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,,6922648896584,08_reddress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,0,,,,,,,,,,,2025-12-11,2025-12-11,UNKNOWN,0,0,,,,,UNKNOWN,0,0,,,,,,
,7,,,,,,7,,,,,,,,,,,,,,,,6922657512784,prank,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,0,,,,,,,,,,,2025-12-11,2025-12-11,UNKNOWN,0,0,,,,,UNKNOWN,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,,6924661652984,04 Morgan_Gin - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,UNKNOWN,,,,,,0,,,,,,,,,,,2025-12-11,2025-12-11,UNKNOWN,0,0,,,,,UNKNOWN,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,,6924662036184,03_blackbodysuit_Big energy - Copy 3,6924661447784,FB_iOS_BAU_Purchase_F_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,UNKNOWN,,,,,,0,,,,,,,,,,,2025-12-11,2025-12-11,UNKNOWN,0,0,,,,,UNKNOWN,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,,,,,,,10,10,0,2025-12-11,2025-12-11,UNKNOWN,1,6,,,,,UNKNOWN,6,0.06,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6924675698584,04_morgan_snoop_gin_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,,,,,,,13.333333,13.333333,0,2025-12-11,2025-12-11,UNKNOWN,1,3,,,,,UNKNOWN,3,0.04,,2,,,,
,324,1,,54,27,27,324,,,23,1,1,1,,1803,2,1803,27,24,,1722,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,83,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '13.495714'}, {'action_type': 'subscribe_total', 'value': '13.495714'}, {'action_type': 'start_trial_mobile_app', 'value': '11.80875'}, {'action_type': 'start_trial_total', 'value': '11.80875'}]",1.749444,"[{'action_type': 'outbound_click', 'value': '1.749444'}]",1.749444,3.498889,0.291574,,0.052396,0.052396,3.498889,,0.054861,1.138193,16.398195,17.185738,1.440722,2025-12-11,2025-12-11,ABOVE_AVERAGE,1.048026,5761,0.937337,54,"[{'action_type': 'outbound_click', 'value': '54'}]","[{'action_type': 'outbound_click', 'value': '0.937337'}]",AVERAGE,5497,94.47,141,3,137,1553,783,483
,,,,,,,,,,,,,,,23,,23,,,,23,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.053913,0.053913,,,0.053913,,16.533333,16.756757,0,2025-12-11,2025-12-11,UNKNOWN,1.013514,75,,,,,UNKNOWN,74,1.24,2,3,2,16,4,3
,,,,,,,,,,,,,,,18,,18,,,,18,,6924698562784,03 Morgan_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,UNKNOWN,,,,,,,,0.061111,0.061111,,,0.061111,1.1,15.942029,16.41791,1.449275,2025-12-11,2025-12-11,UNKNOWN,1.029851,69,,,,,UNKNOWN,67,1.1,2,3,2,14,3,2
,,,,,,,,,,,,,,,5,,5,,,,5,,6924705570784,04 Morgan_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.056,0.056,,,0.056,,16.470588,16.470588,0,2025-12-11,2025-12-11,UNKNOWN,1,17,,,,,UNKNOWN,17,0.28,1,4,1,4,4,2
,24,,,16,2,2,24,,,4,,,,,897,1,897,5,4,,876,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,17,ABOVE_AVERAGE,,3.268125,"[{'action_type': 'outbound_click', 'value': '3.268125'}]",3.268125,26.145,2.17875,,0.058294,0.058294,10.458,,0.059692,3.075882,17.683463,18.890896,0.574907,2025-12-11,2025-12-11,AVERAGE,1.06828,2957,0.541089,16,"[{'action_type': 'outbound_click', 'value': '16'}]","[{'action_type': 'outbound_click', 'value': '0.541089'}]",AVERAGE,2768,52.29,78,3,76,792,325,182
,,,,1,,,,,,,,,,,52,,52,,,,51,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,UNKNOWN,,3.31,"[{'action_type': 'outbound_click', 'value': '3.31'}]",3.31,,,,0.063654,0.063654,,,0.064902,3.31,16.633166,17.700535,0.502513,2025-12-11,2025-12-11,UNKNOWN,1.064171,199,0.502513,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.502513'}]",UNKNOWN,187,3.31,6,3,4,47,22,9
,,,,13,2,2,,,,2,,,,,239,,239,2,2,,224,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,13,ABOVE_AVERAGE,,1.538462,"[{'action_type': 'outbound_click', 'value': '1.538462'}]",1.538462,10,,,0.083682,0.083682,10,,0.089286,1.538462,18.099548,18.709074,1.176471,2025-12-11,2025-12-11,AVERAGE,1.033676,1105,1.176471,13,"[{'action_type': 'outbound_click', 'value': '13'}]","[{'action_type': 'outbound_click', 'value': '1.176471'}]",AVERAGE,1069,20,22,2,21,195,90,52
,1,,,,,,1,,,,,,,,24,,24,,,,24,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,1.73,,0.072083,0.072083,,,0.072083,,16.018519,16.634615,0,2025-12-11,2025-12-11,UNKNOWN,1.038462,108,,,,,UNKNOWN,104,1.73,3,3,3,21,9,6
,,,,,,,,,,,,,,,12,,12,,,,12,,6924708943784,01 Morgan_dropit,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.02,0.02,,,0.02,,12.631579,12.631579,0,2025-12-11,2025-12-11,UNKNOWN,1,19,,,,,UNKNOWN,19,0.24,,6,,11,7,3
,,,,1,,,,,,,,,,,15,,15,,,,14,,6924712086784,01 Prerna_bodakyellow,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,UNKNOWN,,0.84,"[{'action_type': 'outbound_click', 'value': '0.84'}]",0.84,,,,0.056,0.056,,,0.06,0.84,18.666667,18.666667,2.222222,2025-12-11,2025-12-11,UNKNOWN,1,45,2.222222,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.222222'}]",UNKNOWN,45,0.84,,3,,11,8,3
,566,3,1,84,35,35,566,,,33,1,1,1,,2049,10,2049,46,34,,1919,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,100,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '8.11'}, {'action_type': 'subscribe_total', 'value': '8.11'}, {'action_type': 'start_trial_mobile_app', 'value': '6.0825'}, {'action_type': 'start_trial_total', 'value': '6.0825'}]",1.158571,"[{'action_type': 'outbound_click', 'value': '1.17253'}]",1.158571,2.780571,0.171943,,0.047496,0.047496,2.115652,,0.050714,0.9732,14.525373,14.652213,1.492537,2025-12-11,2025-12-11,ABOVE_AVERAGE,1.008732,6700,1.253731,84,"[{'action_type': 'outbound_click', 'value': '83'}]","[{'action_type': 'outbound_click', 'value': '1.238806'}]",AVERAGE,6642,97.32,230,3,217,1718,856,493
,,,,,,,,,,,,,,,9,,9,,,,9,,6924712908784,01 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.058889,0.058889,,,0.058889,,20.384615,20.384615,0,2025-12-11,2025-12-11,UNKNOWN,1,26,,,,,UNKNOWN,26,0.53,1,3,1,8,2,1
,,,,,,,,,,,,,,,6,,6,,,,6,,6924713760384,02 Morgan_paris,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.033333,0.033333,,,0.033333,,16.666667,16.666667,0,2025-12-11,2025-12-11,UNKNOWN,1,12,,,,,UNKNOWN,12,0.2,1,18,1,6,1,1
,,,,,,,,,,,,,,,,,,,,,,,6924714404184,03 Morgan_htt2,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,,,,,,,13.333333,13.333333,0,2025-12-11,2025-12-11,UNKNOWN,1,3,,,,,UNKNOWN,3,0.04,,1,,,,
2,357,,,52,20,20,357,2,2,18,,,,2,1722,1,1722,19,18,2,1651,2,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,51,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '11.31'}, {'action_type': 'subscribe_total', 'value': '11.31'}, {'action_type': 'start_trial_mobile_app', 'value': '9.89625'}, {'action_type': 'start_trial_total', 'value': '9.89625'}]",1.5225,"[{'action_type': 'outbound_click', 'value': '1.5225'}]",1.5225,3.9585,0.221765,39.585,0.045976,0.045976,4.166842,39.585,0.047953,1.552353,15.343023,16.246665,0.988372,2025-12-11,2025-12-11,AVERAGE,1.058896,5160,1.007752,52,"[{'action_type': 'outbound_click', 'value': '52'}]","[{'action_type': 'outbound_click', 'value': '1.007752'}]",AVERAGE,4873,79.17,139,4,133,1436,712,390
,,,,,,,,,,,,,,,1,,1,,,,1,,6924715460784,05 Morgan_indaclub,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-11,2025-12-11,UNKNOWN,1,1,,,,,UNKNOWN,1,0.01,,11,,1,1,1
,,,,,,,,,,,,,,,4,,4,,,,4,,6924715827784,06 Morgan_gthang,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.0175,0.0175,,,0.0175,,14,14,0,2025-12-11,2025-12-11,UNKNOWN,1,5,,,,,UNKNOWN,5,0.07,1,19,1,3,3,2
,190,,1,56,14,14,190,,,21,1,1,1,,1205,2,1205,26,22,,1123,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,65,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '19.6725'}, {'action_type': 'subscribe_total', 'value': '19.6725'}, {'action_type': 'start_trial_mobile_app', 'value': '19.6725'}, {'action_type': 'start_trial_total', 'value': '19.6725'}]",1.405179,"[{'action_type': 'outbound_click', 'value': '1.405179'}]",1.405179,5.620714,0.414158,,0.065303,0.065303,3.026538,,0.070071,1.210615,18.068886,19.122722,1.492537,2025-12-11,2025-12-11,ABOVE_AVERAGE,1.058323,4355,1.285878,56,"[{'action_type': 'outbound_click', 'value': '56'}]","[{'action_type': 'outbound_click', 'value': '1.285878'}]",AVERAGE,4115,78.69,151,3,145,1006,474,298
,,,,,,,,,,,,,,,,,,,,,,,6924716404584,03 Prerna_up,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,,,,,,,5,5,0,2025-12-11,2025-12-11,UNKNOWN,1,2,,,,,UNKNOWN,2,0.01,,1,,,,
,,,,,,,,,,,,,,,10,,10,,,,10,,6924716446184,04 Prerna_fancy,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.018,0.018,,,0.018,,11.25,11.25,0,2025-12-11,2025-12-11,UNKNOWN,1,16,,,,,UNKNOWN,16,0.18,2,6,2,10,4,2
,,,,,,,,,,,,,,,,,,,,,,,6924716853184,05 Prerna_thot,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,,,,,,,10,10,0,2025-12-11,2025-12-11,UNKNOWN,1,2,,,,,UNKNOWN,2,0.02,,1,,,,
,,,,,,,,,,,,,,,7,,7,,,,7,,6924717255784,02 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.092857,0.092857,,,0.092857,,20.967742,21.666667,0,2025-12-11,2025-12-11,UNKNOWN,1.033333,31,,,,,UNKNOWN,30,0.65,2,3,2,4,4,4
,,,,,,,,,,,,,,,,,,,,,,,6924717875584,04 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,,,,,,,5,5,0,2025-12-11,2025-12-11,UNKNOWN,1,2,,,,,UNKNOWN,2,0.01,,1,,,,
,138,2,,27,6,6,138,,,3,1,1,1,,551,,551,5,4,,519,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,26,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '11.196667'}, {'action_type': 'subscribe_total', 'value': '11.196667'}, {'action_type': 'start_trial_mobile_app', 'value': '8.3975'}, {'action_type': 'start_trial_total', 'value': '8.3975'}]",1.244074,"[{'action_type': 'outbound_click', 'value': '1.244074'}]",1.244074,5.598333,0.243406,,0.060962,0.060962,6.718,,0.064721,1.291923,17.377134,18.255435,1.345059,2025-12-11,2025-12-11,AVERAGE,1.050543,1933,1.396793,27,"[{'action_type': 'outbound_click', 'value': '27'}]","[{'action_type': 'outbound_click', 'value': '1.396793'}]",AVERAGE,1840,33.59,49,3,45,457,228,136
,68,,,27,5,5,68,,,7,2,2,,,653,1,653,10,7,,616,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,32,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '23.16'}, {'action_type': 'subscribe_total', 'value': '23.16'}, {'action_type': 'start_trial_mobile_app', 'value': '23.16'}, {'action_type': 'start_trial_total', 'value': '23.16'}]",1.715556,"[{'action_type': 'outbound_click', 'value': '1.715556'}]",1.715556,9.264,0.681176,,0.070934,0.070934,4.632,,0.075195,1.4475,20.218245,20.864865,1.39677,2025-12-11,2025-12-11,ABOVE_AVERAGE,1.031982,2291,1.178525,27,"[{'action_type': 'outbound_click', 'value': '27'}]","[{'action_type': 'outbound_click', 'value': '1.178525'}]",BELOW_AVERAGE_35,2220,46.32,83,3,81,552,312,194
,,,,,,,,,,,,,,,1,,1,,,,1,,6924720140184,04 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-11,2025-12-11,UNKNOWN,1,2,,,,,UNKNOWN,2,0.02,1,11,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6924720374584,05 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,,,,,,,2.5,2.5,0,2025-12-11,2025-12-11,UNKNOWN,1,8,,,,,UNKNOWN,8,0.02,,0,,,,
,,,,,,,,,,,,,,,2,,2,,,,2,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,UNKNOWN,,,,,,,,0.025,0.025,,,0.025,,8.333333,8.333333,0,2025-12-11,2025-12-11,UNKNOWN,1,6,,,,,UNKNOWN,6,0.05,,2,,1,,
,119,1,,31,5,5,119,,,5,,,,,1275,,1275,5,5,,1239,,6925369209984,01black04_bosscoming,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,32,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '15.0225'}, {'action_type': 'subscribe_total', 'value': '15.0225'}, {'action_type': 'start_trial_mobile_app', 'value': '12.018'}, {'action_type': 'start_trial_total', 'value': '12.018'}]",1.938387,"[{'action_type': 'outbound_click', 'value': '1.938387'}]",1.938387,12.018,0.504958,,0.047129,0.047129,12.018,,0.048499,1.877813,21.42246,21.460714,1.14082,2025-12-11,2025-12-11,AVERAGE,1.001786,2805,1.105169,31,"[{'action_type': 'outbound_click', 'value': '31'}]","[{'action_type': 'outbound_click', 'value': '1.105169'}]",BELOW_AVERAGE_35,2800,60.09,138,5,127,1119,693,486
,11,,,1,1,1,11,,,,,,,,39,,39,,,,38,,6925369211384,01 Morgan_ginjuice_bollarmarket1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,2,UNKNOWN,,1.97,"[{'action_type': 'outbound_click', 'value': '1.97'}]",1.97,1.97,0.179091,,0.050513,0.050513,,,0.051842,0.985,17.280702,17.280702,1.754386,2025-12-11,2025-12-11,UNKNOWN,1,114,0.877193,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.877193'}]",UNKNOWN,114,1.97,4,4,4,32,20,11
,1,,,1,,,1,,,,,,,,27,,27,,,,26,,6925372388984,02 Morgan_ginjuice_bollarmarket2,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,UNKNOWN,,1.7,"[{'action_type': 'outbound_click', 'value': '1.7'}]",1.7,,1.7,,0.062963,0.062963,,,0.065385,1.7,19.318182,19.767442,1.136364,2025-12-11,2025-12-11,UNKNOWN,1.023256,88,1.136364,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.136364'}]",UNKNOWN,86,1.7,,3,,23,11,6
,,,,,,,,,,,,,,,15,,15,,,,15,,6925372547384,03 Morgan_ginjuice_redcar_1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,UNKNOWN,,,,,,,,0.114,0.114,,,0.114,,35.625,36.382979,0,2025-12-11,2025-12-11,UNKNOWN,1.021277,48,,,,,UNKNOWN,47,1.71,2,4,2,15,7,5
,10,,,4,1,1,10,,,,,,,,158,,158,,,,154,,6925372726784,04 Morgan_ginjuice_redcar2,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,4,UNKNOWN,,2.135,"[{'action_type': 'outbound_click', 'value': '2.135'}]",2.135,8.54,0.854,,0.054051,0.054051,,,0.055455,2.135,21.73028,22.067183,1.017812,2025-12-11,2025-12-11,UNKNOWN,1.015504,393,1.017812,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.017812'}]",UNKNOWN,387,8.54,14,4,12,140,72,43
,,,,,,,,,,,,,,,3,,3,,,,3,,6925372915784,05 Morgan_ginjuice_bollamarket3,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,UNKNOWN,,,,,,,,0.073333,0.073333,,,0.073333,,22,22,0,2025-12-11,2025-12-11,UNKNOWN,1,10,,,,,UNKNOWN,10,0.22,,3,,2,1,
,3,,,1,,,3,,,,,,,,9,,9,,,,8,,6925373621384,06 Morgan_hht2_gasstation1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,UNKNOWN,,1.86,"[{'action_type': 'outbound_click', 'value': '1.86'}]",1.86,,0.62,,0.206667,0.206667,,,0.2325,1.86,53.142857,54.705882,2.857143,2025-12-11,2025-12-11,UNKNOWN,1.029412,35,2.857143,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.857143'}]",UNKNOWN,34,1.86,,2,,7,3,3
,,,,,,,,,,,,,,,4,,4,,,,4,,6925373734584,07 Morgan_hht2_gasstation2,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,UNKNOWN,,,,,,,,0.085,0.085,,,0.085,,24.285714,26.153846,0,2025-12-11,2025-12-11,UNKNOWN,1.076923,14,,,,,UNKNOWN,13,0.34,,2,,3,1,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6925373844984,08 Morgan_hht2_redcar,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,UNKNOWN,,,,,,,,0.05,0.05,,,0.05,,50,50,0,2025-12-11,2025-12-11,UNKNOWN,1,1,,,,,UNKNOWN,1,0.05,,6,,1,1,
,,,,,,,,,,,,,,,2,,2,,,,2,,6925374916984,02black04_gasstation_1,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,UNKNOWN,,,,,,,,0.125,0.125,,,0.125,,22.727273,22.727273,0,2025-12-11,2025-12-11,UNKNOWN,1,11,,,,,UNKNOWN,11,0.25,1,3,1,2,2,2
,,,,,,,,,,,,,,,15,,15,,,,15,,6925375114184,03black04_gasstation2,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,UNKNOWN,,,,,,,,0.113333,0.113333,,,0.113333,,27.419355,27.419355,0,2025-12-11,2025-12-11,UNKNOWN,1,62,,,,,UNKNOWN,62,1.7,3,3,3,14,7,5
,,,,,,,,,,,,,,,13,,13,,,,13,,6925375332984,04black04_bollamarket1,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,UNKNOWN,,,,,,,,0.070769,0.070769,,,0.070769,,15.59322,15.59322,0,2025-12-11,2025-12-11,UNKNOWN,1,59,,,,,UNKNOWN,59,0.92,3,3,3,10,6,4
,,,,,,,,,,,,,,,,,,,,,,,6925375629784,05black04_bollamarket2,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,UNKNOWN,,,,,,,,,,,,,,0,0,0,2025-12-11,2025-12-11,UNKNOWN,1,1,,,,,UNKNOWN,1,0,,,,,,
,,,,,,,,,,,,,,,5,,5,,,,5,,6925375992184,06black04_bollamarket3,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,UNKNOWN,,,,,,,,0.066,0.066,,,0.066,,30,30,0,2025-12-11,2025-12-11,UNKNOWN,1,11,,,,,UNKNOWN,11,0.33,,4,,4,2,1
