action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,10,,,1,1,1,10,,,,,,,,35,,35,,,,34,,6925369211384,01 Morgan_ginjuice_bollarmarket1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,2,,1.79,"[{'action_type': 'outbound_click', 'value': '1.79'}]",1.79,1.79,0.179,,0.051143,0.051143,,,0.052647,0.895,17.211538,17.211538,1.923077,2025-12-11,2025-12-11,1,male,104,0.961538,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.961538'}]",104,1.79,4,4,4,29,19,10
,,,,,,,,,,,,,,,4,,4,,,,4,,6925372388984,02 Morgan_ginjuice_bollarmarket2,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.07,0.07,,,0.07,,20,21.538462,0,2025-12-11,2025-12-11,1.076923,female,14,,,,,13,0.28,,3,,3,3,3
,1,,,1,,,1,,,,,,,,23,,23,,,,22,,6925372388984,02 Morgan_ginjuice_bollarmarket2,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,1.42,"[{'action_type': 'outbound_click', 'value': '1.42'}]",1.42,,1.42,,0.061739,0.061739,,,0.064545,1.42,19.189189,19.452055,1.351351,2025-12-11,2025-12-11,1.013699,male,74,1.351351,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.351351'}]",73,1.42,,3,,20,8,3
,,,,,,,,,,,,,,,1,,1,,,,1,,6925372547384,03 Morgan_ginjuice_redcar_1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.25,0.25,,,0.25,,35.714286,35.714286,0,2025-12-11,2025-12-11,1,female,7,,,,,7,0.25,,3,,1,1,1
,,,,,,,,,,,,,,,13,,13,,,,13,,6925372547384,03 Morgan_ginjuice_redcar_1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.110769,0.110769,,,0.110769,,36.923077,37.894737,0,2025-12-11,2025-12-11,1.026316,male,39,,,,,38,1.44,2,4,2,13,5,3
,,,,,,,,,,,,,,,1,,1,,,,1,,6925372547384,03 Morgan_ginjuice_redcar_1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-11,2025-12-11,1,unknown,2,,,,,2,0.02,,5,,1,1,1
,1,,,1,,,1,,,,,,,,24,,24,,,,23,,6925372726784,04 Morgan_ginjuice_redcar2,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,1.78,"[{'action_type': 'outbound_click', 'value': '1.78'}]",1.78,,1.78,,0.074167,0.074167,,,0.077391,1.78,27.8125,27.8125,1.5625,2025-12-11,2025-12-11,1,female,64,1.5625,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.5625'}]",64,1.78,2,4,1,20,9,6
,9,,,3,1,1,9,,,,,,,,132,,132,,,,129,,6925372726784,04 Morgan_ginjuice_redcar2,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,3,,2.243333,"[{'action_type': 'outbound_click', 'value': '2.243333'}]",2.243333,6.73,0.747778,,0.050985,0.050985,,,0.052171,2.243333,20.644172,20.835913,0.920245,2025-12-11,2025-12-11,1.009288,male,326,0.920245,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.920245'}]",323,6.73,11,4,10,118,62,36
,,,,,,,,,,,,,,,2,,2,,,,2,,6925372726784,04 Morgan_ginjuice_redcar2,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.015,0.015,,,0.015,,10,10,0,2025-12-11,2025-12-11,1,unknown,3,,,,,3,0.03,1,9,1,2,1,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6925372915784,05 Morgan_ginjuice_bollamarket3,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.14,0.14,,,0.14,,20,20,0,2025-12-11,2025-12-11,1,female,7,,,,,7,0.14,,2,,1,,
,,,,,,,,,,,,,,,2,,2,,,,2,,6925372915784,05 Morgan_ginjuice_bollamarket3,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.04,0.04,,,0.04,,26.666667,26.666667,0,2025-12-11,2025-12-11,1,male,3,,,,,3,0.08,,4,,1,1,
,,,,,,,,,,,,,,,1,,1,,,,1,,6925373621384,06 Morgan_hht2_gasstation1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-11,2025-12-11,1,female,2,,,,,2,0.02,,3,,1,,
,3,,,1,,,3,,,,,,,,8,,8,,,,7,,6925373621384,06 Morgan_hht2_gasstation1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,1.82,"[{'action_type': 'outbound_click', 'value': '1.82'}]",1.82,,0.606667,,0.2275,0.2275,,,0.26,1.82,56.875,58.709677,3.125,2025-12-11,2025-12-11,1.032258,male,32,3.125,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.125'}]",31,1.82,,2,,6,3,3
,,,,,,,,,,,,,,,,,,,,,,,6925373621384,06 Morgan_hht2_gasstation1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,20,20,0,2025-12-11,2025-12-11,1,unknown,1,,,,,1,0.02,,2,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6925373734584,07 Morgan_hht2_gasstation2,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.1,0.1,,,0.1,,20,20,0,2025-12-11,2025-12-11,1,female,5,,,,,5,0.1,,1,,,,
,,,,,,,,,,,,,,,3,,3,,,,3,,6925373734584,07 Morgan_hht2_gasstation2,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.08,0.08,,,0.08,,26.666667,30,0,2025-12-11,2025-12-11,1.125,male,9,,,,,8,0.24,,3,,3,1,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6925373844984,08 Morgan_hht2_redcar,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.05,0.05,,,0.05,,50,50,0,2025-12-11,2025-12-11,1,male,1,,,,,1,0.05,,6,,1,1,
,,,,,,,,,,,,,,,1,,1,,,,1,,6925374916984,02black04_gasstation_1,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.12,0.12,,,0.12,,40,40,0,2025-12-11,2025-12-11,1,female,3,,,,,3,0.12,1,5,1,1,1,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6925374916984,02black04_gasstation_1,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.13,0.13,,,0.13,,16.25,16.25,0,2025-12-11,2025-12-11,1,male,8,,,,,8,0.13,,2,,1,1,1
,,,,,,,,,,,,,,,10,,10,,,,10,,6925375114184,03black04_gasstation2,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.069,0.069,,,0.069,,23.793103,23.793103,0,2025-12-11,2025-12-11,1,female,29,,,,,29,0.69,2,4,2,10,5,4
,,,,,,,,,,,,,,,5,,5,,,,5,,6925375114184,03black04_gasstation2,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.19,0.19,,,0.19,,29.6875,29.6875,0,2025-12-11,2025-12-11,1,male,32,,,,,32,0.95,1,2,1,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,6925375114184,03black04_gasstation2,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,60,60,0,2025-12-11,2025-12-11,1,unknown,1,,,,,1,0.06,,2,,,,
,,,,,,,,,,,,,,,11,,11,,,,11,,6925375332984,04black04_bollamarket1,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.050909,0.050909,,,0.050909,,20,20,0,2025-12-11,2025-12-11,1,female,28,,,,,28,0.56,3,5,3,9,5,4
,,,,,,,,,,,,,,,2,,2,,,,2,,6925375332984,04black04_bollamarket1,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.18,0.18,,,0.18,,11.612903,11.612903,0,2025-12-11,2025-12-11,1,male,31,,,,,31,0.36,,1,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,6925375629784,05black04_bollamarket2,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,0,0,0,2025-12-11,2025-12-11,1,male,1,,,,,1,0,,,,,,
,,,,,,,,,,,,,,,2,,2,,,,2,,6925375992184,06black04_bollamarket3,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.06,0.06,,,0.06,,20,20,0,2025-12-11,2025-12-11,1,female,6,,,,,6,0.12,,4,,2,1,1
,,,,,,,,,,,,,,,3,,3,,,,3,,6925375992184,06black04_bollamarket3,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.07,0.07,,,0.07,,42,42,0,2025-12-11,2025-12-11,1,male,5,,,,,5,0.21,,4,,2,1,
,30,1,,8,5,5,30,,,,,,,,96,,96,,,,88,,6925378629584,02Prerna_gasstation1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,8,,0.91625,"[{'action_type': 'outbound_click', 'value': '0.91625'}]",0.91625,1.466,0.244333,,0.076354,0.076354,,,0.083295,0.91625,22.347561,24.271523,2.439024,2025-12-11,2025-12-11,1.086093,female,328,2.439024,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '2.439024'}]",302,7.33,7,3,6,79,44,22
,21,,,2,4,4,21,,,,,,,,60,,60,,,,58,,6925378629584,02Prerna_gasstation1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,3,"[{'action_type': 'subscribe_mobile_app', 'value': '4.51'}, {'action_type': 'subscribe_total', 'value': '4.51'}, {'action_type': 'start_trial_mobile_app', 'value': '4.51'}, {'action_type': 'start_trial_total', 'value': '4.51'}]",2.255,"[{'action_type': 'outbound_click', 'value': '2.255'}]",2.255,1.1275,0.214762,,0.075167,0.075167,,,0.077759,1.503333,19.867841,20.688073,1.321586,2025-12-11,2025-12-11,1.041284,male,227,0.881057,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.881057'}]",218,4.51,8,3,8,51,32,18
,,,,,,,,,,,,,,,2,,2,,,,2,,6925378629584,02Prerna_gasstation1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-12-11,2025-12-11,1,unknown,4,,,,,4,0.06,1,6,1,2,1,1
,,,,,,,,,,,,,,,12,,12,,,,12,,6925378999984,03Prerna_gasstation2,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.115,0.115,,,0.115,,33.658537,38.333333,0,2025-12-11,2025-12-11,1.138889,female,41,,,,,36,1.38,4,4,4,11,8,6
,,,,1,,,,,,1,,,,,14,,14,1,1,,12,,6925378999984,03Prerna_gasstation2,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,1.93,"[{'action_type': 'outbound_click', 'value': '1.93'}]",1.93,,,,0.137857,0.137857,1.93,,0.160833,1.93,68.928571,77.2,3.571429,2025-12-11,2025-12-11,1.12,male,28,3.571429,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.571429'}]",25,1.93,3,5,3,10,6,5
,,,,,,,,,,,,,,,,,,,,,,,6925378999984,03Prerna_gasstation2,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,150,150,0,2025-12-11,2025-12-11,1,unknown,1,,,,,1,0.15,,2,,,,
,80,,,13,6,6,80,,,4,,,,,351,,351,4,4,,334,,6925379086584,04Prerna_redcar,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,14,"[{'action_type': 'subscribe_mobile_app', 'value': '9.506667'}, {'action_type': 'subscribe_total', 'value': '9.506667'}, {'action_type': 'start_trial_mobile_app', 'value': '7.13'}, {'action_type': 'start_trial_total', 'value': '7.13'}]",2.193846,"[{'action_type': 'outbound_click', 'value': '2.193846'}]",2.193846,4.753333,0.3565,,0.081254,0.081254,7.13,,0.085389,2.037143,28.181818,29.371782,1.383399,2025-12-11,2025-12-11,1.042225,female,1012,1.284585,13,"[{'action_type': 'outbound_click', 'value': '13'}]","[{'action_type': 'outbound_click', 'value': '1.284585'}]",971,28.52,30,3,25,289,168,97
,21,,,4,2,2,21,,,2,,,,,60,1,60,3,2,,53,,6925379086584,04Prerna_redcar,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,4,"[{'action_type': 'subscribe_mobile_app', 'value': '5.14'}, {'action_type': 'subscribe_total', 'value': '5.14'}, {'action_type': 'start_trial_mobile_app', 'value': '5.14'}, {'action_type': 'start_trial_total', 'value': '5.14'}]",1.285,"[{'action_type': 'outbound_click', 'value': '1.285'}]",1.285,2.57,0.244762,,0.085667,0.085667,1.713333,,0.096981,1.285,25.196078,27.486631,1.960784,2025-12-11,2025-12-11,1.090909,male,204,1.960784,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.960784'}]",187,5.14,4,3,4,49,25,17
,,,,,,,,,,,,,,,4,,4,,,,4,,6925379086584,04Prerna_redcar,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.0725,0.0725,,,0.0725,,24.166667,26.363636,0,2025-12-11,2025-12-11,1.090909,unknown,12,,,,,11,0.29,,3,,4,1,1
,1,,,1,,,1,,,,,,,,15,,15,,,,14,,6925379228984,05Prerna_gasstation3,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,0.96,"[{'action_type': 'outbound_click', 'value': '0.96'}]",0.96,,0.96,,0.064,0.064,,,0.068571,0.96,22.325581,22.325581,2.325581,2025-12-11,2025-12-11,1,female,43,2.325581,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.325581'}]",43,0.96,4,6,4,12,7,5
,,,,,,,,,,,,,,,3,,3,,,,3,,6925379228984,05Prerna_gasstation3,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.056667,0.056667,,,0.056667,,15.454545,15.454545,0,2025-12-11,2025-12-11,1,male,11,,,,,11,0.17,,2,,2,1,
,,,,,,,,,,,,,,,2,,2,,,,2,,6925379387784,06Prerna_bollamarket2,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.005,0.005,,,0.005,,5,5,0,2025-12-11,2025-12-11,1,male,2,,,,,2,0.01,,6,,2,,
,11,1,,6,1,1,11,,,1,,,,,86,,86,1,1,,79,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,6,,1.49,"[{'action_type': 'outbound_click', 'value': '1.49'}]",1.49,8.94,0.812727,,0.103953,0.103953,8.94,,0.113165,1.49,30.511945,32.158273,2.047782,2025-12-11,2025-12-11,1.053957,female,293,2.047782,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '2.047782'}]",278,8.94,10,5,10,71,50,27
,4,,,6,,,4,,,1,,,,,61,,61,1,1,,54,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,5,,0.826667,"[{'action_type': 'outbound_click', 'value': '0.826667'}]",0.826667,,1.24,,0.081311,0.081311,4.96,,0.091852,0.992,26.243386,28.342857,2.645503,2025-12-11,2025-12-11,1.08,male,189,3.174603,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '3.174603'}]",175,4.96,3,3,3,43,20,9
,,,,,,,,,,,,,,,,,,,,,,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,10,10,0,2025-12-11,2025-12-11,1,unknown,2,,,,,2,0.02,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6926060792184,03black04_gasstation2,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,15,15,0,2025-12-11,2025-12-11,1,female,2,,,,,2,0.03,,1,,,,
,,,,,,,,,,,,,,,4,,4,,,,4,,6926063705384,03_blonde_jumpoff_gasstation2,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.21,0.21,,,0.21,,26.25,27.096774,0,2025-12-11,2025-12-11,1.032258,female,32,,,,,31,0.84,1,2,1,4,1,1
,,,,,,,,,,,,,,,4,,4,,,,4,,6926063705384,03_blonde_jumpoff_gasstation2,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.1375,0.1375,,,0.1375,,25,25,0,2025-12-11,2025-12-11,1,male,22,,,,,22,0.55,,2,,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,6926063705384,03_blonde_jumpoff_gasstation2,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,10,10,0,2025-12-11,2025-12-11,1,unknown,1,,,,,1,0.01,,1,,,,
,1,,,1,1,1,1,,,,,,,,15,,15,,,,14,,6926064243784,06_blonde_jumpoff_gasstation3,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,1.26,"[{'action_type': 'outbound_click', 'value': '1.26'}]",1.26,1.26,1.26,,0.084,0.084,,,0.09,1.26,31.5,32.307692,2.5,2025-12-11,2025-12-11,1.025641,female,40,2.5,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.5'}]",39,1.26,,3,,14,8,4
,,,,,,,,,,,,,,,7,,7,,,,7,,6926064243784,06_blonde_jumpoff_gasstation3,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.172857,0.172857,,,0.172857,,44.814815,46.538462,0,2025-12-11,2025-12-11,1.038462,male,27,,,,,26,1.21,1,3,1,7,2,1
,,,,,,,,,,,,,,,8,,8,,,,8,,6926065374784,08_blonde_jumpoff_bolla1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.1075,0.1075,,,0.1075,,18.695652,19.111111,0,2025-12-11,2025-12-11,1.022222,female,46,,,,,45,0.86,1,2,1,7,3,2
,,,,,,,,,,,,,,,13,,13,,,,13,,6926065374784,08_blonde_jumpoff_bolla1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.126154,0.126154,,,0.126154,,44.324324,44.324324,0,2025-12-11,2025-12-11,1,male,37,,,,,37,1.64,,2,,10,3,2
,,,,,,,,,,,,,,,4,,4,,,,4,,6926065580384,10_blonde_jumpoff_bolla2,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.02,0.02,,,0.02,,8.888889,8.888889,0,2025-12-11,2025-12-11,1,female,9,,,,,9,0.08,,3,,2,1,
,,,,,,,,,,,,,,,4,,4,,,,4,,6926065580384,10_blonde_jumpoff_bolla2,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.0375,0.0375,,,0.0375,,30,30,0,2025-12-11,2025-12-11,1,male,5,,,,,5,0.15,,6,,3,1,
,,,,,,,,,,,,,,,,,,,,,,,6926065746384,11_blonde_jumpoff_gasstation4,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,40,40,0,2025-12-11,2025-12-11,1,female,1,,,,,1,0.04,,,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6926065746384,11_blonde_jumpoff_gasstation4,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.03,0.03,,,0.03,,10,10,0,2025-12-11,2025-12-11,1,male,3,,,,,3,0.03,,4,,1,1,1
,13,,,3,1,1,13,,,,,,,,39,,39,,,,36,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,3,,0.733333,"[{'action_type': 'outbound_click', 'value': '0.733333'}]",0.733333,2.2,0.169231,,0.05641,0.05641,,,0.061111,0.733333,18.181818,18.644068,2.479339,2025-12-11,2025-12-11,1.025424,female,121,2.479339,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '2.479339'}]",118,2.2,3,5,3,34,22,16
,,,,,,,,,,,,,,,11,,11,,,,11,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.135455,0.135455,,,0.135455,,20.985915,21.911765,0,2025-12-11,2025-12-11,1.044118,male,71,,,,,68,1.49,,2,,10,8,4
,,,,,,,,,,,,,,,,,,,,,,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,10,10,0,2025-12-11,2025-12-11,1,unknown,2,,,,,2,0.02,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6926066265984,17_blonde_jumpoff_flame2,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,10,10,0,2025-12-11,2025-12-11,1,female,1,,,,,1,0.01,,1,,,,
,24,,,7,2,2,24,,,,,,,,88,,88,,,,81,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,7,"[{'action_type': 'subscribe_mobile_app', 'value': '4.51'}, {'action_type': 'subscribe_total', 'value': '4.51'}, {'action_type': 'start_trial_mobile_app', 'value': '4.51'}, {'action_type': 'start_trial_total', 'value': '4.51'}]",1.288571,"[{'action_type': 'outbound_click', 'value': '1.288571'}]",1.288571,4.51,0.375833,,0.1025,0.1025,,,0.111358,1.288571,28.817891,30.890411,2.236422,2025-12-11,2025-12-11,1.071918,female,313,2.236422,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '2.236422'}]",292,9.02,15,3,15,77,46,26
