action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_conversion.post_unsave,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,122,1,,28,14,14,122,,,11,,,,,,951,,951,11,11,,912,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),45-54,6920965699384,FB_iOS_Purchase_Rap_251203,32,,1.478929,"[{'action_type': 'outbound_click', 'value': '1.478929'}]",1.478929,2.957857,0.339426,,0.043544,0.043544,3.764545,,0.045406,1.294063,19.350467,19.947013,1.495327,2025-12-14,2025-12-14,1.030829,2140,1.308411,28,"[{'action_type': 'outbound_click', 'value': '28'}]","[{'action_type': 'outbound_click', 'value': '1.308411'}]",2076,41.41,79,4,73,817,416,251
1,195,1,,23,18,18,195,1,1,6,,,,,1,525,,525,6,6,1,496,1,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),55-64,6920965699384,FB_iOS_Purchase_Rap_251203,23,"[{'action_type': 'subscribe_mobile_app', 'value': '11.905'}, {'action_type': 'subscribe_total', 'value': '11.905'}, {'action_type': 'start_trial_mobile_app', 'value': '23.81'}, {'action_type': 'start_trial_total', 'value': '23.81'}]",1.035217,"[{'action_type': 'outbound_click', 'value': '1.035217'}]",1.035217,1.322778,0.122103,23.81,0.045352,0.045352,3.968333,23.81,0.048004,1.035217,23.049371,23.481262,2.226525,2025-12-14,2025-12-14,1.018738,1033,2.226525,23,"[{'action_type': 'outbound_click', 'value': '23'}]","[{'action_type': 'outbound_click', 'value': '2.226525'}]",1014,23.81,73,8,67,457,294,199
,32,,,6,3,3,32,,,,,,,,,97,,97,,,,91,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),65+,6920965699384,FB_iOS_Purchase_Rap_251203,6,,0.71,"[{'action_type': 'outbound_click', 'value': '0.71'}]",0.71,1.42,0.133125,,0.043918,0.043918,,,0.046813,0.71,26.625,27.843137,3.75,2025-12-14,2025-12-14,1.045752,160,3.75,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '3.75'}]",153,4.26,18,6,16,82,54,36
,,,,,,,,,,,,,,,,,,,,,,,,6920992823384,02 Timothy_slim - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-14,2025-12-14,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920992823384,02 Timothy_slim - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-14,2025-12-14,1,1,,,,,1,0.02,,10,,1,1,
,,,,,,,,,,,,,,,,3,,3,,,,3,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.1,0.1,,,0.1,,15.789474,16.666667,0,2025-12-14,2025-12-14,1.055556,19,,,,,18,0.3,,3,,3,2,2
,,,,,,,,,,1,,,,,,31,,31,1,1,,30,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.028065,0.028065,0.87,,0.029,,11.447368,11.6,0,2025-12-14,2025-12-14,1.013333,76,,,,,75,0.87,2,3,2,22,10,6
,3,,,3,2,2,3,,,1,,,,,,108,,108,1,1,,104,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),35-44,6920965699384,FB_iOS_Purchase_Rap_251203,3,,1.506667,"[{'action_type': 'outbound_click', 'value': '1.506667'}]",1.506667,2.26,1.506667,,0.041852,0.041852,4.52,,0.043462,1.506667,15.218855,16.376812,1.010101,2025-12-14,2025-12-14,1.076087,297,1.010101,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.010101'}]",276,4.52,13,4,13,96,43,22
,32,,,5,3,3,32,,,4,,,,,,163,1,163,5,4,,153,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),45-54,6920965699384,FB_iOS_Purchase_Rap_251203,7,"[{'action_type': 'start_trial_mobile_app', 'value': '6.88'}, {'action_type': 'start_trial_total', 'value': '6.88'}]",1.376,"[{'action_type': 'outbound_click', 'value': '1.376'}]",1.376,2.293333,0.215,,0.042209,0.042209,1.376,,0.044967,0.982857,18.849315,19.164345,1.917808,2025-12-14,2025-12-14,1.016713,365,1.369863,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.369863'}]",359,6.88,11,4,11,142,59,30
,1,,,1,,,1,,,1,,,,,,50,,50,1,1,,48,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),55-64,6920965699384,FB_iOS_Purchase_Rap_251203,1,,2.22,"[{'action_type': 'outbound_click', 'value': '2.22'}]",2.22,,2.22,,0.0444,0.0444,2.22,,0.04625,2.22,22.424242,22.886598,1.010101,2025-12-14,2025-12-14,1.020619,99,1.010101,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.010101'}]",97,2.22,3,4,2,42,17,9
,1,,,1,,,1,,,,,,,,,8,,8,,,,7,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),65+,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.43,"[{'action_type': 'outbound_click', 'value': '0.43'}]",0.43,,0.43,,0.05375,0.05375,,,0.061429,0.43,19.545455,19.545455,4.545455,2025-12-14,2025-12-14,1,22,4.545455,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4.545455'}]",22,0.43,,3,,6,4,2
,,,,,,,,,,,,,,,,,,,,,,,,6920992824584,01 Jesus_rapGod - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-14,2025-12-14,1,1,,,,,1,0,,1,,,,
,,,,1,,,,,,,,,,,,2,,2,,,,1,,6920992824584,01 Jesus_rapGod - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),45-54,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0,"[{'action_type': 'outbound_click', 'value': '0'}]",0,,,,0,0,,,0,0,0,0,100,2025-12-14,2025-12-14,1,1,100,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '100'}]",1,0,,11,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6920992824584,01 Jesus_rapGod - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-14,2025-12-14,1,1,,,,,1,0,,3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920994402584,07_nose ring_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,60,0,2025-12-14,2025-12-14,2,2,,,,,1,0.06,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920994402584,07_nose ring_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,40,40,0,2025-12-14,2025-12-14,1,1,,,,,1,0.04,,4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920994403384,10_Red pants_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,15,15,0,2025-12-14,2025-12-14,1,2,,,,,2,0.03,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920994403384,10_Red pants_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-14,2025-12-14,1,2,,,,,2,0.06,,1,,,,
,,,,,,,,,,,,,,,,2,,2,,,,2,,6920994403384,10_Red pants_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.015,0.015,,,0.015,,10,15,0,2025-12-14,2025-12-14,1.5,3,,,,,2,0.03,,6,,2,1,1
,,,,1,,,,,,,,,,,,11,,11,,,,10,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.55,"[{'action_type': 'outbound_click', 'value': '0.55'}]",0.55,,,,0.05,0.05,,,0.055,0.55,15.714286,16.666667,2.857143,2025-12-14,2025-12-14,1.060606,35,2.857143,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.857143'}]",33,0.55,,2,,8,5,1
,13,,,4,,,13,,,,,,,,,76,,76,,,,72,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,4,,0.9725,"[{'action_type': 'outbound_click', 'value': '0.9725'}]",0.9725,,0.299231,,0.051184,0.051184,,,0.054028,0.9725,21.853933,22.616279,2.247191,2025-12-14,2025-12-14,1.034884,178,2.247191,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '2.247191'}]",172,3.89,11,4,11,64,34,25
,54,,,12,4,4,54,,,2,,,1,,,300,1,300,4,3,,284,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,12,"[{'action_type': 'subscribe_mobile_app', 'value': '14.75'}, {'action_type': 'subscribe_total', 'value': '14.75'}, {'action_type': 'start_trial_mobile_app', 'value': '14.75'}, {'action_type': 'start_trial_total', 'value': '14.75'}]",1.229167,"[{'action_type': 'outbound_click', 'value': '1.229167'}]",1.229167,3.6875,0.273148,,0.049167,0.049167,3.6875,,0.051937,1.229167,19.007732,19.180754,1.546392,2025-12-14,2025-12-14,1.009103,776,1.546392,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '1.546392'}]",769,14.75,34,4,31,265,154,102
,173,1,,35,12,12,173,,,10,,,1,,,966,1,966,12,11,,919,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,34,"[{'action_type': 'subscribe_mobile_app', 'value': '23.4'}, {'action_type': 'subscribe_total', 'value': '23.4'}, {'action_type': 'start_trial_mobile_app', 'value': '15.6'}, {'action_type': 'start_trial_total', 'value': '15.6'}]",1.337143,"[{'action_type': 'outbound_click', 'value': '1.337143'}]",1.337143,3.9,0.27052,,0.048447,0.048447,3.9,,0.050925,1.376471,25.629792,27.384435,1.861993,2025-12-14,2025-12-14,1.068461,1826,1.916758,35,"[{'action_type': 'outbound_click', 'value': '35'}]","[{'action_type': 'outbound_click', 'value': '1.916758'}]",1709,46.8,158,6,148,858,531,385
,131,,,22,9,9,131,,,16,,,,,,711,1,711,17,16,,672,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,22,"[{'action_type': 'subscribe_mobile_app', 'value': '11.03'}, {'action_type': 'subscribe_total', 'value': '11.03'}, {'action_type': 'start_trial_mobile_app', 'value': '8.2725'}, {'action_type': 'start_trial_total', 'value': '8.2725'}]",1.504091,"[{'action_type': 'outbound_click', 'value': '1.504091'}]",1.504091,3.676667,0.252595,,0.04654,0.04654,1.946471,,0.049241,1.504091,27.97126,30.274474,1.859679,2025-12-14,2025-12-14,1.082342,1183,1.859679,22,"[{'action_type': 'outbound_click', 'value': '22'}]","[{'action_type': 'outbound_click', 'value': '1.859679'}]",1093,33.09,133,8,123,642,431,322
,27,1,,6,1,1,27,,,1,,,,,,99,,99,1,1,,92,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,6,,0.813333,"[{'action_type': 'outbound_click', 'value': '0.813333'}]",0.813333,4.88,0.180741,,0.049293,0.049293,4.88,,0.053043,0.813333,32.317881,33.197279,3.97351,2025-12-14,2025-12-14,1.027211,151,3.97351,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '3.97351'}]",147,4.88,17,7,15,89,58,44
,,,,,,,,,,,,,,,,,,,,,,,,6920994404184,04_fbg_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,50,50,0,2025-12-14,2025-12-14,1,1,,,,,1,0.05,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920994404584,02_blackNew_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-14,2025-12-14,1,1,,,,,1,0,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920995425384,02_jesus_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-14,2025-12-14,1,1,,,,,1,0.02,,2,,,,
,,,,,,,,,,,,,,,,9,,9,,,,9,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.046667,0.046667,,,0.046667,,15.555556,16.8,0,2025-12-14,2025-12-14,1.08,27,,,,,25,0.42,,3,,7,5,2
,,,,1,,,,,,2,,,,,,64,1,64,3,2,,60,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,1,,2.28,"[{'action_type': 'outbound_click', 'value': '2.28'}]",2.28,,,,0.035625,0.035625,0.76,,0.038,2.28,15.2,15.724138,0.666667,2025-12-14,2025-12-14,1.034483,150,0.666667,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.666667'}]",145,2.28,5,4,5,52,19,7
,129,1,1,16,10,10,129,,,4,,,,,,496,1,496,6,4,,474,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,18,"[{'action_type': 'subscribe_mobile_app', 'value': '18.77'}, {'action_type': 'subscribe_total', 'value': '18.77'}, {'action_type': 'start_trial_mobile_app', 'value': '6.256667'}, {'action_type': 'start_trial_total', 'value': '6.256667'}]",1.173125,"[{'action_type': 'outbound_click', 'value': '1.173125'}]",1.173125,1.877,0.145504,,0.037843,0.037843,3.128333,,0.039599,1.042778,15.707113,15.707113,1.506276,2025-12-14,2025-12-14,1,1195,1.338912,16,"[{'action_type': 'outbound_click', 'value': '16'}]","[{'action_type': 'outbound_click', 'value': '1.338912'}]",1195,18.77,37,4,36,404,202,111
1,385,2,,59,30,30,385,1,1,18,1,1,,,1,1556,2,1556,21,18,1,1476,1,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,59,"[{'action_type': 'subscribe_mobile_app', 'value': '8.394286'}, {'action_type': 'subscribe_total', 'value': '8.394286'}, {'action_type': 'start_trial_mobile_app', 'value': '8.394286'}, {'action_type': 'start_trial_total', 'value': '8.394286'}]",0.995932,"[{'action_type': 'outbound_click', 'value': '0.995932'}]",0.995932,1.958667,0.152623,58.76,0.037764,0.037764,2.798095,58.76,0.03981,0.995932,18.52459,19.133833,1.860025,2025-12-14,2025-12-14,1.032888,3172,1.860025,59,"[{'action_type': 'outbound_click', 'value': '59'}]","[{'action_type': 'outbound_click', 'value': '1.860025'}]",3071,58.76,105,5,99,1305,662,353
1,102,,,21,7,7,102,1,1,6,,,,,1,416,1,416,7,6,1,388,1,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,22,"[{'action_type': 'subscribe_mobile_app', 'value': '7.325'}, {'action_type': 'subscribe_total', 'value': '7.325'}, {'action_type': 'start_trial_mobile_app', 'value': '4.883333'}, {'action_type': 'start_trial_total', 'value': '4.883333'}]",0.697619,"[{'action_type': 'outbound_click', 'value': '0.697619'}]",0.697619,2.092857,0.143627,14.65,0.035216,0.035216,2.092857,14.65,0.037758,0.665909,18.544304,19.301713,2.78481,2025-12-14,2025-12-14,1.040843,790,2.658228,21,"[{'action_type': 'outbound_click', 'value': '21'}]","[{'action_type': 'outbound_click', 'value': '2.658228'}]",759,14.65,40,5,34,351,198,113
,,,,1,,,,,,,,,,,,38,,38,,,,37,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,1,,2.36,"[{'action_type': 'outbound_click', 'value': '2.36'}]",2.36,,,,0.062105,0.062105,,,0.063784,2.36,26.516854,27.44186,1.123596,2025-12-14,2025-12-14,1.034884,89,1.123596,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.123596'}]",86,2.36,5,5,5,35,21,17
,,,,1,,,,,,,,,,,,2,,2,,,,1,,6920996505784,09_red lipstick_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.06,"[{'action_type': 'outbound_click', 'value': '0.06'}]",0.06,,,,0.03,0.03,,,0.06,0.06,60,60,100,2025-12-14,2025-12-14,1,1,100,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '100'}]",1,0.06,,9,,1,1,
,1,,,2,,,1,,,1,,,,,,15,,15,1,1,,12,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,3,,0.34,"[{'action_type': 'outbound_click', 'value': '0.34'}]",0.34,,0.68,,0.045333,0.045333,0.68,,0.056667,0.226667,21.935484,22.666667,9.677419,2025-12-14,2025-12-14,1.033333,31,6.451613,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '6.451613'}]",30,0.68,3,4,2,10,7,3
,7,,,3,,,7,,,3,,,,,,238,1,238,4,3,,231,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,4,,2.633333,"[{'action_type': 'outbound_click', 'value': '2.633333'}]",2.633333,,1.128571,,0.033193,0.033193,1.975,,0.034199,1.975,13.932981,14.794007,0.705467,2025-12-14,2025-12-14,1.061798,567,0.529101,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.529101'}]",534,7.9,20,5,17,211,114,85
,198,1,,42,13,13,198,,,14,1,1,1,,,1170,2,1170,18,15,,1110,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,42,"[{'action_type': 'subscribe_mobile_app', 'value': '14.636667'}, {'action_type': 'subscribe_total', 'value': '14.636667'}, {'action_type': 'start_trial_mobile_app', 'value': '21.955'}, {'action_type': 'start_trial_total', 'value': '21.955'}]",1.045476,"[{'action_type': 'outbound_click', 'value': '1.045476'}]",1.045476,3.377692,0.221768,,0.03753,0.03753,2.439444,,0.039559,1.045476,18.077398,18.853585,1.729107,2025-12-14,2025-12-14,1.042937,2429,1.729107,42,"[{'action_type': 'outbound_click', 'value': '42'}]","[{'action_type': 'outbound_click', 'value': '1.729107'}]",2329,43.91,134,5,129,983,607,427
,271,,,51,19,19,271,,,8,,,1,,,946,,946,9,9,,886,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,46,"[{'action_type': 'subscribe_mobile_app', 'value': '9.925'}, {'action_type': 'subscribe_total', 'value': '9.925'}, {'action_type': 'start_trial_mobile_app', 'value': '7.94'}, {'action_type': 'start_trial_total', 'value': '7.94'}]",0.778431,"[{'action_type': 'outbound_click', 'value': '0.778431'}]",0.778431,2.089474,0.146494,,0.041966,0.041966,4.411111,,0.044808,0.863043,22.868664,24.296206,2.64977,2025-12-14,2025-12-14,1.062424,1736,2.937788,51,"[{'action_type': 'outbound_click', 'value': '51'}]","[{'action_type': 'outbound_click', 'value': '2.937788'}]",1634,39.7,133,6,121,808,516,359
,10,,,8,,,10,,,1,,,,,,188,,188,1,1,,179,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,7,,1.16375,"[{'action_type': 'outbound_click', 'value': '1.16375'}]",1.16375,,0.931,,0.049521,0.049521,9.31,,0.052011,1.33,25.718232,27.222222,1.933702,2025-12-14,2025-12-14,1.05848,362,2.209945,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '2.209945'}]",342,9.31,31,6,28,165,120,85
,,,,1,,,,,,1,,,,,,29,,29,1,1,,27,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,1,,1.22,"[{'action_type': 'outbound_click', 'value': '1.22'}]",1.22,,,,0.042069,0.042069,1.22,,0.045185,1.22,23.921569,24.897959,1.960784,2025-12-14,2025-12-14,1.040816,51,1.960784,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.960784'}]",49,1.22,3,6,3,27,17,11
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920999336384,08_Red dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.07,0.07,,,0.07,,35,35,0,2025-12-14,2025-12-14,1,2,,,,,2,0.07,,4,,1,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920999336384,08_Red dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.33,0.33,,,0.33,,27.5,30,0,2025-12-14,2025-12-14,1.090909,12,,,,,11,0.33,,1,,1,,
,,,,,,,,,,1,,,,,,7,,7,1,1,,6,,6920999336384,08_Red dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.051429,0.051429,0.36,,0.06,,20,22.5,0,2025-12-14,2025-12-14,1.125,18,,,,,16,0.36,,3,,6,2,2
,,,,,,,,,,,,,,,,4,,4,,,,4,,6920999336384,08_Red dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.0625,0.0625,,,0.0625,,27.777778,31.25,0,2025-12-14,2025-12-14,1.125,9,,,,,8,0.25,1,4,,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,6920999336384,08_Red dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-14,2025-12-14,1,1,,,,,1,0.02,,2,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920999336584,09_red lipstick_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.04,0.04,,,0.04,,40,40,0,2025-12-14,2025-12-14,1,1,,,,,1,0.04,,6,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999336584,09_red lipstick_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-14,2025-12-14,1,1,,,,,1,0,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999336584,09_red lipstick_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-14,2025-12-14,1,1,,,,,1,0.01,,,,,,
,,,,1,,,,,,1,,,,,,26,,26,1,1,,24,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,1,,1.65,"[{'action_type': 'outbound_click', 'value': '1.65'}]",1.65,,,,0.063462,0.063462,1.65,,0.06875,1.65,31.730769,36.666667,1.923077,2025-12-14,2025-12-14,1.155556,52,1.923077,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.923077'}]",45,1.65,2,4,2,22,12,9
