action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_conversion.post_unsave,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,27,,,4,4,4,27,,,3,,,,,,93,,93,3,3,,86,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,4,"[{'action_type': 'subscribe_mobile_app', 'value': '7.77'}, {'action_type': 'subscribe_total', 'value': '7.77'}, {'action_type': 'start_trial_mobile_app', 'value': '7.77'}, {'action_type': 'start_trial_total', 'value': '7.77'}]",1.9425,"[{'action_type': 'outbound_click', 'value': '1.9425'}]",1.9425,1.9425,0.287778,,0.083548,0.083548,2.59,,0.090349,1.9425,36.824645,38.275862,1.895735,2025-12-14,2025-12-14,1.039409,211,1.895735,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.895735'}]",203,7.77,10,5,9,77,47,28
,,,,,,,,,,,,,,,,13,,13,,,,13,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,65+,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.066154,0.066154,,,0.066154,,28.666667,31.851852,0,2025-12-14,2025-12-14,1.111111,30,,,,,27,0.86,1,4,1,12,5,3
,,,,,,,,,,,,,,,,2,,2,,,,2,,6916170551184,14 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,18-24,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.21,0.21,,,0.21,,32.307692,32.307692,0,2025-12-14,2025-12-14,1,13,,,,,13,0.42,,1,,1,,
,,,,1,,,,,,,,,,,,28,,28,,,,27,,6916170551184,14 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,2.82,"[{'action_type': 'outbound_click', 'value': '2.82'}]",2.82,,,,0.100714,0.100714,,,0.104444,2.82,21.203008,21.692308,0.75188,2025-12-14,2025-12-14,1.023077,133,0.75188,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.75188'}]",130,2.82,,2,,25,14,5
,39,,,5,1,1,39,,,,1,1,,,,181,,181,1,,,175,,6916170551184,14 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,7,,2.082,"[{'action_type': 'outbound_click', 'value': '2.082'}]",2.082,10.41,0.266923,,0.057514,0.057514,10.41,,0.059486,1.487143,19.753321,20.737052,1.328273,2025-12-14,2025-12-14,1.049801,527,0.948767,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '0.948767'}]",502,10.41,10,3,10,152,79,40
,126,,,12,9,9,126,,,3,,,,,,217,,217,3,3,,202,,6916170551184,14 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,15,"[{'action_type': 'subscribe_mobile_app', 'value': '2.972'}, {'action_type': 'subscribe_total', 'value': '2.972'}, {'action_type': 'start_trial_mobile_app', 'value': '3.715'}, {'action_type': 'start_trial_total', 'value': '3.715'}]",1.238333,"[{'action_type': 'outbound_click', 'value': '1.238333'}]",1.238333,1.651111,0.117937,,0.068479,0.068479,4.953333,,0.073564,0.990667,26.583184,28.304762,2.683363,2025-12-14,2025-12-14,1.064762,559,2.146691,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '2.146691'}]",525,14.86,15,3,13,170,74,40
,10,,,3,,,10,,,,,,,,,37,1,37,1,,,33,,6916170551184,14 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,3,,0.81,"[{'action_type': 'outbound_click', 'value': '0.81'}]",0.81,,0.243,,0.065676,0.065676,2.43,,0.073636,0.81,36.268657,37.384615,4.477612,2025-12-14,2025-12-14,1.030769,67,4.477612,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '4.477612'}]",65,2.43,6,5,6,28,19,13
,,,,,,,,,,,,,,,,2,,2,,,,2,,6916170551184,14 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,65+,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.075,0.075,,,0.075,,18.75,18.75,0,2025-12-14,2025-12-14,1,8,,,,,8,0.15,,4,,1,1,1
,3,,,,,,3,,,,,,,,,,,,,,,,,6916171454184,15 tyson,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,0,,,,,,,,0,0,0,2025-12-14,2025-12-14,1,1,,,,,1,0,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6916171454184,15 tyson,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-14,2025-12-14,1,1,,,,,1,0,,12,,1,1,1
,,,,,,,,,,,,,,,,1,,1,,,,1,,6916171835184,16 Curry,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,13-17,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.01,0.01,,,0.01,,2.5,2.5,0,2025-12-14,2025-12-14,1,4,,,,,4,0.01,,2,,1,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6916171835184,16 Curry,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.04,0.04,,,0.04,,8,8,0,2025-12-14,2025-12-14,1,5,,,,,5,0.04,,3,,1,1,1
,2,,,1,,,2,,,,,,,,,2,,2,,,,1,,6916171835184,16 Curry,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,0.06,"[{'action_type': 'outbound_click', 'value': '0.06'}]",0.06,,0.03,,0.03,0.03,,,0.06,0.06,15,15,25,2025-12-14,2025-12-14,1,4,25,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '25'}]",4,0.06,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6916171835184,16 Curry,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,10,10,0,2025-12-14,2025-12-14,1,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6916172137384,17 Lebrone,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,13-17,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,0,0,0,2025-12-14,2025-12-14,1,1,,,,,1,0,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6916172137384,17 Lebrone,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,13.333333,13.333333,0,2025-12-14,2025-12-14,1,3,,,,,3,0.04,,2,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6916172137384,17 Lebrone,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.06,0.06,,,0.06,,12,12,0,2025-12-14,2025-12-14,1,5,,,,,5,0.06,1,3,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6916172137384,17 Lebrone,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,10,10,0,2025-12-14,2025-12-14,1,3,,,,,3,0.03,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6917461954984,04 Morgan_Gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-14,2025-12-14,1,2,,,,,2,0.02,,1,,,,
,3,,,4,1,1,3,,,,,,,,,46,,46,,,,42,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,4,,0.45,"[{'action_type': 'outbound_click', 'value': '0.45'}]",0.45,1.8,0.6,,0.03913,0.03913,,,0.042857,0.45,14.634146,15.12605,3.252033,2025-12-14,2025-12-14,1.033613,123,3.252033,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '3.252033'}]",119,1.8,4,3,4,36,23,17
,13,1,,19,4,4,13,,,3,,,1,,,585,1,585,5,4,,561,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,20,"[{'action_type': 'subscribe_mobile_app', 'value': '18.37'}, {'action_type': 'subscribe_total', 'value': '18.37'}, {'action_type': 'start_trial_mobile_app', 'value': '18.37'}, {'action_type': 'start_trial_total', 'value': '18.37'}]",0.966842,"[{'action_type': 'outbound_click', 'value': '0.966842'}]",0.966842,4.5925,1.413077,,0.031402,0.031402,3.674,,0.032745,0.9185,9.892299,9.892299,1.077006,2025-12-14,2025-12-14,1,1857,1.023156,19,"[{'action_type': 'outbound_click', 'value': '19'}]","[{'action_type': 'outbound_click', 'value': '1.023156'}]",1857,18.37,36,5,37,490,233,144
,97,1,,56,11,11,97,,,7,,,,,,1545,,1545,7,7,,1482,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,54,"[{'action_type': 'subscribe_mobile_app', 'value': '47.27'}, {'action_type': 'subscribe_total', 'value': '47.27'}, {'action_type': 'start_trial_mobile_app', 'value': '47.27'}, {'action_type': 'start_trial_total', 'value': '47.27'}]",0.844107,"[{'action_type': 'outbound_click', 'value': '0.844107'}]",0.844107,4.297273,0.48732,,0.030595,0.030595,6.752857,,0.031896,0.87537,11.070258,11.401351,1.264637,2025-12-14,2025-12-14,1.029908,4270,1.311475,56,"[{'action_type': 'outbound_click', 'value': '56'}]","[{'action_type': 'outbound_click', 'value': '1.311475'}]",4146,47.27,136,4,128,1338,659,394
,146,1,1,27,14,14,146,,,8,,,,,,929,,929,9,8,,893,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,27,"[{'action_type': 'subscribe_mobile_app', 'value': '7.8975'}, {'action_type': 'subscribe_total', 'value': '7.8975'}, {'action_type': 'start_trial_mobile_app', 'value': '10.53'}, {'action_type': 'start_trial_total', 'value': '10.53'}]",1.17,"[{'action_type': 'outbound_click', 'value': '1.17'}]",1.17,2.256429,0.21637,,0.034004,0.034004,3.51,,0.035375,1.17,14.631774,15.372263,1.250579,2025-12-14,2025-12-14,1.050608,2159,1.250579,27,"[{'action_type': 'outbound_click', 'value': '27'}]","[{'action_type': 'outbound_click', 'value': '1.250579'}]",2055,31.59,69,4,61,810,415,243
,10,1,,3,1,1,10,,,2,,,,,,129,,129,2,2,,124,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,3,,1.5,"[{'action_type': 'outbound_click', 'value': '1.5'}]",1.5,4.5,0.45,,0.034884,0.034884,2.25,,0.03629,1.5,17.857143,17.928287,1.190476,2025-12-14,2025-12-14,1.003984,252,1.190476,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.190476'}]",251,4.5,17,5,17,110,68,44
,,,,1,,,,,,,,,,,,38,,38,,,,37,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,65+,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,1.24,"[{'action_type': 'outbound_click', 'value': '1.24'}]",1.24,,,,0.032632,0.032632,,,0.033514,1.24,15.696203,16.533333,1.265823,2025-12-14,2025-12-14,1.053333,79,1.265823,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.265823'}]",75,1.24,4,5,4,34,18,12
,,,,,,,,,,,,,,,,,,,,,,,,6917505479784,06 fbg og - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-12-14,2025-12-14,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6917505479784,06 fbg og - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.08,0.08,,,0.08,,26.666667,26.666667,0,2025-12-14,2025-12-14,1,3,,,,,3,0.08,,3,,1,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6917505479784,06 fbg og - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.09,0.09,,,0.09,,30,30,0,2025-12-14,2025-12-14,1,3,,,,,3,0.09,1,9,1,1,1,1
,,,,,,,,,,,,,,,,1,,1,,,,1,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,13-17,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-14,2025-12-14,1,1,,,,,1,0,,3,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.05,0.05,,,0.05,,12.5,12.5,0,2025-12-14,2025-12-14,1,4,,,,,4,0.05,,2,,1,,
,,,,,,,,,,,,,,,,16,,16,,,,16,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.070625,0.070625,,,0.070625,,21.320755,22.156863,0,2025-12-14,2025-12-14,1.039216,53,,,,,51,1.13,3,5,3,14,4,3
,1,,,1,1,1,1,,,,,,,,,27,,27,,,,26,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,1.47,"[{'action_type': 'outbound_click', 'value': '1.47'}]",1.47,1.47,1.47,,0.054444,0.054444,,,0.056538,1.47,16.333333,17.710843,1.111111,2025-12-14,2025-12-14,1.084337,90,1.111111,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.111111'}]",83,1.47,2,3,2,23,15,7
,1,,,1,,,1,,,,,,,,,17,,17,,,,16,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.89,"[{'action_type': 'outbound_click', 'value': '0.89'}]",0.89,,0.89,,0.052353,0.052353,,,0.055625,0.89,19.347826,20.697674,2.173913,2025-12-14,2025-12-14,1.069767,46,2.173913,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.173913'}]",43,0.89,3,3,4,10,5,4
,,,,,,,,,,,,,,,,,,,,,,,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,21.666667,21.666667,0,2025-12-14,2025-12-14,1,6,,,,,6,0.13,,1,,,,
,,,,,,,,,,,,,,,,15,,15,,,,15,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,13-17,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.002667,0.002667,,,0.002667,,0.8,1,0,2025-12-14,2025-12-14,1.25,50,,,,,40,0.04,,3,,11,4,2
,,,,,,,,,,,,,,,,6,,6,,,,6,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.055,0.055,,,0.055,,10,10,0,2025-12-14,2025-12-14,1,33,,,,,33,0.33,,2,,6,5,2
,27,,,7,1,1,27,,,,,,,,,199,,199,,,,192,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,7,,0.984286,"[{'action_type': 'outbound_click', 'value': '0.984286'}]",0.984286,6.89,0.255185,,0.034623,0.034623,,,0.035885,0.984286,10.6,10.901899,1.076923,2025-12-14,2025-12-14,1.028481,650,1.076923,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '1.076923'}]",632,6.89,18,3,17,158,85,52
,75,,1,14,10,10,75,,,6,,,,,,528,,528,7,6,,507,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,15,"[{'action_type': 'subscribe_mobile_app', 'value': '19.37'}, {'action_type': 'subscribe_total', 'value': '19.37'}, {'action_type': 'start_trial_mobile_app', 'value': '19.37'}, {'action_type': 'start_trial_total', 'value': '19.37'}]",1.383571,"[{'action_type': 'outbound_click', 'value': '1.383571'}]",1.383571,1.937,0.258267,,0.036686,0.036686,2.767143,,0.038205,1.291333,12.128992,12.144201,0.939261,2025-12-14,2025-12-14,1.001254,1597,0.876644,14,"[{'action_type': 'outbound_click', 'value': '14'}]","[{'action_type': 'outbound_click', 'value': '0.876644'}]",1595,19.37,29,4,28,442,194,88
,199,,,16,14,14,199,,,4,,,1,,,390,,390,5,5,,369,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,17,"[{'action_type': 'subscribe_mobile_app', 'value': '4.676667'}, {'action_type': 'subscribe_total', 'value': '4.676667'}, {'action_type': 'start_trial_mobile_app', 'value': '4.676667'}, {'action_type': 'start_trial_total', 'value': '4.676667'}]",0.876875,"[{'action_type': 'outbound_click', 'value': '0.876875'}]",0.876875,1.002143,0.070503,,0.035974,0.035974,2.806,,0.038022,0.825294,15.266594,15.871041,1.849837,2025-12-14,2025-12-14,1.039593,919,1.741023,16,"[{'action_type': 'outbound_click', 'value': '16'}]","[{'action_type': 'outbound_click', 'value': '1.741023'}]",884,14.03,33,4,32,319,159,86
,6,,,2,,,6,,,,,,,,,42,,42,,,,40,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,2,,0.77,"[{'action_type': 'outbound_click', 'value': '0.77'}]",0.77,,0.256667,,0.036667,0.036667,,,0.0385,0.77,16.73913,17.303371,2.173913,2025-12-14,2025-12-14,1.033708,92,2.173913,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.173913'}]",89,1.54,5,5,5,36,18,8
,,,,,,,,,,,,,,,,4,,4,,,,4,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,65+,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.0475,0.0475,,,0.0475,,12.666667,13.571429,0,2025-12-14,2025-12-14,1.071429,15,,,,,14,0.19,,3,,4,,
,,,,,,,,,,,,,,,,5,,5,,,,5,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,13-17,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.01,0.01,,,0.01,,1.470588,2.083333,0,2025-12-14,2025-12-14,1.416667,34,,,,,24,0.05,1,3,1,5,2,2
,,,,,,,,,,,,,,,,10,,10,,,,10,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.046,0.046,,,0.046,,10,10.697674,0,2025-12-14,2025-12-14,1.069767,46,,,,,43,0.46,2,3,2,10,5,3
,5,,,3,,,5,,,4,,,,,,146,,146,4,4,,139,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,5,,2.146667,"[{'action_type': 'outbound_click', 'value': '2.146667'}]",2.146667,,1.288,,0.04411,0.04411,1.61,,0.046331,1.288,11.520572,11.992551,0.894454,2025-12-14,2025-12-14,1.040968,559,0.536673,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.536673'}]",537,6.44,11,3,10,131,60,34
,171,,,21,11,11,171,,,4,,,,,,649,1,649,5,4,,623,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,24,"[{'action_type': 'subscribe_mobile_app', 'value': '9.37'}, {'action_type': 'subscribe_total', 'value': '9.37'}, {'action_type': 'start_trial_mobile_app', 'value': '5.622'}, {'action_type': 'start_trial_total', 'value': '5.622'}]",1.338571,"[{'action_type': 'outbound_click', 'value': '1.4055'}]",1.338571,2.555455,0.164386,,0.043313,0.043313,5.622,,0.04512,1.17125,13.826857,14.189803,1.180521,2025-12-14,2025-12-14,1.026249,2033,1.032956,21,"[{'action_type': 'outbound_click', 'value': '20'}]","[{'action_type': 'outbound_click', 'value': '0.983768'}]",1981,28.11,68,4,64,576,263,160
,212,,,23,18,18,212,,,4,,,,,,435,,435,4,4,,408,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,24,"[{'action_type': 'subscribe_mobile_app', 'value': '2.698571'}, {'action_type': 'subscribe_total', 'value': '2.698571'}, {'action_type': 'start_trial_mobile_app', 'value': '3.148333'}, {'action_type': 'start_trial_total', 'value': '3.148333'}]",0.821304,"[{'action_type': 'outbound_click', 'value': '0.821304'}]",0.821304,1.049444,0.089104,,0.043425,0.043425,4.7225,,0.046299,0.787083,18.59252,19.494324,2.362205,2025-12-14,2025-12-14,1.048504,1016,2.26378,23,"[{'action_type': 'outbound_click', 'value': '23'}]","[{'action_type': 'outbound_click', 'value': '2.26378'}]",969,18.89,39,4,37,374,198,128
,,,,1,,,,,,,,,,,,43,,43,,,,42,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,1.83,"[{'action_type': 'outbound_click', 'value': '1.83'}]",1.83,,,,0.042558,0.042558,,,0.043571,1.83,18.865979,19.0625,1.030928,2025-12-14,2025-12-14,1.010417,97,1.030928,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.030928'}]",96,1.83,2,4,2,38,14,9
,,,,,,,,,,,,,,,,8,,8,,,,8,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,65+,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.04625,0.04625,,,0.04625,,18.5,18.5,0,2025-12-14,2025-12-14,1,20,,,,,20,0.37,2,4,2,7,6,3
,,,,,,,,,,,,,,,,1,,1,,,,1,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,Unknown,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-14,2025-12-14,1,1,,,,,1,0.01,,6,,1,,
,,,,,,,,,,,,,,,,3,,3,,,,3,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.073333,0.073333,,,0.073333,,18.333333,18.333333,0,2025-12-14,2025-12-14,1,12,,,,,12,0.22,,3,,3,1,1
,4,,,1,,,4,,,,,,,,,38,,38,,,,37,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),25-34,6920965699384,FB_iOS_Purchase_Rap_251203,1,,1.96,"[{'action_type': 'outbound_click', 'value': '1.96'}]",1.96,,0.49,,0.051579,0.051579,,,0.052973,1.96,18.148148,18.666667,0.925926,2025-12-14,2025-12-14,1.028571,108,0.925926,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.925926'}]",105,1.96,3,3,3,31,14,8
,104,1,,9,8,8,104,,,1,,,,,,251,,251,1,1,,241,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),35-44,6920965699384,FB_iOS_Purchase_Rap_251203,10,"[{'action_type': 'subscribe_mobile_app', 'value': '6.805'}, {'action_type': 'subscribe_total', 'value': '6.805'}, {'action_type': 'start_trial_mobile_app', 'value': '6.805'}, {'action_type': 'start_trial_total', 'value': '6.805'}]",1.512222,"[{'action_type': 'outbound_click', 'value': '1.512222'}]",1.512222,1.70125,0.130865,,0.054223,0.054223,13.61,,0.056473,1.361,19.415121,19.470672,1.426534,2025-12-14,2025-12-14,1.002861,701,1.28388,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '1.28388'}]",699,13.61,24,3,24,202,105,59
