action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,3,,,3,,,3,,,,,,,15,,15,,,,12,,6920202402984,06_green hair_Big energy,6920175379584,Test_F_BigEnergy,45-54,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,2,,0.11,"[{'action_type': 'outbound_click', 'value': '0.11'}]",0.11,,0.11,,0.022,0.022,,,0.0275,0.165,9.705882,10.3125,5.882353,2025-12-04,2025-12-04,1.0625,34,8.823529,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '8.823529'}]",32,0.33,3,5,3,10,8,6
,,,,1,,,,,,,,,,4,,4,,,,3,,6920202402984,06_green hair_Big energy,6920175379584,Test_F_BigEnergy,55-64,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,0.13,"[{'action_type': 'outbound_click', 'value': '0.13'}]",0.13,,,,0.0325,0.0325,,,0.043333,0.13,10,10.833333,7.692308,2025-12-04,2025-12-04,1.083333,13,7.692308,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '7.692308'}]",12,0.13,1,4,1,2,1,1
,,,,,,,,,,,,,,,,,,,,,,6920202402984,06_green hair_Big energy,6920175379584,Test_F_BigEnergy,65+,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,5,5,0,2025-12-04,2025-12-04,1,4,,,,,4,0.02,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6920208797384,07_nose ring_Big energy,6920175379584,Test_F_BigEnergy,45-54,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,1,3,,,,,3,0.03,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6920210655784,08_Red dress_Big energy,6920175379584,Test_F_BigEnergy,18-24,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,0,0,0,2025-12-04,2025-12-04,1,1,,,,,1,0,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920210745384,09_red lipstick_Big energy,6920175379584,Test_F_BigEnergy,18-24,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-04,2025-12-04,1,1,,,,,1,0.01,,5,,1,,
,,,,,,,,,,,,,,,,,,,,,,6920210745384,09_red lipstick_Big energy,6920175379584,Test_F_BigEnergy,25-34,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,20,20,0,2025-12-04,2025-12-04,1,1,,,,,1,0.02,,3,,,,
,,,,,,,,,,,,,,,,,,,,,,6920210745384,09_red lipstick_Big energy,6920175379584,Test_F_BigEnergy,35-44,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,30,30,0,2025-12-04,2025-12-04,1,1,,,,,1,0.03,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6920210745384,09_red lipstick_Big energy,6920175379584,Test_F_BigEnergy,45-54,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,13.333333,13.333333,0,2025-12-04,2025-12-04,1,3,,,,,3,0.04,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,6920210745384,09_red lipstick_Big energy,6920175379584,Test_F_BigEnergy,55-64,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,20,20,0,2025-12-04,2025-12-04,1,1,,,,,1,0.02,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920210745384,09_red lipstick_Big energy,6920175379584,Test_F_BigEnergy,65+,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.06,0.06,,,0.06,,20,20,0,2025-12-04,2025-12-04,1,3,,,,,3,0.06,,4,,1,1,
,,,,,,,,,,,,,,2,,2,,,,2,,6920210890384,10_Red pants_Big energy,6920175379584,Test_F_BigEnergy,25-34,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.025,0.025,,,0.025,,25,25,0,2025-12-04,2025-12-04,1,2,,,,,2,0.05,,5,,2,,
,,,,,,,,,,,,,,,,,,,,,,6920211228384,01_black4_I like it,6920211227584,Test_F_ILikeIt,18-24,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,15,15,0,2025-12-04,2025-12-04,1,2,,,,,2,0.03,,3,,,,
,,,,,,,,,,,,,,2,,2,,,,2,,6920211228384,01_black4_I like it,6920211227584,Test_F_ILikeIt,25-34,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-04,2025-12-04,1,4,,,,,4,0.04,,5,,2,2,1
,,,,,,,,,,,,,,1,,1,,,,1,,6920211228384,01_black4_I like it,6920211227584,Test_F_ILikeIt,35-44,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.04,0.04,,,0.04,,10,13.333333,0,2025-12-04,2025-12-04,1.333333,4,,,,,3,0.04,,2,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920211228384,01_black4_I like it,6920211227584,Test_F_ILikeIt,45-54,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.09,0.09,,,0.09,,30,30,0,2025-12-04,2025-12-04,1,3,,,,,3,0.09,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,6920211228384,01_black4_I like it,6920211227584,Test_F_ILikeIt,55-64,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,10,20,0,2025-12-04,2025-12-04,2,2,,,,,1,0.02,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920211228384,01_black4_I like it,6920211227584,Test_F_ILikeIt,65+,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.1,0.1,,,0.1,,100,100,0,2025-12-04,2025-12-04,1,1,,,,,1,0.1,,3,,,,
,2,,,1,,,2,,,,,,,2,,2,,,,1,,6920212936384,02_blackNew_I like it,6920211227584,Test_F_ILikeIt,18-24,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,0.13,"[{'action_type': 'outbound_click', 'value': '0.13'}]",0.13,,0.065,,0.065,0.065,,,0.13,0.13,32.5,32.5,25,2025-12-04,2025-12-04,1,4,25,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '25'}]",4,0.13,,3,,1,1,
,,,,,,,,,,,,,,1,,1,,,,1,,6920212936384,02_blackNew_I like it,6920211227584,Test_F_ILikeIt,25-34,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.24,0.24,,,0.24,,40,40,0,2025-12-04,2025-12-04,1,6,,,,,6,0.24,,1,,1,,
,,,,,,,,,,,,,,5,,5,,,,5,,6920212936384,02_blackNew_I like it,6920211227584,Test_F_ILikeIt,35-44,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.05,0.05,,,0.05,,20.833333,20.833333,0,2025-12-04,2025-12-04,1,12,,,,,12,0.25,1,5,1,5,4,2
,,,,,,,,,,,,,,6,,6,,,,6,,6920212936384,02_blackNew_I like it,6920211227584,Test_F_ILikeIt,45-54,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.063333,0.063333,,,0.063333,,20,20,0,2025-12-04,2025-12-04,1,19,,,,,19,0.38,,3,,4,1,
,,,,,,,,,,,,,,9,,9,,,,9,,6920212936384,02_blackNew_I like it,6920211227584,Test_F_ILikeIt,55-64,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.045556,0.045556,,,0.045556,,17.083333,17.083333,0,2025-12-04,2025-12-04,1,24,,,,,24,0.41,1,4,1,8,4,4
,,,,1,,,,,,,,,,4,,4,,,,3,,6920212936384,02_blackNew_I like it,6920211227584,Test_F_ILikeIt,65+,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,0.84,"[{'action_type': 'outbound_click', 'value': '0.84'}]",0.84,,,,0.21,0.21,,,0.28,0.84,76.363636,84,9.090909,2025-12-04,2025-12-04,1.1,11,9.090909,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '9.090909'}]",10,0.84,,3,,3,3,1
,,,,,,,,,,,,,,5,,5,,,,5,,6920213202984,03_blackbodysuit_I like it,6920211227584,Test_F_ILikeIt,18-24,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.03,0.03,,,0.03,,10.714286,11.538462,0,2025-12-04,2025-12-04,1.076923,14,,,,,13,0.15,1,4,1,4,3,3
,,,,,,,,,,,,,,22,,22,,,,22,,6920213202984,03_blackbodysuit_I like it,6920211227584,Test_F_ILikeIt,25-34,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.050455,0.050455,,,0.050455,,18.196721,18.5,0,2025-12-04,2025-12-04,1.016667,61,,,,,60,1.11,3,3,3,22,8,6
,2,,,2,,,2,,,,,,,91,,91,2,2,,87,,6920213202984,03_blackbodysuit_I like it,6920211227584,Test_F_ILikeIt,35-44,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,2,,1.68,"[{'action_type': 'outbound_click', 'value': '1.68'}]",1.68,,1.68,,0.036923,0.036923,1.68,,0.038621,1.68,13.770492,14.608696,0.819672,2025-12-04,2025-12-04,1.06087,244,0.819672,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.819672'}]",230,3.36,20,4,18,86,50,34
,12,,,8,4,4,12,,,,,,,312,,312,3,3,,301,,6920213202984,03_blackbodysuit_I like it,6920211227584,Test_F_ILikeIt,45-54,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,8,,1.325,"[{'action_type': 'outbound_click', 'value': '1.325'}]",1.325,2.65,0.883333,,0.033974,0.033974,3.533333,,0.035216,1.325,14.950635,15.474453,1.12835,2025-12-04,2025-12-04,1.035037,709,1.12835,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '1.12835'}]",685,10.6,68,5,65,268,155,123
,53,,,7,3,3,53,,,,,,,367,1,367,7,6,,353,,6920213202984,03_blackbodysuit_I like it,6920211227584,Test_F_ILikeIt,55-64,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,7,,1.98,"[{'action_type': 'outbound_click', 'value': '1.98'}]",1.98,4.62,0.261509,,0.037766,0.037766,1.98,,0.039263,1.98,19.090909,20.77961,0.964187,2025-12-04,2025-12-04,1.088456,726,0.964187,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '0.964187'}]",667,13.86,78,5,72,326,201,146
,4,,,4,,,4,,,,,,,98,,98,,,,94,,6920213202984,03_blackbodysuit_I like it,6920211227584,Test_F_ILikeIt,65+,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,4,,0.885,"[{'action_type': 'outbound_click', 'value': '1.18'}]",0.885,,0.885,,0.036122,0.036122,,,0.03766,0.885,20.946746,22.264151,2.366864,2025-12-04,2025-12-04,1.062893,169,2.366864,4,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.775148'}]",159,3.54,24,6,23,85,52,43
,1,,,,,,1,,,,,,,2,,2,,,,2,,6920213414184,04_fbg_I like it,6920211227584,Test_F_ILikeIt,18-24,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,0.09,,0.045,0.045,,,0.045,,5.625,5.625,0,2025-12-04,2025-12-04,1,16,,,,,16,0.09,2,3,2,2,2,2
,2,,,,,,2,,,,,,,19,,19,,,,19,,6920213414184,04_fbg_I like it,6920211227584,Test_F_ILikeIt,25-34,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,0.42,,0.044211,0.044211,,,0.044211,,12.173913,12.537313,0,2025-12-04,2025-12-04,1.029851,69,,,,,67,0.84,,3,,19,10,6
,7,,,1,2,2,7,,,,,,,69,,69,1,1,,67,,6920213414184,04_fbg_I like it,6920211227584,Test_F_ILikeIt,35-44,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,2.45,"[{'action_type': 'outbound_click', 'value': '2.45'}]",2.45,1.225,0.35,,0.035507,0.035507,2.45,,0.036567,2.45,10.986547,11.136364,0.44843,2025-12-04,2025-12-04,1.013636,223,0.44843,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.44843'}]",220,2.45,10,5,10,56,28,20
,11,,,4,1,1,11,,,,,,,112,,112,,,,108,,6920213414184,04_fbg_I like it,6920211227584,Test_F_ILikeIt,45-54,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,4,,1,"[{'action_type': 'outbound_click', 'value': '1'}]",1,4,0.363636,,0.035714,0.035714,,,0.037037,1,12.987013,13.422819,1.298701,2025-12-04,2025-12-04,1.033557,308,1.298701,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.298701'}]",298,4,12,4,12,99,53,38
,14,,,3,1,1,14,,,,,,,69,,69,2,2,,64,,6920213414184,04_fbg_I like it,6920211227584,Test_F_ILikeIt,55-64,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,3,,0.836667,"[{'action_type': 'outbound_click', 'value': '0.836667'}]",0.836667,2.51,0.179286,,0.036377,0.036377,1.255,,0.039219,0.836667,14.261364,14.678363,1.704545,2025-12-04,2025-12-04,1.02924,176,1.704545,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.704545'}]",171,2.51,9,3,7,53,25,18
,,,,,,,,,,,,,,4,,4,,,,4,,6920213414184,04_fbg_I like it,6920211227584,Test_F_ILikeIt,65+,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.1275,0.1275,,,0.1275,,19.615385,19.615385,0,2025-12-04,2025-12-04,1,26,,,,,26,0.51,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,6920213932984,05_greendress_I like it,6920211227584,Test_F_ILikeIt,18-24,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,0,0,0,2025-12-04,2025-12-04,1,1,,,,,1,0,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6920213932984,05_greendress_I like it,6920211227584,Test_F_ILikeIt,25-34,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,15,15,0,2025-12-04,2025-12-04,1,2,,,,,2,0.03,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920213932984,05_greendress_I like it,6920211227584,Test_F_ILikeIt,35-44,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.13,0.13,,,0.13,,9.285714,9.285714,0,2025-12-04,2025-12-04,1,14,,,,,14,0.13,,2,,1,1,
,,,,,,,,,,,,,,6,,6,,,,6,,6920213932984,05_greendress_I like it,6920211227584,Test_F_ILikeIt,45-54,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.028333,0.028333,,,0.028333,,10,12.142857,0,2025-12-04,2025-12-04,1.214286,17,,,,,14,0.17,2,4,2,6,3,2
,,,,,,,,,,,,,,10,,10,,,,10,,6920213932984,05_greendress_I like it,6920211227584,Test_F_ILikeIt,55-64,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.026,0.026,,,0.026,,11.304348,11.304348,0,2025-12-04,2025-12-04,1,23,,,,,23,0.26,,3,,9,2,1
,,,,,,,,,,,,,,2,,2,,,,2,,6920213932984,05_greendress_I like it,6920211227584,Test_F_ILikeIt,65+,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.03,0.03,,,0.03,,12,12,0,2025-12-04,2025-12-04,1,5,,,,,5,0.06,1,5,,2,1,1
,,,,,,,,,,,,,,2,,2,,,,2,,6920214222584,06_green hair_I like it,6920211227584,Test_F_ILikeIt,18-24,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.11,0.11,,,0.11,,12.941176,13.75,0,2025-12-04,2025-12-04,1.0625,17,,,,,16,0.22,1,2,1,1,1,1
,,,,,,,,,,,,,,14,,14,,,,14,,6920214222584,06_green hair_I like it,6920211227584,Test_F_ILikeIt,25-34,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.027143,0.027143,,,0.027143,,12.258065,12.258065,0,2025-12-04,2025-12-04,1,31,,,,,31,0.38,,3,,13,5,1
,,,,,,,,,,,,,,15,,15,,,,15,,6920214222584,06_green hair_I like it,6920211227584,Test_F_ILikeIt,35-44,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.033333,0.033333,,,0.033333,,13.513514,13.888889,0,2025-12-04,2025-12-04,1.027778,37,,,,,36,0.5,3,5,3,15,12,6
,,,,1,,,,,,,,,,15,,15,,,,14,,6920214222584,06_green hair_I like it,6920211227584,Test_F_ILikeIt,45-54,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,0.34,"[{'action_type': 'outbound_click', 'value': '0.34'}]",0.34,,,,0.022667,0.022667,,,0.024286,0.34,12.142857,12.142857,3.571429,2025-12-04,2025-12-04,1,28,3.571429,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.571429'}]",28,0.34,2,5,2,13,7,5
,,,,,,,,,,,,,,4,,4,,,,4,,6920214222584,06_green hair_I like it,6920211227584,Test_F_ILikeIt,55-64,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.0975,0.0975,,,0.0975,,26,26,0,2025-12-04,2025-12-04,1,15,,,,,15,0.39,1,5,1,4,3,2
,,,,,,,,,,,,,,,,,,,,,,6920214222584,06_green hair_I like it,6920211227584,Test_F_ILikeIt,65+,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,20,40,0,2025-12-04,2025-12-04,2,2,,,,,1,0.04,,1,,,,
,,,,5,,,,,,,,3,,170,,170,7,7,,158,,6920215275984,07_nose ring_I like it,6920211227584,Test_F_ILikeIt,18-24,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,6,,0.044,"[{'action_type': 'outbound_click', 'value': '0.044'}]",0.044,,,,0.001294,0.001294,0.031429,,0.001392,0.036667,0.177419,0.209324,0.483871,2025-12-04,2025-12-04,1.179829,1240,0.403226,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '0.403226'}]",1051,0.22,15,2,15,139,88,47
,,,,3,,,,,,,,1,,207,,207,5,5,,199,,6920215275984,07_nose ring_I like it,6920211227584,Test_F_ILikeIt,25-34,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,6,,0.326667,"[{'action_type': 'outbound_click', 'value': '0.326667'}]",0.326667,,,,0.004734,0.004734,0.196,,0.004925,0.163333,0.771046,0.859649,0.472069,2025-12-04,2025-12-04,1.114912,1271,0.236035,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.236035'}]",1140,0.98,20,2,20,184,109,59
,20,,,7,2,2,20,,,,,2,,188,,188,3,3,,178,,6920215275984,07_nose ring_I like it,6920211227584,Test_F_ILikeIt,35-44,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,6,,0.704286,"[{'action_type': 'outbound_click', 'value': '0.704286'}]",0.704286,2.465,0.2465,,0.026223,0.026223,1.643333,,0.027697,0.821667,7.76378,8.370119,0.944882,2025-12-04,2025-12-04,1.078098,635,1.102362,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '1.102362'}]",589,4.93,16,4,15,154,92,56
,41,,,8,3,3,41,,,,,,,285,,285,3,3,,274,,6920215275984,07_nose ring_I like it,6920211227584,Test_F_ILikeIt,45-54,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,8,,1.10625,"[{'action_type': 'outbound_click', 'value': '1.10625'}]",1.10625,2.95,0.215854,,0.031053,0.031053,2.95,,0.032299,1.10625,11.706349,12.343096,1.058201,2025-12-04,2025-12-04,1.054393,756,1.058201,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '1.058201'}]",717,8.85,15,4,14,236,132,74
,6,,,1,2,2,6,,,,,,,132,,132,1,1,,130,,6920215275984,07_nose ring_I like it,6920211227584,Test_F_ILikeIt,55-64,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,4.91,"[{'action_type': 'outbound_click', 'value': '4.91'}]",4.91,2.455,0.818333,,0.037197,0.037197,4.91,,0.037769,4.91,13.909348,14.569733,0.283286,2025-12-04,2025-12-04,1.047478,353,0.283286,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.283286'}]",337,4.91,10,3,10,112,50,29
,2,,,2,,,2,,,,,,,44,,44,1,1,,41,,6920215275984,07_nose ring_I like it,6920211227584,Test_F_ILikeIt,65+,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,2,,0.575,"[{'action_type': 'outbound_click', 'value': '0.575'}]",0.575,,0.575,,0.026136,0.026136,1.15,,0.028049,0.575,11.165049,12.5,1.941748,2025-12-04,2025-12-04,1.119565,103,1.941748,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.941748'}]",92,1.15,7,5,6,39,24,15
,,,,,,,,,,,,,,1,,1,,,,1,,6920215545784,08_Red dress_I like it,6920211227584,Test_F_ILikeIt,25-34,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.11,0.11,,,0.11,,15.714286,15.714286,0,2025-12-04,2025-12-04,1,7,,,,,7,0.11,,2,,1,1,
,,,,1,,,,,,,,,,7,,7,,,,6,,6920215545784,08_Red dress_I like it,6920211227584,Test_F_ILikeIt,35-44,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,0.34,"[{'action_type': 'outbound_click', 'value': '0.34'}]",0.34,,,,0.048571,0.048571,,,0.056667,0.34,9.714286,11.333333,2.857143,2025-12-04,2025-12-04,1.166667,35,2.857143,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.857143'}]",30,0.34,3,3,3,5,4,3
,,,,2,,,,,,,,,,33,,33,,,,31,,6920215545784,08_Red dress_I like it,6920211227584,Test_F_ILikeIt,45-54,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,2,,0.665,"[{'action_type': 'outbound_click', 'value': '0.665'}]",0.665,,,,0.040303,0.040303,,,0.042903,0.665,14.94382,15.287356,2.247191,2025-12-04,2025-12-04,1.022989,89,2.247191,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.247191'}]",87,1.33,3,3,3,26,12,4
,,,,,,,,,,,,,,36,,36,1,1,,35,,6920215545784,08_Red dress_I like it,6920211227584,Test_F_ILikeIt,55-64,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.036111,0.036111,1.3,,0.037143,,15.853659,16.049383,0,2025-12-04,2025-12-04,1.012346,82,,,,,81,1.3,4,4,4,27,14,12
,,,,,,,,,,,,,,8,,8,,,,8,,6920215545784,08_Red dress_I like it,6920211227584,Test_F_ILikeIt,65+,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.04375,0.04375,,,0.04375,,14.583333,15.217391,0,2025-12-04,2025-12-04,1.043478,24,,,,,23,0.35,,3,,8,4,
,,,,,,,,,,,,,,1,,1,,,,1,,6920215745784,09_red lipstick_I like it,6920211227584,Test_F_ILikeIt,18-24,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.03,0.03,,,0.03,,6,6,0,2025-12-04,2025-12-04,1,5,,,,,5,0.03,,2,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920215745784,09_red lipstick_I like it,6920211227584,Test_F_ILikeIt,25-34,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.13,0.13,,,0.13,,10.833333,14.444444,0,2025-12-04,2025-12-04,1.333333,12,,,,,9,0.13,1,7,1,1,1,1
,,,,,,,,,,,,,,10,,10,,,,10,,6920215745784,09_red lipstick_I like it,6920211227584,Test_F_ILikeIt,35-44,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.032,0.032,,,0.032,,9.142857,10,0,2025-12-04,2025-12-04,1.09375,35,,,,,32,0.32,,2,,7,2,1
,,,,,,,,,,,,,,4,,4,,,,4,,6920215745784,09_red lipstick_I like it,6920211227584,Test_F_ILikeIt,45-54,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.0675,0.0675,,,0.0675,,10.8,10.8,0,2025-12-04,2025-12-04,1,25,,,,,25,0.27,2,4,2,4,3,3
,2,,,1,,,2,,,,,,,7,,7,,,,6,,6920215745784,09_red lipstick_I like it,6920211227584,Test_F_ILikeIt,55-64,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,0.24,"[{'action_type': 'outbound_click', 'value': '0.24'}]",0.24,,0.12,,0.034286,0.034286,,,0.04,0.24,17.142857,17.142857,7.142857,2025-12-04,2025-12-04,1,14,7.142857,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '7.142857'}]",14,0.24,2,4,2,6,2,2
,,,,,,,,,,,,,,2,,2,,,,2,,6920215745784,09_red lipstick_I like it,6920211227584,Test_F_ILikeIt,65+,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.1,0.1,,,0.1,,40,40,0,2025-12-04,2025-12-04,1,5,,,,,5,0.2,1,8,1,1,1,1
,,,,,,,,,,,,,,4,,4,,,,4,,6920216268184,10_Red pants_I like it,6920211227584,Test_F_ILikeIt,18-24,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.0275,0.0275,,,0.0275,,13.75,13.75,0,2025-12-04,2025-12-04,1,8,,,,,8,0.11,1,5,1,4,3,1
