action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,conversion_rate_ranking,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,engagement_rate_ranking,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,quality_ranking,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,1,,1,,,,1,,6920996505784,09_red lipstick_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,UNKNOWN,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-12-09,2025-12-09,UNKNOWN,1,2,,,,,UNKNOWN,2,0.03,,2,,,,
1,736,3,1,147,43,43,736,1,1,48,3,3,1,1,3894,3,3894,56,49,1,3691,1,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,148,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '17.161667'}, {'action_type': 'subscribe_total', 'value': '17.161667'}, {'action_type': 'start_trial_mobile_app', 'value': '15.841538'}, {'action_type': 'start_trial_total', 'value': '15.841538'}]",1.400952,"[{'action_type': 'outbound_click', 'value': '1.400952'}]",1.400952,4.789302,0.27981,205.94,0.052886,0.052886,3.6775,205.94,0.055795,1.391486,24.625135,26.429671,1.7697,2025-12-09,2025-12-09,ABOVE_AVERAGE,1.07328,8363,1.757742,147,"[{'action_type': 'outbound_click', 'value': '147'}]","[{'action_type': 'outbound_click', 'value': '1.757742'}]",AVERAGE,7792,205.94,457,5,434,3320,1969,1353
,,,,2,,,,,,,,,,,15,,15,,,,13,,6920999336384,08_Red dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,2,UNKNOWN,,0.805,"[{'action_type': 'outbound_click', 'value': '0.805'}]",0.805,,,,0.107333,0.107333,,,0.123846,0.805,32.2,33.541667,4,2025-12-09,2025-12-09,UNKNOWN,1.041667,50,4,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '4'}]",UNKNOWN,48,1.61,1,3,1,12,9,6
,,,,2,,,,,,,,,,,4,,4,,,,2,,6920999336584,09_red lipstick_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,2,UNKNOWN,,0.095,"[{'action_type': 'outbound_click', 'value': '0.095'}]",0.095,,,,0.0475,0.0475,,,0.095,0.095,27.142857,31.666667,28.571429,2025-12-09,2025-12-09,UNKNOWN,1.166667,7,28.571429,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '28.571429'}]",UNKNOWN,6,0.19,1,8,1,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,6920999336784,05_greendress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,UNKNOWN,,,,,,,,,,,,,,20,20,0,2025-12-09,2025-12-09,UNKNOWN,1,1,,,,,UNKNOWN,1,0.02,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920999336984,03_blackbodysuit_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,UNKNOWN,,,,,,,,,,,,,,20,20,0,2025-12-09,2025-12-09,UNKNOWN,1,1,,,,,UNKNOWN,1,0.02,,2,,,,
,334,2,2,88,35,35,334,,,31,2,2,,,2606,2,2606,37,31,,2481,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,92,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '30.4'}, {'action_type': 'subscribe_total', 'value': '30.4'}, {'action_type': 'start_trial_mobile_app', 'value': '30.4'}, {'action_type': 'start_trial_total', 'value': '30.4'}]",1.727273,"[{'action_type': 'outbound_click', 'value': '1.727273'}]",1.727273,4.342857,0.45509,,0.058327,0.058327,4.108108,,0.061266,1.652174,26.998224,27.889908,1.634103,2025-12-09,2025-12-09,AVERAGE,1.033028,5630,1.563055,88,"[{'action_type': 'outbound_click', 'value': '88'}]","[{'action_type': 'outbound_click', 'value': '1.563055'}]",AVERAGE,5450,152,270,5,258,2239,1348,883
,,,,1,,,,,,,,,,,3,,3,,,,2,,6920999337584,01_black4_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,UNKNOWN,,0.22,"[{'action_type': 'outbound_click', 'value': '0.22'}]",0.22,,,,0.073333,0.073333,,,0.11,0.22,55,110,25,2025-12-09,2025-12-09,UNKNOWN,2,4,25,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '25'}]",UNKNOWN,2,0.22,2,10,1,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,6920999337784,06_green hair_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,UNKNOWN,,,,,,,,,,,,,,0,0,0,2025-12-09,2025-12-09,UNKNOWN,1,1,,,,,UNKNOWN,1,0,,2,,,,
,170,,,25,13,13,170,,,11,,,,,814,1,814,12,11,,777,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,25,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '12.8925'}, {'action_type': 'subscribe_total', 'value': '12.8925'}, {'action_type': 'start_trial_mobile_app', 'value': '10.314'}, {'action_type': 'start_trial_total', 'value': '10.314'}]",2.0628,"[{'action_type': 'outbound_click', 'value': '2.0628'}]",2.0628,3.966923,0.303353,,0.063354,0.063354,4.2975,,0.066371,2.0628,26.378517,27.228089,1.278772,2025-12-09,2025-12-09,AVERAGE,1.032207,1955,1.278772,25,"[{'action_type': 'outbound_click', 'value': '25'}]","[{'action_type': 'outbound_click', 'value': '1.278772'}]",BELOW_AVERAGE_35,1894,51.57,86,5,78,709,399,286
,19,,,,1,1,19,,,,,,,,,,,,,,,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,0,0,,,,,,,,,,,2025-12-09,2025-12-09,UNKNOWN,0,0,,,,,UNKNOWN,0,0,,,,,,
,2,,,,,,2,,,,,,,,,,,,,,,,6922624055584,02_blackbodysuit_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,0,,,,,,,,,,,2025-12-09,2025-12-09,UNKNOWN,0,0,,,,,UNKNOWN,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,,6922648806784,09_red lipstick_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,0,,,,,,,,,,,2025-12-09,2025-12-09,UNKNOWN,0,0,,,,,UNKNOWN,0,0,,,,,,
,5,,,,,,5,,,,,,,,,,,,,,,,6922652352184,06_michael_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,0,,,,,,,,,,,2025-12-09,2025-12-09,UNKNOWN,0,0,,,,,UNKNOWN,0,0,,,,,,
,2,,,,,,2,,,,,,,,,,,,,,,,6922658870384,gasstation,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,0,,,,,,,,,,,2025-12-09,2025-12-09,UNKNOWN,0,0,,,,,UNKNOWN,0,0,,,,,,
,201,1,,71,24,24,201,,,31,1,1,2,,1242,1,1242,35,33,,1136,,6924095154984,04 Morgan_Gin - Copy 2,6924094365784,FB_iOS_BAU_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,75,ABOVE_AVERAGE,,0.377746,"[{'action_type': 'outbound_click', 'value': '0.377746'}]",0.377746,1.1175,0.133433,,0.021594,0.021594,0.766286,,0.023609,0.3576,10.319354,10.898009,2.885725,2025-12-09,2025-12-09,ABOVE_AVERAGE,1.056075,2599,2.73182,71,"[{'action_type': 'outbound_click', 'value': '71'}]","[{'action_type': 'outbound_click', 'value': '2.73182'}]",AVERAGE,2461,26.82,163,5,156,1039,596,389
,91,,,17,11,11,91,,,7,,,,,321,1,321,8,7,,296,,6924095604584,04_MorganF_Nuthin But A G Thang - Copy 2,6924094365784,FB_iOS_BAU_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,17,ABOVE_AVERAGE,,0.455294,"[{'action_type': 'outbound_click', 'value': '0.455294'}]",0.455294,0.703636,0.085055,,0.024112,0.024112,0.9675,,0.026149,0.455294,12.403846,12.835821,2.724359,2025-12-09,2025-12-09,ABOVE_AVERAGE,1.034826,624,2.724359,17,"[{'action_type': 'outbound_click', 'value': '17'}]","[{'action_type': 'outbound_click', 'value': '2.724359'}]",AVERAGE,603,7.74,24,4,23,264,125,81
,,,,,,,,,,,,,,,3,,3,,,,3,,6924095752984,jesus_rap_1_4x5 - Copy 2,6924094365784,FB_iOS_BAU_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,UNKNOWN,,,,,,,,0,0,,,0,,0,0,0,2025-12-09,2025-12-09,UNKNOWN,1,7,,,,,UNKNOWN,7,0,,2,,3,1,
,,,,,,,,,,,,,,,5,,5,,,,5,,6924096131184,12 Prerna - Copy,6924094572584,FB_iOS_BAU_F_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,UNKNOWN,,,,,,,,0.012,0.012,,,0.012,,5.454545,5.454545,0,2025-12-09,2025-12-09,UNKNOWN,1,11,,,,,UNKNOWN,11,0.06,1,8,1,4,2,2
,148,2,1,39,20,20,148,,,10,,,1,,826,2,826,14,11,,773,,6924096397984,03_blackbodysuit_Big energy - Copy 2,6924094572584,FB_iOS_BAU_F_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,38,ABOVE_AVERAGE,,0.47359,"[{'action_type': 'outbound_click', 'value': '0.47359'}]",0.47359,0.9235,0.124797,,0.022361,0.022361,1.319286,,0.023894,0.486053,11.373153,11.675095,2.339901,2025-12-09,2025-12-09,ABOVE_AVERAGE,1.026549,1624,2.401478,39,"[{'action_type': 'outbound_click', 'value': '39'}]","[{'action_type': 'outbound_click', 'value': '2.401478'}]",AVERAGE,1582,18.47,113,6,106,699,410,284
,57,1,,19,8,8,57,,,8,,,,,397,2,397,10,8,,368,,6924661652784,04_MorganF_Nuthin But A G Thang - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,19,UNKNOWN,"[{'action_type': 'subscribe_mobile_app', 'value': '10.06'}, {'action_type': 'subscribe_total', 'value': '10.06'}, {'action_type': 'start_trial_mobile_app', 'value': '10.06'}, {'action_type': 'start_trial_total', 'value': '10.06'}]",0.529474,"[{'action_type': 'outbound_click', 'value': '0.529474'}]",0.529474,1.2575,0.176491,,0.02534,0.02534,1.006,,0.027337,0.529474,12.149758,12.149758,2.294686,2025-12-09,2025-12-09,UNKNOWN,1,828,2.294686,19,"[{'action_type': 'outbound_click', 'value': '19'}]","[{'action_type': 'outbound_click', 'value': '2.294686'}]",UNKNOWN,828,10.06,39,4,38,324,176,110
,222,1,2,58,23,23,222,,,40,1,1,,,1736,3,1736,46,40,,1632,,6924661652984,04 Morgan_Gin - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,63,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '17.87'}, {'action_type': 'subscribe_total', 'value': '17.87'}, {'action_type': 'start_trial_mobile_app', 'value': '17.87'}, {'action_type': 'start_trial_total', 'value': '17.87'}]",0.616207,"[{'action_type': 'outbound_click', 'value': '0.616207'}]",0.616207,1.553913,0.160991,,0.020588,0.020588,0.776957,,0.0219,0.567302,9.592056,9.628233,1.690821,2025-12-09,2025-12-09,ABOVE_AVERAGE,1.003772,3726,1.556629,58,"[{'action_type': 'outbound_click', 'value': '58'}]","[{'action_type': 'outbound_click', 'value': '1.556629'}]",AVERAGE,3712,35.74,174,4,158,1478,774,463
,27,,,4,3,3,27,,,1,,,,,186,,186,1,1,,181,,6924661653184,jesus_rap_1_4x5 - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,5,UNKNOWN,,1.12,"[{'action_type': 'outbound_click', 'value': '1.12'}]",1.12,1.493333,0.165926,,0.024086,0.024086,4.48,,0.024751,0.896,10.692124,10.795181,1.193317,2025-12-09,2025-12-09,UNKNOWN,1.009639,419,0.954654,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '0.954654'}]",UNKNOWN,415,4.48,16,4,14,172,74,32
,101,,,17,11,11,101,,,6,1,1,,,317,1,317,8,6,,292,,6924662035984,12 Prerna - Copy 2,6924661447784,FB_iOS_BAU_Purchase_F_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,20,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '7.97'}, {'action_type': 'subscribe_total', 'value': '7.97'}, {'action_type': 'start_trial_mobile_app', 'value': '7.97'}, {'action_type': 'start_trial_total', 'value': '7.97'}]",0.468824,"[{'action_type': 'outbound_click', 'value': '0.468824'}]",0.468824,0.724545,0.078911,,0.025142,0.025142,0.99625,,0.027295,0.3985,13.508475,13.577513,3.389831,2025-12-09,2025-12-09,ABOVE_AVERAGE,1.005111,590,2.881356,17,"[{'action_type': 'outbound_click', 'value': '17'}]","[{'action_type': 'outbound_click', 'value': '2.881356'}]",BELOW_AVERAGE_35,587,7.97,29,5,29,270,123,75
,146,,1,59,20,20,146,,,29,2,2,,,1384,2,1384,34,29,,1291,,6924662036184,03_blackbodysuit_Big energy - Copy 3,6924661447784,FB_iOS_BAU_Purchase_F_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,62,ABOVE_AVERAGE,,0.481525,"[{'action_type': 'outbound_click', 'value': '0.481525'}]",0.481525,1.4205,0.194589,,0.020527,0.020527,0.835588,,0.022006,0.458226,10.414223,10.741021,2.272727,2025-12-09,2025-12-09,ABOVE_AVERAGE,1.03138,2728,2.162757,59,"[{'action_type': 'outbound_click', 'value': '59'}]","[{'action_type': 'outbound_click', 'value': '2.162757'}]",AVERAGE,2645,28.41,158,5,149,1187,677,477
,,,,2,1,1,,,,1,,,,,30,,30,1,1,,27,,6924663171184,04_fbg_Wap 1 - Copy 2,6924661447784,FB_iOS_BAU_Purchase_F_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,2,UNKNOWN,,0.475,"[{'action_type': 'outbound_click', 'value': '0.475'}]",0.475,0.95,,,0.031667,0.031667,0.95,,0.035185,0.475,11.176471,11.309524,2.352941,2025-12-09,2025-12-09,UNKNOWN,1.011905,85,2.352941,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.352941'}]",UNKNOWN,84,0.95,1,3,1,21,9,5
,4,,,,,,4,,,1,,,,,49,,49,1,1,,48,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,UNKNOWN,"[{'action_type': 'start_trial_mobile_app', 'value': '3.33'}, {'action_type': 'start_trial_total', 'value': '3.33'}]",,,,,0.8325,,0.067959,0.067959,3.33,,0.069375,3.33,19.360465,20.060241,0.581395,2025-12-09,2025-12-09,UNKNOWN,1.036145,172,,,,,UNKNOWN,166,3.33,5,3,5,41,22,13
,,,,,,,,,,,,,,,2,,2,,,,2,,6924668032384,02 Mike_sicko - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.065,0.065,,,0.065,,16.25,16.25,0,2025-12-09,2025-12-09,UNKNOWN,1,8,,,,,UNKNOWN,8,0.13,,3,,1,1,1
,5,,,1,,,5,,,1,,,,,136,,136,1,1,,134,,6924668032784,04 Morgan_Gin - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,UNKNOWN,,6.94,"[{'action_type': 'outbound_click', 'value': '6.94'}]",6.94,,1.388,,0.051029,0.051029,6.94,,0.051791,6.94,19.885387,20.174419,0.286533,2025-12-09,2025-12-09,UNKNOWN,1.014535,349,0.286533,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.286533'}]",UNKNOWN,344,6.94,16,4,15,115,64,41
,,,,,,,,,,,,,,,1,,1,,,,1,,6924668032984,03 Snoop_sicko - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.12,0.12,,,0.12,,20,20,0,2025-12-09,2025-12-09,UNKNOWN,1,6,,,,,UNKNOWN,6,0.12,,3,,1,1,1
,,,,,,,,,,,,,,,4,,4,,,,4,,6924668033184,01 Jesus_rapGod - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.0675,0.0675,,,0.0675,,45,45,0,2025-12-09,2025-12-09,UNKNOWN,1,6,,,,,UNKNOWN,6,0.27,,5,,4,2,
,,,,,,,,,,,,,,,2,,2,,,,2,,6924668033384,01 Jesus_travis - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.055,0.055,,,0.055,,11,11,0,2025-12-09,2025-12-09,UNKNOWN,1,10,,,,,UNKNOWN,10,0.11,,2,,2,1,
,,,,,,,,,,,,,,,1,,1,,,,1,,6924668033784,03 will_loseYourself - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.07,0.07,,,0.07,,8.75,8.75,0,2025-12-09,2025-12-09,UNKNOWN,1,8,,,,,UNKNOWN,8,0.07,,2,,1,1,
,,,,,,,,,,,,,,,1,,1,,,,1,,6924668034384,03 Snoop_rapGod - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0,0,,,0,,0,0,0,2025-12-09,2025-12-09,UNKNOWN,1,1,,,,,UNKNOWN,1,0,,8,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,6924668034784,01 Jesus_loseYourself - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,,,,,,,0,0,0,2025-12-09,2025-12-09,UNKNOWN,1,1,,,,,UNKNOWN,1,0,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6924668034984,jesus_rap_1_4x5,6924668038384,FB_iOS_Rap_StartTrial_set1_251125,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,,,,,,,10,10,0,2025-12-09,2025-12-09,UNKNOWN,1,1,,,,,UNKNOWN,1,0.01,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6924668035184,tyson_rap_2_4x5,6924668038384,FB_iOS_Rap_StartTrial_set1_251125,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.04,0.04,,,0.04,,8,8,0,2025-12-09,2025-12-09,UNKNOWN,1,5,,,,,UNKNOWN,5,0.04,,3,,1,1,1
,,,,,,,,,,,,,,,2,,2,,,,2,,6924668036384,02 snoop_loseYourself - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.055,0.055,,,0.055,,13.75,13.75,0,2025-12-09,2025-12-09,UNKNOWN,1,8,,,,,UNKNOWN,8,0.11,,2,,2,,
,,,,,,,,,,,,,,,9,,9,,,,9,,6924668036584,02 blonde - Copy 2,6924668035984,FB_iOS_Rap_StartTrial_female_281125,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.034444,0.034444,,,0.034444,,18.235294,19.375,0,2025-12-09,2025-12-09,UNKNOWN,1.0625,17,,,,,UNKNOWN,16,0.31,1,6,1,8,4,4
,50,,,10,8,8,50,,,7,,,,,399,,399,7,7,,382,,6924668037384,12 Prerna - Copy 2,6924668035984,FB_iOS_Rap_StartTrial_female_281125,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,13,UNKNOWN,"[{'action_type': 'start_trial_mobile_app', 'value': '12.965'}, {'action_type': 'start_trial_total', 'value': '12.965'}]",2.593,"[{'action_type': 'outbound_click', 'value': '2.593'}]",2.593,3.24125,0.5186,,0.064987,0.064987,3.704286,,0.06788,1.994615,22.6068,23.423668,1.133391,2025-12-09,2025-12-09,UNKNOWN,1.036134,1147,0.87184,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '0.87184'}]",UNKNOWN,1107,25.93,45,4,45,342,174,101
,,,,,,,,,,1,,,,,12,,12,1,1,,11,,6924668037584,06 fbg og - Copy 2,6924668035984,FB_iOS_Rap_StartTrial_female_281125,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.056667,0.056667,0.68,,0.061818,,25.185185,25.185185,0,2025-12-09,2025-12-09,UNKNOWN,1,27,,,,,UNKNOWN,27,0.68,1,4,1,8,4,3
,,,,,,,,,,,,,,,,,,,,,,,6924668037984,04 will_rapGod - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,,,,,,,20,20,0,2025-12-09,2025-12-09,UNKNOWN,1,2,,,,,UNKNOWN,2,0.04,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6924668039584,13 blonde - Copy 2,6924668035984,FB_iOS_Rap_StartTrial_female_281125,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.08,0.08,,,0.08,,8.888889,8.888889,0,2025-12-09,2025-12-09,UNKNOWN,1,9,,,,,UNKNOWN,9,0.08,,1,,,,
,,,,4,,,,,,1,,,,,117,,117,1,1,,112,,6924675698584,04_morgan_snoop_gin_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,5,UNKNOWN,,1.62,"[{'action_type': 'outbound_click', 'value': '1.62'}]",1.62,,,,0.055385,0.055385,6.48,,0.057857,1.296,19.058824,19.058824,1.470588,2025-12-09,2025-12-09,UNKNOWN,1,340,1.176471,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.176471'}]",UNKNOWN,340,6.48,5,3,5,97,47,22
,357,,2,43,20,20,357,,,9,,,,,1040,1,1040,12,9,,985,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,45,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '7.87625'}, {'action_type': 'subscribe_total', 'value': '7.87625'}, {'action_type': 'start_trial_mobile_app', 'value': '7.87625'}, {'action_type': 'start_trial_total', 'value': '7.87625'}]",1.465349,"[{'action_type': 'outbound_click', 'value': '1.465349'}]",1.465349,3.1505,0.176499,,0.060587,0.060587,5.250833,,0.06397,1.400222,17.531998,18.008002,1.252087,2025-12-09,2025-12-09,AVERAGE,1.027151,3594,1.196439,43,"[{'action_type': 'outbound_click', 'value': '43'}]","[{'action_type': 'outbound_click', 'value': '1.196439'}]",AVERAGE,3499,63.01,85,3,83,873,405,246
,41,,,10,7,7,41,,,5,,,,,248,,248,5,5,,233,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,11,ABOVE_AVERAGE,,1.504,"[{'action_type': 'outbound_click', 'value': '1.504'}]",1.504,2.148571,0.366829,,0.060645,0.060645,3.008,,0.064549,1.367273,14.995015,15.553258,1.09671,2025-12-09,2025-12-09,AVERAGE,1.037229,1003,0.997009,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '0.997009'}]",AVERAGE,967,15.04,16,2,15,198,70,35
,,,,1,,,,,,1,,,,,23,,23,1,1,,21,,6924698562784,03 Morgan_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,UNKNOWN,,2.05,"[{'action_type': 'outbound_click', 'value': '2.05'}]",2.05,,,,0.08913,0.08913,2.05,,0.097619,2.05,18.468468,19.711538,0.900901,2025-12-09,2025-12-09,UNKNOWN,1.067308,111,0.900901,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.900901'}]",UNKNOWN,104,2.05,3,2,3,15,9,6
,,,,,,,,,,,,,,,19,,19,,,,19,,6924705570784,04 Morgan_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.117368,0.117368,,,0.117368,,25.340909,26.235294,0,2025-12-09,2025-12-09,UNKNOWN,1.035294,88,,,,,UNKNOWN,85,2.23,3,2,3,17,8,4
