action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
8,621,1,3,151,43,43,621,8,8,42,1,1,2,8,4104,3,4104,51,44,8,3902,8,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),45-54,6920965699384,FB_iOS_Purchase_Rap_251203,161,"[{'action_type': 'subscribe_mobile_app', 'value': '33.678333'}, {'action_type': 'subscribe_total', 'value': '33.678333'}]",1.338212,"[{'action_type': 'outbound_click', 'value': '1.338212'}]",1.338212,4.699302,0.325395,25.25875,0.049237,0.049237,3.962157,25.25875,0.051786,1.255093,22.975554,23.767349,1.830586,2025-12-08,2025-12-08,1.034462,8795,1.716885,151,"[{'action_type': 'outbound_click', 'value': '151'}]","[{'action_type': 'outbound_click', 'value': '1.716885'}]",8502,202.07,402,5,383,3503,1903,1152
4,265,,,72,20,20,265,4,4,16,,,1,4,1552,3,1552,20,17,4,1460,4,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),55-64,6920965699384,FB_iOS_Purchase_Rap_251203,76,"[{'action_type': 'subscribe_mobile_app', 'value': '27.236667'}, {'action_type': 'subscribe_total', 'value': '27.236667'}]",1.134861,"[{'action_type': 'outbound_click', 'value': '1.134861'}]",1.134861,4.0855,0.30834,20.4275,0.052648,0.052648,4.0855,20.4275,0.055966,1.075132,29.24481,30.962486,2.720115,2025-12-08,2025-12-08,1.058734,2794,2.576951,72,"[{'action_type': 'outbound_click', 'value': '72'}]","[{'action_type': 'outbound_click', 'value': '2.576951'}]",2639,81.71,256,6,235,1372,866,593
1,44,,,7,1,1,44,1,1,3,,,,1,243,,243,3,3,1,233,1,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),65+,6920965699384,FB_iOS_Purchase_Rap_251203,7,"[{'action_type': 'subscribe_mobile_app', 'value': '14.42'}, {'action_type': 'subscribe_total', 'value': '14.42'}]",2.06,"[{'action_type': 'outbound_click', 'value': '2.06'}]",2.06,14.42,0.327727,14.42,0.059342,0.059342,4.806667,14.42,0.061888,2.06,33.613054,33.849765,1.631702,2025-12-08,2025-12-08,1.007042,429,1.631702,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '1.631702'}]",426,14.42,32,5,28,208,133,77
,,,,,,,,,,,,,,,3,,3,,,,3,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.043333,0.043333,,,0.043333,,8.666667,8.666667,0,2025-12-08,2025-12-08,1,15,,,,,15,0.13,,3,,3,3,1
,,,,,,,,,,,,,,,20,,20,,,,20,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.043,0.043,,,0.043,,13.870968,14.576271,0,2025-12-08,2025-12-08,1.050847,62,,,,,59,0.86,,3,,20,6,4
,28,,,2,2,2,28,,,,,,,,67,,67,,,,65,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),35-44,6920965699384,FB_iOS_Purchase_Rap_251203,3,,1.345,"[{'action_type': 'outbound_click', 'value': '1.345'}]",1.345,1.345,0.096071,,0.040149,0.040149,,,0.041385,0.896667,18.551724,18.811189,2.068966,2025-12-08,2025-12-08,1.013986,145,1.37931,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.37931'}]",143,2.69,3,4,4,52,23,13
,13,,,1,1,1,13,,,,,,,,69,,69,,,,68,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),45-54,6920965699384,FB_iOS_Purchase_Rap_251203,1,,3.97,"[{'action_type': 'outbound_click', 'value': '3.97'}]",3.97,3.97,0.305385,,0.057536,0.057536,,,0.058382,3.97,22.947977,23.352941,0.578035,2025-12-08,2025-12-08,1.017647,173,0.578035,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.578035'}]",170,3.97,6,4,6,60,29,13
,9,,,1,,,9,,,,,,,,26,,26,,,,25,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),55-64,6920965699384,FB_iOS_Purchase_Rap_251203,1,,1.14,"[{'action_type': 'outbound_click', 'value': '1.14'}]",1.14,,0.126667,,0.043846,0.043846,,,0.0456,1.14,21.923077,22.8,1.923077,2025-12-08,2025-12-08,1.04,52,1.923077,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.923077'}]",50,1.14,5,12,5,22,14,12
,,,,,,,,,,,,,,,7,,7,,,,7,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.034286,0.034286,,,0.034286,,21.818182,21.818182,0,2025-12-08,2025-12-08,1,11,,,,,11,0.24,,5,,6,4,3
,,,,,,,,,,,,,,,,,,,,,,,6920992823984,01 Santa_slim - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,200,200,0,2025-12-08,2025-12-08,1,1,,,,,1,0.2,,3,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994402784,09_red lipstick_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.08,0.08,,,0.08,,26.666667,40,0,2025-12-08,2025-12-08,1.5,3,,,,,2,0.08,,5,,1,1,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-08,2025-12-08,1,1,,,,,1,0.02,,4,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,6.666667,6.666667,0,2025-12-08,2025-12-08,1,3,,,,,3,0.02,,1,,,,
,11,,,,,,11,,,,,,,,1,,1,,,,1,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,0.017273,,0.19,0.19,,,0.19,,31.666667,31.666667,0,2025-12-08,2025-12-08,1,6,,,,,6,0.19,,2,,1,1,
,,,,1,1,1,,,,,,,,,4,,4,,,,3,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.23,"[{'action_type': 'outbound_click', 'value': '0.23'}]",0.23,0.23,,,0.0575,0.0575,,,0.076667,0.23,46,46,20,2025-12-08,2025-12-08,1,5,20,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '20'}]",5,0.23,1,6,1,3,1,1
,,,,,,,,,,,,,,,,,,,,,,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-08,2025-12-08,1,1,,,,,1,0.01,,1,,,,
