action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,,,,,,,,,6920994403184,01_black4_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-08,2025-12-08,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920994403184,01_black4_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,90,90,0,2025-12-08,2025-12-08,1,1,,,,,1,0.09,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920994403384,10_Red pants_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-08,2025-12-08,1,1,,,,,1,0.03,,1,,,,
,,,,,,,,,,,,,,,23,,23,,,,23,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.068261,0.068261,,,0.068261,,24.153846,27.54386,0,2025-12-08,2025-12-08,1.140351,65,,,,,57,1.57,6,4,4,21,12,9
,39,,,21,4,4,39,,,4,1,1,,,445,1,445,6,4,,418,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,19,,1.001905,"[{'action_type': 'outbound_click', 'value': '1.001905'}]",1.001905,5.26,0.539487,,0.047281,0.047281,3.506667,,0.050335,1.107368,19.302752,20.56696,1.743119,2025-12-08,2025-12-08,1.065494,1090,1.926606,21,"[{'action_type': 'outbound_click', 'value': '21'}]","[{'action_type': 'outbound_click', 'value': '1.926606'}]",1023,21.04,74,5,73,391,216,149
,223,3,1,95,21,21,223,,,29,,,2,,2342,2,2342,34,31,,2213,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,93,,1.270947,"[{'action_type': 'outbound_click', 'value': '1.270947'}]",1.270947,5.749524,0.541435,,0.051554,0.051554,3.551176,,0.054559,1.29828,21.404006,22.867424,1.648644,2025-12-08,2025-12-08,1.068371,5641,1.684099,95,"[{'action_type': 'outbound_click', 'value': '95'}]","[{'action_type': 'outbound_click', 'value': '1.684099'}]",5280,120.74,380,4,363,2007,1127,801
3,450,3,,124,47,47,450,3,3,47,2,2,1,3,3313,1,3313,51,48,3,3138,3,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,120,"[{'action_type': 'subscribe_mobile_app', 'value': '89.28'}, {'action_type': 'subscribe_total', 'value': '89.28'}]",1.44,"[{'action_type': 'outbound_click', 'value': '1.44'}]",1.44,3.799149,0.3968,59.52,0.053897,0.053897,3.501176,59.52,0.056902,1.488,28.615385,30.796826,1.923077,2025-12-08,2025-12-08,1.076233,6240,1.987179,124,"[{'action_type': 'outbound_click', 'value': '124'}]","[{'action_type': 'outbound_click', 'value': '1.987179'}]",5798,178.56,562,5,529,2875,1776,1283
2,223,,,59,24,24,223,2,2,23,1,1,1,2,1311,5,1311,30,24,2,1222,2,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,59,"[{'action_type': 'subscribe_mobile_app', 'value': '76.13'}, {'action_type': 'subscribe_total', 'value': '76.13'}]",1.290339,"[{'action_type': 'outbound_click', 'value': '1.312586'}]",1.290339,3.172083,0.34139,38.065,0.05807,0.05807,2.537667,38.065,0.0623,1.290339,36.938379,38.084042,2.862688,2025-12-08,2025-12-08,1.031016,2061,2.862688,59,"[{'action_type': 'outbound_click', 'value': '58'}]","[{'action_type': 'outbound_click', 'value': '2.814168'}]",1999,76.13,319,7,300,1141,791,609
,,,,5,1,1,,,,3,,,1,,195,,195,4,4,,186,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,5,,2.282,"[{'action_type': 'outbound_click', 'value': '2.282'}]",2.282,11.41,,,0.058513,0.058513,2.8525,,0.061344,2.282,35.434783,39.344828,1.552795,2025-12-08,2025-12-08,1.110345,322,1.552795,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.552795'}]",290,11.41,44,6,43,176,119,84
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994404384,05_greendress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.09,0.09,,,0.09,,22.5,22.5,0,2025-12-08,2025-12-08,1,4,,,,,4,0.09,,2,,1,,
,,,,,,,,,,,,,,,2,,2,,,,2,,6920994404384,05_greendress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.06,0.06,,,0.06,,15,15,0,2025-12-08,2025-12-08,1,8,,,,,8,0.12,,2,,2,,
,,,,,,,,,,,,,,,3,,3,,,,3,,6920994404384,05_greendress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.06,0.06,,,0.06,,20,20,0,2025-12-08,2025-12-08,1,9,,,,,9,0.18,,2,,2,1,
,,,,,,,,,,,,,,,,,,,,,,,6920994404384,05_greendress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-08,2025-12-08,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920995424984,01_Eddie_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-08,2025-12-08,1,2,,,,,2,0.04,,2,,,,
,,,,2,,,,,,,,,,,29,,29,,,,27,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,2,,1.54,"[{'action_type': 'outbound_click', 'value': '1.54'}]",1.54,,,,0.106207,0.106207,,,0.114074,1.54,38.024691,38.987342,2.469136,2025-12-08,2025-12-08,1.025316,81,2.469136,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.469136'}]",79,3.08,1,3,1,22,7,6
,49,,,14,5,5,49,,,1,1,1,,,309,1,309,3,1,,292,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,14,,1.316429,"[{'action_type': 'outbound_click', 'value': '1.316429'}]",1.316429,3.686,0.376122,,0.059644,0.059644,6.143333,,0.063116,1.316429,19.33893,20.801354,1.469045,2025-12-08,2025-12-08,1.075621,953,1.469045,14,"[{'action_type': 'outbound_click', 'value': '14'}]","[{'action_type': 'outbound_click', 'value': '1.469045'}]",886,18.43,54,4,53,249,144,88
,197,2,,109,22,22,197,,,27,1,1,3,,2471,2,2471,33,30,,2329,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,112,,1.035046,"[{'action_type': 'outbound_click', 'value': '1.035046'}]",1.035046,5.128182,0.57269,,0.045658,0.045658,3.418788,,0.048441,1.007321,19.418244,20.65922,1.927711,2025-12-08,2025-12-08,1.063908,5810,1.876076,109,"[{'action_type': 'outbound_click', 'value': '109'}]","[{'action_type': 'outbound_click', 'value': '1.876076'}]",5461,112.82,357,4,346,2071,1118,703
2,518,2,1,205,48,48,518,2,2,64,,,,2,4317,9,4317,74,64,2,4038,2,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,209,"[{'action_type': 'subscribe_mobile_app', 'value': '218.87'}, {'action_type': 'subscribe_total', 'value': '218.87'}]",1.067659,"[{'action_type': 'outbound_click', 'value': '1.072892'}]",1.067659,4.559792,0.422529,109.435,0.0507,0.0507,2.957703,109.435,0.054203,1.047225,25.825369,27.144983,2.466077,2025-12-08,2025-12-08,1.051098,8475,2.418879,205,"[{'action_type': 'outbound_click', 'value': '204'}]","[{'action_type': 'outbound_click', 'value': '2.40708'}]",8063,218.87,554,5,538,3616,1971,1217
2,158,1,,53,15,15,158,2,2,24,2,2,1,2,1208,5,1208,32,25,2,1123,2,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,56,"[{'action_type': 'subscribe_mobile_app', 'value': '31.25'}, {'action_type': 'subscribe_total', 'value': '31.25'}]",1.179245,"[{'action_type': 'outbound_click', 'value': '1.179245'}]",1.179245,4.166667,0.39557,31.25,0.051738,0.051738,1.953125,31.25,0.055655,1.116071,29.356505,31.391261,2.630343,2025-12-08,2025-12-08,1.069312,2129,2.489432,53,"[{'action_type': 'outbound_click', 'value': '53'}]","[{'action_type': 'outbound_click', 'value': '2.489432'}]",1991,62.5,217,6,212,1017,652,449
,1,,,7,,,1,,,3,1,1,,,183,1,183,5,3,,171,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,7,,1.482857,"[{'action_type': 'outbound_click', 'value': '1.482857'}]",1.482857,,10.38,,0.056721,0.056721,2.076,,0.060702,1.482857,30.801187,32.236025,2.077151,2025-12-08,2025-12-08,1.046584,337,2.077151,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '2.077151'}]",322,10.38,31,16,30,155,102,75
,,,,,,,,,,,,,,,,,,,,,,,6920995425784,03_Mike T_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-08,2025-12-08,1,1,,,,,1,0.02,,2,,,,
,,,,1,,,,,,,,,,,2,,2,,,,1,,6920995425784,03_Mike T_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.09,"[{'action_type': 'outbound_click', 'value': '0.09'}]",0.09,,,,0.045,0.045,,,0.09,0.09,30,45,33.333333,2025-12-08,2025-12-08,1.5,3,33.333333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '33.333333'}]",2,0.09,,6,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6920995425984,05_Snoop_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,80,80,0,2025-12-08,2025-12-08,1,1,,,,,1,0.08,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920996506584,11_yellow dress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-08,2025-12-08,1,1,,,,,1,0.02,,1,,,,
,,,,,,,,,,,,,,,16,,16,,,,16,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.059375,0.059375,,,0.059375,,21.111111,23.170732,0,2025-12-08,2025-12-08,1.097561,45,,,,,41,0.95,2,5,2,16,8,6
,114,,,22,12,12,114,,,3,1,1,,,390,,390,4,3,,364,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,21,,0.904091,"[{'action_type': 'outbound_click', 'value': '0.904091'}]",0.904091,1.6575,0.174474,,0.051,0.051,4.9725,,0.054643,0.947143,18.467967,19.87013,1.949861,2025-12-08,2025-12-08,1.075924,1077,2.042711,22,"[{'action_type': 'outbound_click', 'value': '22'}]","[{'action_type': 'outbound_click', 'value': '2.042711'}]",1001,19.89,52,5,48,332,204,150
2,286,3,,80,33,33,286,2,2,22,1,1,2,2,1864,4,1864,29,24,2,1755,2,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,75,"[{'action_type': 'subscribe_mobile_app', 'value': '46.27'}, {'action_type': 'subscribe_total', 'value': '46.27'}]",1.15675,"[{'action_type': 'outbound_click', 'value': '1.15675'}]",1.15675,2.804242,0.323566,46.27,0.049646,0.049646,3.191034,46.27,0.052729,1.233867,21.586191,22.358058,1.749475,2025-12-08,2025-12-08,1.035757,4287,1.866107,80,"[{'action_type': 'outbound_click', 'value': '80'}]","[{'action_type': 'outbound_click', 'value': '1.866107'}]",4139,92.54,196,5,184,1550,937,646
,259,,1,71,26,26,259,,,32,1,1,1,,1653,3,1653,38,33,,1544,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,69,,1.202535,"[{'action_type': 'outbound_click', 'value': '1.219714'}]",1.202535,3.283846,0.329653,,0.051652,0.051652,2.246842,,0.055298,1.237391,26.319359,28.356028,2.127004,2025-12-08,2025-12-08,1.077383,3244,2.188656,71,"[{'action_type': 'outbound_click', 'value': '70'}]","[{'action_type': 'outbound_click', 'value': '2.15783'}]",3011,85.38,215,5,199,1380,806,589
1,71,,,18,6,6,71,1,1,2,1,1,,1,350,1,350,4,2,1,328,1,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,18,"[{'action_type': 'subscribe_mobile_app', 'value': '17.39'}, {'action_type': 'subscribe_total', 'value': '17.39'}]",0.966111,"[{'action_type': 'outbound_click', 'value': '0.966111'}]",0.966111,2.898333,0.24493,17.39,0.049686,0.049686,4.3475,17.39,0.053018,0.966111,27.958199,29.375,2.893891,2025-12-08,2025-12-08,1.050676,622,2.893891,18,"[{'action_type': 'outbound_click', 'value': '18'}]","[{'action_type': 'outbound_click', 'value': '2.893891'}]",592,17.39,56,6,54,299,188,121
,2,,,2,1,1,2,,,1,,,,,49,,49,1,1,,46,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,2,,1.375,"[{'action_type': 'outbound_click', 'value': '1.375'}]",1.375,2.75,1.375,,0.056122,0.056122,2.75,,0.059783,1.375,34.375,36.184211,2.5,2025-12-08,2025-12-08,1.052632,80,2.5,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.5'}]",76,2.75,11,7,11,42,28,20
,,,,,,,,,,,,,,,,,,,,,,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-08,2025-12-08,1,1,,,,,1,0.03,,0,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.08,0.08,,,0.08,,26.666667,26.666667,0,2025-12-08,2025-12-08,1,3,,,,,3,0.08,,7,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,35,35,0,2025-12-08,2025-12-08,1,2,,,,,2,0.07,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920999335984,11_yellow dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-08,2025-12-08,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920999335984,11_yellow dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-08,2025-12-08,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920999336184,07_nose ring_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-08,2025-12-08,1,1,,,,,1,0,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920999336184,07_nose ring_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,45,45,0,2025-12-08,2025-12-08,1,2,,,,,2,0.09,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920999336184,07_nose ring_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-08,2025-12-08,1,1,,,,,1,0.02,,6,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6920999336384,08_Red dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-08,2025-12-08,1,1,,,,,1,0.03,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920999336784,05_greendress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-08,2025-12-08,1,1,,,,,1,0.02,,8,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,6920999336784,05_greendress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,60,60,0,2025-12-08,2025-12-08,1,1,,,,,1,0.06,,2,,,,
,,,,1,,,,,,1,,,,,25,,25,1,1,,23,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,1,,1.74,"[{'action_type': 'outbound_click', 'value': '1.74'}]",1.74,,,,0.0696,0.0696,1.74,,0.075652,1.74,24.857143,25.588235,1.428571,2025-12-08,2025-12-08,1.029412,70,1.428571,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.428571'}]",68,1.74,2,5,2,22,11,8
,36,,,12,9,9,36,,,7,,,,,648,,648,7,7,,629,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,14,,2.653333,"[{'action_type': 'outbound_click', 'value': '2.653333'}]",2.653333,3.537778,0.884444,,0.049136,0.049136,4.548571,,0.05062,2.274286,21.426649,22.549575,0.942127,2025-12-08,2025-12-08,1.052408,1486,0.807537,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '0.807537'}]",1412,31.84,57,5,54,575,375,240
1,159,,,47,20,20,159,1,1,13,1,1,2,1,1520,1,1520,17,15,1,1456,1,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,47,"[{'action_type': 'subscribe_mobile_app', 'value': '81.72'}, {'action_type': 'subscribe_total', 'value': '81.72'}]",1.738723,"[{'action_type': 'outbound_click', 'value': '1.738723'}]",1.738723,4.086,0.513962,81.72,0.053763,0.053763,4.807059,81.72,0.056126,1.738723,26.217517,27.294589,1.50786,2025-12-08,2025-12-08,1.041082,3117,1.50786,47,"[{'action_type': 'outbound_click', 'value': '47'}]","[{'action_type': 'outbound_click', 'value': '1.50786'}]",2994,81.72,171,5,159,1320,831,539
,90,1,,24,10,10,90,,,9,,,,,714,,714,9,9,,681,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,25,,1.815,"[{'action_type': 'outbound_click', 'value': '1.815'}]",1.815,4.356,0.484,,0.061008,0.061008,4.84,,0.063965,1.7424,30.762712,32.33853,1.765537,2025-12-08,2025-12-08,1.051225,1416,1.694915,24,"[{'action_type': 'outbound_click', 'value': '24'}]","[{'action_type': 'outbound_click', 'value': '1.694915'}]",1347,43.56,97,5,89,617,408,274
,1,,,8,,,1,,,1,1,1,,,144,1,144,3,1,,133,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,8,,1.12125,"[{'action_type': 'outbound_click', 'value': '1.12125'}]",1.12125,,8.97,,0.062292,0.062292,2.99,,0.067444,1.12125,38.497854,39.515419,3.433476,2025-12-08,2025-12-08,1.026432,233,3.433476,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '3.433476'}]",227,8.97,23,6,22,124,82,63
,1,,,2,,,1,,,,,,,,21,,21,,,,19,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,2,,0.58,"[{'action_type': 'outbound_click', 'value': '0.58'}]",0.58,,1.16,,0.055238,0.055238,,,0.061053,0.58,29.74359,32.222222,5.128205,2025-12-08,2025-12-08,1.083333,39,5.128205,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '5.128205'}]",36,1.16,2,4,2,14,11,6
,,,,,,,,,,,,,,,1,,1,,,,1,,6920999337384,10_Red pants_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.07,0.07,,,0.07,,35,35,0,2025-12-08,2025-12-08,1,2,,,,,2,0.07,,4,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6920999337384,10_Red pants_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-08,2025-12-08,1,2,,,,,2,0.04,,2,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920999337784,06_green hair_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-12-08,2025-12-08,1,2,,,,,2,0.03,,3,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920999337784,06_green hair_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.05,0.05,,,0.05,,50,50,0,2025-12-08,2025-12-08,1,1,,,,,1,0.05,,6,,1,,
,2,,,1,,,2,,,1,,,,,15,,15,1,1,,13,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.76,"[{'action_type': 'outbound_click', 'value': '0.76'}]",0.76,,0.38,,0.050667,0.050667,0.76,,0.058462,0.76,31.666667,31.666667,4.166667,2025-12-08,2025-12-08,1,24,4.166667,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4.166667'}]",24,0.76,1,5,1,12,8,8
,8,1,,3,,,8,,,1,,,,,103,,103,1,1,,99,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,3,,2.023333,"[{'action_type': 'outbound_click', 'value': '2.023333'}]",2.023333,,0.75875,,0.058932,0.058932,6.07,,0.061313,2.023333,21.524823,23.897638,1.06383,2025-12-08,2025-12-08,1.110236,282,1.06383,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.06383'}]",254,6.07,10,4,9,89,40,29
2,82,,,9,3,3,82,2,2,3,,,,2,314,,314,3,3,2,302,2,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,9,"[{'action_type': 'subscribe_mobile_app', 'value': '8.6'}, {'action_type': 'subscribe_total', 'value': '8.6'}]",1.911111,"[{'action_type': 'outbound_click', 'value': '1.911111'}]",1.911111,5.733333,0.209756,8.6,0.054777,0.054777,5.733333,8.6,0.056954,1.911111,22.781457,24.328147,1.192053,2025-12-08,2025-12-08,1.067893,755,1.192053,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '1.192053'}]",707,17.2,39,5,36,278,157,114
