action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,1,,,,,,,,,,36,,36,,,,35,,6920216268184,10_Red pants_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,1.58,"[{'action_type': 'outbound_click', 'value': '1.58'}]",1.58,,,,0.043889,0.043889,,,0.045143,1.58,15.047619,15.490196,0.952381,2025-12-04,2025-12-04,1.029412,105,0.952381,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.952381'}]",facebook,102,1.58,1,3,1,28,16,11
,,,,1,,,,,,,,,,11,,11,,,,10,,6920216268184,10_Red pants_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,0.4,"[{'action_type': 'outbound_click', 'value': '0.4'}]",0.4,,,,0.036364,0.036364,,,0.04,0.4,17.391304,17.391304,4.347826,2025-12-04,2025-12-04,1,23,4.347826,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4.347826'}]",instagram,23,0.4,1,4,1,10,7,4
,,,,1,,,,,,,,,,2,,2,,,,1,,6920216268184,10_Red pants_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,0.03,"[{'action_type': 'outbound_click', 'value': '0.03'}]",0.03,,,,0.015,0.015,,,0.03,0.03,10,10,33.333333,2025-12-04,2025-12-04,1,3,33.333333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '33.333333'}]",threads,3,0.03,1,15,1,1,1,1
,35,,,6,2,2,35,,,,,,,217,1,217,1,,,210,,6920216907984,11_yellow dress_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,6,,1.163333,"[{'action_type': 'outbound_click', 'value': '1.163333'}]",1.163333,3.49,0.199429,,0.032166,0.032166,6.98,,0.033238,1.163333,15.340659,15.936073,1.318681,2025-12-04,2025-12-04,1.038813,455,1.318681,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.318681'}]",facebook,438,6.98,35,5,33,190,109,59
,,,,1,,,,,,,,,,14,,14,1,1,,12,,6920216907984,11_yellow dress_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,0.68,"[{'action_type': 'outbound_click', 'value': '0.68'}]",0.68,,,,0.048571,0.048571,0.68,,0.056667,0.68,20,20.606061,2.941176,2025-12-04,2025-12-04,1.030303,34,2.941176,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.941176'}]",instagram,33,0.68,2,6,2,11,7,6
,,,,,,,,,,,,,,5,,5,,,,5,,6920216907984,11_yellow dress_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.018,0.018,,,0.018,,11.25,11.25,0,2025-12-04,2025-12-04,1,8,,,,,threads,8,0.09,1,11,1,5,3,2
,,,,,,,,,,,,,,3,,3,,,,3,,6920220511984,01_black4_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.073333,0.073333,,,0.073333,,10,10.47619,0,2025-12-04,2025-12-04,1.047619,22,,,,,facebook,21,0.22,,2,,3,2,1
,,,,1,,,,,,,,,,10,,10,,,,9,,6920220511984,01_black4_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,0.42,"[{'action_type': 'outbound_click', 'value': '0.42'}]",0.42,,,,0.042,0.042,,,0.046667,0.42,11.351351,12.352941,2.702703,2025-12-04,2025-12-04,1.088235,37,2.702703,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.702703'}]",instagram,34,0.42,,2,,6,2,1
,,,,,,,,,,,,,,1,,1,,,,1,,6920220511984,01_black4_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.05,0.05,,,0.05,,10,10,0,2025-12-04,2025-12-04,1,5,,,,,threads,5,0.05,,2,,1,,
1,225,3,,75,21,21,225,1,1,2,2,1,1,2154,3,2154,32,27,1,2047,1,6920221871184,02_blackNew_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,74,"[{'action_type': 'subscribe_mobile_app', 'value': '41.34'}, {'action_type': 'subscribe_total', 'value': '41.34'}]",0.5512,"[{'action_type': 'outbound_click', 'value': '0.5512'}]",0.5512,1.968571,0.183733,41.34,0.019192,0.019192,1.291875,41.34,0.020195,0.558649,9.7523,10.291262,1.745695,2025-12-04,2025-12-04,1.055265,4239,1.769285,75,"[{'action_type': 'outbound_click', 'value': '75'}]","[{'action_type': 'outbound_click', 'value': '1.769285'}]",facebook,4017,41.34,173,5,154,1851,1089,657
,93,,,15,7,7,93,,,1,1,,,591,3,591,24,20,,552,,6920221871184,02_blackNew_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,23,,1.022,"[{'action_type': 'outbound_click', 'value': '1.022'}]",1.022,2.19,0.164839,,0.025939,0.025939,0.63875,,0.027772,0.666522,11.738132,11.738132,1.761103,2025-12-04,2025-12-04,1,1306,1.148545,15,"[{'action_type': 'outbound_click', 'value': '15'}]","[{'action_type': 'outbound_click', 'value': '1.148545'}]",instagram,1306,15.33,43,4,43,492,304,198
,,,,1,,,,,,,,,,2,,2,,,,1,,6920221871184,02_blackNew_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,0,"[{'action_type': 'outbound_click', 'value': '0'}]",0,,,,0,0,,,0,0,0,0,33.333333,2025-12-04,2025-12-04,1,3,33.333333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '33.333333'}]",messenger,3,0,,6,,1,,
,,,,,,,,,,,,,,40,,40,,,,40,,6920221871184,02_blackNew_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.02,0.02,,,0.02,,11.764706,11.764706,0,2025-12-04,2025-12-04,1,68,,,,,threads,68,0.8,5,7,6,38,22,11
,,,,,,,,,,,,,,,,,,,,,,6920222631184,03_blackbodysuit_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,0,0,0,2025-12-04,2025-12-04,1,1,,,,,facebook,1,0,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920223269984,04_fbg_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-04,2025-12-04,1,1,,,,,audience_network,1,0,,5,,1,,
,121,4,,62,15,15,121,,,,,1,,1080,,1080,12,12,,1006,,6920223269984,04_fbg_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,59,,0.396613,"[{'action_type': 'outbound_click', 'value': '0.396613'}]",0.396613,1.639333,0.203223,,0.022769,0.022769,2.049167,,0.024443,0.41678,10.123508,10.933748,2.428983,2025-12-04,2025-12-04,1.080036,2429,2.552491,62,"[{'action_type': 'outbound_click', 'value': '62'}]","[{'action_type': 'outbound_click', 'value': '2.552491'}]",facebook,2249,24.59,94,4,95,879,443,321
,,,,,,,,,,,,,,30,,30,1,1,,29,,6920223269984,04_fbg_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.029333,0.029333,0.88,,0.030345,,12.571429,12.941176,0,2025-12-04,2025-12-04,1.029412,70,,,,,instagram,68,0.88,1,4,1,25,12,8
,,,,,,,,,,,,,,,,,,,,,,6920223269984,04_fbg_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,0,0,0,2025-12-04,2025-12-04,1,2,,,,,messenger,2,0,,,,,,
,,,,,,,,,,,,,,13,,13,,,,13,,6920223269984,04_fbg_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.039231,0.039231,,,0.039231,,15,15,0,2025-12-04,2025-12-04,1,34,,,,,threads,34,0.51,1,5,1,12,5,3
,,,,,,,,,,,,,,,,,,,,,,6920223592384,05_greendress_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,1,2,,,,,facebook,2,0.02,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,6920223592384,05_greendress_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,20,20,0,2025-12-04,2025-12-04,1,1,,,,,instagram,1,0.02,,2,,,,
,,,,1,,,,,,,,,,8,,8,,,,7,,6920226671784,07_nose ring_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,0.37,"[{'action_type': 'outbound_click', 'value': '0.37'}]",0.37,,,,0.04625,0.04625,,,0.052857,0.37,15.416667,16.086957,4.166667,2025-12-04,2025-12-04,1.043478,24,4.166667,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4.166667'}]",facebook,23,0.37,1,4,1,6,6,4
,,,,1,,,,,,,,,,5,,5,,,,4,,6920226671784,07_nose ring_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,0.18,"[{'action_type': 'outbound_click', 'value': '0.18'}]",0.18,,,,0.036,0.036,,,0.045,0.18,15,15,8.333333,2025-12-04,2025-12-04,1,12,8.333333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '8.333333'}]",instagram,12,0.18,,4,,4,3,2
,,,,,,,,,,,,,,,,,,,,,,6920227125384,08_Red dress_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,23.333333,23.333333,0,2025-12-04,2025-12-04,1,3,,,,,facebook,3,0.07,,2,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920227125384,08_Red dress_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-04,2025-12-04,1,1,,,,,threads,1,0.01,,4,,1,,
,,,,,,,,,,,,,,3,,3,,,,3,,6920227655384,09_red lipstick_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.033333,0.033333,,,0.033333,,16.666667,16.666667,0,2025-12-04,2025-12-04,1,6,,,,,facebook,6,0.1,,2,,3,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920227655384,09_red lipstick_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-04,2025-12-04,1,1,,,,,instagram,1,0,,9,,1,1,
,,,,1,,,,,,,,,,7,,7,,,,6,,6920227964784,10_Red pants_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,0.1,"[{'action_type': 'outbound_click', 'value': '0.1'}]",0.1,,,,0.014286,0.014286,,,0.016667,0.1,11.111111,11.111111,11.111111,2025-12-04,2025-12-04,1,9,11.111111,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '11.111111'}]",facebook,9,0.1,1,7,1,5,4,3
,,,,,,,,,,,,,,,,,,,,,,6920227964784,10_Red pants_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,20,20,0,2025-12-04,2025-12-04,1,1,,,,,instagram,1,0.02,,,,,,
,,,,,,,,,,,,,,2,,2,,,,2,,6920227964784,10_Red pants_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.015,0.015,,,0.015,,10,10,0,2025-12-04,2025-12-04,1,3,,,,,threads,3,0.03,,4,,2,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920228199384,11_yellow dress_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-04,2025-12-04,1,1,,,,,facebook,1,0.01,,6,,1,,
,,,,,,,,,,,,,,,,,,,,,,6920228640584,01_black4_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,0,0,0,2025-12-04,2025-12-04,1,1,,,,,instagram,1,0,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920229519184,02_blackNew_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-04,2025-12-04,1,1,,,,,audience_network,1,0,,6,,1,,
,419,3,,159,56,56,419,,,,,,,4082,6,4082,49,43,,3874,,6920229519184,02_blackNew_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,155,,0.478227,"[{'action_type': 'outbound_click', 'value': '0.478227'}]",0.478227,1.357822,0.181475,,0.018628,0.018628,1.551797,,0.019628,0.490568,10.747426,11.47744,2.190813,2025-12-04,2025-12-04,1.067925,7075,2.24735,159,"[{'action_type': 'outbound_click', 'value': '159'}]","[{'action_type': 'outbound_click', 'value': '2.24735'}]",facebook,6625,76.038042,469,6,430,3534,2078,1461
,39,,,9,5,5,39,,,1,1,,,272,,272,12,11,,251,,6920229519184,02_blackNew_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,10,,0.877986,"[{'action_type': 'outbound_click', 'value': '0.877986'}]",0.877986,1.580375,0.202612,,0.029051,0.029051,0.65849,,0.031482,0.790187,15.022576,15.022576,1.901141,2025-12-04,2025-12-04,1,526,1.711027,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '1.711027'}]",instagram,526,7.901875,27,5,27,223,126,84
,,,,,,,,,,,,,,22,,22,1,1,,21,,6920229519184,02_blackNew_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.015913,0.015913,0.350083,,0.016671,,12.07183,12.07183,0,2025-12-04,2025-12-04,1,29,,,,,threads,29,0.350083,3,7,5,19,7,4
,,,,,,,,,,,,,,1,,1,,,,1,,6920230659184,03_blackbodysuit_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-04,2025-12-04,1,2,,,,,facebook,2,0,1,8,1,1,1,1
,,,,,,,,,,,,,,1,,1,,,,1,,6920230659184,03_blackbodysuit_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.01,0.01,,,0.01,,5,5,0,2025-12-04,2025-12-04,1,2,,,,,instagram,2,0.01,,3,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920230659184,03_blackbodysuit_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-04,2025-12-04,1,2,,,,,threads,2,0.02,,3,,1,,
,,,,,,,,,,,,,,3,,3,,,,3,,6920231203584,04_fbg_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.06,0.06,,,0.06,,16.363636,20,0,2025-12-04,2025-12-04,1.222222,11,,,,,facebook,9,0.18,,2,,2,,
,,,,,,,,,,,,,,,,,,,,,,6920231203584,04_fbg_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,70,70,0,2025-12-04,2025-12-04,1,1,,,,,instagram,1,0.07,,1,,,,
,,,,1,,,,,,,,,,3,,3,,,,2,,6920231786584,05_greendress_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,0.17,"[{'action_type': 'outbound_click', 'value': '0.17'}]",0.17,,,,0.056667,0.056667,,,0.085,0.17,42.5,42.5,25,2025-12-04,2025-12-04,1,4,25,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '25'}]",facebook,4,0.17,1,7,1,2,1,1
,,,,,,,,,,,,,,,,,,,,,,6920232153584,06_green hair_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,1,1,,,,,instagram,1,0.01,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920232153584,06_green hair_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-04,2025-12-04,1,1,,,,,threads,1,0,1,23,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,6920232426184,07_nose ring_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,0,0,0,2025-12-04,2025-12-04,1,1,,,,,facebook,1,0,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920233658384,08_Red dress_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-04,2025-12-04,1,1,,,,,instagram,1,0,,5,,1,,
,,,,,,,,,,,,,,2,,2,,,,2,,6920233824384,09_red lipstick_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.055,0.055,,,0.055,,27.5,27.5,0,2025-12-04,2025-12-04,1,4,,,,,facebook,4,0.11,,2,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920233824384,09_red lipstick_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.04,0.04,,,0.04,,5.714286,8,0,2025-12-04,2025-12-04,1.4,7,,,,,instagram,5,0.04,,2,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920234269584,10_Red pants_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-04,2025-12-04,1,1,,,,,threads,1,0.01,,7,,1,,
,,,,,,,,,,,,,,8,,8,,,,8,,6920234806984,11_yellow dress_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.0275,0.0275,,,0.0275,,7.857143,8.148148,0,2025-12-04,2025-12-04,1.037037,28,,,,,facebook,27,0.22,,3,,7,3,1
,,,,,,,,,,,,,,,,,,,,,,6920234806984,11_yellow dress_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,20,20,0,2025-12-04,2025-12-04,1,1,,,,,instagram,1,0.02,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6920234806984,11_yellow dress_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,1,1,,,,,threads,1,0.01,,2,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920249722184,02_jesus_Nuthin But A G Thang,6920236297184,Test_F_GThang,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.03,0.03,,,0.03,,7.5,7.5,0,2025-12-04,2025-12-04,1,4,,,,,facebook,4,0.03,,5,,1,1,1
1,588,8,1,282,63,63,588,1,1,,,1,1,4136,21,4136,72,50,1,3782,1,6920251011584,04_MorganF_Nuthin But A G Thang,6920236297184,Test_F_GThang,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,278,"[{'action_type': 'subscribe_mobile_app', 'value': '74.864459'}, {'action_type': 'subscribe_total', 'value': '74.864459'}]",0.265477,"[{'action_type': 'outbound_click', 'value': '0.265477'}]",0.265477,1.188325,0.127321,74.864459,0.018101,0.018101,1.039784,74.864459,0.019795,0.269297,9.215221,10.038141,3.42196,2025-12-04,2025-12-04,1.0893,8124,3.471196,282,"[{'action_type': 'outbound_click', 'value': '282'}]","[{'action_type': 'outbound_click', 'value': '3.471196'}]",facebook,7458,74.864459,445,5,408,3357,1891,1100
,59,,,11,4,4,59,,,,,,,229,1,229,8,7,,210,,6920251011584,04_MorganF_Nuthin But A G Thang,6920236297184,Test_F_GThang,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,15,,0.519538,"[{'action_type': 'outbound_click', 'value': '0.519538'}]",0.519538,1.42873,0.096863,,0.024956,0.024956,0.714365,,0.027214,0.380995,12.813723,13.198431,3.363229,2025-12-04,2025-12-04,1.030023,446,2.466368,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '2.466368'}]",instagram,433,5.714921,22,5,22,184,101,58
,,,,,,,,,,,,,,,,,,,,,,6920251011584,04_MorganF_Nuthin But A G Thang,6920236297184,Test_F_GThang,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,10.008618,10.008618,0,2025-12-04,2025-12-04,1,1,,,,,messenger,1,0.010009,,,,,,
,,,,,,,,,,,,,,34,,34,,,,34,,6920251011584,04_MorganF_Nuthin But A G Thang,6920236297184,Test_F_GThang,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.0209,0.0209,,,0.0209,,11.843531,11.843531,0,2025-12-04,2025-12-04,1,60,,,,,threads,60,0.710612,1,5,2,30,10,6
,,,,,,,,,,,,,,,,,,,,,,6920251233984,05_Snoop_Nuthin But A G Thang,6920236297184,Test_F_GThang,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,1,1,,,,,facebook,1,0.01,,3,,,,
,,,,,,,,,,,,,,,,,,,,,,6920251233984,05_Snoop_Nuthin But A G Thang,6920236297184,Test_F_GThang,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,0,0,0,2025-12-04,2025-12-04,1,1,,,,,instagram,1,0,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6920251233984,05_Snoop_Nuthin But A G Thang,6920236297184,Test_F_GThang,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,0,0,0,2025-12-04,2025-12-04,1,1,,,,,threads,1,0,,1,,,,
,,,,,,,,,,,,,,15,,15,,,,15,,6920251657184,06_WillS_Nuthin But A G Thang,6920236297184,Test_F_GThang,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.034667,0.034667,,,0.034667,,8.965517,9.454545,0,2025-12-04,2025-12-04,1.054545,58,,,,,facebook,55,0.52,1,2,1,14,3,2
,,,,,,,,,,,,,,4,,4,,,,4,,6920251657184,06_WillS_Nuthin But A G Thang,6920236297184,Test_F_GThang,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.025,0.025,,,0.025,,7.692308,7.692308,0,2025-12-04,2025-12-04,1,13,,,,,instagram,13,0.1,1,4,1,4,2,2
,,,,,,,,,,,,,,5,,5,,,,5,,6920251657184,06_WillS_Nuthin But A G Thang,6920236297184,Test_F_GThang,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.01,0.01,,,0.01,,8.333333,8.333333,0,2025-12-04,2025-12-04,1,6,,,,,threads,6,0.05,2,19,2,4,3,2
,287,11,,226,30,30,287,,,3,3,,,3123,11,3123,44,30,,2853,,6920980158184,01_Eddie_tsong,6920922044384,Gospel_Singing_251203,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,219,,0.283619,"[{'action_type': 'outbound_click', 'value': '0.283619'}]",0.283619,2.136596,0.223338,,0.020524,0.020524,1.45677,,0.022467,0.292684,10.021556,11.429721,3.424015,2025-12-04,2025-12-04,1.140514,6396,3.533458,226,"[{'action_type': 'outbound_click', 'value': '226'}]","[{'action_type': 'outbound_click', 'value': '3.533458'}]",facebook,5608,64.097874,421,5,399,2574,1417,976
,1,,,,,,1,,,,,,,29,,29,,,,29,,6920980158184,01_Eddie_tsong,6920922044384,Gospel_Singing_251203,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,0,,,,,,0.901376,,0.031082,0.031082,,,0.031082,,13.867329,14.084006,0,2025-12-04,2025-12-04,1.015625,65,,,,,instagram,64,0.901376,5,5,5,25,14,11
,,,,,,,,,,,,,,,,,,,,,,6920980158184,01_Eddie_tsong,6920922044384,Gospel_Singing_251203,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-04,2025-12-04,1,1,,,,,messenger,1,0,,,,,,
,,,,1,,,,,,,,,,17,,17,,,,16,,6920980158184,01_Eddie_tsong,6920922044384,Gospel_Singing_251203,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,1,,0.490749,"[{'action_type': 'outbound_click', 'value': '0.490749'}]",0.490749,,,,0.028868,0.028868,,,0.030672,0.490749,12.583317,12.583317,2.564103,2025-12-04,2025-12-04,1,39,2.564103,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.564103'}]",threads,39,0.490749,3,5,3,13,7,4
,,,,,,,,,,,,,,1,,1,,,,1,,6920984249384,02_Jesus_tsong,6920922044384,Gospel_Singing_251203,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,0,,,,,,,,0.04,0.04,,,0.04,,13.333333,13.333333,0,2025-12-04,2025-12-04,1,3,,,,,facebook,3,0.04,,2,,1,,
