action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,46,,,17,5,5,46,,,,,,,468,,468,18,18,,433,,6916177886184,06 fbg og - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,20,,0.648191,"[{'action_type': 'outbound_click', 'value': '0.648191'}]",0.648191,2.20385,0.239549,,0.023545,0.023545,0.612181,,0.025449,0.550963,14.073119,14.499016,2.554278,2025-12-04,2025-12-04,1.030263,783,2.171137,17,"[{'action_type': 'outbound_click', 'value': '17'}]","[{'action_type': 'outbound_click', 'value': '2.171137'}]",instagram,760,11.019252,60,5,60,393,202,166
,,,,,,,,,,,,,,,,,,,,,,6916177886184,06 fbg og - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,5.38914,5.38914,0,2025-12-04,2025-12-04,1,13,,,,,messenger,13,0.070059,,,,,,
,,,,,,,,,,,,,,14,,14,,,,14,,6916177886184,06 fbg og - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.022876,0.022876,,,0.022876,,15.2509,15.2509,0,2025-12-04,2025-12-04,1,21,,,,,threads,21,0.320269,1,6,1,14,6,3
,,,,,,,,,,,,,,,,,,,,,,6916177886584,01 Esha - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,1,1,,,,,facebook,1,0.01,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6916177886984,03 blonde - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,1,,,,,,,,0,0,,,0,0,0,0,100,2025-12-04,2025-12-04,1,1,,,,,instagram,1,0,,5,,1,,
,,,,,,,,,,,,,,3,,3,,,,3,,6916856841784,01 Jesus_travis,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.033333,0.033333,,,0.033333,,12.5,12.5,0,2025-12-04,2025-12-04,1,8,,,,,facebook,8,0.1,1,5,1,3,1,1
,,,,,,,,,,,,,,1,,1,,,,1,,6916856841784,01 Jesus_travis,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.02,0.02,,,0.02,,6.666667,6.666667,0,2025-12-04,2025-12-04,1,3,,,,,instagram,3,0.02,,3,,1,,
,3,,,,,,3,,,,,,,36,,36,,,,36,,6916858590184,02 Eddie_Snoop,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,0.203333,,0.016944,0.016944,,,0.016944,,8.472222,8.591549,0,2025-12-04,2025-12-04,1.014085,72,,,,,facebook,71,0.61,1,5,1,33,20,8
,,,,,,,,,,,,,,3,,3,,,,3,,6916858590184,02 Eddie_Snoop,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.016667,0.016667,,,0.016667,,8.333333,8.333333,0,2025-12-04,2025-12-04,1,6,,,,,instagram,6,0.05,,6,,3,3,2
,,,,,,,,,,,,,,3,,3,,,,3,,6916858590184,02 Eddie_Snoop,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.013333,0.013333,,,0.013333,,8,8,0,2025-12-04,2025-12-04,1,5,,,,,threads,5,0.04,,4,,2,1,
,,,,,,,,,,,,,,1,,1,,,,1,,6916859158784,02 Mike_rapGod,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.07,0.07,,,0.07,,23.333333,23.333333,0,2025-12-04,2025-12-04,1,3,,,,,facebook,3,0.07,1,8,,1,1,1
,,,,,,,,,,,,,,1,,1,,,,1,,6916860073184,02 Mike_sicko,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.04,0.04,,,0.04,,10,10,0,2025-12-04,2025-12-04,1,4,,,,,facebook,4,0.04,,3,,1,1,
,,,,,,,,,,,,,,1,,1,,,,1,,6916863115584,03 Snoop_sicko,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-04,2025-12-04,1,1,,,,,facebook,1,0.01,,4,,1,,
,525,5,1,197,50,50,525,,,3,3,2,,4016,8,4016,69,57,,3750,,6916864174784,04 Morgan_Gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,187,,0.357999,"[{'action_type': 'outbound_click', 'value': '0.357999'}]",0.357999,1.410516,0.134335,,0.017561,0.017561,1.022113,,0.018807,0.377143,8.902525,9.223882,2.360515,2025-12-04,2025-12-04,1.036097,7922,2.486746,197,"[{'action_type': 'outbound_click', 'value': '197'}]","[{'action_type': 'outbound_click', 'value': '2.486746'}]",facebook,7646,70.525802,514,5,469,3448,2016,1237
,24,,,20,4,4,24,,,3,3,,,437,3,437,20,14,,397,,6916864174784,04 Morgan_Gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,30,,0.477675,"[{'action_type': 'outbound_click', 'value': '0.477675'}]",0.477675,2.388374,0.398062,,0.021862,0.021862,0.477675,,0.024064,0.31845,11.03175,11.173679,3.464203,2025-12-04,2025-12-04,1.012866,866,2.309469,20,"[{'action_type': 'outbound_click', 'value': '20'}]","[{'action_type': 'outbound_click', 'value': '2.309469'}]",instagram,855,9.553495,45,5,45,362,197,118
,,,,1,,,,,,,,,,89,,89,,,,88,,6916864174784,04 Morgan_Gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,1,,1.920703,"[{'action_type': 'outbound_click', 'value': '1.920703'}]",1.920703,,,,0.021581,0.021581,,,0.021826,1.920703,12.39163,12.39163,0.645161,2025-12-04,2025-12-04,1,155,0.645161,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.645161'}]",threads,155,1.920703,6,5,9,75,39,22
,2,,,,,,2,,,,,,,,,,,,,,,6917461957184,01 Jesus_travis - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,0,,,,,,,,,,,2025-12-04,2025-12-04,0,0,,,,,facebook,0,0,,,,,,
,3,,,,,,3,,,,,,,,,,,,,,,6917505479784,06 fbg og - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,0,,,,,,,,,,,2025-12-04,2025-12-04,0,0,,,,,facebook,0,0,,,,,,
,2,,,,,,2,,,,,,,,,,,,,,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,0,,,,,,,,,,,2025-12-04,2025-12-04,0,0,,,,,facebook,0,0,,,,,,
,,,,,,,,,,,,,,2,,2,,,,2,,6920196825784,01_black4_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.005,0.005,,,0.005,,1.25,1.25,0,2025-12-04,2025-12-04,1,8,,,,,instagram,8,0.01,,3,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,6920196825784,01_black4_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,0,0,0,2025-12-04,2025-12-04,1,2,,,,,messenger,2,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,6920199274584,02_blackNew_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,1,1,,,,,facebook,1,0.01,,1,,,,
1,502,11,1,224,73,73,502,1,1,,,1,1,3904,6,3904,55,48,1,3625,1,6920199460384,03_blackbodysuit_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,216,"[{'action_type': 'subscribe_mobile_app', 'value': '80.699455'}, {'action_type': 'subscribe_total', 'value': '80.699455'}]",0.360265,"[{'action_type': 'outbound_click', 'value': '0.360265'}]",0.360265,1.105472,0.160756,80.699455,0.020671,0.020671,1.467263,80.699455,0.022262,0.373609,10.621144,10.902385,2.842853,2025-12-04,2025-12-04,1.026479,7598,2.948144,224,"[{'action_type': 'outbound_click', 'value': '224'}]","[{'action_type': 'outbound_click', 'value': '2.948144'}]",facebook,7402,80.699455,467,5,439,3294,1808,1230
,,,,6,,,,,,,,,,92,,92,2,2,,84,,6920199460384,03_blackbodysuit_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,6,,0.363421,"[{'action_type': 'outbound_click', 'value': '0.363421'}]",0.363421,,,,0.023701,0.023701,1.090263,,0.025959,0.363421,10.433137,10.848386,2.870813,2025-12-04,2025-12-04,1.039801,209,2.870813,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '2.870813'}]",instagram,201,2.180526,10,4,10,75,42,22
,,,,,,,,,,,,,,5,,5,,,,5,,6920199460384,03_blackbodysuit_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.016004,0.016004,,,0.016004,,8.001929,8.001929,0,2025-12-04,2025-12-04,1,10,,,,,threads,10,0.080019,3,19,4,5,4,3
,,,,,,,,,,,,,,5,,5,,,,5,,6920200299984,04_fbg_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.032,0.032,,,0.032,,11.428571,11.428571,0,2025-12-04,2025-12-04,1,14,,,,,facebook,14,0.16,,4,,4,2,1
,,,,,,,,,,,,,,,,,,,,,,6920200299984,04_fbg_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,0,0,0,2025-12-04,2025-12-04,1,1,,,,,instagram,1,0,,0,,,,
,,,,,,,,,,,,,,3,,3,,,,3,,6920200299984,04_fbg_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.033333,0.033333,,,0.033333,,16.666667,16.666667,0,2025-12-04,2025-12-04,1,6,,,,,threads,6,0.1,,3,,2,1,
,,,,,,,,,,,,,,,,,,,,,,6920201298984,05_greendress_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,1,2,,,,,facebook,2,0.02,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,6920201298984,05_greendress_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,1,1,,,,,threads,1,0.01,,,,,,
,13,,,6,2,2,13,,,,,,,68,,68,1,1,,61,,6920202402984,06_green hair_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,5,,0.296667,"[{'action_type': 'outbound_click', 'value': '0.296667'}]",0.296667,0.89,0.136923,,0.026176,0.026176,1.78,,0.02918,0.356,9.468085,9.78022,2.659574,2025-12-04,2025-12-04,1.032967,188,3.191489,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '3.191489'}]",facebook,182,1.78,7,4,7,53,26,19
,,,,1,,,,,,,,,,12,,12,1,1,,10,,6920202402984,06_green hair_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,0.43,"[{'action_type': 'outbound_click', 'value': '0.43'}]",0.43,,,,0.035833,0.035833,0.43,,0.043,0.43,11.621622,11.621622,2.702703,2025-12-04,2025-12-04,1,37,2.702703,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.702703'}]",instagram,37,0.43,,2,,7,2,2
,,,,,,,,,,,,,,3,,3,,,,3,,6920202402984,06_green hair_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-04,2025-12-04,1,3,,,,,threads,3,0.03,,7,,3,2,
,,,,,,,,,,,,,,,,,,,,,,6920208797384,07_nose ring_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,1,3,,,,,facebook,3,0.03,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6920210655784,08_Red dress_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,0,0,0,2025-12-04,2025-12-04,1,1,,,,,instagram,1,0,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920210745384,09_red lipstick_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.12,0.12,,,0.12,,17.142857,17.142857,0,2025-12-04,2025-12-04,1,7,,,,,facebook,7,0.12,,3,,1,1,
,,,,,,,,,,,,,,1,,1,,,,1,,6920210745384,09_red lipstick_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.06,0.06,,,0.06,,20,20,0,2025-12-04,2025-12-04,1,3,,,,,instagram,3,0.06,,3,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920210890384,10_Red pants_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.04,0.04,,,0.04,,40,40,0,2025-12-04,2025-12-04,1,1,,,,,facebook,1,0.04,,6,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920210890384,10_Red pants_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-04,2025-12-04,1,1,,,,,instagram,1,0.01,,4,,1,,
,,,,,,,,,,,,,,5,,5,,,,5,,6920211228384,01_black4_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.056,0.056,,,0.056,,23.333333,28,0,2025-12-04,2025-12-04,1.2,12,,,,,facebook,10,0.28,,3,,3,2,1
,,,,,,,,,,,,,,,,,,,,,,6920211228384,01_black4_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,1,4,,,,,instagram,4,0.04,,2,,,,
,,,,1,,,,,,,,,,20,,20,,,,19,,6920212936384,02_blackNew_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,1.68,"[{'action_type': 'outbound_click', 'value': '1.68'}]",1.68,,,,0.084,0.084,,,0.088421,1.68,28.965517,29.473684,1.724138,2025-12-04,2025-12-04,1.017544,58,1.724138,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.724138'}]",facebook,57,1.68,2,3,2,16,11,6
,2,,,1,,,2,,,,,,,6,,6,,,,5,,6920212936384,02_blackNew_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,0.56,"[{'action_type': 'outbound_click', 'value': '0.56'}]",0.56,,0.28,,0.093333,0.093333,,,0.112,0.56,32.941176,32.941176,5.882353,2025-12-04,2025-12-04,1,17,5.882353,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '5.882353'}]",instagram,17,0.56,,3,,5,2,1
,,,,,,,,,,,,,,1,,1,,,,1,,6920212936384,02_blackNew_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-04,2025-12-04,1,1,,,,,threads,1,0.01,,4,,1,,
,,,,,,,,,,,,,,4,,4,,,,4,,6920213202984,03_blackbodysuit_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.015,0.015,,,0.015,,15,20,0,2025-12-04,2025-12-04,1.333333,4,,,,,audience_network,3,0.06,1,11,1,4,3,3
,71,,,21,7,7,71,,,,,,,843,1,843,12,11,,810,,6920213202984,03_blackbodysuit_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,21,,1.419524,"[{'action_type': 'outbound_click', 'value': '1.4905'}]",1.419524,4.258571,0.419859,,0.035362,0.035362,2.484167,,0.036802,1.419524,16.67226,17.514689,1.174497,2025-12-04,2025-12-04,1.050529,1788,1.174497,21,"[{'action_type': 'outbound_click', 'value': '20'}]","[{'action_type': 'outbound_click', 'value': '1.118568'}]",facebook,1702,29.81,189,5,177,743,444,337
,,,,,,,,,,,,,,41,,41,,,,41,,6920213202984,03_blackbodysuit_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.061707,0.061707,,,0.061707,,22,23,0,2025-12-04,2025-12-04,1.045455,115,,,,,instagram,110,2.53,2,4,2,38,20,13
,,,,,,,,,,,,,,7,,7,,,,7,,6920213202984,03_blackbodysuit_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.031429,0.031429,,,0.031429,,13.75,13.75,0,2025-12-04,2025-12-04,1,16,,,,,threads,16,0.22,2,5,2,6,2,2
,35,,,8,4,4,35,,,,,,,245,,245,3,3,,234,,6920213414184,04_fbg_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,8,,1.1475,"[{'action_type': 'outbound_click', 'value': '1.1475'}]",1.1475,2.295,0.262286,,0.037469,0.037469,3.06,,0.039231,1.1475,12.523874,12.644628,1.091405,2025-12-04,2025-12-04,1.009642,733,1.091405,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '1.091405'}]",facebook,726,9.18,29,3,27,202,108,78
,,,,,,,,,,,,,,15,,15,,,,15,,6920213414184,04_fbg_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.054,0.054,,,0.054,,13.965517,13.965517,0,2025-12-04,2025-12-04,1,58,,,,,instagram,58,0.81,1,3,1,15,5,3
,,,,,,,,,,,,,,15,,15,,,,15,,6920213414184,04_fbg_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.027333,0.027333,,,0.027333,,15.185185,15.185185,0,2025-12-04,2025-12-04,1,27,,,,,threads,27,0.41,3,20,3,13,5,3
,,,,,,,,,,,,,,17,,17,,,,17,,6920213932984,05_greendress_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.035294,0.035294,,,0.035294,,10.714286,11.320755,0,2025-12-04,2025-12-04,1.056604,56,,,,,facebook,53,0.6,3,3,2,16,5,4
,,,,,,,,,,,,,,,,,,,,,,6920213932984,05_greendress_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,1,3,,,,,instagram,3,0.03,,1,,,,
,,,,,,,,,,,,,,2,,2,,,,2,,6920213932984,05_greendress_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.01,0.01,,,0.01,,6.666667,6.666667,0,2025-12-04,2025-12-04,1,3,,,,,threads,3,0.02,,6,,2,2,
,,,,,,,,,,,,,,13,,13,,,,13,,6920214222584,06_green hair_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.033077,0.033077,,,0.033077,,11.621622,11.944444,0,2025-12-04,2025-12-04,1.027778,37,,,,,facebook,36,0.43,1,4,1,12,9,5
,,,,1,,,,,,,,,,22,,22,,,,21,,6920214222584,06_green hair_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,1.17,"[{'action_type': 'outbound_click', 'value': '1.17'}]",1.17,,,,0.053182,0.053182,,,0.055714,1.17,16.478873,16.956522,1.408451,2025-12-04,2025-12-04,1.028986,71,1.408451,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.408451'}]",instagram,69,1.17,4,3,4,19,9,6
,,,,,,,,,,,,,,,,,,,,,,6920214222584,06_green hair_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,0,0,0,2025-12-04,2025-12-04,1,1,,,,,messenger,1,0,,2,,,,
,,,,,,,,,,,,,,15,,15,,,,15,,6920214222584,06_green hair_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.018,0.018,,,0.018,,12.857143,12.857143,0,2025-12-04,2025-12-04,1,21,,,,,threads,21,0.27,2,8,2,15,10,4
,62,,,17,7,7,62,,,,,,,600,,600,3,3,,580,,6920215275984,07_nose ring_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,16,,1.097059,"[{'action_type': 'outbound_click', 'value': '1.097059'}]",1.097059,2.664286,0.300806,,0.031083,0.031083,6.216667,,0.032155,1.165625,12.392027,13.340486,1.063123,2025-12-04,2025-12-04,1.076538,1505,1.129568,17,"[{'action_type': 'outbound_click', 'value': '17'}]","[{'action_type': 'outbound_click', 'value': '1.129568'}]",facebook,1398,18.65,46,4,43,510,283,169
,7,,,9,,,7,,,,,6,,419,,419,17,17,,393,,6920215275984,07_nose ring_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,13,,0.255556,"[{'action_type': 'outbound_click', 'value': '0.255556'}]",0.255556,,0.328571,,0.005489,0.005489,0.135294,,0.005852,0.176923,0.809574,0.918897,0.457585,2025-12-04,2025-12-04,1.135038,2841,0.31679,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '0.31679'}]",instagram,2503,2.3,35,2,35,347,207,108
,,,,,,,,,,,,,,7,,7,,,,7,,6920215275984,07_nose ring_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.012857,0.012857,,,0.012857,,7.5,7.5,0,2025-12-04,2025-12-04,1,12,,,,,threads,12,0.09,2,8,2,7,5,3
,,,,3,,,,,,,,,,70,,70,,,,67,,6920215545784,08_Red dress_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,3,,0.943333,"[{'action_type': 'outbound_click', 'value': '0.943333'}]",0.943333,,,,0.040429,0.040429,,,0.042239,0.943333,13.671498,14.292929,1.449275,2025-12-04,2025-12-04,1.045455,207,1.449275,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.449275'}]",facebook,198,2.83,9,3,9,57,28,15
,,,,,,,,,,,,,,13,,13,1,1,,12,,6920215545784,08_Red dress_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.040769,0.040769,0.53,,0.044167,,21.2,21.2,0,2025-12-04,2025-12-04,1,25,,,,,instagram,25,0.53,1,4,1,9,6,3
,,,,,,,,,,,,,,2,,2,,,,2,,6920215545784,08_Red dress_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.035,0.035,,,0.035,,14,14,0,2025-12-04,2025-12-04,1,5,,,,,threads,5,0.07,,5,,1,1,1
,2,,,1,,,2,,,,,,,19,,19,,,,18,,6920215745784,09_red lipstick_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,1.03,"[{'action_type': 'outbound_click', 'value': '1.03'}]",1.03,,0.515,,0.054211,0.054211,,,0.057222,1.03,14.305556,14.927536,1.388889,2025-12-04,2025-12-04,1.043478,72,1.388889,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.388889'}]",facebook,69,1.03,3,3,3,14,6,5
,,,,,,,,,,,,,,4,,4,,,,4,,6920215745784,09_red lipstick_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.0225,0.0225,,,0.0225,,9,9,0,2025-12-04,2025-12-04,1,10,,,,,instagram,10,0.09,1,5,1,4,1,1
,,,,,,,,,,,,,,,,,,,,,,6920215745784,09_red lipstick_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,2.5,2.5,0,2025-12-04,2025-12-04,1,4,,,,,messenger,4,0.01,,0,,,,
,,,,,,,,,,,,,,2,,2,,,,2,,6920215745784,09_red lipstick_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.03,0.03,,,0.03,,6,8.571429,0,2025-12-04,2025-12-04,1.428571,10,,,,,threads,7,0.06,2,15,2,2,2,2
