action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,1,,,1,1,1,1,,,,,,7,,7,,,,6,,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,18-24,6913347651784,FB_iOS_itoshi_rap_install,1,,0.27,"[{'action_type': 'outbound_click', 'value': '0.27'}]",0.27,0.27,0.27,,0.038571,0.038571,,,0.045,0.27,20.769231,20.769231,7.692308,2025-12-02,2025-12-02,1,13,7.692308,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '7.692308'}]",13,0.27,3,6,3,6,3,3
,1,,,1,,,1,,,,,,24,,24,,,,23,,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,25-34,6913347651784,FB_iOS_itoshi_rap_install,1,,0.8,"[{'action_type': 'outbound_click', 'value': '0.8'}]",0.8,,0.8,,0.033333,0.033333,,,0.034783,0.8,10.810811,11.111111,1.351351,2025-12-02,2025-12-02,1.027778,74,1.351351,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.351351'}]",72,0.8,,3,,23,7,2
,4,,,2,,,4,,,,,,157,,157,2,2,,153,,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,35-44,6913347651784,FB_iOS_itoshi_rap_install,2,,2.2,"[{'action_type': 'outbound_click', 'value': '2.2'}]",2.2,,1.1,,0.028025,0.028025,2.2,,0.028758,2.2,8.997955,8.997955,0.408998,2025-12-02,2025-12-02,1,489,0.408998,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.408998'}]",489,4.4,16,3,15,148,67,43
,107,1,2,16,11,11,107,,,,,,362,,362,9,7,,337,,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,45-54,6913347651784,FB_iOS_itoshi_rap_install,17,,0.594375,"[{'action_type': 'outbound_click', 'value': '0.594375'}]",0.594375,0.864545,0.088879,,0.026271,0.026271,1.056667,,0.02822,0.559412,10.303359,10.303359,1.84182,2025-12-02,2025-12-02,1,923,1.733478,16,"[{'action_type': 'outbound_click', 'value': '16'}]","[{'action_type': 'outbound_click', 'value': '1.733478'}]",923,9.51,38,3,34,326,142,84
,12,,1,5,2,2,12,,,,,,150,,150,5,4,,140,,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,55-64,6913347651784,FB_iOS_itoshi_rap_install,5,,0.856,"[{'action_type': 'outbound_click', 'value': '0.856'}]",0.856,2.14,0.356667,,0.028533,0.028533,0.856,,0.030571,0.856,12.700297,13.291925,1.48368,2025-12-02,2025-12-02,1.046584,337,1.48368,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.48368'}]",322,4.28,25,4,24,131,70,45
,2,,,1,,,2,,,,,,18,,18,,,,17,,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,65+,6913347651784,FB_iOS_itoshi_rap_install,1,,0.52,"[{'action_type': 'outbound_click', 'value': '0.52'}]",0.52,,0.26,,0.028889,0.028889,,,0.030588,0.52,14.857143,15.294118,2.857143,2025-12-02,2025-12-02,1.029412,35,2.857143,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.857143'}]",34,0.52,2,4,2,16,11,3
,,,,1,,,,,,,,,13,,13,,,,12,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,18-24,6913347651784,FB_iOS_itoshi_rap_install,1,,0.23,"[{'action_type': 'outbound_click', 'value': '0.23'}]",0.23,,,,0.017692,0.017692,,,0.019167,0.23,10.454545,10.454545,4.545455,2025-12-02,2025-12-02,1,22,4.545455,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4.545455'}]",22,0.23,,3,,11,3,1
,1,,,1,,,1,,,,,,71,1,71,1,,,69,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,25-34,6913347651784,FB_iOS_itoshi_rap_install,1,,1.19,"[{'action_type': 'outbound_click', 'value': '1.19'}]",1.19,,1.19,,0.016761,0.016761,1.19,,0.017246,1.19,7.125749,7.300614,0.598802,2025-12-02,2025-12-02,1.02454,167,0.598802,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.598802'}]",163,1.19,5,3,4,61,30,13
,31,,1,13,3,3,31,,,,,,690,1,690,3,1,,674,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,35-44,6913347651784,FB_iOS_itoshi_rap_install,13,,0.969231,"[{'action_type': 'outbound_click', 'value': '0.969231'}]",0.969231,4.2,0.406452,,0.018261,0.018261,4.2,,0.018694,0.969231,7.835821,8.076923,0.808458,2025-12-02,2025-12-02,1.030769,1608,0.808458,13,"[{'action_type': 'outbound_click', 'value': '13'}]","[{'action_type': 'outbound_click', 'value': '0.808458'}]",1560,12.6,45,3,43,640,259,123
,303,2,,60,32,32,303,,,1,1,,2297,,2297,8,7,,2229,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,45-54,6913347651784,FB_iOS_itoshi_rap_install,59,"[{'action_type': 'subscribe_mobile_app', 'value': '39.99'}, {'action_type': 'subscribe_total', 'value': '39.99'}, {'action_type': 'start_trial_mobile_app', 'value': '39.99'}, {'action_type': 'start_trial_total', 'value': '39.99'}]",0.6665,"[{'action_type': 'outbound_click', 'value': '0.6665'}]",0.6665,1.249688,0.13198,,0.01741,0.01741,4.99875,,0.017941,0.677797,8.855182,8.984498,1.306466,2025-12-02,2025-12-02,1.014603,4516,1.328609,60,"[{'action_type': 'outbound_click', 'value': '60'}]","[{'action_type': 'outbound_click', 'value': '1.328609'}]",4451,39.99,175,4,157,2128,947,496
