action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
1,61,,,9,3,3,61,1,1,,,,1,148,,148,1,1,1,138,1,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,9,"[{'action_type': 'subscribe_mobile_app', 'value': '7.95'}, {'action_type': 'subscribe_total', 'value': '7.95'}]",0.883333,"[{'action_type': 'outbound_click', 'value': '0.883333'}]",0.883333,2.65,0.130328,7.95,0.053716,0.053716,7.95,7.95,0.057609,0.883333,20.866142,21.603261,2.362205,2025-12-06,2025-12-06,1.035326,female,381,2.362205,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '2.362205'}]",368,7.95,18,4,17,129,76,54
,13,,,2,2,2,13,,,,,,,22,,22,,,,20,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,2,,0.86,"[{'action_type': 'outbound_click', 'value': '0.86'}]",0.86,0.86,0.132308,,0.078182,0.078182,,,0.086,0.86,23.243243,24.225352,2.702703,2025-12-06,2025-12-06,1.042254,male,74,2.702703,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.702703'}]",71,1.72,2,3,2,17,11,5
,,,,,,,,,,,,,,2,,2,,,,2,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.03,0.03,,,0.03,,12,12,0,2025-12-06,2025-12-06,1,unknown,5,,,,,5,0.06,,3,,2,1,1
,,,,,,,,,,,,,,5,,5,,,,5,,6922611488184,01_Cristiano_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.196,0.196,,,0.196,,51.578947,54.444444,0,2025-12-06,2025-12-06,1.055556,female,19,,,,,18,0.98,1,3,1,4,2,1
,5,,,1,,,5,,,,,,,14,,14,,,,13,,6922611488184,01_Cristiano_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,1.9,"[{'action_type': 'outbound_click', 'value': '1.9'}]",1.9,,0.38,,0.135714,0.135714,,,0.146154,1.9,38,39.583333,2,2025-12-06,2025-12-06,1.041667,male,50,2,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2'}]",48,1.9,3,3,3,13,6,4
,,,,,,,,,,,,,,2,,2,,,,2,,6922613374584,01_Cristiano_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.035,0.035,,,0.035,,17.5,17.5,0,2025-12-06,2025-12-06,1,female,4,,,,,4,0.07,,3,,2,,
,1,,,,1,1,1,,,,,,,6,,6,,,,6,,6922613374584,01_Cristiano_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,0.67,0.67,,0.111667,0.111667,,,0.111667,,41.875,41.875,0,2025-12-06,2025-12-06,1,male,16,,,,,16,0.67,1,4,1,5,2,2
,,,,,,,,,,,,,,,,,,,,,,6922613374584,01_Cristiano_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,15,15,0,2025-12-06,2025-12-06,1,unknown,2,,,,,2,0.03,,1,,,,
,,,,2,,,,,,,,,,16,,16,,,,14,,6922613549984,01_black4_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,0.545,"[{'action_type': 'outbound_click', 'value': '0.545'}]",0.545,,,,0.068125,0.068125,,,0.077857,0.545,28.684211,29.459459,5.263158,2025-12-06,2025-12-06,1.027027,female,38,5.263158,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '5.263158'}]",37,1.09,1,3,1,11,4,1
,1,,,,,,1,,,,,,,6,,6,,,,6,,6922613549984,01_black4_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0.89,,0.148333,0.148333,,,0.148333,,34.230769,37.083333,0,2025-12-06,2025-12-06,1.083333,male,26,,,,,24,0.89,,3,,5,3,3
,6,,,,1,1,6,,,,,,,5,,5,,,,5,,6922613869184,01_Cristiano_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,0.44,0.073333,,0.088,0.088,,,0.088,,23.157895,23.157895,0,2025-12-06,2025-12-06,1,female,19,,,,,19,0.44,,3,,4,2,1
,19,,,,4,4,19,,,,,,,30,,30,1,1,,29,,6922613869184,01_Cristiano_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,,,,0.72,0.151579,,0.096,0.096,2.88,,0.09931,2.88,22.153846,22.857143,0.769231,2025-12-06,2025-12-06,1.031746,male,130,,,,,126,2.88,5,3,5,25,14,9
,,,,,,,,,,,,,,,,,,,,,,6922613869184,01_Cristiano_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,15,15,0,2025-12-06,2025-12-06,1,unknown,2,,,,,2,0.03,,1,,,,
,,,,,,,,,,,,,,7,,7,,,,7,,6922614475984,02_Eddie_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.098571,0.098571,,,0.098571,,22.258065,23,0,2025-12-06,2025-12-06,1.033333,female,31,,,,,30,0.69,1,4,1,6,2,1
,26,,,3,1,1,26,,,,,,,41,,41,1,1,,37,,6922614475984,02_Eddie_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,3,,0.873333,"[{'action_type': 'outbound_click', 'value': '0.873333'}]",0.873333,2.62,0.100769,,0.063902,0.063902,2.62,,0.070811,0.873333,24.952381,25.940594,2.857143,2025-12-06,2025-12-06,1.039604,male,105,2.857143,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '2.857143'}]",101,2.62,6,5,6,32,15,9
,,,,,,,,,,,,,,,,,,,,,,6922614475984,02_Eddie_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,20,20,0,2025-12-06,2025-12-06,1,unknown,1,,,,,1,0.02,,1,,,,
,,,,,,,,,,,,,,11,,11,,,,11,,6922615092384,03_Gael_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.128182,0.128182,,,0.128182,,35.25,38.108108,0,2025-12-06,2025-12-06,1.081081,female,40,,,,,37,1.41,2,3,2,9,3,2
,5,,,4,,,5,,,,,,,22,,22,,,,18,,6922615092384,03_Gael_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,4,,0.5525,"[{'action_type': 'outbound_click', 'value': '0.5525'}]",0.5525,,0.442,,0.100455,0.100455,,,0.122778,0.5525,26.95122,27.625,4.878049,2025-12-06,2025-12-06,1.025,male,82,4.878049,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '4.878049'}]",80,2.21,1,2,1,15,4,2
,,,,,,,,,,,,,,1,,1,,,,1,,6922616414384,04_Javier_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.17,0.17,,,0.17,,15.454545,17,0,2025-12-06,2025-12-06,1.1,female,11,,,,,10,0.17,,2,,1,,
,,,,,,,,,,,,,,4,,4,,,,4,,6922616414384,04_Javier_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.1625,0.1625,,,0.1625,,29.545455,29.545455,0,2025-12-06,2025-12-06,1,male,22,,,,,22,0.65,1,3,1,4,2,2
,1,,,2,,,1,,,,,,,11,,11,,,,9,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,3,,0.955,"[{'action_type': 'outbound_click', 'value': '0.955'}]",0.955,,1.91,,0.173636,0.173636,,,0.212222,0.636667,65.862069,65.862069,10.344828,2025-12-06,2025-12-06,1,female,29,6.896552,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '6.896552'}]",29,1.91,2,4,2,8,3,2
,2,,,3,,,2,,,,,,,44,,44,,,,41,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,3,,1.37,"[{'action_type': 'outbound_click', 'value': '1.37'}]",1.37,,2.055,,0.093409,0.093409,,,0.100244,1.37,32.109375,33.414634,2.34375,2025-12-06,2025-12-06,1.04065,male,128,2.34375,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '2.34375'}]",123,4.11,4,3,4,37,13,9
,,,,,,,,,,,,,,1,,1,,,,1,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.41,0.41,,,0.41,,410,410,0,2025-12-06,2025-12-06,1,unknown,1,,,,,1,0.41,,6,,1,,
,6,,,2,1,1,6,,,,,,,13,,13,1,1,,10,,6922617314184,06_LioneM_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,0.35,"[{'action_type': 'outbound_click', 'value': '0.35'}]",0.35,0.7,0.116667,,0.053846,0.053846,0.7,,0.07,0.35,17.5,18.918919,5,2025-12-06,2025-12-06,1.081081,female,40,5,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '5'}]",37,0.7,2,3,1,9,3,3
1,28,1,,3,5,5,28,1,1,,,,1,54,,54,,,1,51,1,6922617314184,06_LioneM_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,4,,3.006667,"[{'action_type': 'outbound_click', 'value': '3.006667'}]",3.006667,1.804,0.322143,9.02,0.167037,0.167037,,9.02,0.176863,2.255,25.698006,28.012422,1.139601,2025-12-06,2025-12-06,1.090062,male,351,0.854701,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.854701'}]",322,9.02,11,2,10,45,26,15
,,,,,,,,,,,,,,1,,1,,,,1,,6922617314184,06_LioneM_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.05,0.05,,,0.05,,16.666667,16.666667,0,2025-12-06,2025-12-06,1,unknown,3,,,,,3,0.05,,3,,1,1,
,,,,,,,,,,,,,,17,,17,,,,17,,6922617563384,07_Morgan_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.095294,0.095294,,,0.095294,,36.818182,40.5,0,2025-12-06,2025-12-06,1.1,female,44,,,,,40,1.62,1,4,1,13,4,2
,24,,,5,4,4,24,,,,,,,121,,121,1,1,,115,,6922617563384,07_Morgan_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,6,,3.204,"[{'action_type': 'outbound_click', 'value': '3.204'}]",3.204,4.005,0.6675,,0.132397,0.132397,16.02,,0.139304,2.67,27.86087,29.340659,1.043478,2025-12-06,2025-12-06,1.053114,male,575,0.869565,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '0.869565'}]",546,16.02,13,2,10,99,41,28
,,,,,,,,,,,,,,2,,2,,,,2,,6922617563384,07_Morgan_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-06,2025-12-06,1,unknown,2,,,,,2,0.02,,5,,1,,
,,,,,,,,,,,,,,6,,6,,,,6,,6922617753784,09_oscar_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.091667,0.091667,,,0.091667,,28.947368,30.555556,0,2025-12-06,2025-12-06,1.055556,female,19,,,,,18,0.55,3,5,3,5,3,3
,3,1,,2,,,3,,,,,,,37,,37,,,,35,,6922617753784,09_oscar_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,1.885,"[{'action_type': 'outbound_click', 'value': '1.885'}]",1.885,,1.256667,,0.101892,0.101892,,,0.107714,1.885,32.782609,33.362832,1.73913,2025-12-06,2025-12-06,1.017699,male,115,1.73913,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.73913'}]",113,3.77,4,3,5,31,15,7
,,,,,,,,,,,,,,1,,1,,,,1,,6922618733184,08_Neymar_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-06,2025-12-06,1,female,1,,,,,1,0.02,1,14,1,1,1,1
,,,,1,,,,,,,,,,8,,8,,,,7,,6922618733184,08_Neymar_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.49,"[{'action_type': 'outbound_click', 'value': '0.49'}]",0.49,,,,0.06125,0.06125,,,0.07,0.49,25.789474,25.789474,5.263158,2025-12-06,2025-12-06,1,male,19,5.263158,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '5.263158'}]",19,0.49,2,5,2,7,4,4
,,,,,,,,,,,,,,1,,1,,,,1,,6922618733184,08_Neymar_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-06,2025-12-06,1,unknown,1,,,,,1,0.01,,4,,1,,
,,,,,,,,,,1,1,,,3,,3,1,,,2,,6922620119984,10_Pedro_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.12,0.12,0.36,,0.18,,22.5,30,0,2025-12-06,2025-12-06,1.333333,female,16,,,,,12,0.36,1,8,1,2,,
,,,,,,,,,,,,,,17,,17,,,,17,,6922620119984,10_Pedro_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.131765,0.131765,,,0.131765,,41.481481,44.8,0,2025-12-06,2025-12-06,1.08,male,54,,,,,50,2.24,1,3,1,13,4,2
,,,,1,,,,,,,,1,,37,,37,2,2,,34,,6922620236784,11_Timmy_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,4.87,"[{'action_type': 'outbound_click', 'value': '4.87'}]",4.87,,,,0.131622,0.131622,2.435,,0.143235,4.87,38.96,41.623932,0.8,2025-12-06,2025-12-06,1.068376,female,125,0.8,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.8'}]",117,4.87,4,3,4,25,15,8
,11,,,4,2,2,11,,,,,,,66,,66,,,,62,,6922620236784,11_Timmy_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,5,,1.8625,"[{'action_type': 'outbound_click', 'value': '1.8625'}]",1.8625,3.725,0.677273,,0.112879,0.112879,,,0.120161,1.49,29.330709,32.391304,1.968504,2025-12-06,2025-12-06,1.104348,male,254,1.574803,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.574803'}]",230,7.45,6,3,5,53,22,17
,,,,,,,,,,,,,,1,,1,,,,1,,6922620236784,11_Timmy_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-06,2025-12-06,1,unknown,1,,,,,1,0.02,,8,,1,1,
,,,,,,,,,,,,,,13,,13,,,,13,,6922620509184,12_Tyson_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.12,0.12,,,0.12,,39,39,0,2025-12-06,2025-12-06,1,female,40,,,,,40,1.56,2,3,1,10,4,3
,7,,,4,3,3,7,,,,,,,78,,78,1,1,,73,,6922620509184,12_Tyson_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,6,,2.575,"[{'action_type': 'outbound_click', 'value': '2.575'}]",2.575,3.433333,1.471429,,0.132051,0.132051,10.3,,0.141096,1.716667,36.785714,40.234375,2.142857,2025-12-06,2025-12-06,1.09375,male,280,1.428571,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.428571'}]",256,10.3,10,3,10,68,23,13
,,,,,,,,,,,,,,,,,,,,,,6922620509184,12_Tyson_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,20,40,0,2025-12-06,2025-12-06,2,unknown,2,,,,,1,0.04,,2,,,,
,2,,,,,,2,,,,,,,54,,54,,,,54,,6922620631584,02_Eddie_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,2.06,,0.076296,0.076296,,,0.076296,,28.811189,29.855072,0,2025-12-06,2025-12-06,1.036232,female,143,,,,,138,4.12,2,3,2,44,23,10
,25,,,11,7,7,25,,,,,,,274,,274,2,2,,261,,6922620631584,02_Eddie_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,12,,1.762727,"[{'action_type': 'outbound_click', 'value': '1.762727'}]",1.762727,2.77,0.7756,,0.070766,0.070766,9.695,,0.074291,1.615833,26.452933,28.020231,1.637108,2025-12-06,2025-12-06,1.059249,male,733,1.500682,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '1.500682'}]",692,19.39,29,4,28,221,95,56
,,,,,,,,,,,,,,6,,6,,,,6,,6922620631584,02_Eddie_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.06,0.06,,,0.06,,51.428571,51.428571,0,2025-12-06,2025-12-06,1,unknown,7,,,,,7,0.36,,5,,5,2,1
,,,,,,,,,,,,,,2,,2,,,,2,,6922620662784,03_Gael_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.065,0.065,,,0.065,,26,26,0,2025-12-06,2025-12-06,1,male,5,,,,,5,0.13,,3,,2,,
,,,,1,,,,,,,,,,26,,26,1,1,,24,,6922620689584,04_Javier_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,2.72,"[{'action_type': 'outbound_click', 'value': '2.72'}]",2.72,,,,0.104615,0.104615,2.72,,0.113333,2.72,35.324675,38.857143,1.298701,2025-12-06,2025-12-06,1.1,female,77,1.298701,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.298701'}]",70,2.72,2,3,2,20,6,7
,32,,,6,1,1,32,,,,,,,88,,88,,,,82,,6922620689584,04_Javier_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,6,,1.163333,"[{'action_type': 'outbound_click', 'value': '1.163333'}]",1.163333,6.98,0.218125,,0.079318,0.079318,,,0.085122,1.163333,24.491228,25.756458,2.105263,2025-12-06,2025-12-06,1.051661,male,285,2.105263,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '2.105263'}]",271,6.98,6,3,6,63,25,14
,,,,,,,,,,,,,,,,,,,,,,6922620689584,04_Javier_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,20,20,0,2025-12-06,2025-12-06,1,unknown,1,,,,,1,0.02,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6922620718984,05_Jesus_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.12,0.12,,,0.12,,40,40,0,2025-12-06,2025-12-06,1,female,3,,,,,3,0.12,,2,,,,
,,,,,,,,,,,,,,5,,5,,,,5,,6922620718984,05_Jesus_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.106,0.106,,,0.106,,29.444444,31.176471,0,2025-12-06,2025-12-06,1.058824,male,18,,,,,17,0.53,1,3,1,5,2,1
,,,,,,,,,,,,,,4,,4,,,,4,,6922621057784,07_Morgan_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.08,0.08,,,0.08,,29.090909,29.090909,0,2025-12-06,2025-12-06,1,female,11,,,,,11,0.32,,3,,3,2,
,1,,,2,,,1,,,,,,,18,,18,,,,16,,6922621057784,07_Morgan_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,1.215,"[{'action_type': 'outbound_click', 'value': '1.215'}]",1.215,,2.43,,0.135,0.135,,,0.151875,1.215,30.375,31.153846,2.5,2025-12-06,2025-12-06,1.025641,male,80,2.5,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.5'}]",78,2.43,1,4,1,12,7,1
,,,,1,,,,,,,,,,4,,4,,,,3,,6922621362584,06_LioneM_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.25,"[{'action_type': 'outbound_click', 'value': '0.25'}]",0.25,,,,0.0625,0.0625,,,0.083333,0.25,27.777778,27.777778,11.111111,2025-12-06,2025-12-06,1,female,9,11.111111,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '11.111111'}]",9,0.25,,6,,3,1,1
,,,,1,,,,,,,,,,14,,14,,,,13,,6922621362584,06_LioneM_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.98,"[{'action_type': 'outbound_click', 'value': '0.98'}]",0.98,,,,0.07,0.07,,,0.075385,0.98,15.3125,15.806452,1.5625,2025-12-06,2025-12-06,1.032258,male,64,1.5625,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.5625'}]",62,0.98,,2,,7,3,
,,,,,,,,,,,,,,,,,,,,,,6922621725384,08_Neymar_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,14,17.5,0,2025-12-06,2025-12-06,1.25,female,5,,,,,4,0.07,,1,,,,
,,,,,,,,,,,,,,6,,6,,,,6,,6922621725384,08_Neymar_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.128333,0.128333,,,0.128333,,28.518519,29.615385,0,2025-12-06,2025-12-06,1.038462,male,27,,,,,26,0.77,1,3,1,6,1,1
,,,,,,,,,,,,,,1,,1,,,,1,,6922622059984,09_oscar_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.15,0.15,,,0.15,,37.5,37.5,0,2025-12-06,2025-12-06,1,female,4,,,,,4,0.15,,2,,1,1,
,,,,,,,,,,,,,,3,,3,,,,3,,6922622059984,09_oscar_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.206667,0.206667,,,0.206667,,26.956522,28.181818,0,2025-12-06,2025-12-06,1.045455,male,23,,,,,22,0.62,,1,,2,,
,,,,,,,,,,,,,,2,,2,,,,2,,6922622253984,10_Pedro_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.04,0.04,,,0.04,,26.666667,26.666667,0,2025-12-06,2025-12-06,1,female,3,,,,,3,0.08,,8,,2,2,1
,,,,,,,,,,,,,,5,,5,,,,5,,6922622253984,10_Pedro_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.09,0.09,,,0.09,,28.125,28.125,0,2025-12-06,2025-12-06,1,male,16,,,,,16,0.45,,2,,4,,
,,,,,,,,,,,,,,6,,6,,,,6,,6922622745984,11_Timmy_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.205,0.205,,,0.205,,55.909091,55.909091,0,2025-12-06,2025-12-06,1,female,22,,,,,22,1.23,,2,,4,1,
,1,,,2,,,1,,,,,,,15,,15,,,,13,,6922622745984,11_Timmy_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,0.52,"[{'action_type': 'outbound_click', 'value': '0.52'}]",0.52,,1.04,,0.069333,0.069333,,,0.08,0.52,27.368421,28.108108,5.263158,2025-12-06,2025-12-06,1.027027,male,38,5.263158,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '5.263158'}]",37,1.04,2,3,2,12,4,3
,2,,,1,,,2,,,,,,,18,,18,1,1,,16,,6922623122784,12_Tyson_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,1.36,"[{'action_type': 'outbound_click', 'value': '1.36'}]",1.36,,0.68,,0.075556,0.075556,1.36,,0.085,1.36,28.333333,30.222222,2.083333,2025-12-06,2025-12-06,1.066667,female,48,2.083333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.083333'}]",45,1.36,1,4,1,13,5,3
,1,,,,,,1,,,,,,,48,,48,,,,48,,6922623122784,12_Tyson_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,4.96,,0.103333,0.103333,,,0.103333,,31.194969,32.207792,0,2025-12-06,2025-12-06,1.032468,male,159,,,,,154,4.96,2,3,2,39,9,3
,,,,,,,,,,,,,,2,,2,,,,2,,6922623122784,12_Tyson_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.02,0.02,,,0.02,,10,13.333333,0,2025-12-06,2025-12-06,1.333333,unknown,4,,,,,3,0.04,,5,,2,1,1
