action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,conversion_rate_ranking,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,engagement_rate_ranking,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,quality_ranking,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,1,,,,,,1,,,,,,,,,,,,,,6898088828984,#30_kpop,6898088286984,FB_iOS_Purchase_itoshi_mixedstyles,6897116451584,FB_iOS_Purchase_itoshi_v1_set2,0,UNKNOWN,,,,,,0,,,,,,,,,,,2025-11-24,2025-11-24,UNKNOWN,0,0,,,,,UNKNOWN,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,6908318943184,fwg_sliding,6908318942984,FB_iOS_Purchase_itoshi_fwgvariants,6897116451584,FB_iOS_Purchase_itoshi_v1_set2,0,UNKNOWN,,,,,,0,,,,,,,,,,,2025-11-24,2025-11-24,UNKNOWN,0,0,,,,,UNKNOWN,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,6910107137584,OG_fbg_variant,6910106337984,FB_iOS_Purchase_itoshi_fbgvariants_141125,6910102452984,FB_iOS_Purchase_itoshi_v1_set3,0,UNKNOWN,,,,,,0,,,,,,,,,,,2025-11-24,2025-11-24,UNKNOWN,0,0,,,,,UNKNOWN,0,0,,,,,,
,4,,,,,,4,,,,,,,,,,,,,,6910489554384,kimk_twitt,6910489554184,FB_iOS_Purchase_itoshi_kimkvariants_151125,6910102452984,FB_iOS_Purchase_itoshi_v1_set3,0,UNKNOWN,,,,,,0,,,,,,,,,,,2025-11-24,2025-11-24,UNKNOWN,0,0,,,,,UNKNOWN,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,6910489554784,kdash_sisters,6910489554184,FB_iOS_Purchase_itoshi_kimkvariants_151125,6910102452984,FB_iOS_Purchase_itoshi_v1_set3,0,UNKNOWN,,,,,,0,,,,,,,,,,,2025-11-24,2025-11-24,UNKNOWN,0,0,,,,,UNKNOWN,0,0,,,,,,
,4,,,,,,4,,,,,,,,,,,,,,6912302343584,04 creatydesign06_natural-looking_y2k,6912278892584,FB_iOS_Purchase_itoshi_splitscreen_191125,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,0,UNKNOWN,,,,,,0,,,,,,,,,,,2025-11-24,2025-11-24,UNKNOWN,0,0,,,,,UNKNOWN,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,6912306130584,10 kimk-braids_Slayer,6912278892584,FB_iOS_Purchase_itoshi_splitscreen_191125,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,0,UNKNOWN,,,,,,0,,,,,,,,,,,2025-11-24,2025-11-24,UNKNOWN,0,0,,,,,UNKNOWN,0,0,,,,,,
,,,,,,,,,,,,,3,,3,1,1,,2,,6913347654184,tyson_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,UNKNOWN,,,,,,,,0.066667,0.066667,0.2,,0.1,,50,50,0,2025-11-24,2025-11-24,UNKNOWN,1,4,,,,,UNKNOWN,4,0.2,,3,,2,,
6,1274,16,3,540,98,98,1274,6,6,3,3,6,10677,12,10677,112,94,6,10025,6,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,538,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '54.536'}, {'action_type': 'subscribe_total', 'value': '54.536'}]",0.504963,"[{'action_type': 'outbound_click', 'value': '0.504963'}]",0.504963,2.782449,0.214035,45.446667,0.025539,0.025539,2.434643,45.446667,0.0272,0.50684,11.224171,11.885625,2.214539,2025-11-24,2025-11-24,ABOVE_AVERAGE,1.058931,24294,2.222771,540,"[{'action_type': 'outbound_click', 'value': '540'}]","[{'action_type': 'outbound_click', 'value': '2.222771'}]",AVERAGE,22942,272.68,1373,4,1276,9609,4715,2803
1,621,5,,153,63,63,621,1,1,,,1,3618,1,3618,15,14,1,3450,1,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,151,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '89.63'}, {'action_type': 'subscribe_total', 'value': '89.63'}]",0.585817,"[{'action_type': 'outbound_click', 'value': '0.585817'}]",0.585817,1.422698,0.144332,89.63,0.024773,0.024773,5.975333,89.63,0.02598,0.593576,10.597068,11.901474,1.785292,2025-11-24,2025-11-24,AVERAGE,1.123091,8458,1.808938,153,"[{'action_type': 'outbound_click', 'value': '153'}]","[{'action_type': 'outbound_click', 'value': '1.808938'}]",AVERAGE,7531,89.63,308,4,273,3290,1511,811
