action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,51,,,5,3,3,51,,,,,,136,,136,,,,131,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,5,"[{'action_type': 'subscribe_mobile_app', 'value': '11.37'}, {'action_type': 'subscribe_total', 'value': '11.37'}, {'action_type': 'start_trial_mobile_app', 'value': '5.685'}, {'action_type': 'start_trial_total', 'value': '5.685'}]",2.274,"[{'action_type': 'outbound_click', 'value': '2.274'}]",2.274,3.79,0.222941,,0.083603,0.083603,,,0.086794,2.274,27.266187,29.153846,1.199041,2025-11-28,2025-11-28,1.069231,female,417,1.199041,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.199041'}]",390,11.37,12,3,12,123,57,33
,224,,,33,17,17,224,,,,,,1074,,1074,3,3,,1038,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,32,"[{'action_type': 'subscribe_mobile_app', 'value': '67.51'}, {'action_type': 'subscribe_total', 'value': '67.51'}, {'action_type': 'start_trial_mobile_app', 'value': '16.8775'}, {'action_type': 'start_trial_total', 'value': '16.8775'}]",2.045758,"[{'action_type': 'outbound_click', 'value': '2.045758'}]",2.045758,3.971176,0.301384,,0.062858,0.062858,22.503333,,0.065039,2.109688,21.202889,21.756365,1.005025,2025-11-28,2025-11-28,1.026104,male,3184,1.036432,33,"[{'action_type': 'outbound_click', 'value': '33'}]","[{'action_type': 'outbound_click', 'value': '1.036432'}]",3103,67.51,94,3,85,979,436,252
,,,,,,,,,,,,,8,,8,,,,8,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.075,0.075,,,0.075,,20,23.076923,0,2025-11-28,2025-11-28,1.153846,unknown,30,,,,,26,0.6,2,3,2,7,4,4
,38,1,,11,2,2,38,,,,,,317,,317,1,1,,305,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,12,"[{'action_type': 'subscribe_mobile_app', 'value': '29.24'}, {'action_type': 'subscribe_total', 'value': '29.24'}, {'action_type': 'start_trial_mobile_app', 'value': '14.62'}, {'action_type': 'start_trial_total', 'value': '14.62'}]",2.658182,"[{'action_type': 'outbound_click', 'value': '2.658182'}]",2.658182,14.62,0.769474,,0.09224,0.09224,29.24,,0.095869,2.436667,28.722986,31.956284,1.178782,2025-11-28,2025-11-28,1.112568,female,1018,1.08055,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '1.08055'}]",915,29.24,31,3,31,286,122,67
,79,,,28,11,11,79,,,,,,1022,,1022,7,7,,987,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,30,"[{'action_type': 'subscribe_mobile_app', 'value': '74.66'}, {'action_type': 'subscribe_total', 'value': '74.66'}, {'action_type': 'start_trial_mobile_app', 'value': '37.33'}, {'action_type': 'start_trial_total', 'value': '37.33'}]",2.666429,"[{'action_type': 'outbound_click', 'value': '2.666429'}]",2.666429,6.787273,0.945063,,0.073053,0.073053,10.665714,,0.075643,2.488667,22.353293,25.011725,0.898204,2025-11-28,2025-11-28,1.118928,male,3340,0.838323,28,"[{'action_type': 'outbound_click', 'value': '28'}]","[{'action_type': 'outbound_click', 'value': '0.838323'}]",2985,74.66,108,3,102,936,413,242
,,,,1,,,,,,,,,7,,7,,,,6,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.84,"[{'action_type': 'outbound_click', 'value': '0.84'}]",0.84,,,,0.12,0.12,,,0.14,0.84,33.6,38.181818,4,2025-11-28,2025-11-28,1.136364,unknown,25,4,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4'}]",22,0.84,1,2,1,6,1,1
,,,,,,,,,,,,,,,,,,,,,6915585772984,jesus_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,98.333333,98.333333,0,2025-11-28,2025-11-28,1,male,6,,,,,6,0.59,,2,,,,
,53,,,20,2,2,53,,,,,,671,1,671,4,3,,647,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,20,,2.94076,"[{'action_type': 'outbound_click', 'value': '2.94076'}]",2.94076,29.407601,1.109721,,0.087653,0.087653,14.703801,,0.090904,2.94076,28.481938,32.440818,0.968523,2025-11-28,2025-11-28,1.138996,female,2065,0.968523,20,"[{'action_type': 'outbound_click', 'value': '20'}]","[{'action_type': 'outbound_click', 'value': '0.968523'}]",1813,58.815202,89,4,86,609,302,168
,512,,2,88,38,38,512,,,2,2,,2336,2,2336,29,23,,2219,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,89,"[{'action_type': 'subscribe_mobile_app', 'value': '21.475551'}, {'action_type': 'subscribe_total', 'value': '21.475551'}, {'action_type': 'start_trial_mobile_app', 'value': '14.317034'}, {'action_type': 'start_trial_total', 'value': '14.317034'}]",1.952323,"[{'action_type': 'outbound_click', 'value': '1.952323'}]",1.952323,4.521169,0.335555,,0.073546,0.073546,5.92429,,0.077424,1.930387,21.885912,23.082683,1.133758,2025-11-28,2025-11-28,1.054682,male,7850,1.121019,88,"[{'action_type': 'outbound_click', 'value': '88'}]","[{'action_type': 'outbound_click', 'value': '1.121019'}]",7443,171.804407,295,3,280,2117,1086,634
,,,,,,,,,,,,,18,,18,1,1,,17,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.083911,0.083911,1.51039,,0.088846,,22.884703,23.974451,0,2025-11-28,2025-11-28,1.047619,unknown,66,,,,,63,1.51039,3,3,3,16,10,7
,,,,,,,,,,,,,2,,2,,,,2,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.365,0.365,,,0.365,,40.555556,45.625,0,2025-11-28,2025-11-28,1.125,female,18,,,,,16,0.73,,2,,2,1,1
,,,,,,,,,,,,,15,,15,,,,15,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.187333,0.187333,,,0.187333,,31.222222,33.452381,0,2025-11-28,2025-11-28,1.071429,male,90,,,,,84,2.81,3,4,3,13,6,4
,,,,1,,,,,,,,,11,,11,,,,10,,6916143260984,tyson_rap_2_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,1.55,"[{'action_type': 'outbound_click', 'value': '1.55'}]",1.55,,,,0.140909,0.140909,,,0.155,1.55,25.833333,29.807692,1.666667,2025-11-28,2025-11-28,1.153846,female,60,1.666667,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.666667'}]",52,1.55,1,2,1,8,7,2
,,,,,,,,,,,,,12,,12,,,,12,,6916143260984,tyson_rap_2_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.115,0.115,,,0.115,,27.058824,30.666667,0,2025-11-28,2025-11-28,1.133333,male,51,,,,,45,1.38,2,3,2,12,8,5
,,,,,,,,,,,,,,,,,,,,,6916143260984,tyson_rap_2_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,20,20,0,2025-11-28,2025-11-28,1,unknown,1,,,,,1,0.02,,,,,,
,,,,,,,,,,,,,,,,,,,,,6916143725584,jesus_rap_1_4x5_subtitles,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,0,0,0,2025-11-28,2025-11-28,1,male,1,,,,,1,0,,2,,,,
,,,,,,,,,,,,,,,,,,,,,6916144704984,jesus_rap_1_4x5_subtitles,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,10,10,0,2025-11-28,2025-11-28,1,male,1,,,,,1,0.01,,3,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6916162285584,01 Esha,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.23,0.23,,,0.23,,32.857143,32.857143,0,2025-11-28,2025-11-28,1,female,7,,,,,7,0.23,,2,,1,1,1
,,,,,,,,,,,,,,,,,,,,,6916162285584,01 Esha,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,30,30,0,2025-11-28,2025-11-28,1,male,4,,,,,4,0.12,,1,,,,
,4,,,1,1,1,4,,,,,,13,,13,1,1,,11,,6916163301184,02 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,3.19,"[{'action_type': 'outbound_click', 'value': '3.19'}]",3.19,3.19,0.7975,,0.245385,0.245385,3.19,,0.29,3.19,61.346154,66.458333,1.923077,2025-11-28,2025-11-28,1.083333,female,52,1.923077,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.923077'}]",48,3.19,2,3,2,8,3,2
,,,,,,,,,,,,,1,,1,,,,1,,6916163301184,02 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.54,0.54,,,0.54,,54,54,0,2025-11-28,2025-11-28,1,male,10,,,,,10,0.54,,2,,,,
,,,,,,,,,,,,,,,,,,,,,6916163945384,03 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,20,20,0,2025-11-28,2025-11-28,1,female,1,,,,,1,0.02,,2,,,,
,,,,,,,,,,,,,2,,2,,,,2,,6916164484784,04 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.025,0.025,,,0.025,,12.5,25,0,2025-11-28,2025-11-28,2,female,4,,,,,2,0.05,1,6,1,2,2,1
,,,,,,,,,,,,,,,,,,,,,6916164484784,04 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,10,10,0,2025-11-28,2025-11-28,1,male,1,,,,,1,0.01,,2,,,,
2,574,4,1,117,57,57,574,2,2,1,1,2,2381,4,2381,39,33,2,2225,2,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,117,"[{'action_type': 'subscribe_mobile_app', 'value': '16.311111'}, {'action_type': 'subscribe_total', 'value': '16.311111'}, {'action_type': 'start_trial_mobile_app', 'value': '10.485714'}, {'action_type': 'start_trial_total', 'value': '10.485714'}]",1.254701,"[{'action_type': 'outbound_click', 'value': '1.254701'}]",1.254701,2.575439,0.255749,73.4,0.061655,0.061655,3.764103,73.4,0.065978,1.254701,25.539318,27.124908,2.035491,2025-11-28,2025-11-28,1.062084,female,5748,2.035491,117,"[{'action_type': 'outbound_click', 'value': '117'}]","[{'action_type': 'outbound_click', 'value': '2.035491'}]",5412,146.8,277,4,247,1962,1035,827
,,,,3,1,1,,,,,,,93,,93,1,1,,89,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,3,,2.216667,"[{'action_type': 'outbound_click', 'value': '2.216667'}]",2.216667,6.65,,,0.071505,0.071505,6.65,,0.074719,2.216667,23.835125,25.285171,1.075269,2025-11-28,2025-11-28,1.060837,male,279,1.075269,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.075269'}]",263,6.65,17,4,13,76,46,38
,,,,,,,,,,,,,7,,7,,,,7,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.105714,0.105714,,,0.105714,,23.870968,26.428571,0,2025-11-28,2025-11-28,1.107143,unknown,31,,,,,28,0.74,,2,,6,2,1
,398,4,,86,29,29,398,,,,,,1928,2,1928,14,12,,1828,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,89,"[{'action_type': 'subscribe_mobile_app', 'value': '26.20166'}, {'action_type': 'subscribe_total', 'value': '26.20166'}, {'action_type': 'start_trial_mobile_app', 'value': '13.10083'}, {'action_type': 'start_trial_total', 'value': '13.10083'}]",1.523352,"[{'action_type': 'outbound_click', 'value': '1.523352'}]",1.523352,4.517528,0.329167,,0.06795,0.06795,9.357736,,0.071668,1.472003,20.323969,22.058983,1.380701,2025-11-28,2025-11-28,1.085368,female,6446,1.334161,86,"[{'action_type': 'outbound_click', 'value': '86'}]","[{'action_type': 'outbound_click', 'value': '1.334161'}]",5939,131.008301,212,3,196,1559,840,591
,3,,,3,,,3,,,1,1,,52,,52,2,1,,47,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,4,,1.690494,"[{'action_type': 'outbound_click', 'value': '1.690494'}]",1.690494,,1.690494,,0.097529,0.097529,2.535741,,0.107904,1.267871,21.95447,23.052194,1.731602,2025-11-28,2025-11-28,1.05,male,231,1.298701,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.298701'}]",220,5.071483,9,3,9,38,20,17
,,,,,,,,,,,,,7,,7,,,,7,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.105745,0.105745,,,0.105745,,22.4308,23.131763,0,2025-11-28,2025-11-28,1.03125,unknown,33,,,,,32,0.740216,,2,,6,2,1
,,,,,,,,,,,,,2,,2,1,1,,1,,6916167868984,09 anomansollips,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.08,0.08,0.16,,0.16,,160,160,0,2025-11-28,2025-11-28,1,female,1,,,,,1,0.16,,11,,1,1,1
,366,,,33,20,20,366,,,,,,455,,455,4,4,,418,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,32,"[{'action_type': 'subscribe_mobile_app', 'value': '6.764246'}, {'action_type': 'subscribe_total', 'value': '6.764246'}, {'action_type': 'start_trial_mobile_app', 'value': '3.12196'}, {'action_type': 'start_trial_total', 'value': '3.12196'}]",1.229863,"[{'action_type': 'outbound_click', 'value': '1.229863'}]",1.229863,2.029274,0.110889,,0.089199,0.089199,10.14637,,0.097094,1.268296,27.66563,29.996658,2.181322,2025-11-28,2025-11-28,1.084257,female,1467,2.249489,33,"[{'action_type': 'outbound_click', 'value': '33'}]","[{'action_type': 'outbound_click', 'value': '2.249489'}]",1353,40.585479,54,4,50,380,183,116
,20,,,5,1,1,20,,,,,,128,,128,1,1,,122,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,7,,2.218846,"[{'action_type': 'outbound_click', 'value': '2.218846'}]",2.218846,11.094231,0.554712,,0.086674,0.086674,11.094231,,0.090936,1.58489,25.681091,27.258553,1.62037,2025-11-28,2025-11-28,1.061425,male,432,1.157407,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.157407'}]",407,11.094231,15,3,14,100,47,29
,,,,,,,,,,,,,4,,4,,,,4,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.190072,0.190072,,,0.190072,,69.11727,69.11727,0,2025-11-28,2025-11-28,1,unknown,11,,,,,11,0.76029,,2,,4,,
,5,,,1,,,5,,,,,,5,,5,,,,4,,6916170551184,14 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,0.79,"[{'action_type': 'outbound_click', 'value': '0.79'}]",0.79,,0.158,,0.158,0.158,,,0.1975,0.79,52.666667,52.666667,6.666667,2025-11-28,2025-11-28,1,female,15,6.666667,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '6.666667'}]",15,0.79,1,3,1,3,3,1
,,,,,,,,,,,,,1,,1,,,,1,,6916170551184,14 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.15,0.15,,,0.15,,37.5,37.5,0,2025-11-28,2025-11-28,1,male,4,,,,,4,0.15,,3,,1,1,1
,,,,,,,,,,,,,1,,1,,,,1,,6916170650384,18 esha,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.05,0.05,,,0.05,,25,25,0,2025-11-28,2025-11-28,1,female,2,,,,,2,0.05,,3,,,,
,,,,,,,,,,,,,,,,,,,,,6916170650384,18 esha,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,20,20,0,2025-11-28,2025-11-28,1,male,1,,,,,1,0.02,,1,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6916171454184,15 tyson,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.1,0.1,,,0.1,,33.333333,33.333333,0,2025-11-28,2025-11-28,1,female,3,,,,,3,0.1,,3,,,,
