action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,7,,7,,,,7,,6916171454184,15 tyson,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.065714,0.065714,,,0.065714,,25.555556,25.555556,0,2025-11-28,2025-11-28,1,male,18,,,,,18,0.46,,3,,2,2,1
,,,,,,,,,,,,,,,,,,,,,6916171454184,15 tyson,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,10,10,0,2025-11-28,2025-11-28,1,unknown,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6916171835184,16 Curry,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,30,30,0,2025-11-28,2025-11-28,1,female,1,,,,,1,0.03,,1,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6916171835184,16 Curry,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.5,0.5,,,0.5,,125,125,0,2025-11-28,2025-11-28,1,male,4,,,,,4,0.5,,4,,1,1,1
,41,,,13,6,6,41,,,,,,316,,316,4,4,,299,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,12,"[{'action_type': 'subscribe_mobile_app', 'value': '25.984377'}, {'action_type': 'subscribe_total', 'value': '25.984377'}, {'action_type': 'start_trial_mobile_app', 'value': '25.984377'}, {'action_type': 'start_trial_total', 'value': '25.984377'}]",1.998798,"[{'action_type': 'outbound_click', 'value': '1.998798'}]",1.998798,4.330729,0.633765,,0.082229,0.082229,6.496094,,0.086904,2.165365,26.406887,29.032823,1.219512,2025-11-28,2025-11-28,1.099441,female,984,1.321138,13,"[{'action_type': 'outbound_click', 'value': '13'}]","[{'action_type': 'outbound_click', 'value': '1.321138'}]",895,25.984377,35,3,33,261,137,91
,46,,,14,5,5,46,,,,,,444,2,444,8,6,,422,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,15,"[{'action_type': 'start_trial_mobile_app', 'value': '17.057567'}, {'action_type': 'start_trial_total', 'value': '17.057567'}]",2.436795,"[{'action_type': 'outbound_click', 'value': '2.436795'}]",2.436795,6.823027,0.741633,,0.076836,0.076836,4.264392,,0.080842,2.274342,21.896748,23.495271,0.962773,2025-11-28,2025-11-28,1.073003,male,1558,0.898588,14,"[{'action_type': 'outbound_click', 'value': '14'}]","[{'action_type': 'outbound_click', 'value': '0.898588'}]",1452,34.115133,54,3,54,364,173,133
,,,,,,,,,,,,,7,,7,,,,7,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.052927,0.052927,,,0.052927,,21.793538,21.793538,0,2025-11-28,2025-11-28,1,unknown,17,,,,,17,0.37049,2,5,2,5,4,3
,,,,4,1,1,,,,,,,115,,115,1,1,,110,,6916173252384,10 Asian baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,5,,2.925,"[{'action_type': 'outbound_click', 'value': '2.925'}]",2.925,11.7,,,0.101739,0.101739,11.7,,0.106364,2.34,26.712329,28.606357,1.141553,2025-11-28,2025-11-28,1.070905,female,438,0.913242,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '0.913242'}]",409,11.7,11,3,11,92,43,27
,,,,3,,,,,,,,,61,,61,1,1,,57,,6916173252384,10 Asian baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,3,,1.733333,"[{'action_type': 'outbound_click', 'value': '1.733333'}]",1.733333,,,,0.085246,0.085246,5.2,,0.091228,1.733333,19.622642,22.608696,1.132075,2025-11-28,2025-11-28,1.152174,male,265,1.132075,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.132075'}]",230,5.2,10,3,10,55,25,19
,,,,,,,,,,,,,1,,1,,,,1,,6916173252384,10 Asian baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.14,0.14,,,0.14,,23.333333,28,0,2025-11-28,2025-11-28,1.2,unknown,6,,,,,5,0.14,1,3,1,1,1,1
,83,1,,17,5,5,83,,,,,,386,,386,5,5,,364,,6916177448584,10 Asian baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,6913347651784,FB_iOS_itoshi_rap_install,17,"[{'action_type': 'start_trial_mobile_app', 'value': '14.63'}, {'action_type': 'start_trial_total', 'value': '14.63'}]",0.860588,"[{'action_type': 'outbound_click', 'value': '0.860588'}]",0.860588,2.926,0.176265,,0.037902,0.037902,2.926,,0.040192,0.860588,12.061006,13.097583,1.401484,2025-11-28,2025-11-28,1.085944,female,1213,1.401484,17,"[{'action_type': 'outbound_click', 'value': '17'}]","[{'action_type': 'outbound_click', 'value': '1.401484'}]",1117,14.63,31,3,26,314,153,92
,155,,,31,18,18,155,,,,,,612,,612,10,10,,571,,6916177448584,10 Asian baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,6913347651784,FB_iOS_itoshi_rap_install,31,"[{'action_type': 'start_trial_mobile_app', 'value': '20.86'}, {'action_type': 'start_trial_total', 'value': '20.86'}]",0.672903,"[{'action_type': 'outbound_click', 'value': '0.672903'}]",0.672903,1.158889,0.134581,,0.034085,0.034085,2.086,,0.036532,0.672903,11.512141,11.899601,1.710817,2025-11-28,2025-11-28,1.033657,male,1812,1.710817,31,"[{'action_type': 'outbound_click', 'value': '31'}]","[{'action_type': 'outbound_click', 'value': '1.710817'}]",1753,20.86,68,4,61,502,222,135
,,,,,,,,,,,,,6,1,6,1,,,5,,6916177448584,10 Asian baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.066667,0.066667,0.4,,0.08,,17.391304,17.391304,0,2025-11-28,2025-11-28,1,unknown,23,,,,,23,0.4,1,3,1,5,2,2
,107,1,,47,12,12,107,,,,,,987,3,987,21,18,,919,,6916177448784,11 black baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,6913347651784,FB_iOS_itoshi_rap_install,46,"[{'action_type': 'subscribe_mobile_app', 'value': '30.475087'}, {'action_type': 'subscribe_total', 'value': '30.475087'}, {'action_type': 'start_trial_mobile_app', 'value': '30.475087'}, {'action_type': 'start_trial_total', 'value': '30.475087'}]",0.648406,"[{'action_type': 'outbound_click', 'value': '0.648406'}]",0.648406,2.539591,0.284814,,0.030876,0.030876,1.451195,,0.033161,0.662502,15.298738,16.384455,2.309237,2025-11-28,2025-11-28,1.070968,female,1992,2.359438,47,"[{'action_type': 'outbound_click', 'value': '47'}]","[{'action_type': 'outbound_click', 'value': '2.359438'}]",1860,30.475087,136,5,126,832,495,313
,51,,,26,7,7,51,,,,,,929,3,929,18,15,,885,,6916177448784,11 black baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,6913347651784,FB_iOS_itoshi_rap_install,26,,1.119418,"[{'action_type': 'outbound_click', 'value': '1.119418'}]",1.119418,4.157837,0.570683,,0.031329,0.031329,1.616937,,0.032887,1.119418,11.646602,12.137138,1.040416,2025-11-28,2025-11-28,1.042118,male,2499,1.040416,26,"[{'action_type': 'outbound_click', 'value': '26'}]","[{'action_type': 'outbound_click', 'value': '1.040416'}]",2398,29.104858,103,4,98,785,409,271
,,,,,,,,,,,,,11,,11,1,1,,10,,6916177448784,11 black baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.030005,0.030005,0.330055,,0.033006,,11.001836,11.787682,0,2025-11-28,2025-11-28,1.071429,unknown,30,,,,,28,0.330055,1,3,1,8,4,1
,,,,2,,,,,,,,,5,,5,,,,3,,6916177884584,08 aiartist3 - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,1,,0.265,"[{'action_type': 'outbound_click', 'value': '0.265'}]",0.265,,,,0.106,0.106,,,0.176667,0.53,66.25,66.25,12.5,2025-11-28,2025-11-28,1,male,8,25,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '25'}]",8,0.53,,3,,2,1,
,,,,,,,,,,,,,,,,,,,,,6916177884784,18 esha - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,15,15,0,2025-11-28,2025-11-28,1,female,2,,,,,2,0.03,,1,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6916177884784,18 esha - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0,0,,,0,,0,0,0,2025-11-28,2025-11-28,1,male,1,,,,,1,0,,4,,1,,
,,,,1,,,,,,,,,7,,7,,,,6,,6916177884984,14 blonde - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,2,,0.25,"[{'action_type': 'outbound_click', 'value': '0.25'}]",0.25,,,,0.035714,0.035714,,,0.041667,0.125,11.363636,11.904762,9.090909,2025-11-28,2025-11-28,1.047619,female,22,4.545455,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4.545455'}]",21,0.25,2,5,2,5,3,3
,,,,,,,,,,,,,1,,1,,,,1,,6916177884984,14 blonde - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.02,0.02,,,0.02,,5,5,0,2025-11-28,2025-11-28,1,male,4,,,,,4,0.02,,3,,1,1,
,,,,,,,,,,,,,5,,5,,,,5,,6916177885184,12 Prerna - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.036,0.036,,,0.036,,18,20,0,2025-11-28,2025-11-28,1.111111,female,10,,,,,9,0.18,,4,,5,3,
,,,,,,,,,,,,,3,,3,,,,3,,6916177885184,12 Prerna - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.026667,0.026667,,,0.026667,,10,11.428571,0,2025-11-28,2025-11-28,1.142857,male,8,,,,,7,0.08,1,5,1,3,2,1
,,,,,,,,,,,,,,,,,,,,,6916177885584,09 anomansollips - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,0,0,0,2025-11-28,2025-11-28,1,female,1,,,,,1,0,,,,,,
,237,1,,31,14,14,237,,,,,,613,,613,2,2,,580,,6916177885984,07 black_4 - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,33,"[{'action_type': 'subscribe_mobile_app', 'value': '22.28'}, {'action_type': 'subscribe_total', 'value': '22.28'}, {'action_type': 'start_trial_mobile_app', 'value': '11.14'}, {'action_type': 'start_trial_total', 'value': '11.14'}]",0.71871,"[{'action_type': 'outbound_click', 'value': '0.71871'}]",0.71871,1.591429,0.094008,,0.036346,0.036346,11.14,,0.038414,0.675152,12.608942,12.915942,1.867572,2025-11-28,2025-11-28,1.024348,female,1767,1.754386,31,"[{'action_type': 'outbound_click', 'value': '31'}]","[{'action_type': 'outbound_click', 'value': '1.754386'}]",1725,22.28,87,4,84,495,291,206
,6,,,3,1,1,6,,,,,,19,,19,1,1,,15,,6916177885984,07 black_4 - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,4,,0.396667,"[{'action_type': 'outbound_click', 'value': '0.396667'}]",0.396667,1.19,0.198333,,0.062632,0.062632,1.19,,0.079333,0.2975,20.517241,21.25,6.896552,2025-11-28,2025-11-28,1.035714,male,58,5.172414,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '5.172414'}]",56,1.19,2,5,2,15,10,7
,,,,,,,,,,,,,1,,1,,,,1,,6916177885984,07 black_4 - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.1,0.1,,,0.1,,20,20,0,2025-11-28,2025-11-28,1,unknown,5,,,,,5,0.1,,2,,1,,
,2283,21,,521,201,201,2283,,,4,4,,12125,9,12125,203,190,,11401,,6916177886184,06 fbg og - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,511,"[{'action_type': 'subscribe_mobile_app', 'value': '13.156932'}, {'action_type': 'subscribe_total', 'value': '13.156932'}, {'action_type': 'start_trial_mobile_app', 'value': '10.434808'}, {'action_type': 'start_trial_total', 'value': '10.434808'}]",0.580824,"[{'action_type': 'outbound_click', 'value': '0.580824'}]",0.580824,1.50552,0.132549,,0.024957,0.024957,1.490687,,0.026542,0.592191,12.711477,13.511159,2.146518,2025-11-28,2025-11-28,1.06291,female,23806,2.188524,521,"[{'action_type': 'outbound_click', 'value': '521'}]","[{'action_type': 'outbound_click', 'value': '2.188524'}]",22397,302.609429,1606,5,1452,10207,5722,4655
,36,,,33,6,6,36,,,,,,632,1,632,21,20,,578,,6916177886184,06 fbg og - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,33,,0.518501,"[{'action_type': 'outbound_click', 'value': '0.518501'}]",0.518501,2.851756,0.475293,,0.027074,0.027074,0.814787,,0.029603,0.518501,12.152367,12.982195,2.34375,2025-11-28,2025-11-28,1.068285,male,1408,2.34375,33,"[{'action_type': 'outbound_click', 'value': '33'}]","[{'action_type': 'outbound_click', 'value': '2.34375'}]",1318,17.110533,73,5,71,501,244,179
,,,,,,,,,,,,,46,,46,1,1,,45,,6916177886184,06 fbg og - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.02674,0.02674,1.230038,,0.027334,,12.300383,12.551411,0,2025-11-28,2025-11-28,1.020408,unknown,100,,,,,98,1.230038,5,4,4,40,21,19
,,,,,,,,,,,,,6,,6,,,,6,,6916177886384,02 blonde - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.035,0.035,,,0.035,,13.125,15,0,2025-11-28,2025-11-28,1.142857,female,16,,,,,14,0.21,,3,,6,2,2
,,,,1,,,,,,,,,8,,8,,,,7,,6916177886384,02 blonde - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,1,,0.43,"[{'action_type': 'outbound_click', 'value': '0.43'}]",0.43,,,,0.05375,0.05375,,,0.061429,0.43,23.888889,25.294118,5.555556,2025-11-28,2025-11-28,1.058824,male,18,5.555556,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '5.555556'}]",17,0.43,,3,,6,2,
,,,,,,,,,,,,,,,,,,,,,6916177886584,01 Esha - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,50,50,0,2025-11-28,2025-11-28,1,female,1,,,,,1,0.05,,,,,,
,,,,,,,,,,,,,,,,,,,,,6916177886584,01 Esha - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,10,10,0,2025-11-28,2025-11-28,1,male,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6916177886784,04 Prerna - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-11-28,2025-11-28,1,female,2,,,,,2,0.02,,7,,1,1,1
,,,,1,,,,,,,,,2,,2,,,,1,,6916855008184,01 Bob_snoop,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,1,,0.05,"[{'action_type': 'outbound_click', 'value': '0.05'}]",0.05,,,,0.025,0.025,,,0.05,0.05,16.666667,16.666667,33.333333,2025-11-28,2025-11-28,1,female,3,33.333333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '33.333333'}]",3,0.05,,4,,1,1,1
,,,,,,,,,,,,,1,,1,,,,1,,6916855008184,01 Bob_snoop,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.17,0.17,,,0.17,,24.285714,24.285714,0,2025-11-28,2025-11-28,1,male,7,,,,,7,0.17,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,6916856043584,01 Jesus_loseYourself,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,0,0,0,2025-11-28,2025-11-28,1,male,1,,,,,1,0,,,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6916856622384,01 Jesus_rapGod,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-11-28,2025-11-28,1,male,2,,,,,2,0.02,,2,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6916856841784,01 Jesus_travis,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-11-28,2025-11-28,1,female,1,,,,,1,0.01,,4,,1,,
,,,,,,,,,,,,,3,,3,,,,3,,6916856841784,01 Jesus_travis,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.066667,0.066667,,,0.066667,,13.333333,13.333333,0,2025-11-28,2025-11-28,1,male,15,,,,,15,0.2,1,2,1,2,1,1
,,,,,,,,,,,,,1,,1,,,,1,,6916857336784,01 Santa_slim,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.17,0.17,,,0.17,,34,34,0,2025-11-28,2025-11-28,1,female,5,,,,,5,0.17,,2,,1,,
,,,,,,,,,,,,,3,,3,1,1,,2,,6916857336784,01 Santa_slim,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.016667,0.016667,0.05,,0.025,,25,25,0,2025-11-28,2025-11-28,1,male,2,,,,,2,0.05,1,16,1,2,2,1
,17,1,,14,2,2,17,,,,,,356,,356,6,6,,336,,6916858590184,02 Eddie_Snoop,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,14,,0.628571,"[{'action_type': 'outbound_click', 'value': '0.628571'}]",0.628571,4.4,0.517647,,0.024719,0.024719,1.466667,,0.02619,0.628571,11.518325,12.20527,1.832461,2025-11-28,2025-11-28,1.059639,female,764,1.832461,14,"[{'action_type': 'outbound_click', 'value': '14'}]","[{'action_type': 'outbound_click', 'value': '1.832461'}]",721,8.8,27,4,24,308,162,90
3,919,5,,155,75,75,919,3,3,1,1,3,4802,4,4802,51,46,3,4596,3,6916858590184,02 Eddie_Snoop,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,153,"[{'action_type': 'subscribe_mobile_app', 'value': '12.167143'}, {'action_type': 'subscribe_total', 'value': '12.167143'}, {'action_type': 'start_trial_mobile_app', 'value': '9.463333'}, {'action_type': 'start_trial_total', 'value': '9.463333'}]",0.549484,"[{'action_type': 'outbound_click', 'value': '0.549484'}]",0.549484,1.1356,0.092677,28.39,0.017736,0.017736,1.67,28.39,0.018531,0.556667,9.629169,9.98476,1.729791,2025-11-28,2025-11-28,1.036928,male,8845,1.752402,155,"[{'action_type': 'outbound_click', 'value': '155'}]","[{'action_type': 'outbound_click', 'value': '1.752402'}]",8530,85.17,379,5,348,4250,2357,1425
,,,,1,,,,,,,,,24,,24,,,,23,,6916858590184,02 Eddie_Snoop,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,1,,0.62,"[{'action_type': 'outbound_click', 'value': '0.62'}]",0.62,,,,0.025833,0.025833,,,0.026957,0.62,11.923077,12.4,1.923077,2025-11-28,2025-11-28,1.04,unknown,52,1.923077,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.923077'}]",50,0.62,4,9,4,22,13,8
,,,,,,,,,,,,,1,,1,,,,1,,6916859158784,02 Mike_rapGod,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0,0,,,0,,0,0,0,2025-11-28,2025-11-28,1,female,1,,,,,1,0,,4,,1,,
,,,,,,,,,,,,,1,,1,,,,1,,6916859158784,02 Mike_rapGod,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.13,0.13,,,0.13,,26,32.5,0,2025-11-28,2025-11-28,1.25,male,5,,,,,4,0.13,,2,,1,,
,,,,,,,,,,,,,1,,1,,,,1,,6916860073184,02 Mike_sicko,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.02,0.02,,,0.02,,6.666667,6.666667,0,2025-11-28,2025-11-28,1,female,3,,,,,3,0.02,,3,,1,,
,,,,,,,,,,,,,17,,17,,,,17,,6916860073184,02 Mike_sicko,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.04,0.04,,,0.04,,10.30303,11.147541,0,2025-11-28,2025-11-28,1.081967,male,66,,,,,61,0.68,1,3,1,16,6,6
,,,,1,,,,,,,,,2,,2,,,,1,,6916860754984,02 snoop_loseYourself,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,1,,0.02,"[{'action_type': 'outbound_click', 'value': '0.02'}]",0.02,,,,0.01,0.01,,,0.02,0.02,10,10,50,2025-11-28,2025-11-28,1,female,2,50,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '50'}]",2,0.02,,8,,1,1,1
,,,,,,,,,,,,,4,,4,,,,4,,6916860754984,02 snoop_loseYourself,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.0475,0.0475,,,0.0475,,13.571429,14.615385,0,2025-11-28,2025-11-28,1.076923,male,14,,,,,13,0.19,,2,,3,1,
,,,,1,,,,,,,,,4,,4,,,,3,,6916861420184,02 Timothy_slim,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,1,,0.12,"[{'action_type': 'outbound_click', 'value': '0.12'}]",0.12,,,,0.03,0.03,,,0.04,0.12,17.142857,20,14.285714,2025-11-28,2025-11-28,1.166667,female,7,14.285714,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '14.285714'}]",6,0.12,,7,,3,2,1
,,,,,,,,,,,,,5,,5,1,1,,4,,6916861420184,02 Timothy_slim,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.082,0.082,0.41,,0.1025,,21.578947,21.578947,0,2025-11-28,2025-11-28,1,male,19,,,,,19,0.41,,2,,4,2,1
,,,,,,,,,,,,,,,,,,,,,6916861420184,02 Timothy_slim,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,10,10,0,2025-11-28,2025-11-28,1,unknown,2,,,,,2,0.02,,3,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6916862364784,03 Mike_gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.06,0.06,,,0.06,,20,20,0,2025-11-28,2025-11-28,1,female,3,,,,,3,0.06,,2,,1,,
,,,,,,,,,,,,,2,,2,,,,2,,6916862364784,03 Mike_gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.05,0.05,,,0.05,,16.666667,16.666667,0,2025-11-28,2025-11-28,1,male,6,,,,,6,0.1,,3,,2,1,
,,,,,,,,,,,,,1,,1,,,,1,,6916862669184,03 Snoop_rapGod,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-11-28,2025-11-28,1,female,1,,,,,1,0.02,1,14,,1,1,1
,,,,,,,,,,,,,1,,1,,,,1,,6916862669184,03 Snoop_rapGod,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-11-28,2025-11-28,1,male,2,,,,,2,0.03,,10,,1,1,
,,,,,,,,,,,,,9,,9,1,1,,8,,6916863115584,03 Snoop_sicko,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.062222,0.062222,0.56,,0.07,,19.310345,20.740741,0,2025-11-28,2025-11-28,1.074074,female,29,,,,,27,0.56,,3,,7,3,2
,2,,,4,1,1,2,,,,,,92,,92,,,,88,,6916863115584,03 Snoop_sicko,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,3,,0.6875,"[{'action_type': 'outbound_click', 'value': '0.6875'}]",0.6875,2.75,1.375,,0.029891,0.029891,,,0.03125,0.916667,10.261194,11.08871,1.119403,2025-11-28,2025-11-28,1.080645,male,268,1.492537,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.492537'}]",248,2.75,9,4,9,79,43,24
