action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,2,,,2,1,1,2,,,,,,,,41,,41,,,,39,,6924661652784,04_MorganF_Nuthin But A G Thang - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,35-44,6924094365384,FB_iOS_BAU_Purchase_Set1,2,,0.575,"[{'action_type': 'outbound_click', 'value': '0.575'}]",0.575,1.15,0.575,,0.028049,0.028049,,,0.029487,0.575,10.648148,10.849057,1.851852,2025-12-09,2025-12-09,1.018868,108,1.851852,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.851852'}]",106,1.15,2,3,2,33,15,8
,38,1,,7,5,5,38,,,3,,,,,174,,174,3,3,,164,,6924661652784,04_MorganF_Nuthin But A G Thang - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,45-54,6924094365384,FB_iOS_BAU_Purchase_Set1,7,"[{'action_type': 'subscribe_mobile_app', 'value': '4.13'}, {'action_type': 'subscribe_total', 'value': '4.13'}, {'action_type': 'start_trial_mobile_app', 'value': '4.13'}, {'action_type': 'start_trial_total', 'value': '4.13'}]",0.59,"[{'action_type': 'outbound_click', 'value': '0.59'}]",0.59,0.826,0.108684,,0.023736,0.023736,1.376667,,0.025183,0.59,10.727273,10.839895,1.818182,2025-12-09,2025-12-09,1.010499,385,1.818182,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '1.818182'}]",381,4.13,25,5,25,148,80,53
,4,,,4,,,4,,,2,,,,,127,1,127,3,2,,120,,6924661652784,04_MorganF_Nuthin But A G Thang - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,55-64,6924094365384,FB_iOS_BAU_Purchase_Set1,4,,0.8075,"[{'action_type': 'outbound_click', 'value': '0.8075'}]",0.8075,,0.8075,,0.025433,0.025433,1.076667,,0.026917,0.8075,13.237705,13.744681,1.639344,2025-12-09,2025-12-09,1.038298,244,1.639344,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.639344'}]",235,3.23,8,4,8,102,59,33
,10,,,4,1,1,10,,,1,,,,,42,1,42,2,1,,36,,6924661652784,04_MorganF_Nuthin But A G Thang - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,65+,6924094365384,FB_iOS_BAU_Purchase_Set1,4,,0.2975,"[{'action_type': 'outbound_click', 'value': '0.2975'}]",0.2975,1.19,0.119,,0.028333,0.028333,0.595,,0.033056,0.2975,18.888889,19.193548,6.349206,2025-12-09,2025-12-09,1.016129,63,6.349206,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '6.349206'}]",62,1.19,4,5,3,32,18,14
,2,,,1,1,1,2,,,2,,,,,15,,15,2,2,,12,,6924661652984,04 Morgan_Gin - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,18-24,6924094365384,FB_iOS_BAU_Purchase_Set1,1,,0.26,"[{'action_type': 'outbound_click', 'value': '0.26'}]",0.26,0.26,0.13,,0.017333,0.017333,0.13,,0.021667,0.26,11.304348,11.304348,4.347826,2025-12-09,2025-12-09,1,23,4.347826,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4.347826'}]",23,0.26,3,5,3,9,6,3
,,,,1,,,,,,2,,,,,45,1,45,3,2,,41,,6924661652984,04 Morgan_Gin - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,25-34,6924094365384,FB_iOS_BAU_Purchase_Set1,1,,1.15,"[{'action_type': 'outbound_click', 'value': '1.15'}]",1.15,,,,0.025556,0.025556,0.383333,,0.028049,1.15,8.846154,9.055118,0.769231,2025-12-09,2025-12-09,1.023622,130,0.769231,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.769231'}]",127,1.15,2,3,2,37,17,7
,12,,1,6,,,12,,,7,,,,,196,1,196,9,7,,181,,6924661652984,04 Morgan_Gin - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,35-44,6924094365384,FB_iOS_BAU_Purchase_Set1,7,,0.643333,"[{'action_type': 'outbound_click', 'value': '0.643333'}]",0.643333,,0.321667,,0.019694,0.019694,0.428889,,0.021326,0.551429,7.380497,7.65873,1.338432,2025-12-09,2025-12-09,1.037698,523,1.147228,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.147228'}]",504,3.86,17,4,16,157,75,47
,118,1,,27,12,12,118,,,14,,,,,823,,823,14,14,,782,,6924661652984,04 Morgan_Gin - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,45-54,6924094365384,FB_iOS_BAU_Purchase_Set1,28,"[{'action_type': 'subscribe_mobile_app', 'value': '15.5'}, {'action_type': 'subscribe_total', 'value': '15.5'}, {'action_type': 'start_trial_mobile_app', 'value': '15.5'}, {'action_type': 'start_trial_total', 'value': '15.5'}]",0.574074,"[{'action_type': 'outbound_click', 'value': '0.574074'}]",0.574074,1.291667,0.131356,,0.018834,0.018834,1.107143,,0.019821,0.553571,9.270335,9.573811,1.674641,2025-12-09,2025-12-09,1.032736,1672,1.614833,27,"[{'action_type': 'outbound_click', 'value': '27'}]","[{'action_type': 'outbound_click', 'value': '1.614833'}]",1619,15.5,73,5,65,722,365,215
,79,,1,18,10,10,79,,,11,,,,,534,,534,12,11,,504,,6924661652984,04 Morgan_Gin - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,55-64,6924094365384,FB_iOS_BAU_Purchase_Set1,21,"[{'action_type': 'subscribe_mobile_app', 'value': '12.22'}, {'action_type': 'subscribe_total', 'value': '12.22'}, {'action_type': 'start_trial_mobile_app', 'value': '12.22'}, {'action_type': 'start_trial_total', 'value': '12.22'}]",0.678889,"[{'action_type': 'outbound_click', 'value': '0.678889'}]",0.678889,1.222,0.154684,,0.022884,0.022884,1.018333,,0.024246,0.581905,10.891266,11.231618,1.871658,2025-12-09,2025-12-09,1.03125,1122,1.604278,18,"[{'action_type': 'outbound_click', 'value': '18'}]","[{'action_type': 'outbound_click', 'value': '1.604278'}]",1088,12.22,68,5,63,457,260,162
,11,,,5,,,11,,,4,1,1,,,123,1,123,6,4,,112,,6924661652984,04 Morgan_Gin - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,65+,6924094365384,FB_iOS_BAU_Purchase_Set1,5,,0.55,"[{'action_type': 'outbound_click', 'value': '0.55'}]",0.55,,0.25,,0.022358,0.022358,0.458333,,0.024554,0.55,10.742188,10.869565,1.953125,2025-12-09,2025-12-09,1.011858,256,1.953125,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.953125'}]",253,2.75,11,4,9,96,51,29
,,,,,,,,,,,,,,,3,,3,,,,3,,6924661653184,jesus_rap_1_4x5 - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,18-24,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,,,0.026667,0.026667,,,0.026667,,8.888889,8.888889,0,2025-12-09,2025-12-09,1,9,,,,,9,0.08,,3,,3,2,1
,,,,,,,,,,,,,,,2,,2,,,,2,,6924661653184,jesus_rap_1_4x5 - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,25-34,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,,,0.06,0.06,,,0.06,,10,10,0,2025-12-09,2025-12-09,1,12,,,,,12,0.12,,2,,2,,
,,,,,,,,,,1,,,,,26,,26,1,1,,25,,6924661653184,jesus_rap_1_4x5 - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,35-44,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,,,0.020385,0.020385,0.53,,0.0212,,9.298246,9.464286,0,2025-12-09,2025-12-09,1.017857,57,,,,,56,0.53,1,3,1,24,10,4
,7,,,1,2,2,7,,,,,,,,57,,57,,,,56,,6924661653184,jesus_rap_1_4x5 - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,45-54,6924094365384,FB_iOS_BAU_Purchase_Set1,2,,1.25,"[{'action_type': 'outbound_click', 'value': '1.25'}]",1.25,0.625,0.178571,,0.02193,0.02193,,,0.022321,0.625,8.62069,8.802817,1.37931,2025-12-09,2025-12-09,1.021127,145,0.689655,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.689655'}]",142,1.25,5,3,3,53,26,10
,20,,,3,1,1,20,,,,,,,,76,,76,,,,73,,6924661653184,jesus_rap_1_4x5 - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,55-64,6924094365384,FB_iOS_BAU_Purchase_Set1,3,,0.646667,"[{'action_type': 'outbound_click', 'value': '0.646667'}]",0.646667,1.94,0.097,,0.025526,0.025526,,,0.026575,0.646667,13.197279,13.37931,2.040816,2025-12-09,2025-12-09,1.013793,147,2.040816,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '2.040816'}]",145,1.94,9,4,9,69,29,14
,,,,,,,,,,,,,,,22,,22,,,,22,,6924661653184,jesus_rap_1_4x5 - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,65+,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,,,0.025455,0.025455,,,0.025455,,11.428571,11.428571,0,2025-12-09,2025-12-09,1,49,,,,,49,0.56,1,3,1,21,7,3
,,,,,,,,,,,,,,,1,,1,,,,1,,6924662035984,12 Prerna - Copy 2,6924661447784,FB_iOS_BAU_Purchase_F_Rap,18-24,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,,,0.15,0.15,,,0.15,,25,25,0,2025-12-09,2025-12-09,1,6,,,,,6,0.15,,1,,,,
,5,,,1,2,2,5,,,,,,,,18,,18,,,,17,,6924662035984,12 Prerna - Copy 2,6924661447784,FB_iOS_BAU_Purchase_F_Rap,25-34,6924094365384,FB_iOS_BAU_Purchase_Set1,2,,0.38,"[{'action_type': 'outbound_click', 'value': '0.38'}]",0.38,0.19,0.076,,0.021111,0.021111,,,0.022353,0.19,9.5,9.74359,5,2025-12-09,2025-12-09,1.025641,40,2.5,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.5'}]",39,0.38,,4,,17,7,3
,3,,,2,1,1,3,,,1,1,1,,,66,,66,2,1,,62,,6924662035984,12 Prerna - Copy 2,6924661447784,FB_iOS_BAU_Purchase_F_Rap,35-44,6924094365384,FB_iOS_BAU_Purchase_Set1,2,,0.645,"[{'action_type': 'outbound_click', 'value': '0.645'}]",0.645,1.29,0.43,,0.019545,0.019545,0.645,,0.020806,0.645,9.847328,10,1.526718,2025-12-09,2025-12-09,1.015504,131,1.526718,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.526718'}]",129,1.29,6,4,6,57,15,9
,75,,,9,6,6,75,,,2,,,,,141,,141,2,2,,130,,6924662035984,12 Prerna - Copy 2,6924661447784,FB_iOS_BAU_Purchase_F_Rap,45-54,6924094365384,FB_iOS_BAU_Purchase_Set1,10,"[{'action_type': 'subscribe_mobile_app', 'value': '3.95'}, {'action_type': 'subscribe_total', 'value': '3.95'}, {'action_type': 'start_trial_mobile_app', 'value': '3.95'}, {'action_type': 'start_trial_total', 'value': '3.95'}]",0.438889,"[{'action_type': 'outbound_click', 'value': '0.438889'}]",0.438889,0.658333,0.052667,,0.028014,0.028014,1.975,,0.030385,0.395,14.363636,14.738806,3.636364,2025-12-09,2025-12-09,1.026119,275,3.272727,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '3.272727'}]",268,3.95,11,5,11,119,60,35
,18,,,5,2,2,18,,,3,,,,,70,,70,3,3,,62,,6924662035984,12 Prerna - Copy 2,6924661447784,FB_iOS_BAU_Purchase_F_Rap,55-64,6924094365384,FB_iOS_BAU_Purchase_Set1,6,,0.328,"[{'action_type': 'outbound_click', 'value': '0.328'}]",0.328,0.82,0.091111,,0.023429,0.023429,0.546667,,0.026452,0.273333,15.327103,15.471698,5.607477,2025-12-09,2025-12-09,1.009434,107,4.672897,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '4.672897'}]",106,1.64,11,7,11,59,32,23
,,,,,,,,,,,,,,,21,1,21,1,,,20,,6924662035984,12 Prerna - Copy 2,6924661447784,FB_iOS_BAU_Purchase_F_Rap,65+,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,,,0.026667,0.026667,0.56,,0.028,,18.064516,18.666667,0,2025-12-09,2025-12-09,1.033333,31,,,,,30,0.56,1,5,1,18,9,5
,3,,,4,,,3,,,,,,,,21,,21,,,,17,,6924662036184,03_blackbodysuit_Big energy - Copy 3,6924661447784,FB_iOS_BAU_Purchase_F_Rap,18-24,6924094365384,FB_iOS_BAU_Purchase_Set1,4,,0.1075,"[{'action_type': 'outbound_click', 'value': '0.1075'}]",0.1075,,0.143333,,0.020476,0.020476,,,0.025294,0.1075,10.75,12.285714,10,2025-12-09,2025-12-09,1.142857,40,10,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '10'}]",35,0.43,2,5,3,15,7,5
,7,,,6,,,7,,,3,,,,,78,,78,3,3,,69,,6924662036184,03_blackbodysuit_Big energy - Copy 3,6924661447784,FB_iOS_BAU_Purchase_F_Rap,25-34,6924094365384,FB_iOS_BAU_Purchase_Set1,6,,0.275,"[{'action_type': 'outbound_click', 'value': '0.275'}]",0.275,,0.235714,,0.021154,0.021154,0.55,,0.023913,0.275,8.375635,8.549223,3.045685,2025-12-09,2025-12-09,1.020725,197,3.045685,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '3.045685'}]",193,1.65,4,4,4,61,29,17
,17,,,11,1,1,17,,,3,1,1,,,281,1,281,5,3,,265,,6924662036184,03_blackbodysuit_Big energy - Copy 3,6924661447784,FB_iOS_BAU_Purchase_F_Rap,35-44,6924094365384,FB_iOS_BAU_Purchase_Set1,11,,0.52,"[{'action_type': 'outbound_click', 'value': '0.52'}]",0.52,5.72,0.336471,,0.020356,0.020356,1.144,,0.021585,0.52,8.326055,8.550075,1.601164,2025-12-09,2025-12-09,1.026906,687,1.601164,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '1.601164'}]",669,5.72,27,4,24,233,107,82
,53,,1,20,7,7,53,,,17,1,1,,,595,,595,19,17,,556,,6924662036184,03_blackbodysuit_Big energy - Copy 3,6924661447784,FB_iOS_BAU_Purchase_F_Rap,45-54,6924094365384,FB_iOS_BAU_Purchase_Set1,21,,0.6105,"[{'action_type': 'outbound_click', 'value': '0.6105'}]",0.6105,1.744286,0.230377,,0.020521,0.020521,0.642632,,0.02196,0.581429,10.80531,11.06981,1.858407,2025-12-09,2025-12-09,1.024479,1130,1.769912,20,"[{'action_type': 'outbound_click', 'value': '20'}]","[{'action_type': 'outbound_click', 'value': '1.769912'}]",1103,12.21,68,6,62,518,308,205
,66,,,18,12,12,66,,,5,,,,,359,1,359,6,5,,335,,6924662036184,03_blackbodysuit_Big energy - Copy 3,6924661447784,FB_iOS_BAU_Purchase_F_Rap,55-64,6924094365384,FB_iOS_BAU_Purchase_Set1,20,,0.407222,"[{'action_type': 'outbound_click', 'value': '0.407222'}]",0.407222,0.610833,0.111061,,0.020418,0.020418,1.221667,,0.021881,0.3665,12.340067,12.659758,3.367003,2025-12-09,2025-12-09,1.025907,594,3.030303,18,"[{'action_type': 'outbound_click', 'value': '18'}]","[{'action_type': 'outbound_click', 'value': '3.030303'}]",579,7.33,51,6,50,313,199,151
,,,,,,,,,,1,,,,,50,,50,1,1,,49,,6924662036184,03_blackbodysuit_Big energy - Copy 3,6924661447784,FB_iOS_BAU_Purchase_F_Rap,65+,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,,,0.0214,0.0214,1.07,,0.021837,,13.375,13.896104,0,2025-12-09,2025-12-09,1.038961,80,,,,,77,1.07,6,9,6,47,27,17
,,,,,,,,,,,,,,,,,,,,,,,6924663171184,04_fbg_Wap 1 - Copy 2,6924661447784,FB_iOS_BAU_Purchase_F_Rap,18-24,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,,,,,,,,,12,12,0,2025-12-09,2025-12-09,1,5,,,,,5,0.06,,1,,,,
,,,,1,,,,,,,,,,,6,,6,,,,5,,6924663171184,04_fbg_Wap 1 - Copy 2,6924661447784,FB_iOS_BAU_Purchase_F_Rap,25-34,6924094365384,FB_iOS_BAU_Purchase_Set1,1,,0.15,"[{'action_type': 'outbound_click', 'value': '0.15'}]",0.15,,,,0.025,0.025,,,0.03,0.15,7.894737,7.894737,5.263158,2025-12-09,2025-12-09,1,19,5.263158,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '5.263158'}]",19,0.15,1,2,1,5,2,1
,,,,,,,,,,1,,,,,8,,8,1,1,,7,,6924663171184,04_fbg_Wap 1 - Copy 2,6924661447784,FB_iOS_BAU_Purchase_F_Rap,35-44,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,,,0.02875,0.02875,0.23,,0.032857,,12.105263,12.777778,0,2025-12-09,2025-12-09,1.055556,19,,,,,18,0.23,,3,,6,3,2
,,,,,,,,,,,,,,,9,,9,,,,9,,6924663171184,04_fbg_Wap 1 - Copy 2,6924661447784,FB_iOS_BAU_Purchase_F_Rap,45-54,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,,,0.032222,0.032222,,,0.032222,,12.083333,12.083333,0,2025-12-09,2025-12-09,1,24,,,,,24,0.29,,3,,4,3,1
,,,,,,,,,,,,,,,5,,5,,,,5,,6924663171184,04_fbg_Wap 1 - Copy 2,6924661447784,FB_iOS_BAU_Purchase_F_Rap,55-64,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,,,0.038,0.038,,,0.038,,11.875,11.875,0,2025-12-09,2025-12-09,1,16,,,,,16,0.19,,3,,5,,
,,,,1,1,1,,,,,,,,,2,,2,,,,1,,6924663171184,04_fbg_Wap 1 - Copy 2,6924661447784,FB_iOS_BAU_Purchase_F_Rap,65+,6924094365384,FB_iOS_BAU_Purchase_Set1,1,,0.03,"[{'action_type': 'outbound_click', 'value': '0.03'}]",0.03,0.03,,,0.015,0.015,,,0.03,0.03,15,15,50,2025-12-09,2025-12-09,1,2,50,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '50'}]",2,0.03,,8,,1,1,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,18-24,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-09,2025-12-09,1,2,,,,,2,0.02,,3,,1,,
,,,,,,,,,,,,,,,12,,12,,,,12,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.065,0.065,,,0.065,,20.526316,20.526316,0,2025-12-09,2025-12-09,1,38,,,,,38,0.78,,3,,10,4,3
,,,,,,,,,,1,,,,,16,,16,1,1,,15,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.0825,0.0825,1.32,,0.088,,19.130435,20,0,2025-12-09,2025-12-09,1.045455,69,,,,,66,1.32,3,3,3,14,9,6
,,,,,,,,,,,,,,,14,,14,,,,14,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,45-54,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.064286,0.064286,,,0.064286,,18.367347,19.565217,0,2025-12-09,2025-12-09,1.065217,49,,,,,46,0.9,2,3,2,10,5,2
,4,,,,,,4,,,,,,,,5,,5,,,,5,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,55-64,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,"[{'action_type': 'start_trial_mobile_app', 'value': '0.3'}, {'action_type': 'start_trial_total', 'value': '0.3'}]",,,,,0.075,,0.06,0.06,,,0.06,0.3,23.076923,23.076923,7.692308,2025-12-09,2025-12-09,1,13,,,,,13,0.3,,4,,5,4,2
,,,,,,,,,,,,,,,1,,1,,,,1,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,65+,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-09,2025-12-09,1,1,,,,,1,0.01,,4,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6924668032384,02 Mike_sicko - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-09,2025-12-09,1,2,,,,,2,0.02,,0,,,,
,,,,,,,,,,,,,,,2,,2,,,,2,,6924668032384,02 Mike_sicko - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.055,0.055,,,0.055,,18.333333,18.333333,0,2025-12-09,2025-12-09,1,6,,,,,6,0.11,,3,,1,1,1
,,,,,,,,,,,,,,,4,,4,,,,4,,6924668032784,04 Morgan_Gin - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,18-24,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.08,0.08,,,0.08,,16,16,0,2025-12-09,2025-12-09,1,20,,,,,20,0.32,,3,,4,3,2
,,,,,,,,,,1,,,,,35,,35,1,1,,34,,6924668032784,04 Morgan_Gin - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.036,0.036,1.26,,0.037059,,13.846154,13.846154,0,2025-12-09,2025-12-09,1,91,,,,,91,1.26,5,4,4,30,15,9
,,,,,,,,,,,,,,,60,,60,,,,60,,6924668032784,04 Morgan_Gin - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.044833,0.044833,,,0.044833,,17.697368,17.697368,0,2025-12-09,2025-12-09,1,152,,,,,152,2.69,8,4,8,49,26,16
,5,,,1,,,5,,,,,,,,35,,35,,,,34,,6924668032784,04 Morgan_Gin - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,45-54,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,2.41,"[{'action_type': 'outbound_click', 'value': '2.41'}]",2.41,,0.482,,0.068857,0.068857,,,0.070882,2.41,31.298701,31.298701,1.298701,2025-12-09,2025-12-09,1,77,1.298701,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.298701'}]",77,2.41,3,5,3,30,18,13
,,,,,,,,,,,,,,,2,,2,,,,2,,6924668032784,04 Morgan_Gin - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,55-64,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.11,0.11,,,0.11,,36.666667,36.666667,0,2025-12-09,2025-12-09,1,6,,,,,6,0.22,,4,,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,6924668032784,04 Morgan_Gin - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,65+,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,13.333333,13.333333,0,2025-12-09,2025-12-09,1,3,,,,,3,0.04,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6924668032984,03 Snoop_sicko - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,18-24,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-09,2025-12-09,1,1,,,,,1,0.01,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,6924668032984,03 Snoop_sicko - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-09,2025-12-09,1,3,,,,,3,0.03,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6924668032984,03 Snoop_sicko - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.08,0.08,,,0.08,,40,40,0,2025-12-09,2025-12-09,1,2,,,,,2,0.08,,6,,1,1,1
,,,,,,,,,,,,,,,2,,2,,,,2,,6924668033184,01 Jesus_rapGod - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-09,2025-12-09,1,2,,,,,2,0.02,,7,,2,1,
,,,,,,,,,,,,,,,,,,,,,,,6924668033184,01 Jesus_rapGod - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,20,20,0,2025-12-09,2025-12-09,1,1,,,,,1,0.02,,2,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6924668033184,01 Jesus_rapGod - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,45-54,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-09,2025-12-09,1,2,,,,,2,0.02,,5,,1,1,
,,,,,,,,,,,,,,,1,,1,,,,1,,6924668033184,01 Jesus_rapGod - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,55-64,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.21,0.21,,,0.21,,210,210,0,2025-12-09,2025-12-09,1,1,,,,,1,0.21,,4,,1,,
