action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,25,,,2,1,1,25,,,1,,,,,40,,40,1,1,,37,,6917505481584,02 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,2,,0.63,"[{'action_type': 'outbound_click', 'value': '0.63'}]",0.63,1.26,0.0504,,0.0315,0.0315,1.26,,0.034054,0.63,18,18,2.857143,2025-12-09,2025-12-09,1,70,2.857143,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.857143'}]",70,1.26,1,4,1,34,17,14
,,,,,,,,,,,,,,,4,,4,,,,4,,6917505481584,02 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.2075,0.2075,,,0.2075,,59.285714,59.285714,0,2025-12-09,2025-12-09,1,14,,,,,14,0.83,1,3,1,3,2,1
,,,,,,,,,,,,,,,16,,16,,,,16,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.06125,0.06125,,,0.06125,,17.818182,18.148148,0,2025-12-09,2025-12-09,1.018519,55,,,,,54,0.98,2,4,2,16,8,4
,,,,1,,,,,,,,,,,159,,159,,,,158,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),25-34,6920965699384,FB_iOS_Purchase_Rap_251203,2,,7.42,"[{'action_type': 'outbound_click', 'value': '7.42'}]",7.42,,,,0.046667,0.046667,,,0.046962,3.71,15.787234,15.854701,0.425532,2025-12-09,2025-12-09,1.004274,470,0.212766,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.212766'}]",468,7.42,14,4,13,140,66,36
,154,,,46,20,20,154,,,12,,,,,1317,4,1317,16,12,,1255,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),35-44,6920965699384,FB_iOS_Purchase_Rap_251203,48,"[{'action_type': 'subscribe_mobile_app', 'value': '22.366667'}, {'action_type': 'subscribe_total', 'value': '22.366667'}, {'action_type': 'start_trial_mobile_app', 'value': '22.366667'}, {'action_type': 'start_trial_total', 'value': '22.366667'}]",1.458696,"[{'action_type': 'outbound_click', 'value': '1.458696'}]",1.458696,3.355,0.435714,,0.050949,0.050949,4.19375,,0.053466,1.397917,19.37067,19.946492,1.385681,2025-12-09,2025-12-09,1.029727,3464,1.327945,46,"[{'action_type': 'outbound_click', 'value': '46'}]","[{'action_type': 'outbound_click', 'value': '1.327945'}]",3364,67.1,106,4,102,1119,570,333
3,460,2,1,146,37,37,460,3,3,41,2,2,,3,3947,2,3947,46,41,3,3755,3,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),45-54,6920965699384,FB_iOS_Purchase_Rap_251203,161,"[{'action_type': 'subscribe_mobile_app', 'value': '33.161667'}, {'action_type': 'subscribe_total', 'value': '33.161667'}, {'action_type': 'start_trial_mobile_app', 'value': '66.323333'}, {'action_type': 'start_trial_total', 'value': '66.323333'}]",1.362808,"[{'action_type': 'outbound_click', 'value': '1.362808'}]",1.362808,5.377568,0.432543,66.323333,0.05041,0.05041,4.325435,66.323333,0.052988,1.235839,23.848735,25.417731,1.929761,2025-12-09,2025-12-09,1.065789,8343,1.74997,146,"[{'action_type': 'outbound_click', 'value': '146'}]","[{'action_type': 'outbound_click', 'value': '1.74997'}]",7828,198.97,334,5,325,3388,1825,1067
,201,1,1,50,17,17,201,,,20,3,3,,,1467,1,1467,25,20,,1392,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),55-64,6920965699384,FB_iOS_Purchase_Rap_251203,52,"[{'action_type': 'subscribe_mobile_app', 'value': '37.7'}, {'action_type': 'subscribe_total', 'value': '37.7'}, {'action_type': 'start_trial_mobile_app', 'value': '25.133333'}, {'action_type': 'start_trial_total', 'value': '25.133333'}]",1.508,"[{'action_type': 'outbound_click', 'value': '1.508'}]",1.508,4.435294,0.375124,,0.051397,0.051397,3.016,,0.054167,1.45,27.619048,28.636536,1.904762,2025-12-09,2025-12-09,1.03684,2730,1.831502,50,"[{'action_type': 'outbound_click', 'value': '50'}]","[{'action_type': 'outbound_click', 'value': '1.831502'}]",2633,75.4,192,6,189,1282,755,487
,55,,,12,4,4,55,,,2,,,,,231,2,231,4,2,,215,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),65+,6920965699384,FB_iOS_Purchase_Rap_251203,12,,1.1325,"[{'action_type': 'outbound_click', 'value': '1.1325'}]",1.1325,3.3975,0.247091,,0.058831,0.058831,3.3975,,0.063209,1.1325,34.231738,35.298701,3.02267,2025-12-09,2025-12-09,1.031169,397,3.02267,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '3.02267'}]",385,13.59,35,6,33,199,136,86
,,,,,,,,,,,,,,,1,,1,,,,1,,6920992822984,02 Mike_sicko - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-09,2025-12-09,1,1,,,,,1,0.02,,13,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6920992823184,03 Snoop_sicko - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-09,2025-12-09,1,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920992823184,03 Snoop_sicko - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-09,2025-12-09,1,1,,,,,1,0.02,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920992823384,02 Timothy_slim - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,,,0.02,,6.666667,6.666667,0,2025-12-09,2025-12-09,1,3,,,,,3,0.02,,4,,1,1,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6920992823384,02 Timothy_slim - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.06,0.06,,,0.06,,20,20,0,2025-12-09,2025-12-09,1,3,,,,,3,0.06,,5,,1,1,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6920992823384,02 Timothy_slim - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.18,0.18,,,0.18,,90,90,0,2025-12-09,2025-12-09,1,2,,,,,2,0.18,,3,,,,
,,,,,,,,,,,,,,,3,,3,,,,3,,6920992823384,02 Timothy_slim - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-09,2025-12-09,1,3,,,,,3,0.03,,5,,3,,
,,,,,,,,,,,,,,,,,,,,,,,6920992823384,02 Timothy_slim - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-09,2025-12-09,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,24,,24,,,,24,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.024583,0.024583,,,0.024583,,12.553191,13.72093,0,2025-12-09,2025-12-09,1.093023,47,,,,,43,0.59,,4,,20,8,5
,,,,1,,,,,,1,,,,,75,,75,1,1,,73,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),25-34,6920965699384,FB_iOS_Purchase_Rap_251203,1,,3.56,"[{'action_type': 'outbound_click', 'value': '3.56'}]",3.56,,,,0.047467,0.047467,3.56,,0.048767,3.56,13.90625,14.24,0.390625,2025-12-09,2025-12-09,1.024,256,0.390625,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.390625'}]",250,3.56,4,3,4,67,29,13
,67,,,13,5,5,67,,,3,,,,,335,,335,3,3,,319,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),35-44,6920965699384,FB_iOS_Purchase_Rap_251203,18,"[{'action_type': 'subscribe_mobile_app', 'value': '14.47'}, {'action_type': 'subscribe_total', 'value': '14.47'}, {'action_type': 'start_trial_mobile_app', 'value': '14.47'}, {'action_type': 'start_trial_total', 'value': '14.47'}]",1.113077,"[{'action_type': 'outbound_click', 'value': '1.113077'}]",1.113077,2.894,0.21597,,0.043194,0.043194,4.823333,,0.045361,0.803889,17.475845,18.155583,2.173913,2025-12-09,2025-12-09,1.038896,828,1.570048,13,"[{'action_type': 'outbound_click', 'value': '13'}]","[{'action_type': 'outbound_click', 'value': '1.570048'}]",797,14.47,22,4,21,286,124,65
,47,,,8,4,4,47,,,2,,,,,510,,510,2,2,,500,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),45-54,6920965699384,FB_iOS_Purchase_Rap_251203,10,,2.8175,"[{'action_type': 'outbound_click', 'value': '2.8175'}]",2.8175,5.635,0.479574,,0.044196,0.044196,11.27,,0.04508,2.254,19.911661,21.244109,0.883392,2025-12-09,2025-12-09,1.066918,1132,0.706714,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '0.706714'}]",1061,22.54,33,4,32,446,201,123
,14,,,4,2,2,14,,,,,,,,123,,123,,,,119,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),55-64,6920965699384,FB_iOS_Purchase_Rap_251203,5,,1.685,"[{'action_type': 'outbound_click', 'value': '1.685'}]",1.685,3.37,0.481429,,0.054797,0.054797,,,0.056639,1.348,26.85259,28.083333,1.992032,2025-12-09,2025-12-09,1.045833,251,1.593626,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.593626'}]",240,6.74,8,5,9,108,58,32
,,,,,,,,,,,,,,,18,,18,,,,18,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.049444,0.049444,,,0.049444,,22.25,22.820513,0,2025-12-09,2025-12-09,1.025641,40,,,,,39,0.89,2,5,2,16,8,5
,,,,,,,,,,,,,,,,,,,,,,,6920992824184,01 Jesus_travis - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,16.666667,16.666667,0,2025-12-09,2025-12-09,1,6,,,,,6,0.1,,1,,,,
,1,,,2,,,1,,,,,,,,6,,6,,,,4,,6920992824184,01 Jesus_travis - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),45-54,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.045,"[{'action_type': 'outbound_click', 'value': '0.045'}]",0.045,,0.09,,0.015,0.015,,,0.0225,0.09,22.5,22.5,25,2025-12-09,2025-12-09,1,4,50,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '50'}]",4,0.09,1,11,1,4,2,2
,,,,,,,,,,,,,,,,,,,,,,,6920992824184,01 Jesus_travis - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,50,50,0,2025-12-09,2025-12-09,1,2,,,,,2,0.1,,2,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994402584,07_nose ring_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-09,2025-12-09,1,1,,,,,1,0.02,,8,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6920994403384,10_Red pants_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-09,2025-12-09,1,1,,,,,1,0,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920994403384,10_Red pants_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-09,2025-12-09,1,1,,,,,1,0.01,,2,,,,
,,,,1,,,,,,,,,,,12,,12,,,,11,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,2,,0.56,"[{'action_type': 'outbound_click', 'value': '0.56'}]",0.56,,,,0.046667,0.046667,,,0.050909,0.28,20,24.347826,7.142857,2025-12-09,2025-12-09,1.217391,28,3.571429,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.571429'}]",23,0.56,1,3,1,8,6,3
,35,2,,12,2,2,35,,,3,,,,,221,,221,3,3,,206,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,11,"[{'action_type': 'subscribe_mobile_app', 'value': '4.985'}, {'action_type': 'subscribe_total', 'value': '4.985'}, {'action_type': 'start_trial_mobile_app', 'value': '4.985'}, {'action_type': 'start_trial_total', 'value': '4.985'}]",0.830833,"[{'action_type': 'outbound_click', 'value': '0.830833'}]",0.830833,4.985,0.284857,,0.045113,0.045113,3.323333,,0.048398,0.906364,18.226691,19.099617,2.010969,2025-12-09,2025-12-09,1.047893,547,2.193784,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '2.193784'}]",522,9.97,29,4,27,181,99,64
,217,1,,35,17,17,217,,,8,1,1,,,1102,4,1102,13,8,,1054,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,33,"[{'action_type': 'subscribe_mobile_app', 'value': '59.68'}, {'action_type': 'subscribe_total', 'value': '59.68'}, {'action_type': 'start_trial_mobile_app', 'value': '19.893333'}, {'action_type': 'start_trial_total', 'value': '19.893333'}]",1.705143,"[{'action_type': 'outbound_click', 'value': '1.705143'}]",1.705143,3.510588,0.275023,,0.054156,0.054156,4.590769,,0.056622,1.808485,21.957322,22.918587,1.214128,2025-12-09,2025-12-09,1.043779,2718,1.287712,35,"[{'action_type': 'outbound_click', 'value': '35'}]","[{'action_type': 'outbound_click', 'value': '1.287712'}]",2604,59.68,129,4,123,935,538,354
1,338,4,,84,21,21,338,1,1,18,,,1,1,1833,,1833,19,19,1,1730,1,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,83,"[{'action_type': 'subscribe_mobile_app', 'value': '20.434'}, {'action_type': 'subscribe_total', 'value': '20.434'}, {'action_type': 'start_trial_mobile_app', 'value': '25.5425'}, {'action_type': 'start_trial_total', 'value': '25.5425'}]",1.21631,"[{'action_type': 'outbound_click', 'value': '1.21631'}]",1.21631,4.865238,0.302278,102.17,0.055739,0.055739,5.377368,102.17,0.059058,1.230964,28.571029,30.067687,2.321029,2025-12-09,2025-12-09,1.052384,3576,2.348993,84,"[{'action_type': 'outbound_click', 'value': '84'}]","[{'action_type': 'outbound_click', 'value': '2.348993'}]",3398,102.17,309,7,293,1584,977,693
2,112,1,,45,9,9,112,2,2,14,,,2,2,776,1,776,17,16,2,714,2,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,43,,1.009111,"[{'action_type': 'outbound_click', 'value': '1.009111'}]",1.009111,5.045556,0.405446,22.705,0.058518,0.058518,2.671176,22.705,0.063599,1.056047,36.473896,38.483051,3.453815,2025-12-09,2025-12-09,1.055085,1245,3.614458,45,"[{'action_type': 'outbound_click', 'value': '45'}]","[{'action_type': 'outbound_click', 'value': '3.614458'}]",1180,45.41,158,7,150,666,452,356
,2,1,,6,,,2,,,4,,,,,137,,137,4,4,,127,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,5,,1.52,"[{'action_type': 'outbound_click', 'value': '1.52'}]",1.52,,4.56,,0.066569,0.066569,2.28,,0.071811,1.824,43.846154,48,2.403846,2025-12-09,2025-12-09,1.094737,208,2.884615,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '2.884615'}]",190,9.12,29,7,30,117,75,58
,,,,,,,,,,,,,,,,,,,,,,,6920994404184,04_fbg_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,80,80,0,2025-12-09,2025-12-09,1,1,,,,,1,0.08,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920994404184,04_fbg_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-09,2025-12-09,1,1,,,,,1,0.02,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994404584,02_blackNew_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.04,0.04,,,0.04,,40,40,0,2025-12-09,2025-12-09,1,1,,,,,1,0.04,,4,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6920995425184,06_WillS_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,16.666667,16.666667,0,2025-12-09,2025-12-09,1,3,,,,,3,0.05,,1,,,,
,,,,,,,,,,,,,,,2,,2,,,,2,,6920995425384,02_jesus_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.08,0.08,,,0.08,,80,80,0,2025-12-09,2025-12-09,1,2,,,,,2,0.16,,7,,2,1,
,,,,,,,,,,,,,,,,,,,,,,,6920995425384,02_jesus_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,15,15,0,2025-12-09,2025-12-09,1,2,,,,,2,0.03,,2,,,,
,,,,,,,,,,1,,,,,2,,2,1,1,,1,,6920995425384,02_jesus_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.07,0.07,0.14,,0.14,,70,140,0,2025-12-09,2025-12-09,2,2,,,,,1,0.14,1,17,1,1,1,1
,,,,,,,,,,,,,,,14,,14,,,,14,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.055,0.055,,,0.055,,26.551724,27.5,0,2025-12-09,2025-12-09,1.035714,29,,,,,28,0.77,1,5,1,12,9,3
,6,,,6,2,2,6,,,,,,,,90,1,90,1,,,83,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,6,"[{'action_type': 'subscribe_mobile_app', 'value': '5.05'}, {'action_type': 'subscribe_total', 'value': '5.05'}]",0.841667,"[{'action_type': 'outbound_click', 'value': '0.841667'}]",0.841667,2.525,0.841667,,0.056111,0.056111,5.05,,0.060843,0.841667,19.348659,20.528455,2.298851,2025-12-09,2025-12-09,1.060976,261,2.298851,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '2.298851'}]",246,5.05,5,3,5,70,40,16
,113,1,,41,4,4,113,,,13,,,,,907,1,907,14,13,,852,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,43,"[{'action_type': 'subscribe_mobile_app', 'value': '24.26'}, {'action_type': 'subscribe_total', 'value': '24.26'}, {'action_type': 'start_trial_mobile_app', 'value': '24.26'}, {'action_type': 'start_trial_total', 'value': '24.26'}]",1.183415,"[{'action_type': 'outbound_click', 'value': '1.213'}]",1.183415,12.13,0.429381,,0.053495,0.053495,3.465714,,0.056948,1.128372,21.622103,23.006164,1.916221,2025-12-09,2025-12-09,1.064011,2244,1.827094,41,"[{'action_type': 'outbound_click', 'value': '40'}]","[{'action_type': 'outbound_click', 'value': '1.782531'}]",2109,48.52,114,4,111,745,395,241
,470,1,,122,37,37,470,,,38,,,1,,2725,1,2725,40,39,,2563,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,132,"[{'action_type': 'subscribe_mobile_app', 'value': '19.681429'}, {'action_type': 'subscribe_total', 'value': '19.681429'}, {'action_type': 'start_trial_mobile_app', 'value': '17.22125'}, {'action_type': 'start_trial_total', 'value': '17.22125'}]",1.129262,"[{'action_type': 'outbound_click', 'value': '1.129262'}]",1.129262,3.723514,0.293128,,0.050558,0.050558,3.44425,,0.053753,1.043712,25.84803,27.482545,2.476548,2025-12-09,2025-12-09,1.063236,5330,2.288931,122,"[{'action_type': 'outbound_click', 'value': '122'}]","[{'action_type': 'outbound_click', 'value': '2.288931'}]",5013,137.77,253,5,236,2257,1202,682
1,220,1,,36,13,13,220,1,1,9,,,,1,820,2,820,11,9,1,773,1,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,40,"[{'action_type': 'subscribe_mobile_app', 'value': '24.255'}, {'action_type': 'subscribe_total', 'value': '24.255'}, {'action_type': 'start_trial_mobile_app', 'value': '24.255'}, {'action_type': 'start_trial_total', 'value': '24.255'}]",1.3475,"[{'action_type': 'outbound_click', 'value': '1.3475'}]",1.3475,3.731538,0.2205,48.51,0.059159,0.059159,4.41,48.51,0.062756,1.21275,32.189781,33.781337,2.65428,2025-12-09,2025-12-09,1.049443,1507,2.388852,36,"[{'action_type': 'outbound_click', 'value': '36'}]","[{'action_type': 'outbound_click', 'value': '2.388852'}]",1436,48.51,113,5,113,683,387,259
,3,,,5,,,3,,,,,,,,100,1,100,1,,,94,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,5,,1.112,"[{'action_type': 'outbound_click', 'value': '1.112'}]",1.112,,1.853333,,0.0556,0.0556,5.56,,0.059149,1.112,30.382514,31.235955,2.73224,2025-12-09,2025-12-09,1.02809,183,2.73224,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '2.73224'}]",178,5.56,14,5,14,84,43,23
,,,,1,,,,,,,,,,,1,,1,,,,,,6920996505584,01_black4_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.04,"[{'action_type': 'outbound_click', 'value': '0.04'}]",0.04,,,,0.04,0.04,,,,0.04,20,20,50,2025-12-09,2025-12-09,1,2,50,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '50'}]",2,0.04,,2,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920996505784,09_red lipstick_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-12-09,2025-12-09,1,2,,,,,2,0.03,,2,,,,
,,,,,,,,,,1,,,,,10,,10,1,1,,9,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.11,0.11,1.1,,0.122222,,33.333333,33.333333,0,2025-12-09,2025-12-09,1,33,,,,,33,1.1,1,3,1,8,3,3
,66,,,10,4,4,66,,,3,1,1,,,309,1,309,5,3,,294,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,10,"[{'action_type': 'subscribe_mobile_app', 'value': '15.5'}, {'action_type': 'subscribe_total', 'value': '15.5'}, {'action_type': 'start_trial_mobile_app', 'value': '15.5'}, {'action_type': 'start_trial_total', 'value': '15.5'}]",1.55,"[{'action_type': 'outbound_click', 'value': '1.55'}]",1.55,3.875,0.234848,,0.050162,0.050162,3.1,,0.052721,1.55,19.44793,20.208605,1.254705,2025-12-09,2025-12-09,1.039113,797,1.254705,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '1.254705'}]",767,15.5,34,4,32,271,168,126
