action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,conversion_rate_ranking,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,engagement_rate_ranking,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,quality_ranking,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,75,1,,28,8,8,75,,,,,,848,2,848,13,11,,807,,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,28,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '22.51'}, {'action_type': 'subscribe_total', 'value': '22.51'}, {'action_type': 'start_trial_mobile_app', 'value': '22.51'}, {'action_type': 'start_trial_total', 'value': '22.51'}]",0.803929,"[{'action_type': 'outbound_click', 'value': '0.803929'}]",0.803929,2.81375,0.300133,,0.026545,0.026545,1.731538,,0.027893,0.803929,11.182315,11.897463,1.390959,2025-12-01,2025-12-01,ABOVE_AVERAGE,1.063953,2013,1.390959,28,"[{'action_type': 'outbound_click', 'value': '28'}]","[{'action_type': 'outbound_click', 'value': '1.390959'}]",AVERAGE,1892,22.51,124,4,119,779,376,249
,449,3,2,103,36,36,449,,,,,,3871,1,3871,22,19,,3746,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,103,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '26.536667'}, {'action_type': 'subscribe_total', 'value': '26.536667'}, {'action_type': 'start_trial_mobile_app', 'value': '26.536667'}, {'action_type': 'start_trial_total', 'value': '26.536667'}]",0.772913,"[{'action_type': 'outbound_click', 'value': '0.772913'}]",0.772913,2.211389,0.177305,,0.020566,0.020566,3.618636,,0.021252,0.772913,9.56851,10.409257,1.237981,2025-12-01,2025-12-01,AVERAGE,1.087866,8320,1.237981,103,"[{'action_type': 'outbound_click', 'value': '103'}]","[{'action_type': 'outbound_click', 'value': '1.237981'}]",AVERAGE,7648,79.61,332,4,296,3573,1577,878
,,,,,,,,,,,,,,,,,,,,,6913866605984,kendrick_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,UNKNOWN,,,,,,,,,,,,,,320,320,0,2025-12-01,2025-12-01,UNKNOWN,1,1,,,,,UNKNOWN,1,0.32,,1,,,,
,154,,,13,10,10,154,,,,,,298,1,298,2,1,,283,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,13,AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '11.41'}, {'action_type': 'subscribe_total', 'value': '11.41'}, {'action_type': 'start_trial_mobile_app', 'value': '11.41'}, {'action_type': 'start_trial_total', 'value': '11.41'}]",1.755385,"[{'action_type': 'outbound_click', 'value': '1.755385'}]",1.755385,2.282,0.148182,,0.076577,0.076577,11.41,,0.080636,1.755385,33.807407,35.053763,1.925926,2025-12-01,2025-12-01,ABOVE_AVERAGE,1.036866,675,1.925926,13,"[{'action_type': 'outbound_click', 'value': '13'}]","[{'action_type': 'outbound_click', 'value': '1.925926'}]",BELOW_AVERAGE_35,651,22.82,65,4,65,276,166,112
,302,,,21,9,9,302,,,,,,1124,,1124,3,3,,1100,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,22,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '85.27'}, {'action_type': 'subscribe_total', 'value': '85.27'}, {'action_type': 'start_trial_mobile_app', 'value': '28.423333'}, {'action_type': 'start_trial_total', 'value': '28.423333'}]",4.060476,"[{'action_type': 'outbound_click', 'value': '4.060476'}]",4.060476,9.474444,0.282351,,0.075863,0.075863,28.423333,,0.077518,3.875909,24.25889,25.637402,0.625889,2025-12-01,2025-12-01,AVERAGE,1.056825,3515,0.59744,21,"[{'action_type': 'outbound_click', 'value': '21'}]","[{'action_type': 'outbound_click', 'value': '0.59744'}]",AVERAGE,3326,85.27,79,3,74,1021,390,207
,,,,,,,,,,,,,,,,,,,,,6915585772584,kendrick_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,,,,,,,10,10,0,2025-12-01,2025-12-01,UNKNOWN,1,3,,,,,UNKNOWN,3,0.03,,1,,1,,
,238,1,,20,11,11,238,,,,,,668,1,668,10,9,,638,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,21,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '16.24'}, {'action_type': 'subscribe_total', 'value': '16.24'}, {'action_type': 'start_trial_mobile_app', 'value': '12.18'}, {'action_type': 'start_trial_total', 'value': '12.18'}]",2.436,"[{'action_type': 'outbound_click', 'value': '2.436'}]",2.436,4.429091,0.204706,,0.072934,0.072934,4.872,,0.076364,2.32,24.047384,26.37791,1.036525,2025-12-01,2025-12-01,AVERAGE,1.096914,2026,0.987167,20,"[{'action_type': 'outbound_click', 'value': '20'}]","[{'action_type': 'outbound_click', 'value': '0.987167'}]",AVERAGE,1847,48.72,87,3,83,620,296,189
,,,,,,,,,,,,,,,,,,,,,6915585772984,jesus_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,,,,,,,30,30,0,2025-12-01,2025-12-01,UNKNOWN,1,1,,,,,UNKNOWN,1,0.03,,1,,,,
,212,,,24,11,11,212,,,,,,599,1,599,6,5,,569,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,25,AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '22.82'}, {'action_type': 'subscribe_total', 'value': '22.82'}, {'action_type': 'start_trial_mobile_app', 'value': '11.41'}, {'action_type': 'start_trial_total', 'value': '11.41'}]",1.901667,"[{'action_type': 'outbound_click', 'value': '1.901667'}]",1.901667,4.149091,0.215283,,0.076194,0.076194,7.606667,,0.080211,1.8256,27.948561,30.065876,1.530925,2025-12-01,2025-12-01,ABOVE_AVERAGE,1.075758,1633,1.469688,24,"[{'action_type': 'outbound_click', 'value': '24'}]","[{'action_type': 'outbound_click', 'value': '1.469688'}]",AVERAGE,1518,45.64,112,4,104,552,305,174
,,,,,,,,,,,,,18,,18,1,1,,17,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,0.120556,0.120556,2.17,,0.127647,,31.911765,34.444444,0,2025-12-01,2025-12-01,UNKNOWN,1.079365,68,,,,,UNKNOWN,63,2.17,2,3,1,17,9,5
