action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,135,,,32,9,9,135,,,,,,1035,,1035,6,6,,997,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,55-64,6913347651784,FB_iOS_itoshi_rap_install,32,,0.693438,"[{'action_type': 'outbound_click', 'value': '0.693438'}]",0.693438,2.465556,0.16437,,0.02144,0.02144,3.698333,,0.022257,0.693438,10.561637,11.201413,1.523084,2025-12-01,2025-12-01,1.060575,2101,1.523084,32,"[{'action_type': 'outbound_click', 'value': '32'}]","[{'action_type': 'outbound_click', 'value': '1.523084'}]",1981,22.19,105,4,96,944,437,247
,20,2,1,7,1,1,20,,,,,,207,,207,2,1,,198,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,65+,6913347651784,FB_iOS_itoshi_rap_install,7,,0.761429,"[{'action_type': 'outbound_click', 'value': '0.761429'}]",0.761429,5.33,0.2665,,0.025749,0.025749,2.665,,0.026919,0.761429,11.792035,11.870824,1.548673,2025-12-01,2025-12-01,1.006682,452,1.548673,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '1.548673'}]",449,5.33,12,4,9,189,83,44
,,,,,,,,,,,,,,,,,,,,,6913866605984,kendrick_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,18-24,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,320,320,0,2025-12-01,2025-12-01,1,1,,,,,1,0.32,,1,,,,
,,,,1,,,,,,,,,7,,7,,,,6,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,18-24,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,0.4,"[{'action_type': 'outbound_click', 'value': '0.4'}]",0.4,,,,0.057143,0.057143,,,0.066667,0.4,28.571429,30.769231,7.142857,2025-12-01,2025-12-01,1.076923,14,7.142857,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '7.142857'}]",13,0.4,,3,,6,2,
,1,,,,,,1,,,,,,19,,19,,,,19,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,1.29,,0.067895,0.067895,,,0.067895,,20.47619,20.47619,0,2025-12-01,2025-12-01,1,63,,,,,63,1.29,2,3,2,18,9,4
,107,,,4,8,8,107,,,,,,105,1,105,1,,,100,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,4,"[{'action_type': 'subscribe_mobile_app', 'value': '4.025'}, {'action_type': 'subscribe_total', 'value': '4.025'}, {'action_type': 'start_trial_mobile_app', 'value': '4.025'}, {'action_type': 'start_trial_total', 'value': '4.025'}]",2.0125,"[{'action_type': 'outbound_click', 'value': '2.0125'}]",2.0125,1.00625,0.075234,,0.076667,0.076667,8.05,,0.0805,2.0125,31.568627,33.682008,1.568627,2025-12-01,2025-12-01,1.066946,255,1.568627,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.568627'}]",239,8.05,36,4,35,98,69,55
,29,,,5,1,1,29,,,,,,117,,117,,,,112,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,5,,1.572,"[{'action_type': 'outbound_click', 'value': '1.572'}]",1.572,7.86,0.271034,,0.067179,0.067179,,,0.070179,1.572,30.703125,32.887029,1.953125,2025-12-01,2025-12-01,1.07113,256,1.953125,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.953125'}]",239,7.86,15,4,16,110,57,32
,17,,,3,1,1,17,,,,,,44,,44,1,1,,40,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,3,,1.603333,"[{'action_type': 'outbound_click', 'value': '1.603333'}]",1.603333,4.81,0.282941,,0.109318,0.109318,4.81,,0.12025,1.603333,61.666667,62.467532,3.846154,2025-12-01,2025-12-01,1.012987,78,3.846154,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '3.846154'}]",77,4.81,11,6,11,39,26,20
,,,,,,,,,,,,,6,,6,,,,6,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,65+,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.068333,0.068333,,,0.068333,,45.555556,45.555556,0,2025-12-01,2025-12-01,1,9,,,,,9,0.41,1,5,1,5,3,1
,1,,,1,,,1,,,,,,17,,17,,,,16,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,18-24,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,1.37,"[{'action_type': 'outbound_click', 'value': '1.37'}]",1.37,,1.37,,0.080588,0.080588,,,0.085625,1.37,22.833333,24.464286,1.666667,2025-12-01,2025-12-01,1.071429,60,1.666667,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.666667'}]",56,1.37,4,3,4,16,10,5
,3,,,1,,,3,,,,,,107,,107,,,,106,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,5.69,"[{'action_type': 'outbound_click', 'value': '5.69'}]",5.69,,1.896667,,0.053178,0.053178,,,0.053679,5.69,15.805556,15.849582,0.277778,2025-12-01,2025-12-01,1.002786,360,0.277778,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.277778'}]",359,5.69,6,3,6,98,32,14
,111,,,3,2,2,111,,,,,,374,,374,3,3,,368,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,4,"[{'action_type': 'subscribe_mobile_app', 'value': '27.95'}, {'action_type': 'subscribe_total', 'value': '27.95'}, {'action_type': 'start_trial_mobile_app', 'value': '27.95'}, {'action_type': 'start_trial_total', 'value': '27.95'}]",9.316667,"[{'action_type': 'outbound_click', 'value': '9.316667'}]",9.316667,13.975,0.251802,,0.074733,0.074733,9.316667,,0.075951,6.9875,21.483474,22.077409,0.307456,2025-12-01,2025-12-01,1.027646,1301,0.230592,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.230592'}]",1266,27.95,21,3,19,343,117,61
,177,,,13,7,7,177,,,,,,465,,465,,,,452,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,13,"[{'action_type': 'start_trial_mobile_app', 'value': '18.32'}, {'action_type': 'start_trial_total', 'value': '18.32'}]",2.818462,"[{'action_type': 'outbound_click', 'value': '2.818462'}]",2.818462,5.234286,0.207006,,0.078796,0.078796,,,0.081062,2.818462,27.000737,28.873128,0.957996,2025-12-01,2025-12-01,1.069346,1357,0.957996,13,"[{'action_type': 'outbound_click', 'value': '13'}]","[{'action_type': 'outbound_click', 'value': '0.957996'}]",1269,36.64,32,3,31,419,171,90
,9,,,3,,,9,,,,,,143,,143,,,,140,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,3,,4.156667,"[{'action_type': 'outbound_click', 'value': '4.156667'}]",4.156667,,1.385556,,0.087203,0.087203,,,0.089071,4.156667,33.253333,35.02809,0.8,2025-12-01,2025-12-01,1.053371,375,0.8,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.8'}]",356,12.47,13,3,12,128,52,30
,1,,,,,,1,,,,,,18,,18,,,,18,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,65+,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,1.15,,0.063889,0.063889,,,0.063889,,18.548387,19.827586,0,2025-12-01,2025-12-01,1.068966,62,,,,,58,1.15,3,3,2,17,8,7
,,,,,,,,,,,,,,,,,,,,,6915585772584,kendrick_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-12-01,2025-12-01,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6915585772584,kendrick_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-12-01,2025-12-01,1,2,,,,,2,0.02,,2,,1,,
,4,,,1,,,4,,,,,,25,,25,,,,24,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,2,,1.48,"[{'action_type': 'outbound_click', 'value': '1.48'}]",1.48,,0.37,,0.0592,0.0592,,,0.061667,0.74,22.769231,23.125,3.076923,2025-12-01,2025-12-01,1.015625,65,1.538462,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.538462'}]",64,1.48,2,3,2,24,13,9
,7,,,1,1,1,7,,,,,,115,,115,3,3,,111,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,7.7,"[{'action_type': 'outbound_click', 'value': '7.7'}]",7.7,7.7,1.1,,0.066957,0.066957,2.566667,,0.069369,7.7,18.734793,19.642857,0.243309,2025-12-01,2025-12-01,1.048469,411,0.243309,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.243309'}]",392,7.7,15,3,15,107,47,32
,147,,,11,4,4,147,,,,,,294,,294,1,1,,282,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,11,"[{'action_type': 'subscribe_mobile_app', 'value': '11.08'}, {'action_type': 'subscribe_total', 'value': '11.08'}, {'action_type': 'start_trial_mobile_app', 'value': '7.386667'}, {'action_type': 'start_trial_total', 'value': '7.386667'}]",2.014545,"[{'action_type': 'outbound_click', 'value': '2.014545'}]",2.014545,5.54,0.150748,,0.075374,0.075374,22.16,,0.078582,2.014545,23.827957,25.737515,1.182796,2025-12-01,2025-12-01,1.080139,930,1.182796,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '1.182796'}]",861,22.16,42,3,38,270,130,86
,79,,,5,6,6,79,,,,,,197,,197,4,4,,188,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,5,"[{'action_type': 'subscribe_mobile_app', 'value': '14.5'}, {'action_type': 'subscribe_total', 'value': '14.5'}, {'action_type': 'start_trial_mobile_app', 'value': '14.5'}, {'action_type': 'start_trial_total', 'value': '14.5'}]",2.9,"[{'action_type': 'outbound_click', 'value': '2.9'}]",2.9,2.416667,0.183544,,0.073604,0.073604,3.625,,0.077128,2.9,27.462121,30.020704,0.94697,2025-12-01,2025-12-01,1.093168,528,0.94697,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '0.94697'}]",483,14.5,21,3,21,186,91,50
,1,1,,2,,,1,,,,,,34,1,34,2,1,,30,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,2,,1.37,"[{'action_type': 'outbound_click', 'value': '1.37'}]",1.37,,2.74,,0.080588,0.080588,1.37,,0.091333,1.37,33.012048,36.052632,2.409639,2025-12-01,2025-12-01,1.092105,83,2.409639,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.409639'}]",76,2.74,6,4,6,30,14,11
,,,,,,,,,,,,,3,,3,,,,3,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,65+,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.046667,0.046667,,,0.046667,,15.555556,15.555556,0,2025-12-01,2025-12-01,1,9,,,,,9,0.14,1,4,1,3,1,1
,,,,,,,,,,,,,,,,,,,,,6915585772984,jesus_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,30,30,0,2025-12-01,2025-12-01,1,1,,,,,1,0.03,,1,,,,
,3,,,1,1,1,3,,,,,,27,,27,1,1,,25,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,"[{'action_type': 'start_trial_mobile_app', 'value': '0.985'}, {'action_type': 'start_trial_total', 'value': '0.985'}]",1.97,"[{'action_type': 'outbound_click', 'value': '1.97'}]",1.97,1.97,0.656667,,0.072963,0.072963,1.97,,0.0788,1.97,26.621622,27.361111,1.351351,2025-12-01,2025-12-01,1.027778,74,1.351351,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.351351'}]",72,1.97,3,4,2,24,13,6
,5,,,3,,,5,,,,,,111,,111,,,,108,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,3,,2.81,"[{'action_type': 'outbound_click', 'value': '2.81'}]",2.81,,1.686,,0.075946,0.075946,,,0.078056,2.81,23.416667,25.164179,0.833333,2025-12-01,2025-12-01,1.074627,360,0.833333,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.833333'}]",335,8.43,12,3,12,105,56,30
,133,,,9,7,7,133,,,,,,266,1,266,2,1,,255,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,9,"[{'action_type': 'subscribe_mobile_app', 'value': '20.76'}, {'action_type': 'subscribe_total', 'value': '20.76'}, {'action_type': 'start_trial_mobile_app', 'value': '20.76'}, {'action_type': 'start_trial_total', 'value': '20.76'}]",2.306667,"[{'action_type': 'outbound_click', 'value': '2.306667'}]",2.306667,2.965714,0.15609,,0.078045,0.078045,10.38,,0.081412,2.306667,26.718147,28.283379,1.158301,2025-12-01,2025-12-01,1.058583,777,1.158301,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '1.158301'}]",734,20.76,50,3,49,245,130,68
,71,,,11,3,3,71,,,,,,171,,171,2,2,,158,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,12,"[{'action_type': 'subscribe_mobile_app', 'value': '11.8'}, {'action_type': 'subscribe_total', 'value': '11.8'}, {'action_type': 'start_trial_mobile_app', 'value': '11.8'}, {'action_type': 'start_trial_total', 'value': '11.8'}]",1.072727,"[{'action_type': 'outbound_click', 'value': '1.072727'}]",1.072727,3.933333,0.166197,,0.069006,0.069006,5.9,,0.074684,0.983333,31.891892,34.911243,3.243243,2025-12-01,2025-12-01,1.094675,370,2.972973,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '2.972973'}]",338,11.8,42,4,37,156,94,60
,,,,,,,,,,,,,21,,21,1,1,,20,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.125714,0.125714,2.64,,0.132,,53.877551,57.391304,0,2025-12-01,2025-12-01,1.065217,49,,,,,46,2.64,4,4,3,20,11,9
,,,,,,,,,,,,,3,,3,,,,3,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,65+,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.013333,0.013333,,,0.013333,,13.333333,13.333333,0,2025-12-01,2025-12-01,1,3,,,,,3,0.04,1,6,1,2,1,1
,,,,,,,,,,,,,,,,,,,,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,25,25,0,2025-12-01,2025-12-01,1,4,,,,,4,0.1,,0,,,,
,,,,,,,,,,,,,3,,3,,,,3,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.216667,0.216667,,,0.216667,,40.625,46.428571,0,2025-12-01,2025-12-01,1.142857,16,,,,,14,0.65,1,2,1,3,1,1
,,,,,,,,,,,,,9,,9,1,1,,8,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.111111,0.111111,1,,0.125,,32.258065,34.482759,0,2025-12-01,2025-12-01,1.068966,31,,,,,29,1,1,3,,8,5,2
,,,,,,,,,,,,,4,,4,,,,4,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.0775,0.0775,,,0.0775,,22.142857,23.846154,0,2025-12-01,2025-12-01,1.076923,14,,,,,13,0.31,,2,,4,2,1
,,,,,,,,,,,,,2,,2,,,,2,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.055,0.055,,,0.055,,36.666667,36.666667,0,2025-12-01,2025-12-01,1,3,,,,,3,0.11,,5,,2,1,1
,,,,,,,,,,,,,2,,2,,,,2,,6916143260984,tyson_rap_2_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.12,0.12,,,0.12,,40,48,0,2025-12-01,2025-12-01,1.2,6,,,,,5,0.24,,3,,2,1,1
