action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,842,5,,129,59,59,842,,,39,1,1,,,2752,2,2752,42,39,,2581,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,135,"[{'action_type': 'subscribe_mobile_app', 'value': '6.449545'}, {'action_type': 'subscribe_total', 'value': '6.449545'}, {'action_type': 'start_trial_mobile_app', 'value': '5.255185'}, {'action_type': 'start_trial_total', 'value': '5.255185'}]",1.099922,"[{'action_type': 'outbound_click', 'value': '1.099922'}]",1.099922,2.404915,0.168515,,0.051559,0.051559,3.378333,,0.054975,1.051037,17.082832,18.783426,1.625331,2025-12-10,2025-12-10,1.09955,female,8306,1.553094,129,"[{'action_type': 'outbound_click', 'value': '129'}]","[{'action_type': 'outbound_click', 'value': '1.553094'}]",7554,141.89,260,3,244,2236,1108,642
,,,,,,,,,,2,,,,,42,,42,2,2,,40,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.048333,0.048333,1.015,,0.05075,,16.639344,17.20339,0,2025-12-10,2025-12-10,1.033898,male,122,,,,,118,2.03,6,4,6,36,18,11
,,,,1,,,,,,,,,,,16,,16,,,,15,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.69,"[{'action_type': 'outbound_click', 'value': '0.69'}]",0.69,,,,0.043125,0.043125,,,0.046,0.69,14.375,15.681818,2.083333,2025-12-10,2025-12-10,1.090909,unknown,48,2.083333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.083333'}]",44,0.69,1,3,,14,6,4
,,,,,,,,,,,,,,,6,,6,,,,6,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.041667,0.041667,,,0.041667,,11.904762,11.904762,0,2025-12-10,2025-12-10,1,female,21,,,,,21,0.25,1,4,1,6,1,1
,,,,,,,,,,,,,,,2,,2,,,,2,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,,,,,,,0.065,0.065,,,0.065,0.13,43.333333,65,33.333333,2025-12-10,2025-12-10,1.5,male,3,,,,,2,0.13,1,26,1,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,20,20,0,2025-12-10,2025-12-10,1,unknown,1,,,,,1,0.02,,2,,,,
,,,,7,2,2,,,,,,,,,151,,151,,,,144,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,8,,1.434286,"[{'action_type': 'outbound_click', 'value': '1.434286'}]",1.434286,5.02,,,0.06649,0.06649,,,0.069722,1.255,28.044693,28.850575,2.234637,2025-12-10,2025-12-10,1.028736,female,358,1.955307,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '1.955307'}]",348,10.04,10,4,10,128,48,27
,520,,,124,39,39,520,,,28,3,3,,,3194,4,3194,35,28,,3035,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,129,"[{'action_type': 'subscribe_mobile_app', 'value': '22.75'}, {'action_type': 'subscribe_total', 'value': '22.75'}, {'action_type': 'start_trial_mobile_app', 'value': '19.90625'}, {'action_type': 'start_trial_total', 'value': '19.90625'}]",1.284274,"[{'action_type': 'outbound_click', 'value': '1.284274'}]",1.284274,4.083333,0.30625,,0.049859,0.049859,4.55,,0.052471,1.234496,22.727273,22.844642,1.841016,2025-12-10,2025-12-10,1.005164,male,7007,1.769659,124,"[{'action_type': 'outbound_click', 'value': '124'}]","[{'action_type': 'outbound_click', 'value': '1.769659'}]",6971,159.25,377,5,368,2725,1498,915
,,,,1,,,,,,,,,,,27,,27,,,,26,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,1,,1.61,"[{'action_type': 'outbound_click', 'value': '1.61'}]",1.61,,,,0.05963,0.05963,,,0.061923,1.61,30.961538,30.961538,1.923077,2025-12-10,2025-12-10,1,unknown,52,1.923077,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.923077'}]",52,1.61,2,5,2,22,13,6
,,,,1,,,,,,,,,,,18,,18,,,,17,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,1,,1.14,"[{'action_type': 'outbound_click', 'value': '1.14'}]",1.14,,,,0.063333,0.063333,,,0.067059,1.14,22.8,22.8,2,2025-12-10,2025-12-10,1,female,50,2,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2'}]",50,1.14,1,3,1,13,4,3
,22,,,6,2,2,22,,,2,,,,,412,1,412,3,2,,403,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,8,,2.741667,"[{'action_type': 'outbound_click', 'value': '2.741667'}]",2.741667,8.225,0.747727,,0.039927,0.039927,5.483333,,0.040819,2.05625,17.046632,17.046632,0.829016,2025-12-10,2025-12-10,1,male,965,0.621762,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '0.621762'}]",965,16.45,26,4,26,368,168,88
,,,,,,,,,,,,,,,5,,5,,,,5,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.032,0.032,,,0.032,,17.777778,20,0,2025-12-10,2025-12-10,1.125,unknown,9,,,,,8,0.16,,3,,3,1,1
,,,,,,,,,,,,,,,,,,,,,,,6920994402584,07_nose ring_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-10,2025-12-10,1,male,1,,,,,1,0.03,,,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994402784,09_red lipstick_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.04,0.04,,,0.04,,20,20,0,2025-12-10,2025-12-10,1,male,2,,,,,2,0.04,,3,,,,
,4,,,,,,4,,,,,,,,3,,3,,,,3,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,0.095,,0.126667,0.126667,,,0.126667,,22.352941,22.352941,0,2025-12-10,2025-12-10,1,female,17,,,,,17,0.38,1,4,1,3,3,2
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.16,0.16,,,0.16,,32,32,0,2025-12-10,2025-12-10,1,male,5,,,,,5,0.16,,3,,1,1,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994403184,01_black4_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-10,2025-12-10,1,female,1,,,,,1,0.01,,3,,,,
3,629,6,1,128,47,47,629,3,3,56,2,2,,3,3028,,3028,59,56,3,2841,3,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,125,"[{'action_type': 'subscribe_mobile_app', 'value': '16.835'}, {'action_type': 'subscribe_total', 'value': '16.835'}, {'action_type': 'start_trial_mobile_app', 'value': '16.835'}, {'action_type': 'start_trial_total', 'value': '16.835'}]",1.315234,"[{'action_type': 'outbound_click', 'value': '1.315234'}]",1.315234,3.581915,0.267647,56.116667,0.055598,0.055598,2.85339,56.116667,0.059257,1.3468,29.237582,30.224417,2.170893,2025-12-10,2025-12-10,1.033752,female,5758,2.222994,128,"[{'action_type': 'outbound_click', 'value': '128'}]","[{'action_type': 'outbound_click', 'value': '2.222994'}]",5570,168.35,559,6,522,2639,1700,1278
,6,1,,5,,,6,,,2,,,,,165,,165,2,2,,158,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,4,,1.814,"[{'action_type': 'outbound_click', 'value': '1.814'}]",1.814,,1.511667,,0.05497,0.05497,4.535,,0.057405,2.2675,25.914286,26.83432,1.142857,2025-12-10,2025-12-10,1.035503,male,350,1.428571,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.428571'}]",338,9.07,25,5,25,138,78,59
,3,,,1,1,1,3,,,,,,,,13,,13,,,,12,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.74,"[{'action_type': 'outbound_click', 'value': '0.74'}]",0.74,0.74,0.246667,,0.056923,0.056923,,,0.061667,0.74,30.833333,32.173913,4.166667,2025-12-10,2025-12-10,1.043478,unknown,24,4.166667,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4.166667'}]",23,0.74,5,6,5,12,8,8
,,,,,,,,,,,,,,,,,,,,,,,6920994403784,11_yellow dress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-10,2025-12-10,1,female,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920994403984,08_Red dress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-10,2025-12-10,1,male,1,,,,,1,0.02,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994404184,04_fbg_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-10,2025-12-10,1,female,1,,,,,1,0.01,,6,,1,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994404184,04_fbg_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.1,0.1,,,0.1,,33.333333,33.333333,0,2025-12-10,2025-12-10,1,male,3,,,,,3,0.1,1,8,1,1,1,1
,,,,,,,,,,,,,,,4,,4,,,,4,,6920994404384,05_greendress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.06,0.06,,,0.06,,21.818182,24,0,2025-12-10,2025-12-10,1.1,female,11,,,,,10,0.24,1,4,1,4,1,1
,,,,,,,,,,,,,,,,,,,,,,,6920994404384,05_greendress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,46.666667,46.666667,0,2025-12-10,2025-12-10,1,male,6,,,,,6,0.28,,2,,,,
,20,,,7,,,20,,,5,,,,,195,,195,5,5,,183,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,9,,1.98,"[{'action_type': 'outbound_click', 'value': '1.98'}]",1.98,,0.693,,0.071077,0.071077,2.772,,0.075738,1.54,30.663717,31.216216,1.99115,2025-12-10,2025-12-10,1.018018,female,452,1.548673,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '1.548673'}]",444,13.86,14,4,13,157,65,42
4,1188,3,1,158,73,73,1188,4,4,45,1,1,,4,3505,9,3505,56,45,4,3291,4,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,164,"[{'action_type': 'subscribe_mobile_app', 'value': '6.8844'}, {'action_type': 'subscribe_total', 'value': '6.8844'}, {'action_type': 'start_trial_mobile_app', 'value': '5.737'}, {'action_type': 'start_trial_total', 'value': '5.737'}]",1.089304,"[{'action_type': 'outbound_click', 'value': '1.089304'}]",1.089304,2.357671,0.144874,43.0275,0.049104,0.049104,3.073393,43.0275,0.052297,1.049451,24.145623,25.668904,2.300786,2025-12-10,2025-12-10,1.063087,male,7128,2.216611,158,"[{'action_type': 'outbound_click', 'value': '158'}]","[{'action_type': 'outbound_click', 'value': '2.216611'}]",6705,172.11,358,5,350,2926,1510,915
,2,,,,,,2,,,,,,,,25,,25,,,,25,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,0.64,,0.0512,0.0512,,,0.0512,,24.615385,26.122449,0,2025-12-10,2025-12-10,1.061224,unknown,52,,,,,49,1.28,3,4,3,22,6,5
,,,,,,,,,,,,,,,,,,,,,,,6920995425784,03_Mike T_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,50,50,0,2025-12-10,2025-12-10,1,female,1,,,,,1,0.05,,,,,,
,,,,,,,,,,,,,,,2,,2,,,,2,,6920995425784,03_Mike T_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.045,0.045,,,0.045,,15,15,0,2025-12-10,2025-12-10,1,male,6,,,,,6,0.09,,6,,2,2,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6920995425984,05_Snoop_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-10,2025-12-10,1,male,1,,,,,1,0,,3,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920996505584,01_black4_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,23.333333,23.333333,0,2025-12-10,2025-12-10,1,male,3,,,,,3,0.07,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920996506384,06_green hair_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.07,0.07,,,0.07,,23.333333,23.333333,0,2025-12-10,2025-12-10,1,female,3,,,,,3,0.07,,2,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920996506384,06_green hair_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.07,0.07,,,0.07,,35,35,0,2025-12-10,2025-12-10,1,male,2,,,,,2,0.07,,6,,1,1,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6920996506584,11_yellow dress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.05,0.05,,,0.05,,25,25,0,2025-12-10,2025-12-10,1,female,2,,,,,2,0.05,1,17,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6920996506584,11_yellow dress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-10,2025-12-10,1,male,2,,,,,2,0.02,,1,,,,
,692,8,,116,55,55,692,,,41,,,,,3487,4,3487,45,41,,3326,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,121,"[{'action_type': 'subscribe_mobile_app', 'value': '17.908'}, {'action_type': 'subscribe_total', 'value': '17.908'}, {'action_type': 'start_trial_mobile_app', 'value': '16.28'}, {'action_type': 'start_trial_total', 'value': '16.28'}]",1.543793,"[{'action_type': 'outbound_click', 'value': '1.543793'}]",1.543793,3.256,0.258786,,0.051356,0.051356,3.979556,,0.053842,1.48,24.242588,25.311661,1.638013,2025-12-10,2025-12-10,1.044099,female,7387,1.570326,116,"[{'action_type': 'outbound_click', 'value': '116'}]","[{'action_type': 'outbound_click', 'value': '1.570326'}]",7075,179.08,394,5,372,2972,1766,1233
,,,,3,,,,,,2,,,,,132,,132,2,2,,127,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,3,,2.053333,"[{'action_type': 'outbound_click', 'value': '2.053333'}]",2.053333,,,,0.046667,0.046667,3.08,,0.048504,2.053333,20.397351,20.881356,0.993377,2025-12-10,2025-12-10,1.023729,male,302,0.993377,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.993377'}]",295,6.16,12,4,12,112,57,37
,,,,,,,,,,,,,,,17,,17,,,,17,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.032353,0.032353,,,0.032353,,15.714286,17.741935,0,2025-12-10,2025-12-10,1.129032,unknown,35,,,,,31,0.55,1,6,1,14,9,5
,,,,,,,,,,,,,,,1,,1,,,,1,,6920996507184,08_Red dress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.05,0.05,,,0.05,,25,25,0,2025-12-10,2025-12-10,1,female,2,,,,,2,0.05,,4,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6920996507184,08_Red dress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-10,2025-12-10,1,male,3,,,,,3,0.06,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920996507384,07_nose ring_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.08,0.08,,,0.08,,80,80,0,2025-12-10,2025-12-10,1,female,1,,,,,1,0.08,1,19,1,1,1,1
,,,,,,,,,,,,,,,3,,3,,,,3,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.086667,0.086667,,,0.086667,,23.636364,26,0,2025-12-10,2025-12-10,1.1,female,11,,,,,10,0.26,1,8,1,3,3,2
,,,,,,,,,,,,,,,,,,,,,,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,52,52,0,2025-12-10,2025-12-10,1,male,5,,,,,5,0.26,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920999335984,11_yellow dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-12-10,2025-12-10,1,female,2,,,,,2,0.03,,3,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920999335984,11_yellow dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,15,15,0,2025-12-10,2025-12-10,1,male,2,,,,,2,0.03,,2,,,,
,,,,1,,,,,,,,,,,5,,5,,,,4,,6920999336184,07_nose ring_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.33,"[{'action_type': 'outbound_click', 'value': '0.33'}]",0.33,,,,0.066,0.066,,,0.0825,0.33,30,30,9.090909,2025-12-10,2025-12-10,1,female,11,9.090909,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '9.090909'}]",11,0.33,1,4,1,3,3,2
,,,,,,,,,,,,,,,6,,6,,,,6,,6920999336184,07_nose ring_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.13,0.13,,,0.13,,48.75,52,0,2025-12-10,2025-12-10,1.066667,male,16,,,,,15,0.78,,3,,5,2,1
,,,,,,,,,,,,,,,,,,,,,,,6920999336984,03_blackbodysuit_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-10,2025-12-10,1,female,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920999336984,03_blackbodysuit_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-10,2025-12-10,1,male,1,,,,,1,0.01,,3,,,,
,284,,,66,22,22,284,,,19,1,1,,,2429,2,2429,22,19,,2341,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,74,"[{'action_type': 'subscribe_mobile_app', 'value': '27.566'}, {'action_type': 'subscribe_total', 'value': '27.566'}, {'action_type': 'start_trial_mobile_app', 'value': '19.69'}, {'action_type': 'start_trial_total', 'value': '19.69'}]",2.088333,"[{'action_type': 'outbound_click', 'value': '2.088333'}]",2.088333,6.265,0.485317,,0.056744,0.056744,6.265,,0.058877,1.862568,26.434599,28.232282,1.419256,2025-12-10,2025-12-10,1.068005,female,5214,1.265823,66,"[{'action_type': 'outbound_click', 'value': '66'}]","[{'action_type': 'outbound_click', 'value': '1.265823'}]",4882,137.83,268,5,252,2092,1268,822
,6,,,5,,,6,,,1,,,,,263,,263,1,1,,257,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,5,,2.974,"[{'action_type': 'outbound_click', 'value': '2.974'}]",2.974,,2.478333,,0.05654,0.05654,14.87,,0.05786,2.974,23.6407,25.637931,0.794913,2025-12-10,2025-12-10,1.084483,male,629,0.794913,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '0.794913'}]",580,14.87,37,4,35,236,139,83
,,,,,,,,,,,,,,,20,,20,,,,20,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.0515,0.0515,,,0.0515,,24.52381,25.121951,0,2025-12-10,2025-12-10,1.02439,unknown,42,,,,,41,1.03,3,5,3,19,14,9
,,,,,,,,,,,,,,,6,,6,,,,6,,6920999337384,10_Red pants_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.11,0.11,,,0.11,,47.142857,47.142857,0,2025-12-10,2025-12-10,1,female,14,,,,,14,0.66,1,3,1,4,3,1
,,,,,,,,,,,,,,,4,,4,,,,4,,6920999337384,10_Red pants_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.04,0.04,,,0.04,,32,32,0,2025-12-10,2025-12-10,1,male,5,,,,,5,0.16,,3,,4,,
,,,,,,,,,,,,,,,,,,,,,,,6920999337784,06_green hair_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,40,40,0,2025-12-10,2025-12-10,1,male,1,,,,,1,0.04,,1,,,,
,117,,,11,7,7,117,,,6,,,,,366,,366,6,6,,349,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,11,"[{'action_type': 'subscribe_mobile_app', 'value': '12.16'}, {'action_type': 'subscribe_total', 'value': '12.16'}, {'action_type': 'start_trial_mobile_app', 'value': '12.16'}, {'action_type': 'start_trial_total', 'value': '12.16'}]",2.210909,"[{'action_type': 'outbound_click', 'value': '2.210909'}]",2.210909,3.474286,0.207863,,0.066448,0.066448,4.053333,,0.069685,2.210909,29.125749,30.47619,1.317365,2025-12-10,2025-12-10,1.046366,female,835,1.317365,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '1.317365'}]",798,24.32,60,6,58,321,207,164
,,,,,,,,,,2,,,,,51,,51,2,2,,49,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.070392,0.070392,1.795,,0.073265,,29.42623,30.683761,0,2025-12-10,2025-12-10,1.042735,male,122,,,,,117,3.59,3,4,2,49,28,23
,,,,,,,,,,,,,,,3,,3,,,,3,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.066667,0.066667,,,0.066667,,28.571429,28.571429,0,2025-12-10,2025-12-10,1,unknown,7,,,,,7,0.2,,3,,2,,
