action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,11,,,,,,11,,,,,,,,,,,,,,,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,female,0,,,,,0,0,,,,,,
3,84,,,,,,84,3,3,,,,,3,,,,,,3,,3,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,"[{'action_type': 'subscribe_mobile_app', 'value': '0'}, {'action_type': 'subscribe_total', 'value': '0'}]",,,,,0,0,,,,0,,,,,,2025-12-10,2025-12-10,0,male,0,,,,,0,0,,,,,,
,5,,,,,,5,,,,,,,,,,,,,,,,6922652352184,06_michael_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,male,0,,,,,0,0,,,,,,
,4,,,,,,4,,,,,,,,,,,,,,,,6922658870384,gasstation,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,female,0,,,,,0,0,,,,,,
,15,,,,,,15,,,,,,,,,,,,,,,,6922658870384,gasstation,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,male,0,,,,,0,0,,,,,,
,2,,,,,,2,,,,,,,,,,,,,,,,6924661652784,04_MorganF_Nuthin But A G Thang - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,female,0,,,,,0,0,,,,,,
,6,,,,,,6,,,,,,,,,,,,,,,,6924661652784,04_MorganF_Nuthin But A G Thang - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,male,0,,,,,0,0,,,,,,
,5,,,,,,5,,,,,,,,,,,,,,,,6924661652984,04 Morgan_Gin - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,male,0,,,,,0,0,,,,,,
,8,,,,,,8,,,,,,,,,,,,,,,,6924662035984,12 Prerna - Copy 2,6924661447784,FB_iOS_BAU_Purchase_F_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,female,0,,,,,0,0,,,,,,
,9,,,,,,9,,,,,,,,,,,,,,,,6924662036184,03_blackbodysuit_Big energy - Copy 3,6924661447784,FB_iOS_BAU_Purchase_F_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,female,0,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,2,,2,,,,2,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.13,0.13,,,0.13,,21.666667,21.666667,0,2025-12-10,2025-12-10,1,female,12,,,,,12,0.26,1,4,1,2,1,1
,,,,,,,,,,,,,,,17,,17,,,,17,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.061176,0.061176,,,0.061176,,21.666667,22.12766,0,2025-12-10,2025-12-10,1.021277,male,48,,,,,47,1.04,,3,,14,6,2
,,,,,,,,,,,,,,,12,,12,,,,12,,6924675698584,04_morgan_snoop_gin_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.05,0.05,,,0.05,,20,20,0,2025-12-10,2025-12-10,1,female,30,,,,,30,0.6,2,4,2,12,6,3
,,,,,,,,,,,,,,,39,,39,,,,39,,6924675698584,04_morgan_snoop_gin_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.041026,0.041026,,,0.041026,,17.204301,17.777778,0,2025-12-10,2025-12-10,1.033333,male,93,,,,,90,1.6,10,71,10,38,24,19
,,,,,,,,,,,,,,,1,,1,,,,1,,6924675698584,04_morgan_snoop_gin_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.07,0.07,,,0.07,,70,70,0,2025-12-10,2025-12-10,1,unknown,1,,,,,1,0.07,,4,,1,,
,400,,,51,28,28,400,,,19,2,2,,,1545,,1545,21,19,,1473,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,63,"[{'action_type': 'subscribe_mobile_app', 'value': '8.979'}, {'action_type': 'subscribe_total', 'value': '8.979'}, {'action_type': 'start_trial_mobile_app', 'value': '6.413571'}, {'action_type': 'start_trial_total', 'value': '6.413571'}]",1.760588,"[{'action_type': 'outbound_click', 'value': '1.760588'}]",1.760588,3.206786,0.224475,,0.058117,0.058117,4.275714,,0.060957,1.425238,16.578656,16.999243,1.16322,2025-12-10,2025-12-10,1.025369,female,5416,0.941654,51,"[{'action_type': 'outbound_click', 'value': '51'}]","[{'action_type': 'outbound_click', 'value': '0.941654'}]",5282,89.79,111,3,104,1328,640,359
,20,,,6,,,20,,,1,,,,,147,,147,1,1,,140,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,9,,1.313333,"[{'action_type': 'outbound_click', 'value': '1.313333'}]",1.313333,,0.394,,0.053605,0.053605,7.88,,0.056286,0.875556,17.356828,18.325581,1.982379,2025-12-10,2025-12-10,1.055814,male,454,1.321586,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.321586'}]",430,7.88,14,4,14,126,67,43
,2,,,1,1,1,2,,,1,,,,,16,,16,1,1,,14,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,2,,0.86,"[{'action_type': 'outbound_click', 'value': '0.86'}]",0.86,0.86,0.43,,0.05375,0.05375,0.86,,0.061429,0.43,24.571429,24.571429,5.714286,2025-12-10,2025-12-10,1,unknown,35,2.857143,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.857143'}]",35,0.86,3,8,3,10,7,5
,1,,,1,,,1,,,,,,,,23,,23,,,,22,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,1.54,"[{'action_type': 'outbound_click', 'value': '1.54'}]",1.54,,1.54,,0.066957,0.066957,,,0.07,1.54,19.493671,19.493671,1.265823,2025-12-10,2025-12-10,1,female,79,1.265823,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.265823'}]",79,1.54,2,3,2,20,9,5
,18,,,2,2,2,18,,,,,,,,186,,186,,,,184,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,3,"[{'action_type': 'subscribe_mobile_app', 'value': '10.22'}, {'action_type': 'subscribe_total', 'value': '10.22'}, {'action_type': 'start_trial_mobile_app', 'value': '10.22'}, {'action_type': 'start_trial_total', 'value': '10.22'}]",5.11,"[{'action_type': 'outbound_click', 'value': '5.11'}]",5.11,5.11,0.567778,,0.054946,0.054946,,,0.055543,3.406667,14.641834,14.985337,0.429799,2025-12-10,2025-12-10,1.02346,male,698,0.286533,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.286533'}]",682,10.22,22,3,21,163,80,43
,,,,,,,,,,,,,,,,,,,,,,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-10,2025-12-10,1,unknown,3,,,,,3,0.03,,2,,,,
,,,,,,,,,,,,,,,4,,4,,,,4,,6924698562784,03 Morgan_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.165,0.165,,,0.165,,19.411765,20,0,2025-12-10,2025-12-10,1.030303,female,34,,,,,33,0.66,,2,,3,3,2
,,,,3,,,,,,,,,,,27,,27,,,,24,,6924698562784,03 Morgan_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,3,,0.956667,"[{'action_type': 'outbound_click', 'value': '0.956667'}]",0.956667,,,,0.106296,0.106296,,,0.119583,0.956667,22.96,24.322034,2.4,2025-12-10,2025-12-10,1.059322,male,125,2.4,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '2.4'}]",118,2.87,5,3,4,22,12,7
,,,,,,,,,,,,,,,2,,2,,,,2,,6924705570784,04 Morgan_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.055,0.055,,,0.055,,18.333333,22,0,2025-12-10,2025-12-10,1.2,female,6,,,,,5,0.11,,2,,2,1,
,,,,,,,,,,,,,,,5,,5,,,,5,,6924705570784,04 Morgan_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.106,0.106,,,0.106,,24.090909,25.238095,0,2025-12-10,2025-12-10,1.047619,male,22,,,,,21,0.53,,2,,4,2,1
,1,,,3,1,1,1,,,,,,,,67,1,67,1,,,63,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,3,,1.21,"[{'action_type': 'outbound_click', 'value': '1.21'}]",1.21,3.63,3.63,,0.054179,0.054179,3.63,,0.057619,1.21,19.621622,20.508475,1.621622,2025-12-10,2025-12-10,1.045198,female,185,1.621622,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.621622'}]",177,3.63,8,4,8,60,20,13
,105,2,,25,9,9,105,,,,,,,,542,,542,,,,517,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,27,"[{'action_type': 'subscribe_mobile_app', 'value': '9.656667'}, {'action_type': 'subscribe_total', 'value': '9.656667'}, {'action_type': 'start_trial_mobile_app', 'value': '9.656667'}, {'action_type': 'start_trial_total', 'value': '9.656667'}]",1.1588,"[{'action_type': 'outbound_click', 'value': '1.1588'}]",1.1588,3.218889,0.275905,,0.05345,0.05345,,,0.056035,1.072963,17.305854,18.266078,1.612903,2025-12-10,2025-12-10,1.055486,male,1674,1.493429,25,"[{'action_type': 'outbound_click', 'value': '25'}]","[{'action_type': 'outbound_click', 'value': '1.493429'}]",1586,28.97,45,4,42,463,183,94
,,,,,,,,,,,,,,,4,,4,,,,4,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.045,0.045,,,0.045,,16.363636,16.363636,0,2025-12-10,2025-12-10,1,unknown,11,,,,,11,0.18,1,4,1,4,3,1
,,,,,,,,,,,,,,,8,,8,,,,8,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.09875,0.09875,,,0.09875,,29.259259,30.384615,0,2025-12-10,2025-12-10,1.038462,female,27,,,,,26,0.79,2,3,2,7,4,3
,,,,2,,,,,,,,,,,51,,51,,,,49,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,2,,1.43,"[{'action_type': 'outbound_click', 'value': '1.43'}]",1.43,,,,0.056078,0.056078,,,0.058367,1.43,18.101266,18.940397,1.265823,2025-12-10,2025-12-10,1.046358,male,158,1.265823,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.265823'}]",151,2.86,4,3,4,45,23,16
,,,,,,,,,,,,,,,1,,1,,,,1,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.12,0.12,,,0.12,,30,30,0,2025-12-10,2025-12-10,1,unknown,4,,,,,4,0.12,,2,,1,,
,,,,1,,,,,,1,1,1,,,39,,39,2,1,,36,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,2.47,"[{'action_type': 'outbound_click', 'value': '2.47'}]",2.47,,,,0.063333,0.063333,1.235,,0.068611,2.47,17.642857,19,0.714286,2025-12-10,2025-12-10,1.076923,female,140,0.714286,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.714286'}]",130,2.47,1,2,1,33,12,6
,74,1,,27,8,8,74,,,3,,,,,448,2,448,5,3,,416,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,27,"[{'action_type': 'subscribe_mobile_app', 'value': '17.41'}, {'action_type': 'subscribe_total', 'value': '17.41'}, {'action_type': 'start_trial_mobile_app', 'value': '17.41'}, {'action_type': 'start_trial_total', 'value': '17.41'}]",1.28963,"[{'action_type': 'outbound_click', 'value': '1.28963'}]",1.28963,4.3525,0.470541,,0.077723,0.077723,6.964,,0.083702,1.28963,17.720102,18.801296,1.374046,2025-12-10,2025-12-10,1.061015,male,1965,1.374046,27,"[{'action_type': 'outbound_click', 'value': '27'}]","[{'action_type': 'outbound_click', 'value': '1.374046'}]",1852,34.82,46,2,42,361,170,97
,,,,,,,,,,,,,,,2,,2,,,,2,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.19,0.19,,,0.19,,21.111111,21.111111,0,2025-12-10,2025-12-10,1,unknown,18,,,,,18,0.38,1,2,1,2,1,1
,1,,,1,,,1,,,,,,,,37,,37,,,,36,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,2.18,"[{'action_type': 'outbound_click', 'value': '2.18'}]",2.18,,2.18,,0.058919,0.058919,,,0.060556,2.18,14.437086,15.138889,0.662252,2025-12-10,2025-12-10,1.048611,female,151,0.662252,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.662252'}]",144,2.18,2,2,1,31,11,8
,1,,,7,,,1,,,1,,,,,174,,174,1,1,,166,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,8,,1.521429,"[{'action_type': 'outbound_click', 'value': '1.521429'}]",1.521429,,10.65,,0.061207,0.061207,10.65,,0.064157,1.33125,15.754438,16.111952,1.183432,2025-12-10,2025-12-10,1.022693,male,676,1.035503,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '1.035503'}]",661,10.65,14,3,15,143,69,40
,,,,,,,,,,,,,,,1,,1,,,,1,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.06,0.06,,,0.06,,20,20,0,2025-12-10,2025-12-10,1,unknown,3,,,,,3,0.06,,2,,1,,
,,,,,,,,,,1,,,,,13,,13,1,1,,12,,6924708943784,01 Morgan_dropit,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.046923,0.046923,0.61,,0.050833,,21.034483,21.034483,0,2025-12-10,2025-12-10,1,female,29,,,,,29,0.61,,3,,9,2,1
,,1,,2,1,1,,,,,,,,,60,,60,,,,58,,6924708943784,01 Morgan_dropit,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,2,,1.595,"[{'action_type': 'outbound_click', 'value': '1.595'}]",1.595,3.19,,,0.053167,0.053167,,,0.055,1.595,16.878307,17.431694,1.058201,2025-12-10,2025-12-10,1.032787,male,189,1.058201,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.058201'}]",183,3.19,10,5,10,49,25,15
,,,,,,,,,,,,,,,,,,,,,,,6924708943784,01 Morgan_dropit,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-10,2025-12-10,1,unknown,1,,,,,1,0.01,,2,,,,
,,,,1,1,1,,,,,,,,,23,,23,,,,22,,6924712086784,01 Prerna_bodakyellow,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,1.77,"[{'action_type': 'outbound_click', 'value': '1.77'}]",1.77,1.77,,,0.076957,0.076957,,,0.080455,1.77,22.405063,22.987013,1.265823,2025-12-10,2025-12-10,1.025974,female,79,1.265823,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.265823'}]",77,1.77,1,3,1,21,8,5
,,,,,,,,,,1,,,,,6,,6,1,1,,5,,6924712086784,01 Prerna_bodakyellow,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.055,0.055,0.33,,0.066,,19.411765,19.411765,0,2025-12-10,2025-12-10,1,male,17,,,,,17,0.33,1,3,1,4,2,2
,105,,,23,6,6,105,,,16,,,,,502,,502,16,16,,463,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,25,"[{'action_type': 'subscribe_mobile_app', 'value': '12.445'}, {'action_type': 'subscribe_total', 'value': '12.445'}, {'action_type': 'start_trial_mobile_app', 'value': '8.296667'}, {'action_type': 'start_trial_total', 'value': '8.296667'}]",1.082174,"[{'action_type': 'outbound_click', 'value': '1.082174'}]",1.082174,4.148333,0.237048,,0.049582,0.049582,1.555625,,0.053758,0.9956,18.221083,19.131437,1.830161,2025-12-10,2025-12-10,1.049962,female,1366,1.683748,23,"[{'action_type': 'outbound_click', 'value': '23'}]","[{'action_type': 'outbound_click', 'value': '1.683748'}]",1301,24.89,68,4,63,412,201,122
,379,3,,81,33,33,379,,,15,,,,,1743,3,1743,18,15,,1644,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,85,"[{'action_type': 'subscribe_mobile_app', 'value': '10.017778'}, {'action_type': 'subscribe_total', 'value': '10.017778'}, {'action_type': 'start_trial_mobile_app', 'value': '9.016'}, {'action_type': 'start_trial_total', 'value': '9.016'}]",1.113086,"[{'action_type': 'outbound_click', 'value': '1.113086'}]",1.113086,2.732121,0.237889,,0.051727,0.051727,5.008889,,0.054842,1.060706,15.539469,15.982982,1.465012,2025-12-10,2025-12-10,1.028541,male,5802,1.39607,81,"[{'action_type': 'outbound_click', 'value': '81'}]","[{'action_type': 'outbound_click', 'value': '1.39607'}]",5641,90.16,185,3,181,1462,753,445
,,,,,,,,,,,1,1,,,13,,13,1,,,12,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.041538,0.041538,0.54,,0.045,,15,15.428571,0,2025-12-10,2025-12-10,1.028571,unknown,36,,,,,35,0.54,4,5,4,9,7,6
,27,,,,,,27,,,2,,,,,104,,104,2,2,,102,,6924712908784,01 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,0.283333,,0.073558,0.073558,3.825,,0.075,,23.538462,24.132492,0,2025-12-10,2025-12-10,1.025237,female,325,,,,,317,7.65,19,4,19,92,40,27
,,,,,,,,,,,1,1,,,27,,27,1,,,26,,6924712908784,01 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.066667,0.066667,1.8,,0.069231,,23.076923,24,0,2025-12-10,2025-12-10,1.04,male,78,,,,,75,1.8,3,6,3,25,10,6
,,,,,,,,,,,,,,,1,,1,,,,1,,6924712908784,01 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.05,0.05,,,0.05,,25,25,0,2025-12-10,2025-12-10,1,unknown,2,,,,,2,0.05,,4,,1,,
,,,,,,,,,,,,,,,3,,3,,,,3,,6924713760384,02 Morgan_paris,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.046667,0.046667,,,0.046667,,17.5,17.5,0,2025-12-10,2025-12-10,1,female,8,,,,,8,0.14,,3,,3,1,
,2,,,1,,,2,,,,,,,,73,,73,,,,72,,6924713760384,02 Morgan_paris,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,2.67,"[{'action_type': 'outbound_click', 'value': '2.67'}]",2.67,,1.335,,0.036575,0.036575,,,0.037083,2.67,16.583851,16.583851,0.621118,2025-12-10,2025-12-10,1,male,161,0.621118,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.621118'}]",161,2.67,10,5,11,64,33,23
,,,,,,,,,,,,,,,,,,,,,,,6924714404184,03 Morgan_htt2,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,28,28,0,2025-12-10,2025-12-10,1,female,5,,,,,5,0.14,,1,,,,
,,,,,,,,,,,,,,,4,,4,,,,4,,6924714404184,03 Morgan_htt2,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.0575,0.0575,,,0.0575,,12.777778,12.777778,0,2025-12-10,2025-12-10,1,male,18,,,,,18,0.23,,3,,4,2,1
,113,,,24,12,12,113,,,15,,,,,537,2,537,17,15,,496,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,22,"[{'action_type': 'subscribe_mobile_app', 'value': '11.105'}, {'action_type': 'subscribe_total', 'value': '11.105'}, {'action_type': 'start_trial_mobile_app', 'value': '5.5525'}, {'action_type': 'start_trial_total', 'value': '5.5525'}]",0.925417,"[{'action_type': 'outbound_click', 'value': '0.925417'}]",0.925417,1.850833,0.196549,,0.041359,0.041359,1.306471,,0.044778,1.009545,18.204918,19.919283,1.803279,2025-12-10,2025-12-10,1.09417,female,1220,1.967213,24,"[{'action_type': 'outbound_click', 'value': '24'}]","[{'action_type': 'outbound_click', 'value': '1.967213'}]",1115,22.21,33,4,31,428,191,103
,429,5,,65,25,25,429,,,28,,,,,1770,4,1770,32,28,,1673,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,70,"[{'action_type': 'subscribe_mobile_app', 'value': '11.815714'}, {'action_type': 'subscribe_total', 'value': '11.815714'}, {'action_type': 'start_trial_mobile_app', 'value': '6.8925'}, {'action_type': 'start_trial_total', 'value': '6.8925'}]",1.272462,"[{'action_type': 'outbound_click', 'value': '1.272462'}]",1.272462,3.3084,0.192797,,0.046729,0.046729,2.584688,,0.049438,1.181571,15.658841,16.65861,1.325256,2025-12-10,2025-12-10,1.063847,male,5282,1.230594,65,"[{'action_type': 'outbound_click', 'value': '65'}]","[{'action_type': 'outbound_click', 'value': '1.230594'}]",4965,82.71,163,4,157,1465,736,417
,,,,,,,,,,,,,,,17,,17,,,,17,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.042941,0.042941,,,0.042941,,18.717949,20.277778,0,2025-12-10,2025-12-10,1.083333,unknown,39,,,,,36,0.73,1,3,1,15,5,3
