action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,1,,,,,,,,,13,,13,,,,12,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,0.33,"[{'action_type': 'outbound_click', 'value': '0.33'}]",0.33,,,,0.025385,0.025385,,,0.0275,0.33,16.5,16.5,5,2025-12-03,2025-12-03,1,20,5,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '5'}]",threads,20,0.33,3,7,3,12,5,4
,39,1,,11,5,5,39,,,,,,574,1,574,4,3,,559,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,11,,3.811818,"[{'action_type': 'outbound_click', 'value': '3.811818'}]",3.811818,8.386,1.075128,,0.073049,0.073049,10.4825,,0.075009,3.811818,27.298177,29.569817,0.716146,2025-12-03,2025-12-03,1.083216,1536,0.716146,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '0.716146'}]",facebook,1418,41.93,53,3,48,530,222,132
,34,,,12,4,4,34,,,,,,896,,896,4,4,,880,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,16,,5.100833,"[{'action_type': 'outbound_click', 'value': '5.100833'}]",5.100833,15.3025,1.800294,,0.068315,0.068315,15.3025,,0.069557,3.825625,27.423835,27.423835,0.716846,2025-12-03,2025-12-03,1,2232,0.537634,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '0.537634'}]",instagram,2232,61.21,59,3,59,815,283,139
,,,,,,,,,,,,,27,,27,,,,27,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.034815,0.034815,,,0.034815,,16.491228,16.491228,0,2025-12-03,2025-12-03,1,57,,,,,threads,57,0.94,7,7,7,26,15,9
,,,,,,,,,,,,,9,,9,,,,9,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.095556,0.095556,,,0.095556,,34.4,34.4,0,2025-12-03,2025-12-03,1,25,,,,,facebook,25,0.86,2,3,2,9,2,2
,1,,,1,,,1,,,,,,11,,11,,,,10,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.59,"[{'action_type': 'outbound_click', 'value': '0.59'}]",0.59,,0.59,,0.053636,0.053636,,,0.059,0.59,14.047619,14.047619,2.380952,2025-12-03,2025-12-03,1,42,2.380952,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.380952'}]",instagram,42,0.59,,2,,10,4,3
,44,,,6,2,2,44,,,,,,174,,174,,,,168,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,5,,2.03,"[{'action_type': 'outbound_click', 'value': '2.03'}]",2.03,6.09,0.276818,,0.07,0.07,,,0.0725,2.436,22.145455,22.145455,0.909091,2025-12-03,2025-12-03,1,550,1.090909,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.090909'}]",facebook,550,12.18,17,3,14,166,75,38
,10,,,,1,1,10,,,,,,15,,15,,,,15,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,,,,1.53,0.153,,0.102,0.102,,,0.102,1.53,25.081967,25.081967,1.639344,2025-12-03,2025-12-03,1,61,,,,,instagram,61,1.53,1,2,1,13,6,3
,,,,,,,,,,,,,6,,6,,,,6,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.035,0.035,,,0.035,,15,15,0,2025-12-03,2025-12-03,1,14,,,,,threads,14,0.21,,5,,6,3,3
,,,,,,,,,,,,,2,,2,,,,2,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.04,0.04,,,0.04,,13.333333,13.333333,0,2025-12-03,2025-12-03,1,6,,,,,facebook,6,0.08,,2,,2,1,
,,,,,,,,,,,,,1,,1,,,,1,,6916143725584,jesus_rap_1_4x5_subtitles,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-03,2025-12-03,1,1,,,,,facebook,1,0.01,,3,,1,,
,,,,,,,,,,,,,,,,,,,,,6916144704984,jesus_rap_1_4x5_subtitles,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,90,90,0,2025-12-03,2025-12-03,1,1,,,,,facebook,1,0.09,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6916144704984,jesus_rap_1_4x5_subtitles,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,10,10,0,2025-12-03,2025-12-03,1,1,,,,,threads,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6916162285584,01 Esha,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,10,10,0,2025-12-03,2025-12-03,1,1,,,,,instagram,1,0.01,,1,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6916163301184,02 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.07,0.07,,,0.07,,35,35,0,2025-12-03,2025-12-03,1,2,,,,,facebook,2,0.07,,4,,1,1,
,,,,,,,,,,,,,,,,,,,,,6916164484784,04 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,20,20,0,2025-12-03,2025-12-03,1,2,,,,,facebook,2,0.04,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6916164484784,04 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,110,110,0,2025-12-03,2025-12-03,1,1,,,,,instagram,1,0.11,,1,,,,
,,,,,,,,,,,,,4,,4,,,,4,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.005,0.005,,,0.005,,5,20,0,2025-12-03,2025-12-03,4,4,,,,,audience_network,1,0.02,,7,,3,1,1
1,84,,,23,7,7,84,1,1,,,1,614,2,614,7,5,1,584,1,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,22,"[{'action_type': 'subscribe_mobile_app', 'value': '38.02'}, {'action_type': 'subscribe_total', 'value': '38.02'}]",1.653043,"[{'action_type': 'outbound_click', 'value': '1.653043'}]",1.653043,5.431429,0.452619,38.02,0.061922,0.061922,5.431429,38.02,0.065103,1.728182,24.980289,26.73699,1.445466,2025-12-03,2025-12-03,1.070323,1522,1.51117,23,"[{'action_type': 'outbound_click', 'value': '23'}]","[{'action_type': 'outbound_click', 'value': '1.51117'}]",facebook,1422,38.02,107,4,100,517,274,213
,8,,,7,2,2,8,,,,,,135,,135,1,1,,127,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,9,,1.411429,"[{'action_type': 'outbound_click', 'value': '1.411429'}]",1.411429,4.94,1.235,,0.073185,0.073185,9.88,,0.077795,1.097778,30.68323,30.68323,2.795031,2025-12-03,2025-12-03,1,322,2.173913,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '2.173913'}]",instagram,322,9.88,14,4,14,111,49,35
,,,,,,,,,,,,,20,,20,,,,20,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.0375,0.0375,,,0.0375,,24.193548,24.193548,0,2025-12-03,2025-12-03,1,31,,,,,threads,31,0.75,1,6,2,19,4,4
,,,,,,,,,,,,,1,,1,,,,1,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.090121,0.090121,,,0.090121,,90.120968,90.120968,0,2025-12-03,2025-12-03,1,1,,,,,audience_network,1,0.090121,,13,,1,1,1
,5,,,9,2,2,5,,,,,,122,,122,,,,113,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,9,,1.296184,"[{'action_type': 'outbound_click', 'value': '1.296184'}]",1.296184,5.832829,2.333132,,0.09562,0.09562,,,0.103236,1.296184,27.384175,29.38453,2.112676,2025-12-03,2025-12-03,1.073048,426,2.112676,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '2.112676'}]",facebook,397,11.665659,21,3,21,94,50,38
,1,,,1,,,1,,,,,,21,1,21,1,,,19,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,2.463306,"[{'action_type': 'outbound_click', 'value': '2.463306'}]",2.463306,,2.463306,,0.1173,0.1173,2.463306,,0.129648,2.463306,30.791331,31.990993,1.25,2025-12-03,2025-12-03,1.038961,80,1.25,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.25'}]",instagram,77,2.463306,,2,,17,6,6
,,,,,,,,,,,,,13,,13,,,,13,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.052378,0.052378,,,0.052378,,21.964967,21.964967,0,2025-12-03,2025-12-03,1,31,,,,,threads,31,0.680914,4,10,4,13,9,6
,,,,,,,,,,,,,1,,1,,,,1,,6916167702784,08 aiartist3,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.26,0.26,,,0.26,,37.142857,37.142857,0,2025-12-03,2025-12-03,1,7,,,,,facebook,7,0.26,,1,,1,,
,,,,,,,,,,,,,,,,,,,,,6916167702784,08 aiartist3,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,70,70,0,2025-12-03,2025-12-03,1,1,,,,,instagram,1,0.07,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6916167702784,08 aiartist3,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,10,10,0,2025-12-03,2025-12-03,1,1,,,,,threads,1,0.01,,1,,,,
,,,,,,,,,,,,,6,,6,,,,6,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.046667,0.046667,,,0.046667,,31.111111,56,0,2025-12-03,2025-12-03,1.8,9,,,,,audience_network,5,0.28,2,6,2,6,3,2
1,226,2,1,52,18,18,226,1,1,1,1,1,1302,,1302,12,10,1,1238,1,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,51,"[{'action_type': 'subscribe_mobile_app', 'value': '92.33'}, {'action_type': 'subscribe_total', 'value': '92.33'}]",1.775577,"[{'action_type': 'outbound_click', 'value': '1.775577'}]",1.775577,5.129444,0.40854,92.33,0.070914,0.070914,7.694167,92.33,0.07458,1.810392,26.785611,28.727442,1.479547,2025-12-03,2025-12-03,1.072495,3447,1.508558,52,"[{'action_type': 'outbound_click', 'value': '52'}]","[{'action_type': 'outbound_click', 'value': '1.508558'}]",facebook,3214,92.33,182,4,166,1118,589,364
10,614,,,112,50,50,614,10,10,11,11,10,2790,5,2790,62,46,10,2616,10,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,129,"[{'action_type': 'subscribe_mobile_app', 'value': '37.435714'}, {'action_type': 'subscribe_total', 'value': '37.435714'}]",2.339732,"[{'action_type': 'outbound_click', 'value': '2.339732'}]",2.339732,5.241,0.426792,26.205,0.093925,0.093925,4.226613,26.205,0.100172,2.031395,34.819293,36.809945,1.714058,2025-12-03,2025-12-03,1.057171,7526,1.488174,112,"[{'action_type': 'outbound_click', 'value': '112'}]","[{'action_type': 'outbound_click', 'value': '1.488174'}]",instagram,7119,262.05,278,4,279,2368,1171,724
,,,,,,,,,,,,,,,,,,,,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,0,0,0,2025-12-03,2025-12-03,1,1,,,,,messenger,1,0,,,,,,
,,,,,,,,,,,,,153,,153,,,,153,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.033333,0.033333,,,0.033333,,17.586207,17.586207,0,2025-12-03,2025-12-03,1,290,,,,,threads,290,5.1,36,8,36,143,87,54
,,,,1,,,,,,,,,19,,19,,,,18,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,0.32,"[{'action_type': 'outbound_click', 'value': '0.32'}]",0.32,,,,0.016842,0.016842,,,0.017778,0.32,15.238095,64,4.761905,2025-12-03,2025-12-03,4.2,21,4.761905,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4.761905'}]",audience_network,5,0.32,4,8,4,18,9,5
,,,,10,2,2,,,,1,1,,293,,293,5,4,,278,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,9,,3.572,"[{'action_type': 'outbound_click', 'value': '3.572'}]",3.572,17.86,,,0.121911,0.121911,7.144,,0.128489,3.968889,35.971803,41.199539,0.906344,2025-12-03,2025-12-03,1.145329,993,1.007049,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '1.007049'}]",facebook,867,35.72,42,3,40,247,134,94
,,,,4,,,,,,1,1,,147,,147,3,2,,140,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,6,,4.0925,"[{'action_type': 'outbound_click', 'value': '4.0925'}]",4.0925,,,,0.111361,0.111361,5.456667,,0.116929,2.728333,34.033264,34.535865,1.247401,2025-12-03,2025-12-03,1.014768,481,0.831601,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '0.831601'}]",instagram,474,16.37,13,3,13,129,60,37
,,,,,,,,,,,,,38,,38,1,1,,37,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.033421,0.033421,1.27,,0.034324,,15.487805,15.487805,0,2025-12-03,2025-12-03,1,82,,,,,threads,82,1.27,8,5,8,33,18,13
,,,,,,,,,,,,,2,,2,,,,2,,6916177448584,10 Asian baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.005001,0.005001,,,0.005001,,5.001027,10.002054,0,2025-12-03,2025-12-03,2,2,,,,,audience_network,1,0.010002,,12,,2,2,2
,268,3,1,82,29,29,268,,,,,,1393,2,1393,17,14,,1294,,6916177448584,10 Asian baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,6913347651784,FB_iOS_itoshi_rap_install,72,,0.497663,"[{'action_type': 'outbound_click', 'value': '0.497663'}]",0.497663,1.407186,0.15227,,0.029295,0.029295,2.400493,,0.031537,0.566783,10.086105,10.466371,1.779535,2025-12-03,2025-12-03,1.037702,4046,2.026693,82,"[{'action_type': 'outbound_click', 'value': '82'}]","[{'action_type': 'outbound_click', 'value': '2.026693'}]",facebook,3899,40.808381,157,4,146,1151,563,354
,1,,,4,,,1,,,,,,171,1,171,1,,,166,,6916177448584,10 Asian baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,6913347651784,FB_iOS_itoshi_rap_install,6,,1.745358,"[{'action_type': 'outbound_click', 'value': '1.745358'}]",1.745358,,6.981434,,0.040827,0.040827,6.981434,,0.042057,1.163572,12.928581,12.928581,1.111111,2025-12-03,2025-12-03,1,540,0.740741,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '0.740741'}]",instagram,540,6.981434,10,3,10,149,63,33
,,,,,,,,,,,,,,,,,,,,,6916177448584,10 Asian baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,10.002054,10.002054,0,2025-12-03,2025-12-03,1,1,,,,,messenger,1,0.010002,,,,,,
,,,,,,,,,,,,,35,,35,1,1,,34,,6916177448584,10 Asian baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.025148,0.025148,0.880181,,0.025888,,12.224733,12.224733,0,2025-12-03,2025-12-03,1,72,,,,,threads,72,0.880181,4,5,4,28,13,8
,,,,,,,,,,,,,,,,,,,,,6916177884584,08 aiartist3 - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,40,40,0,2025-12-03,2025-12-03,1,1,,,,,facebook,1,0.04,,2,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6916177884584,08 aiartist3 - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.14,0.14,,,0.14,,46.666667,46.666667,0,2025-12-03,2025-12-03,1,3,,,,,instagram,3,0.14,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,6916177884984,14 blonde - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,0,0,0,2025-12-03,2025-12-03,1,1,,,,,facebook,1,0,,1,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6916177885184,12 Prerna - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.07,0.07,,,0.07,,14,14,0,2025-12-03,2025-12-03,1,5,,,,,facebook,5,0.07,,3,,1,1,
,,,,,,,,,,,,,5,,5,1,1,,4,,6916177885184,12 Prerna - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.03,0.03,0.15,,0.0375,,15,16.666667,0,2025-12-03,2025-12-03,1.111111,10,,,,,instagram,9,0.15,1,4,1,3,3,1
,2,,,,,,2,,,,,,11,,11,,,,11,,6916177885984,07 black_4 - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,0.17,,0.030909,0.030909,,,0.030909,,8.717949,8.947368,0,2025-12-03,2025-12-03,1.026316,39,,,,,facebook,38,0.34,1,3,1,8,5,4
,,,,,,,,,,,,,1,,1,,,,1,,6916177885984,07 black_4 - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.03,0.03,,,0.03,,10,10,0,2025-12-03,2025-12-03,1,3,,,,,instagram,3,0.03,,3,,1,,
