action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,1,,1,,,,1,,6922611488184,01_Cristiano_Dakiti,6922611483384,dakiti,45-54,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.63,0.63,,,0.63,,39.375,45,0,2025-12-06,2025-12-06,1.142857,16,,,,,14,0.63,,2,,1,1,1
,,,,,,,,,,,,,,4,,4,,,,4,,6922611488184,01_Cristiano_Dakiti,6922611483384,dakiti,55-64,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.1725,0.1725,,,0.1725,,62.727273,62.727273,0,2025-12-06,2025-12-06,1,11,,,,,11,0.69,2,4,2,3,2,2
,,,,,,,,,,,,,,1,,1,,,,1,,6922611488184,01_Cristiano_Dakiti,6922611483384,dakiti,65+,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-12-06,2025-12-06,1,2,,,,,2,0.03,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,6922613374584,01_Cristiano_Dtfm,6922613374384,dtfm,18-24,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,60,60,0,2025-12-06,2025-12-06,1,3,,,,,3,0.18,,1,,,,
,1,,,,1,1,1,,,,,,,4,,4,,,,4,,6922613374584,01_Cristiano_Dtfm,6922613374384,dtfm,35-44,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,0.48,0.48,,0.12,0.12,,,0.12,,40,40,0,2025-12-06,2025-12-06,1,12,,,,,12,0.48,1,4,1,3,2,2
,,,,,,,,,,,,,,3,,3,,,,3,,6922613374584,01_Cristiano_Dtfm,6922613374384,dtfm,45-54,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.023333,0.023333,,,0.023333,,17.5,17.5,0,2025-12-06,2025-12-06,1,4,,,,,4,0.07,,4,,3,,
,,,,,,,,,,,,,,1,,1,,,,1,,6922613374584,01_Cristiano_Dtfm,6922613374384,dtfm,55-64,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-06,2025-12-06,1,2,,,,,2,0.02,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,6922613374584,01_Cristiano_Dtfm,6922613374384,dtfm,65+,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,20,20,0,2025-12-06,2025-12-06,1,1,,,,,1,0.02,,3,,,,
,,,,1,,,,,,,,,,2,,2,,,,1,,6922613549984,01_black4_luther -  sza,6922613549784,luther (sza),18-24,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.22,"[{'action_type': 'outbound_click', 'value': '0.22'}]",0.22,,,,0.11,0.11,,,0.22,0.22,36.666667,44,16.666667,2025-12-06,2025-12-06,1.2,6,16.666667,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '16.666667'}]",5,0.22,,2,,1,,
,1,,,1,,,1,,,,,,,6,,6,,,,5,,6922613549984,01_black4_luther -  sza,6922613549784,luther (sza),25-34,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.54,"[{'action_type': 'outbound_click', 'value': '0.54'}]",0.54,,0.54,,0.09,0.09,,,0.108,0.54,36,36,6.666667,2025-12-06,2025-12-06,1,15,6.666667,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '6.666667'}]",15,0.54,1,4,1,5,1,1
,,,,,,,,,,,,,,9,,9,,,,9,,6922613549984,01_black4_luther -  sza,6922613549784,luther (sza),35-44,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.058889,0.058889,,,0.058889,,25.238095,27.894737,0,2025-12-06,2025-12-06,1.105263,21,,,,,19,0.53,,3,,5,2,2
,,,,,,,,,,,,,,3,,3,,,,3,,6922613549984,01_black4_luther -  sza,6922613549784,luther (sza),45-54,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.17,0.17,,,0.17,,36.428571,36.428571,0,2025-12-06,2025-12-06,1,14,,,,,14,0.51,,3,,3,2,
,,,,,,,,,,,,,,1,,1,,,,1,,6922613549984,01_black4_luther -  sza,6922613549784,luther (sza),55-64,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.1,0.1,,,0.1,,16.666667,16.666667,0,2025-12-06,2025-12-06,1,6,,,,,6,0.1,,2,,1,1,
,,,,,,,,,,,,,,1,,1,,,,1,,6922613549984,01_black4_luther -  sza,6922613549784,luther (sza),65+,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.08,0.08,,,0.08,,40,40,0,2025-12-06,2025-12-06,1,2,,,,,2,0.08,,6,,1,1,1
,2,,,,3,3,2,,,,,,,4,,4,1,1,,3,,6922613869184,01_Cristiano_luther - kendrick,6922613868984,luther (kendrick),18-24,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,0.07,0.105,,0.0525,0.0525,0.21,,0.07,,17.5,17.5,0,2025-12-06,2025-12-06,1,12,,,,,12,0.21,1,7,1,3,2,2
,8,,,,1,1,8,,,,,,,6,,6,,,,6,,6922613869184,01_Cristiano_luther - kendrick,6922613868984,luther (kendrick),25-34,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,,,,0.58,0.0725,,0.096667,0.096667,,,0.096667,0.58,14.5,14.5,2.5,2025-12-06,2025-12-06,1,40,,,,,40,0.58,1,2,1,5,3,3
,9,,,,,,9,,,,,,,11,,11,,,,11,,6922613869184,01_Cristiano_luther - kendrick,6922613868984,luther (kendrick),35-44,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0.138889,,0.113636,0.113636,,,0.113636,,24.038462,25.510204,0,2025-12-06,2025-12-06,1.061224,52,,,,,49,1.25,3,3,3,9,7,4
,6,,,,1,1,6,,,,,,,11,,11,,,,11,,6922613869184,01_Cristiano_luther - kendrick,6922613868984,luther (kendrick),45-54,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,0.94,0.156667,,0.085455,0.085455,,,0.085455,,26.111111,26.857143,0,2025-12-06,2025-12-06,1.028571,36,,,,,35,0.94,,2,,10,3,1
,,,,,,,,,,,,,,3,,3,,,,3,,6922613869184,01_Cristiano_luther - kendrick,6922613868984,luther (kendrick),55-64,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.11,0.11,,,0.11,,41.25,41.25,0,2025-12-06,2025-12-06,1,8,,,,,8,0.33,,2,,2,1,
,,,,,,,,,,,,,,,,,,,,,,6922613869184,01_Cristiano_luther - kendrick,6922613868984,luther (kendrick),65+,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,13.333333,13.333333,0,2025-12-06,2025-12-06,1,3,,,,,3,0.04,,4,,,,
,,,,1,,,,,,,,,,4,,4,,,,3,,6922614475984,02_Eddie_Dakiti,6922611483384,dakiti,18-24,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.13,"[{'action_type': 'outbound_click', 'value': '0.13'}]",0.13,,,,0.0325,0.0325,,,0.043333,0.13,32.5,32.5,25,2025-12-06,2025-12-06,1,4,25,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '25'}]",4,0.13,,5,,3,,
,5,,,1,,,5,,,,,,,8,,8,,,,7,,6922614475984,02_Eddie_Dakiti,6922611483384,dakiti,25-34,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.48,"[{'action_type': 'outbound_click', 'value': '0.48'}]",0.48,,0.096,,0.06,0.06,,,0.068571,0.48,19.2,20,4,2025-12-06,2025-12-06,1.041667,25,4,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4'}]",24,0.48,2,4,2,5,2,2
,11,,,,1,1,11,,,,,,,12,,12,,,,12,,6922614475984,02_Eddie_Dakiti,6922611483384,dakiti,35-44,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,1.2,0.109091,,0.1,0.1,,,0.1,,26.666667,27.906977,0,2025-12-06,2025-12-06,1.046512,45,,,,,43,1.2,1,5,1,10,6,2
,,,,1,,,,,,,,,,12,,12,1,1,,10,,6922614475984,02_Eddie_Dakiti,6922611483384,dakiti,45-54,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,1.02,"[{'action_type': 'outbound_click', 'value': '1.02'}]",1.02,,,,0.085,0.085,1.02,,0.102,1.02,25.5,26.153846,2.5,2025-12-06,2025-12-06,1.025641,40,2.5,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.5'}]",39,1.02,2,4,2,9,4,3
,10,,,,,,10,,,,,,,9,,9,,,,9,,6922614475984,02_Eddie_Dakiti,6922611483384,dakiti,55-64,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0.033,,0.036667,0.036667,,,0.036667,,18.333333,19.411765,0,2025-12-06,2025-12-06,1.058824,18,,,,,17,0.33,2,7,2,8,3,2
,,,,,,,,,,,,,,3,,3,,,,3,,6922614475984,02_Eddie_Dakiti,6922611483384,dakiti,65+,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.056667,0.056667,,,0.056667,,34,34,0,2025-12-06,2025-12-06,1,5,,,,,5,0.17,,6,,3,2,1
,,,,,,,,,,,,,,,,,,,,,,6922615092384,03_Gael_Dakiti,6922611483384,dakiti,18-24,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,20,20,0,2025-12-06,2025-12-06,1,6,,,,,6,0.12,,1,,,,
,,,,,,,,,,,,,,2,,2,,,,2,,6922615092384,03_Gael_Dakiti,6922611483384,dakiti,25-34,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.155,0.155,,,0.155,,17.222222,17.222222,0,2025-12-06,2025-12-06,1,18,,,,,18,0.31,,2,,1,1,1
,4,,,2,,,4,,,,,,,18,,18,,,,16,,6922615092384,03_Gael_Dakiti,6922611483384,dakiti,35-44,6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,0.925,"[{'action_type': 'outbound_click', 'value': '0.925'}]",0.925,,0.4625,,0.102778,0.102778,,,0.115625,0.925,34.90566,37,3.773585,2025-12-06,2025-12-06,1.06,53,3.773585,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '3.773585'}]",50,1.85,3,3,3,14,4,3
,1,,,1,,,1,,,,,,,7,,7,,,,6,,6922615092384,03_Gael_Dakiti,6922611483384,dakiti,45-54,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.83,"[{'action_type': 'outbound_click', 'value': '0.83'}]",0.83,,0.83,,0.118571,0.118571,,,0.138333,0.83,34.583333,34.583333,4.166667,2025-12-06,2025-12-06,1,24,4.166667,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4.166667'}]",24,0.83,,2,,6,1,
,,,,1,,,,,,,,,,5,,5,,,,4,,6922615092384,03_Gael_Dakiti,6922611483384,dakiti,55-64,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.46,"[{'action_type': 'outbound_click', 'value': '0.46'}]",0.46,,,,0.092,0.092,,,0.115,0.46,25.555556,28.75,5.555556,2025-12-06,2025-12-06,1.125,18,5.555556,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '5.555556'}]",16,0.46,,2,,2,1,
,,,,,,,,,,,,,,1,,1,,,,1,,6922615092384,03_Gael_Dakiti,6922611483384,dakiti,65+,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.05,0.05,,,0.05,,16.666667,16.666667,0,2025-12-06,2025-12-06,1,3,,,,,3,0.05,,1,,1,,
,,,,,,,,,,,,,,,,,,,,,,6922616414384,04_Javier_Dakiti,6922611483384,dakiti,25-34,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,28.75,28.75,0,2025-12-06,2025-12-06,1,8,,,,,8,0.23,,1,,,,
,,,,,,,,,,,,,,3,,3,,,,3,,6922616414384,04_Javier_Dakiti,6922611483384,dakiti,35-44,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.063333,0.063333,,,0.063333,,17.272727,19,0,2025-12-06,2025-12-06,1.1,11,,,,,10,0.19,1,4,1,3,2,2
,,,,,,,,,,,,,,,,,,,,,,6922616414384,04_Javier_Dakiti,6922611483384,dakiti,45-54,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,15,15,0,2025-12-06,2025-12-06,1,6,,,,,6,0.09,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6922616414384,04_Javier_Dakiti,6922611483384,dakiti,55-64,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.29,0.29,,,0.29,,41.428571,41.428571,0,2025-12-06,2025-12-06,1,7,,,,,7,0.29,,2,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6922616414384,04_Javier_Dakiti,6922611483384,dakiti,65+,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-06,2025-12-06,1,1,,,,,1,0.02,,5,,1,,
,,,,,,,,,,,,,,3,,3,,,,3,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,18-24,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.036667,0.036667,,,0.036667,,15.714286,15.714286,0,2025-12-06,2025-12-06,1,7,,,,,7,0.11,,3,,3,,
,,,,1,,,,,,,,,,16,,16,,,,15,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,25-34,6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,0.77,"[{'action_type': 'outbound_click', 'value': '0.77'}]",0.77,,,,0.048125,0.048125,,,0.051333,0.385,20.263158,20.263158,5.263158,2025-12-06,2025-12-06,1,38,2.631579,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.631579'}]",38,0.77,2,4,2,13,5,2
,1,,,2,,,1,,,,,,,17,,17,,,,15,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,35-44,6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,1.145,"[{'action_type': 'outbound_click', 'value': '1.145'}]",1.145,,2.29,,0.134706,0.134706,,,0.152667,1.145,41.636364,41.636364,3.636364,2025-12-06,2025-12-06,1,55,3.636364,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '3.636364'}]",55,2.29,3,3,3,15,5,4
,2,,,2,,,2,,,,,,,16,,16,,,,14,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,45-54,6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,1.385,"[{'action_type': 'outbound_click', 'value': '1.385'}]",1.385,,1.385,,0.173125,0.173125,,,0.197857,1.385,64.418605,67.560976,4.651163,2025-12-06,2025-12-06,1.04878,43,4.651163,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '4.651163'}]",41,2.77,1,4,1,11,5,4
,,,,,,,,,,,,,,3,,3,,,,3,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,55-64,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.133333,0.133333,,,0.133333,,57.142857,57.142857,0,2025-12-06,2025-12-06,1,7,,,,,7,0.4,,3,,3,,
,,,,,,,,,,,,,,1,,1,,,,1,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,65+,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.09,0.09,,,0.09,,11.25,18,0,2025-12-06,2025-12-06,1.6,8,,,,,5,0.09,,3,,1,1,1
1,23,,,1,4,4,23,1,1,,,,1,2,,2,,,1,1,1,6922617314184,06_LioneM_Dakiti,6922611483384,dakiti,18-24,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.98,"[{'action_type': 'outbound_click', 'value': '0.98'}]",0.98,0.245,0.042609,0.98,0.49,0.49,,0.98,0.98,0.98,33.793103,36.296296,3.448276,2025-12-06,2025-12-06,1.074074,29,3.448276,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.448276'}]",27,0.98,1,1,1,1,1,1
,5,1,,1,1,1,5,,,,,,,20,,20,,,,19,,6922617314184,06_LioneM_Dakiti,6922611483384,dakiti,25-34,6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,2.33,"[{'action_type': 'outbound_click', 'value': '2.33'}]",2.33,2.33,0.466,,0.1165,0.1165,,,0.122632,1.165,20.619469,24.020619,1.769912,2025-12-06,2025-12-06,1.164948,113,0.884956,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.884956'}]",97,2.33,5,3,5,18,13,7
,,,,,,,,,,,,,,23,,23,,,,23,,6922617314184,06_LioneM_Dakiti,6922611483384,dakiti,35-44,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.105217,0.105217,,,0.105217,,19.516129,21.801802,0,2025-12-06,2025-12-06,1.117117,124,,,,,111,2.42,1,2,1,19,6,2
,4,,,2,1,1,4,,,,,,,16,,16,1,1,,13,,6922617314184,06_LioneM_Dakiti,6922611483384,dakiti,45-54,6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,1.66,"[{'action_type': 'outbound_click', 'value': '1.66'}]",1.66,3.32,0.83,,0.2075,0.2075,3.32,,0.255385,1.66,35.319149,36.888889,2.12766,2025-12-06,2025-12-06,1.044444,94,2.12766,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.12766'}]",90,3.32,2,2,1,11,6,4
,2,,,1,,,2,,,,,,,5,,5,,,,4,,6922617314184,06_LioneM_Dakiti,6922611483384,dakiti,55-64,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.57,"[{'action_type': 'outbound_click', 'value': '0.57'}]",0.57,,0.285,,0.114,0.114,,,0.1425,0.57,21.923077,23.75,3.846154,2025-12-06,2025-12-06,1.083333,26,3.846154,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.846154'}]",24,0.57,3,3,2,4,3,3
,,,,,,,,,,,,,,2,,2,,,,2,,6922617314184,06_LioneM_Dakiti,6922611483384,dakiti,65+,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.075,0.075,,,0.075,,18.75,25,0,2025-12-06,2025-12-06,1.333333,8,,,,,6,0.15,1,4,1,2,1,1
,,,,,,,,,,,,,,5,,5,,,,5,,6922617563384,07_Morgan_Dakiti,6922611483384,dakiti,18-24,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,,,,,,,0.108,0.108,,,0.108,0.54,28.421053,31.764706,5.263158,2025-12-06,2025-12-06,1.117647,19,,,,,17,0.54,,3,,5,2,
,,,,,,,,,,,,,,12,,12,1,1,,11,,6922617563384,07_Morgan_Dakiti,6922611483384,dakiti,25-34,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.105,0.105,1.26,,0.114545,,20.322581,22.5,0,2025-12-06,2025-12-06,1.107143,62,,,,,56,1.26,,2,,11,3,1
,10,,,4,1,1,10,,,,,,,35,,35,,,,31,,6922617563384,07_Morgan_Dakiti,6922611483384,dakiti,35-44,6922611476584,FB_iOS_Purchase_RapSinging_251205,4,,0.91,"[{'action_type': 'outbound_click', 'value': '0.91'}]",0.91,3.64,0.364,,0.104,0.104,,,0.117419,0.91,21.927711,23.636364,2.409639,2025-12-06,2025-12-06,1.077922,166,2.409639,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '2.409639'}]",154,3.64,5,2,4,23,12,9
,10,,,1,3,3,10,,,,,,,54,,54,,,,53,,6922617563384,07_Morgan_Dakiti,6922611483384,dakiti,45-54,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,6.75,"[{'action_type': 'outbound_click', 'value': '6.75'}]",6.75,2.25,0.675,,0.125,0.125,,,0.127358,6.75,30.269058,32.142857,0.44843,2025-12-06,2025-12-06,1.061905,223,0.44843,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.44843'}]",210,6.75,3,3,2,44,16,12
,4,,,,,,4,,,,,,,29,,29,,,,29,,6922617563384,07_Morgan_Dakiti,6922611483384,dakiti,55-64,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,1.195,,0.164828,0.164828,,,0.164828,,37.054264,39.833333,0,2025-12-06,2025-12-06,1.075,129,,,,,120,4.78,5,3,4,25,11,7
,,,,,,,,,,,,,,5,,5,,,,5,,6922617563384,07_Morgan_Dakiti,6922611483384,dakiti,65+,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.138,0.138,,,0.138,,31.363636,32.857143,0,2025-12-06,2025-12-06,1.047619,22,,,,,21,0.69,1,2,1,5,1,1
,,,,,,,,,,,,,,,,,,,,,,6922617753784,09_oscar_Dakiti,6922611483384,dakiti,18-24,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,10,10,0,2025-12-06,2025-12-06,1,2,,,,,2,0.02,,1,,,,
,,,,,,,,,,,,,,4,,4,,,,4,,6922617753784,09_oscar_Dakiti,6922611483384,dakiti,25-34,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.1475,0.1475,,,0.1475,,25.652174,26.818182,0,2025-12-06,2025-12-06,1.045455,23,,,,,22,0.59,1,3,1,3,2,1
,,,,,,,,,,,,,,12,,12,,,,12,,6922617753784,09_oscar_Dakiti,6922611483384,dakiti,35-44,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.1425,0.1425,,,0.1425,,38,38.863636,0,2025-12-06,2025-12-06,1.022727,45,,,,,44,1.71,1,3,1,11,5,3
,,,,,,,,,,,,,,18,,18,,,,18,,6922617753784,09_oscar_Dakiti,6922611483384,dakiti,45-54,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.056667,0.056667,,,0.056667,,25.5,25.5,0,2025-12-06,2025-12-06,1,40,,,,,40,1.02,2,4,3,15,7,3
,3,1,,2,,,3,,,,,,,9,,9,,,,7,,6922617753784,09_oscar_Dakiti,6922611483384,dakiti,55-64,6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,0.455,"[{'action_type': 'outbound_click', 'value': '0.455'}]",0.455,,0.303333,,0.101111,0.101111,,,0.13,0.455,45.5,45.5,10,2025-12-06,2025-12-06,1,20,10,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '10'}]",20,0.91,3,4,3,7,4,3
,,,,,,,,,,,,,,,,,,,,,,6922617753784,09_oscar_Dakiti,6922611483384,dakiti,65+,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,17.5,23.333333,0,2025-12-06,2025-12-06,1.333333,4,,,,,3,0.07,,1,,,,
,,,,,,,,,,,,,,2,,2,,,,2,,6922618733184,08_Neymar_Dakiti,6922611483384,dakiti,18-24,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.025,0.025,,,0.025,,12.5,12.5,0,2025-12-06,2025-12-06,1,4,,,,,4,0.05,,2,,2,,
,,,,,,,,,,,,,,,,,,,,,,6922618733184,08_Neymar_Dakiti,6922611483384,dakiti,25-34,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,5,5,0,2025-12-06,2025-12-06,1,4,,,,,4,0.02,,1,,,,
,,,,1,,,,,,,,,,7,,7,,,,6,,6922618733184,08_Neymar_Dakiti,6922611483384,dakiti,35-44,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.3,"[{'action_type': 'outbound_click', 'value': '0.3'}]",0.3,,,,0.042857,0.042857,,,0.05,0.3,37.5,37.5,12.5,2025-12-06,2025-12-06,1,8,12.5,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '12.5'}]",8,0.3,2,9,2,6,4,4
,,,,,,,,,,,,,,1,,1,,,,1,,6922618733184,08_Neymar_Dakiti,6922611483384,dakiti,45-54,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.05,0.05,,,0.05,,12.5,12.5,0,2025-12-06,2025-12-06,1,4,,,,,4,0.05,1,4,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,6922618733184,08_Neymar_Dakiti,6922611483384,dakiti,55-64,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,100,100,0,2025-12-06,2025-12-06,1,1,,,,,1,0.1,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,6922620119984,10_Pedro_Dakiti,6922611483384,dakiti,18-24,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,10,10,0,2025-12-06,2025-12-06,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6922620119984,10_Pedro_Dakiti,6922611483384,dakiti,25-34,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.14,0.14,,,0.14,,15.555556,20,0,2025-12-06,2025-12-06,1.285714,9,,,,,7,0.14,,2,,1,,
,,,,,,,,,,1,1,,,10,,10,1,,,9,,6922620119984,10_Pedro_Dakiti,6922611483384,dakiti,35-44,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.168,0.168,1.68,,0.186667,,54.193548,62.222222,0,2025-12-06,2025-12-06,1.148148,31,,,,,27,1.68,2,6,2,6,2,1
,,,,,,,,,,,,,,6,,6,,,,6,,6922620119984,10_Pedro_Dakiti,6922611483384,dakiti,45-54,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.06,0.06,,,0.06,,20,21.176471,0,2025-12-06,2025-12-06,1.058824,18,,,,,17,0.36,,3,,5,1,1
,,,,,,,,,,,,,,3,,3,,,,3,,6922620119984,10_Pedro_Dakiti,6922611483384,dakiti,55-64,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.126667,0.126667,,,0.126667,,38,42.222222,0,2025-12-06,2025-12-06,1.111111,10,,,,,9,0.38,,3,,3,1,
,,,,,,,,,,,,,,,,,,,,,,6922620119984,10_Pedro_Dakiti,6922611483384,dakiti,65+,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,30,30,0,2025-12-06,2025-12-06,1,1,,,,,1,0.03,,1,,,,
