action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,1,,1,,,,1,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.17,0.17,,,0.17,,18.888889,18.888889,0,2025-12-06,2025-12-06,1,9,,,,,9,0.17,,2,,1,1,1
,,,,,,,,,,,,,,2,,2,,,,2,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.06,0.06,,,0.06,,24,24,0,2025-12-06,2025-12-06,1,5,,,,,5,0.12,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,6920992823984,01 Santa_slim - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,5,5,0,2025-12-06,2025-12-06,1,2,,,,,2,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6920994402784,09_red lipstick_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,40,40,0,2025-12-06,2025-12-06,1,1,,,,,1,0.04,,2,,,,
,,,,,,,,,,,,,,2,,2,1,1,,1,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.06,0.06,0.12,,0.12,,60,60,0,2025-12-06,2025-12-06,1,2,,,,,2,0.12,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,25,50,0,2025-12-06,2025-12-06,2,2,,,,,1,0.05,,2,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.1,0.1,,,0.1,,50,50,0,2025-12-06,2025-12-06,1,2,,,,,2,0.1,,3,,1,,
,,,,1,,,,,,1,1,,,34,,34,1,,,32,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,1,,2.02,"[{'action_type': 'outbound_click', 'value': '2.02'}]",2.02,,,,0.059412,0.059412,2.02,,0.063125,2.02,27.297297,28.450704,1.351351,2025-12-06,2025-12-06,1.042254,74,1.351351,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.351351'}]",71,2.02,4,4,4,26,13,12
,10,,,13,3,3,10,,,,,,,335,,335,2,2,,320,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,14,,1.460769,"[{'action_type': 'outbound_click', 'value': '1.460769'}]",1.460769,6.33,1.899,,0.056687,0.056687,9.495,,0.059344,1.356429,22.055749,24.098985,1.626016,2025-12-06,2025-12-06,1.09264,861,1.509872,13,"[{'action_type': 'outbound_click', 'value': '13'}]","[{'action_type': 'outbound_click', 'value': '1.509872'}]",788,18.99,40,4,38,286,164,105
1,227,1,,75,27,27,227,1,1,,,1,1,1702,,1702,17,17,1,1610,1,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,76,"[{'action_type': 'subscribe_mobile_app', 'value': '91.29'}, {'action_type': 'subscribe_total', 'value': '91.29'}]",1.2172,"[{'action_type': 'outbound_click', 'value': '1.2172'}]",1.2172,3.381111,0.402159,91.29,0.053637,0.053637,5.37,91.29,0.056702,1.201184,22.851064,26.157593,1.902378,2025-12-06,2025-12-06,1.144699,3995,1.877347,75,"[{'action_type': 'outbound_click', 'value': '75'}]","[{'action_type': 'outbound_click', 'value': '1.877347'}]",3490,91.29,260,4,245,1452,839,599
1,189,1,,90,27,27,189,1,1,,,,1,1947,3,1947,32,29,1,1825,1,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,90,"[{'action_type': 'subscribe_mobile_app', 'value': '106.89'}, {'action_type': 'subscribe_total', 'value': '106.89'}]",1.187667,"[{'action_type': 'outbound_click', 'value': '1.201011'}]",1.187667,3.958889,0.565556,106.89,0.0549,0.0549,3.340313,106.89,0.05857,1.187667,28.51921,32.012579,2.401281,2025-12-06,2025-12-06,1.122492,3748,2.401281,90,"[{'action_type': 'outbound_click', 'value': '89'}]","[{'action_type': 'outbound_click', 'value': '2.3746'}]",3339,106.89,369,6,348,1695,1083,821
,69,2,,32,11,11,69,,,,,,,653,5,653,18,13,,603,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,30,,1.1525,"[{'action_type': 'outbound_click', 'value': '1.1525'}]",1.1525,3.352727,0.534493,,0.056478,0.056478,2.048889,,0.061161,1.229333,33.711152,38.698846,2.74223,2025-12-06,2025-12-06,1.147954,1094,2.925046,32,"[{'action_type': 'outbound_click', 'value': '32'}]","[{'action_type': 'outbound_click', 'value': '2.925046'}]",953,36.88,142,6,138,564,363,291
,13,,,7,1,1,13,,,,,1,,95,,95,5,5,,83,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,6,,0.845714,"[{'action_type': 'outbound_click', 'value': '0.845714'}]",0.845714,5.92,0.455385,,0.062316,0.062316,1.184,,0.071325,0.986667,38.69281,42.589928,3.921569,2025-12-06,2025-12-06,1.100719,153,4.575163,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '4.575163'}]",139,5.92,26,7,24,79,54,43
,,,,,,,,,,,,,,,,,,,,,,6920994403984,08_Red dress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-06,2025-12-06,1,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,2,,2,1,1,,1,,6920994404184,04_fbg_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.015,0.015,0.03,,0.03,,30,30,0,2025-12-06,2025-12-06,1,1,,,,,1,0.03,,4,,,,
,,,,,,,,,,,,,,,,,,,,,,6920994404184,04_fbg_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,180,180,0,2025-12-06,2025-12-06,1,2,,,,,2,0.36,,3,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920994404184,04_fbg_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-06,2025-12-06,1,1,,,,,1,0.01,,9,,1,1,
,,,,,,,,,,,,,,,,,,,,,,6920994404184,04_fbg_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-06,2025-12-06,1,1,,,,,1,0.02,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6920995425184,06_WillS_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-06,2025-12-06,1,1,,,,,1,0.03,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,6920995425384,02_jesus_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-06,2025-12-06,1,2,,,,,2,0.04,,2,,,,
,,,,1,,,,,,,,,,23,,23,2,2,,20,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,1,,1.98,"[{'action_type': 'outbound_click', 'value': '1.98'}]",1.98,,,,0.086087,0.086087,0.99,,0.099,1.98,29.117647,29.552239,1.470588,2025-12-06,2025-12-06,1.014925,68,1.470588,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.470588'}]",67,1.98,1,3,1,16,9,6
,58,1,,12,7,7,58,,,1,1,,,287,3,287,8,4,,267,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,12,,1.2125,"[{'action_type': 'outbound_click', 'value': '1.2125'}]",1.2125,2.078571,0.250862,,0.050697,0.050697,1.81875,,0.054494,1.2125,17.874693,18.896104,1.474201,2025-12-06,2025-12-06,1.057143,814,1.474201,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '1.474201'}]",770,14.55,40,4,42,237,120,70
1,184,,1,74,19,19,184,1,1,,,1,1,1768,2,1768,17,14,1,1677,1,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,73,"[{'action_type': 'subscribe_mobile_app', 'value': '81.55'}, {'action_type': 'subscribe_total', 'value': '81.55'}]",1.102027,"[{'action_type': 'outbound_click', 'value': '1.102027'}]",1.102027,4.292105,0.443207,81.55,0.046126,0.046126,4.797059,81.55,0.048629,1.117123,19.745763,21.126943,1.767554,2025-12-06,2025-12-06,1.069948,4130,1.791768,74,"[{'action_type': 'outbound_click', 'value': '74'}]","[{'action_type': 'outbound_click', 'value': '1.791768'}]",3860,81.55,256,4,252,1493,835,528
2,372,1,1,105,30,30,372,2,2,,,2,2,2568,1,2568,44,42,2,2419,2,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,104,"[{'action_type': 'subscribe_mobile_app', 'value': '60.86'}, {'action_type': 'subscribe_total', 'value': '60.86'}]",1.159238,"[{'action_type': 'outbound_click', 'value': '1.159238'}]",1.159238,4.057333,0.327204,60.86,0.047399,0.047399,2.766364,60.86,0.050318,1.170385,24.131642,25.614478,2.061856,2025-12-06,2025-12-06,1.061448,5044,2.081681,105,"[{'action_type': 'outbound_click', 'value': '105'}]","[{'action_type': 'outbound_click', 'value': '2.081681'}]",4752,121.72,378,5,368,2169,1257,814
1,228,4,,35,22,22,228,1,1,,,1,1,794,,794,18,18,1,741,1,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,35,"[{'action_type': 'subscribe_mobile_app', 'value': '39.4'}, {'action_type': 'subscribe_total', 'value': '39.4'}]",1.125714,"[{'action_type': 'outbound_click', 'value': '1.125714'}]",1.125714,1.790909,0.172807,39.4,0.049622,0.049622,2.188889,39.4,0.053171,1.125714,28.243728,30.284397,2.508961,2025-12-06,2025-12-06,1.072252,1395,2.508961,35,"[{'action_type': 'outbound_click', 'value': '35'}]","[{'action_type': 'outbound_click', 'value': '2.508961'}]",1301,39.4,137,8,132,690,447,296
,57,,1,8,3,3,57,,,,,,,151,,151,3,2,,140,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,8,,0.8125,"[{'action_type': 'outbound_click', 'value': '0.928571'}]",0.8125,2.166667,0.114035,,0.043046,0.043046,2.166667,,0.046429,0.8125,27.083333,29.953917,3.333333,2025-12-06,2025-12-06,1.105991,240,3.333333,8,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '2.916667'}]",217,6.5,30,6,29,128,86,62
,,,,,,,,,,,,,,,,,,,,,,6920996505784,09_red lipstick_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-06,2025-12-06,1,1,,,,,1,0.01,,1,,,,
,,,,3,1,1,,,,,,,,27,,27,,,,24,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,3,,0.46,"[{'action_type': 'outbound_click', 'value': '0.46'}]",0.46,1.38,,,0.051111,0.051111,,,0.0575,0.46,24.642857,26.538462,5.357143,2025-12-06,2025-12-06,1.076923,56,5.357143,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '5.357143'}]",52,1.38,3,4,4,22,12,7
,64,,,10,7,7,64,,,,,,,270,,270,4,4,,256,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,9,,1.401,"[{'action_type': 'outbound_click', 'value': '1.401'}]",1.401,2.001429,0.218906,,0.051889,0.051889,3.5025,,0.054727,1.556667,19.985735,20.973054,1.28388,2025-12-06,2025-12-06,1.049401,701,1.426534,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '1.426534'}]",668,14.01,29,4,28,224,139,95
2,250,,,33,22,22,250,2,2,1,1,,2,958,3,958,16,12,2,909,2,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,32,"[{'action_type': 'subscribe_mobile_app', 'value': '48.25'}, {'action_type': 'subscribe_total', 'value': '48.25'}]",1.462121,"[{'action_type': 'outbound_click', 'value': '1.462121'}]",1.462121,2.193182,0.193,24.125,0.050365,0.050365,3.015625,24.125,0.05308,1.507813,23.020038,24.529741,1.526718,2025-12-06,2025-12-06,1.065582,2096,1.574427,33,"[{'action_type': 'outbound_click', 'value': '33'}]","[{'action_type': 'outbound_click', 'value': '1.574427'}]",1967,48.25,118,5,111,800,471,331
1,163,,,28,13,13,163,1,1,1,1,,1,802,,802,9,8,1,765,1,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,28,"[{'action_type': 'subscribe_mobile_app', 'value': '42.86'}, {'action_type': 'subscribe_total', 'value': '42.86'}]",1.530714,"[{'action_type': 'outbound_click', 'value': '1.530714'}]",1.530714,3.296923,0.262945,42.86,0.053441,0.053441,4.762222,42.86,0.056026,1.530714,28.881402,29.68144,1.886792,2025-12-06,2025-12-06,1.027701,1484,1.886792,28,"[{'action_type': 'outbound_click', 'value': '28'}]","[{'action_type': 'outbound_click', 'value': '1.886792'}]",1444,42.86,114,6,106,694,419,292
,19,,,6,2,2,19,,,,,,,187,1,187,4,3,,177,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,5,,2.291667,"[{'action_type': 'outbound_click', 'value': '2.291667'}]",2.291667,6.875,0.723684,,0.073529,0.073529,3.4375,,0.077684,2.75,40.322581,42.04893,1.466276,2025-12-06,2025-12-06,1.042813,341,1.759531,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.759531'}]",327,13.75,23,5,22,160,97,74
,,,,2,,,,,,,,1,,35,,35,1,1,,32,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,2,,1.255,"[{'action_type': 'outbound_click', 'value': '1.255'}]",1.255,,,,0.071714,0.071714,2.51,,0.078438,1.255,39.84127,40.483871,3.174603,2025-12-06,2025-12-06,1.016129,63,3.174603,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '3.174603'}]",62,2.51,6,9,6,27,17,12
,,,,,,,,,,,,,,,,,,,,,,6920996507384,07_nose ring_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,350,350,0,2025-12-06,2025-12-06,1,1,,,,,1,0.35,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6920996507384,07_nose ring_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,90,90,0,2025-12-06,2025-12-06,1,1,,,,,1,0.09,,3,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-06,2025-12-06,1,1,,,,,1,0.02,,10,,1,1,
,,,,,,,,,,,,,,1,,1,,,,1,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.05,0.05,,,0.05,,12.5,12.5,0,2025-12-06,2025-12-06,1,4,,,,,4,0.05,1,15,1,1,1,1
,,,,,,,,,,,,,,2,,2,,,,2,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,,,0.02,,13.333333,13.333333,0,2025-12-06,2025-12-06,1,3,,,,,3,0.04,,7,,2,1,1
,,,,,,,,,,,,,,1,,1,,,,1,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.03,0.03,,,0.03,,30,30,0,2025-12-06,2025-12-06,1,1,,,,,1,0.03,,13,,1,1,1
,5,,,3,1,1,5,,,,,,,93,,93,4,4,,86,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,5,,1.396667,"[{'action_type': 'outbound_click', 'value': '1.396667'}]",1.396667,4.19,0.838,,0.045054,0.045054,1.0475,,0.048721,0.838,19.398148,21.597938,2.314815,2025-12-06,2025-12-06,1.113402,216,1.388889,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.388889'}]",194,4.19,8,5,9,74,49,28
,73,1,,35,9,9,73,,,1,1,1,,919,2,919,14,11,,870,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,36,,1.185714,"[{'action_type': 'outbound_click', 'value': '1.185714'}]",1.185714,4.611111,0.568493,,0.045158,0.045158,2.964286,,0.047701,1.152778,20.087125,21.693675,1.742498,2025-12-06,2025-12-06,1.079979,2066,1.694095,35,"[{'action_type': 'outbound_click', 'value': '35'}]","[{'action_type': 'outbound_click', 'value': '1.694095'}]",1913,41.5,79,5,76,776,468,299
1,198,2,1,52,23,23,198,1,1,1,1,,1,1762,1,1762,25,22,1,1685,1,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,57,"[{'action_type': 'subscribe_mobile_app', 'value': '40.025'}, {'action_type': 'subscribe_total', 'value': '40.025'}]",1.539423,"[{'action_type': 'outbound_click', 'value': '1.539423'}]",1.539423,3.480435,0.404293,80.05,0.045431,0.045431,3.202,80.05,0.047507,1.404386,21.582637,22.735018,1.536802,2025-12-06,2025-12-06,1.053394,3709,1.401995,52,"[{'action_type': 'outbound_click', 'value': '52'}]","[{'action_type': 'outbound_click', 'value': '1.401995'}]",3521,80.05,159,5,153,1498,881,561
1,189,1,,34,14,14,189,1,1,2,2,,1,783,1,783,19,16,1,730,1,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,36,"[{'action_type': 'subscribe_mobile_app', 'value': '43.3'}, {'action_type': 'subscribe_total', 'value': '43.3'}]",1.273529,"[{'action_type': 'outbound_click', 'value': '1.273529'}]",1.273529,3.092857,0.229101,43.3,0.0553,0.0553,2.278947,43.3,0.059315,1.202778,27.405063,28.486842,2.278481,2025-12-06,2025-12-06,1.039474,1580,2.151899,34,"[{'action_type': 'outbound_click', 'value': '34'}]","[{'action_type': 'outbound_click', 'value': '2.151899'}]",1520,43.3,84,5,79,673,415,263
,2,,,5,,,2,,,,,,,112,1,112,3,2,,104,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,5,,1.236,"[{'action_type': 'outbound_click', 'value': '1.236'}]",1.236,,3.09,,0.055179,0.055179,2.06,,0.059423,1.236,30.146341,31.212121,2.439024,2025-12-06,2025-12-06,1.035354,205,2.439024,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '2.439024'}]",198,6.18,16,5,16,98,52,29
,,,,,,,,,,,,,,19,,19,,,,19,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.058421,0.058421,,,0.058421,,24.666667,24.666667,0,2025-12-06,2025-12-06,1,45,,,,,45,1.11,6,11,6,18,14,10
,,,,,,,,,,,,,,1,,1,,,,1,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.18,0.18,,,0.18,,12.857143,12.857143,0,2025-12-06,2025-12-06,1,14,,,,,14,0.18,,1,,,,
,21,,,3,2,2,21,,,,,,,39,,39,1,1,,35,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,3,,0.63,"[{'action_type': 'outbound_click', 'value': '0.63'}]",0.63,0.945,0.09,,0.048462,0.048462,1.89,,0.054,0.63,17.663551,18.529412,2.803738,2025-12-06,2025-12-06,1.04902,107,2.803738,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '2.803738'}]",102,1.89,4,4,4,33,22,17
,21,,,2,,,21,,,,,,,69,,69,,,,67,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,2,,2.155,"[{'action_type': 'outbound_click', 'value': '2.155'}]",2.155,,0.205238,,0.062464,0.062464,,,0.064328,2.155,20.046512,20.92233,0.930233,2025-12-06,2025-12-06,1.043689,215,0.930233,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.930233'}]",206,4.31,6,3,5,59,36,24
1,32,,,6,3,3,32,1,1,,,,1,52,,52,,,1,46,1,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,6,"[{'action_type': 'subscribe_mobile_app', 'value': '2.74'}, {'action_type': 'subscribe_total', 'value': '2.74'}]",0.456667,"[{'action_type': 'outbound_click', 'value': '0.456667'}]",0.456667,0.913333,0.085625,2.74,0.052692,0.052692,,2.74,0.059565,0.456667,27.4,27.959184,6,2025-12-06,2025-12-06,1.020408,100,6,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '6'}]",98,2.74,7,5,7,45,25,14
,,,,,,,,,,,,,,9,,9,,,,9,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.051111,0.051111,,,0.051111,,24.210526,24.210526,0,2025-12-06,2025-12-06,1,19,,,,,19,0.46,3,5,3,9,4,4
,,,,,,,,,,,,,,2,,2,,,,2,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.075,0.075,,,0.075,,30,30,0,2025-12-06,2025-12-06,1,5,,,,,5,0.15,,3,,2,1,1
,,,,,,,,,,,,,,1,,1,,,,1,,6922611488184,01_Cristiano_Dakiti,6922611483384,dakiti,18-24,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-06,2025-12-06,1,2,,,,,2,0.02,,2,,1,,
,,,,,,,,,,,,,,3,,3,,,,3,,6922611488184,01_Cristiano_Dakiti,6922611483384,dakiti,25-34,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.133333,0.133333,,,0.133333,,40,44.444444,0,2025-12-06,2025-12-06,1.111111,10,,,,,9,0.4,1,6,1,3,2,1
,5,,,1,,,5,,,,,,,9,,9,,,,8,,6922611488184,01_Cristiano_Dakiti,6922611483384,dakiti,35-44,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,1.11,"[{'action_type': 'outbound_click', 'value': '1.11'}]",1.11,,0.222,,0.123333,0.123333,,,0.13875,1.11,39.642857,39.642857,3.571429,2025-12-06,2025-12-06,1,28,3.571429,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.571429'}]",28,1.11,1,3,1,8,3,1
