action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,102,,1,30,10,10,102,,,1,1,,477,,477,11,9,,436,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,30,"[{'action_type': 'subscribe_mobile_app', 'value': '12.066667'}, {'action_type': 'subscribe_total', 'value': '12.066667'}, {'action_type': 'start_trial_mobile_app', 'value': '9.05'}, {'action_type': 'start_trial_total', 'value': '9.05'}]",1.206667,"[{'action_type': 'outbound_click', 'value': '1.206667'}]",1.206667,3.62,0.354902,,0.075891,0.075891,3.290909,,0.083028,1.206667,26.423358,28.684628,2.189781,2025-11-26,2025-11-26,1.085578,1370,2.189781,30,"[{'action_type': 'outbound_click', 'value': '30'}]","[{'action_type': 'outbound_click', 'value': '2.189781'}]",facebook,1262,36.2,60,4,54,378,210,164
,4,,,6,,,4,,,,,,40,,40,1,1,,33,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,6,,0.806667,"[{'action_type': 'outbound_click', 'value': '0.806667'}]",0.806667,,1.21,,0.121,0.121,4.84,,0.146667,0.806667,29.156627,30.062112,3.614458,2025-11-26,2025-11-26,1.031056,166,3.614458,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '3.614458'}]",instagram,161,4.84,3,2,3,29,13,8
,,,,,,,,,,,,,4,,4,,,,4,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.0175,0.0175,,,0.0175,,11.666667,11.666667,0,2025-11-26,2025-11-26,1,6,,,,,threads,6,0.07,,3,,2,,
,,,,,,,,,,,,,1,,1,,,,1,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.030005,0.030005,,,0.030005,,30.0051,30.0051,0,2025-11-26,2025-11-26,1,1,,,,,audience_network,1,0.030005,,8,,1,1,
3,904,3,,177,63,63,904,3,3,2,2,3,3130,3,3130,19,14,3,2934,3,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,167,"[{'action_type': 'subscribe_mobile_app', 'value': '11.770824'}, {'action_type': 'subscribe_total', 'value': '11.770824'}, {'action_type': 'start_trial_mobile_app', 'value': '8.00416'}, {'action_type': 'start_trial_total', 'value': '8.00416'}]",1.130531,"[{'action_type': 'outbound_click', 'value': '1.130531'}]",1.130531,3.176254,0.221354,66.701337,0.063931,0.063931,10.53179,66.701337,0.068202,1.198228,19.808356,24.097304,1.653138,2025-11-26,2025-11-26,1.216522,10102,1.752128,177,"[{'action_type': 'outbound_click', 'value': '177'}]","[{'action_type': 'outbound_click', 'value': '1.752128'}]",facebook,8304,200.104011,328,4,315,2513,1295,881
,169,,,25,12,12,169,,,1,1,,330,2,330,6,3,,299,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,32,"[{'action_type': 'subscribe_mobile_app', 'value': '11.415274'}, {'action_type': 'subscribe_total', 'value': '11.415274'}, {'action_type': 'start_trial_mobile_app', 'value': '8.561455'}, {'action_type': 'start_trial_total', 'value': '8.561455'}]",1.369833,"[{'action_type': 'outbound_click', 'value': '1.369833'}]",1.369833,2.853818,0.202638,,0.103775,0.103775,5.707637,,0.114535,1.070182,27.352892,29.471446,2.555911,2025-11-26,2025-11-26,1.077453,1252,1.996805,25,"[{'action_type': 'outbound_click', 'value': '25'}]","[{'action_type': 'outbound_click', 'value': '1.996805'}]",instagram,1162,34.245821,36,3,36,265,154,122
,1,,,2,,,1,,,,,,26,,26,,,,24,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,2,,0.480082,"[{'action_type': 'outbound_click', 'value': '0.480082'}]",0.480082,,0.960163,,0.036929,0.036929,,,0.040007,0.480082,20.0034,20.0034,4.166667,2025-11-26,2025-11-26,1,48,4.166667,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '4.166667'}]",threads,48,0.960163,7,8,7,23,15,10
,,,,1,,,,,,,,,9,,9,,,,8,,6916167702784,08 aiartist3,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,3.42,"[{'action_type': 'outbound_click', 'value': '3.42'}]",3.42,,,,0.38,0.38,,,0.4275,3.42,114,142.5,3.333333,2025-11-26,2025-11-26,1.25,30,3.333333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.333333'}]",facebook,24,3.42,1,2,1,6,2,1
,,,,,,,,,,,,,2,,2,,,,2,,6916167702784,08 aiartist3,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.345,0.345,,,0.345,,115,115,0,2025-11-26,2025-11-26,1,6,,,,,instagram,6,0.69,,3,,2,1,1
,,,,,,,,,,,,,,,,,,,,,6916167702784,08 aiartist3,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,50,50,0,2025-11-26,2025-11-26,1,1,,,,,threads,1,0.05,,2,,,,
,,,,,,,,,,,,,,,,,,,,,6916167868984,09 anomansollips,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,65,65,0,2025-11-26,2025-11-26,1,2,,,,,facebook,2,0.13,,2,,,,
,,,,,,,,,,,,,2,,2,,,,2,,6916167868984,09 anomansollips,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.085,0.085,,,0.085,,28.333333,28.333333,0,2025-11-26,2025-11-26,1,6,,,,,instagram,6,0.17,1,6,1,2,2,2
3,165,1,,23,8,8,165,3,3,,,3,288,1,288,7,6,3,258,3,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,20,"[{'action_type': 'subscribe_mobile_app', 'value': '14.125'}, {'action_type': 'subscribe_total', 'value': '14.125'}, {'action_type': 'start_trial_mobile_app', 'value': '9.416667'}, {'action_type': 'start_trial_total', 'value': '9.416667'}]",1.228261,"[{'action_type': 'outbound_click', 'value': '1.228261'}]",1.228261,3.53125,0.171212,9.416667,0.09809,0.09809,4.035714,9.416667,0.109496,1.4125,28.767821,32.359679,2.03666,2025-11-26,2025-11-26,1.124857,982,2.342159,23,"[{'action_type': 'outbound_click', 'value': '23'}]","[{'action_type': 'outbound_click', 'value': '2.342159'}]",facebook,873,28.25,35,3,30,233,115,70
,54,,,5,5,5,54,,,,,,127,,127,3,3,,119,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,11,"[{'action_type': 'subscribe_mobile_app', 'value': '11.23'}, {'action_type': 'subscribe_total', 'value': '11.23'}, {'action_type': 'start_trial_mobile_app', 'value': '5.615'}, {'action_type': 'start_trial_total', 'value': '5.615'}]",2.246,"[{'action_type': 'outbound_click', 'value': '2.246'}]",2.246,2.246,0.207963,,0.088425,0.088425,3.743333,,0.09437,1.020909,29.787798,30.599455,2.917772,2025-11-26,2025-11-26,1.027248,377,1.32626,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.32626'}]",instagram,367,11.23,13,3,13,108,50,31
,,,,,,,,,,,,,5,,5,,,,5,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.052,0.052,,,0.052,,21.666667,21.666667,0,2025-11-26,2025-11-26,1,12,,,,,threads,12,0.26,1,5,1,4,2,2
,,,,,,,,,,,,,,,,,,,,,6916169150784,13 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,0,0,0,2025-11-26,2025-11-26,1,1,,,,,facebook,1,0,,2,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6916169150784,13 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.07,0.07,,,0.07,,70,70,0,2025-11-26,2025-11-26,1,1,,,,,instagram,1,0.07,,4,,1,,
,,,,,,,,,,,,,9,,9,,,,9,,6916170551184,14 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.203333,0.203333,,,0.203333,,49.459459,53.823529,0,2025-11-26,2025-11-26,1.088235,37,,,,,facebook,34,1.83,2,3,2,8,3,3
,,,,,,,,,,,,,6,1,6,1,,,5,,6916170551184,14 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,,,,,,,0.115,0.115,0.69,,0.138,0.69,26.538462,27.6,3.846154,2025-11-26,2025-11-26,1.04,26,,,,,instagram,25,0.69,,2,,4,1,1
,,,,,,,,,,,,,1,,1,,,,1,,6916170551184,14 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.04,0.04,,,0.04,,10,10,0,2025-11-26,2025-11-26,1,4,,,,,threads,4,0.04,1,20,1,1,1,1
,12,,,2,,,12,,,,,,9,,9,,,,7,,6916170650384,18 esha,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,0.375,"[{'action_type': 'outbound_click', 'value': '0.375'}]",0.375,,0.0625,,0.083333,0.083333,,,0.107143,0.75,35.714286,37.5,4.761905,2025-11-26,2025-11-26,1.05,21,9.52381,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '9.52381'}]",facebook,20,0.75,1,4,1,7,4,2
,,,,1,,,,,,,,,4,,4,,,,3,,6916170650384,18 esha,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,0.63,"[{'action_type': 'outbound_click', 'value': '0.63'}]",0.63,,,,0.1575,0.1575,,,0.21,0.63,30,31.5,4.761905,2025-11-26,2025-11-26,1.05,21,4.761905,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4.761905'}]",instagram,20,0.63,,3,,2,2,1
,,,,,,,,,,,,,4,,4,,,,4,,6916170650384,18 esha,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.0275,0.0275,,,0.0275,,15.714286,15.714286,0,2025-11-26,2025-11-26,1,7,,,,,threads,7,0.11,2,11,2,3,3,2
,,,,,,,,,,,,,1,,1,,,,1,,6916171454184,15 tyson,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.04,0.04,,,0.04,,10,10,0,2025-11-26,2025-11-26,1,4,,,,,facebook,4,0.04,,2,,1,1,
,,,,,,,,,,,,,,,,,,,,,6916171454184,15 tyson,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,20,20,0,2025-11-26,2025-11-26,1,1,,,,,instagram,1,0.02,,0,,,,
,,,,,,,,,,,,,3,,3,,,,3,,6916171835184,16 Curry,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.146667,0.146667,,,0.146667,,16.296296,18.333333,0,2025-11-26,2025-11-26,1.125,27,,,,,facebook,24,0.44,,1,,2,,
,,,,,,,,,,,,,3,,3,,,,3,,6916171835184,16 Curry,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.076667,0.076667,,,0.076667,,19.166667,19.166667,0,2025-11-26,2025-11-26,1,12,,,,,instagram,12,0.23,,2,,3,1,
,,,,,,,,,,,,,1,,1,,,,1,,6916171835184,16 Curry,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-11-26,2025-11-26,1,2,,,,,threads,2,0.03,,2,,,,
,,,,,,,,,,,,,8,,8,,,,8,,6916172137384,17 Lebrone,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.09875,0.09875,,,0.09875,,24.6875,26.333333,0,2025-11-26,2025-11-26,1.066667,32,,,,,facebook,30,0.79,2,3,2,8,3,2
,,,,,,,,,,,,,1,,1,,,,1,,6916172137384,17 Lebrone,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.06,0.06,,,0.06,,7.5,8.571429,0,2025-11-26,2025-11-26,1.142857,8,,,,,instagram,7,0.06,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6916172137384,17 Lebrone,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,6.666667,6.666667,0,2025-11-26,2025-11-26,1,3,,,,,threads,3,0.02,,2,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.11,0.11,,,0.11,,110,110,0,2025-11-26,2025-11-26,1,1,,,,,audience_network,1,0.11,,7,,1,,
,69,1,,24,3,3,69,,,,,,499,1,499,9,8,,466,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,24,"[{'action_type': 'subscribe_mobile_app', 'value': '38.17'}, {'action_type': 'subscribe_total', 'value': '38.17'}, {'action_type': 'start_trial_mobile_app', 'value': '19.085'}, {'action_type': 'start_trial_total', 'value': '19.085'}]",1.590417,"[{'action_type': 'outbound_click', 'value': '1.590417'}]",1.590417,12.723333,0.553188,,0.076493,0.076493,4.241111,,0.08191,1.590417,22.625963,25.144928,1.422644,2025-11-26,2025-11-26,1.111331,1687,1.422644,24,"[{'action_type': 'outbound_click', 'value': '24'}]","[{'action_type': 'outbound_click', 'value': '1.422644'}]",facebook,1518,38.17,62,3,57,406,201,139
,11,,,4,,,11,,,1,1,,142,,142,4,3,,134,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,5,,3.41,"[{'action_type': 'outbound_click', 'value': '3.41'}]",3.41,,1.24,,0.096056,0.096056,3.41,,0.101791,2.728,25.980952,26.797642,0.952381,2025-11-26,2025-11-26,1.031434,525,0.761905,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '0.761905'}]",instagram,509,13.64,13,3,13,119,52,38
,,,,,,,,,,,,,39,,39,,,,39,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.041282,0.041282,,,0.041282,,18.089888,18.089888,0,2025-11-26,2025-11-26,1,89,,,,,threads,89,1.61,9,6,9,37,21,11
,46,,,9,2,2,46,,,,,,100,,100,,,,91,,6916173252384,10 Asian baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,9,"[{'action_type': 'start_trial_mobile_app', 'value': '11.83'}, {'action_type': 'start_trial_total', 'value': '11.83'}]",1.314444,"[{'action_type': 'outbound_click', 'value': '1.314444'}]",1.314444,5.915,0.257174,,0.1183,0.1183,,,0.13,1.314444,33.994253,39.172185,2.586207,2025-11-26,2025-11-26,1.152318,348,2.586207,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '2.586207'}]",facebook,302,11.83,9,3,9,78,32,17
,,,,,,,,,,,,,9,,9,,,,9,,6916173252384,10 Asian baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.128889,0.128889,,,0.128889,,40,40,0,2025-11-26,2025-11-26,1,29,,,,,instagram,29,1.16,,3,,7,4,2
,,,,,,,,,,,,,11,,11,,,,11,,6916173252384,10 Asian baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.016364,0.016364,,,0.016364,,9.473684,9.473684,0,2025-11-26,2025-11-26,1,19,,,,,threads,19,0.18,2,6,2,9,7,5
,139,,,35,12,12,139,,,,,,680,2,680,7,5,,638,,6916177448584,10 Asian baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,6913347651784,FB_iOS_itoshi_rap_install,33,"[{'action_type': 'subscribe_mobile_app', 'value': '16.225'}, {'action_type': 'subscribe_total', 'value': '16.225'}, {'action_type': 'start_trial_mobile_app', 'value': '10.816667'}, {'action_type': 'start_trial_total', 'value': '10.816667'}]",0.927143,"[{'action_type': 'outbound_click', 'value': '0.927143'}]",0.927143,2.704167,0.233453,,0.047721,0.047721,4.635714,,0.050862,0.983333,16.192615,19.009959,1.646707,2025-11-26,2025-11-26,1.173989,2004,1.746507,35,"[{'action_type': 'outbound_click', 'value': '35'}]","[{'action_type': 'outbound_click', 'value': '1.746507'}]",facebook,1707,32.45,84,4,79,564,267,170
,1,,,2,,,1,,,,,,55,,55,2,2,,51,,6916177448584,10 Asian baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,6913347651784,FB_iOS_itoshi_rap_install,2,,1.47,"[{'action_type': 'outbound_click', 'value': '1.47'}]",1.47,,2.94,,0.053455,0.053455,1.47,,0.057647,1.47,18.967742,19.090909,1.290323,2025-11-26,2025-11-26,1.006494,155,1.290323,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.290323'}]",instagram,154,2.94,3,3,3,47,22,12
,2,,,1,1,1,2,,,,,,12,,12,,,,11,,6916177448584,10 Asian baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,6913347651784,FB_iOS_itoshi_rap_install,1,,0.31,"[{'action_type': 'outbound_click', 'value': '0.31'}]",0.31,0.31,0.155,,0.025833,0.025833,,,0.028182,0.31,10.333333,10.333333,3.333333,2025-11-26,2025-11-26,1,30,3.333333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.333333'}]",threads,30,0.31,3,6,3,11,6,5
,215,3,,66,26,26,215,,,,,,1311,,1311,19,19,,1226,,6916177448784,11 black baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,6913347651784,FB_iOS_itoshi_rap_install,64,"[{'action_type': 'subscribe_mobile_app', 'value': '42.51'}, {'action_type': 'subscribe_total', 'value': '42.51'}, {'action_type': 'start_trial_mobile_app', 'value': '21.255'}, {'action_type': 'start_trial_total', 'value': '21.255'}]",0.644091,"[{'action_type': 'outbound_click', 'value': '0.644091'}]",0.644091,1.635,0.197721,,0.032426,0.032426,2.237368,,0.034674,0.664219,14.298688,15.247489,2.152708,2025-11-26,2025-11-26,1.066356,2973,2.21998,66,"[{'action_type': 'outbound_click', 'value': '66'}]","[{'action_type': 'outbound_click', 'value': '2.21998'}]",facebook,2788,42.51,166,4,156,1097,596,405
,27,,,10,3,3,27,,,,,,228,,228,7,7,,211,,6916177448784,11 black baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,6913347651784,FB_iOS_itoshi_rap_install,14,,0.858,"[{'action_type': 'outbound_click', 'value': '0.858'}]",0.858,2.86,0.317778,,0.037632,0.037632,1.225714,,0.040664,0.612857,15.515371,15.888889,2.531646,2025-11-26,2025-11-26,1.024074,553,1.808318,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '1.808318'}]",instagram,540,8.58,12,4,12,180,88,51
,,,,,,,,,,,,,24,,24,,,,24,,6916177448784,11 black baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.020417,0.020417,,,0.020417,,10.425532,10.425532,0,2025-11-26,2025-11-26,1,47,,,,,threads,47,0.49,3,7,4,21,12,7
,,,,,,,,,,,,,9,,9,,,,9,,6916177884584,08 aiartist3 - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.184444,0.184444,,,0.184444,,36.888889,44.864865,0,2025-11-26,2025-11-26,1.216216,45,,,,,facebook,37,1.66,1,2,1,7,2,1
,10,,,3,1,1,10,,,,,,13,,13,,,,10,,6916177884584,08 aiartist3 - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,3,,0.416667,"[{'action_type': 'outbound_click', 'value': '0.416667'}]",0.416667,1.25,0.125,,0.096154,0.096154,,,0.125,0.416667,41.666667,46.296296,10,2025-11-26,2025-11-26,1.111111,30,10,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '10'}]",instagram,27,1.25,3,4,3,10,6,5
,,,,,,,,,,,,,11,,11,,,,11,,6916177884784,18 esha - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.056364,0.056364,,,0.056364,,18.787879,20,0,2025-11-26,2025-11-26,1.064516,33,,,,,facebook,31,0.62,1,3,1,9,5,1
,11,,,2,2,2,11,,,,,,21,,21,1,1,,18,,6916177884784,18 esha - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,2,,0.39,"[{'action_type': 'outbound_click', 'value': '0.39'}]",0.39,0.39,0.070909,,0.037143,0.037143,0.78,,0.043333,0.39,13.220339,14.181818,3.389831,2025-11-26,2025-11-26,1.072727,59,3.389831,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '3.389831'}]",instagram,55,0.78,2,3,2,16,6,5
,,,,,,,,,,,,,,,,,,,,,6916177884784,18 esha - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,0,0,0,2025-11-26,2025-11-26,1,1,,,,,threads,1,0,,1,,,,
,,,,4,,,,,,,,,24,,24,,,,20,,6916177884984,14 blonde - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,3,,0.2775,"[{'action_type': 'outbound_click', 'value': '0.2775'}]",0.2775,,,,0.04625,0.04625,,,0.0555,0.37,22.653061,23.125,6.122449,2025-11-26,2025-11-26,1.020833,49,8.163265,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '8.163265'}]",facebook,48,1.11,4,4,4,19,9,6
,,,,1,,,,,,,,,7,,7,,,,6,,6916177884984,14 blonde - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,1,,0.66,"[{'action_type': 'outbound_click', 'value': '0.66'}]",0.66,,,,0.094286,0.094286,,,0.11,0.66,20,20,3.030303,2025-11-26,2025-11-26,1,33,3.030303,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.030303'}]",instagram,33,0.66,,2,,6,3,2
,,,,,,,,,,,,,1,,1,,,,1,,6916177884984,14 blonde - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.05,0.05,,,0.05,,10,10,0,2025-11-26,2025-11-26,1,5,,,,,threads,5,0.05,,3,,1,1,
,24,,,6,4,4,24,,,,,,84,,84,1,1,,77,,6916177885184,12 Prerna - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,6,"[{'action_type': 'start_trial_mobile_app', 'value': '3.5'}, {'action_type': 'start_trial_total', 'value': '3.5'}]",0.583333,"[{'action_type': 'outbound_click', 'value': '0.583333'}]",0.583333,0.875,0.145833,,0.041667,0.041667,3.5,,0.045455,0.583333,15.021459,16.35514,2.575107,2025-11-26,2025-11-26,1.088785,233,2.575107,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '2.575107'}]",facebook,214,3.5,15,4,14,72,39,27
,2,,,3,,,2,,,,,,35,,35,2,2,,30,,6916177885184,12 Prerna - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,3,,0.713333,"[{'action_type': 'outbound_click', 'value': '0.713333'}]",0.713333,,1.07,,0.061143,0.061143,1.07,,0.071333,0.713333,20.576923,21.188119,2.884615,2025-11-26,2025-11-26,1.029703,104,2.884615,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '2.884615'}]",instagram,101,2.14,3,3,3,26,11,5
,,,,,,,,,,,,,3,,3,,,,3,,6916177885184,12 Prerna - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.023333,0.023333,,,0.023333,,14,14,0,2025-11-26,2025-11-26,1,5,,,,,threads,5,0.07,2,20,2,3,2,2
