action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_block,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,,1,,1,,,,1,,6917505481584,02 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-15,2025-12-15,1,male,1,,,,,1,0.02,,7,,1,1,
,346,,,47,28,28,346,,,,7,2,2,1,,1287,3,1287,13,8,,1227,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,49,"[{'action_type': 'subscribe_mobile_app', 'value': '12.545'}, {'action_type': 'subscribe_total', 'value': '12.545'}]",1.06766,"[{'action_type': 'outbound_click', 'value': '1.06766'}]",1.06766,1.792143,0.145029,,0.03899,0.03899,3.86,,0.040897,1.024082,14.625474,14.970167,1.428155,2025-12-15,2025-12-15,1.023568,female,3431,1.369863,47,"[{'action_type': 'outbound_click', 'value': '47'}]","[{'action_type': 'outbound_click', 'value': '1.369863'}]",3352,50.18,131,4,124,1114,540,335
,,,,,,,,,,,1,,,,,50,,50,1,1,,49,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.0388,0.0388,1.94,,0.039592,,13.197279,13.37931,0,2025-12-15,2025-12-15,1.013793,male,147,,,,,145,1.94,4,3,4,40,18,10
,,,,,,,,,,,,,,,,3,,3,,,,3,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.14,0.14,,,0.14,,20,22.105263,0,2025-12-15,2025-12-15,1.105263,unknown,21,,,,,19,0.42,,1,,2,,
,,,,1,,,,,,,,,,,,49,,49,,,,48,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,2,,3.86,"[{'action_type': 'outbound_click', 'value': '3.86'}]",3.86,,,,0.078776,0.078776,,,0.080417,1.93,28.175182,28.592593,1.459854,2025-12-15,2025-12-15,1.014815,female,137,0.729927,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.729927'}]",135,3.86,3,4,3,38,18,12
,349,,,39,20,20,349,,,,16,,,,,1808,2,1808,18,16,,1751,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,39,"[{'action_type': 'subscribe_mobile_app', 'value': '9.19375'}, {'action_type': 'subscribe_total', 'value': '9.19375'}, {'action_type': 'start_trial_mobile_app', 'value': '24.516667'}, {'action_type': 'start_trial_total', 'value': '24.516667'}]",1.885897,"[{'action_type': 'outbound_click', 'value': '1.885897'}]",1.885897,3.6775,0.210745,,0.04068,0.04068,4.086111,,0.042005,1.885897,19.329829,19.926849,1.024967,2025-12-15,2025-12-15,1.030886,male,3805,1.024967,39,"[{'action_type': 'outbound_click', 'value': '39'}]","[{'action_type': 'outbound_click', 'value': '1.024967'}]",3691,73.55,194,5,182,1599,889,551
,,,,,,,,,,,,,,,,12,,12,,,,12,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.06,0.06,,,0.06,,18.461538,18.461538,0,2025-12-15,2025-12-15,1,unknown,39,,,,,39,0.72,2,4,2,12,8,6
,,,,1,,,,,,,1,,,,,21,,21,1,1,,19,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.8,"[{'action_type': 'outbound_click', 'value': '0.8'}]",0.8,,,,0.038095,0.038095,0.8,,0.042105,0.8,18.181818,18.181818,2.272727,2025-12-15,2025-12-15,1,female,44,2.272727,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.272727'}]",44,0.8,2,4,2,19,7,6
,44,,,12,5,5,44,,,,3,,,,,526,,526,3,3,,511,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,14,,1.454167,"[{'action_type': 'outbound_click', 'value': '1.454167'}]",1.454167,3.49,0.396591,,0.033175,0.033175,5.816667,,0.034149,1.246429,15.095156,15.483585,1.211073,2025-12-15,2025-12-15,1.025732,male,1156,1.038062,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '1.038062'}]",1127,17.45,38,4,36,449,213,118
,,,,,,,,,,,,,,,,2,,2,,,,2,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.03,0.03,,,0.03,,8.571429,8.571429,0,2025-12-15,2025-12-15,1,unknown,7,,,,,7,0.06,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,6920994402584,07_nose ring_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-15,2025-12-15,1,female,1,,,,,1,0,,3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920994402584,07_nose ring_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,male,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920994402784,09_red lipstick_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,female,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920994402784,09_red lipstick_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,40,80,0,2025-12-15,2025-12-15,2,male,2,,,,,1,0.08,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,female,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,100,100,0,2025-12-15,2025-12-15,1,male,2,,,,,2,0.2,,1,,,,
,382,3,,67,28,28,382,,,,28,,,,,1741,1,1741,29,28,,1645,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,66,"[{'action_type': 'subscribe_mobile_app', 'value': '18.174'}, {'action_type': 'subscribe_total', 'value': '18.174'}, {'action_type': 'start_trial_mobile_app', 'value': '90.87'}, {'action_type': 'start_trial_total', 'value': '90.87'}]",1.356269,"[{'action_type': 'outbound_click', 'value': '1.356269'}]",1.356269,3.245357,0.23788,,0.052194,0.052194,3.133448,,0.05524,1.376818,27.190305,28.602455,1.974865,2025-12-15,2025-12-15,1.051936,female,3342,2.004788,67,"[{'action_type': 'outbound_click', 'value': '67'}]","[{'action_type': 'outbound_click', 'value': '2.004788'}]",3177,90.87,333,6,315,1528,969,732
,2,,,2,,,2,,,,3,,,,,131,,131,3,3,,126,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,3,,4.085,"[{'action_type': 'outbound_click', 'value': '4.085'}]",4.085,,4.085,,0.062366,0.062366,2.723333,,0.064841,2.723333,27.05298,30.371747,0.993377,2025-12-15,2025-12-15,1.122677,male,302,0.662252,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.662252'}]",269,8.17,24,5,24,114,68,56
,,,,,,,,,,,,,,,,9,,9,,,,9,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.04,0.04,,,0.04,,18.947368,20,0,2025-12-15,2025-12-15,1.055556,unknown,19,,,,,18,0.36,2,5,2,9,5,5
,,,,,,,,,,,,,,,,,,,,,,,,6920994404184,04_fbg_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-15,2025-12-15,1,male,1,,,,,1,0,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920994404384,05_greendress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,female,1,,,,,1,0.01,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920994404384,05_greendress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,15,15,0,2025-12-15,2025-12-15,1,male,2,,,,,2,0.03,,1,,,,
,4,,,5,,,4,,,,3,,,,,147,,147,3,3,,139,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,6,,1.412,"[{'action_type': 'outbound_click', 'value': '1.412'}]",1.412,,1.765,,0.048027,0.048027,2.353333,,0.050791,1.176667,22.922078,23.691275,1.948052,2025-12-15,2025-12-15,1.033557,female,308,1.623377,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.623377'}]",298,7.06,7,4,6,115,57,26
1,376,,2,74,31,31,376,1,1,,23,,,1,1,2456,5,2456,31,24,1,2351,1,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,80,"[{'action_type': 'subscribe_mobile_app', 'value': '18.192'}, {'action_type': 'subscribe_total', 'value': '18.192'}]",1.229189,"[{'action_type': 'outbound_click', 'value': '1.229189'}]",1.229189,2.934194,0.241915,90.96,0.037036,0.037036,2.934194,90.96,0.03869,1.137,17.720631,18.985598,1.558543,2025-12-15,2025-12-15,1.071384,male,5133,1.441652,74,"[{'action_type': 'outbound_click', 'value': '74'}]","[{'action_type': 'outbound_click', 'value': '1.441652'}]",4791,90.96,234,4,220,2082,1065,633
,2,,,2,,,2,,,,,,,,,22,,22,,,,20,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,2,,0.555,"[{'action_type': 'outbound_click', 'value': '0.555'}]",0.555,,0.555,,0.050455,0.050455,,,0.0555,0.555,22.653061,24.130435,4.081633,2025-12-15,2025-12-15,1.065217,unknown,49,4.081633,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '4.081633'}]",46,1.11,1,4,1,16,8,2
,,,,,,,,,,,,,,,,,,,,,,,,6920995425984,05_Snoop_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,5,5,0,2025-12-15,2025-12-15,1,male,2,,,,,2,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920996505584,01_black4_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,female,2,,,,,2,0.02,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920996505584,01_black4_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.42,0.42,,,0.42,,84,84,0,2025-12-15,2025-12-15,1,male,5,,,,,5,0.42,,2,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920996505984,04_fbg_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.03,0.03,,,0.03,,7.5,7.5,0,2025-12-15,2025-12-15,1,female,4,,,,,4,0.03,,3,,1,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920996505984,04_fbg_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.04,0.04,,,0.04,,20,20,0,2025-12-15,2025-12-15,1,male,2,,,,,2,0.04,,7,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6920996506384,06_green hair_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-15,2025-12-15,1,female,1,,,,,1,0,,3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920996506384,06_green hair_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,15,15,0,2025-12-15,2025-12-15,1,male,2,,,,,2,0.03,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920996506584,11_yellow dress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.05,0.05,,,0.05,,50,50,0,2025-12-15,2025-12-15,1,female,1,,,,,1,0.05,,3,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920996506784,10_Red pants_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-15,2025-12-15,1,female,1,,,,,1,0.01,,12,,1,1,1
,457,,1,70,33,33,457,,,,24,,,,,2133,1,2133,26,24,,2037,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,69,"[{'action_type': 'subscribe_mobile_app', 'value': '8.215455'}, {'action_type': 'subscribe_total', 'value': '8.215455'}, {'action_type': 'start_trial_mobile_app', 'value': '22.5925'}, {'action_type': 'start_trial_total', 'value': '22.5925'}]",1.291,"[{'action_type': 'outbound_click', 'value': '1.291'}]",1.291,2.738485,0.197746,,0.042368,0.042368,3.475769,,0.044364,1.30971,20.69858,21.283561,1.580394,2025-12-15,2025-12-15,1.028262,female,4366,1.603298,70,"[{'action_type': 'outbound_click', 'value': '70'}]","[{'action_type': 'outbound_click', 'value': '1.603298'}]",4246,90.37,256,5,240,1866,1129,792
,,,,4,,,,,,,1,,,,,92,,92,1,1,,87,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,5,,0.9425,"[{'action_type': 'outbound_click', 'value': '0.9425'}]",0.9425,,,,0.040978,0.040978,3.77,,0.043333,0.754,17.214612,18.300971,2.283105,2025-12-15,2025-12-15,1.063107,male,219,1.826484,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.826484'}]",206,3.77,12,6,12,80,55,39
,,,,,,,,,,,,,,,,12,,12,,,,12,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.055833,0.055833,,,0.055833,,25.769231,29.130435,0,2025-12-15,2025-12-15,1.130435,unknown,26,,,,,23,0.67,2,4,2,12,6,4
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.04,0.04,,,0.04,,13.333333,13.333333,0,2025-12-15,2025-12-15,1,female,3,,,,,3,0.04,,3,,1,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920999335984,11_yellow dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.2,0.2,,,0.2,,33.333333,33.333333,0,2025-12-15,2025-12-15,1,female,6,,,,,6,0.2,,2,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920999335984,11_yellow dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.08,0.08,,,0.08,,20,20,0,2025-12-15,2025-12-15,1,male,4,,,,,4,0.08,,4,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6920999336184,07_nose ring_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,50,50,0,2025-12-15,2025-12-15,1,female,1,,,,,1,0.05,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999336184,07_nose ring_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,15,15,0,2025-12-15,2025-12-15,1,male,2,,,,,2,0.03,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999336384,08_Red dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,female,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,2,,2,,,,2,,6920999336784,05_greendress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.095,0.095,,,0.095,,38,38,0,2025-12-15,2025-12-15,1,female,5,,,,,5,0.19,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999336784,05_greendress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,male,2,,,,,2,0.02,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999336984,03_blackbodysuit_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-15,2025-12-15,1,male,1,,,,,1,0.02,,2,,,,
,122,4,,31,20,20,122,,,,12,,,1,,908,,908,13,13,,864,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,33,"[{'action_type': 'subscribe_mobile_app', 'value': '23.81'}, {'action_type': 'subscribe_total', 'value': '23.81'}]",1.536129,"[{'action_type': 'outbound_click', 'value': '1.536129'}]",1.536129,2.381,0.390328,,0.052445,0.052445,3.663077,,0.055116,1.44303,25.671159,26.934389,1.778976,2025-12-15,2025-12-15,1.049208,female,1855,1.671159,31,"[{'action_type': 'outbound_click', 'value': '31'}]","[{'action_type': 'outbound_click', 'value': '1.671159'}]",1768,47.62,141,5,136,780,514,349
,,,,3,1,1,,,,,,,,,,137,,137,,,,134,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,3,,2.456667,"[{'action_type': 'outbound_click', 'value': '2.456667'}]",2.456667,7.37,,,0.053796,0.053796,,,0.055,2.456667,23.103448,24.648829,0.940439,2025-12-15,2025-12-15,1.06689,male,319,0.940439,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.940439'}]",299,7.37,21,12,20,118,78,48
,,,,,,,,,,,,,,,,4,,4,,,,4,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.0875,0.0875,,,0.0875,,23.333333,23.333333,0,2025-12-15,2025-12-15,1,unknown,15,,,,,15,0.35,1,8,1,4,4,3
,,,,,,,,,,,,,,,,,,,,,,,,6920999337384,10_Red pants_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-15,2025-12-15,1,female,1,,,,,1,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999337384,10_Red pants_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,5,5,0,2025-12-15,2025-12-15,1,male,2,,,,,2,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999337784,06_green hair_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,female,4,,,,,4,0.04,,2,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920999337784,06_green hair_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.22,0.22,,,0.22,,24.444444,27.5,0,2025-12-15,2025-12-15,1.125,male,9,,,,,8,0.22,1,7,1,1,1,1
,66,3,,29,8,8,66,,,,3,,,,,735,,735,3,3,,703,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,30,,1.35,"[{'action_type': 'outbound_click', 'value': '1.35'}]",1.35,4.89375,0.593182,,0.053265,0.053265,13.05,,0.05569,1.305,24.778481,26.328178,1.898734,2025-12-15,2025-12-15,1.062542,female,1580,1.835443,29,"[{'action_type': 'outbound_click', 'value': '29'}]","[{'action_type': 'outbound_click', 'value': '1.835443'}]",1487,39.15,97,4,91,646,352,272
,,,,2,,,,,,,4,,,,,124,,124,4,4,,118,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,2,,2.76,"[{'action_type': 'outbound_click', 'value': '2.76'}]",2.76,,,,0.044516,0.044516,1.38,,0.04678,2.76,18.90411,20.21978,0.684932,2025-12-15,2025-12-15,1.069597,male,292,0.684932,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.684932'}]",273,5.52,18,4,18,104,60,44
,,,,,,,,,,,,,,,,4,,4,,,,4,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.13,0.13,,,0.13,,47.272727,47.272727,0,2025-12-15,2025-12-15,1,unknown,11,,,,,11,0.52,1,5,1,4,3,3
,,,,,,,,,,,,,,,,,,,,,,,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,440,440,0,2025-12-15,2025-12-15,1,female,1,,,,,1,0.44,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,20.833333,22.727273,0,2025-12-15,2025-12-15,1.090909,male,12,,,,,11,0.25,,1,,,,
1,428,,,78,35,35,428,1,1,,23,8,8,1,1,2510,3,2510,35,24,1,2397,1,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,99,"[{'action_type': 'subscribe_mobile_app', 'value': '7.975833'}, {'action_type': 'subscribe_total', 'value': '7.975833'}, {'action_type': 'start_trial_mobile_app', 'value': '19.142'}, {'action_type': 'start_trial_total', 'value': '19.142'}]",1.227051,"[{'action_type': 'outbound_click', 'value': '1.227051'}]",1.227051,2.734571,0.223622,95.71,0.038131,0.038131,2.734571,95.71,0.039929,0.966768,16.553096,16.750088,1.71221,2025-12-15,2025-12-15,1.011901,female,5782,1.349014,78,"[{'action_type': 'outbound_click', 'value': '78'}]","[{'action_type': 'outbound_click', 'value': '1.349014'}]",5714,95.71,206,5,205,2173,1032,651
,,,,3,,,,,,,1,,,,,178,,178,1,1,,174,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,3,,2,"[{'action_type': 'outbound_click', 'value': '2'}]",2,,,,0.033708,0.033708,6,,0.034483,2,14.018692,14.084507,0.700935,2025-12-15,2025-12-15,1.004695,male,428,0.700935,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.700935'}]",426,6,9,4,9,160,74,37
,,,,,,,,,,,,,,,,9,,9,,,,9,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.035556,0.035556,,,0.035556,,16.842105,16.842105,0,2025-12-15,2025-12-15,1,unknown,19,,,,,19,0.32,2,9,2,8,5,2
