action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,,,,,,,,6920992824784,01 Bob_snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,5,5,0,2025-12-04,2025-12-04,1,male,2,,,,,2,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6920994402584,07_nose ring_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-04,2025-12-04,1,female,1,,,,,1,0.02,,2,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920994402584,07_nose ring_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.1,0.1,,,0.1,,33.333333,33.333333,0,2025-12-04,2025-12-04,1,male,3,,,,,3,0.1,,2,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920994402784,09_red lipstick_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.08,0.08,,,0.08,,80,80,0,2025-12-04,2025-12-04,1,female,1,,,,,1,0.08,,3,,,,
,,,,1,,,,,,,,,,5,,5,,,,4,,6920994402784,09_red lipstick_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.49,"[{'action_type': 'outbound_click', 'value': '0.49'}]",0.49,,,,0.098,0.098,,,0.1225,0.49,81.666667,81.666667,16.666667,2025-12-04,2025-12-04,1,male,6,16.666667,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '16.666667'}]",6,0.49,,4,,2,1,
,23,,,10,4,4,23,,,,,,,224,1,224,4,3,,210,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,10,,1.52,"[{'action_type': 'outbound_click', 'value': '1.52'}]",1.52,3.8,0.66087,,0.067857,0.067857,3.8,,0.072381,1.52,25.762712,26.760563,1.694915,2025-12-04,2025-12-04,1.038732,female,590,1.694915,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '1.694915'}]",568,15.2,22,4,23,190,78,49
,5,,,1,1,1,5,,,,,,,65,,65,6,6,,58,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,2,,4.51,"[{'action_type': 'outbound_click', 'value': '4.51'}]",4.51,4.51,0.902,,0.069385,0.069385,0.751667,,0.077759,2.255,23.489583,24.644809,1.041667,2025-12-04,2025-12-04,1.04918,male,192,0.520833,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.520833'}]",183,4.51,7,3,6,49,24,15
,,,,,,,,,,,,,,,,,,,,,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,17.5,17.5,0,2025-12-04,2025-12-04,1,unknown,4,,,,,4,0.07,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6920994403184,01_black4_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-04,2025-12-04,1,male,1,,,,,1,0.02,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,6920994403384,10_Red pants_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-04,2025-12-04,1,male,1,,,,,1,0.02,,1,,,,
,357,2,,80,37,37,357,,,1,1,1,,1518,3,1518,20,16,,1418,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,77,,0.9335,"[{'action_type': 'outbound_click', 'value': '0.9335'}]",0.9335,2.018378,0.209188,,0.049196,0.049196,3.734,,0.052666,0.96987,25.085657,27.146492,2.586496,2025-12-04,2025-12-04,1.082152,female,2977,2.687269,80,"[{'action_type': 'outbound_click', 'value': '80'}]","[{'action_type': 'outbound_click', 'value': '2.687269'}]",2751,74.68,246,5,235,1299,781,584
,6,,,8,1,1,6,,,,,,,116,,116,3,3,,105,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,8,,0.805,"[{'action_type': 'outbound_click', 'value': '0.805'}]",0.805,6.44,1.073333,,0.055517,0.055517,2.146667,,0.061333,0.805,23,25.76,2.857143,2025-12-04,2025-12-04,1.12,male,280,2.857143,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '2.857143'}]",250,6.44,18,4,18,96,52,33
,,,,,,,,,,,,,,8,,8,,,,8,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.0425,0.0425,,,0.0425,,20,22.666667,0,2025-12-04,2025-12-04,1.133333,unknown,17,,,,,15,0.34,3,5,3,6,4,4
,,,,,,,,,,,,,,1,,1,,,,1,,6920994403784,11_yellow dress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-04,2025-12-04,1,male,2,,,,,2,0.02,,4,,1,,
,,,,1,,,,,,,,,,7,,7,,,,6,,6920994404184,04_fbg_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.19,"[{'action_type': 'outbound_click', 'value': '0.19'}]",0.19,,,,0.027143,0.027143,,,0.031667,0.19,17.272727,21.111111,9.090909,2025-12-04,2025-12-04,1.222222,female,11,9.090909,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '9.090909'}]",9,0.19,3,9,3,6,4,5
,,,,,,,,,,,,,,3,,3,,,,3,,6920994404184,04_fbg_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.05,0.05,,,0.05,,12.5,12.5,0,2025-12-04,2025-12-04,1,male,12,,,,,12,0.15,,3,,3,2,1
,,,,,,,,,,,,,,1,,1,,,,1,,6920994404384,05_greendress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.05,0.05,,,0.05,,12.5,12.5,0,2025-12-04,2025-12-04,1,female,4,,,,,4,0.05,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,6920994404384,05_greendress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,50,0,2025-12-04,2025-12-04,1.666667,male,5,,,,,3,0.15,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920994404584,02_blackNew_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-04,2025-12-04,1,female,1,,,,,1,0.01,,4,,1,,
,,,,,,,,,,,,,,,,,,,,,,6920995424984,01_Eddie_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-04,2025-12-04,1,male,1,,,,,1,0.03,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6920995425184,06_WillS_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-04,2025-12-04,1,female,1,,,,,1,0,,,,,,
,,,,1,,,,,,,,,,19,,19,,,,18,,6920995425184,06_WillS_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,2,,1.39,"[{'action_type': 'outbound_click', 'value': '1.39'}]",1.39,,,,0.073158,0.073158,,,0.077222,0.695,23.965517,25.740741,3.448276,2025-12-04,2025-12-04,1.074074,male,58,1.724138,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.724138'}]",54,1.39,1,4,1,17,8,4
,,,,,,,,,,,,,,,,,,,,,,6920995425384,02_jesus_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,1,female,1,,,,,1,0.01,,1,,,,
,,,,4,,,,,,,,,,66,,66,1,1,,61,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,4,,0.7225,"[{'action_type': 'outbound_click', 'value': '0.7225'}]",0.7225,,,,0.043788,0.043788,2.89,,0.047377,0.7225,18.525641,19.931034,2.564103,2025-12-04,2025-12-04,1.075862,female,156,2.564103,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '2.564103'}]",145,2.89,8,4,7,53,30,19
,289,3,,150,29,29,289,,,,,,,1985,3,1985,20,17,,1815,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,150,,0.573533,"[{'action_type': 'outbound_click', 'value': '0.573533'}]",0.573533,2.966552,0.297682,,0.04334,0.04334,4.3015,,0.047399,0.573533,20.32845,22.328056,3.544423,2025-12-04,2025-12-04,1.098365,male,4232,3.544423,150,"[{'action_type': 'outbound_click', 'value': '150'}]","[{'action_type': 'outbound_click', 'value': '3.544423'}]",3853,86.03,236,5,227,1626,901,571
,,,,,,,,,,,,,,8,,8,,,,8,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.04125,0.04125,,,0.04125,,18.333333,18.333333,0,2025-12-04,2025-12-04,1,unknown,18,,,,,18,0.33,1,4,,7,4,3
,,,,,,,,,,,,,,2,,2,,,,2,,6920995425984,05_Snoop_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.035,0.035,,,0.035,,11.666667,11.666667,0,2025-12-04,2025-12-04,1,male,6,,,,,6,0.07,,3,,1,1,
,,,,,,,,,,,,,,1,,1,,,,1,,6920996505584,01_black4_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.1,0.1,,,0.1,,33.333333,33.333333,0,2025-12-04,2025-12-04,1,female,3,,,,,3,0.1,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,6920996505584,01_black4_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,32.5,32.5,0,2025-12-04,2025-12-04,1,male,4,,,,,4,0.13,,1,,,,
,,,,,,,,,,,,,,2,,2,,,,2,,6920996505784,09_red lipstick_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.435,0.435,,,0.435,,72.5,79.090909,0,2025-12-04,2025-12-04,1.090909,female,12,,,,,11,0.87,1,2,,1,1,1
,,,,,,,,,,,,,,2,,2,,,,2,,6920996505784,09_red lipstick_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.08,0.08,,,0.08,,53.333333,53.333333,0,2025-12-04,2025-12-04,1,male,3,,,,,3,0.16,,4,,2,1,
,,,,,,,,,,,,,,2,,2,,,,2,,6920996505984,04_fbg_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.18,0.18,,,0.18,,27.692308,27.692308,0,2025-12-04,2025-12-04,1,female,13,,,,,13,0.36,,3,,2,1,
,,,,,,,,,,,,,,,,,,,,,,6920996505984,04_fbg_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,7.5,7.5,0,2025-12-04,2025-12-04,1,male,4,,,,,4,0.03,,1,,,,
,,,,,,,,,,,,,,3,,3,,,,3,,6920996506184,03_blackbodysuit_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.073333,0.073333,,,0.073333,,31.428571,31.428571,0,2025-12-04,2025-12-04,1,female,7,,,,,7,0.22,,4,,3,2,1
,,,,1,,,,,,,,,,6,,6,,,,5,,6920996506184,03_blackbodysuit_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.58,"[{'action_type': 'outbound_click', 'value': '0.58'}]",0.58,,,,0.096667,0.096667,,,0.116,0.58,27.619048,30.526316,4.761905,2025-12-04,2025-12-04,1.105263,male,21,4.761905,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4.761905'}]",19,0.58,2,3,2,5,2,2
,,,,,,,,,,,,,,1,,1,,,,1,,6920996506384,06_green hair_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.18,0.18,,,0.18,,20,22.5,0,2025-12-04,2025-12-04,1.125,female,9,,,,,8,0.18,,2,,1,1,
,,,,,,,,,,,,,,,,,,,,,,6920996506384,06_green hair_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,1,male,3,,,,,3,0.03,,1,,,,
,,,,1,,,,,,,,,,10,,10,,,,9,,6920996506584,11_yellow dress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.47,"[{'action_type': 'outbound_click', 'value': '0.47'}]",0.47,,,,0.047,0.047,,,0.052222,0.47,20.434783,21.363636,4.347826,2025-12-04,2025-12-04,1.045455,female,23,4.347826,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4.347826'}]",22,0.47,1,4,1,8,3,3
,,,,1,,,,,,,,,,8,,8,1,1,,6,,6920996506584,11_yellow dress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.42,"[{'action_type': 'outbound_click', 'value': '0.42'}]",0.42,,,,0.0525,0.0525,0.42,,0.07,0.42,24.705882,24.705882,5.882353,2025-12-04,2025-12-04,1,male,17,5.882353,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '5.882353'}]",17,0.42,3,6,3,6,4,4
,,,,,,,,,,,,,,,,,,,,,,6920996506784,10_Red pants_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,1,female,1,,,,,1,0.01,,1,,,,
1,197,3,,68,19,19,197,1,1,1,1,4,1,1388,2,1388,19,16,1,1301,1,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,71,"[{'action_type': 'subscribe_mobile_app', 'value': '83.43'}, {'action_type': 'subscribe_total', 'value': '83.43'}]",1.226912,"[{'action_type': 'outbound_click', 'value': '1.226912'}]",1.226912,4.391053,0.423503,83.43,0.060108,0.060108,4.391053,83.43,0.064128,1.17507,28.416213,30.774622,2.418256,2025-12-04,2025-12-04,1.082995,female,2936,2.316076,68,"[{'action_type': 'outbound_click', 'value': '68'}]","[{'action_type': 'outbound_click', 'value': '2.316076'}]",2711,83.43,168,5,162,1155,673,468
,7,,,6,3,3,7,,,1,1,,,169,,169,4,3,,159,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,6,,1.836667,"[{'action_type': 'outbound_click', 'value': '1.836667'}]",1.836667,3.673333,1.574286,,0.065207,0.065207,2.755,,0.069308,1.836667,25.509259,26.747573,1.388889,2025-12-04,2025-12-04,1.048544,male,432,1.388889,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.388889'}]",412,11.02,30,7,29,140,73,55
,,,,,,,,,,,,,,13,,13,,,,13,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.064615,0.064615,,,0.064615,,28,32.307692,0,2025-12-04,2025-12-04,1.153846,unknown,30,,,,,26,0.84,3,6,3,12,6,4
,,,,,,,,,,,,,,1,,1,,,,1,,6920996507184,08_Red dress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.27,0.27,,,0.27,,90,90,0,2025-12-04,2025-12-04,1,female,3,,,,,3,0.27,,3,,1,,
,,,,,,,,,,,,,,,,,,,,,,6920996507184,08_Red dress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,46.666667,46.666667,0,2025-12-04,2025-12-04,1,male,3,,,,,3,0.14,,1,,,,
,,,,,,,,,,,,,,2,,2,,,,2,,6920996507384,07_nose ring_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.125,0.125,,,0.125,,35.714286,50,0,2025-12-04,2025-12-04,1.4,female,7,,,,,5,0.25,1,10,1,2,2,1
,,,,,,,,,,,,,,,,,,,,,,6920996507384,07_nose ring_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,3.333333,3.333333,0,2025-12-04,2025-12-04,1,male,3,,,,,3,0.01,,1,,,,
,,,,,,,,,,,,,,2,,2,,,,2,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.21,0.21,,,0.21,,42,52.5,0,2025-12-04,2025-12-04,1.25,female,10,,,,,8,0.42,,4,,2,2,1
,,,,,,,,,,,,,,2,,2,,,,2,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.155,0.155,,,0.155,,51.666667,62,0,2025-12-04,2025-12-04,1.2,male,6,,,,,5,0.31,1,5,1,2,2,1
,,,,2,,,,,,,,,,11,,11,,,,9,,6920999335984,11_yellow dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,2,,0.375,"[{'action_type': 'outbound_click', 'value': '0.375'}]",0.375,,,,0.068182,0.068182,,,0.083333,0.375,25,28.846154,6.666667,2025-12-04,2025-12-04,1.153846,female,30,6.666667,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '6.666667'}]",26,0.75,2,4,2,9,8,6
,,,,,,,,,,,,,,5,,5,,,,5,,6920999335984,11_yellow dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.09,0.09,,,0.09,,23.684211,23.684211,0,2025-12-04,2025-12-04,1,male,19,,,,,19,0.45,,2,,5,1,1
,,,,,,,,,,,,,,1,,1,,,,1,,6920999335984,11_yellow dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-04,2025-12-04,1,unknown,1,,,,,1,0.01,,9,,1,1,
,,,,,,,,,,,,,,2,,2,,,,2,,6920999336184,07_nose ring_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.045,0.045,,,0.045,,22.5,22.5,0,2025-12-04,2025-12-04,1,female,4,,,,,4,0.09,,2,,2,,
,,,,1,,,,,,,,,,4,,4,,,,3,,6920999336184,07_nose ring_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.24,"[{'action_type': 'outbound_click', 'value': '0.24'}]",0.24,,,,0.06,0.06,,,0.08,0.24,18.461538,21.818182,7.692308,2025-12-04,2025-12-04,1.181818,male,13,7.692308,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '7.692308'}]",11,0.24,1,5,1,2,2,2
,,,,,,,,,,,,,,8,,8,,,,8,,6920999336384,08_Red dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.09625,0.09625,,,0.09625,,23.333333,23.333333,0,2025-12-04,2025-12-04,1,female,33,,,,,33,0.77,,3,,8,6,3
,,,,,,,,,,,,,,6,,6,,,,6,,6920999336384,08_Red dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.058333,0.058333,,,0.058333,,20.588235,20.588235,0,2025-12-04,2025-12-04,1,male,17,,,,,17,0.35,,5,,6,4,2
,,,,,,,,,,,,,,,,,,,,,,6920999336584,09_red lipstick_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,17.5,17.5,0,2025-12-04,2025-12-04,1,female,4,,,,,4,0.07,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920999336584,09_red lipstick_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.06,0.06,,,0.06,,30,30,0,2025-12-04,2025-12-04,1,male,2,,,,,2,0.06,,4,,1,,
,,,,,,,,,,,,,,3,,3,1,1,,2,,6920999336784,05_greendress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.1,0.1,0.3,,0.15,,30,37.5,0,2025-12-04,2025-12-04,1.25,female,10,,,,,8,0.3,1,5,1,2,2,2
,,,,,,,,,,,,,,1,,1,,,,1,,6920999336784,05_greendress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.04,0.04,,,0.04,,8,8,0,2025-12-04,2025-12-04,1,male,5,,,,,5,0.04,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,6920999336984,03_blackbodysuit_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-04,2025-12-04,1,male,1,,,,,1,0,,0,,,,
1,128,1,,34,9,9,128,1,1,2,2,,1,1011,,1011,16,14,1,961,1,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,34,"[{'action_type': 'subscribe_mobile_app', 'value': '56.01'}, {'action_type': 'subscribe_total', 'value': '56.01'}]",1.647353,"[{'action_type': 'outbound_click', 'value': '1.647353'}]",1.647353,6.223333,0.437578,56.01,0.055401,0.055401,3.500625,56.01,0.058283,1.647353,27.741456,30.440217,1.684002,2025-12-04,2025-12-04,1.097283,female,2019,1.684002,34,"[{'action_type': 'outbound_click', 'value': '34'}]","[{'action_type': 'outbound_click', 'value': '1.684002'}]",1840,56.01,103,5,97,870,540,353
,11,,1,9,2,2,11,,,,,,,263,1,263,6,4,,248,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,8,,1.547778,"[{'action_type': 'outbound_click', 'value': '1.547778'}]",1.547778,6.965,1.266364,,0.052966,0.052966,2.321667,,0.056169,1.74125,23.062914,24.875,1.324503,2025-12-04,2025-12-04,1.078571,male,604,1.490066,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '1.490066'}]",560,13.93,27,5,27,222,131,86
,,,,1,,,,,,,,,,11,,11,,,,10,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.59,"[{'action_type': 'outbound_click', 'value': '0.59'}]",0.59,,,,0.053636,0.053636,,,0.059,0.59,28.095238,29.5,4.761905,2025-12-04,2025-12-04,1.05,unknown,21,4.761905,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4.761905'}]",20,0.59,2,8,2,9,8,5
