action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,2,,,,,,2,,,,,,,,,,,,,,6908318943184,fwg_sliding,6908318942984,FB_iOS_Purchase_itoshi_fwgvariants,45-54,6897116451584,FB_iOS_Purchase_itoshi_v1_set2,0,,,,,,0,,,,,,,,,,,2025-11-23,2025-11-23,0,0,,,,,0,0,,,,,,
,11,,,,,,11,,,,,,,,,,,,,,6912302343584,04 creatydesign06_natural-looking_y2k,6912278892584,FB_iOS_Purchase_itoshi_splitscreen_191125,35-44,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,0,,,,,,0,,,,,,,,,,,2025-11-23,2025-11-23,0,0,,,,,0,0,,,,,,
,2,,,,,,2,,,,,,,,,,,,,,6912306130584,10 kimk-braids_Slayer,6912278892584,FB_iOS_Purchase_itoshi_splitscreen_191125,25-34,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,0,,,,,,0,,,,,,,,,,,2025-11-23,2025-11-23,0,0,,,,,0,0,,,,,,
,6,,,,,,6,,,,,,,,,,,,,,6912306130584,10 kimk-braids_Slayer,6912278892584,FB_iOS_Purchase_itoshi_splitscreen_191125,45-54,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,0,,,,,,0,,,,,,,,,,,2025-11-23,2025-11-23,0,0,,,,,0,0,,,,,,
,,,,,1,1,,,,,,,,,,,,,,,6913301788584,pose_arrestprank_2,6913294152984,FB_iOS_Purchase_itoshi_arrestprank_211125,18-24,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,0,,,,,,,,,,,,2025-11-23,2025-11-23,0,0,,,,,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,6913301788584,pose_arrestprank_2,6913294152984,FB_iOS_Purchase_itoshi_arrestprank_211125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,0.06,,,,,,,,20,20,0,2025-11-23,2025-11-23,1,3,,,,,3,0.06,,1,,,,
,1,,,,,,1,,,,,,,,,,,,,,6913301788584,pose_arrestprank_2,6913294152984,FB_iOS_Purchase_itoshi_arrestprank_211125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,0,,,,,,,,,,,2025-11-23,2025-11-23,0,0,,,,,0,0,,,,,,
,11,,,,1,1,11,,,,,,,,,,,,,,6913301788584,pose_arrestprank_2,6913294152984,FB_iOS_Purchase_itoshi_arrestprank_211125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,0,0,,,,,,,,,,,2025-11-23,2025-11-23,0,0,,,,,0,0,,,,,,
,,,,,,,,,,,,,3,,3,,,,3,,6913347654184,tyson_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,18-24,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.07,0.07,,,0.07,,30,30,0,2025-11-23,2025-11-23,1,7,,,,,7,0.21,,3,,3,2,
,,,,,,,,,,,,,3,,3,,,,3,,6913347654184,tyson_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,25-34,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.073333,0.073333,,,0.073333,,16.923077,16.923077,0,2025-11-23,2025-11-23,1,13,,,,,13,0.22,,2,,3,1,
