action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,1,,,,,,1,,,,,38,,38,1,1,,36,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),25-34,6920965699384,FB_iOS_Purchase_Rap_251203,1,,1.4,"[{'action_type': 'outbound_click', 'value': '1.4'}]",1.4,,,,0.036842,0.036842,1.4,,0.038889,1.4,13.461538,13.72549,0.961538,2025-12-10,2025-12-10,1.019608,104,0.961538,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.961538'}]",102,1.4,3,4,3,31,17,12
,4,,,,,,4,,,,,,,,122,,122,,,,122,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,1.2925,,0.042377,0.042377,,,0.042377,,14.899135,15.02907,0,2025-12-10,2025-12-10,1.008721,347,,,,,344,5.17,8,4,8,108,54,32
,17,,,4,2,2,17,,,,,,,,215,1,215,1,,,210,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),45-54,6920965699384,FB_iOS_Purchase_Rap_251203,5,,2.2025,"[{'action_type': 'outbound_click', 'value': '2.2025'}]",2.2025,4.405,0.518235,,0.040977,0.040977,8.81,,0.041952,1.762,19.577778,19.665179,1.111111,2025-12-10,2025-12-10,1.004464,450,0.888889,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '0.888889'}]",448,8.81,12,5,12,194,80,36
,1,,,2,,,1,,,1,,,,,50,,50,1,1,,47,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),55-64,6920965699384,FB_iOS_Purchase_Rap_251203,3,,0.945,"[{'action_type': 'outbound_click', 'value': '0.945'}]",0.945,,1.89,,0.0378,0.0378,1.89,,0.040213,0.63,20.769231,20.769231,3.296703,2025-12-10,2025-12-10,1,91,2.197802,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.197802'}]",91,1.89,4,5,4,43,18,11
,,,,,,,,,,,,,,,6,,6,,,,6,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.053333,0.053333,,,0.053333,,16,16,0,2025-12-10,2025-12-10,1,20,,,,,20,0.32,,2,,4,1,
,,,,,,,,,,,,,,,,,,,,,,,6920994402584,07_nose ring_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-10,2025-12-10,1,1,,,,,1,0.03,,,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994402784,09_red lipstick_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.03,0.03,,,0.03,,30,30,0,2025-12-10,2025-12-10,1,1,,,,,1,0.03,,3,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920994402784,09_red lipstick_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-10,2025-12-10,1,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.09,0.09,,,0.09,,90,90,0,2025-12-10,2025-12-10,1,1,,,,,1,0.09,,12,,1,1,1
,2,,,,,,2,,,,,,,,1,,1,,,,1,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,0.045,,0.09,0.09,,,0.09,,15,15,0,2025-12-10,2025-12-10,1,6,,,,,6,0.09,,3,,1,1,
,1,,,,,,1,,,,,,,,2,,2,,,,2,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,0.27,,0.135,0.135,,,0.135,,27,27,0,2025-12-10,2025-12-10,1,10,,,,,10,0.27,1,6,1,2,2,2
,1,,,,,,1,,,,,,,,,,,,,,,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,0.08,,,,,,,,20,20,0,2025-12-10,2025-12-10,1,4,,,,,4,0.08,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-10,2025-12-10,1,1,,,,,1,0.01,,,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994403184,01_black4_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-10,2025-12-10,1,1,,,,,1,0.01,,3,,,,
,2,,,,,,2,,,,,,,,7,,7,,,,7,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,0.215,,0.061429,0.061429,,,0.061429,,18.695652,18.695652,0,2025-12-10,2025-12-10,1,23,,,,,23,0.43,1,4,1,7,4,2
,46,,,4,2,2,46,,,4,,,,,152,,152,4,4,,144,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,4,"[{'action_type': 'start_trial_mobile_app', 'value': '8.42'}, {'action_type': 'start_trial_total', 'value': '8.42'}]",2.105,"[{'action_type': 'outbound_click', 'value': '2.105'}]",2.105,4.21,0.183043,,0.055395,0.055395,2.105,,0.058472,2.105,21.927083,23.454039,1.041667,2025-12-10,2025-12-10,1.069638,384,1.041667,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.041667'}]",359,8.42,23,4,21,139,73,55
2,225,1,,29,8,8,225,2,2,7,,,,2,744,,744,7,7,2,708,2,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,28,"[{'action_type': 'subscribe_mobile_app', 'value': '8.108'}, {'action_type': 'subscribe_total', 'value': '8.108'}, {'action_type': 'start_trial_mobile_app', 'value': '6.756667'}, {'action_type': 'start_trial_total', 'value': '6.756667'}]",1.397931,"[{'action_type': 'outbound_click', 'value': '1.397931'}]",1.397931,5.0675,0.180178,20.27,0.054489,0.054489,5.791429,20.27,0.05726,1.447857,23.298851,23.875147,1.609195,2025-12-10,2025-12-10,1.024735,1740,1.666667,29,"[{'action_type': 'outbound_click', 'value': '29'}]","[{'action_type': 'outbound_click', 'value': '1.666667'}]",1698,40.54,126,5,119,653,382,275
1,188,4,1,63,22,22,188,1,1,27,1,1,,1,1541,,1541,29,27,1,1449,1,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,62,"[{'action_type': 'subscribe_mobile_app', 'value': '28.39'}, {'action_type': 'subscribe_total', 'value': '28.39'}, {'action_type': 'start_trial_mobile_app', 'value': '42.585'}, {'action_type': 'start_trial_total', 'value': '42.585'}]",1.351905,"[{'action_type': 'outbound_click', 'value': '1.351905'}]",1.351905,3.871364,0.453032,85.17,0.055269,0.055269,2.936897,85.17,0.058778,1.37371,30.352815,30.892274,2.209551,2025-12-10,2025-12-10,1.017773,2806,2.245189,63,"[{'action_type': 'outbound_click', 'value': '63'}]","[{'action_type': 'outbound_click', 'value': '2.245189'}]",2757,85.17,271,6,257,1342,861,658
,170,2,,34,16,16,170,,,18,1,1,,,671,,671,19,18,,618,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,32,"[{'action_type': 'subscribe_mobile_app', 'value': '19.185'}, {'action_type': 'subscribe_total', 'value': '19.185'}, {'action_type': 'start_trial_mobile_app', 'value': '38.37'}, {'action_type': 'start_trial_total', 'value': '38.37'}]",1.128529,"[{'action_type': 'outbound_click', 'value': '1.128529'}]",1.128529,2.398125,0.225706,,0.057183,0.057183,2.019474,,0.062087,1.199063,37.180233,37.990099,3.100775,2025-12-10,2025-12-10,1.021782,1032,3.294574,34,"[{'action_type': 'outbound_click', 'value': '34'}]","[{'action_type': 'outbound_click', 'value': '3.294574'}]",1010,38.37,151,8,138,568,412,317
,7,,,4,,,7,,,2,,,,,91,,91,2,2,,85,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,4,,1.3075,"[{'action_type': 'outbound_click', 'value': '1.3075'}]",1.3075,,0.747143,,0.057473,0.057473,2.615,,0.061529,1.3075,35.578231,36.319444,2.721088,2025-12-10,2025-12-10,1.020833,147,2.721088,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '2.721088'}]",144,5.23,17,6,16,80,54,38
,,,,,,,,,,,,,,,,,,,,,,,6920994403784,11_yellow dress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-10,2025-12-10,1,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920994403984,08_Red dress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-10,2025-12-10,1,1,,,,,1,0.02,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994404184,04_fbg_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-12-10,2025-12-10,1,2,,,,,2,0.03,1,11,1,1,1,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994404184,04_fbg_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-10,2025-12-10,1,1,,,,,1,0.01,,6,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6920994404184,04_fbg_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,70,70,0,2025-12-10,2025-12-10,1,1,,,,,1,0.07,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994404384,05_greendress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.05,0.05,,,0.05,,50,50,0,2025-12-10,2025-12-10,1,1,,,,,1,0.05,,5,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6920994404384,05_greendress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,130,130,0,2025-12-10,2025-12-10,1,1,,,,,1,0.13,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920994404384,05_greendress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,28.333333,28.333333,0,2025-12-10,2025-12-10,1,6,,,,,6,0.17,,2,,,,
,,,,,,,,,,,,,,,2,,2,,,,2,,6920994404384,05_greendress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.06,0.06,,,0.06,,17.142857,20,0,2025-12-10,2025-12-10,1.166667,7,,,,,6,0.12,1,4,1,2,1,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994404384,05_greendress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.05,0.05,,,0.05,,25,25,0,2025-12-10,2025-12-10,1,2,,,,,2,0.05,,3,,1,,
,,,,,,,,,,1,,,,,9,,9,1,1,,8,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.033333,0.033333,0.3,,0.0375,,20,20,0,2025-12-10,2025-12-10,1,15,,,,,15,0.3,1,10,1,8,3,2
,8,,,1,1,1,8,,,,,,,,49,,49,,,,48,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,1,"[{'action_type': 'subscribe_mobile_app', 'value': '3.11'}, {'action_type': 'subscribe_total', 'value': '3.11'}, {'action_type': 'start_trial_mobile_app', 'value': '3.11'}, {'action_type': 'start_trial_total', 'value': '3.11'}]",3.11,"[{'action_type': 'outbound_click', 'value': '3.11'}]",3.11,3.11,0.38875,,0.063469,0.063469,,,0.064792,3.11,20.326797,20.733333,0.653595,2025-12-10,2025-12-10,1.02,153,0.653595,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.653595'}]",150,3.11,3,3,3,46,20,11
,183,,1,36,12,12,183,,,4,,,,,763,2,763,7,4,,720,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,37,"[{'action_type': 'subscribe_mobile_app', 'value': '8.845'}, {'action_type': 'subscribe_total', 'value': '8.845'}, {'action_type': 'start_trial_mobile_app', 'value': '8.845'}, {'action_type': 'start_trial_total', 'value': '8.845'}]",0.982778,"[{'action_type': 'outbound_click', 'value': '0.982778'}]",0.982778,2.948333,0.193333,,0.04637,0.04637,5.054286,,0.049139,0.956216,20.391931,21.3261,2.132565,2025-12-10,2025-12-10,1.045811,1735,2.074928,36,"[{'action_type': 'outbound_click', 'value': '36'}]","[{'action_type': 'outbound_click', 'value': '2.074928'}]",1659,35.38,82,4,80,621,311,183
4,870,2,,97,51,51,870,4,4,35,,,,4,2158,5,2158,40,35,4,2021,4,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,103,"[{'action_type': 'subscribe_mobile_app', 'value': '6.025'}, {'action_type': 'subscribe_total', 'value': '6.025'}, {'action_type': 'start_trial_mobile_app', 'value': '4.715217'}, {'action_type': 'start_trial_total', 'value': '4.715217'}]",1.118041,"[{'action_type': 'outbound_click', 'value': '1.118041'}]",1.118041,2.126471,0.124655,27.1125,0.050255,0.050255,2.71125,27.1125,0.053662,1.052913,24.845361,25.951184,2.359679,2025-12-10,2025-12-10,1.044508,4365,2.222222,97,"[{'action_type': 'outbound_click', 'value': '97'}]","[{'action_type': 'outbound_click', 'value': '2.222222'}]",4179,108.45,191,5,188,1793,893,529
,140,1,,27,9,9,140,,,9,1,1,,,663,2,663,12,9,,624,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,28,"[{'action_type': 'subscribe_mobile_app', 'value': '17.3'}, {'action_type': 'subscribe_total', 'value': '17.3'}, {'action_type': 'start_trial_mobile_app', 'value': '17.3'}, {'action_type': 'start_trial_total', 'value': '17.3'}]",1.281481,"[{'action_type': 'outbound_click', 'value': '1.281481'}]",1.281481,3.844444,0.247143,,0.052187,0.052187,2.883333,,0.055449,1.235714,28.547855,29.597947,2.310231,2025-12-10,2025-12-10,1.036784,1212,2.227723,27,"[{'action_type': 'outbound_click', 'value': '27'}]","[{'action_type': 'outbound_click', 'value': '2.227723'}]",1169,34.6,91,5,87,568,319,212
,9,,,4,,,9,,,1,,,,,83,,83,1,1,,78,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,4,,1.3525,"[{'action_type': 'outbound_click', 'value': '1.3525'}]",1.3525,,0.601111,,0.065181,0.065181,5.41,,0.069359,1.3525,35.592105,37.832168,2.631579,2025-12-10,2025-12-10,1.062937,152,2.631579,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '2.631579'}]",143,5.41,7,5,7,69,35,25
,,,,,,,,,,,,,,,,,,,,,,,6920995425784,03_Mike T_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-10,2025-12-10,1,1,,,,,1,0.03,,2,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920995425784,03_Mike T_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-12-10,2025-12-10,1,2,,,,,2,0.03,,18,,1,1,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6920995425784,03_Mike T_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.08,0.08,,,0.08,,20,20,0,2025-12-10,2025-12-10,1,4,,,,,4,0.08,,4,,1,1,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920995425984,05_Snoop_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-10,2025-12-10,1,1,,,,,1,0,,3,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920996505584,01_black4_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-10,2025-12-10,1,2,,,,,2,0.06,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920996505584,01_black4_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-10,2025-12-10,1,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920996506384,06_green hair_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-10,2025-12-10,1,1,,,,,1,0.02,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920996506384,06_green hair_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-10,2025-12-10,1,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920996506384,06_green hair_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-10,2025-12-10,1,1,,,,,1,0.03,,3,,,,
,,,,,,,,,,,,,,,2,,2,,,,2,,6920996506384,06_green hair_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.04,0.04,,,0.04,,40,40,0,2025-12-10,2025-12-10,1,2,,,,,2,0.08,,7,,1,1,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6920996506584,11_yellow dress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.06,0.06,,,0.06,,20,20,0,2025-12-10,2025-12-10,1,3,,,,,3,0.06,1,12,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6920996506584,11_yellow dress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-10,2025-12-10,1,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,,11,,11,,,,11,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,1,,,,,,,,0.1,0.1,,,0.1,1.1,42.307692,45.833333,3.846154,2025-12-10,2025-12-10,1.083333,26,,,,,24,1.1,1,3,1,10,1,1
,102,1,,9,9,9,102,,,7,,,,,287,1,287,8,7,,270,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,10,"[{'action_type': 'subscribe_mobile_app', 'value': '12.97'}, {'action_type': 'subscribe_total', 'value': '12.97'}, {'action_type': 'start_trial_mobile_app', 'value': '6.485'}, {'action_type': 'start_trial_total', 'value': '6.485'}]",1.441111,"[{'action_type': 'outbound_click', 'value': '1.441111'}]",1.441111,1.441111,0.127157,,0.045192,0.045192,1.62125,,0.048037,1.297,18.190743,19.017595,1.402525,2025-12-10,2025-12-10,1.045455,713,1.262272,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '1.262272'}]",682,12.97,31,4,30,235,152,108
,301,3,,51,17,17,301,,,15,,,,,1597,1,1597,16,15,,1530,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,52,"[{'action_type': 'subscribe_mobile_app', 'value': '13.506667'}, {'action_type': 'subscribe_total', 'value': '13.506667'}, {'action_type': 'start_trial_mobile_app', 'value': '16.208'}, {'action_type': 'start_trial_total', 'value': '16.208'}]",1.58902,"[{'action_type': 'outbound_click', 'value': '1.58902'}]",1.58902,4.767059,0.269236,,0.050745,0.050745,5.065,,0.052967,1.558462,22.368203,23.647505,1.435275,2025-12-10,2025-12-10,1.057193,3623,1.407673,51,"[{'action_type': 'outbound_click', 'value': '51'}]","[{'action_type': 'outbound_click', 'value': '1.407673'}]",3427,81.04,148,4,138,1356,779,546
,234,4,,51,24,24,234,,,19,,,,,1426,2,1426,21,19,,1354,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,52,"[{'action_type': 'subscribe_mobile_app', 'value': '35.47'}, {'action_type': 'subscribe_total', 'value': '35.47'}, {'action_type': 'start_trial_mobile_app', 'value': '23.646667'}, {'action_type': 'start_trial_total', 'value': '23.646667'}]",1.39098,"[{'action_type': 'outbound_click', 'value': '1.39098'}]",1.39098,2.955833,0.303162,,0.049748,0.049748,3.378095,,0.052393,1.364231,25.463029,27.169667,1.866475,2025-12-10,2025-12-10,1.067024,2786,1.830581,51,"[{'action_type': 'outbound_click', 'value': '51'}]","[{'action_type': 'outbound_click', 'value': '1.830581'}]",2611,70.94,176,5,168,1221,720,486
,55,,,8,5,5,55,,,1,,,,,271,,271,1,1,,262,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,9,"[{'action_type': 'subscribe_mobile_app', 'value': '17.94'}, {'action_type': 'subscribe_total', 'value': '17.94'}, {'action_type': 'start_trial_mobile_app', 'value': '17.94'}, {'action_type': 'start_trial_total', 'value': '17.94'}]",2.2425,"[{'action_type': 'outbound_click', 'value': '2.2425'}]",2.2425,3.588,0.326182,,0.066199,0.066199,17.94,,0.068473,1.993333,35.524752,37.142857,1.782178,2025-12-10,2025-12-10,1.045549,505,1.584158,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '1.584158'}]",483,17.94,46,6,44,237,155,113
,,,,,,,,,,1,,,,,44,,44,1,1,,43,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.040909,0.040909,1.8,,0.04186,,25.352113,26.086957,0,2025-12-10,2025-12-10,1.028986,71,,,,,69,1.8,5,6,4,39,25,21
,,,,,,,,,,,,,,,,,,,,,,,6920996507184,08_Red dress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,35,35,0,2025-12-10,2025-12-10,1,2,,,,,2,0.07,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920996507184,08_Red dress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-10,2025-12-10,1,2,,,,,2,0.02,,4,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6920996507184,08_Red dress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-10,2025-12-10,1,1,,,,,1,0.02,,1,,,,
