action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,6,1,,4,,,6,,,,,,50,,50,,,,46,,6917505479784,06 fbg og - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,4,,0.835,"[{'action_type': 'outbound_click', 'value': '0.835'}]",0.835,,0.556667,,0.0668,0.0668,,,0.072609,0.835,39.761905,39.761905,4.761905,2025-12-03,2025-12-03,1,84,4.761905,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '4.761905'}]",84,3.34,6,5,5,44,25,18
,,,,,,,,,,,,,13,,13,,,,13,,6917505479784,06 fbg og - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,65+,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.036923,0.036923,,,0.036923,,16.551724,17.142857,0,2025-12-03,2025-12-03,1.035714,29,,,,,28,0.48,1,4,1,13,5,3
,,,,1,,,,,,,,,9,,9,1,1,,7,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,1.49,"[{'action_type': 'outbound_click', 'value': '1.49'}]",1.49,,,,0.165556,0.165556,1.49,,0.212857,1.49,26.607143,27.090909,1.785714,2025-12-03,2025-12-03,1.018182,56,1.785714,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.785714'}]",55,1.49,,2,,7,2,1
,14,,,7,2,2,14,,,,,,255,,255,,,,248,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,7,,1.795714,"[{'action_type': 'outbound_click', 'value': '1.795714'}]",1.795714,6.285,0.897857,,0.049294,0.049294,,,0.050685,1.795714,13.737705,14.091928,0.765027,2025-12-03,2025-12-03,1.025785,915,0.765027,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '0.765027'}]",892,12.57,24,3,23,202,90,55
1,105,,,12,2,2,105,1,1,,,1,260,,260,1,1,1,247,1,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,12,,1.044167,"[{'action_type': 'outbound_click', 'value': '1.044167'}]",1.044167,6.265,0.119333,12.53,0.048192,0.048192,12.53,12.53,0.050729,1.044167,15.701754,16.336375,1.503759,2025-12-03,2025-12-03,1.040417,798,1.503759,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '1.503759'}]",767,12.53,24,4,21,208,103,61
,,,,1,1,1,,,,,,,69,,69,,,,68,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,4.25,"[{'action_type': 'outbound_click', 'value': '4.25'}]",4.25,4.25,,,0.061594,0.061594,,,0.0625,4.25,22.368421,22.727273,0.526316,2025-12-03,2025-12-03,1.016043,190,0.526316,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.526316'}]",187,4.25,10,4,10,60,28,18
,,,,,,,,,,,,,9,,9,,,,9,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.061111,0.061111,,,0.061111,,20.37037,22,0,2025-12-03,2025-12-03,1.08,27,,,,,25,0.55,,3,,9,2,1
,,,,,,,,,,,,,2,,2,,,,2,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,65+,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.04,0.04,,,0.04,,13.333333,13.333333,0,2025-12-03,2025-12-03,1,6,,,,,6,0.08,,4,,2,1,1
,,,,,,,,,,,,,,,,,,,,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,20,20,0,2025-12-03,2025-12-03,1,2,,,,,2,0.04,,1,,,,
,,,,,,,,,,,,,2,,2,,,,2,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.12,0.12,,,0.12,,34.285714,34.285714,0,2025-12-03,2025-12-03,1,7,,,,,7,0.24,1,5,1,2,2,1
,,,,,,,,,,,,,2,,2,,,,2,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.055,0.055,,,0.055,,36.666667,36.666667,0,2025-12-03,2025-12-03,1,3,,,,,3,0.11,,5,,2,,
,,,,,,,,,,,,,1,,1,,,,1,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.04,0.04,,,0.04,,20,20,0,2025-12-03,2025-12-03,1,2,,,,,2,0.04,,4,,1,,
,,,,,,,,,,,,,1,,1,,,,1,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.06,0.06,,,0.06,,30,30,0,2025-12-03,2025-12-03,1,2,,,,,2,0.06,,7,,1,1,1
,,,,,,,,,,,,,,,,,,,,,6917505481384,01 Esha - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,20,20,0,2025-12-03,2025-12-03,1,1,,,,,1,0.02,,,,,,
,,,,,,,,,,,,,,,,,,,,,6917505481384,01 Esha - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-12-03,2025-12-03,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6917505481384,01 Esha - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.07,0.07,,,0.07,,70,70,0,2025-12-03,2025-12-03,1,1,,,,,1,0.07,1,14,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,6917505481584,02 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,20,20,0,2025-12-03,2025-12-03,1,1,,,,,1,0.02,,3,,,,
,,,,,,,,,,,,,,,,,,,,,6917505481584,02 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,20,20,0,2025-12-03,2025-12-03,1,2,,,,,2,0.04,,2,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6917505481584,02 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.04,0.04,,,0.04,,40,40,0,2025-12-03,2025-12-03,1,1,,,,,1,0.04,,3,,,,
,,,,,,,,,,,,,,,,,,,,,6917505481784,03 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-12-03,2025-12-03,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6917505481784,03 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-12-03,2025-12-03,1,1,,,,,1,0.01,,0,,,,
,8,,,2,,,8,,,,,,56,,56,,,,54,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,3,,1.67,"[{'action_type': 'outbound_click', 'value': '1.67'}]",1.67,,0.4175,,0.059643,0.059643,,,0.061852,1.113333,15.045045,15.251142,1.351351,2025-12-03,2025-12-03,1.013699,222,0.900901,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.900901'}]",219,3.34,8,3,8,48,25,16
,26,,,10,1,1,26,,,,,,464,,464,2,2,,452,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,10,,2.189,"[{'action_type': 'outbound_click', 'value': '2.189'}]",2.189,21.89,0.841923,,0.047177,0.047177,10.945,,0.048429,2.189,14.820582,14.911444,0.677048,2025-12-03,2025-12-03,1.006131,1477,0.677048,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '0.677048'}]",1468,21.89,42,3,39,406,183,104
,71,,1,18,3,3,71,,,1,1,,974,,974,4,2,,952,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,18,,2.693889,"[{'action_type': 'outbound_click', 'value': '2.693889'}]",2.693889,16.163333,0.682958,,0.049784,0.049784,12.1225,,0.050935,2.693889,19.083038,19.552419,0.708383,2025-12-03,2025-12-03,1.024597,2541,0.708383,18,"[{'action_type': 'outbound_click', 'value': '18'}]","[{'action_type': 'outbound_click', 'value': '0.708383'}]",2480,48.49,116,4,110,870,402,239
,40,,,18,7,7,40,,,,,,505,,505,8,8,,479,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,18,,1.563889,"[{'action_type': 'outbound_click', 'value': '1.563889'}]",1.563889,4.021429,0.70375,,0.055743,0.055743,3.51875,,0.058768,1.563889,26.456767,26.912046,1.691729,2025-12-03,2025-12-03,1.017208,1064,1.691729,18,"[{'action_type': 'outbound_click', 'value': '18'}]","[{'action_type': 'outbound_click', 'value': '1.691729'}]",1046,28.15,61,5,59,432,224,128
,8,,,3,,,8,,,,,,97,,97,,,,94,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,3,,2.17,"[{'action_type': 'outbound_click', 'value': '2.17'}]",2.17,,0.81375,,0.067113,0.067113,,,0.069255,2.17,34.444444,35.380435,1.587302,2025-12-03,2025-12-03,1.027174,189,1.587302,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.587302'}]",184,6.51,15,6,14,91,58,37
,,,,,,,,,,,,,18,,18,,,,18,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,65+,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.060556,0.060556,,,0.060556,,22.244898,22.708333,0,2025-12-03,2025-12-03,1.020833,49,,,,,48,1.09,1,4,1,17,5,3
,,,,,,,,,,,,,,,,,,,,,6917505482184,08 aiartist3 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,15,15,0,2025-12-03,2025-12-03,1,2,,,,,2,0.03,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6917505482184,08 aiartist3 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,116.666667,116.666667,0,2025-12-03,2025-12-03,1,3,,,,,3,0.35,,2,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6917505482184,08 aiartist3 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.31,0.31,,,0.31,,62,62,0,2025-12-03,2025-12-03,1,5,,,,,5,0.31,,5,,1,1,1
,,,,,,,,,,,,,1,,1,,,,1,,6917505482184,08 aiartist3 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.06,0.06,,,0.06,,20,20,0,2025-12-03,2025-12-03,1,3,,,,,3,0.06,,7,,1,1,
,,,,,,,,,,,,,,,,,,,,,6917505482184,08 aiartist3 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,40,40,0,2025-12-03,2025-12-03,1,1,,,,,1,0.04,,2,,,,
,,,,,,,,,,,,,,,,,,,,,6920196825784,01_black4_Big energy,6920175379584,Test_F_BigEnergy,45-54,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,0,0,0,2025-12-03,2025-12-03,1,1,,,,,1,0,,,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6920199274584,02_blackNew_Big energy,6920175379584,Test_F_BigEnergy,25-34,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.01,0.01,,,0.01,,5,5,0,2025-12-03,2025-12-03,1,2,,,,,2,0.01,,4,,1,1,
,,,,,,,,,,,,,1,,1,,,,1,,6920199274584,02_blackNew_Big energy,6920175379584,Test_F_BigEnergy,45-54,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-03,2025-12-03,1,1,,,,,1,0.01,1,39,1,1,1,1
,,,,,,,,,,,,,1,,1,,,,1,,6920199274584,02_blackNew_Big energy,6920175379584,Test_F_BigEnergy,55-64,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-03,2025-12-03,1,1,,,,,1,0.01,,5,,1,,
,,,,,,,,,,,,,,,,,,,,,6920199274584,02_blackNew_Big energy,6920175379584,Test_F_BigEnergy,65+,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,10,10,0,2025-12-03,2025-12-03,1,1,,,,,1,0.01,,1,,,,
,,,,2,,,,,,,,,41,,41,,,,39,,6920199460384,03_blackbodysuit_Big energy,6920175379584,Test_F_BigEnergy,18-24,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,2,,0.665,"[{'action_type': 'outbound_click', 'value': '0.665'}]",0.665,,,,0.032439,0.032439,,,0.034103,0.665,10.152672,11.176471,1.526718,2025-12-03,2025-12-03,1.10084,131,1.526718,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.526718'}]",119,1.33,5,3,5,35,20,12
1,47,,,21,4,4,47,1,1,1,1,1,246,1,246,3,1,1,222,1,6920199460384,03_blackbodysuit_Big energy,6920175379584,Test_F_BigEnergy,25-34,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,21,"[{'action_type': 'subscribe_mobile_app', 'value': '5.77'}, {'action_type': 'subscribe_total', 'value': '5.77'}]",0.274762,"[{'action_type': 'outbound_click', 'value': '0.274762'}]",0.274762,1.4425,0.122766,5.77,0.023455,0.023455,1.923333,5.77,0.025991,0.274762,9.129747,9.965458,3.322785,2025-12-03,2025-12-03,1.091537,632,3.322785,21,"[{'action_type': 'outbound_click', 'value': '21'}]","[{'action_type': 'outbound_click', 'value': '3.322785'}]",579,5.77,22,4,21,199,95,59
,183,,,64,20,20,183,,,,,,1125,1,1125,6,5,,1055,,6920199460384,03_blackbodysuit_Big energy,6920175379584,Test_F_BigEnergy,35-44,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,59,,0.349219,"[{'action_type': 'outbound_click', 'value': '0.349219'}]",0.349219,1.1175,0.122131,,0.019867,0.019867,3.725,,0.021185,0.378814,9.077985,9.675325,2.396426,2025-12-03,2025-12-03,1.065801,2462,2.599513,64,"[{'action_type': 'outbound_click', 'value': '64'}]","[{'action_type': 'outbound_click', 'value': '2.599513'}]",2310,22.35,121,5,110,950,469,312
1,220,,,75,21,21,220,1,1,,,1,1745,4,1745,26,22,1,1644,1,6920199460384,03_blackbodysuit_Big energy,6920175379584,Test_F_BigEnergy,45-54,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,72,"[{'action_type': 'subscribe_mobile_app', 'value': '35.93'}, {'action_type': 'subscribe_total', 'value': '35.93'}]",0.479067,"[{'action_type': 'outbound_click', 'value': '0.479067'}]",0.479067,1.710952,0.163318,35.93,0.02059,0.02059,1.381923,35.93,0.021855,0.499028,10.991129,11.508648,2.202508,2025-12-03,2025-12-03,1.047085,3269,2.29428,75,"[{'action_type': 'outbound_click', 'value': '75'}]","[{'action_type': 'outbound_click', 'value': '2.29428'}]",3122,35.93,206,6,192,1501,846,564
,158,2,,68,22,22,158,,,,,,921,1,921,18,17,,835,,6920199460384,03_blackbodysuit_Big energy,6920175379584,Test_F_BigEnergy,55-64,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,64,,0.261618,"[{'action_type': 'outbound_click', 'value': '0.261618'}]",0.261618,0.808636,0.112595,,0.019316,0.019316,0.988333,,0.021305,0.277969,13.119469,13.716268,4.719764,2025-12-03,2025-12-03,1.04549,1356,5.014749,68,"[{'action_type': 'outbound_click', 'value': '68'}]","[{'action_type': 'outbound_click', 'value': '5.014749'}]",1297,17.79,165,7,148,780,517,372
,,,,1,1,1,,,,,,,95,,95,2,2,,92,,6920199460384,03_blackbodysuit_Big energy,6920175379584,Test_F_BigEnergy,65+,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,1.84,"[{'action_type': 'outbound_click', 'value': '1.84'}]",1.84,1.84,,,0.019368,0.019368,0.92,,0.02,1.84,11.428571,11.948052,0.621118,2025-12-03,2025-12-03,1.045455,161,0.621118,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.621118'}]",154,1.84,8,4,8,83,33,24
,,,,,,,,,,,,,1,,1,,,,1,,6920200299984,04_fbg_Big energy,6920175379584,Test_F_BigEnergy,18-24,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-03,2025-12-03,1,1,,,,,1,0,,11,,1,1,1
,,,,,,,,,,,,,1,,1,,,,1,,6920200299984,04_fbg_Big energy,6920175379584,Test_F_BigEnergy,25-34,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.07,0.07,,,0.07,,14,14,0,2025-12-03,2025-12-03,1,5,,,,,5,0.07,,1,,,,
,,,,,,,,,,,,,3,,3,,,,3,,6920200299984,04_fbg_Big energy,6920175379584,Test_F_BigEnergy,35-44,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.023333,0.023333,,,0.023333,,10,10,0,2025-12-03,2025-12-03,1,7,,,,,7,0.07,,5,,3,3,2
,,,,,,,,,,,,,2,,2,,,,2,,6920200299984,04_fbg_Big energy,6920175379584,Test_F_BigEnergy,45-54,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-03,2025-12-03,1,2,,,,,2,0.02,,5,,2,,
,,,,,,,,,,,,,,,,,,,,,6920200299984,04_fbg_Big energy,6920175379584,Test_F_BigEnergy,55-64,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,10,10,0,2025-12-03,2025-12-03,1,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,6920201298984,05_greendress_Big energy,6920175379584,Test_F_BigEnergy,18-24,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,20,20,0,2025-12-03,2025-12-03,1,1,,,,,1,0.02,,1,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6920201298984,05_greendress_Big energy,6920175379584,Test_F_BigEnergy,25-34,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.03,0.03,,,0.03,,6,7.5,0,2025-12-03,2025-12-03,1.25,5,,,,,4,0.03,1,6,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,6920201298984,05_greendress_Big energy,6920175379584,Test_F_BigEnergy,35-44,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,10,10,0,2025-12-03,2025-12-03,1,2,,,,,2,0.02,,1,,,,
,7,,,,1,1,7,,,,,,13,,13,,,,13,,6920202402984,06_green hair_Big energy,6920175379584,Test_F_BigEnergy,18-24,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,0.55,0.078571,,0.042308,0.042308,,,0.042308,,12.790698,12.790698,0,2025-12-03,2025-12-03,1,43,,,,,43,0.55,1,3,1,12,2,2
,33,,,12,1,1,33,,,,,,116,,116,2,2,,102,,6920202402984,06_green hair_Big energy,6920175379584,Test_F_BigEnergy,25-34,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,9,,0.229167,"[{'action_type': 'outbound_click', 'value': '0.229167'}]",0.229167,2.75,0.083333,,0.023707,0.023707,1.375,,0.026961,0.305556,9.385666,10.223048,3.071672,2025-12-03,2025-12-03,1.089219,293,4.095563,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '4.095563'}]",269,2.75,11,4,10,92,46,32
,4,,,5,1,1,4,,,1,1,,105,,105,1,,,99,,6920202402984,06_green hair_Big energy,6920175379584,Test_F_BigEnergy,35-44,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,6,,0.514,"[{'action_type': 'outbound_click', 'value': '0.514'}]",0.514,2.57,0.6425,,0.024476,0.024476,2.57,,0.02596,0.428333,8.453947,8.624161,1.973684,2025-12-03,2025-12-03,1.020134,304,1.644737,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.644737'}]",298,2.57,7,4,6,88,46,24
,4,,,2,1,1,4,,,,,,72,,72,,,,70,,6920202402984,06_green hair_Big energy,6920175379584,Test_F_BigEnergy,45-54,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,2,,0.73,"[{'action_type': 'outbound_click', 'value': '0.73'}]",0.73,1.46,0.365,,0.020278,0.020278,,,0.020857,0.73,10.428571,10.977444,1.428571,2025-12-03,2025-12-03,1.052632,140,1.428571,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.428571'}]",133,1.46,12,5,10,66,34,22
,2,,,1,,,2,,,,,,22,,22,1,1,,20,,6920202402984,06_green hair_Big energy,6920175379584,Test_F_BigEnergy,55-64,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,0.41,"[{'action_type': 'outbound_click', 'value': '0.41'}]",0.41,,0.205,,0.018636,0.018636,0.41,,0.0205,0.41,9.534884,9.761905,2.325581,2025-12-03,2025-12-03,1.02381,43,2.325581,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.325581'}]",42,0.41,1,4,1,20,6,4
,,1,,2,,,,,,,,,5,,5,,,,3,,6920202402984,06_green hair_Big energy,6920175379584,Test_F_BigEnergy,65+,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,0.085,"[{'action_type': 'outbound_click', 'value': '0.085'}]",0.085,,,,0.034,0.034,,,0.056667,0.17,15.454545,17,9.090909,2025-12-03,2025-12-03,1.1,11,18.181818,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '18.181818'}]",10,0.17,,3,,3,1,1
,,,,,,,,,,,,,,,,,,,,,6920208797384,07_nose ring_Big energy,6920175379584,Test_F_BigEnergy,35-44,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,0,0,0,2025-12-03,2025-12-03,1,1,,,,,1,0,,2,,,,
,,,,1,,,,,,,,,2,,2,,,,1,,6920208797384,07_nose ring_Big energy,6920175379584,Test_F_BigEnergy,45-54,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,0.01,"[{'action_type': 'outbound_click', 'value': '0.01'}]",0.01,,,,0.005,0.005,,,0.01,0.01,10,10,100,2025-12-03,2025-12-03,1,1,100,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '100'}]",1,0.01,,6,,1,,
,,,,,,,,,,,,,,,,,,,,,6920208797384,07_nose ring_Big energy,6920175379584,Test_F_BigEnergy,65+,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,0,0,0,2025-12-03,2025-12-03,1,1,,,,,1,0,,2,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6920210745384,09_red lipstick_Big energy,6920175379584,Test_F_BigEnergy,18-24,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.05,0.05,,,0.05,,25,25,0,2025-12-03,2025-12-03,1,2,,,,,2,0.05,,3,,,,
,,,,,,,,,,,,,3,,3,,,,3,,6920210745384,09_red lipstick_Big energy,6920175379584,Test_F_BigEnergy,25-34,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.073333,0.073333,,,0.073333,,24.444444,24.444444,0,2025-12-03,2025-12-03,1,9,,,,,9,0.22,,2,,1,,
,,,,,,,,,,,,,3,,3,,,,3,,6920210745384,09_red lipstick_Big energy,6920175379584,Test_F_BigEnergy,35-44,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.056667,0.056667,,,0.056667,,24.285714,28.333333,0,2025-12-03,2025-12-03,1.166667,7,,,,,6,0.17,,2,,2,,
,,,,,,,,,,,,,1,,1,,,,1,,6920210745384,09_red lipstick_Big energy,6920175379584,Test_F_BigEnergy,45-54,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.17,0.17,,,0.17,,17,18.888889,0,2025-12-03,2025-12-03,1.111111,10,,,,,9,0.17,,2,,1,,
