action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_block,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,,36,,36,,,,36,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.045556,0.045556,,,0.045556,,14.385965,14.513274,0,2025-12-12,2025-12-12,1.00885,male,114,,,,,113,1.64,3,3,3,33,14,10
,,,,,,,,,,,,,,,,2,,2,,,,2,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.015,0.015,,,0.015,,15,15,0,2025-12-12,2025-12-12,1,unknown,2,,,,,2,0.03,,7,,1,1,1
,5,,,2,1,1,5,,,,,,,,,28,,28,,,,26,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,4,"[{'action_type': 'subscribe_mobile_app', 'value': '2.54'}, {'action_type': 'subscribe_total', 'value': '2.54'}, {'action_type': 'start_trial_mobile_app', 'value': '2.54'}, {'action_type': 'start_trial_total', 'value': '2.54'}]",1.27,"[{'action_type': 'outbound_click', 'value': '1.27'}]",1.27,2.54,0.508,,0.090714,0.090714,,,0.097692,0.635,16.493506,18.014184,2.597403,2025-12-12,2025-12-12,1.092199,female,154,1.298701,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.298701'}]",141,2.54,3,2,3,26,7,4
,106,,,17,6,6,106,,,,2,,,,,344,,344,2,2,,325,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,20,"[{'action_type': 'subscribe_mobile_app', 'value': '14.965'}, {'action_type': 'subscribe_total', 'value': '14.965'}, {'action_type': 'start_trial_mobile_app', 'value': '9.976667'}, {'action_type': 'start_trial_total', 'value': '9.976667'}]",1.760588,"[{'action_type': 'outbound_click', 'value': '1.760588'}]",1.760588,4.988333,0.282358,,0.087006,0.087006,14.965,,0.092092,1.4965,19.900266,20.900838,1.329787,2025-12-12,2025-12-12,1.050279,male,1504,1.130319,17,"[{'action_type': 'outbound_click', 'value': '17'}]","[{'action_type': 'outbound_click', 'value': '1.130319'}]",1432,29.93,36,5,35,277,139,87
,,,,,,,,,,,,,,,,4,,4,,,,4,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.075,0.075,,,0.075,,18.75,21.428571,0,2025-12-12,2025-12-12,1.142857,unknown,16,,,,,14,0.3,1,3,1,3,1,1
,,,,,,,,,,,,,,,,5,,5,,,,5,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.05,0.05,,,0.05,,16.666667,16.666667,0,2025-12-12,2025-12-12,1,female,15,,,,,15,0.25,,2,,4,1,
,,,,1,,,,,,,,,,,,42,,42,,,,41,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,3.25,"[{'action_type': 'outbound_click', 'value': '3.25'}]",3.25,,,,0.077381,0.077381,,,0.079268,3.25,17.567568,18.361582,0.540541,2025-12-12,2025-12-12,1.045198,male,185,0.540541,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.540541'}]",177,3.25,4,2,4,34,13,9
,,,,,,,,,,,,,,,,,,,,,,,,6924708943784,01 Morgan_dropit,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,15,15,0,2025-12-12,2025-12-12,1,male,2,,,,,2,0.03,,1,,,,
,16,,1,15,2,2,16,,,,7,,,,,350,3,350,11,7,,324,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,18,,1.024,"[{'action_type': 'outbound_click', 'value': '1.024'}]",1.024,7.68,0.96,,0.043886,0.043886,1.396364,,0.047407,0.853333,15.93361,16.587473,1.86722,2025-12-12,2025-12-12,1.041037,female,964,1.556017,15,"[{'action_type': 'outbound_click', 'value': '15'}]","[{'action_type': 'outbound_click', 'value': '1.556017'}]",926,15.36,47,4,43,274,141,81
1,211,2,1,53,15,15,211,1,1,,35,,,,1,1572,7,1572,43,35,1,1476,1,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,78,"[{'action_type': 'subscribe_mobile_app', 'value': '12.03'}, {'action_type': 'subscribe_total', 'value': '12.03'}, {'action_type': 'start_trial_mobile_app', 'value': '12.03'}, {'action_type': 'start_trial_total', 'value': '12.03'}]",1.361887,"[{'action_type': 'outbound_click', 'value': '1.361887'}]",1.361887,4.812,0.342085,72.18,0.045916,0.045916,1.678605,72.18,0.048902,0.925385,14.959585,15.86025,1.61658,2025-12-12,2025-12-12,1.060207,male,4825,1.098446,53,"[{'action_type': 'outbound_click', 'value': '53'}]","[{'action_type': 'outbound_click', 'value': '1.098446'}]",4551,72.18,145,3,143,1292,643,367
,,,,,,,,,,,,,,,,11,,11,,,,11,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,,,,,,,0.027273,0.027273,,,0.027273,0.3,13.043478,13.043478,4.347826,2025-12-12,2025-12-12,1,unknown,23,,,,,23,0.3,3,6,3,10,7,6
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924713760384,02 Morgan_paris,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-12,2025-12-12,1,male,2,,,,,2,0.02,1,19,1,1,1,1
,143,,,25,12,12,143,,,,11,,,,,459,2,459,13,11,,421,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,26,"[{'action_type': 'subscribe_mobile_app', 'value': '10.215'}, {'action_type': 'subscribe_total', 'value': '10.215'}, {'action_type': 'start_trial_mobile_app', 'value': '6.81'}, {'action_type': 'start_trial_total', 'value': '6.81'}]",0.8172,"[{'action_type': 'outbound_click', 'value': '0.8172'}]",0.8172,1.7025,0.142867,,0.04451,0.04451,1.571538,,0.048527,0.785769,19.531549,20.368893,2.48566,2025-12-12,2025-12-12,1.042871,female,1046,2.390057,25,"[{'action_type': 'outbound_click', 'value': '25'}]","[{'action_type': 'outbound_click', 'value': '2.390057'}]",1003,20.43,36,4,33,362,146,82
,176,1,,51,14,14,176,,,,7,,,,,1224,,1224,7,7,,1166,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,52,"[{'action_type': 'subscribe_mobile_app', 'value': '12.132'}, {'action_type': 'subscribe_total', 'value': '12.132'}, {'action_type': 'start_trial_mobile_app', 'value': '12.132'}, {'action_type': 'start_trial_total', 'value': '12.132'}]",1.189412,"[{'action_type': 'outbound_click', 'value': '1.189412'}]",1.189412,4.332857,0.344659,,0.049559,0.049559,8.665714,,0.052024,1.166538,16.715349,17.391055,1.432902,2025-12-12,2025-12-12,1.040424,male,3629,1.405346,51,"[{'action_type': 'outbound_click', 'value': '51'}]","[{'action_type': 'outbound_click', 'value': '1.405346'}]",3488,60.66,99,4,95,1024,513,265
,,,,,,,,,,,,,,,,7,,7,,,,7,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.06,0.06,,,0.06,,14,14.482759,0,2025-12-12,2025-12-12,1.034483,unknown,30,,,,,29,0.42,,3,,7,4,1
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924715827784,06 Morgan_gthang,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-12-12,2025-12-12,1,male,2,,,,,2,0.03,,7,,1,1,1
,112,1,,51,13,13,112,,,1,16,3,3,,,1178,2,1178,21,16,,1106,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,68,"[{'action_type': 'subscribe_mobile_app', 'value': '26.27'}, {'action_type': 'subscribe_total', 'value': '26.27'}, {'action_type': 'start_trial_mobile_app', 'value': '26.27'}, {'action_type': 'start_trial_total', 'value': '26.27'}]",1.545294,"[{'action_type': 'outbound_click', 'value': '1.545294'}]",1.545294,6.062308,0.703661,,0.066902,0.066902,3.752857,,0.071257,1.158971,20.285714,21.100402,1.750322,2025-12-12,2025-12-12,1.040161,female,3885,1.312741,51,"[{'action_type': 'outbound_click', 'value': '51'}]","[{'action_type': 'outbound_click', 'value': '1.312741'}]",3735,78.81,130,3,127,988,466,282
,,,,3,,,,,,,2,,,2,,119,,119,4,4,,112,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,5,,2.696667,"[{'action_type': 'outbound_click', 'value': '2.696667'}]",2.696667,,,,0.067983,0.067983,2.0225,,0.072232,1.618,18.901869,19.683698,1.168224,2025-12-12,2025-12-12,1.041363,male,428,0.700935,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.700935'}]",411,8.09,12,3,12,104,49,32
,,,,,,,,,,,,,,,,7,,7,,,,7,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.08,0.08,,,0.08,,16,16.969697,0,2025-12-12,2025-12-12,1.060606,unknown,35,,,,,33,0.56,,2,,7,,
,,,,,,,,,,,,,,,,,,,,,,,,6924716446184,04 Prerna_fancy,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,20,20,0,2025-12-12,2025-12-12,1,female,1,,,,,1,0.02,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924717255784,02 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,20,20,0,2025-12-12,2025-12-12,1,male,1,,,,,1,0.02,,1,,,,
,51,1,,13,4,4,51,,,,1,,,,,316,,316,1,1,,302,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,12,,1.374615,"[{'action_type': 'outbound_click', 'value': '1.374615'}]",1.374615,4.4675,0.350392,,0.056551,0.056551,17.87,,0.059172,1.489167,17.051527,17.941767,1.145038,2025-12-12,2025-12-12,1.052209,female,1048,1.240458,13,"[{'action_type': 'outbound_click', 'value': '13'}]","[{'action_type': 'outbound_click', 'value': '1.240458'}]",996,17.87,36,4,32,264,128,78
,,,,2,,,,,,,,,,,,21,,21,,,,19,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,3,,0.525,"[{'action_type': 'outbound_click', 'value': '0.525'}]",0.525,,,,0.05,0.05,,,0.055263,0.35,15.909091,16.935484,4.545455,2025-12-12,2025-12-12,1.064516,male,66,3.030303,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '3.030303'}]",62,1.05,3,3,2,18,7,6
,,,,,,,,,,,,,,,,2,,2,,,,2,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.16,0.16,,,0.16,,45.714286,45.714286,0,2025-12-12,2025-12-12,1,unknown,7,,,,,7,0.32,,2,,2,,
,207,,,34,11,11,207,,,,5,1,1,,,677,,677,6,5,,637,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,37,"[{'action_type': 'subscribe_mobile_app', 'value': '7.895714'}, {'action_type': 'subscribe_total', 'value': '7.895714'}, {'action_type': 'start_trial_mobile_app', 'value': '7.895714'}, {'action_type': 'start_trial_total', 'value': '7.895714'}]",1.625588,"[{'action_type': 'outbound_click', 'value': '1.625588'}]",1.625588,5.024545,0.267005,,0.08164,0.08164,9.211667,,0.086766,1.493784,21.67451,23.340372,1.45098,2025-12-12,2025-12-12,1.076858,female,2550,1.333333,34,"[{'action_type': 'outbound_click', 'value': '34'}]","[{'action_type': 'outbound_click', 'value': '1.333333'}]",2368,55.27,84,4,82,571,314,187
,9,,,1,,,9,,,,2,1,1,,,112,,112,3,2,,108,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,6.89,"[{'action_type': 'outbound_click', 'value': '6.89'}]",6.89,,0.765556,,0.061518,0.061518,2.296667,,0.063796,6.89,19.62963,20.81571,0.2849,2025-12-12,2025-12-12,1.060423,male,351,0.2849,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.2849'}]",331,6.89,13,5,13,97,46,25
,2,,,1,,,2,,,,1,,,,,16,,16,1,1,,14,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.84,"[{'action_type': 'outbound_click', 'value': '0.84'}]",0.84,,0.42,,0.0525,0.0525,0.84,,0.06,0.84,21.538462,22.105263,2.564103,2025-12-12,2025-12-12,1.026316,unknown,39,2.564103,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.564103'}]",38,0.84,,4,,11,7,3
,,,,,,,,,,,,,,,,,,,,,,,,6924720140184,04 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-12,2025-12-12,1,female,2,,,,,2,0.02,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.05,0.05,,,0.05,,50,50,0,2025-12-12,2025-12-12,1,male,1,,,,,1,0.05,,6,,1,,
,1,,,,,,1,,,,,,,,,,,,,,,,,6925372388984,02 Morgan_ginjuice_bollarmarket2,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,0,,,,,,,,,,,2025-12-12,2025-12-12,0,male,0,,,,,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,,,6925372726784,04 Morgan_ginjuice_redcar2,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,0,,,,,,,,,,,2025-12-12,2025-12-12,0,female,0,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6925374916984,02black04_gasstation_1,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,10,10,0,2025-12-12,2025-12-12,1,female,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6925374916984,02black04_gasstation_1,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,10,10,0,2025-12-12,2025-12-12,1,male,1,,,,,1,0.01,,1,,,,
,9,1,,4,,,9,,,,,,,,,103,,103,,,,99,,6925375114184,03black04_gasstation2,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,5,,1.99,"[{'action_type': 'outbound_click', 'value': '1.99'}]",1.99,,0.884444,,0.077282,0.077282,,,0.080404,1.592,22.172702,23.620178,1.392758,2025-12-12,2025-12-12,1.065282,female,359,1.114206,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.114206'}]",337,7.96,13,3,13,90,39,27
,7,,,4,2,2,7,,,,3,,,,,48,,48,3,3,,41,,6925375114184,03black04_gasstation2,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,4,"[{'action_type': 'subscribe_mobile_app', 'value': '4.88'}, {'action_type': 'subscribe_total', 'value': '4.88'}, {'action_type': 'start_trial_mobile_app', 'value': '4.88'}, {'action_type': 'start_trial_total', 'value': '4.88'}]",1.22,"[{'action_type': 'outbound_click', 'value': '1.22'}]",1.22,2.44,0.697143,,0.101667,0.101667,1.626667,,0.119024,1.22,27.570621,29.93865,2.259887,2025-12-12,2025-12-12,1.08589,male,177,2.259887,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '2.259887'}]",163,4.88,5,3,5,36,13,8
,,,,,,,,,,,,,,,,,,,,,,,,6925375114184,03black04_gasstation2,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,20,20,0,2025-12-12,2025-12-12,1,unknown,2,,,,,2,0.04,,1,,,,
,,,,,,,,,,,,,,,,2,,2,,,,2,,6925375332984,04black04_bollamarket1,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.055,0.055,,,0.055,,15.714286,15.714286,0,2025-12-12,2025-12-12,1,female,7,,,,,7,0.11,,3,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6925375332984,04black04_bollamarket1,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,3.333333,3.333333,0,2025-12-12,2025-12-12,1,male,3,,,,,3,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6925375629784,05black04_bollamarket2,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,0,0,0,2025-12-12,2025-12-12,1,female,1,,,,,1,0,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6925375992184,06black04_bollamarket3,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.17,0.17,,,0.17,,34,34,0,2025-12-12,2025-12-12,1,female,5,,,,,5,0.17,,1,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,6925375992184,06black04_bollamarket3,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,30,30,0,2025-12-12,2025-12-12,1,male,2,,,,,2,0.06,,1,,,,
,11,1,1,8,4,4,11,,,,,,,,,120,1,120,2,,,110,,6925378629584,02Prerna_gasstation1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,8,"[{'action_type': 'subscribe_mobile_app', 'value': '11.26'}, {'action_type': 'subscribe_total', 'value': '11.26'}, {'action_type': 'start_trial_mobile_app', 'value': '11.26'}, {'action_type': 'start_trial_total', 'value': '11.26'}]",1.4075,"[{'action_type': 'outbound_click', 'value': '1.4075'}]",1.4075,2.815,1.023636,,0.093833,0.093833,5.63,,0.102364,1.4075,22.93279,24.215054,1.629328,2025-12-12,2025-12-12,1.055914,female,491,1.629328,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '1.629328'}]",465,11.26,13,3,13,93,39,24
,4,,,4,,,4,,,,,,,,,77,,77,,,,73,,6925378629584,02Prerna_gasstation1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,4,,1.445,"[{'action_type': 'outbound_click', 'value': '1.445'}]",1.445,,1.445,,0.075065,0.075065,,,0.079178,1.445,22.578125,23.40081,1.5625,2025-12-12,2025-12-12,1.036437,male,256,1.5625,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.5625'}]",247,5.78,9,3,9,64,38,22
,,,,,,,,,,,,,,,,2,,2,,,,2,,6925378629584,02Prerna_gasstation1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.07,0.07,,,0.07,,23.333333,28,0,2025-12-12,2025-12-12,1.2,unknown,6,,,,,5,0.14,,3,,2,1,1
,,,,,,,,,,,,,,,,3,,3,,,,3,,6925378999984,03Prerna_gasstation2,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.203333,0.203333,,,0.203333,,55.454545,61,0,2025-12-12,2025-12-12,1.1,female,11,,,,,10,0.61,,4,,3,3,2
,,,,,,,,,,,,,,,,4,,4,,,,4,,6925378999984,03Prerna_gasstation2,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.1325,0.1325,,,0.1325,,31.176471,33.125,0,2025-12-12,2025-12-12,1.0625,male,17,,,,,16,0.53,,2,,3,1,
,56,,,15,4,4,56,,,,6,,,1,,308,,308,7,7,,286,,6925379086584,04Prerna_redcar,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,16,,1.870667,"[{'action_type': 'outbound_click', 'value': '1.870667'}]",1.870667,7.015,0.501071,,0.091104,0.091104,4.008571,,0.098112,1.75375,31.634724,33.167849,1.803833,2025-12-12,2025-12-12,1.048463,female,887,1.691094,15,"[{'action_type': 'outbound_click', 'value': '15'}]","[{'action_type': 'outbound_click', 'value': '1.691094'}]",846,28.06,26,4,26,252,141,89
,13,,,,1,1,13,,,,,,,,,30,,30,,,,30,,6925379086584,04Prerna_redcar,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,3.52,0.270769,,0.117333,0.117333,,,0.117333,,29.333333,29.830508,0,2025-12-12,2025-12-12,1.016949,male,120,,,,,118,3.52,5,4,5,25,14,10
,,,,,,,,,,,,,,,,1,,1,,,,1,,6925379086584,04Prerna_redcar,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.12,0.12,,,0.12,,20,24,0,2025-12-12,2025-12-12,1.2,unknown,6,,,,,5,0.12,,2,,1,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6925379228984,05Prerna_gasstation3,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-12,2025-12-12,1,female,1,,,,,1,0.01,,4,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,6925379228984,05Prerna_gasstation3,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,20,20,0,2025-12-12,2025-12-12,1,male,2,,,,,2,0.04,,0,,,,
,31,2,,3,2,2,31,,,,1,,,,,133,,133,1,1,,129,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,3,,3.376667,"[{'action_type': 'outbound_click', 'value': '3.376667'}]",3.376667,5.065,0.326774,,0.076165,0.076165,10.13,,0.078527,3.376667,22.214912,24.119048,0.657895,2025-12-12,2025-12-12,1.085714,female,456,0.657895,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.657895'}]",420,10.13,15,3,15,122,75,40
,33,,,4,4,4,33,,,,,,,,,78,,78,,,,74,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,5,,1.985,"[{'action_type': 'outbound_click', 'value': '1.985'}]",1.985,1.985,0.240606,,0.101795,0.101795,,,0.107297,1.588,33.083333,38.173077,2.083333,2025-12-12,2025-12-12,1.153846,male,240,1.666667,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.666667'}]",208,7.94,8,4,8,63,27,13
