action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,1,,,1,,,1,,,,,,97,,97,,,,96,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,9.49,"[{'action_type': 'outbound_click', 'value': '9.49'}]",9.49,,9.49,,0.097835,0.097835,,,0.098854,9.49,36.640927,37.362205,0.3861,2025-12-02,2025-12-02,1.019685,female,259,0.3861,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.3861'}]",254,9.49,15,4,15,94,39,28
,100,,,26,9,9,100,,,,,,963,,963,2,2,,935,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,29,,2.273077,"[{'action_type': 'outbound_click', 'value': '2.273077'}]",2.273077,6.566667,0.591,,0.061371,0.061371,29.55,,0.063209,2.037931,24.271047,25.452196,1.190965,2025-12-02,2025-12-02,1.048665,male,2435,1.067762,26,"[{'action_type': 'outbound_click', 'value': '26'}]","[{'action_type': 'outbound_click', 'value': '1.067762'}]",2322,59.1,78,4,74,893,384,206
,1,,,1,,,1,,,,,,15,,15,,,,14,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,0.3,"[{'action_type': 'outbound_click', 'value': '0.3'}]",0.3,,0.3,,0.02,0.02,,,0.021429,0.3,14.285714,15,4.761905,2025-12-02,2025-12-02,1.05,unknown,21,4.761905,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4.761905'}]",20,0.3,1,5,1,14,6,3
,,,1,4,,,,,,,,,67,,67,2,1,,61,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,3,,1.3375,"[{'action_type': 'outbound_click', 'value': '1.3375'}]",1.3375,,,,0.079851,0.079851,2.675,,0.087705,1.783333,28.609626,29.558011,1.604278,2025-12-02,2025-12-02,1.033149,female,187,2.139037,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '2.139037'}]",181,5.35,13,3,13,59,31,20
,8,,,2,,,8,,,,,,131,,131,2,2,,127,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,2,,4.95,"[{'action_type': 'outbound_click', 'value': '4.95'}]",4.95,,1.2375,,0.075573,0.075573,4.95,,0.077953,4.95,21.568627,21.854305,0.43573,2025-12-02,2025-12-02,1.013245,male,459,0.43573,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.43573'}]",453,9.9,16,3,16,123,61,31
,,,,,,,,,,,,,1,,1,,,,1,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.27,0.27,,,0.27,,27,27,0,2025-12-02,2025-12-02,1,unknown,10,,,,,10,0.27,,1,,1,,
,26,,,6,1,1,26,,,,,,68,,68,,,,62,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,6,"[{'action_type': 'start_trial_mobile_app', 'value': '5.5'}, {'action_type': 'start_trial_total', 'value': '5.5'}]",0.916667,"[{'action_type': 'outbound_click', 'value': '1.1'}]",0.916667,5.5,0.211538,,0.080882,0.080882,,,0.08871,0.916667,39.285714,39.285714,4.285714,2025-12-02,2025-12-02,1,female,140,4.285714,6,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '3.571429'}]",140,5.5,20,4,18,60,34,26
,82,,,7,4,4,82,,,,,,153,,153,,,,146,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,7,"[{'action_type': 'start_trial_mobile_app', 'value': '14.12'}, {'action_type': 'start_trial_total', 'value': '14.12'}]",2.017143,"[{'action_type': 'outbound_click', 'value': '2.017143'}]",2.017143,3.53,0.172195,,0.092288,0.092288,,,0.096712,2.017143,34.024096,35.566751,1.686747,2025-12-02,2025-12-02,1.04534,male,415,1.686747,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '1.686747'}]",397,14.12,31,4,31,138,86,53
,,,,,,,,,,,,,,,,,,,,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,36.666667,36.666667,0,2025-12-02,2025-12-02,1,unknown,3,,,,,3,0.11,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,20,20,0,2025-12-02,2025-12-02,1,female,5,,,,,5,0.1,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,38.571429,38.571429,0,2025-12-02,2025-12-02,1,male,14,,,,,14,0.54,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6916143260984,tyson_rap_2_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,20,20,0,2025-12-02,2025-12-02,1,female,1,,,,,1,0.02,,1,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6916143260984,tyson_rap_2_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.05,0.05,,,0.05,,25,25,0,2025-12-02,2025-12-02,1,male,2,,,,,2,0.05,,3,,1,1,
,,,,,,,,,,,,,2,,2,,,,2,,6916163301184,02 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.135,0.135,,,0.135,,67.5,67.5,0,2025-12-02,2025-12-02,1,female,4,,,,,4,0.27,,3,,2,,
,,,,,,,,,,,,,,,,,,,,,6916163301184,02 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,20,20,0,2025-12-02,2025-12-02,1,unknown,1,,,,,1,0.02,,3,,,,
2,201,,,42,17,17,201,2,2,,,2,993,,993,11,11,2,940,2,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,41,"[{'action_type': 'subscribe_mobile_app', 'value': '31.955'}, {'action_type': 'subscribe_total', 'value': '31.955'}]",1.521667,"[{'action_type': 'outbound_click', 'value': '1.521667'}]",1.521667,3.759412,0.31796,31.955,0.064361,0.064361,5.81,31.955,0.067989,1.55878,28.341463,30.404377,1.818182,2025-12-02,2025-12-02,1.072788,female,2255,1.862528,42,"[{'action_type': 'outbound_click', 'value': '42'}]","[{'action_type': 'outbound_click', 'value': '1.862528'}]",2102,63.91,187,5,172,819,469,390
,,,,2,,,,,,,,,91,,91,3,3,,86,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,2,,2.55,"[{'action_type': 'outbound_click', 'value': '2.55'}]",2.55,,,,0.056044,0.056044,1.7,,0.059302,2.55,23.394495,25.123153,0.917431,2025-12-02,2025-12-02,1.073892,male,218,0.917431,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.917431'}]",203,5.1,14,5,14,80,46,38
,,,,,,,,,,,,,8,,8,,,,8,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.0375,0.0375,,,0.0375,,20,21.428571,0,2025-12-02,2025-12-02,1.071429,unknown,15,,,,,14,0.3,2,7,2,8,4,2
,17,,,7,4,4,17,,,,,,174,,174,1,1,,166,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,8,,2.078571,"[{'action_type': 'outbound_click', 'value': '2.078571'}]",2.078571,3.6375,0.855882,,0.083621,0.083621,14.55,,0.087651,1.81875,29.513185,30.24948,1.622718,2025-12-02,2025-12-02,1.024948,female,493,1.419878,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '1.419878'}]",481,14.55,30,10,30,145,78,56
,,,,,,,,,,,,,7,,7,,,,7,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.155714,0.155714,,,0.155714,,29.459459,31.142857,0,2025-12-02,2025-12-02,1.057143,male,37,,,,,35,1.09,,2,,4,2,
,,,,,,,,,,,,,1,,1,,,,1,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-02,2025-12-02,1,unknown,1,,,,,1,0.01,1,22,1,1,1,1
,,,,,,,,,,,,,1,,1,,,,1,,6916167702784,08 aiartist3,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.14,0.14,,,0.14,,70,70,0,2025-12-02,2025-12-02,1,female,2,,,,,2,0.14,,4,,1,1,
,,,,,,,,,,,,,1,,1,,,,1,,6916167702784,08 aiartist3,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.34,0.34,,,0.34,,68,68,0,2025-12-02,2025-12-02,1,male,5,,,,,5,0.34,,1,,1,,
3,633,,1,145,59,59,633,3,3,5,5,3,3352,3,3352,56,47,3,3151,3,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,160,"[{'action_type': 'subscribe_mobile_app', 'value': '52.462'}, {'action_type': 'subscribe_total', 'value': '52.462'}, {'action_type': 'start_trial_mobile_app', 'value': '43.718333'}, {'action_type': 'start_trial_total', 'value': '43.718333'}]",1.809034,"[{'action_type': 'outbound_click', 'value': '1.809034'}]",1.809034,4.445932,0.414392,87.436667,0.078255,0.078255,4.684107,87.436667,0.083247,1.639438,30.529562,32.000732,1.862197,2025-12-02,2025-12-02,1.048188,female,8592,1.687616,145,"[{'action_type': 'outbound_click', 'value': '145'}]","[{'action_type': 'outbound_click', 'value': '1.687616'}]",8197,262.31,427,4,419,2858,1481,927
,50,1,,21,7,7,50,,,,,,536,1,536,8,7,,507,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,24,,2.11619,"[{'action_type': 'outbound_click', 'value': '2.11619'}]",2.11619,6.348571,0.8888,,0.08291,0.08291,5.555,,0.087653,1.851667,25.613833,28.634021,1.383285,2025-12-02,2025-12-02,1.117912,male,1735,1.210375,21,"[{'action_type': 'outbound_click', 'value': '21'}]","[{'action_type': 'outbound_click', 'value': '1.210375'}]",1552,44.44,64,4,64,448,241,141
,,,,1,,,,,,,,,26,,26,1,1,,24,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,1.99,"[{'action_type': 'outbound_click', 'value': '1.99'}]",1.99,,,,0.076538,0.076538,1.99,,0.082917,1.99,33.166667,36.181818,1.666667,2025-12-02,2025-12-02,1.090909,unknown,60,1.666667,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.666667'}]",55,1.99,3,5,3,23,12,5
,,,,,,,,,,,,,,,,,,,,,6916170551184,14 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,150,150,0,2025-12-02,2025-12-02,1,male,1,,,,,1,0.15,,2,,,,
,,,,,,,,,,,,,,,,,,,,,6916172137384,17 Lebrone,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,30,30,0,2025-12-02,2025-12-02,1,male,2,,,,,2,0.06,,1,,,,
,9,,,6,1,1,9,,,,,,128,1,128,3,2,,119,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,4,,2.655,"[{'action_type': 'outbound_click', 'value': '2.655'}]",2.655,15.93,1.77,,0.124453,0.124453,5.31,,0.133866,3.9825,43.054054,48.272727,1.081081,2025-12-02,2025-12-02,1.121212,female,370,1.621622,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.621622'}]",330,15.93,19,4,19,113,54,34
,42,,,8,2,2,42,,,,,,395,,395,2,2,,385,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,8,"[{'action_type': 'subscribe_mobile_app', 'value': '33.06'}, {'action_type': 'subscribe_total', 'value': '33.06'}, {'action_type': 'start_trial_mobile_app', 'value': '33.06'}, {'action_type': 'start_trial_total', 'value': '33.06'}]",4.1325,"[{'action_type': 'outbound_click', 'value': '4.1325'}]",4.1325,16.53,0.787143,,0.083696,0.083696,16.53,,0.08587,4.1325,26.618357,28.573898,0.644122,2025-12-02,2025-12-02,1.073466,male,1242,0.644122,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '0.644122'}]",1157,33.06,52,10,54,339,170,112
,,,,,,,,,,,,,4,,4,,,,4,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.05,0.05,,,0.05,,18.181818,18.181818,0,2025-12-02,2025-12-02,1,unknown,11,,,,,11,0.2,1,3,1,3,1,1
,21,2,,26,4,4,21,,,,,,576,1,576,14,13,,536,,6916177448584,10 Asian baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,6913347651784,FB_iOS_itoshi_rap_install,27,,0.756538,"[{'action_type': 'outbound_click', 'value': '0.756538'}]",0.756538,4.9175,0.936667,,0.034149,0.034149,1.405,,0.036698,0.728519,12.480964,13.399183,1.713198,2025-12-02,2025-12-02,1.073569,female,1576,1.649746,26,"[{'action_type': 'outbound_click', 'value': '26'}]","[{'action_type': 'outbound_click', 'value': '1.649746'}]",1468,19.67,59,4,55,464,225,140
,138,2,,47,15,15,138,,,,,,1005,5,1005,20,15,,938,,6916177448584,10 Asian baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,6913347651784,FB_iOS_itoshi_rap_install,47,,0.638511,"[{'action_type': 'outbound_click', 'value': '0.638511'}]",0.638511,2.000667,0.217464,,0.029861,0.029861,1.5005,,0.031994,0.638511,10.013347,10.456446,1.568235,2025-12-02,2025-12-02,1.044251,male,2997,1.568235,47,"[{'action_type': 'outbound_click', 'value': '47'}]","[{'action_type': 'outbound_click', 'value': '1.568235'}]",2870,30.01,115,3,102,834,443,285
,,,,,,,,,,,,,9,,9,,,,9,,6916177448584,10 Asian baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.056667,0.056667,,,0.056667,,11.860465,12.142857,0,2025-12-02,2025-12-02,1.02381,unknown,43,,,,,42,0.51,1,2,1,9,4,2
,4,,,1,1,1,4,,,,,,7,,7,,,,6,,6916177884584,08 aiartist3 - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,2,,0.64,"[{'action_type': 'outbound_click', 'value': '0.64'}]",0.64,0.64,0.16,,0.091429,0.091429,,,0.106667,0.32,35.555556,37.647059,11.111111,2025-12-02,2025-12-02,1.058824,male,18,5.555556,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '5.555556'}]",17,0.64,1,2,1,5,1,1
,,,,,,,,,,,,,,,,,,,,,6916177884784,18 esha - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,30,30,0,2025-12-02,2025-12-02,1,female,1,,,,,1,0.03,,1,,,,
,1,,,,,,1,,,,,,,,,,,,,,6916177885184,12 Prerna - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,0,,,,,,,,,,,2025-12-02,2025-12-02,0,female,0,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,6916177885584,09 anomansollips - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,80,80,0,2025-12-02,2025-12-02,1,female,1,,,,,1,0.08,,2,,,,
,50,,,9,5,5,50,,,,,,147,,147,,,,138,,6916177885984,07 black_4 - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,9,,0.528889,"[{'action_type': 'outbound_click', 'value': '0.528889'}]",0.528889,0.952,0.0952,,0.032381,0.032381,,,0.034493,0.528889,11.360382,11.782178,2.147971,2025-12-02,2025-12-02,1.037129,female,419,2.147971,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '2.147971'}]",404,4.76,26,4,26,107,60,49
,2,,,,,,2,,,,,,2,,2,,,,2,,6916177885984,07 black_4 - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,0.025,,0.025,0.025,,,0.025,,7.142857,7.142857,0,2025-12-02,2025-12-02,1,male,7,,,,,7,0.05,,6,,2,2,2
,,,,,,,,,,,,,1,,1,,,,1,,6916177885984,07 black_4 - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-02,2025-12-02,1,unknown,2,,,,,2,0.02,1,7,1,1,1,1
1,773,6,,190,82,82,773,1,1,5,5,1,3649,2,3649,57,50,1,3402,1,6916177886184,06 fbg og - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,183,"[{'action_type': 'subscribe_mobile_app', 'value': '16.118'}, {'action_type': 'subscribe_total', 'value': '16.118'}, {'action_type': 'start_trial_mobile_app', 'value': '20.1475'}, {'action_type': 'start_trial_total', 'value': '20.1475'}]",0.424158,"[{'action_type': 'outbound_click', 'value': '0.424158'}]",0.424158,0.982805,0.104256,80.59,0.022086,0.022086,1.41386,80.59,0.023689,0.440383,11.886431,12.0716,2.699115,2025-12-02,2025-12-02,1.015578,female,6780,2.80236,190,"[{'action_type': 'outbound_click', 'value': '190'}]","[{'action_type': 'outbound_click', 'value': '2.80236'}]",6676,80.59,559,5,523,3052,1791,1441
,5,,,14,,,5,,,,,,237,2,237,5,3,,218,,6916177886184,06 fbg og - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,14,,0.322143,"[{'action_type': 'outbound_click', 'value': '0.322143'}]",0.322143,,0.902,,0.01903,0.01903,0.902,,0.020688,0.322143,9.977876,10.391705,3.097345,2025-12-02,2025-12-02,1.041475,male,452,3.097345,14,"[{'action_type': 'outbound_click', 'value': '14'}]","[{'action_type': 'outbound_click', 'value': '3.097345'}]",434,4.51,19,5,17,189,96,62
