action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,,,,,,,,,6917461956384,02 Timothy_slim - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-12-09,2025-12-09,1,1,,,,,threads,1,0.01,,3,,,,
,,,,,,,,,,,,,,,8,,8,,,,8,,6917461956784,01 Jesus_rapGod - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.02,0.02,,,0.02,,9.411765,9.411765,0,2025-12-09,2025-12-09,1,17,,,,,facebook,17,0.16,,4,,8,2,1
,,,,,,,,,,,,,,,3,,3,,,,3,,6917461956784,01 Jesus_rapGod - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.003333,0.003333,,,0.003333,,3.333333,3.333333,0,2025-12-09,2025-12-09,1,3,,,,,instagram,3,0.01,1,7,1,3,1,1
,,,,,,,,,,,,,,,2,,2,,,,2,,6917461956784,01 Jesus_rapGod - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-09,2025-12-09,1,2,,,,,threads,2,0,1,31,1,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,0,0,0,2025-12-09,2025-12-09,1,1,,,,,audience_network,1,0,,,,,,
,376,2,3,113,29,29,376,,,37,,,2,,5401,4,5401,46,39,,5242,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,111,"[{'action_type': 'subscribe_mobile_app', 'value': '22.384'}, {'action_type': 'subscribe_total', 'value': '22.384'}, {'action_type': 'start_trial_mobile_app', 'value': '15.988571'}, {'action_type': 'start_trial_total', 'value': '15.988571'}]",0.990442,"[{'action_type': 'outbound_click', 'value': '0.990442'}]",0.990442,3.85931,0.29766,,0.020722,0.020722,2.433043,,0.021351,1.008288,9.439946,9.519435,0.936235,2025-12-09,2025-12-09,1.008421,11856,0.953104,113,"[{'action_type': 'outbound_click', 'value': '113'}]","[{'action_type': 'outbound_click', 'value': '0.953104'}]",facebook,11757,111.92,422,5,392,4730,2398,1445
,94,,,27,6,6,94,,,11,3,3,,,1167,,1167,14,11,,1126,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,38,"[{'action_type': 'subscribe_mobile_app', 'value': '36.21'}, {'action_type': 'subscribe_total', 'value': '36.21'}, {'action_type': 'start_trial_mobile_app', 'value': '18.105'}, {'action_type': 'start_trial_total', 'value': '18.105'}]",1.341111,"[{'action_type': 'outbound_click', 'value': '1.341111'}]",1.341111,6.035,0.385213,,0.031028,0.031028,2.586429,,0.032158,0.952895,11.86824,12.307954,1.245493,2025-12-09,2025-12-09,1.03705,3051,0.884956,27,"[{'action_type': 'outbound_click', 'value': '27'}]","[{'action_type': 'outbound_click', 'value': '0.884956'}]",instagram,2942,36.21,82,4,82,994,451,251
,,,,5,,,,,,1,1,1,,,350,,350,2,1,,343,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,5,,1.424,"[{'action_type': 'outbound_click', 'value': '1.424'}]",1.424,,,,0.020343,0.020343,3.56,,0.020758,1.424,11.483871,11.483871,0.806452,2025-12-09,2025-12-09,1,620,0.806452,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '0.806452'}]",threads,620,7.12,42,7,45,305,167,82
,,,,1,,,,,,,,,,,14,,14,,,,13,,6917461957184,01 Jesus_travis - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.47,"[{'action_type': 'outbound_click', 'value': '0.47'}]",0.47,,,,0.033571,0.033571,,,0.036154,0.47,18.076923,18.076923,3.846154,2025-12-09,2025-12-09,1,26,3.846154,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.846154'}]",facebook,26,0.47,3,9,3,12,8,5
,,,,,,,,,,,,,,,8,,8,,,,8,,6917461957184,01 Jesus_travis - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.03125,0.03125,,,0.03125,,15.625,15.625,0,2025-12-09,2025-12-09,1,16,,,,,instagram,16,0.25,,4,,7,4,4
,,,,,,,,,,,,,,,2,,2,,,,2,,6917461957384,01 Jesus_loseYourself - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.035,0.035,,,0.035,,10,10,0,2025-12-09,2025-12-09,1,7,,,,,facebook,7,0.07,,2,,1,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6917461957384,01 Jesus_loseYourself - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-09,2025-12-09,1,1,,,,,threads,1,0.01,,3,,,,
,1,,,1,,,1,,,,,,,,35,,35,,,,34,,6917505479984,09 anomansollips - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,1.43,"[{'action_type': 'outbound_click', 'value': '1.43'}]",1.43,,1.43,,0.040857,0.040857,,,0.042059,1.43,13,13.119266,0.909091,2025-12-09,2025-12-09,1.009174,110,0.909091,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.909091'}]",facebook,109,1.43,4,4,4,28,13,9
,,,,,,,,,,,,,,,6,,6,,,,6,,6917505479984,09 anomansollips - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.055,0.055,,,0.055,,18.333333,18.333333,0,2025-12-09,2025-12-09,1,18,,,,,instagram,18,0.33,,3,,6,2,
,,,,,,,,,,,,,,,1,,1,,,,1,,6917505479984,09 anomansollips - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.06,0.06,,,0.06,,60,60,0,2025-12-09,2025-12-09,1,1,,,,,threads,1,0.06,,6,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6917505480384,05 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,150,150,0,2025-12-09,2025-12-09,1,2,,,,,facebook,2,0.3,,1,,,,
,9,,,4,1,1,9,,,3,,,,,265,,265,3,3,,258,,6917505480784,18 esha - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,4,,2.1675,"[{'action_type': 'outbound_click', 'value': '2.1675'}]",2.1675,8.67,0.963333,,0.032717,0.032717,2.89,,0.033605,2.1675,14.498328,15.052083,0.668896,2025-12-09,2025-12-09,1.038194,598,0.668896,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '0.668896'}]",facebook,576,8.67,22,4,21,236,132,69
,1,,,1,,,1,,,,,,,,19,,19,,,,18,,6917505480784,18 esha - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,1.02,"[{'action_type': 'outbound_click', 'value': '1.02'}]",1.02,,1.02,,0.053684,0.053684,,,0.056667,1.02,30.909091,30.909091,3.030303,2025-12-09,2025-12-09,1,33,3.030303,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.030303'}]",instagram,33,1.02,4,6,4,15,9,6
,,,,,,,,,,,,,,,7,,7,,,,7,,6917505480784,18 esha - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.015714,0.015714,,,0.015714,,7.857143,7.857143,0,2025-12-09,2025-12-09,1,14,,,,,threads,14,0.11,1,6,1,6,3,3
,,,,,,,,,,,,,,,,,,,,,,,6917505480984,13 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,3.333333,3.333333,0,2025-12-09,2025-12-09,1,3,,,,,facebook,3,0.01,,1,,,,
,611,1,,107,51,51,611,,,20,,,,,1893,,1893,20,20,,1766,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,100,"[{'action_type': 'subscribe_mobile_app', 'value': '9.591818'}, {'action_type': 'subscribe_total', 'value': '9.591818'}, {'action_type': 'start_trial_mobile_app', 'value': '7.536429'}, {'action_type': 'start_trial_total', 'value': '7.536429'}]",0.986075,"[{'action_type': 'outbound_click', 'value': '0.986075'}]",0.986075,2.068824,0.172684,,0.055737,0.055737,5.2755,,0.059745,1.0551,17.567433,19.145346,1.665002,2025-12-09,2025-12-09,1.08982,6006,1.781552,107,"[{'action_type': 'outbound_click', 'value': '107'}]","[{'action_type': 'outbound_click', 'value': '1.781552'}]",facebook,5511,105.51,164,3,145,1507,752,421
,83,,,20,7,7,83,,,5,2,2,,,328,,328,7,5,,301,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,21,"[{'action_type': 'subscribe_mobile_app', 'value': '6.536667'}, {'action_type': 'subscribe_total', 'value': '6.536667'}, {'action_type': 'start_trial_mobile_app', 'value': '6.536667'}, {'action_type': 'start_trial_total', 'value': '6.536667'}]",0.9805,"[{'action_type': 'outbound_click', 'value': '0.9805'}]",0.9805,2.801429,0.236265,,0.059787,0.059787,2.801429,,0.06515,0.93381,22.385845,23.262159,2.39726,2025-12-09,2025-12-09,1.039146,876,2.283105,20,"[{'action_type': 'outbound_click', 'value': '20'}]","[{'action_type': 'outbound_click', 'value': '2.283105'}]",instagram,843,19.61,30,3,30,267,131,72
,2,,,1,,,2,,,,,,,,49,,49,,,,48,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,1.18,"[{'action_type': 'outbound_click', 'value': '1.18'}]",1.18,,0.59,,0.024082,0.024082,,,0.024583,1.18,17.101449,17.101449,1.449275,2025-12-09,2025-12-09,1,69,1.449275,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.449275'}]",threads,69,1.18,12,8,13,41,26,22
,5,,,3,,,5,,,,,,,,26,,26,,,,23,,6917505481384,01 Esha - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,3,,0.406667,"[{'action_type': 'outbound_click', 'value': '0.406667'}]",0.406667,,0.244,,0.046923,0.046923,,,0.053043,0.406667,16.052632,16.712329,3.947368,2025-12-09,2025-12-09,1.041096,76,3.947368,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '3.947368'}]",facebook,73,1.22,,3,,19,4,2
,,,,,,,,,,,,,,,20,,20,,,,20,,6917505481384,01 Esha - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.0595,0.0595,,,0.0595,,15.866667,15.866667,0,2025-12-09,2025-12-09,1,75,,,,,instagram,75,1.19,,2,,17,3,3
,56,,,5,3,3,56,,,4,,,,,207,,207,4,4,,198,,6917505481584,02 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,5,"[{'action_type': 'subscribe_mobile_app', 'value': '8.79'}, {'action_type': 'subscribe_total', 'value': '8.79'}, {'action_type': 'start_trial_mobile_app', 'value': '8.79'}, {'action_type': 'start_trial_total', 'value': '8.79'}]",1.758,"[{'action_type': 'outbound_click', 'value': '1.758'}]",1.758,2.93,0.156964,,0.042464,0.042464,2.1975,,0.044394,1.758,19.446903,19.797297,1.106195,2025-12-09,2025-12-09,1.018018,452,1.106195,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.106195'}]",facebook,444,8.79,18,5,17,170,90,68
,,,,,,,,,,,,,,,7,,7,,,,7,,6917505481584,02 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.104286,0.104286,,,0.104286,,21.470588,21.470588,0,2025-12-09,2025-12-09,1,34,,,,,instagram,34,0.73,1,5,1,6,1,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.020002,0.020002,,,0.020002,,20.002201,20.002201,0,2025-12-09,2025-12-09,1,1,,,,,audience_network,1,0.020002,1,14,1,1,1,1
2,454,3,2,150,34,34,454,2,2,26,,,,2,3001,3,3001,31,26,2,2820,2,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,147,"[{'action_type': 'subscribe_mobile_app', 'value': '19.120676'}, {'action_type': 'subscribe_total', 'value': '19.120676'}, {'action_type': 'start_trial_mobile_app', 'value': '26.768946'}, {'action_type': 'start_trial_total', 'value': '26.768946'}]",0.892298,"[{'action_type': 'outbound_click', 'value': '0.892298'}]",0.892298,3.93661,0.294812,66.922365,0.0446,0.0446,4.317572,66.922365,0.047463,0.910508,20.396941,21.89868,2.240171,2025-12-09,2025-12-09,1.073626,6562,2.285888,150,"[{'action_type': 'outbound_click', 'value': '150'}]","[{'action_type': 'outbound_click', 'value': '2.285888'}]",facebook,6112,133.84473,353,5,329,2565,1557,1001
1,415,,,103,44,44,415,1,1,48,5,5,,1,3811,6,3811,59,48,1,3649,1,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,126,"[{'action_type': 'subscribe_mobile_app', 'value': '54.180963'}, {'action_type': 'subscribe_total', 'value': '54.180963'}, {'action_type': 'start_trial_mobile_app', 'value': '54.180963'}, {'action_type': 'start_trial_total', 'value': '54.180963'}]",2.104115,"[{'action_type': 'outbound_click', 'value': '2.104115'}]",2.104115,4.925542,0.522226,216.723851,0.056868,0.056868,3.673286,216.723851,0.059393,1.720031,26.206028,26.782483,1.523579,2025-12-09,2025-12-09,1.021997,8270,1.245466,103,"[{'action_type': 'outbound_click', 'value': '103'}]","[{'action_type': 'outbound_click', 'value': '1.245466'}]",instagram,8092,216.723851,271,5,272,3296,1628,912
,,,,,,,,,,,,,,,2,,2,,,,2,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.055006,0.055006,,,0.055006,,18.335351,18.335351,0,2025-12-09,2025-12-09,1,6,,,,,messenger,6,0.110012,,3,,2,,
,1,,,2,,,1,,,1,,,,,322,,322,1,1,,319,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,2,,6.380702,"[{'action_type': 'outbound_click', 'value': '6.380702'}]",6.380702,,12.761404,,0.039632,0.039632,12.761404,,0.040004,6.380702,20.58291,20.989152,0.322581,2025-12-09,2025-12-09,1.019737,620,0.322581,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.322581'}]",threads,608,12.761404,58,8,62,280,174,99
,,,,,,,,,,,,,,,1,,1,,,,1,,6920992822984,02 Mike_sicko - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-09,2025-12-09,1,1,,,,,facebook,1,0.02,,13,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6920992823184,03 Snoop_sicko - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-09,2025-12-09,1,1,,,,,facebook,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920992823184,03 Snoop_sicko - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-09,2025-12-09,1,1,,,,,instagram,1,0.02,,1,,,,
,,,,,,,,,,,,,,,6,,6,,,,6,,6920992823384,02 Timothy_slim - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.05,0.05,,,0.05,,25,25,0,2025-12-09,2025-12-09,1,12,,,,,instagram,12,0.3,,4,,5,2,2
,23,,,2,2,2,23,,,2,,,,,82,,82,2,2,,78,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,2,,1.85,"[{'action_type': 'outbound_click', 'value': '1.85'}]",1.85,1.85,0.16087,,0.045122,0.045122,1.85,,0.047436,1.85,17.874396,18.40796,0.966184,2025-12-09,2025-12-09,1.029851,207,0.966184,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.966184'}]",facebook,201,3.7,7,4,5,68,34,23
,97,,,20,9,9,97,,,4,,,,,850,,850,4,4,,826,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,28,,2.0615,"[{'action_type': 'outbound_click', 'value': '2.0615'}]",2.0615,4.581111,0.425052,,0.048506,0.048506,10.3075,,0.049915,1.4725,19.605326,20.300345,1.331431,2025-12-09,2025-12-09,1.035451,2103,0.951022,20,"[{'action_type': 'outbound_click', 'value': '20'}]","[{'action_type': 'outbound_click', 'value': '0.951022'}]",instagram,2031,41.23,43,4,43,738,319,178
,8,,,4,,,8,,,,,,,,153,,153,,,,149,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,4,"[{'action_type': 'subscribe_mobile_app', 'value': '3.86'}, {'action_type': 'subscribe_total', 'value': '3.86'}, {'action_type': 'start_trial_mobile_app', 'value': '3.86'}, {'action_type': 'start_trial_total', 'value': '3.86'}]",0.965,"[{'action_type': 'outbound_click', 'value': '0.965'}]",0.965,,0.4825,,0.025229,0.025229,,,0.025906,0.965,15.819672,15.819672,1.639344,2025-12-09,2025-12-09,1,244,1.639344,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.639344'}]",threads,244,3.86,19,7,20,137,75,42
,1,,,2,,,1,,,,,,,,4,,4,,,,2,,6920992824184,01 Jesus_travis - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.1,"[{'action_type': 'outbound_click', 'value': '0.1'}]",0.1,,0.2,,0.05,0.05,,,0.1,0.2,25,25,12.5,2025-12-09,2025-12-09,1,8,25,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '25'}]",facebook,8,0.2,1,4,1,2,1,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6920992824184,01 Jesus_travis - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.07,0.07,,,0.07,,23.333333,23.333333,0,2025-12-09,2025-12-09,1,3,,,,,instagram,3,0.07,,3,,1,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920992824184,01 Jesus_travis - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-09,2025-12-09,1,1,,,,,threads,1,0.02,,11,,1,1,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994402584,07_nose ring_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-09,2025-12-09,1,1,,,,,facebook,1,0.02,,8,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6920994403384,10_Red pants_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-09,2025-12-09,1,1,,,,,instagram,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920994403384,10_Red pants_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-09,2025-12-09,1,1,,,,,threads,1,0,,2,,,,
,,,,2,,,,,,,,,,,38,,38,,,,36,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,2,,0.330146,"[{'action_type': 'outbound_click', 'value': '0.330146'}]",0.330146,,,,0.017376,0.017376,,,0.018341,0.330146,11.584053,24.455222,3.508772,2025-12-09,2025-12-09,2.111111,57,3.508772,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '3.508772'}]",audience_network,27,0.660291,5,5,5,31,18,10
3,680,9,,173,48,48,680,3,3,41,1,1,3,3,3810,4,3810,49,44,3,3588,3,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,165,"[{'action_type': 'subscribe_mobile_app', 'value': '30.1147'}, {'action_type': 'subscribe_total', 'value': '30.1147'}, {'action_type': 'start_trial_mobile_app', 'value': '26.350363'}, {'action_type': 'start_trial_total', 'value': '26.350363'}]",1.218514,"[{'action_type': 'outbound_click', 'value': '1.218514'}]",1.218514,4.391727,0.310004,70.267634,0.055329,0.055329,4.3021,70.267634,0.058752,1.277593,27.085045,28.747157,2.120005,2025-12-09,2025-12-09,1.061366,7783,2.222793,173,"[{'action_type': 'outbound_click', 'value': '173'}]","[{'action_type': 'outbound_click', 'value': '2.222793'}]",facebook,7333,210.802902,620,5,589,3260,2013,1446
,24,,,8,1,1,24,,,5,,,,,194,1,194,6,5,,180,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,10,"[{'action_type': 'subscribe_mobile_app', 'value': '14.116221'}, {'action_type': 'subscribe_total', 'value': '14.116221'}, {'action_type': 'start_trial_mobile_app', 'value': '14.116221'}, {'action_type': 'start_trial_total', 'value': '14.116221'}]",1.764528,"[{'action_type': 'outbound_click', 'value': '1.764528'}]",1.764528,14.116221,0.588176,,0.072764,0.072764,2.352704,,0.078423,1.411622,33.530216,33.851849,2.375297,2025-12-09,2025-12-09,1.009592,421,1.900238,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '1.900238'}]",instagram,417,14.116221,27,17,27,165,97,63
,,,,,,,,,,,,,,,4,,4,,,,4,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.047521,0.047521,,,0.047521,,38.016754,38.016754,0,2025-12-09,2025-12-09,1,5,,,,,messenger,5,0.190084,1,11,1,4,3,3
,,,,,,,,,,1,,,,,35,,35,1,1,,34,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.032586,0.032586,1.140503,,0.033544,,20.366118,20.366118,0,2025-12-09,2025-12-09,1,56,,,,,threads,56,1.140503,2,6,2,31,16,6
,,,,,,,,,,,,,,,,,,,,,,,6920994404184,04_fbg_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,50,50,0,2025-12-09,2025-12-09,1,2,,,,,facebook,2,0.1,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994404584,02_blackNew_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.04,0.04,,,0.04,,40,40,0,2025-12-09,2025-12-09,1,1,,,,,facebook,1,0.04,,4,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6920995425184,06_WillS_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,16.666667,16.666667,0,2025-12-09,2025-12-09,1,3,,,,,facebook,3,0.05,,1,,,,
