action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,conversion_rate_ranking,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,engagement_rate_ranking,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,quality_ranking,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,191,2,,23,12,12,191,,,,,,449,1,449,5,4,,421,,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,22,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '12.28'}, {'action_type': 'subscribe_total', 'value': '12.28'}, {'action_type': 'start_trial_mobile_app', 'value': '12.28'}, {'action_type': 'start_trial_total', 'value': '12.28'}]",0.533913,"[{'action_type': 'outbound_click', 'value': '0.533913'}]",0.533913,1.023333,0.064293,,0.02735,0.02735,2.456,,0.029169,0.558182,11.899225,12.379032,2.131783,2025-11-28,2025-11-28,ABOVE_AVERAGE,1.040323,1032,2.228682,23,"[{'action_type': 'outbound_click', 'value': '23'}]","[{'action_type': 'outbound_click', 'value': '2.228682'}]",ABOVE_AVERAGE,992,12.28,66,4,59,405,201,123
,315,,,72,33,33,315,,,,,,2864,,2864,13,13,,2779,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,71,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '18.873333'}, {'action_type': 'subscribe_total', 'value': '18.873333'}, {'action_type': 'start_trial_mobile_app', 'value': '18.873333'}, {'action_type': 'start_trial_total', 'value': '18.873333'}]",0.786389,"[{'action_type': 'outbound_click', 'value': '0.786389'}]",0.786389,1.715758,0.179746,,0.01977,0.01977,4.355385,,0.020374,0.797465,9.43038,9.716835,1.182545,2025-11-28,2025-11-28,AVERAGE,1.030376,6004,1.199201,72,"[{'action_type': 'outbound_click', 'value': '72'}]","[{'action_type': 'outbound_click', 'value': '1.199201'}]",AVERAGE,5827,56.62,244,4,224,2640,1162,607
,,,,,,,,,,,,,,,,,,,,,6913359259784,kendrick_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,UNKNOWN,,,,,,,,,,,,,,0,0,0,2025-11-28,2025-11-28,UNKNOWN,1,1,,,,,UNKNOWN,1,0,,1,,,,
,435,5,,109,24,24,435,,,,,,3438,2,3438,18,16,,3311,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,112,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '43.41'}, {'action_type': 'subscribe_total', 'value': '43.41'}, {'action_type': 'start_trial_mobile_app', 'value': '17.364'}, {'action_type': 'start_trial_total', 'value': '17.364'}]",2.389541,"[{'action_type': 'outbound_click', 'value': '2.389541'}]",2.389541,10.8525,0.598759,,0.075759,0.075759,14.47,,0.078665,2.325536,26.197948,27.770551,1.126534,2025-11-28,2025-11-28,AVERAGE,1.060028,9942,1.096359,109,"[{'action_type': 'outbound_click', 'value': '109'}]","[{'action_type': 'outbound_click', 'value': '1.096359'}]",AVERAGE,9379,260.46,606,4,581,3166,1701,1056
,275,,,38,20,20,275,,,,,,1218,,1218,3,3,,1177,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,37,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '39.74'}, {'action_type': 'subscribe_total', 'value': '39.74'}, {'action_type': 'start_trial_mobile_app', 'value': '13.246667'}, {'action_type': 'start_trial_total', 'value': '13.246667'}]",2.091579,"[{'action_type': 'outbound_click', 'value': '2.091579'}]",2.091579,3.974,0.289018,,0.065255,0.065255,26.493333,,0.067528,2.148108,21.889287,22.477376,1.019003,2025-11-28,2025-11-28,AVERAGE,1.026867,3631,1.046544,38,"[{'action_type': 'outbound_click', 'value': '38'}]","[{'action_type': 'outbound_click', 'value': '1.046544'}]",ABOVE_AVERAGE,3536,79.48,108,3,99,1109,497,289
,117,1,,40,13,13,117,,,,,,1346,,1346,8,8,,1298,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,43,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '52.37'}, {'action_type': 'subscribe_total', 'value': '52.37'}, {'action_type': 'start_trial_mobile_app', 'value': '26.185'}, {'action_type': 'start_trial_total', 'value': '26.185'}]",2.6185,"[{'action_type': 'outbound_click', 'value': '2.6185'}]",2.6185,8.056923,0.895214,,0.077816,0.077816,13.0925,,0.080693,2.435814,23.896874,26.98789,0.981063,2025-11-28,2025-11-28,BELOW_AVERAGE_35,1.129348,4383,0.912617,40,"[{'action_type': 'outbound_click', 'value': '40'}]","[{'action_type': 'outbound_click', 'value': '0.912617'}]",AVERAGE,3881,104.74,140,3,134,1228,536,310
,,,,,,,,,,,,,,,,,,,,,6915585772984,jesus_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,,,,,,,98.333333,98.333333,0,2025-11-28,2025-11-28,UNKNOWN,1,6,,,,,UNKNOWN,6,0.59,,2,,,,
,565,,2,108,40,40,565,,,2,2,,3025,3,3025,34,27,,2883,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,109,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '29.01625'}, {'action_type': 'subscribe_total', 'value': '29.01625'}, {'action_type': 'start_trial_mobile_app', 'value': '19.344167'}, {'action_type': 'start_trial_total', 'value': '19.344167'}]",2.149352,"[{'action_type': 'outbound_click', 'value': '2.149352'}]",2.149352,5.80325,0.41085,,0.076737,0.076737,6.827353,,0.080517,2.129633,23.257189,24.84268,1.092075,2025-11-28,2025-11-28,AVERAGE,1.068172,9981,1.082056,108,"[{'action_type': 'outbound_click', 'value': '108'}]","[{'action_type': 'outbound_click', 'value': '1.082056'}]",AVERAGE,9344,232.13,387,3,369,2742,1398,809
,,,,,,,,,,,,,17,,17,,,,17,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,0.208235,0.208235,,,0.208235,,32.777778,35.4,0,2025-11-28,2025-11-28,UNKNOWN,1.08,108,,,,,UNKNOWN,100,3.54,3,4,3,15,7,5
,,,,1,,,,,,,,,23,,23,,,,22,,6916143260984,tyson_rap_2_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,UNKNOWN,,2.95,"[{'action_type': 'outbound_click', 'value': '2.95'}]",2.95,,,,0.128261,0.128261,,,0.134091,2.95,26.339286,30.102041,0.892857,2025-11-28,2025-11-28,UNKNOWN,1.142857,112,0.892857,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.892857'}]",UNKNOWN,98,2.95,3,2,3,20,15,7
