action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,115,,,9,6,6,115,,,,,,164,1,164,3,2,,152,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,9,"[{'action_type': 'subscribe_mobile_app', 'value': '14.12'}, {'action_type': 'subscribe_total', 'value': '14.12'}, {'action_type': 'start_trial_mobile_app', 'value': '14.12'}, {'action_type': 'start_trial_total', 'value': '14.12'}]",1.568889,"[{'action_type': 'outbound_click', 'value': '1.568889'}]",1.568889,2.353333,0.122783,,0.086098,0.086098,4.706667,,0.092895,1.568889,27.960396,29.852008,1.782178,2025-11-29,2025-11-29,1.067653,male,505,1.782178,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '1.782178'}]",473,14.12,24,4,25,136,85,59
,,,,,,,,,,,,,,,,,,,,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,53.333333,53.333333,0,2025-11-29,2025-11-29,1,unknown,3,,,,,3,0.16,,2,,,,
,,,,2,,,,,,,,,117,,117,1,1,,114,,6916173252384,10 Asian baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,2,,7.13,"[{'action_type': 'outbound_click', 'value': '7.13'}]",7.13,,,,0.12188,0.12188,14.26,,0.125088,7.13,29.770355,32.482916,0.417537,2025-11-29,2025-11-29,1.091116,female,479,0.417537,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.417537'}]",439,14.26,7,2,7,96,35,22
,,,,6,1,1,,,,,,,90,,90,1,1,,83,,6916173252384,10 Asian baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,5,,1.19,"[{'action_type': 'outbound_click', 'value': '1.19'}]",1.19,7.14,,,0.079333,0.079333,7.14,,0.086024,1.428,19.833333,21.636364,1.388889,2025-11-29,2025-11-29,1.090909,male,360,1.666667,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.666667'}]",330,7.14,5,2,5,71,31,19
,,,,,,,,,,,,,,,,,,,,,6916173252384,10 Asian baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,35,46.666667,0,2025-11-29,2025-11-29,1.333333,unknown,4,,,,,3,0.14,,1,,,,
,45,,,14,5,5,45,,,,,,276,1,276,6,5,,256,,6916177448584,10 Asian baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,6913347651784,FB_iOS_itoshi_rap_install,14,,0.770714,"[{'action_type': 'outbound_click', 'value': '0.770714'}]",0.770714,2.158,0.239778,,0.039094,0.039094,1.798333,,0.042148,0.770714,12.709069,13.538269,1.648999,2025-11-29,2025-11-29,1.065245,female,849,1.648999,14,"[{'action_type': 'outbound_click', 'value': '14'}]","[{'action_type': 'outbound_click', 'value': '1.648999'}]",797,10.79,24,3,22,231,109,65
,142,,,25,14,14,142,,,,,,546,,546,7,7,,514,,6916177448584,10 Asian baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,6913347651784,FB_iOS_itoshi_rap_install,24,,0.662,"[{'action_type': 'outbound_click', 'value': '0.662'}]",0.662,1.182143,0.116549,,0.030311,0.030311,2.364286,,0.032198,0.689583,10.305106,10.845347,1.494396,2025-11-29,2025-11-29,1.052425,male,1606,1.556663,25,"[{'action_type': 'outbound_click', 'value': '25'}]","[{'action_type': 'outbound_click', 'value': '1.556663'}]",1526,16.55,51,3,44,457,224,138
,,,,1,,,,,,,,,15,,15,,,,14,,6916177448584,10 Asian baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,6913347651784,FB_iOS_itoshi_rap_install,1,,0.59,"[{'action_type': 'outbound_click', 'value': '0.59'}]",0.59,,,,0.039333,0.039333,,,0.042143,0.59,19.032258,21.851852,3.225806,2025-11-29,2025-11-29,1.148148,unknown,31,3.225806,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.225806'}]",27,0.59,2,4,2,11,7,4
,54,,,9,6,6,54,,,,,,271,1,271,3,2,,259,,6916177448784,11 black baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,6913347651784,FB_iOS_itoshi_rap_install,9,,1.031111,"[{'action_type': 'outbound_click', 'value': '1.031111'}]",1.031111,1.546667,0.171852,,0.034244,0.034244,3.093333,,0.03583,1.031111,15.57047,16.223776,1.510067,2025-11-29,2025-11-29,1.041958,female,596,1.510067,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '1.510067'}]",572,9.28,30,4,27,230,112,76
,49,,,9,3,3,49,,,,,,246,,246,4,4,,233,,6916177448784,11 black baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,6913347651784,FB_iOS_itoshi_rap_install,10,,0.964444,"[{'action_type': 'outbound_click', 'value': '0.964444'}]",0.964444,2.893333,0.177143,,0.035285,0.035285,2.17,,0.037253,0.868,12.764706,13.436533,1.470588,2025-11-29,2025-11-29,1.052632,male,680,1.323529,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '1.323529'}]",646,8.68,25,4,25,204,105,74
,,,,,,,,,,,,,2,,2,,,,2,,6916177448784,11 black baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.045,0.045,,,0.045,,6.923077,6.923077,0,2025-11-29,2025-11-29,1,unknown,13,,,,,13,0.09,,2,,2,1,1
,,,,,,,,,,,,,1,,1,,,,1,,6916177884784,18 esha - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-11-29,2025-11-29,1,female,1,,,,,1,0.02,,9,,1,1,
,,,,,,,,,,,,,1,,1,,,,1,,6916177885384,13 blonde - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-11-29,2025-11-29,1,female,1,,,,,1,0.02,,4,,1,,
,,,,,,,,,,,,,,,,,,,,,6916177885784,05 blonde - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,50,50,0,2025-11-29,2025-11-29,1,female,1,,,,,1,0.05,,2,,,,
,53,,,20,5,5,53,,,,,,322,,322,3,3,,299,,6916177885984,07 black_4 - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,19,,0.5125,"[{'action_type': 'outbound_click', 'value': '0.5125'}]",0.5125,2.05,0.193396,,0.031832,0.031832,3.416667,,0.034281,0.539474,12.044653,12.717122,2.232667,2025-11-29,2025-11-29,1.055831,female,851,2.350176,20,"[{'action_type': 'outbound_click', 'value': '20'}]","[{'action_type': 'outbound_click', 'value': '2.350176'}]",806,10.25,32,4,31,266,160,107
,,,,1,,,,,,,,,14,,14,,,,13,,6916177885984,07 black_4 - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,1,,0.52,"[{'action_type': 'outbound_click', 'value': '0.52'}]",0.52,,,,0.037143,0.037143,,,0.04,0.52,14.444444,14.857143,2.777778,2025-11-29,2025-11-29,1.028571,male,36,2.777778,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.777778'}]",35,0.52,2,3,2,10,5,4
,,,,,,,,,,,,,1,,1,,,,1,,6916177885984,07 black_4 - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.07,0.07,,,0.07,,35,35,0,2025-11-29,2025-11-29,1,unknown,2,,,,,2,0.07,,4,,1,,
,2320,9,,507,175,175,2320,,,2,2,,10356,13,10356,160,145,,9689,,6916177886184,06 fbg og - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,489,"[{'action_type': 'subscribe_mobile_app', 'value': '12.560526'}, {'action_type': 'subscribe_total', 'value': '12.560526'}, {'action_type': 'start_trial_mobile_app', 'value': '7.955'}, {'action_type': 'start_trial_total', 'value': '7.955'}]",0.47071,"[{'action_type': 'outbound_click', 'value': '0.47071'}]",0.47071,1.363714,0.102866,,0.023045,0.023045,1.491563,,0.024631,0.488037,11.840734,12.297743,2.426197,2025-11-29,2025-11-29,1.038596,female,20155,2.515505,507,"[{'action_type': 'outbound_click', 'value': '507'}]","[{'action_type': 'outbound_click', 'value': '2.515505'}]",19406,238.65,1436,5,1318,8681,4926,3932
,177,1,,35,6,6,177,,,,,,595,2,595,14,12,,546,,6916177886184,06 fbg og - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,33,"[{'action_type': 'subscribe_mobile_app', 'value': '13.08'}, {'action_type': 'subscribe_total', 'value': '13.08'}, {'action_type': 'start_trial_mobile_app', 'value': '13.08'}, {'action_type': 'start_trial_total', 'value': '13.08'}]",0.373714,"[{'action_type': 'outbound_click', 'value': '0.373714'}]",0.373714,2.18,0.073898,,0.021983,0.021983,0.934286,,0.023956,0.396364,10.616883,11.373913,2.678571,2025-11-29,2025-11-29,1.071304,male,1232,2.840909,35,"[{'action_type': 'outbound_click', 'value': '35'}]","[{'action_type': 'outbound_click', 'value': '2.840909'}]",1150,13.08,59,6,57,485,239,180
,,1,,3,,,,,,,,,33,,33,,,,30,,6916177886184,06 fbg og - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,3,,0.363333,"[{'action_type': 'outbound_click', 'value': '0.363333'}]",0.363333,,,,0.03303,0.03303,,,0.036333,0.363333,14.72973,15.352113,4.054054,2025-11-29,2025-11-29,1.042254,unknown,74,4.054054,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '4.054054'}]",71,1.09,5,4,5,27,13,10
,,,,,,,,,,,,,,,,,,,,,6916177886984,03 blonde - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,10,10,0,2025-11-29,2025-11-29,1,female,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,6916177886984,03 blonde - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,15,15,0,2025-11-29,2025-11-29,1,male,2,,,,,2,0.03,,2,,,,
,,,,,,,,,,,,,,,,,,,,,6916855008184,01 Bob_snoop,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,0,0,0,2025-11-29,2025-11-29,1,male,2,,,,,2,0,,1,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6916856841784,01 Jesus_travis,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-11-29,2025-11-29,1,female,2,,,,,2,0.02,,3,,1,,
,,,,,,,,,,,,,2,,2,,,,2,,6916856841784,01 Jesus_travis,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.02,0.02,,,0.02,,8,20,0,2025-11-29,2025-11-29,2.5,male,5,,,,,2,0.04,,7,,2,2,3
,,,,,,,,,,,,,,,,,,,,,6916857336784,01 Santa_slim,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,10,10,0,2025-11-29,2025-11-29,1,female,1,,,,,1,0.01,,3,,,,
,,,,,,,,,,,,,2,,2,,,,2,,6916857336784,01 Santa_slim,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.03,0.03,,,0.03,,20,20,0,2025-11-29,2025-11-29,1,male,3,,,,,3,0.06,,6,1,2,1,1
,20,,,5,2,2,20,,,,,,120,,120,3,3,,112,,6916858590184,02 Eddie_Snoop,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,5,,0.516,"[{'action_type': 'outbound_click', 'value': '0.516'}]",0.516,1.29,0.129,,0.0215,0.0215,0.86,,0.023036,0.516,9.96139,10.403226,1.930502,2025-11-29,2025-11-29,1.044355,female,259,1.930502,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.930502'}]",248,2.58,6,5,5,102,53,28
,194,,,27,15,15,194,,,1,1,,1102,2,1102,12,9,,1063,,6916858590184,02 Eddie_Snoop,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,27,"[{'action_type': 'subscribe_mobile_app', 'value': '21.19'}, {'action_type': 'subscribe_total', 'value': '21.19'}, {'action_type': 'start_trial_mobile_app', 'value': '21.19'}, {'action_type': 'start_trial_total', 'value': '21.19'}]",0.784815,"[{'action_type': 'outbound_click', 'value': '0.784815'}]",0.784815,1.412667,0.109227,,0.019229,0.019229,1.765833,,0.019934,0.784815,9.125754,9.125754,1.162791,2025-11-29,2025-11-29,1,male,2322,1.162791,27,"[{'action_type': 'outbound_click', 'value': '27'}]","[{'action_type': 'outbound_click', 'value': '1.162791'}]",2322,21.19,86,5,79,976,510,314
,,,,,,,,,,,,,7,,7,,,,7,,6916858590184,02 Eddie_Snoop,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.014286,0.014286,,,0.014286,,7.692308,9.090909,0,2025-11-29,2025-11-29,1.181818,unknown,13,,,,,11,0.1,,5,,7,4,4
,,,,,,,,,,,,,1,,1,,,,1,,6916859158784,02 Mike_rapGod,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.05,0.05,,,0.05,,25,25,0,2025-11-29,2025-11-29,1,male,2,,,,,2,0.05,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,6916860073184,02 Mike_sicko,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,30,30,0,2025-11-29,2025-11-29,1,female,1,,,,,1,0.03,,5,,,,
,,,,,,,,,,,,,2,,2,,,,2,,6916860073184,02 Mike_sicko,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.04,0.04,,,0.04,,8.888889,8.888889,0,2025-11-29,2025-11-29,1,male,9,,,,,9,0.08,,3,,2,2,
,,,,,,,,,,,,,2,,2,,,,2,,6916860754984,02 snoop_loseYourself,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.025,0.025,,,0.025,,12.5,12.5,0,2025-11-29,2025-11-29,1,male,4,,,,,4,0.05,,4,,2,,
,,,,,,,,,,,,,1,,1,,,,1,,6916861420184,02 Timothy_slim,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.02,0.02,,,0.02,,10,20,0,2025-11-29,2025-11-29,2,female,2,,,,,1,0.02,,14,,1,1,1
,,,,,,,,,,,,,3,,3,,,,3,,6916861420184,02 Timothy_slim,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.026667,0.026667,,,0.026667,,13.333333,13.333333,0,2025-11-29,2025-11-29,1,male,6,,,,,6,0.08,,2,,3,,
,,,,,,,,,,,,,,,,,,,,,6916862364784,03 Mike_gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,23.333333,23.333333,0,2025-11-29,2025-11-29,1,female,3,,,,,3,0.07,,3,,,,
,,,,1,,,,,,,,,3,,3,,,,2,,6916862364784,03 Mike_gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,1,,0.03,"[{'action_type': 'outbound_click', 'value': '0.03'}]",0.03,,,,0.01,0.01,,,0.015,0.03,10,30,33.333333,2025-11-29,2025-11-29,3,male,3,33.333333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '33.333333'}]",1,0.03,1,6,1,1,1,1
,,,,,,,,,,,,,3,,3,,,,3,,6916863115584,03 Snoop_sicko,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.056667,0.056667,,,0.056667,,11.333333,11.333333,0,2025-11-29,2025-11-29,1,male,15,,,,,15,0.17,,3,,3,2,1
,,,,1,,,,,,,,,2,,2,,,,1,,6916863278384,03 will_loseYourself,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,1,,0.06,"[{'action_type': 'outbound_click', 'value': '0.06'}]",0.06,,,,0.03,0.03,,,0.06,0.06,12,12,20,2025-11-29,2025-11-29,1,male,5,20,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '20'}]",5,0.06,1,4,1,1,1,1
,7,1,,15,1,1,7,,,,,,401,1,401,15,14,,371,,6916864174784,04 Morgan_Gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,15,,0.678,"[{'action_type': 'outbound_click', 'value': '0.678'}]",0.678,10.17,1.452857,,0.025362,0.025362,0.678,,0.027412,0.678,10.947255,11.401345,1.614639,2025-11-29,2025-11-29,1.04148,female,929,1.614639,15,"[{'action_type': 'outbound_click', 'value': '15'}]","[{'action_type': 'outbound_click', 'value': '1.614639'}]",892,10.17,31,4,27,332,162,95
,569,4,,116,52,52,569,,,1,1,,2618,3,2618,51,47,,2451,,6916864174784,04 Morgan_Gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,111,"[{'action_type': 'subscribe_mobile_app', 'value': '30.025'}, {'action_type': 'subscribe_total', 'value': '30.025'}, {'action_type': 'start_trial_mobile_app', 'value': '30.025'}, {'action_type': 'start_trial_total', 'value': '30.025'}]",0.517672,"[{'action_type': 'outbound_click', 'value': '0.517672'}]",0.517672,1.154808,0.105536,,0.022937,0.022937,1.177451,,0.0245,0.540991,9.643488,9.991681,1.78256,2025-11-29,2025-11-29,1.036106,male,6227,1.862855,116,"[{'action_type': 'outbound_click', 'value': '116'}]","[{'action_type': 'outbound_click', 'value': '1.862855'}]",6010,60.05,247,4,219,2212,1178,710
,1,,,2,,,1,,,,,,20,,20,1,1,,17,,6916864174784,04 Morgan_Gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,2,,0.235,"[{'action_type': 'outbound_click', 'value': '0.235'}]",0.235,,0.47,,0.0235,0.0235,0.47,,0.027647,0.235,9.791667,10,4.166667,2025-11-29,2025-11-29,1.021277,unknown,48,4.166667,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '4.166667'}]",47,0.47,2,4,2,16,9,6
,,,,,,,,,,,,,1,,1,,,,1,,6916865002784,04 will_rapGod,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.05,0.05,,,0.05,,16.666667,16.666667,0,2025-11-29,2025-11-29,1,male,3,,,,,3,0.05,,4,,1,1,
,,,,,,,,,,,,,,,,,,,,,6916865142184,04 Will_sicko,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,10,10,0,2025-11-29,2025-11-29,1,male,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6917461954184,01 Bob_snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,60,60,0,2025-11-29,2025-11-29,1,female,1,,,,,1,0.06,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6917461954184,01 Bob_snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-11-29,2025-11-29,1,male,2,,,,,2,0.02,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6917461954384,04 Will_sicko - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,15,15,0,2025-11-29,2025-11-29,1,female,2,,,,,2,0.03,,2,,,,
,,,,,,,,,,,,,,,,,,,,,6917461954384,04 Will_sicko - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,35,35,0,2025-11-29,2025-11-29,1,male,2,,,,,2,0.07,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6917461954584,02 snoop_loseYourself - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,45,45,0,2025-11-29,2025-11-29,1,female,12,,,,,12,0.54,,1,,,,
,37,,,3,1,1,37,,,,,,32,,32,,,,29,,6917461954584,02 snoop_loseYourself - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,3,"[{'action_type': 'start_trial_mobile_app', 'value': '2.69'}, {'action_type': 'start_trial_total', 'value': '2.69'}]",0.896667,"[{'action_type': 'outbound_click', 'value': '0.896667'}]",0.896667,2.69,0.072703,,0.084063,0.084063,,,0.092759,0.896667,25.140187,27.731959,2.803738,2025-11-29,2025-11-29,1.103093,male,107,2.803738,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '2.803738'}]",97,2.69,4,3,4,24,9,5
,,,,,,,,,,,,,2,,2,,,,2,,6917461954584,02 snoop_loseYourself - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.055,0.055,,,0.055,,27.5,27.5,0,2025-11-29,2025-11-29,1,unknown,4,,,,,4,0.11,,3,,2,,
,,,,,,,,,,,,,1,,1,,,,1,,6917461954784,04 will_rapGod - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-11-29,2025-11-29,1,female,2,,,,,2,0.02,1,15,1,1,1,1
,,,,,,,,,,,,,3,,3,,,,3,,6917461954784,04 will_rapGod - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.103333,0.103333,,,0.103333,,23.846154,25.833333,0,2025-11-29,2025-11-29,1.083333,male,13,,,,,12,0.31,2,4,2,3,2,2
,7,,,13,1,1,7,,,,,,389,,389,8,8,,368,,6917461954984,04 Morgan_Gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,13,"[{'action_type': 'start_trial_mobile_app', 'value': '21.094688'}, {'action_type': 'start_trial_total', 'value': '21.094688'}]",1.622668,"[{'action_type': 'outbound_click', 'value': '1.622668'}]",1.622668,21.094688,3.013527,,0.054228,0.054228,2.636836,,0.057323,1.622668,20.440589,21.547178,1.25969,2025-11-29,2025-11-29,1.054137,female,1032,1.25969,13,"[{'action_type': 'outbound_click', 'value': '13'}]","[{'action_type': 'outbound_click', 'value': '1.25969'}]",979,21.094688,37,4,34,322,155,96
,455,8,,134,41,41,455,,,2,2,,2334,5,2334,35,28,,2165,,6917461954984,04 Morgan_Gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,129,"[{'action_type': 'subscribe_mobile_app', 'value': '11.247499'}, {'action_type': 'subscribe_total', 'value': '11.247499'}, {'action_type': 'start_trial_mobile_app', 'value': '9.372916'}, {'action_type': 'start_trial_total', 'value': '9.372916'}]",0.839366,"[{'action_type': 'outbound_click', 'value': '0.839366'}]",0.839366,2.743293,0.247198,,0.04819,0.04819,3.213571,,0.051952,0.871899,17.776987,19.121896,2.038881,2025-11-29,2025-11-29,1.075655,male,6327,2.117907,134,"[{'action_type': 'outbound_click', 'value': '134'}]","[{'action_type': 'outbound_click', 'value': '2.117907'}]",5882,112.474994,245,4,228,1937,1077,661
,,,,1,,,,,,,,,23,,23,1,1,,21,,6917461954984,04 Morgan_Gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,1.430318,"[{'action_type': 'outbound_click', 'value': '1.430318'}]",1.430318,,,,0.062188,0.062188,1.430318,,0.06811,1.430318,21.671483,23.447834,1.515152,2025-11-29,2025-11-29,1.081967,unknown,66,1.515152,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.515152'}]",61,1.430318,1,3,1,19,12,7
,,,,,,,,,,,,,,,,,,,,,6917461955184,03 will_loseYourself - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,63.333333,63.333333,0,2025-11-29,2025-11-29,1,female,3,,,,,3,0.19,,1,,,,
,,,,,,,,,,,,,10,,10,,,,10,,6917461955184,03 will_loseYourself - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.104,0.104,,,0.104,,27.368421,28.888889,0,2025-11-29,2025-11-29,1.055556,male,38,,,,,36,1.04,1,2,1,7,2,1
