action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,322,1,,71,29,29,322,,,,,,2465,,2465,16,16,,2378,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,55-64,6913347651784,FB_iOS_itoshi_rap_install,72,"[{'action_type': 'subscribe_mobile_app', 'value': '25.016109'}, {'action_type': 'subscribe_total', 'value': '25.016109'}, {'action_type': 'start_trial_mobile_app', 'value': '25.016109'}, {'action_type': 'start_trial_total', 'value': '25.016109'}]",0.704679,"[{'action_type': 'outbound_click', 'value': '0.704679'}]",0.704679,1.725249,0.15538,,0.020297,0.020297,3.127014,,0.02104,0.694892,10.683796,11.456885,1.537476,2025-11-26,2025-11-26,1.072361,4683,1.516122,71,"[{'action_type': 'outbound_click', 'value': '71'}]","[{'action_type': 'outbound_click', 'value': '1.516122'}]",4367,50.032217,224,4,204,2262,1020,545
,66,,,25,8,8,66,,,,,,440,,440,5,5,,410,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,65+,6913347651784,FB_iOS_itoshi_rap_install,24,,0.412101,"[{'action_type': 'outbound_click', 'value': '0.412101'}]",0.412101,1.287814,0.156099,,0.023415,0.023415,2.060503,,0.025128,0.429271,12.41267,12.878145,2.891566,2025-11-26,2025-11-26,1.0375,830,3.012048,25,"[{'action_type': 'outbound_click', 'value': '25'}]","[{'action_type': 'outbound_click', 'value': '3.012048'}]",800,10.302516,41,4,36,386,174,92
,,,,,,,,,,,,,1,,1,,,,1,,6913866605984,kendrick_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-11-26,2025-11-26,1,1,,,,,1,0.01,,4,,1,,
,2,,,1,,,2,,,,,,49,,49,,,,48,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,18-24,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,2,,4.1,"[{'action_type': 'outbound_click', 'value': '4.1'}]",4.1,,2.05,,0.083673,0.083673,,,0.085417,2.05,24.260355,26.797386,1.183432,2025-11-26,2025-11-26,1.104575,169,0.591716,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.591716'}]",153,4.1,7,3,7,47,19,13
,106,1,,18,8,8,106,,,,,,380,,380,1,1,,361,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,19,"[{'action_type': 'start_trial_mobile_app', 'value': '13.46'}, {'action_type': 'start_trial_total', 'value': '13.46'}]",1.495556,"[{'action_type': 'outbound_click', 'value': '1.495556'}]",1.495556,3.365,0.253962,,0.070842,0.070842,26.92,,0.074571,1.416842,20.271084,22.266336,1.430723,2025-11-26,2025-11-26,1.098428,1328,1.355422,18,"[{'action_type': 'outbound_click', 'value': '18'}]","[{'action_type': 'outbound_click', 'value': '1.355422'}]",1209,26.92,53,3,52,352,167,97
,197,,1,55,15,15,197,,,,,,1164,1,1164,7,5,,1102,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,56,"[{'action_type': 'subscribe_mobile_app', 'value': '37.64'}, {'action_type': 'subscribe_total', 'value': '37.64'}, {'action_type': 'start_trial_mobile_app', 'value': '18.82'}, {'action_type': 'start_trial_total', 'value': '18.82'}]",1.368727,"[{'action_type': 'outbound_click', 'value': '1.368727'}]",1.368727,5.018667,0.382132,,0.064674,0.064674,10.754286,,0.068312,1.344286,22.063306,24.252577,1.641266,2025-11-26,2025-11-26,1.099227,3412,1.611958,55,"[{'action_type': 'outbound_click', 'value': '55'}]","[{'action_type': 'outbound_click', 'value': '1.611958'}]",3104,75.28,205,4,192,1056,562,352
,231,1,,39,14,14,231,,,,,,874,2,874,14,12,,821,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,38,"[{'action_type': 'subscribe_mobile_app', 'value': '11.624'}, {'action_type': 'subscribe_total', 'value': '11.624'}, {'action_type': 'start_trial_mobile_app', 'value': '9.686667'}, {'action_type': 'start_trial_total', 'value': '9.686667'}]",1.490256,"[{'action_type': 'outbound_click', 'value': '1.490256'}]",1.490256,4.151429,0.251602,,0.066499,0.066499,4.151429,,0.070792,1.529474,25.981225,26.771073,1.698704,2025-11-26,2025-11-26,1.030401,2237,1.743406,39,"[{'action_type': 'outbound_click', 'value': '39'}]","[{'action_type': 'outbound_click', 'value': '1.743406'}]",2171,58.12,137,4,131,781,410,264
,1,,,10,,,1,,,,,,163,,163,,,,153,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,11,,1.174,"[{'action_type': 'outbound_click', 'value': '1.174'}]",1.174,,11.74,,0.072025,0.072025,,,0.076732,1.067273,34.631268,37.507987,3.244838,2025-11-26,2025-11-26,1.083067,339,2.949853,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '2.949853'}]",313,11.74,34,5,34,149,86,62
,,,,,,,,,,,,,40,,40,,,,40,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,65+,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.08,0.08,,,0.08,,30.188679,32.323232,0,2025-11-26,2025-11-26,1.070707,106,,,,,99,3.2,5,9,4,37,20,13
,,,,1,,,,,,,,,24,,24,1,1,,22,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,18-24,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,3.2,"[{'action_type': 'outbound_click', 'value': '3.2'}]",3.2,,,,0.133333,0.133333,3.2,,0.145455,3.2,27.826087,28.070175,0.869565,2025-11-26,2025-11-26,1.008772,115,0.869565,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.869565'}]",114,3.2,,2,,22,10,3
,37,,,13,10,10,37,,,,,,363,,363,1,1,,349,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,13,"[{'action_type': 'start_trial_mobile_app', 'value': '23.77'}, {'action_type': 'start_trial_total', 'value': '23.77'}]",1.828462,"[{'action_type': 'outbound_click', 'value': '1.828462'}]",1.828462,2.377,0.642432,,0.065482,0.065482,23.77,,0.068109,1.828462,17.845345,18.298691,0.975976,2025-11-26,2025-11-26,1.025404,1332,0.975976,13,"[{'action_type': 'outbound_click', 'value': '13'}]","[{'action_type': 'outbound_click', 'value': '0.975976'}]",1299,23.77,28,3,28,333,138,67
,143,,,19,6,6,143,,,,,,1011,,1011,2,2,,990,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,21,"[{'action_type': 'subscribe_mobile_app', 'value': '20.083333'}, {'action_type': 'subscribe_total', 'value': '20.083333'}, {'action_type': 'start_trial_mobile_app', 'value': '20.083333'}, {'action_type': 'start_trial_total', 'value': '20.083333'}]",3.171053,"[{'action_type': 'outbound_click', 'value': '3.171053'}]",3.171053,10.041667,0.421329,,0.059594,0.059594,30.125,,0.060859,2.869048,20.833333,21.782357,0.726141,2025-11-26,2025-11-26,1.045553,2892,0.656985,19,"[{'action_type': 'outbound_click', 'value': '19'}]","[{'action_type': 'outbound_click', 'value': '0.656985'}]",2766,60.25,68,3,68,925,391,206
,289,1,,25,16,16,289,,,1,1,,997,,997,4,3,,968,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,28,"[{'action_type': 'subscribe_mobile_app', 'value': '59.54'}, {'action_type': 'subscribe_total', 'value': '59.54'}, {'action_type': 'start_trial_mobile_app', 'value': '6.615556'}, {'action_type': 'start_trial_total', 'value': '6.615556'}]",2.3816,"[{'action_type': 'outbound_click', 'value': '2.3816'}]",2.3816,3.72125,0.206021,,0.059719,0.059719,14.885,,0.061508,2.126429,25.325393,26.50935,1.190983,2025-11-26,2025-11-26,1.04675,2351,1.063377,25,"[{'action_type': 'outbound_click', 'value': '25'}]","[{'action_type': 'outbound_click', 'value': '1.063377'}]",2246,59.54,84,4,75,914,409,228
,40,,,8,5,5,40,,,,,,213,,213,1,1,,204,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,8,,1.93875,"[{'action_type': 'outbound_click', 'value': '1.93875'}]",1.93875,3.102,0.38775,,0.072817,0.072817,15.51,,0.076029,1.93875,32.447699,32.721519,1.67364,2025-11-26,2025-11-26,1.008439,478,1.67364,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '1.67364'}]",474,15.51,21,4,20,190,84,46
,,,,,,,,,,,,,28,,28,,,,28,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,65+,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.048571,0.048571,,,0.048571,,21.25,21.935484,0,2025-11-26,2025-11-26,1.032258,64,,,,,62,1.36,3,4,3,26,11,7
,,,,,1,1,,,,,,,,,,,,,,,6914859920984,pose_bday,6914859920584,FB_iOS_Purchase_itoshi_bday_241125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,0,,,,,,,,,,,,2025-11-26,2025-11-26,0,0,,,,,0,0,,,,,,
,,,,,,,,,,,,,2,,2,,,,2,,6915585772384,tyson_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.125,0.125,,,0.125,,83.333333,83.333333,0,2025-11-26,2025-11-26,1,3,,,,,3,0.25,,5,,2,1,
,,,,,,,,,,,,,3,,3,,,,3,,6915585772384,tyson_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.076667,0.076667,,,0.076667,,23,23,0,2025-11-26,2025-11-26,1,10,,,,,10,0.23,,1,,3,,
,,,,,,,,,,,,,,,,,,,,,6915585772384,tyson_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,43.333333,43.333333,0,2025-11-26,2025-11-26,1,6,,,,,6,0.26,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6915585772384,tyson_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,20,20,0,2025-11-26,2025-11-26,1,1,,,,,1,0.02,,1,,,,
,,,,,,,,,,,,,2,,2,,,,2,,6915585772584,kendrick_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-11-26,2025-11-26,1,2,,,,,2,0.02,,5,,2,2,1
,,,,,,,,,,,,,,,,,,,,,6915585772584,kendrick_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,30,30,0,2025-11-26,2025-11-26,1,1,,,,,1,0.03,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6915585772584,kendrick_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,86.666667,86.666667,0,2025-11-26,2025-11-26,1,3,,,,,3,0.26,,1,,1,,
,,,,,,,,,,,,,36,1,36,2,1,,34,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.0825,0.0825,1.485,,0.087353,,22.671756,23.023256,0,2025-11-26,2025-11-26,1.015504,131,,,,,129,2.97,4,2,4,30,12,5
,25,2,,6,,,25,,,,,,185,1,185,3,2,,176,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,6,,2.628333,"[{'action_type': 'outbound_click', 'value': '2.628333'}]",2.628333,,0.6308,,0.085243,0.085243,5.256667,,0.089602,2.628333,23.328402,24.449612,0.887574,2025-11-26,2025-11-26,1.048062,676,0.887574,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '0.887574'}]",645,15.77,13,3,13,170,83,42
,7,,,4,1,1,7,,,1,1,,268,,268,2,1,,262,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,5,,5.1325,"[{'action_type': 'outbound_click', 'value': '5.1325'}]",5.1325,20.53,2.932857,,0.076604,0.076604,10.265,,0.078359,4.106,24.067995,25.921717,0.586166,2025-11-26,2025-11-26,1.07702,853,0.468933,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '0.468933'}]",792,20.53,19,3,18,250,112,58
,4,,,4,,,4,,,,,,233,,233,2,2,,227,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,4,,5.1425,"[{'action_type': 'outbound_click', 'value': '5.1425'}]",5.1425,,5.1425,,0.088283,0.088283,10.285,,0.090617,5.1425,33.447154,35.283019,0.650407,2025-11-26,2025-11-26,1.054889,615,0.650407,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '0.650407'}]",583,20.57,22,4,21,218,108,63
,23,,,2,2,2,23,,,,,,71,,71,1,1,,68,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,3,"[{'action_type': 'subscribe_mobile_app', 'value': '6.92'}, {'action_type': 'subscribe_total', 'value': '6.92'}, {'action_type': 'start_trial_mobile_app', 'value': '6.92'}, {'action_type': 'start_trial_total', 'value': '6.92'}]",3.46,"[{'action_type': 'outbound_click', 'value': '3.46'}]",3.46,3.46,0.30087,,0.097465,0.097465,6.92,,0.101765,2.306667,41.686747,43.25,1.807229,2025-11-26,2025-11-26,1.0375,166,1.204819,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.204819'}]",160,6.92,7,4,7,66,37,22
,9,,,,,,9,,,,,,10,,10,,,,10,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,65+,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,0.155556,,0.14,0.14,,,0.14,,51.851852,51.851852,0,2025-11-26,2025-11-26,1,27,,,,,27,1.4,2,5,2,8,2,2
,,,,,,,,,,,,,,,,,,,,,6915585772984,jesus_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,5,5,0,2025-11-26,2025-11-26,1,2,,,,,2,0.01,,0,,,,
,,,,,,,,,,,,,2,,2,,,,2,,6915585772984,jesus_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.23,0.23,,,0.23,,115,115,0,2025-11-26,2025-11-26,1,4,,,,,4,0.46,,2,,2,,
,,,,,,,,,,,,,,,,,,,,,6915585772984,jesus_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-11-26,2025-11-26,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6915585772984,jesus_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.72,0.72,,,0.72,,240,240,0,2025-11-26,2025-11-26,1,3,,,,,3,0.72,1,19,1,1,1,1
,17,,,1,2,2,17,,,,,,88,,88,3,3,,84,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,2,,8.04,"[{'action_type': 'outbound_click', 'value': '8.04'}]",8.04,4.02,0.472941,,0.091364,0.091364,2.68,,0.095714,4.02,25.52381,27.254237,0.634921,2025-11-26,2025-11-26,1.067797,315,0.31746,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.31746'}]",295,8.04,9,3,9,82,38,22
,21,,,11,3,3,21,,,,,,330,,330,5,5,,314,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,11,,2.575455,"[{'action_type': 'outbound_click', 'value': '2.575455'}]",2.575455,9.443333,1.349048,,0.085848,0.085848,5.666,,0.090223,2.575455,24.192997,27.08413,0.939368,2025-11-26,2025-11-26,1.119503,1171,0.939368,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '0.939368'}]",1046,28.33,43,3,45,295,156,86
,160,1,,41,11,11,160,,,,,,705,,705,5,5,,659,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,40,"[{'action_type': 'subscribe_mobile_app', 'value': '28.365'}, {'action_type': 'subscribe_total', 'value': '28.365'}, {'action_type': 'start_trial_mobile_app', 'value': '18.91'}, {'action_type': 'start_trial_total', 'value': '18.91'}]",1.383659,"[{'action_type': 'outbound_click', 'value': '1.383659'}]",1.383659,5.157273,0.354563,,0.080468,0.080468,11.346,,0.086085,1.41825,26.822695,29.017903,1.891253,2025-11-26,2025-11-26,1.081841,2115,1.938534,41,"[{'action_type': 'outbound_click', 'value': '41'}]","[{'action_type': 'outbound_click', 'value': '1.938534'}]",1955,56.73,117,3,108,634,319,199
