action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,15,,,,,,15,,,,,,,,,,,,,,6898088286784,#22_fbg,6898088286984,FB_iOS_Purchase_itoshi_mixedstyles,25-34,6897116451584,FB_iOS_Purchase_itoshi_v1_set2,0,,,,,,0,,,,,,,,,,,2025-11-21,2025-11-21,0,0,,,,,0,0,,,,,,
,2,,,,,,2,,,,,,,,,,,,,,6910104803984,redpants_braids_4x5,6910102448584,FB_iOS_Purchase_itoshi_sliding_mixed_141125,35-44,6910102452984,FB_iOS_Purchase_itoshi_v1_set3,0,,,,,,0,,,,,,,,,,,2025-11-21,2025-11-21,0,0,,,,,0,0,,,,,,
,3,,,,,,3,,,,,,,,,,,,,,6910104803984,redpants_braids_4x5,6910102448584,FB_iOS_Purchase_itoshi_sliding_mixed_141125,45-54,6910102452984,FB_iOS_Purchase_itoshi_v1_set3,0,,,,,,0,,,,,,,,,,,2025-11-21,2025-11-21,0,0,,,,,0,0,,,,,,
,2,,,,,,2,,,,,,,,,,,,,,6910105019184,spacebuns_braids_4x5,6910102448584,FB_iOS_Purchase_itoshi_sliding_mixed_141125,25-34,6910102452984,FB_iOS_Purchase_itoshi_v1_set3,0,,,,,,0,,,,,,,,,,,2025-11-21,2025-11-21,0,0,,,,,0,0,,,,,,
,3,,,,,,3,,,,,,,,,,,,,,6910105019184,spacebuns_braids_4x5,6910102448584,FB_iOS_Purchase_itoshi_sliding_mixed_141125,35-44,6910102452984,FB_iOS_Purchase_itoshi_v1_set3,0,,,,,,0,,,,,,,,,,,2025-11-21,2025-11-21,0,0,,,,,0,0,,,,,,
,2,,,,,,2,,,,,,,,,,,,,,6910489554784,kdash_sisters,6910489554184,FB_iOS_Purchase_itoshi_kimkvariants_151125,35-44,6910102452984,FB_iOS_Purchase_itoshi_v1_set3,0,,,,,,0,,,,,,,,,,,2025-11-21,2025-11-21,0,0,,,,,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,6911402806784,#22_fbg_dre,6911402806384,FB_iOS_Purchase_itoshi_ogfbgvariants_MUSIC_171125_1day,25-34,6910102452984,FB_iOS_Purchase_itoshi_v1_set3,0,,,,,,0,,,,,,,,,,,2025-11-21,2025-11-21,0,0,,,,,0,0,,,,,,
,16,,,,2,2,16,,,,,,,,,,,,,,6911404174784,snoop_y2kslide,6911404173984,FB_iOS_Purchase_itoshi_y2ksliding_151125_1day,25-34,6910102452984,FB_iOS_Purchase_itoshi_v1_set3,0,,,,,0,0,,,,,,,,,,,2025-11-21,2025-11-21,0,0,,,,,0,0,,,,,,
,4,,,,,,4,,,,,,,,,,,,,,6911404174784,snoop_y2kslide,6911404173984,FB_iOS_Purchase_itoshi_y2ksliding_151125_1day,35-44,6910102452984,FB_iOS_Purchase_itoshi_v1_set3,0,,,,,,0,,,,,,,,,,,2025-11-21,2025-11-21,0,0,,,,,0,0,,,,,,
,3,,,,,,3,,,,,,,,,,,,,,6911404174784,snoop_y2kslide,6911404173984,FB_iOS_Purchase_itoshi_y2ksliding_151125_1day,55-64,6910102452984,FB_iOS_Purchase_itoshi_v1_set3,0,,,,,,0,,,,,,,,,,,2025-11-21,2025-11-21,0,0,,,,,0,0,,,,,,
,,,,,1,1,,,,,,,,,,,,,,,6911782278184,Ad #10 seunbaengnam6129_korean_girl_t_4X5,6911773196984,FB_iOS_Purchase_itoshi_fbgvariants_4x5_181125_1D,25-34,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,0,,,,,0,,,,,,,,,,,,2025-11-21,2025-11-21,0,0,,,,,0,0,,,,,,
,1,,,,,,1,,,,,,30,,30,1,1,,29,,6911784820584,Ad #12 u4124128568_Ultra_realistic_se_4X5,6911773196984,FB_iOS_Purchase_itoshi_fbgvariants_4x5_181125_1D,18-24,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,0,,,,,,1.98,,0.066,0.066,1.98,,0.068276,,34.736842,38.823529,0,2025-11-21,2025-11-21,1.117647,57,,,,,51,1.98,2,4,2,26,9,3
,9,,,5,3,3,9,,,,,,62,,62,,,,57,,6911784820584,Ad #12 u4124128568_Ultra_realistic_se_4X5,6911773196984,FB_iOS_Purchase_itoshi_fbgvariants_4x5_181125_1D,25-34,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,5,,1.51,"[{'action_type': 'outbound_click', 'value': '1.51'}]",1.51,2.516667,0.838889,,0.121774,0.121774,,,0.132456,1.51,37.75,46.036585,2.5,2025-11-21,2025-11-21,1.219512,200,2.5,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '2.5'}]",164,7.55,13,4,13,50,27,18
,3,,,3,2,2,3,,,,,,49,,49,,,,46,,6911784820584,Ad #12 u4124128568_Ultra_realistic_se_4X5,6911773196984,FB_iOS_Purchase_itoshi_fbgvariants_4x5_181125_1D,35-44,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,3,,1.96,"[{'action_type': 'outbound_click', 'value': '1.96'}]",1.96,2.94,1.96,,0.12,0.12,,,0.127826,1.96,38.940397,44.210526,1.986755,2025-11-21,2025-11-21,1.135338,151,1.986755,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.986755'}]",133,5.88,7,4,7,40,22,15
,,,,1,,,,,,,,,16,,16,,,,15,,6911784820584,Ad #12 u4124128568_Ultra_realistic_se_4X5,6911773196984,FB_iOS_Purchase_itoshi_fbgvariants_4x5_181125_1D,45-54,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,1,,1.75,"[{'action_type': 'outbound_click', 'value': '1.75'}]",1.75,,,,0.109375,0.109375,,,0.116667,1.75,34.313725,38.888889,1.960784,2025-11-21,2025-11-21,1.133333,51,1.960784,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.960784'}]",45,1.75,6,4,6,15,8,6
,,,,,,,,,,,,,8,,8,,,,8,,6911784820584,Ad #12 u4124128568_Ultra_realistic_se_4X5,6911773196984,FB_iOS_Purchase_itoshi_fbgvariants_4x5_181125_1D,55-64,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,0,,,,,,,,0.215,0.215,,,0.215,,114.666667,156.363636,0,2025-11-21,2025-11-21,1.363636,15,,,,,11,1.72,2,7,2,8,6,3
,,,,,,,,,,,,,2,,2,,,,2,,6911784820584,Ad #12 u4124128568_Ultra_realistic_se_4X5,6911773196984,FB_iOS_Purchase_itoshi_fbgvariants_4x5_181125_1D,65+,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,0,,,,,,,,0.03,0.03,,,0.03,,20,20,0,2025-11-21,2025-11-21,1,3,,,,,3,0.06,,6,,2,1,1
,6,,,,,,6,,,,,,2,,2,,,,2,,6911799701784,Ad #9 salty_4X5,6911773196984,FB_iOS_Purchase_itoshi_fbgvariants_4x5_181125_1D,18-24,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,0,,,,,,0.053333,,0.16,0.16,,,0.16,,40,40,0,2025-11-21,2025-11-21,1,8,,,,,8,0.32,,1,,1,,
,11,,,,1,1,11,,,,,,19,,19,,,,19,,6911799701784,Ad #9 salty_4X5,6911773196984,FB_iOS_Purchase_itoshi_fbgvariants_4x5_181125_1D,25-34,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,0,,,,,2.81,0.255455,,0.147895,0.147895,,,0.147895,,56.2,59.787234,0,2025-11-21,2025-11-21,1.06383,50,,,,,47,2.81,2,4,2,16,7,2
,12,,,1,,,12,,,,,,22,,22,,,,21,,6911799701784,Ad #9 salty_4X5,6911773196984,FB_iOS_Purchase_itoshi_fbgvariants_4x5_181125_1D,35-44,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,1,,5.82,"[{'action_type': 'outbound_click', 'value': '5.82'}]",5.82,,0.485,,0.264545,0.264545,,,0.277143,5.82,90.9375,92.380952,1.5625,2025-11-21,2025-11-21,1.015873,64,1.5625,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.5625'}]",63,5.82,3,4,3,17,14,8
,2,,,,,,2,,,,,,3,,3,,,,3,,6911799701784,Ad #9 salty_4X5,6911773196984,FB_iOS_Purchase_itoshi_fbgvariants_4x5_181125_1D,45-54,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,0,,,,,,0.485,,0.323333,0.323333,,,0.323333,,51.052632,57.058824,0,2025-11-21,2025-11-21,1.117647,19,,,,,17,0.97,1,2,1,2,2,1
,2,,,,,,2,,,,,,2,,2,,,,2,,6911799701784,Ad #9 salty_4X5,6911773196984,FB_iOS_Purchase_itoshi_fbgvariants_4x5_181125_1D,55-64,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,0,,,,,,0.44,,0.44,0.44,,,0.44,,88,88,0,2025-11-21,2025-11-21,1,10,,,,,10,0.88,,3,,2,1,1
,2,,,,,,2,,,,,,1,,1,,,,1,,6911799701784,Ad #9 salty_4X5,6911773196984,FB_iOS_Purchase_itoshi_fbgvariants_4x5_181125_1D,65+,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,0,,,,,,0.055,,0.11,0.11,,,0.11,,55,55,0,2025-11-21,2025-11-21,1,2,,,,,2,0.11,,4,,1,,
,,,,1,,,,,,,,,10,,10,,,,9,,6912273544584,momo_fb_genericendcard,6912270982784,FB_iOS_Purchase_itoshi_borrowed_191125,18-24,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,1,,0.983179,"[{'action_type': 'outbound_click', 'value': '0.983179'}]",0.983179,,,,0.098318,0.098318,,,0.109242,0.983179,44.689942,57.834042,4.545455,2025-11-21,2025-11-21,1.294118,22,4.545455,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4.545455'}]",17,0.983179,5,6,5,7,5,5
,,,,2,,,,,,,,,91,,91,1,1,,88,,6912273544584,momo_fb_genericendcard,6912270982784,FB_iOS_Purchase_itoshi_borrowed_191125,25-34,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,2,,2.472995,"[{'action_type': 'outbound_click', 'value': '2.472995'}]",2.472995,,,,0.054352,0.054352,4.945991,,0.056204,2.472995,27.477727,34.830922,1.111111,2025-11-21,2025-11-21,1.267606,180,1.111111,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.111111'}]",142,4.945991,28,6,29,78,40,33
,,,,3,,,,,,,,,110,,110,,,,107,,6912273544584,momo_fb_genericendcard,6912270982784,FB_iOS_Purchase_itoshi_borrowed_191125,35-44,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,3,,3.237133,"[{'action_type': 'outbound_click', 'value': '3.237133'}]",3.237133,,,,0.088285,0.088285,,,0.090761,3.237133,35.968141,47.604892,1.111111,2025-11-21,2025-11-21,1.323529,270,1.111111,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.111111'}]",204,9.711398,17,4,18,86,33,24
,,1,,3,,,,,,,,,91,,91,,,,88,,6912273544584,momo_fb_genericendcard,6912270982784,FB_iOS_Purchase_itoshi_borrowed_191125,45-54,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,2,,3.564859,"[{'action_type': 'outbound_click', 'value': '3.564859'}]",3.564859,,,,0.117523,0.117523,,,0.121529,5.347288,50.446117,62.909275,0.943396,2025-11-21,2025-11-21,1.247059,212,1.415094,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.415094'}]",170,10.694577,22,5,22,78,40,29
,,,,1,,,,,,,,,34,,34,,,,33,,6912273544584,momo_fb_genericendcard,6912270982784,FB_iOS_Purchase_itoshi_borrowed_191125,55-64,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,2,,3.742099,"[{'action_type': 'outbound_click', 'value': '3.742099'}]",3.742099,,,,0.110062,0.110062,,,0.113397,1.871049,40.237619,52.705614,2.150538,2025-11-21,2025-11-21,1.309859,93,1.075269,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.075269'}]",71,3.742099,2,5,2,24,6,4
,,,,,,,,,,,,,6,,6,,,,6,,6912273544584,momo_fb_genericendcard,6912270982784,FB_iOS_Purchase_itoshi_borrowed_191125,65+,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,0,,,,,,,,0.142126,0.142126,,,0.142126,,40.607479,47.375392,0,2025-11-21,2025-11-21,1.166667,21,,,,,18,0.852757,1,3,1,4,2,1
