action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,14,,,,,,14,,,,,,,,,,,,,,6898088286784,#22_fbg,6898088286984,FB_iOS_Purchase_itoshi_mixedstyles,6897116451584,FB_iOS_Purchase_itoshi_v1_set2,0,,,,,,0,,,,,,,,,,,2025-11-22,2025-11-22,0,0,,,,,facebook,0,0,,,,,,
,6,,,,,,6,,,,,,,,,,,,,,6908318942584,fwg_fastcuts,6908318942984,FB_iOS_Purchase_itoshi_fwgvariants,6897116451584,FB_iOS_Purchase_itoshi_v1_set2,0,"[{'action_type': 'subscribe_mobile_app', 'value': '0'}, {'action_type': 'subscribe_total', 'value': '0'}]",,,,,0,,,,,,,,,,,2025-11-22,2025-11-22,0,0,,,,,facebook,0,0,,,,,,
,2,,,,,,2,,,,,,,,,,,,,,6908318942584,fwg_fastcuts,6908318942984,FB_iOS_Purchase_itoshi_fwgvariants,6897116451584,FB_iOS_Purchase_itoshi_v1_set2,0,,,,,,0,,,,,,,,,,,2025-11-22,2025-11-22,0,0,,,,,instagram,0,0,,,,,,
,2,,,,,,2,,,,,,,,,,,,,,6909005852184,tbcopy2,6909005852384,FB_iOS_Purchase_itoshi_mixedstyles2_111225,6897116451584,FB_iOS_Purchase_itoshi_v1_set2,0,,,,,,0,,,,,,,,,,,2025-11-22,2025-11-22,0,0,,,,,facebook,0,0,,,,,,
,2,,,,,,2,,,,,,,,,,,,,,6909507590784,kimk_braids_4x5,6909505133584,FB_iOS_Purchase_itoshi_mixedstyles2_111325,6897116451584,FB_iOS_Purchase_itoshi_v1_set2,0,,,,,,0,,,,,,,,,,,2025-11-22,2025-11-22,0,0,,,,,facebook,0,0,,,,,,
,4,,,,,,4,,,,,,,,,,,,,,6910102451384,biker_dude_4x5,6910102448584,FB_iOS_Purchase_itoshi_sliding_mixed_141125,6910102452984,FB_iOS_Purchase_itoshi_v1_set3,0,,,,,,0,,,,,,,,,,,2025-11-22,2025-11-22,0,0,,,,,facebook,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,6910104803984,redpants_braids_4x5,6910102448584,FB_iOS_Purchase_itoshi_sliding_mixed_141125,6910102452984,FB_iOS_Purchase_itoshi_v1_set3,0,,,,,,0,,,,,,,,,,,2025-11-22,2025-11-22,0,0,,,,,facebook,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,6910106338184,#22_fbg,6910106337984,FB_iOS_Purchase_itoshi_fbgvariants_141125,6910102452984,FB_iOS_Purchase_itoshi_v1_set3,0,,,,,,0,,,,,,,,,,,2025-11-22,2025-11-22,0,0,,,,,instagram,0,0,,,,,,
,3,,,,,,3,,,,,,,,,,,,,,6910107137584,OG_fbg_variant,6910106337984,FB_iOS_Purchase_itoshi_fbgvariants_141125,6910102452984,FB_iOS_Purchase_itoshi_v1_set3,0,,,,,,0,,,,,,,,,,,2025-11-22,2025-11-22,0,0,,,,,facebook,0,0,,,,,,
,,,,1,,,,,,,,,3,,3,,,,2,,6912279881584,06 aecho_ai_video_iphone_photo_of_Anime,6912278892584,FB_iOS_Purchase_itoshi_splitscreen_191125,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,1,,0.16,"[{'action_type': 'outbound_click', 'value': '0.16'}]",0.16,,,,0.053333,0.053333,,,0.08,0.16,40,40,25,2025-11-22,2025-11-22,1,4,25,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '25'}]",facebook,4,0.16,,4,,2,,
,,,,,,,,,,,,,,,,,,,,,6912281081184,07 gaiaworksstudio_31415_A_beauti_Anime,6912278892584,FB_iOS_Purchase_itoshi_splitscreen_191125,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,0,,,,,,,,,,,,,,26.666667,26.666667,0,2025-11-22,2025-11-22,1,3,,,,,facebook,3,0.08,,,,,,
,,,,,,,,,,,,,,,,,,,,,6912281081184,07 gaiaworksstudio_31415_A_beauti_Anime,6912278892584,FB_iOS_Purchase_itoshi_splitscreen_191125,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,0,,,,,,,,,,,,,,110,110,0,2025-11-22,2025-11-22,1,1,,,,,instagram,1,0.11,,2,,,,
,,,,,,,,,,,,,,,,,,,,,6912281081184,07 gaiaworksstudio_31415_A_beauti_Anime,6912278892584,FB_iOS_Purchase_itoshi_splitscreen_191125,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,0,,,,,,,,,,,,,,10,10,0,2025-11-22,2025-11-22,1,1,,,,,threads,1,0.01,,0,,,,
,2,,,1,,,2,,,,,,10,,10,,,,9,,6912281720584,09 joel5934846_a_ginger_cat_and_w_Anime,6912278892584,FB_iOS_Purchase_itoshi_splitscreen_191125,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,1,,1.13,"[{'action_type': 'outbound_click', 'value': '1.13'}]",1.13,,0.565,,0.113,0.113,,,0.125556,1.13,22.156863,22.156863,1.960784,2025-11-22,2025-11-22,1,51,1.960784,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.960784'}]",facebook,51,1.13,3,4,3,7,5,5
,,,,,,,,,,,,,3,,3,,,,3,,6912281720584,09 joel5934846_a_ginger_cat_and_w_Anime,6912278892584,FB_iOS_Purchase_itoshi_splitscreen_191125,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,0,,,,,,,,0.166667,0.166667,,,0.166667,,45.454545,45.454545,0,2025-11-22,2025-11-22,1,11,,,,,instagram,11,0.5,,3,,2,1,1
,,,,,,,,,,,,,,,,,,,,,6912281720584,09 joel5934846_a_ginger_cat_and_w_Anime,6912278892584,FB_iOS_Purchase_itoshi_splitscreen_191125,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,0,,,,,,,,,,,,,,8,8,0,2025-11-22,2025-11-22,1,5,,,,,messenger,5,0.04,,2,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6912281720584,09 joel5934846_a_ginger_cat_and_w_Anime,6912278892584,FB_iOS_Purchase_itoshi_splitscreen_191125,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-11-22,2025-11-22,1,1,,,,,threads,1,0.02,,11,,1,1,
,,,,,,,,,,,,,3,,3,,,,3,,6912300992384,16 sina_Anime,6912278892584,FB_iOS_Purchase_itoshi_splitscreen_191125,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,0,,,,,,,,0.026667,0.026667,,,0.026667,,16,16,0,2025-11-22,2025-11-22,1,5,,,,,audience_network,5,0.08,,3,,1,,
,,,,3,,,,,,,,,10,,10,,,,7,,6912300992384,16 sina_Anime,6912278892584,FB_iOS_Purchase_itoshi_splitscreen_191125,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,3,,0.33,"[{'action_type': 'outbound_click', 'value': '0.33'}]",0.33,,,,0.099,0.099,,,0.141429,0.33,23.571429,30.9375,7.142857,2025-11-22,2025-11-22,1.3125,42,7.142857,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '7.142857'}]",facebook,32,0.99,3,3,3,6,4,4
