action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,conversion_rate_ranking,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,engagement_rate_ranking,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,quality_ranking,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,3,,3,,,,3,,6922624897584,04_fbg Selfie_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,0.046667,0.046667,,,0.046667,,23.333333,23.333333,0,2025-12-08,2025-12-08,UNKNOWN,1,6,,,,,UNKNOWN,6,0.14,,3,,1,,
,1,,,,,,1,,,,,,,,,,,,,,,,6922648508584,05_greendress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,0.12,,,,,,,,40,40,0,2025-12-08,2025-12-08,UNKNOWN,1,3,,,,,UNKNOWN,3,0.12,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6922648747384,07_nosering_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,,,,,,,30,30,0,2025-12-08,2025-12-08,UNKNOWN,1,1,,,,,UNKNOWN,1,0.03,,3,,,,
,5,,,1,1,1,5,,,,,,,,6,,6,,,,5,,6922648806784,09_red lipstick_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,UNKNOWN,,1.38,"[{'action_type': 'outbound_click', 'value': '1.38'}]",1.38,1.38,0.276,,0.23,0.23,,,0.276,1.38,57.5,57.5,4.166667,2025-12-08,2025-12-08,UNKNOWN,1,24,4.166667,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4.166667'}]",UNKNOWN,24,1.38,1,2,1,5,1,1
1,72,,,9,4,4,72,1,1,3,,,,1,221,1,221,4,3,1,208,1,6922648896584,08_reddress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,9,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '8.575'}, {'action_type': 'subscribe_total', 'value': '8.575'}]",1.905556,"[{'action_type': 'outbound_click', 'value': '1.905556'}]",1.905556,4.2875,0.238194,17.15,0.077602,0.077602,4.2875,17.15,0.082452,1.905556,21.819338,22.866667,1.145038,2025-12-08,2025-12-08,AVERAGE,1.048,786,1.145038,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '1.145038'}]",AVERAGE,750,17.15,34,4,33,181,85,61
,,,,,,,,,,,,,,,2,,2,,,,2,,6922651586784,11_YellowDress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,0.06,0.06,,,0.06,,30,30,0,2025-12-08,2025-12-08,UNKNOWN,1,4,,,,,UNKNOWN,4,0.12,,4,,2,1,
,78,,,21,7,7,78,,,4,,,,,489,,489,4,4,,464,,6922652352184,06_michael_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,21,ABOVE_AVERAGE,,1.11,"[{'action_type': 'outbound_click', 'value': '1.11'}]",1.11,3.33,0.298846,,0.047669,0.047669,5.8275,,0.050237,1.11,18.383281,18.633094,1.656151,2025-12-08,2025-12-08,AVERAGE,1.013589,1268,1.656151,21,"[{'action_type': 'outbound_click', 'value': '21'}]","[{'action_type': 'outbound_click', 'value': '1.656151'}]",AVERAGE,1251,23.31,54,4,51,414,228,139
,,,,,,,,,,,,,,,1,,1,,,,1,,6922652927584,04_Jesus_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,0.01,0.01,,,0.01,,3.333333,3.333333,0,2025-12-08,2025-12-08,UNKNOWN,1,3,,,,,UNKNOWN,3,0.01,,2,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6922653410384,05_lionel_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,0.25,0.25,,,0.25,,41.666667,50,0,2025-12-08,2025-12-08,UNKNOWN,1.2,6,,,,,UNKNOWN,5,0.25,,3,,1,1,
,,,,1,,,,,,,,,,,2,,2,,,,1,,6922654558384,07_morgan_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,UNKNOWN,,0.04,"[{'action_type': 'outbound_click', 'value': '0.04'}]",0.04,,,,0.02,0.02,,,0.04,0.04,20,20,50,2025-12-08,2025-12-08,UNKNOWN,1,2,50,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '50'}]",UNKNOWN,2,0.04,1,9,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6922656041784,10_Tyson_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,,,,,,,40,80,0,2025-12-08,2025-12-08,UNKNOWN,2,2,,,,,UNKNOWN,1,0.08,,2,,,,
,,,,1,2,2,,,,,,,,,14,,14,,,,13,,6922657512784,prank,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,2,UNKNOWN,,1.15,"[{'action_type': 'outbound_click', 'value': '1.15'}]",1.15,0.575,,,0.082143,0.082143,,,0.088462,0.575,28.75,28.75,5,2025-12-08,2025-12-08,UNKNOWN,1,40,2.5,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.5'}]",UNKNOWN,40,1.15,2,3,2,8,3,3
,,,,,,,,,,,,,,,8,,8,,,,8,,6922658469784,bustdown1,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,0.225,0.225,,,0.225,,45,46.153846,0,2025-12-08,2025-12-08,UNKNOWN,1.025641,40,,,,,UNKNOWN,39,1.8,,3,,5,4,4
,,,,,,,,,,,,,,,1,,1,,,,1,,6922658676184,bustdown2,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-08,2025-12-08,UNKNOWN,1,1,,,,,UNKNOWN,1,0.01,,7,,1,,
,151,2,,30,15,15,151,,,7,1,1,,,460,2,460,10,7,,420,,6922658870384,gasstation,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,30,UNKNOWN,,2.064333,"[{'action_type': 'outbound_click', 'value': '2.064333'}]",2.064333,4.128667,0.410132,,0.13463,0.13463,6.193,,0.147452,2.064333,32.732558,36.47232,1.585624,2025-12-08,2025-12-08,UNKNOWN,1.114252,1892,1.585624,30,"[{'action_type': 'outbound_click', 'value': '30'}]","[{'action_type': 'outbound_click', 'value': '1.585624'}]",UNKNOWN,1698,61.93,33,3,32,250,138,101
2,1028,3,6,342,117,117,1028,2,2,181,4,4,3,2,9520,14,9520,208,184,2,8970,2,6924095154984,04 Morgan_Gin - Copy 2,6924094365784,FB_iOS_BAU_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,373,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '95.17'}, {'action_type': 'subscribe_total', 'value': '95.17'}]",0.55655,"[{'action_type': 'outbound_click', 'value': '0.55655'}]",0.55655,1.626838,0.185156,95.17,0.019994,0.019994,0.915096,95.17,0.02122,0.510295,9.091517,9.436787,1.78162,2025-12-08,2025-12-08,ABOVE_AVERAGE,1.037977,20936,1.63355,342,"[{'action_type': 'outbound_click', 'value': '342'}]","[{'action_type': 'outbound_click', 'value': '1.63355'}]",AVERAGE,20170,190.34,951,5,891,8180,4329,2518
,281,2,1,72,31,31,281,,,35,,,2,,1515,4,1515,42,37,,1401,,6924095604584,04_MorganF_Nuthin But A G Thang - Copy 2,6924094365784,FB_iOS_BAU_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,78,ABOVE_AVERAGE,,0.508333,"[{'action_type': 'outbound_click', 'value': '0.508333'}]",0.508333,1.180645,0.130249,,0.024158,0.024158,0.871429,,0.026124,0.469231,11.299784,11.65234,2.408151,2025-12-08,2025-12-08,ABOVE_AVERAGE,1.0312,3239,2.222908,72,"[{'action_type': 'outbound_click', 'value': '72'}]","[{'action_type': 'outbound_click', 'value': '2.222908'}]",AVERAGE,3141,36.6,151,5,149,1238,640,404
,384,2,,115,46,46,384,,,42,,,2,,2649,2,2649,46,44,,2488,,6924096397984,03_blackbodysuit_Big energy - Copy 2,6924094572584,FB_iOS_BAU_F_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,110,ABOVE_AVERAGE,,0.491391,"[{'action_type': 'outbound_click', 'value': '0.491391'}]",0.491391,1.228478,0.147161,,0.021333,0.021333,1.228478,,0.022713,0.513727,10.831896,11.295223,2.108491,2025-12-08,2025-12-08,ABOVE_AVERAGE,1.042774,5217,2.204332,115,"[{'action_type': 'outbound_click', 'value': '115'}]","[{'action_type': 'outbound_click', 'value': '2.204332'}]",AVERAGE,5003,56.51,303,5,283,2288,1294,863
