action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,2,,,,,,2,,,,,,,,,,,,,,6908318943184,fwg_sliding,6908318942984,FB_iOS_Purchase_itoshi_fwgvariants,6897116451584,FB_iOS_Purchase_itoshi_v1_set2,0,,,,,,0,,,,,,,,,,,2025-11-23,2025-11-23,0,female,0,,,,,0,0,,,,,,
,11,,,,,,11,,,,,,,,,,,,,,6912302343584,04 creatydesign06_natural-looking_y2k,6912278892584,FB_iOS_Purchase_itoshi_splitscreen_191125,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,0,,,,,,0,,,,,,,,,,,2025-11-23,2025-11-23,0,male,0,,,,,0,0,,,,,,
,6,,,,,,6,,,,,,,,,,,,,,6912306130584,10 kimk-braids_Slayer,6912278892584,FB_iOS_Purchase_itoshi_splitscreen_191125,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,0,,,,,,0,,,,,,,,,,,2025-11-23,2025-11-23,0,female,0,,,,,0,0,,,,,,
,2,,,,,,2,,,,,,,,,,,,,,6912306130584,10 kimk-braids_Slayer,6912278892584,FB_iOS_Purchase_itoshi_splitscreen_191125,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,0,,,,,,0,,,,,,,,,,,2025-11-23,2025-11-23,0,male,0,,,,,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,6913301788584,pose_arrestprank_2,6913294152984,FB_iOS_Purchase_itoshi_arrestprank_211125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,0.01,,,,,,,,10,10,0,2025-11-23,2025-11-23,1,female,1,,,,,1,0.01,,1,,,,
,12,,,,2,2,12,,,,,,,,,,,,,,6913301788584,pose_arrestprank_2,6913294152984,FB_iOS_Purchase_itoshi_arrestprank_211125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,0.025,0.004167,,,,,,,,25,25,0,2025-11-23,2025-11-23,1,male,2,,,,,2,0.05,,1,,,,
,,,,,,,,,,,,,2,,2,,,,2,,6913347654184,tyson_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.065,0.065,,,0.065,,14.444444,14.444444,0,2025-11-23,2025-11-23,1,female,9,,,,,9,0.13,,2,,2,1,
,,,,,,,,,,,,,5,,5,,,,5,,6913347654184,tyson_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.148,0.148,,,0.148,,23.870968,23.870968,0,2025-11-23,2025-11-23,1,male,31,,,,,31,0.74,,2,,5,2,
,,,,,,,,,,,,,1,,1,,,,1,,6913347654184,tyson_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.08,0.08,,,0.08,,80,80,0,2025-11-23,2025-11-23,1,unknown,1,,,,,1,0.08,,5,,1,,
4,828,4,1,239,75,75,828,4,4,,,4,4721,12,4721,96,83,4,4386,4,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,237,"[{'action_type': 'subscribe_mobile_app', 'value': '47.638403'}, {'action_type': 'subscribe_total', 'value': '47.638403'}]",0.597972,"[{'action_type': 'outbound_click', 'value': '0.597972'}]",0.597972,1.905536,0.172603,35.728803,0.030272,0.030272,1.4887,35.728803,0.032584,0.603018,13.838986,14.599572,2.294955,2025-11-23,2025-11-23,1.05496,female,10327,2.314322,239,"[{'action_type': 'outbound_click', 'value': '239'}]","[{'action_type': 'outbound_click', 'value': '2.314322'}]",9789,142.91521,633,4,606,4192,1960,1154
22,3211,26,8,1080,304,304,3211,22,22,4,4,22,26897,23,26897,245,210,22,25572,22,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,1091,"[{'action_type': 'subscribe_mobile_app', 'value': '56.23205'}, {'action_type': 'subscribe_total', 'value': '56.23205'}, {'action_type': 'start_trial_mobile_app', 'value': '337.392301'}, {'action_type': 'start_trial_total', 'value': '337.392301'}]",0.624801,"[{'action_type': 'outbound_click', 'value': '0.62538'}]",0.624801,2.219686,0.210148,30.672027,0.025088,0.025088,2.754223,30.672027,0.026388,0.618501,10.587182,11.5817,1.711748,2025-11-23,2025-11-23,1.093936,male,63736,1.69449,1080,"[{'action_type': 'outbound_click', 'value': '1079'}]","[{'action_type': 'outbound_click', 'value': '1.692921'}]",58263,674.784601,3214,4,3002,24415,11711,6776
1,23,,,9,1,1,23,1,1,,,1,199,,199,,,1,190,1,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,9,"[{'action_type': 'subscribe_mobile_app', 'value': '5.160188'}, {'action_type': 'subscribe_total', 'value': '5.160188'}]",0.573354,"[{'action_type': 'outbound_click', 'value': '0.573354'}]",0.573354,5.160188,0.224356,5.160188,0.025931,0.025931,,5.160188,0.027159,0.573354,10.466913,11.097179,1.825558,2025-11-23,2025-11-23,1.060215,unknown,493,1.825558,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '1.825558'}]",465,5.160188,25,4,23,183,107,58
,10,,,2,,,10,,,,,,45,,45,,,,43,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,3,,1.17,"[{'action_type': 'outbound_click', 'value': '1.17'}]",1.17,,0.234,,0.052,0.052,,,0.054419,0.78,21.666667,22.5,2.777778,2025-11-23,2025-11-23,1.038462,female,108,1.851852,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.851852'}]",104,2.34,5,4,5,41,25,13
,68,,,14,5,5,68,,,,,,294,,294,1,1,,279,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,14,,0.661429,"[{'action_type': 'outbound_click', 'value': '0.661429'}]",0.661429,1.852,0.136176,,0.031497,0.031497,9.26,,0.03319,0.661429,13.2097,14.401244,1.997147,2025-11-23,2025-11-23,1.090202,male,701,1.997147,14,"[{'action_type': 'outbound_click', 'value': '14'}]","[{'action_type': 'outbound_click', 'value': '1.997147'}]",643,9.26,31,7,29,268,118,66
,2,,,1,,,2,,,,,,4,,4,,,,3,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,1,,0.08,"[{'action_type': 'outbound_click', 'value': '0.08'}]",0.08,,0.04,,0.02,0.02,,,0.026667,0.08,10,11.428571,12.5,2025-11-23,2025-11-23,1.142857,unknown,8,12.5,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '12.5'}]",7,0.08,1,4,1,3,1,1
,,,,,,,,,,,,,,,,,,,,,6913358999384,jesus_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,6.666667,10,0,2025-11-23,2025-11-23,1.5,female,3,,,,,2,0.02,,1,,,,
,,,,,,,,,,,,,2,,2,,,,2,,6913358999384,jesus_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.23,0.23,,,0.23,,19.166667,20.909091,0,2025-11-23,2025-11-23,1.090909,male,24,,,,,22,0.46,1,2,1,2,1,1
,,,,,,,,,,,,,,,,,,,,,6913358999384,jesus_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,0,0,0,2025-11-23,2025-11-23,1,unknown,1,,,,,1,0,,1,,,,
,,,,,,,,,,,,,2,,2,,,,2,,6913359259784,kendrick_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.085,0.085,,,0.085,,18.888889,18.888889,0,2025-11-23,2025-11-23,1,female,9,,,,,9,0.17,1,3,1,3,1,1
,2,,,2,,,2,,,,,,13,,13,,,,11,,6913359259784,kendrick_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,2,,0.395,"[{'action_type': 'outbound_click', 'value': '0.395'}]",0.395,,0.395,,0.060769,0.060769,,,0.071818,0.395,12.34375,14.107143,3.125,2025-11-23,2025-11-23,1.142857,male,64,3.125,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '3.125'}]",56,0.79,3,3,3,22,9,8
,,,,,,,,,,,,,2,,2,,,,2,,6913866605984,kendrick_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.285,0.285,,,0.285,,47.5,47.5,0,2025-11-23,2025-11-23,1,male,12,,,,,12,0.57,1,3,1,3,2,2
,,,,,,,,,,,,,2,,2,1,1,,1,,6913866606184,tyson_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.145,0.145,0.29,,0.29,,41.428571,41.428571,0,2025-11-23,2025-11-23,1,female,7,,,,,7,0.29,,2,,1,1,1
,,,,,,,,,,,,,,,,,,,,,6913866606184,tyson_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,22.352941,25.333333,0,2025-11-23,2025-11-23,1.133333,male,17,,,,,15,0.38,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6913866606384,jesus_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,45,45,0,2025-11-23,2025-11-23,1,male,2,,,,,2,0.09,,2,,,,
1,104,,1,49,11,11,104,1,1,,,1,1084,1,1084,19,17,1,1016,1,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,49,,1.968858,"[{'action_type': 'outbound_click', 'value': '1.968858'}]",1.968858,8.770369,0.927635,96.474058,0.088998,0.088998,5.077582,96.474058,0.094955,1.968858,27.267965,30.743804,1.384963,2025-11-23,2025-11-23,1.12747,female,3538,1.384963,49,"[{'action_type': 'outbound_click', 'value': '49'}]","[{'action_type': 'outbound_click', 'value': '1.384963'}]",3138,96.474058,118,3,118,963,431,231
24,1085,9,1,410,88,88,1085,24,24,,,24,9342,8,9342,55,46,24,8877,24,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,439,"[{'action_type': 'subscribe_mobile_app', 'value': '46.934282'}, {'action_type': 'subscribe_total', 'value': '46.934282'}]",1.48816,"[{'action_type': 'outbound_click', 'value': '1.48816'}]",1.48816,6.933473,0.562346,25.422736,0.065312,0.065312,11.093558,25.422736,0.068733,1.389853,21.51127,24.221741,1.547737,2025-11-23,2025-11-23,1.126002,male,28364,1.445494,410,"[{'action_type': 'outbound_click', 'value': '410'}]","[{'action_type': 'outbound_click', 'value': '1.445494'}]",25190,610.145667,1068,3,1017,8443,3886,2251
1,2,,,6,1,1,2,1,1,,,1,84,,84,,,1,78,1,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,5,"[{'action_type': 'subscribe_mobile_app', 'value': '6.520274'}, {'action_type': 'subscribe_total', 'value': '6.520274'}]",1.086712,"[{'action_type': 'outbound_click', 'value': '1.086712'}]",1.086712,6.520274,3.260137,6.520274,0.077622,0.077622,,6.520274,0.083593,1.304055,27.628281,30.047347,2.118644,2025-11-23,2025-11-23,1.087558,unknown,236,2.542373,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '2.542373'}]",217,6.520274,9,3,9,71,29,18
,,,,,,,,,,,,,1,,1,,,,1,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.08,0.08,,,0.08,,20,20,0,2025-11-23,2025-11-23,1,female,4,,,,,4,0.08,,2,,1,,
,,,,,,,,,,,,,6,,6,,,,6,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.085,0.085,,,0.085,,30,30,0,2025-11-23,2025-11-23,1,male,17,,,,,17,0.51,,3,,6,2,
