action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,conversion_rate_ranking,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,engagement_rate_ranking,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,quality_ranking,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,51,,,14,3,3,51,,,,,,527,1,527,5,4,,508,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,12,AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '49.19'}, {'action_type': 'subscribe_total', 'value': '49.19'}, {'action_type': 'start_trial_mobile_app', 'value': '49.19'}, {'action_type': 'start_trial_total', 'value': '49.19'}]",3.513571,"[{'action_type': 'outbound_click', 'value': '3.513571'}]",3.513571,16.396667,0.96451,,0.09334,0.09334,9.838,,0.096831,4.099167,30.308071,32.641009,0.739372,2025-12-02,2025-12-02,BELOW_AVERAGE_35,1.076974,1623,0.8626,14,"[{'action_type': 'outbound_click', 'value': '14'}]","[{'action_type': 'outbound_click', 'value': '0.8626'}]",AVERAGE,1507,49.19,72,8,74,455,225,147
,159,4,,73,19,19,159,,,,,,1590,6,1590,34,28,,1483,,6916177448584,10 Asian baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,6913347651784,FB_iOS_itoshi_rap_install,74,ABOVE_AVERAGE,,0.687534,"[{'action_type': 'outbound_click', 'value': '0.687534'}]",0.687534,2.641579,0.31566,,0.031566,0.031566,1.476176,,0.033844,0.678243,10.87305,11.250841,1.60312,2025-12-02,2025-12-02,AVERAGE,1.034746,4616,1.581456,73,"[{'action_type': 'outbound_click', 'value': '73'}]","[{'action_type': 'outbound_click', 'value': '1.581456'}]",AVERAGE,4461,50.19,175,3,158,1307,672,427
,4,,,1,1,1,4,,,,,,7,,7,,,,6,,6916177884584,08 aiartist3 - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,2,UNKNOWN,,0.64,"[{'action_type': 'outbound_click', 'value': '0.64'}]",0.64,0.64,0.16,,0.091429,0.091429,,,0.106667,0.32,35.555556,37.647059,11.111111,2025-12-02,2025-12-02,UNKNOWN,1.058824,18,5.555556,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '5.555556'}]",UNKNOWN,17,0.64,1,2,1,5,1,1
,,,,,,,,,,,,,,,,,,,,,6916177884784,18 esha - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,UNKNOWN,,,,,,,,,,,,,,30,30,0,2025-12-02,2025-12-02,UNKNOWN,1,1,,,,,UNKNOWN,1,0.03,,1,,,,
,1,,,,,,1,,,,,,,,,,,,,,6916177885184,12 Prerna - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,UNKNOWN,,,,,,0,,,,,,,,,,,2025-12-02,2025-12-02,UNKNOWN,0,0,,,,,UNKNOWN,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,6916177885584,09 anomansollips - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,UNKNOWN,,,,,,,,,,,,,,80,80,0,2025-12-02,2025-12-02,UNKNOWN,1,1,,,,,UNKNOWN,1,0.08,,2,,,,
,52,,,9,5,5,52,,,,,,150,,150,,,,141,,6916177885984,07 black_4 - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,9,UNKNOWN,,0.536667,"[{'action_type': 'outbound_click', 'value': '0.536667'}]",0.536667,0.966,0.092885,,0.0322,0.0322,,,0.034255,0.536667,11.285047,11.666667,2.102804,2025-12-02,2025-12-02,UNKNOWN,1.033816,428,2.102804,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '2.102804'}]",UNKNOWN,414,4.83,27,4,27,110,63,52
1,779,6,,206,82,82,779,1,1,5,5,1,3909,4,3909,62,53,1,3641,1,6916177886184,06 fbg og - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,199,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '17.104'}, {'action_type': 'subscribe_total', 'value': '17.104'}, {'action_type': 'start_trial_mobile_app', 'value': '21.38'}, {'action_type': 'start_trial_total', 'value': '21.38'}]",0.415146,"[{'action_type': 'outbound_click', 'value': '0.415146'}]",0.415146,1.042927,0.109782,85.52,0.021878,0.021878,1.379355,85.52,0.023488,0.429749,11.761793,11.940799,2.7369,2025-12-02,2025-12-02,ABOVE_AVERAGE,1.015219,7271,2.833173,206,"[{'action_type': 'outbound_click', 'value': '206'}]","[{'action_type': 'outbound_click', 'value': '2.833173'}]",AVERAGE,7162,85.52,582,5,542,3260,1897,1509
1,113,1,,24,6,6,113,1,1,,,1,557,1,557,6,5,1,527,1,6916858590184,02 Eddie_Snoop,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,24,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '10.51'}, {'action_type': 'subscribe_total', 'value': '10.51'}]",0.437917,"[{'action_type': 'outbound_click', 'value': '0.437917'}]",0.437917,1.751667,0.093009,10.51,0.018869,0.018869,1.751667,10.51,0.019943,0.437917,9.554545,9.859287,2.181818,2025-12-02,2025-12-02,ABOVE_AVERAGE,1.031895,1100,2.181818,24,"[{'action_type': 'outbound_click', 'value': '24'}]","[{'action_type': 'outbound_click', 'value': '2.181818'}]",AVERAGE,1066,10.51,55,5,50,486,277,165
,,,,,,,,,,,,,3,,3,,,,3,,6916863115584,03 Snoop_sicko,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,UNKNOWN,,,,,,,,0.02,0.02,,,0.02,,12,12,0,2025-12-02,2025-12-02,UNKNOWN,1,5,,,,,UNKNOWN,5,0.06,1,8,1,2,2,2
,,,,,,,,,,,,,,,,,,,,,6916863278384,03 will_loseYourself,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,UNKNOWN,,,,,,,,,,,,,,10,10,0,2025-12-02,2025-12-02,UNKNOWN,1,1,,,,,UNKNOWN,1,0.01,,1,,,,
,662,3,2,184,71,71,662,,,3,3,,3996,10,3996,82,67,,3730,,6916864174784,04 Morgan_Gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,181,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '41.155'}, {'action_type': 'subscribe_total', 'value': '41.155'}, {'action_type': 'start_trial_mobile_app', 'value': '27.436667'}, {'action_type': 'start_trial_total', 'value': '27.436667'}]",0.447337,"[{'action_type': 'outbound_click', 'value': '0.447337'}]",0.447337,1.159296,0.124335,,0.020598,0.020598,1.00378,,0.022067,0.454751,10.18436,10.229928,2.239545,2025-12-02,2025-12-02,ABOVE_AVERAGE,1.004474,8082,2.276664,184,"[{'action_type': 'outbound_click', 'value': '184'}]","[{'action_type': 'outbound_click', 'value': '2.276664'}]",AVERAGE,8046,82.31,476,5,428,3452,1940,1237
,55,,1,19,4,4,55,,,,,,335,,335,7,6,,309,,6917461954984,04 Morgan_Gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,17,ABOVE_AVERAGE,"[{'action_type': 'start_trial_mobile_app', 'value': '15.88'}, {'action_type': 'start_trial_total', 'value': '15.88'}]",0.835789,"[{'action_type': 'outbound_click', 'value': '0.835789'}]",0.835789,3.97,0.288727,,0.047403,0.047403,2.268571,,0.051392,0.934118,19.365854,20.229299,2.073171,2025-12-02,2025-12-02,ABOVE_AVERAGE,1.044586,820,2.317073,19,"[{'action_type': 'outbound_click', 'value': '19'}]","[{'action_type': 'outbound_click', 'value': '2.317073'}]",AVERAGE,785,15.88,44,5,41,281,167,103
,,,,,,,,,,,,,,,,,,,,,6917461955784,03 Mike_gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,,,,,,,15,15,0,2025-12-02,2025-12-02,UNKNOWN,1,2,,,,,UNKNOWN,2,0.03,,1,,,,
,65,,,25,3,3,65,,,,,,514,1,514,3,2,,486,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,25,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '18.39'}, {'action_type': 'subscribe_total', 'value': '18.39'}, {'action_type': 'start_trial_mobile_app', 'value': '18.39'}, {'action_type': 'start_trial_total', 'value': '18.39'}]",0.7356,"[{'action_type': 'outbound_click', 'value': '0.7356'}]",0.7356,6.13,0.282923,,0.035778,0.035778,6.13,,0.03784,0.7356,16.019164,16.933702,2.1777,2025-12-02,2025-12-02,ABOVE_AVERAGE,1.05709,1148,2.1777,25,"[{'action_type': 'outbound_click', 'value': '25'}]","[{'action_type': 'outbound_click', 'value': '2.1777'}]",AVERAGE,1086,18.39,42,4,46,435,244,151
,,,,,,,,,,,,,,,,,,,,,6917461957184,01 Jesus_travis - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,,,,,,,10,10,0,2025-12-02,2025-12-02,UNKNOWN,1,1,,,,,UNKNOWN,1,0.01,,,,,,
,275,1,,38,18,18,275,,,,,,827,1,827,16,15,,773,,6917505479784,06 fbg og - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,37,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '12.0975'}, {'action_type': 'subscribe_total', 'value': '12.0975'}, {'action_type': 'start_trial_mobile_app', 'value': '8.065'}, {'action_type': 'start_trial_total', 'value': '8.065'}]",1.273421,"[{'action_type': 'outbound_click', 'value': '1.273421'}]",1.273421,2.688333,0.175964,,0.058513,0.058513,3.024375,,0.0626,1.307838,22.999049,23.444767,1.758555,2025-12-02,2025-12-02,AVERAGE,1.01938,2104,1.806084,38,"[{'action_type': 'outbound_click', 'value': '38'}]","[{'action_type': 'outbound_click', 'value': '1.806084'}]",AVERAGE,2064,48.39,98,4,91,671,353,274
,42,,,7,5,5,42,,,,,,149,,149,,,,142,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,8,UNKNOWN,"[{'action_type': 'start_trial_mobile_app', 'value': '9.04'}, {'action_type': 'start_trial_total', 'value': '9.04'}]",1.291429,"[{'action_type': 'outbound_click', 'value': '1.291429'}]",1.291429,1.808,0.215238,,0.060671,0.060671,,,0.063662,1.13,19.316239,19.95585,1.709402,2025-12-02,2025-12-02,UNKNOWN,1.033113,468,1.495727,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '1.495727'}]",UNKNOWN,453,9.04,24,4,24,129,68,56
,,,,,,,,,,,,,,,,,,,,,6917505481584,02 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,,,,,,,35,35,0,2025-12-02,2025-12-02,UNKNOWN,1,2,,,,,UNKNOWN,2,0.07,,1,,,,
,194,1,,36,14,14,194,,,,,,932,,932,14,14,,882,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,38,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '16.533333'}, {'action_type': 'subscribe_total', 'value': '16.533333'}, {'action_type': 'start_trial_mobile_app', 'value': '12.4'}, {'action_type': 'start_trial_total', 'value': '12.4'}]",1.377778,"[{'action_type': 'outbound_click', 'value': '1.377778'}]",1.377778,3.542857,0.25567,,0.053219,0.053219,3.542857,,0.056236,1.305263,20.203666,20.796646,1.547862,2025-12-02,2025-12-02,AVERAGE,1.02935,2455,1.466395,36,"[{'action_type': 'outbound_click', 'value': '36'}]","[{'action_type': 'outbound_click', 'value': '1.466395'}]",AVERAGE,2385,49.6,108,4,101,808,419,241
,,,,,,,,,,,,,1,,1,,,,1,,6917505482184,08 aiartist3 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,0.07,0.07,,,0.07,,35,35,0,2025-12-02,2025-12-02,UNKNOWN,1,2,,,,,UNKNOWN,2,0.07,,5,,1,1,
,,,,,,,,,,,,,5,,5,,,,5,,6920196825784,01_black4_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,UNKNOWN,,,,,,,,0.038,0.038,,,0.038,,10.555556,10.555556,0,2025-12-02,2025-12-02,UNKNOWN,1,18,,,,,UNKNOWN,18,0.19,,1,,4,,
,1,,,,,,1,,,,,,12,,12,2,2,,10,,6920199274584,02_blackNew_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,UNKNOWN,,,,,,0.53,,0.044167,0.044167,0.265,,0.053,0.53,10.192308,10.6,1.923077,2025-12-02,2025-12-02,UNKNOWN,1.04,52,,,,,UNKNOWN,50,0.53,1,2,1,10,6,2
,301,6,,116,37,37,301,,,2,2,,2153,8,2153,46,36,,1991,,6920199460384,03_blackbodysuit_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,114,ABOVE_AVERAGE,,0.444914,"[{'action_type': 'outbound_click', 'value': '0.444914'}]",0.444914,1.394865,0.171462,,0.023971,0.023971,1.121957,,0.025922,0.452719,12.160697,12.755808,2.686145,2025-12-02,2025-12-02,ABOVE_AVERAGE,1.048937,4244,2.733271,116,"[{'action_type': 'outbound_click', 'value': '116'}]","[{'action_type': 'outbound_click', 'value': '2.733271'}]",AVERAGE,4046,51.61,239,5,223,1815,1009,693
,4,,1,4,,,4,,,,,,126,,126,2,1,,120,,6920200299984,04_fbg_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,4,UNKNOWN,,0.865,"[{'action_type': 'outbound_click', 'value': '0.865'}]",0.865,,0.865,,0.02746,0.02746,1.73,,0.028833,0.865,12.814815,13.515625,1.481481,2025-12-02,2025-12-02,UNKNOWN,1.054688,270,1.481481,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.481481'}]",UNKNOWN,256,3.46,17,5,17,103,59,35
,1,,,1,,,1,,,,,,13,,13,,,,12,,6920201298984,05_greendress_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,UNKNOWN,,0.4,"[{'action_type': 'outbound_click', 'value': '0.4'}]",0.4,,0.4,,0.030769,0.030769,,,0.033333,0.4,10.810811,11.764706,2.702703,2025-12-02,2025-12-02,UNKNOWN,1.088235,37,2.702703,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.702703'}]",UNKNOWN,34,0.4,1,4,1,11,5,3
,104,,1,31,10,10,104,,,1,1,,335,,335,7,5,,297,,6920202402984,06_green hair_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,30,UNKNOWN,,0.321613,"[{'action_type': 'outbound_click', 'value': '0.321613'}]",0.321613,0.997,0.095865,,0.029761,0.029761,1.424286,,0.033569,0.332333,11.94012,12.948052,3.592814,2025-12-02,2025-12-02,UNKNOWN,1.084416,835,3.712575,31,"[{'action_type': 'outbound_click', 'value': '31'}]","[{'action_type': 'outbound_click', 'value': '3.712575'}]",UNKNOWN,770,9.97,37,4,35,269,145,98
