action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,conversion_rate_ranking,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,engagement_rate_ranking,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,quality_ranking,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,2,,2,1,1,,1,,6920208797384,07_nose ring_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,UNKNOWN,,,,,,,,0.065,0.065,0.13,,0.13,,11.818182,11.818182,0,2025-12-02,2025-12-02,UNKNOWN,1,11,,,,,UNKNOWN,11,0.13,,1,,1,,
,,,,,,,,,,,,,4,,4,,,,4,,6920210655784,08_Red dress_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,UNKNOWN,,,,,,,,0.0525,0.0525,,,0.0525,,16.153846,17.5,0,2025-12-02,2025-12-02,UNKNOWN,1.083333,13,,,,,UNKNOWN,12,0.21,1,5,1,3,1,1
,,,,1,,,,,,,,,34,,34,,,,33,,6920210745384,09_red lipstick_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,UNKNOWN,,2.15,"[{'action_type': 'outbound_click', 'value': '2.15'}]",2.15,,,,0.063235,0.063235,,,0.065152,2.15,24.712644,27.564103,1.149425,2025-12-02,2025-12-02,UNKNOWN,1.115385,87,1.149425,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.149425'}]",UNKNOWN,78,2.15,4,4,4,31,9,4
,4,,,2,1,1,4,,,,,,18,,18,,,,16,,6920210890384,10_Red pants_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,2,UNKNOWN,,0.265,"[{'action_type': 'outbound_click', 'value': '0.265'}]",0.265,0.53,0.1325,,0.029444,0.029444,,,0.033125,0.265,12.045455,12.619048,4.545455,2025-12-02,2025-12-02,UNKNOWN,1.047619,44,4.545455,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '4.545455'}]",UNKNOWN,42,0.53,1,4,1,13,5,1
,,,,,,,,,,,,,2,,2,,,,2,,6920211097784,11_yellow dress_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,UNKNOWN,,,,,,,,0.07,0.07,,,0.07,,15.555556,15.555556,0,2025-12-02,2025-12-02,UNKNOWN,1,9,,,,,UNKNOWN,9,0.14,,2,,2,,
,,,,1,,,,,,,,,9,,9,,,,8,,6920211228384,01_black4_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,UNKNOWN,,0.83,"[{'action_type': 'outbound_click', 'value': '0.83'}]",0.83,,,,0.092222,0.092222,,,0.10375,0.83,12.028986,12.205882,1.449275,2025-12-02,2025-12-02,UNKNOWN,1.014706,69,1.449275,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.449275'}]",UNKNOWN,68,0.83,,1,,8,3,
,10,1,,5,2,2,10,,,,,,138,,138,,,,133,,6920212936384,02_blackNew_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,4,UNKNOWN,,1.192,"[{'action_type': 'outbound_click', 'value': '1.192'}]",1.192,2.98,0.596,,0.043188,0.043188,,,0.044812,1.49,20.272109,21.99262,1.360544,2025-12-02,2025-12-02,UNKNOWN,1.084871,294,1.70068,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.70068'}]",UNKNOWN,271,5.96,26,5,26,119,70,45
,3,,,3,,,3,,,,,,85,,85,,,,82,,6920213202984,03_blackbodysuit_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,3,UNKNOWN,,1.45,"[{'action_type': 'outbound_click', 'value': '1.45'}]",1.45,,1.45,,0.051176,0.051176,,,0.053049,1.45,19.162996,19.594595,1.321586,2025-12-02,2025-12-02,UNKNOWN,1.022523,227,1.321586,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.321586'}]",UNKNOWN,222,4.35,10,4,9,72,36,20
,38,,,9,5,5,38,,,,,,243,,243,5,5,,229,,6920213414184,04_fbg_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,8,ABOVE_AVERAGE,,1.08,"[{'action_type': 'outbound_click', 'value': '1.08'}]",1.08,1.944,0.255789,,0.04,0.04,1.944,,0.042445,1.215,13.518776,14.107402,1.112656,2025-12-02,2025-12-02,ABOVE_AVERAGE,1.043541,719,1.251739,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '1.251739'}]",BELOW_AVERAGE_35,689,9.72,19,3,18,198,89,48
,15,,,3,1,1,15,,,,,,98,,98,1,1,,94,,6920213932984,05_greendress_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,3,UNKNOWN,,1.336667,"[{'action_type': 'outbound_click', 'value': '1.336667'}]",1.336667,4.01,0.267333,,0.040918,0.040918,4.01,,0.04266,1.336667,16.639004,17.587719,1.244813,2025-12-02,2025-12-02,UNKNOWN,1.057018,241,1.244813,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.244813'}]",UNKNOWN,228,4.01,16,4,15,80,48,30
,17,,,7,,,17,,,,,,169,,169,2,2,,160,,6920214222584,06_green hair_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,7,ABOVE_AVERAGE,,1.295714,"[{'action_type': 'outbound_click', 'value': '1.295714'}]",1.295714,,0.533529,,0.053669,0.053669,4.535,,0.056688,1.295714,14.105754,15.29511,1.088647,2025-12-02,2025-12-02,ABOVE_AVERAGE,1.084317,643,1.088647,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '1.088647'}]",BELOW_AVERAGE_35,593,9.07,32,3,29,141,79,57
,25,,,7,3,3,25,,,,,,132,,132,1,1,,124,,6920215275984,07_nose ring_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,7,UNKNOWN,,0.672857,"[{'action_type': 'outbound_click', 'value': '0.672857'}]",0.672857,1.57,0.1884,,0.035682,0.035682,4.71,,0.037984,0.672857,13.812317,14.101796,2.052786,2025-12-02,2025-12-02,UNKNOWN,1.020958,341,2.052786,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '2.052786'}]",UNKNOWN,334,4.71,22,5,19,103,58,45
,49,,,7,1,1,49,,,,,,259,,259,3,3,,249,,6920215545784,08_Red dress_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,7,UNKNOWN,,1.625714,"[{'action_type': 'outbound_click', 'value': '1.625714'}]",1.625714,11.38,0.232245,,0.043938,0.043938,3.793333,,0.045703,1.625714,15.718232,16.784661,0.966851,2025-12-02,2025-12-02,UNKNOWN,1.067847,724,0.966851,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '0.966851'}]",UNKNOWN,678,11.38,28,3,28,223,106,59
,24,,,4,1,1,24,,,,,,82,,82,1,1,,77,,6920215745784,09_red lipstick_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,4,UNKNOWN,,1.22,"[{'action_type': 'outbound_click', 'value': '1.22'}]",1.22,4.88,0.203333,,0.059512,0.059512,4.88,,0.063377,1.22,16.105611,17.428571,1.320132,2025-12-02,2025-12-02,UNKNOWN,1.082143,303,1.320132,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.320132'}]",UNKNOWN,280,4.88,7,3,7,63,33,15
,1,,,2,,,1,,,,,,48,,48,1,1,,45,,6920216268184,10_Red pants_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,2,UNKNOWN,,0.96,"[{'action_type': 'outbound_click', 'value': '0.96'}]",0.96,,1.92,,0.04,0.04,1.92,,0.042667,0.96,15.737705,16.134454,1.639344,2025-12-02,2025-12-02,UNKNOWN,1.02521,122,1.639344,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.639344'}]",UNKNOWN,119,1.92,7,4,7,40,23,13
,,,,1,,,,,,,,,76,,76,,,,75,,6920216907984,11_yellow dress_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,UNKNOWN,,2.91,"[{'action_type': 'outbound_click', 'value': '2.91'}]",2.91,,,,0.038289,0.038289,,,0.0388,2.91,12.543103,13.049327,0.431034,2025-12-02,2025-12-02,UNKNOWN,1.040359,232,0.431034,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.431034'}]",UNKNOWN,223,2.91,7,3,7,69,37,24
,11,,,8,3,3,11,,,,,,144,,144,3,3,,133,,6920220511984,01_black4_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,8,UNKNOWN,,0.63625,"[{'action_type': 'outbound_click', 'value': '0.63625'}]",0.63625,1.696667,0.462727,,0.035347,0.035347,1.696667,,0.038271,0.63625,11.286031,12.354369,1.773836,2025-12-02,2025-12-02,UNKNOWN,1.09466,451,1.773836,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '1.773836'}]",UNKNOWN,412,5.09,12,3,12,123,60,34
,59,,,21,8,8,59,,,,,,346,1,346,7,6,,318,,6920221871184,02_blackNew_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,20,ABOVE_AVERAGE,,0.392857,"[{'action_type': 'outbound_click', 'value': '0.392857'}]",0.392857,1.03125,0.139831,,0.023844,0.023844,1.178571,,0.025943,0.4125,12.387387,12.890625,3.003003,2025-12-02,2025-12-02,ABOVE_AVERAGE,1.040625,666,3.153153,21,"[{'action_type': 'outbound_click', 'value': '21'}]","[{'action_type': 'outbound_click', 'value': '3.153153'}]",BELOW_AVERAGE_35,640,8.25,35,5,34,290,180,114
,,,,,,,,,,,,,3,,3,,,,3,,6920222631184,03_blackbodysuit_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,UNKNOWN,,,,,,,,0.046667,0.046667,,,0.046667,,8.235294,8.235294,0,2025-12-02,2025-12-02,UNKNOWN,1,17,,,,,UNKNOWN,17,0.14,,2,,3,,
1,159,2,,53,14,14,159,1,1,2,2,1,1163,2,1163,19,15,1,1091,1,6920223269984,04_fbg_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,52,ABOVE_AVERAGE,,0.56717,"[{'action_type': 'outbound_click', 'value': '0.56717'}]",0.56717,2.147143,0.189057,30.06,0.025847,0.025847,1.582105,30.06,0.027553,0.578077,12.473029,12.56689,2.157676,2025-12-02,2025-12-02,ABOVE_AVERAGE,1.007525,2410,2.19917,53,"[{'action_type': 'outbound_click', 'value': '53'}]","[{'action_type': 'outbound_click', 'value': '2.19917'}]",BELOW_AVERAGE_35,2392,30.06,130,5,125,965,541,393
,3,,,2,,,3,,,,,,17,,17,,,,15,,6920223592384,05_greendress_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,UNKNOWN,,0.245,"[{'action_type': 'outbound_click', 'value': '0.245'}]",0.245,,0.163333,,0.028824,0.028824,,,0.032667,0.49,13.243243,13.611111,2.702703,2025-12-02,2025-12-02,UNKNOWN,1.027778,37,5.405405,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '5.405405'}]",UNKNOWN,36,0.49,1,5,1,13,9,8
,,,,,,,,,,,,,12,,12,,,,12,,6920223939184,06_green hair_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,UNKNOWN,,,,,,,,0.026667,0.026667,,,0.026667,,10,10,0,2025-12-02,2025-12-02,UNKNOWN,1,32,,,,,UNKNOWN,32,0.32,,2,,8,1,1
,8,,,3,1,1,8,,,,,,60,,60,1,1,,56,,6920226671784,07_nose ring_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,3,UNKNOWN,,1.02,"[{'action_type': 'outbound_click', 'value': '1.02'}]",1.02,3.06,0.3825,,0.051,0.051,3.06,,0.054643,1.02,16.540541,17.386364,1.621622,2025-12-02,2025-12-02,UNKNOWN,1.051136,185,1.621622,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.621622'}]",UNKNOWN,176,3.06,3,3,3,48,24,11
,47,,,11,1,1,47,,,,,,293,,293,1,1,,281,,6920227125384,08_Red dress_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,10,ABOVE_AVERAGE,,0.883636,"[{'action_type': 'outbound_click', 'value': '0.883636'}]",0.883636,9.72,0.206809,,0.033174,0.033174,9.72,,0.034591,0.972,13.38843,13.38843,1.37741,2025-12-02,2025-12-02,ABOVE_AVERAGE,1,726,1.515152,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '1.515152'}]",BELOW_AVERAGE_35,726,9.72,27,4,25,252,141,100
,12,,,4,1,1,12,,,,,,54,,54,,,,50,,6920227655384,09_red lipstick_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,4,UNKNOWN,,0.64,"[{'action_type': 'outbound_click', 'value': '0.64'}]",0.64,2.56,0.213333,,0.047407,0.047407,,,0.0512,0.64,14.797688,16,2.312139,2025-12-02,2025-12-02,UNKNOWN,1.08125,173,2.312139,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '2.312139'}]",UNKNOWN,160,2.56,4,3,3,42,23,14
,1,,,1,,,1,,,,,,26,,26,2,2,,23,,6920227964784,10_Red pants_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,UNKNOWN,,0.73,"[{'action_type': 'outbound_click', 'value': '0.73'}]",0.73,,0.73,,0.028077,0.028077,0.365,,0.031739,0.73,11.774194,11.967213,1.612903,2025-12-02,2025-12-02,UNKNOWN,1.016393,62,1.612903,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.612903'}]",UNKNOWN,61,0.73,4,5,3,21,12,9
,,,,,,,,,,,,,9,,9,,,,9,,6920228199384,11_yellow dress_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,UNKNOWN,,,,,,,,0.036667,0.036667,,,0.036667,,14.347826,14.347826,0,2025-12-02,2025-12-02,UNKNOWN,1,23,,,,,UNKNOWN,23,0.33,,3,,8,3,1
,,,,,,,,,,,,,32,,32,,,,32,,6920228640584,01_black4_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,UNKNOWN,,,,,,,,0.03,0.03,,,0.03,,13.913043,14.117647,0,2025-12-02,2025-12-02,UNKNOWN,1.014706,69,,,,,UNKNOWN,68,0.96,1,4,1,26,9,5
,381,2,1,106,43,43,381,,,1,1,,2163,3,2163,29,24,,2028,,6920229519184,02_blackNew_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,107,ABOVE_AVERAGE,,0.509057,"[{'action_type': 'outbound_click', 'value': '0.509057'}]",0.509057,1.254884,0.141627,,0.024947,0.024947,1.86069,,0.026608,0.504299,13.059051,13.530592,2.589545,2025-12-02,2025-12-02,ABOVE_AVERAGE,1.036108,4132,2.565344,106,"[{'action_type': 'outbound_click', 'value': '106'}]","[{'action_type': 'outbound_click', 'value': '2.565344'}]",AVERAGE,3988,53.96,270,6,259,1864,1107,744
,,,,,,,,,,,,,3,,3,,,,3,,6920230659184,03_blackbodysuit_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,UNKNOWN,,,,,,,,0.033333,0.033333,,,0.033333,,9.090909,9.090909,0,2025-12-02,2025-12-02,UNKNOWN,1,11,,,,,UNKNOWN,11,0.1,,3,,3,2,2
,,,,,,,,,,,,,13,,13,,,,13,,6920231203584,04_fbg_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,UNKNOWN,,,,,,,,0.034615,0.034615,,,0.034615,,12.5,12.857143,0,2025-12-02,2025-12-02,UNKNOWN,1.028571,36,,,,,UNKNOWN,35,0.45,1,4,1,11,7,3
,,,,,,,,,,,,,24,,24,,,,24,,6920231786584,05_greendress_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,UNKNOWN,,,,,,,,0.02875,0.02875,,,0.02875,,14.081633,14.081633,0,2025-12-02,2025-12-02,UNKNOWN,1,49,,,,,UNKNOWN,49,0.69,2,5,2,22,14,11
,,,,,,,,,,,,,2,,2,,,,2,,6920232153584,06_green hair_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,UNKNOWN,,,,,,,,0.055,0.055,,,0.055,,13.75,13.75,0,2025-12-02,2025-12-02,UNKNOWN,1,8,,,,,UNKNOWN,8,0.11,1,4,1,2,2,1
,,,,,,,,,,,,,6,,6,,,,6,,6920232426184,07_nose ring_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,UNKNOWN,,,,,,,,0.058333,0.058333,,,0.058333,,16.666667,16.666667,0,2025-12-02,2025-12-02,UNKNOWN,1,21,,,,,UNKNOWN,21,0.35,1,3,1,5,4,2
,,,,,,,,,,,,,2,,2,,,,2,,6920233658384,08_Red dress_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,UNKNOWN,,,,,,,,0.07,0.07,,,0.07,,12.727273,12.727273,0,2025-12-02,2025-12-02,UNKNOWN,1,11,,,,,UNKNOWN,11,0.14,,2,,2,,
,,,,,,,,,,,,,6,,6,,,,6,,6920233824384,09_red lipstick_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,UNKNOWN,,,,,,,,0.093333,0.093333,,,0.093333,0.56,20,20,3.571429,2025-12-02,2025-12-02,UNKNOWN,1,28,,,,,UNKNOWN,28,0.56,1,2,1,5,2,1
,,,,,,,,,,,,,2,,2,,,,2,,6920234269584,10_Red pants_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,UNKNOWN,,,,,,,,0.065,0.065,,,0.065,,13,14.444444,0,2025-12-02,2025-12-02,UNKNOWN,1.111111,10,,,,,UNKNOWN,9,0.13,,2,,1,,
,13,,,6,2,2,13,,,,,,89,,89,,,,83,,6920234806984,11_yellow dress_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,6,UNKNOWN,,0.47,"[{'action_type': 'outbound_click', 'value': '0.47'}]",0.47,1.41,0.216923,,0.031685,0.031685,,,0.033976,0.47,13.891626,14.536082,2.955665,2025-12-02,2025-12-02,UNKNOWN,1.046392,203,2.955665,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '2.955665'}]",UNKNOWN,194,2.82,12,4,12,73,37,23
,1,1,,1,,,1,,,,,,19,,19,1,1,,17,,6920236297784,01_Eddie_Nuthin But A G Thang,6920236297184,Test_F_GThang,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,UNKNOWN,,0.5,"[{'action_type': 'outbound_click', 'value': '0.5'}]",0.5,,0.5,,0.026316,0.026316,0.5,,0.029412,0.5,11.904762,12.195122,2.380952,2025-12-02,2025-12-02,UNKNOWN,1.02439,42,2.380952,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.380952'}]",UNKNOWN,41,0.5,,3,,15,7,4
,2,,,4,,,2,,,,,,140,1,140,2,1,,134,,6920249722184,02_jesus_Nuthin But A G Thang,6920236297184,Test_F_GThang,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,4,UNKNOWN,,1.0625,"[{'action_type': 'outbound_click', 'value': '1.0625'}]",1.0625,,2.125,,0.030357,0.030357,2.125,,0.031716,1.0625,11.363636,11.548913,1.069519,2025-12-02,2025-12-02,UNKNOWN,1.016304,374,1.069519,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.069519'}]",UNKNOWN,368,4.25,18,4,17,125,74,41
,,,,1,,,,,,,,,6,,6,,,,5,,6920250345984,03_Mike T_Nuthin But A G Thang,6920236297184,Test_F_GThang,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,UNKNOWN,,0.3,"[{'action_type': 'outbound_click', 'value': '0.3'}]",0.3,,,,0.05,0.05,,,0.06,0.3,13.043478,13.043478,4.347826,2025-12-02,2025-12-02,UNKNOWN,1,23,4.347826,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4.347826'}]",UNKNOWN,23,0.3,1,3,1,4,1,1
,272,3,2,121,38,38,272,,,,,,1986,7,1986,44,35,,1821,,6920251011584,04_MorganF_Nuthin But A G Thang,6920236297184,Test_F_GThang,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,122,ABOVE_AVERAGE,,0.327025,"[{'action_type': 'outbound_click', 'value': '0.327025'}]",0.327025,1.041316,0.145478,,0.019924,0.019924,0.899318,,0.02173,0.324344,9.731923,10.738128,3.000492,2025-12-02,2025-12-02,ABOVE_AVERAGE,1.103392,4066,2.975898,121,"[{'action_type': 'outbound_click', 'value': '121'}]","[{'action_type': 'outbound_click', 'value': '2.975898'}]",AVERAGE,3685,39.57,213,5,196,1603,897,538
,,,,1,,,,,,,,,35,,35,,,,34,,6920251233984,05_Snoop_Nuthin But A G Thang,6920236297184,Test_F_GThang,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,UNKNOWN,,1.37,"[{'action_type': 'outbound_click', 'value': '1.37'}]",1.37,,,,0.039143,0.039143,,,0.040294,1.37,11.709402,12.342342,0.854701,2025-12-02,2025-12-02,UNKNOWN,1.054054,117,0.854701,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.854701'}]",UNKNOWN,111,1.37,1,3,1,28,14,7
,74,1,,37,12,12,74,,,,,,781,1,781,11,10,,733,,6920251657184,06_WillS_Nuthin But A G Thang,6920236297184,Test_F_GThang,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,39,ABOVE_AVERAGE,,0.444324,"[{'action_type': 'outbound_click', 'value': '0.444324'}]",0.444324,1.37,0.222162,,0.02105,0.02105,1.494545,,0.022428,0.421538,9.774078,10.281426,2.318668,2025-12-02,2025-12-02,ABOVE_AVERAGE,1.051907,1682,2.199762,37,"[{'action_type': 'outbound_click', 'value': '37'}]","[{'action_type': 'outbound_click', 'value': '2.199762'}]",AVERAGE,1599,16.44,68,4,64,672,324,187
