action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,79,,,14,7,7,79,,,1,,,1,,525,,525,2,2,,509,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,14,,4.246168,"[{'action_type': 'outbound_click', 'value': '4.246168'}]",4.246168,8.492337,0.752486,,0.113231,0.113231,29.723178,,0.11679,4.246168,36.006272,39.368447,0.847971,2025-12-08,2025-12-08,1.093377,1651,0.847971,14,"[{'action_type': 'outbound_click', 'value': '14'}]","[{'action_type': 'outbound_click', 'value': '0.847971'}]",facebook,1510,59.446356,79,3,76,438,241,170
,21,,,6,,,21,,,1,,,,,179,,179,1,1,,172,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,6,,3.756492,"[{'action_type': 'outbound_click', 'value': '3.756492'}]",3.756492,,1.073283,,0.125916,0.125916,22.53895,,0.13104,3.756492,45.533232,46.472062,1.212121,2025-12-08,2025-12-08,1.020619,495,1.212121,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.212121'}]",instagram,485,22.53895,8,4,8,150,72,39
,,,,,,,,,,,,,,,52,,52,,,,52,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.046406,0.046406,,,0.046406,,27.421585,27.421585,0,2025-12-08,2025-12-08,1,88,,,,,threads,88,2.4131,7,6,7,45,26,17
,,,,,,,,,,,,,,,,,,,,,,,6920992821584,04 will_rapGod - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-08,2025-12-08,1,1,,,,,instagram,1,0.01,,,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-12-08,2025-12-08,1,2,,,,,audience_network,2,0.03,,3,,1,,
10,626,7,3,209,33,33,626,10,10,30,1,1,3,10,4210,4,4210,41,33,10,3960,10,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,204,"[{'action_type': 'subscribe_mobile_app', 'value': '28.19'}, {'action_type': 'subscribe_total', 'value': '28.19'}]",0.944163,"[{'action_type': 'outbound_click', 'value': '0.944163'}]",0.944163,5.979697,0.315224,19.733,0.046872,0.046872,4.812927,19.733,0.049831,0.967304,21.358372,22.174402,2.208031,2025-12-08,2025-12-08,1.038207,9239,2.26215,209,"[{'action_type': 'outbound_click', 'value': '209'}]","[{'action_type': 'outbound_click', 'value': '2.26215'}]",facebook,8899,197.33,596,5,539,3617,2288,1466
3,391,,,91,40,40,391,3,3,50,3,3,,3,3582,3,3582,56,50,3,3435,3,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,115,"[{'action_type': 'subscribe_mobile_app', 'value': '66.97'}, {'action_type': 'subscribe_total', 'value': '66.97'}]",2.207802,"[{'action_type': 'outbound_click', 'value': '2.207802'}]",2.207802,5.02275,0.513836,66.97,0.056089,0.056089,3.587679,66.97,0.058489,1.747043,24.317357,25.784138,1.391915,2025-12-08,2025-12-08,1.060318,8262,1.101428,91,"[{'action_type': 'outbound_click', 'value': '91'}]","[{'action_type': 'outbound_click', 'value': '1.101428'}]",instagram,7792,200.91,262,4,262,3063,1439,828
,15,,1,6,1,1,15,,,1,,,,,342,,342,2,1,,334,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,6,,2.221667,"[{'action_type': 'outbound_click', 'value': '2.221667'}]",2.221667,13.33,0.888667,,0.038977,0.038977,6.665,,0.03991,2.221667,21.924342,22.069536,0.986842,2025-12-08,2025-12-08,1.006623,608,0.986842,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '0.986842'}]",threads,604,13.33,57,6,65,285,152,92
,21,,,2,3,3,21,,,,,,,,60,,60,,,,58,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,2,,0.89,"[{'action_type': 'outbound_click', 'value': '0.89'}]",0.89,0.593333,0.084762,,0.029667,0.029667,,,0.03069,0.89,15.614035,16.181818,1.754386,2025-12-08,2025-12-08,1.036364,114,1.754386,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.754386'}]",facebook,110,1.78,5,7,5,52,33,17
,29,,,2,,,29,,,,,,,,110,,110,,,,108,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,3,,3.305,"[{'action_type': 'outbound_click', 'value': '3.305'}]",3.305,,0.227931,,0.060091,0.060091,,,0.061204,2.203333,21.322581,21.672131,0.967742,2025-12-08,2025-12-08,1.016393,310,0.645161,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.645161'}]",instagram,305,6.61,6,3,6,91,35,21
,,,,,,,,,,,,,,,22,,22,,,,22,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.029091,0.029091,,,0.029091,,18.823529,18.823529,0,2025-12-08,2025-12-08,1,34,,,,,threads,34,0.64,3,7,4,20,11,8
,,,,,,,,,,,,,,,,,,,,,,,6920992823984,01 Santa_slim - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,200,200,0,2025-12-08,2025-12-08,1,1,,,,,facebook,1,0.2,,3,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994402784,09_red lipstick_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.08,0.08,,,0.08,,26.666667,40,0,2025-12-08,2025-12-08,1.5,3,,,,,instagram,2,0.08,,5,,1,1,
,,,,1,1,1,,,,,,,,,4,,4,,,,3,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.37,"[{'action_type': 'outbound_click', 'value': '0.37'}]",0.37,0.37,,,0.0925,0.0925,,,0.123333,0.37,33.636364,33.636364,9.090909,2025-12-08,2025-12-08,1,11,9.090909,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '9.090909'}]",facebook,11,0.37,1,3,1,3,1,1
,11,,,,,,11,,,,,,,,2,,2,,,,2,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,0.009091,,0.05,0.05,,,0.05,,20,20,0,2025-12-08,2025-12-08,1,5,,,,,instagram,5,0.1,,3,,2,1,
,,,,,,,,,,,,,,,,,,,,,,,6920994403184,01_black4_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,50,50,0,2025-12-08,2025-12-08,1,2,,,,,instagram,2,0.1,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920994403384,10_Red pants_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-08,2025-12-08,1,1,,,,,instagram,1,0.03,,1,,,,
,,,,,,,,,,,,,,,33,,33,,,,33,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.024552,0.024552,,,0.024552,,14.468173,23.149076,0,2025-12-08,2025-12-08,1.6,56,,,,,audience_network,35,0.810218,5,5,5,28,17,8
5,888,6,1,290,93,93,888,5,5,94,2,2,5,5,7171,9,7171,111,99,5,6770,5,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,281,"[{'action_type': 'subscribe_mobile_app', 'value': '125.550396'}, {'action_type': 'subscribe_total', 'value': '125.550396'}]",1.298797,"[{'action_type': 'outbound_click', 'value': '1.303291'}]",1.298797,4.050013,0.424157,75.330238,0.052524,0.052524,3.393254,75.330238,0.055635,1.340396,26.011822,27.252094,1.940608,2025-12-08,2025-12-08,1.047681,14480,2.002762,290,"[{'action_type': 'outbound_click', 'value': '289'}]","[{'action_type': 'outbound_click', 'value': '1.995856'}]",facebook,13821,376.651189,1321,5,1247,6212,3821,2783
,47,,,13,4,4,47,,,12,2,2,,,384,,384,14,12,,357,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,14,,2.275996,"[{'action_type': 'outbound_click', 'value': '2.275996'}]",2.275996,7.396987,0.629531,,0.077052,0.077052,2.113425,,0.082879,2.113425,36.483291,37.548158,1.726264,2025-12-08,2025-12-08,1.029188,811,1.602959,13,"[{'action_type': 'outbound_click', 'value': '13'}]","[{'action_type': 'outbound_click', 'value': '1.602959'}]",instagram,788,29.587949,49,5,49,333,181,128
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.060016,0.060016,,,0.060016,,6.668458,6.668458,0,2025-12-08,2025-12-08,1,9,,,,,messenger,9,0.060016,,3,,,,
,,,,1,,,,,,,,,,,40,,40,,,,39,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,2.340629,"[{'action_type': 'outbound_click', 'value': '2.340629'}]",2.340629,,,,0.058516,0.058516,,,0.060016,2.340629,37.152838,37.752078,1.587302,2025-12-08,2025-12-08,1.016129,63,1.587302,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.587302'}]",threads,62,2.340629,10,8,11,38,22,16
,,,,,,,,,,,,,,,5,,5,,,,5,,6920994404384,05_greendress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.08,0.08,,,0.08,,19.047619,19.047619,0,2025-12-08,2025-12-08,1,21,,,,,facebook,21,0.4,,2,,4,1,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994404384,05_greendress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-08,2025-12-08,1,1,,,,,instagram,1,0,,6,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6920995424984,01_Eddie_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-08,2025-12-08,1,1,,,,,facebook,1,0.02,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920995424984,01_Eddie_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-08,2025-12-08,1,1,,,,,instagram,1,0.02,,2,,,,
,,,,,,,,,,,,,,,27,,27,,,,27,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.038899,0.038899,,,0.038899,,15.913199,31.826398,0,2025-12-08,2025-12-08,2,66,,,,,audience_network,33,1.050271,10,4,10,23,16,12
,528,5,1,309,49,49,528,,,74,2,2,3,,5438,12,5438,92,77,,5037,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,304,,0.736209,"[{'action_type': 'outbound_click', 'value': '0.736209'}]",0.736209,4.642627,0.43085,,0.041833,0.041833,2.472704,,0.045164,0.748318,20.60773,22.503584,2.753873,2025-12-08,2025-12-08,1.091997,11039,2.799167,309,"[{'action_type': 'outbound_click', 'value': '309'}]","[{'action_type': 'outbound_click', 'value': '2.799167'}]",facebook,10109,227.48873,978,5,943,4563,2769,1870
4,395,,,81,41,41,395,4,4,43,3,3,1,4,2941,6,2941,53,44,4,2807,4,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,96,"[{'action_type': 'subscribe_mobile_app', 'value': '64.229915'}, {'action_type': 'subscribe_total', 'value': '64.229915'}]",2.378886,"[{'action_type': 'outbound_click', 'value': '2.408622'}]",2.378886,4.69975,0.487822,48.172437,0.065518,0.065518,3.635656,48.172437,0.068646,2.007185,29.717728,31.43389,1.480568,2025-12-08,2025-12-08,1.057749,6484,1.249229,81,"[{'action_type': 'outbound_click', 'value': '80'}]","[{'action_type': 'outbound_click', 'value': '1.233806'}]",instagram,6130,192.689746,208,5,208,2448,1156,622
,,,,,,,,,,,,,,,,,,,,,,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20.005165,20.005165,0,2025-12-08,2025-12-08,1,2,,,,,messenger,2,0.04001,,,,,,
,,,,,,,,,,2,,,,,111,,111,2,2,,109,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.043345,0.043345,2.405621,,0.04414,,24.800217,24.800217,0,2025-12-08,2025-12-08,1,194,,,,,threads,194,4.811242,18,7,19,96,53,34
,,,,1,,,,,,,,,,,2,,2,,,,1,,6920995425784,03_Mike T_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.11,"[{'action_type': 'outbound_click', 'value': '0.11'}]",0.11,,,,0.055,0.055,,,0.11,0.11,27.5,36.666667,25,2025-12-08,2025-12-08,1.333333,4,25,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '25'}]",facebook,3,0.11,,5,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6920995425984,05_Snoop_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,80,80,0,2025-12-08,2025-12-08,1,1,,,,,threads,1,0.08,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920996506584,11_yellow dress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-08,2025-12-08,1,1,,,,,facebook,1,0.02,,1,,,,
,,,,1,,,,,,,,,,,11,,11,,,,10,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.470064,"[{'action_type': 'outbound_click', 'value': '0.470064'}]",0.470064,,,,0.042733,0.042733,,,0.047006,0.470064,36.158802,42.733129,7.692308,2025-12-08,2025-12-08,1.181818,13,7.692308,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '7.692308'}]",audience_network,11,0.470064,4,7,4,9,7,5
