action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_block,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,199,1,,51,19,19,199,,,,4,,,2,,1372,2,1372,8,6,,1313,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,51,"[{'action_type': 'subscribe_mobile_app', 'value': '8.855'}, {'action_type': 'subscribe_total', 'value': '8.855'}, {'action_type': 'start_trial_mobile_app', 'value': '8.855'}, {'action_type': 'start_trial_total', 'value': '8.855'}]",1.041765,"[{'action_type': 'outbound_click', 'value': '1.041765'}]",1.041765,2.796316,0.266985,,0.038724,0.038724,6.64125,,0.040465,1.041765,14.040698,14.461078,1.34778,2025-12-12,2025-12-12,1.02994,3784,1.34778,51,"[{'action_type': 'outbound_click', 'value': '51'}]","[{'action_type': 'outbound_click', 'value': '1.34778'}]",3674,53.13,105,4,101,1151,579,335
,46,,,18,4,4,46,,,,5,,,,,694,,694,5,5,,671,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,19,"[{'action_type': 'subscribe_mobile_app', 'value': '13.915'}, {'action_type': 'subscribe_total', 'value': '13.915'}, {'action_type': 'start_trial_mobile_app', 'value': '13.915'}, {'action_type': 'start_trial_total', 'value': '13.915'}]",1.546111,"[{'action_type': 'outbound_click', 'value': '1.546111'}]",1.546111,6.9575,0.605,,0.040101,0.040101,5.566,,0.041475,1.464737,17.862644,18.740741,1.219512,2025-12-12,2025-12-12,1.049158,1558,1.155327,18,"[{'action_type': 'outbound_click', 'value': '18'}]","[{'action_type': 'outbound_click', 'value': '1.155327'}]",1485,27.83,54,4,52,602,313,177
,,,,10,,,,,,,,,,,,111,,111,,,,101,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,8,,0.627,"[{'action_type': 'outbound_click', 'value': '0.627'}]",0.627,,,,0.056486,0.056486,,,0.062079,0.78375,30.8867,31.989796,3.940887,2025-12-12,2025-12-12,1.035714,203,4.926108,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '4.926108'}]",196,6.27,10,5,10,89,56,35
,,,,3,,,,,,,1,,,,,30,,30,1,1,,26,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,65+,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,3,,0.29,"[{'action_type': 'outbound_click', 'value': '0.29'}]",0.29,,,,0.029,0.029,0.87,,0.033462,0.29,14.032258,15,4.83871,2025-12-12,2025-12-12,1.068966,62,4.83871,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '4.83871'}]",58,0.87,3,5,3,25,14,6
,,,,,,,,,,,,,,,,,,,,,,,,6917505479784,06 fbg og - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,30,30,0,2025-12-12,2025-12-12,1,1,,,,,1,0.03,,,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6917505479784,06 fbg og - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-12,2025-12-12,1,1,,,,,1,0.01,,6,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,6917505479784,06 fbg og - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,25,25,0,2025-12-12,2025-12-12,1,2,,,,,2,0.05,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-12-12,2025-12-12,1,1,,,,,1,0.01,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,20,20,0,2025-12-12,2025-12-12,1,1,,,,,1,0.02,,1,,,,
,9,,,,,,9,,,,,,,,,,,,,,,,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,0.002222,,,,,,,,10,10,0,2025-12-12,2025-12-12,1,2,,,,,2,0.02,,1,,,,
,,,,1,,,,,,,,,,,,18,,18,,,,17,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,1.44,"[{'action_type': 'outbound_click', 'value': '1.44'}]",1.44,,,,0.08,0.08,,,0.084706,1.44,16.744186,17.560976,1.162791,2025-12-12,2025-12-12,1.04878,86,1.162791,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.162791'}]",82,1.44,5,2,3,17,5,5
,179,,,20,11,11,179,,,,3,,,,,392,1,392,4,3,,368,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,22,"[{'action_type': 'subscribe_mobile_app', 'value': '4.766'}, {'action_type': 'subscribe_total', 'value': '4.766'}, {'action_type': 'start_trial_mobile_app', 'value': '4.766'}, {'action_type': 'start_trial_total', 'value': '4.766'}]",1.1915,"[{'action_type': 'outbound_click', 'value': '1.1915'}]",1.1915,2.166364,0.133128,,0.060791,0.060791,5.9575,,0.064755,1.083182,15.246321,15.52443,1.40755,2025-12-12,2025-12-12,1.018241,1563,1.279591,20,"[{'action_type': 'outbound_click', 'value': '20'}]","[{'action_type': 'outbound_click', 'value': '1.279591'}]",1535,23.83,32,3,32,313,147,81
,320,,,63,31,31,320,,,,10,,,,,1290,1,1290,11,10,,1216,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,64,"[{'action_type': 'subscribe_mobile_app', 'value': '12.6'}, {'action_type': 'subscribe_total', 'value': '12.6'}, {'action_type': 'start_trial_mobile_app', 'value': '10.5'}, {'action_type': 'start_trial_total', 'value': '10.5'}]",1,"[{'action_type': 'outbound_click', 'value': '1'}]",1,2.032258,0.196875,,0.048837,0.048837,5.727273,,0.051809,0.984375,16.449086,17.063922,1.671018,2025-12-12,2025-12-12,1.037378,3830,1.644909,63,"[{'action_type': 'outbound_click', 'value': '63'}]","[{'action_type': 'outbound_click', 'value': '1.644909'}]",3692,63,111,3,109,1028,518,281
,208,,1,28,14,14,208,,,,4,,,,,696,,696,5,4,,663,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,27,"[{'action_type': 'subscribe_mobile_app', 'value': '6.938'}, {'action_type': 'subscribe_total', 'value': '6.938'}, {'action_type': 'start_trial_mobile_app', 'value': '6.938'}, {'action_type': 'start_trial_total', 'value': '6.938'}]",1.238929,"[{'action_type': 'outbound_click', 'value': '1.238929'}]",1.238929,2.477857,0.166779,,0.049842,0.049842,6.938,,0.052323,1.284815,18.956284,20.599762,1.47541,2025-12-12,2025-12-12,1.086698,1830,1.530055,28,"[{'action_type': 'outbound_click', 'value': '28'}]","[{'action_type': 'outbound_click', 'value': '1.530055'}]",1684,34.69,57,4,55,574,286,161
,,,,4,,,,,,,3,,,,,80,,80,3,3,,73,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,4,,0.77,"[{'action_type': 'outbound_click', 'value': '0.77'}]",0.77,,,,0.0385,0.0385,1.026667,,0.042192,0.77,20.397351,21.388889,2.649007,2025-12-12,2025-12-12,1.048611,151,2.649007,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '2.649007'}]",144,3.08,9,4,6,57,28,16
,,,,1,,,,,,,,,,,,4,,4,,,,3,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,65+,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.42,"[{'action_type': 'outbound_click', 'value': '0.42'}]",0.42,,,,0.105,0.105,,,0.14,0.42,15,15,3.571429,2025-12-12,2025-12-12,1,28,3.571429,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.571429'}]",28,0.42,,2,,2,2,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-12,2025-12-12,1,2,,,,,2,0.02,,2,,,,
,10,,,1,2,2,10,,,,,,,,,19,,19,,,,18,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,"[{'action_type': 'subscribe_mobile_app', 'value': '1.04'}, {'action_type': 'subscribe_total', 'value': '1.04'}, {'action_type': 'start_trial_mobile_app', 'value': '1.04'}, {'action_type': 'start_trial_total', 'value': '1.04'}]",1.04,"[{'action_type': 'outbound_click', 'value': '1.04'}]",1.04,0.52,0.104,,0.054737,0.054737,,,0.057778,1.04,17.04918,17.333333,1.639344,2025-12-12,2025-12-12,1.016667,61,1.639344,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.639344'}]",60,1.04,,3,,16,11,6
,27,,,4,4,4,27,,,,1,,,,,88,,88,1,1,,83,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,4,"[{'action_type': 'subscribe_mobile_app', 'value': '3.92'}, {'action_type': 'subscribe_total', 'value': '3.92'}, {'action_type': 'start_trial_mobile_app', 'value': '3.92'}, {'action_type': 'start_trial_total', 'value': '3.92'}]",0.98,"[{'action_type': 'outbound_click', 'value': '0.98'}]",0.98,0.98,0.145185,,0.044545,0.044545,3.92,,0.047229,0.98,17.192982,17.578475,1.754386,2025-12-12,2025-12-12,1.022422,228,1.754386,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.754386'}]",223,3.92,8,4,8,75,38,28
,28,,,5,1,1,28,,,,,,,,,70,,70,,,,65,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,5,,0.624,"[{'action_type': 'outbound_click', 'value': '0.624'}]",0.624,3.12,0.111429,,0.044571,0.044571,,,0.048,0.624,20.526316,20.8,3.289474,2025-12-12,2025-12-12,1.013333,152,3.289474,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '3.289474'}]",150,3.12,9,4,8,61,27,17
,8,,,2,2,2,8,,,,,,,,,8,,8,,,,6,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,2,,0.225,"[{'action_type': 'outbound_click', 'value': '0.225'}]",0.225,0.225,0.05625,,0.05625,0.05625,,,0.075,0.225,34.615385,34.615385,15.384615,2025-12-12,2025-12-12,1,13,15.384615,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '15.384615'}]",13,0.45,1,5,1,6,2,2
,,,,,,,,,,,,,,,,,,,,,,,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,65+,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-12-12,2025-12-12,1,2,,,,,2,0.02,,2,,,,
,,,,,,,,,,,,,,,,5,,5,,,,5,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.04,0.04,,,0.04,,20,20,0,2025-12-12,2025-12-12,1,10,,,,,10,0.2,,4,,4,3,2
,1,,,1,,,1,,,,,,,,,25,,25,,,,24,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),25-34,6920965699384,FB_iOS_Purchase_Rap_251203,1,,1.97,"[{'action_type': 'outbound_click', 'value': '1.97'}]",1.97,,1.97,,0.0788,0.0788,,,0.082083,1.97,20.736842,20.957447,1.052632,2025-12-12,2025-12-12,1.010638,95,1.052632,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.052632'}]",94,1.97,1,2,1,21,7,5
,41,,,5,4,4,41,,,,3,,,,,303,1,303,4,3,,294,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),35-44,6920965699384,FB_iOS_Purchase_Rap_251203,6,,3.334,"[{'action_type': 'outbound_click', 'value': '3.334'}]",3.334,4.1675,0.406585,,0.055017,0.055017,4.1675,,0.056701,2.778333,20.785536,21.426735,0.74813,2025-12-12,2025-12-12,1.030848,802,0.623441,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '0.623441'}]",778,16.67,32,4,32,266,144,86
1,193,,,27,13,13,193,1,1,,4,,,,1,984,,984,4,4,1,953,1,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),45-54,6920965699384,FB_iOS_Purchase_Rap_251203,29,"[{'action_type': 'subscribe_mobile_app', 'value': '15.216667'}, {'action_type': 'subscribe_total', 'value': '15.216667'}, {'action_type': 'start_trial_mobile_app', 'value': '15.216667'}, {'action_type': 'start_trial_total', 'value': '15.216667'}]",1.690741,"[{'action_type': 'outbound_click', 'value': '1.690741'}]",1.690741,3.511538,0.236529,45.65,0.046392,0.046392,11.4125,45.65,0.047901,1.574138,22.05314,22.476613,1.400966,2025-12-12,2025-12-12,1.019202,2070,1.304348,27,"[{'action_type': 'outbound_click', 'value': '27'}]","[{'action_type': 'outbound_click', 'value': '1.304348'}]",2031,45.65,95,5,81,857,446,278
1,136,,,23,13,13,136,1,1,,5,1,1,,1,443,,443,6,5,1,414,1,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),55-64,6920965699384,FB_iOS_Purchase_Rap_251203,23,"[{'action_type': 'subscribe_mobile_app', 'value': '9.685'}, {'action_type': 'subscribe_total', 'value': '9.685'}, {'action_type': 'start_trial_mobile_app', 'value': '19.37'}, {'action_type': 'start_trial_total', 'value': '19.37'}]",0.842174,"[{'action_type': 'outbound_click', 'value': '0.842174'}]",0.842174,1.49,0.142426,19.37,0.043725,0.043725,3.228333,19.37,0.046787,0.842174,24.675159,25.254237,2.929936,2025-12-12,2025-12-12,1.023468,785,2.929936,23,"[{'action_type': 'outbound_click', 'value': '23'}]","[{'action_type': 'outbound_click', 'value': '2.929936'}]",767,19.37,57,7,52,384,240,144
,5,,,2,,,5,,,,1,,,,,52,,52,1,1,,49,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),65+,6920965699384,FB_iOS_Purchase_Rap_251203,2,,1.18,"[{'action_type': 'outbound_click', 'value': '1.18'}]",1.18,,0.472,,0.045385,0.045385,2.36,,0.048163,1.18,27.126437,27.126437,2.298851,2025-12-12,2025-12-12,1,87,2.298851,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.298851'}]",87,2.36,9,6,8,45,32,21
,,,,,,,,,,,,,,,,,,,,,,,,6920992822984,02 Mike_sicko - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-12,2025-12-12,1,1,,,,,1,0.02,,2,,,,
,,,,,,,,,,,,,,,,2,,2,,,,2,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.05,0.05,,,0.05,,9.090909,9.090909,0,2025-12-12,2025-12-12,1,11,,,,,11,0.1,1,3,1,2,1,1
,,,,,,,,,,,1,,,,,27,,27,1,1,,26,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.03963,0.03963,1.07,,0.041154,,15.285714,15.735294,0,2025-12-12,2025-12-12,1.029412,70,,,,,68,1.07,2,3,2,24,7,4
,2,,,1,,,2,,,,1,,,,,78,,78,1,1,,76,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),35-44,6920965699384,FB_iOS_Purchase_Rap_251203,1,,4.33,"[{'action_type': 'outbound_click', 'value': '4.33'}]",4.33,,2.165,,0.055513,0.055513,4.33,,0.056974,4.33,21.65,21.979695,0.5,2025-12-12,2025-12-12,1.015228,200,0.5,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.5'}]",197,4.33,2,3,2,63,24,19
,4,,,3,,,4,,,,1,,,,,97,,97,1,1,,93,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),45-54,6920965699384,FB_iOS_Purchase_Rap_251203,6,,1.39,"[{'action_type': 'outbound_click', 'value': '1.39'}]",1.39,,1.0425,,0.04299,0.04299,4.17,,0.044839,0.695,19.952153,20.144928,2.870813,2025-12-12,2025-12-12,1.009662,209,1.435407,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.435407'}]",207,4.17,7,4,7,81,43,21
,8,,,2,1,1,8,,,,1,,,,,33,,33,1,1,,30,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),55-64,6920965699384,FB_iOS_Purchase_Rap_251203,3,"[{'action_type': 'subscribe_mobile_app', 'value': '1.09'}, {'action_type': 'subscribe_total', 'value': '1.09'}, {'action_type': 'start_trial_mobile_app', 'value': '0.545'}, {'action_type': 'start_trial_total', 'value': '0.545'}]",0.545,"[{'action_type': 'outbound_click', 'value': '0.545'}]",0.545,1.09,0.13625,,0.03303,0.03303,1.09,,0.036333,0.363333,21.372549,21.372549,5.882353,2025-12-12,2025-12-12,1,51,3.921569,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '3.921569'}]",51,1.09,2,5,2,29,14,7
,,,,,,,,,,,,,,,,2,,2,,,,2,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.04,0.04,,,0.04,,20,20,0,2025-12-12,2025-12-12,1,4,,,,,4,0.08,,6,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6920992824184,01 Jesus_travis - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-12,2025-12-12,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920992824784,01 Bob_snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-12,2025-12-12,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920994402584,07_nose ring_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-12,2025-12-12,1,1,,,,,1,0.01,,5,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,40,40,0,2025-12-12,2025-12-12,1,1,,,,,1,0.04,,13,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6920994403384,10_Red pants_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-12,2025-12-12,1,1,,,,,1,0.02,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920994403384,10_Red pants_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-12,2025-12-12,1,1,,,,,1,0.02,,1,,,,
,,,,1,,,,,,,,,,,,6,,6,,,,5,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,2,,0.58,"[{'action_type': 'outbound_click', 'value': '0.58'}]",0.58,,,,0.096667,0.096667,,,0.116,0.29,34.117647,38.666667,11.764706,2025-12-12,2025-12-12,1.133333,17,5.882353,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '5.882353'}]",15,0.58,2,11,2,5,5,4
,2,,,4,,,2,,,,1,,,,,62,,62,1,1,,57,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,3,,1.235,"[{'action_type': 'outbound_click', 'value': '1.235'}]",1.235,,2.47,,0.079677,0.079677,4.94,,0.086667,1.646667,32.715232,32.933333,1.986755,2025-12-12,2025-12-12,1.006667,151,2.649007,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '2.649007'}]",150,4.94,4,4,4,54,35,22
,80,1,,9,4,4,80,,,,5,,,,,315,,315,5,5,,301,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,9,"[{'action_type': 'subscribe_mobile_app', 'value': '5.456667'}, {'action_type': 'subscribe_total', 'value': '5.456667'}, {'action_type': 'start_trial_mobile_app', 'value': '8.185'}, {'action_type': 'start_trial_total', 'value': '8.185'}]",1.818889,"[{'action_type': 'outbound_click', 'value': '1.818889'}]",1.818889,4.0925,0.204625,,0.051968,0.051968,3.274,,0.054385,1.818889,22.767733,23.724638,1.251739,2025-12-12,2025-12-12,1.042029,719,1.251739,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '1.251739'}]",690,16.37,39,5,36,276,156,118
,327,,,39,23,23,327,,,,11,,,3,,893,,893,14,14,,840,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,39,"[{'action_type': 'subscribe_mobile_app', 'value': '15.746667'}, {'action_type': 'subscribe_total', 'value': '15.746667'}, {'action_type': 'start_trial_mobile_app', 'value': '11.81'}, {'action_type': 'start_trial_total', 'value': '11.81'}]",1.211282,"[{'action_type': 'outbound_click', 'value': '1.211282'}]",1.211282,2.053913,0.144465,,0.0529,0.0529,3.374286,,0.056238,1.211282,29.917669,31.078947,2.469918,2025-12-12,2025-12-12,1.038816,1579,2.469918,39,"[{'action_type': 'outbound_click', 'value': '39'}]","[{'action_type': 'outbound_click', 'value': '2.469918'}]",1520,47.24,161,6,144,787,500,366
,173,,,19,8,8,173,,,,10,,,,,473,1,473,11,10,,443,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,18,"[{'action_type': 'subscribe_mobile_app', 'value': '11.895'}, {'action_type': 'subscribe_total', 'value': '11.895'}, {'action_type': 'start_trial_mobile_app', 'value': '7.93'}, {'action_type': 'start_trial_total', 'value': '7.93'}]",1.252105,"[{'action_type': 'outbound_click', 'value': '1.252105'}]",1.252105,2.97375,0.137514,,0.050296,0.050296,2.162727,,0.053702,1.321667,31.551724,32.411444,2.387268,2025-12-12,2025-12-12,1.027248,754,2.519894,19,"[{'action_type': 'outbound_click', 'value': '19'}]","[{'action_type': 'outbound_click', 'value': '2.519894'}]",734,23.79,82,7,78,416,269,208
,,1,,4,,,,,,,1,,,,,69,,69,1,1,,64,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,4,,1.2375,"[{'action_type': 'outbound_click', 'value': '1.2375'}]",1.2375,,,,0.071739,0.071739,4.95,,0.077344,1.2375,37.78626,40.909091,3.053435,2025-12-12,2025-12-12,1.082645,131,3.053435,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '3.053435'}]",121,4.95,14,6,14,62,43,31
,,,,,,,,,,,,,,,,,,,,,,,,6920994404384,05_greendress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-12,2025-12-12,1,2,,,,,2,0.02,,1,,,,
