action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,38,2,,12,1,1,38,,,1,1,,589,2,589,8,5,,569,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,14,,3.7425,"[{'action_type': 'outbound_click', 'value': '3.7425'}]",3.7425,44.91,1.181842,,0.076248,0.076248,5.61375,,0.078928,3.207857,24.328277,25.648201,0.758397,2025-11-26,2025-11-26,1.054255,male,1846,0.650054,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '0.650054'}]",1751,44.91,49,3,47,542,262,149
,1,,,1,,,1,,,,,,7,,7,,,,6,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.68,"[{'action_type': 'outbound_click', 'value': '0.68'}]",0.68,,0.68,,0.097143,0.097143,,,0.113333,0.68,27.2,34,4,2025-11-26,2025-11-26,1.25,unknown,25,4,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4'}]",20,0.68,,2,,6,2,1
,,,,,,,,,,,,,,,,,,,,,6915585772984,jesus_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,0,0,0,2025-11-26,2025-11-26,1,female,1,,,,,1,0,,,,,,
,,,,,,,,,,,,,3,,3,,,,3,,6915585772984,jesus_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.4,0.4,,,0.4,,133.333333,133.333333,0,2025-11-26,2025-11-26,1,male,9,,,,,9,1.2,1,7,1,3,1,1
,35,,,18,3,3,35,,,,,,373,,373,3,3,,352,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,18,,1.971111,"[{'action_type': 'outbound_click', 'value': '1.971111'}]",1.971111,11.826667,1.013714,,0.095121,0.095121,11.826667,,0.100795,1.971111,34.313346,36.996872,1.740812,2025-11-26,2025-11-26,1.078206,female,1034,1.740812,18,"[{'action_type': 'outbound_click', 'value': '18'}]","[{'action_type': 'outbound_click', 'value': '1.740812'}]",959,35.48,72,4,68,341,160,102
,319,1,,66,22,22,319,,,,,,1306,,1306,14,14,,1226,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,65,"[{'action_type': 'subscribe_mobile_app', 'value': '36.916667'}, {'action_type': 'subscribe_total', 'value': '36.916667'}, {'action_type': 'start_trial_mobile_app', 'value': '15.821429'}, {'action_type': 'start_trial_total', 'value': '15.821429'}]",1.67803,"[{'action_type': 'outbound_click', 'value': '1.67803'}]",1.67803,5.034091,0.347179,,0.084801,0.084801,7.910714,,0.090334,1.703846,27.5429,29.892038,1.616513,2025-11-26,2025-11-26,1.08529,male,4021,1.641383,66,"[{'action_type': 'outbound_click', 'value': '66'}]","[{'action_type': 'outbound_click', 'value': '1.641383'}]",3705,110.75,194,3,188,1180,620,372
,2,,,2,,,2,,,,,,21,1,21,2,1,,17,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,2,,0.57,"[{'action_type': 'outbound_click', 'value': '0.57'}]",0.57,,0.57,,0.054286,0.054286,0.57,,0.067059,0.57,24.782609,27.804878,4.347826,2025-11-26,2025-11-26,1.121951,unknown,46,4.347826,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '4.347826'}]",41,1.14,2,4,2,15,9,7
,,,,,,,,,,,,,,,,,,,,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,26.666667,26.666667,0,2025-11-26,2025-11-26,1,female,3,,,,,3,0.08,,1,,,,
,1,,,3,1,1,1,,,,,,24,,24,,,,21,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,3,,1.42,"[{'action_type': 'outbound_click', 'value': '1.42'}]",1.42,4.26,4.26,,0.1775,0.1775,,,0.202857,1.42,43.030303,51.95122,3.030303,2025-11-26,2025-11-26,1.207317,male,99,3.030303,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '3.030303'}]",82,4.26,2,2,2,21,9,4
,,,,,,,,,,,,,,,,,,,,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,80,160,0,2025-11-26,2025-11-26,2,unknown,2,,,,,1,0.16,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6916143260984,tyson_rap_2_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,45,45,0,2025-11-26,2025-11-26,1,female,2,,,,,2,0.09,,1,,,,
,,,,,,,,,,,,,5,,5,,,,5,,6916143260984,tyson_rap_2_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.098,0.098,,,0.098,,28.823529,28.823529,0,2025-11-26,2025-11-26,1,male,17,,,,,17,0.49,,2,,3,,
,,,,,,,,,,,,,,,,,,,,,6916143725584,jesus_rap_1_4x5_subtitles,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,6.666667,6.666667,0,2025-11-26,2025-11-26,1,female,3,,,,,3,0.02,,1,,,,
,,,,,,,,,,,,,2,,2,,,,2,,6916143725584,jesus_rap_1_4x5_subtitles,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.11,0.11,,,0.11,,12.941176,14.666667,0,2025-11-26,2025-11-26,1.133333,male,17,,,,,15,0.22,1,2,1,2,2,1
,,,,,,,,,,,,,,,,,,,,,6916144704784,tyson_rap_2_4x5_subtitles,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,10,10,0,2025-11-26,2025-11-26,1,male,1,,,,,1,0.01,,2,,,,
,44,,,3,3,3,44,,,,,,29,,29,,,,26,,6916162285584,01 Esha,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,3,"[{'action_type': 'subscribe_mobile_app', 'value': '4.38'}, {'action_type': 'subscribe_total', 'value': '4.38'}, {'action_type': 'start_trial_mobile_app', 'value': '4.38'}, {'action_type': 'start_trial_total', 'value': '4.38'}]",1.46,"[{'action_type': 'outbound_click', 'value': '1.46'}]",1.46,1.46,0.099545,,0.151034,0.151034,,,0.168462,1.46,45.625,48.666667,3.125,2025-11-26,2025-11-26,1.066667,female,96,3.125,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '3.125'}]",90,4.38,5,4,5,24,15,10
,29,,,2,1,1,29,,,,,,24,,24,,,,22,,6916162285584,01 Esha,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,2,"[{'action_type': 'subscribe_mobile_app', 'value': '3.88'}, {'action_type': 'subscribe_total', 'value': '3.88'}, {'action_type': 'start_trial_mobile_app', 'value': '3.88'}, {'action_type': 'start_trial_total', 'value': '3.88'}]",1.94,"[{'action_type': 'outbound_click', 'value': '1.94'}]",1.94,3.88,0.133793,,0.161667,0.161667,,,0.176364,1.94,33.448276,35.59633,1.724138,2025-11-26,2025-11-26,1.06422,male,116,1.724138,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.724138'}]",109,3.88,1,2,1,20,8,1
,,,,,,,,,,,,,,,,,,,,,6916162285584,01 Esha,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,10,10,0,2025-11-26,2025-11-26,1,unknown,1,,,,,1,0.01,,1,,,,
,30,,,6,1,1,30,,,,,,78,1,78,3,2,,69,,6916163301184,02 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,6,"[{'action_type': 'subscribe_mobile_app', 'value': '11.62'}, {'action_type': 'subscribe_total', 'value': '11.62'}, {'action_type': 'start_trial_mobile_app', 'value': '11.62'}, {'action_type': 'start_trial_total', 'value': '11.62'}]",1.936667,"[{'action_type': 'outbound_click', 'value': '1.936667'}]",1.936667,11.62,0.387333,,0.148974,0.148974,3.873333,,0.168406,1.936667,56.960784,62.139037,2.941176,2025-11-26,2025-11-26,1.090909,female,204,2.941176,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '2.941176'}]",187,11.62,7,4,7,64,33,23
,3,,,1,,,3,,,,,,16,,16,,,,15,,6916163301184,02 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,3.54,"[{'action_type': 'outbound_click', 'value': '3.54'}]",3.54,,1.18,,0.22125,0.22125,,,0.236,3.54,60,66.792453,1.694915,2025-11-26,2025-11-26,1.113208,male,59,1.694915,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.694915'}]",53,3.54,,3,,12,7,2
,,,,,,,,,,,,,,,,,,,,,6916163301184,02 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,20,20,0,2025-11-26,2025-11-26,1,unknown,1,,,,,1,0.02,,3,,,,
,,,,,,,,,,,,,12,,12,,,,12,,6916163945384,03 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.0675,0.0675,,,0.0675,,27.931034,30,0,2025-11-26,2025-11-26,1.074074,female,29,,,,,27,0.81,1,4,1,9,5,1
,,,,,,,,,,,,,10,,10,1,1,,9,,6916163945384,03 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.12,0.12,1.2,,0.133333,,40,41.37931,0,2025-11-26,2025-11-26,1.034483,male,30,,,,,29,1.2,1,4,1,6,3,2
,,,,,,,,,,,,,22,,22,,,,22,,6916164484784,04 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.124091,0.124091,,,0.124091,,47.894737,50.555556,0,2025-11-26,2025-11-26,1.055556,female,57,,,,,54,2.73,5,4,5,20,11,9
,,,,,,,,,,,,,7,,7,1,1,,6,,6916164484784,04 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.238571,0.238571,1.67,,0.278333,,38.837209,38.837209,0,2025-11-26,2025-11-26,1,male,43,,,,,43,1.67,,2,,5,3,1
,,,,,,,,,,,,,1,,1,,,,1,,6916164484784,04 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.08,0.08,,,0.08,,80,80,0,2025-11-26,2025-11-26,1,unknown,1,,,,,1,0.08,,9,,1,1,
,103,,,32,10,10,103,,,1,1,,419,,419,9,8,,378,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,32,"[{'action_type': 'subscribe_mobile_app', 'value': '10.933333'}, {'action_type': 'subscribe_total', 'value': '10.933333'}, {'action_type': 'start_trial_mobile_app', 'value': '8.2'}, {'action_type': 'start_trial_total', 'value': '8.2'}]",1.025,"[{'action_type': 'outbound_click', 'value': '1.025'}]",1.025,3.28,0.318447,,0.078282,0.078282,3.644444,,0.086772,1.025,27.197347,28.77193,2.6534,2025-11-26,2025-11-26,1.057895,female,1206,2.6534,32,"[{'action_type': 'outbound_click', 'value': '32'}]","[{'action_type': 'outbound_click', 'value': '2.6534'}]",1140,32.8,52,4,47,332,184,140
,3,,,3,,,3,,,,,,94,,94,2,2,,89,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,3,,2.633333,"[{'action_type': 'outbound_click', 'value': '2.633333'}]",2.633333,,2.633333,,0.084043,0.084043,3.95,,0.088764,2.633333,24.534161,26.962457,0.931677,2025-11-26,2025-11-26,1.098976,male,322,0.931677,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.931677'}]",293,7.9,9,3,8,71,34,27
,,,1,1,,,,,,,,,8,,8,1,,,6,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,0.41,"[{'action_type': 'outbound_click', 'value': '0.41'}]",0.41,,,,0.05125,0.05125,0.41,,0.068333,0.41,29.285714,31.538462,7.142857,2025-11-26,2025-11-26,1.076923,unknown,14,7.142857,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '7.142857'}]",13,0.41,2,15,2,6,5,5
1,936,3,,195,68,68,936,1,1,3,3,1,3356,5,3356,23,15,1,3138,1,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,192,"[{'action_type': 'subscribe_mobile_app', 'value': '12.252082'}, {'action_type': 'subscribe_total', 'value': '12.252082'}, {'action_type': 'start_trial_mobile_app', 'value': '8.482211'}, {'action_type': 'start_trial_total', 'value': '8.482211'}]",1.130961,"[{'action_type': 'outbound_click', 'value': '1.130961'}]",1.130961,3.243198,0.235617,220.537484,0.065714,0.065714,9.588586,220.537484,0.07028,1.148633,20.344786,24.358017,1.771218,2025-11-26,2025-11-26,1.197261,female,10840,1.798893,195,"[{'action_type': 'outbound_click', 'value': '195'}]","[{'action_type': 'outbound_click', 'value': '1.798893'}]",9054,220.537484,358,4,345,2692,1408,978
