action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,1,,1,,,,1,,6916167868984,09 anomansollips,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.07,0.07,,,0.07,,70,70,0,2025-12-08,2025-12-08,1,male,1,,,,,1,0.07,,8,,1,1,
14,951,3,,175,87,87,951,14,14,46,9,9,2,14,5095,5,5095,62,48,14,4858,14,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,197,"[{'action_type': 'subscribe_mobile_app', 'value': '33.436154'}, {'action_type': 'subscribe_total', 'value': '33.436154'}]",2.483829,"[{'action_type': 'outbound_click', 'value': '2.483829'}]",2.483829,4.996207,0.457066,31.047857,0.085313,0.085313,7.010806,31.047857,0.089475,2.206447,32.547361,34.035706,1.475103,2025-12-08,2025-12-08,1.045729,female,13355,1.310371,175,"[{'action_type': 'outbound_click', 'value': '175'}]","[{'action_type': 'outbound_click', 'value': '1.310371'}]",12771,434.67,559,5,540,4453,2278,1438
,33,,,8,4,4,33,,,4,,,,,224,1,224,5,4,,211,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,9,,1.905,"[{'action_type': 'outbound_click', 'value': '1.905'}]",1.905,3.81,0.461818,,0.068036,0.068036,3.048,,0.072227,1.693333,26.051282,26.321244,1.538462,2025-12-08,2025-12-08,1.010363,male,585,1.367521,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '1.367521'}]",579,15.24,30,4,28,193,108,64
,1,,,,1,1,1,,,1,,,,,29,,29,1,1,,28,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,,,,2.96,2.96,,0.102069,0.102069,2.96,,0.105714,2.96,40,43.529412,1.351351,2025-12-08,2025-12-08,1.088235,unknown,74,,,,,68,2.96,3,8,3,28,16,11
,,,,,,,,,,,,,,,,,,,,,,,6916171835184,16 Curry,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,32.5,32.5,0,2025-12-08,2025-12-08,1,male,4,,,,,4,0.13,,1,,,,
,5,,,6,,,5,,,1,,,,,284,,284,1,1,,277,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,6,,5.833333,"[{'action_type': 'outbound_click', 'value': '5.833333'}]",5.833333,,7,,0.123239,0.123239,35,,0.126354,5.833333,48.814505,53.030303,0.83682,2025-12-08,2025-12-08,1.086364,female,717,0.83682,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '0.83682'}]",660,35,33,4,32,247,129,78
,99,,,16,8,8,99,,,1,,,1,,486,,486,2,2,,468,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,16,,3.101875,"[{'action_type': 'outbound_click', 'value': '3.101875'}]",3.101875,6.20375,0.501313,,0.102119,0.102119,24.815,,0.106047,3.101875,32.780713,35.29872,1.056803,2025-12-08,2025-12-08,1.076814,male,1514,1.056803,16,"[{'action_type': 'outbound_click', 'value': '16'}]","[{'action_type': 'outbound_click', 'value': '1.056803'}]",1406,49.63,65,3,63,396,218,152
,,,,,,,,,,,,,,,7,,7,,,,7,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.144286,0.144286,,,0.144286,,43.913043,53.157895,0,2025-12-08,2025-12-08,1.210526,unknown,23,,,,,19,1.01,1,3,1,6,2,1
,,,,,,,,,,,,,,,,,,,,,,,6920992821584,04 will_rapGod - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-08,2025-12-08,1,female,1,,,,,1,0.01,,,,,,
,9,,,9,1,1,9,,,7,,,1,,278,,278,8,8,,261,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,11,,1.911111,"[{'action_type': 'outbound_click', 'value': '1.911111'}]",1.911111,17.2,1.911111,,0.061871,0.061871,2.15,,0.0659,1.563636,28.81072,29.005059,1.842546,2025-12-08,2025-12-08,1.006745,female,597,1.507538,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '1.507538'}]",593,17.2,28,5,26,232,124,73
13,1023,7,4,294,73,73,1023,13,13,74,4,4,2,13,7798,7,7798,91,76,13,7413,13,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,311,"[{'action_type': 'subscribe_mobile_app', 'value': '39.08'}, {'action_type': 'subscribe_total', 'value': '39.08'}]",1.329252,"[{'action_type': 'outbound_click', 'value': '1.329252'}]",1.329252,5.353425,0.382014,30.061538,0.050115,0.050115,4.294505,30.061538,0.052718,1.256592,22.497266,23.23839,1.79034,2025-12-08,2025-12-08,1.032943,male,17371,1.692476,294,"[{'action_type': 'outbound_click', 'value': '294'}]","[{'action_type': 'outbound_click', 'value': '1.692476'}]",16817,390.8,878,4,831,6680,3722,2287
,,,,3,,,,,,,,,,,59,,59,,,,56,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,3,,1.2,"[{'action_type': 'outbound_click', 'value': '1.2'}]",1.2,,,,0.061017,0.061017,,,0.064286,1.2,25.174825,26.277372,2.097902,2025-12-08,2025-12-08,1.043796,unknown,143,2.097902,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '2.097902'}]",137,3.6,9,4,9,54,33,26
,,,,,,,,,,,,,,,8,,8,,,,8,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02625,0.02625,,,0.02625,,14,14,0,2025-12-08,2025-12-08,1,female,15,,,,,15,0.21,,4,,7,3,2
,50,,,4,3,3,50,,,,,,,,183,,183,,,,179,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,5,,2.2,"[{'action_type': 'outbound_click', 'value': '2.2'}]",2.2,2.933333,0.176,,0.048087,0.048087,,,0.049162,1.76,19.954649,20.512821,1.133787,2025-12-08,2025-12-08,1.027972,male,441,0.907029,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '0.907029'}]",429,8.8,14,5,15,156,76,44
,,,,,,,,,,,,,,,1,,1,,,,1,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-08,2025-12-08,1,unknown,2,,,,,2,0.02,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920992823984,01 Santa_slim - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,200,200,0,2025-12-08,2025-12-08,1,female,1,,,,,1,0.2,,3,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994402784,09_red lipstick_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.08,0.08,,,0.08,,26.666667,40,0,2025-12-08,2025-12-08,1.5,male,3,,,,,2,0.08,,5,,1,1,
,11,,,1,1,1,11,,,,,,,,5,,5,,,,4,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.32,"[{'action_type': 'outbound_click', 'value': '0.32'}]",0.32,0.32,0.029091,,0.064,0.064,,,0.08,0.32,29.090909,29.090909,9.090909,2025-12-08,2025-12-08,1,female,11,9.090909,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '9.090909'}]",11,0.32,1,4,1,4,2,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.15,0.15,,,0.15,,30,30,0,2025-12-08,2025-12-08,1,male,5,,,,,5,0.15,,1,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6920994403184,01_black4_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,50,50,0,2025-12-08,2025-12-08,1,male,2,,,,,2,0.1,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920994403384,10_Red pants_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-08,2025-12-08,1,female,1,,,,,1,0.03,,1,,,,
5,935,6,1,289,97,97,935,5,5,105,4,4,4,5,7322,9,7322,123,109,5,6910,5,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,281,"[{'action_type': 'subscribe_mobile_app', 'value': '130.81'}, {'action_type': 'subscribe_total', 'value': '130.81'}]",1.357889,"[{'action_type': 'outbound_click', 'value': '1.362604'}]",1.357889,4.04567,0.419711,78.486,0.053596,0.053596,3.190488,78.486,0.056792,1.396548,26.708637,27.950855,1.912475,2025-12-08,2025-12-08,1.04651,female,14693,1.966923,289,"[{'action_type': 'outbound_click', 'value': '288'}]","[{'action_type': 'outbound_click', 'value': '1.960117'}]",14040,392.43,1325,5,1252,6348,3893,2831
,,,,12,,,,,,1,,,1,,273,,273,2,2,,259,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,12,,1.2875,"[{'action_type': 'outbound_click', 'value': '1.2875'}]",1.2875,,,,0.056593,0.056593,7.725,,0.059653,1.2875,23.696319,25.792988,1.840491,2025-12-08,2025-12-08,1.088481,male,652,1.840491,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '1.840491'}]",599,15.45,54,4,54,237,133,93
,,,,3,,,,,,,,,,,34,,34,,,,31,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,3,,0.523333,"[{'action_type': 'outbound_click', 'value': '0.523333'}]",0.523333,,,,0.046176,0.046176,,,0.050645,0.523333,21.216216,22.112676,4.054054,2025-12-08,2025-12-08,1.042254,unknown,74,4.054054,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '4.054054'}]",71,1.57,6,4,6,26,15,11
,,,,,,,,,,,,,,,5,,5,,,,5,,6920994404384,05_greendress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.046,0.046,,,0.046,,13.529412,13.529412,0,2025-12-08,2025-12-08,1,female,17,,,,,17,0.23,,2,,4,1,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994404384,05_greendress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.17,0.17,,,0.17,,34,34,0,2025-12-08,2025-12-08,1,male,5,,,,,5,0.17,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6920995424984,01_Eddie_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-08,2025-12-08,1,male,2,,,,,2,0.04,,2,,,,
,27,,,21,2,2,27,,,10,,,1,,461,2,461,13,11,,427,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,21,,1.20381,"[{'action_type': 'outbound_click', 'value': '1.20381'}]",1.20381,12.64,0.936296,,0.054837,0.054837,1.944615,,0.059204,1.20381,25.229541,26.224066,2.095808,2025-12-08,2025-12-08,1.039419,female,1002,2.095808,21,"[{'action_type': 'outbound_click', 'value': '21'}]","[{'action_type': 'outbound_click', 'value': '2.095808'}]",964,25.28,51,5,48,373,190,118
4,896,5,1,367,88,88,896,4,4,107,5,5,3,4,7997,16,7997,132,110,4,7498,4,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,377,"[{'action_type': 'subscribe_mobile_app', 'value': '132.516667'}, {'action_type': 'subscribe_total', 'value': '132.516667'}]",1.083243,"[{'action_type': 'outbound_click', 'value': '1.086202'}]",1.083243,4.517614,0.443694,99.3875,0.049712,0.049712,3.011742,99.3875,0.053021,1.054509,23.886919,26.745829,2.265217,2025-12-08,2025-12-08,1.119685,male,16643,2.205131,367,"[{'action_type': 'outbound_click', 'value': '366'}]","[{'action_type': 'outbound_click', 'value': '2.199123'}]",14864,397.55,1157,5,1126,6709,3779,2406
,,,,2,,,,,,2,,,,,59,,59,2,2,,55,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,2,,1.625,"[{'action_type': 'outbound_click', 'value': '1.625'}]",1.625,,,,0.055085,0.055085,1.625,,0.059091,1.625,23.214286,24.621212,1.428571,2025-12-08,2025-12-08,1.060606,unknown,140,1.428571,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.428571'}]",132,3.25,6,4,6,48,25,14
,,,,1,,,,,,,,,,,2,,2,,,,1,,6920995425784,03_Mike T_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.11,"[{'action_type': 'outbound_click', 'value': '0.11'}]",0.11,,,,0.055,0.055,,,0.11,0.11,27.5,36.666667,25,2025-12-08,2025-12-08,1.333333,male,4,25,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '25'}]",3,0.11,,5,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6920995425984,05_Snoop_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,80,80,0,2025-12-08,2025-12-08,1,male,1,,,,,1,0.08,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920996506584,11_yellow dress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-08,2025-12-08,1,female,1,,,,,1,0.02,,1,,,,
3,732,3,1,192,77,77,732,3,3,58,4,4,3,3,4202,8,4202,74,61,3,3936,3,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,184,"[{'action_type': 'subscribe_mobile_app', 'value': '70.556667'}, {'action_type': 'subscribe_total', 'value': '70.556667'}]",1.102448,"[{'action_type': 'outbound_click', 'value': '1.10822'}]",1.102448,2.748961,0.289167,70.556667,0.050374,0.050374,2.860405,70.556667,0.053778,1.15038,23.432968,25.367929,2.036976,2025-12-08,2025-12-08,1.082574,female,9033,2.12554,192,"[{'action_type': 'outbound_click', 'value': '191'}]","[{'action_type': 'outbound_click', 'value': '2.114469'}]",8344,211.67,520,5,487,3519,2121,1496
,,,,1,1,1,,,,2,,,,,106,,106,2,2,,103,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,6.24,"[{'action_type': 'outbound_click', 'value': '6.24'}]",6.24,6.24,,,0.058868,0.058868,3.12,,0.060583,6.24,22.04947,23.111111,0.353357,2025-12-08,2025-12-08,1.048148,male,283,0.353357,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.353357'}]",270,6.24,10,5,10,88,43,30
,,,,,,,,,,,,,,,14,,14,,,,14,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.070714,0.070714,,,0.070714,,25.384615,26.052632,0,2025-12-08,2025-12-08,1.026316,unknown,39,,,,,38,0.99,2,3,1,12,7,6
,,,,,,,,,,,,,,,,,,,,,,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-08,2025-12-08,1,female,2,,,,,2,0.04,,3,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.14,0.14,,,0.14,,35,35,0,2025-12-08,2025-12-08,1,male,4,,,,,4,0.14,,3,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6920999335984,11_yellow dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-08,2025-12-08,1,female,2,,,,,2,0.02,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920999336184,07_nose ring_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-08,2025-12-08,1,female,2,,,,,2,0.04,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920999336184,07_nose ring_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.07,0.07,,,0.07,,35,35,0,2025-12-08,2025-12-08,1,male,2,,,,,2,0.07,,3,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6920999336384,08_Red dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-08,2025-12-08,1,female,1,,,,,1,0.03,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920999336784,05_greendress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.08,0.08,,,0.08,,40,40,0,2025-12-08,2025-12-08,1,female,2,,,,,2,0.08,,5,,1,1,
1,287,1,,88,39,39,287,1,1,30,2,2,2,1,2879,2,2879,36,32,1,2755,1,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,90,"[{'action_type': 'subscribe_mobile_app', 'value': '157.41'}, {'action_type': 'subscribe_total', 'value': '157.41'}]",1.78875,"[{'action_type': 'outbound_click', 'value': '1.78875'}]",1.78875,4.036154,0.548467,157.41,0.054675,0.054675,4.3725,157.41,0.057136,1.749,26.825153,27.205323,1.533742,2025-12-08,2025-12-08,1.014172,female,5868,1.499659,88,"[{'action_type': 'outbound_click', 'value': '88'}]","[{'action_type': 'outbound_click', 'value': '1.499659'}]",5786,157.41,331,5,310,2501,1608,1054
