action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,6,,,,,,1,,,,,176,,176,1,1,,169,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,7,,1.765,"[{'action_type': 'outbound_click', 'value': '1.765'}]",1.765,,,,0.06017,0.06017,10.59,,0.062663,1.512857,23.377483,23.481153,1.545254,2025-12-08,2025-12-08,1.004435,male,453,1.324503,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.324503'}]",451,10.59,21,4,18,154,103,72
,,,,,,,,,,,,,,,17,,17,,,,17,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.058235,0.058235,,,0.058235,,24.75,24.75,0,2025-12-08,2025-12-08,1,unknown,40,,,,,40,0.99,,4,,17,7,4
,,,,,,,,,,,,,,,,,,,,,,,6920999337384,10_Red pants_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-08,2025-12-08,1,female,2,,,,,2,0.02,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920999337384,10_Red pants_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.09,0.09,,,0.09,,45,45,0,2025-12-08,2025-12-08,1,male,2,,,,,2,0.09,,5,,1,,
,,,,,,,,,,,,,,,2,,2,,,,2,,6920999337784,06_green hair_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.04,0.04,,,0.04,,26.666667,26.666667,0,2025-12-08,2025-12-08,1,male,3,,,,,3,0.08,,4,,1,,
3,142,2,,20,9,9,142,3,3,10,,,,3,670,,670,10,10,3,640,3,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,20,"[{'action_type': 'subscribe_mobile_app', 'value': '13.493333'}, {'action_type': 'subscribe_total', 'value': '13.493333'}]",2.024,"[{'action_type': 'outbound_click', 'value': '2.024'}]",2.024,4.497778,0.28507,13.493333,0.060418,0.060418,4.048,13.493333,0.06325,2.024,26.596583,28.347339,1.31406,2025-12-08,2025-12-08,1.065826,female,1522,1.31406,20,"[{'action_type': 'outbound_click', 'value': '20'}]","[{'action_type': 'outbound_click', 'value': '1.31406'}]",1428,40.48,85,4,81,589,309,231
,12,,,4,,,12,,,2,,,,,80,,80,2,2,,74,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,4,,1.06,"[{'action_type': 'outbound_click', 'value': '1.06'}]",1.06,,0.353333,,0.053,0.053,2.12,,0.057297,1.06,25.088757,25.542169,2.366864,2025-12-08,2025-12-08,1.018072,male,169,2.366864,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '2.366864'}]",166,4.24,9,6,8,67,45,32
,3,,,1,,,3,,,,,,,,5,,5,,,,4,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.19,"[{'action_type': 'outbound_click', 'value': '0.19'}]",0.19,,0.063333,,0.038,0.038,,,0.0475,0.19,14.615385,15.833333,7.692308,2025-12-08,2025-12-08,1.083333,unknown,13,7.692308,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '7.692308'}]",12,0.19,1,4,1,4,3,2
,,,,,,,,,,,,,,,1,,1,,,,1,,6922613549984,01_black4_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.13,0.13,,,0.13,,21.666667,21.666667,0,2025-12-08,2025-12-08,1,female,6,,,,,6,0.13,1,13,1,1,1,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6922613549984,01_black4_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.11,0.11,,,0.11,,22,22,0,2025-12-08,2025-12-08,1,male,5,,,,,5,0.11,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6922613869184,01_Cristiano_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,13.333333,13.333333,0,2025-12-08,2025-12-08,1,male,3,,,,,3,0.04,,7,,,,
,,,,,,,,,,,,,,,,,,,,,,,6922614475984,02_Eddie_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,10,10,0,2025-12-08,2025-12-08,1,female,1,,,,,1,0.01,,,,,,
,7,,,,,,7,,,,,,,,1,,1,,,,1,,6922614475984,02_Eddie_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0.068571,,0.48,0.48,,,0.48,,34.285714,40,0,2025-12-08,2025-12-08,1.166667,male,14,,,,,12,0.48,,2,,1,1,
,,,,,,,,,,,,,,,3,,3,,,,3,,6922615092384,03_Gael_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.036667,0.036667,,,0.036667,,27.5,27.5,0,2025-12-08,2025-12-08,1,female,4,,,,,4,0.11,,3,,3,,
,,,,,,,,,,,,,,,,,,,,,,,6922615092384,03_Gael_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,55,55,0,2025-12-08,2025-12-08,1,male,2,,,,,2,0.11,,2,,,,
,4,,,1,1,1,4,,,,,,,,35,,35,,,,34,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,4.17,"[{'action_type': 'outbound_click', 'value': '4.17'}]",4.17,4.17,1.0425,,0.119143,0.119143,,,0.122647,4.17,36.26087,37.232143,0.869565,2025-12-08,2025-12-08,1.026786,female,115,0.869565,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.869565'}]",112,4.17,,3,,27,10,8
,84,,,16,7,7,84,,,1,,,1,,193,1,193,3,2,,174,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,17,,1.2175,"[{'action_type': 'outbound_click', 'value': '1.2175'}]",1.2175,2.782857,0.231905,,0.100933,0.100933,6.493333,,0.111954,1.145882,30.342679,33.073005,2.647975,2025-12-08,2025-12-08,1.089983,male,642,2.492212,16,"[{'action_type': 'outbound_click', 'value': '16'}]","[{'action_type': 'outbound_click', 'value': '2.492212'}]",589,19.48,32,3,31,144,72,48
,,,,,,,,,,,,,,,,,,,,,,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,26,32.5,0,2025-12-08,2025-12-08,1.25,unknown,5,,,,,4,0.13,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6922617314184,06_LioneM_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.04,0.04,,,0.04,,40,40,0,2025-12-08,2025-12-08,1,female,1,,,,,1,0.04,,12,,1,1,1
,1,,,,,,1,,,,,,,,1,,1,,,,1,,6922617314184,06_LioneM_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0.21,,0.21,0.21,,,0.21,,52.5,52.5,0,2025-12-08,2025-12-08,1,male,4,,,,,4,0.21,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6922617753784,09_oscar_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,0,0,0,2025-12-08,2025-12-08,1,female,1,,,,,1,0,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6922617753784,09_oscar_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,10,10,0,2025-12-08,2025-12-08,1,male,2,,,,,2,0.02,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6922620119984,10_Pedro_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,30,30,0,2025-12-08,2025-12-08,1,female,1,,,,,1,0.03,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6922620236784,11_Timmy_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,25,25,0,2025-12-08,2025-12-08,1,female,2,,,,,2,0.05,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6922620236784,11_Timmy_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.06,0.06,,,0.06,,15,15,0,2025-12-08,2025-12-08,1,male,4,,,,,4,0.06,,2,,1,,
,,,,,,,,,,,,,,,7,,7,,,,7,,6922620509184,12_Tyson_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.077143,0.077143,,,0.077143,,36,36,0,2025-12-08,2025-12-08,1,male,15,,,,,15,0.54,1,5,1,6,2,1
,,,,1,,,,,,1,,,,,105,1,105,2,1,,102,,6922620631584,02_Eddie_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,6.43,"[{'action_type': 'outbound_click', 'value': '6.43'}]",6.43,,,,0.061238,0.061238,3.215,,0.063039,6.43,31.99005,34.021164,0.497512,2025-12-08,2025-12-08,1.063492,female,201,0.497512,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.497512'}]",189,6.43,31,5,31,91,60,43
,4,,,10,1,1,4,,,1,,,,,376,1,376,2,1,,364,,6922620631584,02_Eddie_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,10,,2.348,"[{'action_type': 'outbound_click', 'value': '2.348'}]",2.348,23.48,5.87,,0.062447,0.062447,11.74,,0.064505,2.348,26.32287,28.42615,1.121076,2025-12-08,2025-12-08,1.079903,male,892,1.121076,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '1.121076'}]",826,23.48,75,5,75,320,180,114
,,,,,,,,,,,,,,,3,,3,,,,3,,6922620631584,02_Eddie_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.066667,0.066667,,,0.066667,,33.333333,33.333333,0,2025-12-08,2025-12-08,1,unknown,6,,,,,6,0.2,,3,,3,1,
,,,,,,,,,,,,,,,,,,,,,,,6922620689584,04_Javier_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,10,11.428571,0,2025-12-08,2025-12-08,1.142857,female,8,,,,,7,0.08,,1,,,,
,,,,,,,,,,,,,,,4,,4,,,,4,,6922620689584,04_Javier_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.06,0.06,,,0.06,,21.818182,21.818182,0,2025-12-08,2025-12-08,1,male,11,,,,,11,0.24,,3,,4,1,1
,,,,,,,,,,,,,,,3,,3,,,,3,,6922621057784,07_Morgan_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.296667,0.296667,,,0.296667,,52.352941,52.352941,0,2025-12-08,2025-12-08,1,female,17,,,,,17,0.89,,2,,2,,
,,,,,,,,,,,,,,,19,,19,,,,19,,6922621057784,07_Morgan_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.131053,0.131053,,,0.131053,,25.408163,26.489362,0,2025-12-08,2025-12-08,1.042553,male,98,,,,,94,2.49,3,3,3,15,6,5
,,,,,,,,,,,,,,,1,,1,,,,1,,6922621362584,06_LioneM_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-08,2025-12-08,1,female,2,,,,,2,0.02,,2,,1,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6922621362584,06_LioneM_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.11,0.11,,,0.11,,18.333333,27.5,0,2025-12-08,2025-12-08,1.5,male,6,,,,,4,0.11,1,17,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6922622253984,10_Pedro_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,20,20,0,2025-12-08,2025-12-08,1,female,1,,,,,1,0.02,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6922622253984,10_Pedro_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,30,30,0,2025-12-08,2025-12-08,1,male,1,,,,,1,0.03,,3,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6922622745984,11_Timmy_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.05,0.05,,,0.05,,25,25,0,2025-12-08,2025-12-08,1,female,2,,,,,2,0.05,1,7,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6922622745984,11_Timmy_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,50,50,0,2025-12-08,2025-12-08,1,male,2,,,,,2,0.1,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6922623122784,12_Tyson_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-08,2025-12-08,1,female,1,,,,,1,0.01,,5,,1,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6922623122784,12_Tyson_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.07,0.07,,,0.07,,70,70,0,2025-12-08,2025-12-08,1,male,1,,,,,1,0.07,,12,,1,1,
,,,,,,,,,,,,,,,3,,3,,,,3,,6922624055584,02_blackbodysuit_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.25,0.25,,,0.25,,30,34.090909,0,2025-12-08,2025-12-08,1.136364,female,25,,,,,22,0.75,,2,,3,2,2
,,,,,,,,,,,,,,,2,,2,,,,2,,6922624055584,02_blackbodysuit_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.16,0.16,,,0.16,,35.555556,35.555556,0,2025-12-08,2025-12-08,1,male,9,,,,,9,0.32,,2,,1,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6922624481184,03_blackNew_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.15,0.15,,,0.15,,37.5,37.5,0,2025-12-08,2025-12-08,1,female,4,,,,,4,0.15,1,5,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6922624481184,03_blackNew_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,15,15,0,2025-12-08,2025-12-08,1,male,2,,,,,2,0.03,,1,,,,
,,,,,,,,,,,,,,,2,,2,,,,2,,6922624897584,04_fbg Selfie_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.03,0.03,,,0.03,,20,20,0,2025-12-08,2025-12-08,1,female,3,,,,,3,0.06,,3,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6922624897584,04_fbg Selfie_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.08,0.08,,,0.08,,26.666667,26.666667,0,2025-12-08,2025-12-08,1,male,3,,,,,3,0.08,,2,,1,,
,1,,,,,,1,,,,,,,,,,,,,,,,6922648508584,05_greendress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0.12,,,,,,,,40,40,0,2025-12-08,2025-12-08,1,female,3,,,,,3,0.12,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6922648747384,07_nosering_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,30,30,0,2025-12-08,2025-12-08,1,female,1,,,,,1,0.03,,3,,,,
,3,,,,1,1,3,,,,,,,,1,,1,,,,1,,6922648806784,09_red lipstick_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,1,0.333333,,1,1,,,1,,76.923077,76.923077,0,2025-12-08,2025-12-08,1,female,13,,,,,13,1,1,2,1,1,1,1
,2,,,1,,,2,,,,,,,,5,,5,,,,4,,6922648806784,09_red lipstick_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.38,"[{'action_type': 'outbound_click', 'value': '0.38'}]",0.38,,0.19,,0.076,0.076,,,0.095,0.38,34.545455,34.545455,9.090909,2025-12-08,2025-12-08,1,male,11,9.090909,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '9.090909'}]",11,0.38,,3,,4,,
1,70,,,8,3,3,70,1,1,1,,,,1,200,1,200,2,1,1,190,1,6922648896584,08_reddress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,8,"[{'action_type': 'subscribe_mobile_app', 'value': '7.785'}, {'action_type': 'subscribe_total', 'value': '7.785'}]",1.94625,"[{'action_type': 'outbound_click', 'value': '1.94625'}]",1.94625,5.19,0.222429,15.57,0.07785,0.07785,7.785,15.57,0.081947,1.94625,22.085106,23.169643,1.134752,2025-12-08,2025-12-08,1.049107,female,705,1.134752,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '1.134752'}]",672,15.57,32,4,31,166,82,59
,2,,,1,1,1,2,,,2,,,,,19,,19,2,2,,16,,6922648896584,08_reddress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,1.41,"[{'action_type': 'outbound_click', 'value': '1.41'}]",1.41,1.41,0.705,,0.074211,0.074211,0.705,,0.088125,1.41,19.054054,19.315068,1.351351,2025-12-08,2025-12-08,1.013699,male,74,1.351351,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.351351'}]",73,1.41,2,5,2,13,3,2
,,,,,,,,,,,,,,,2,,2,,,,2,,6922648896584,08_reddress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.085,0.085,,,0.085,,24.285714,24.285714,0,2025-12-08,2025-12-08,1,unknown,7,,,,,7,0.17,,2,,2,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6922651586784,11_YellowDress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.09,0.09,,,0.09,,30,30,0,2025-12-08,2025-12-08,1,female,3,,,,,3,0.09,,4,,1,1,
,,,,,,,,,,,,,,,1,,1,,,,1,,6922651586784,11_YellowDress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.03,0.03,,,0.03,,30,30,0,2025-12-08,2025-12-08,1,male,1,,,,,1,0.03,,7,,1,,
,2,,,2,,,2,,,1,,,,,41,,41,1,1,,38,,6922652352184,06_michael_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,0.625,"[{'action_type': 'outbound_click', 'value': '0.625'}]",0.625,,0.625,,0.030488,0.030488,1.25,,0.032895,0.625,15.432099,15.432099,2.469136,2025-12-08,2025-12-08,1,female,81,2.469136,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.469136'}]",81,1.25,5,9,4,35,18,11
,76,,,19,7,7,76,,,3,,,,,446,,446,3,3,,424,,6922652352184,06_michael_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,19,,1.16,"[{'action_type': 'outbound_click', 'value': '1.16'}]",1.16,3.148571,0.29,,0.049417,0.049417,7.346667,,0.051981,1.16,18.6306,19.28259,1.606086,2025-12-08,2025-12-08,1.034996,male,1183,1.606086,19,"[{'action_type': 'outbound_click', 'value': '19'}]","[{'action_type': 'outbound_click', 'value': '1.606086'}]",1143,22.04,49,4,47,378,210,128
,,,,,,,,,,,,,,,2,,2,,,,2,,6922652352184,06_michael_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.01,0.01,,,0.01,,5,5,0,2025-12-08,2025-12-08,1,unknown,4,,,,,4,0.02,,3,,1,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6922652927584,04_Jesus_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-08,2025-12-08,1,female,1,,,,,1,0,,3,,,,
,,,,,,,,,,,,,,,,,,,,,,,6922652927584,04_Jesus_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,5,5,0,2025-12-08,2025-12-08,1,male,2,,,,,2,0.01,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6922653410384,05_lionel_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.25,0.25,,,0.25,,41.666667,50,0,2025-12-08,2025-12-08,1.2,male,6,,,,,5,0.25,,3,,1,1,
,,,,1,,,,,,,,,,,2,,2,,,,1,,6922654558384,07_morgan_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.04,"[{'action_type': 'outbound_click', 'value': '0.04'}]",0.04,,,,0.02,0.02,,,0.04,0.04,20,20,50,2025-12-08,2025-12-08,1,male,2,50,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '50'}]",2,0.04,1,9,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6922656041784,10_Tyson_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,40,80,0,2025-12-08,2025-12-08,2,male,2,,,,,1,0.08,,2,,,,
,,,,,1,1,,,,,,,,,3,,3,,,,3,,6922657512784,prank,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,0.27,,,0.09,0.09,,,0.09,,38.571429,38.571429,0,2025-12-08,2025-12-08,1,female,7,,,,,7,0.27,,2,,,,
,,,,1,1,1,,,,,,,,,11,,11,,,,10,,6922657512784,prank,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,0.88,"[{'action_type': 'outbound_click', 'value': '0.88'}]",0.88,0.88,,,0.08,0.08,,,0.088,0.44,26.666667,26.666667,6.060606,2025-12-08,2025-12-08,1,male,33,3.030303,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.030303'}]",33,0.88,2,4,2,8,3,3
,,,,,,,,,,,,,,,2,,2,,,,2,,6922658469784,bustdown1,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.11,0.11,,,0.11,,20,20,0,2025-12-08,2025-12-08,1,female,11,,,,,11,0.22,,3,,2,1,1
,,,,,,,,,,,,,,,6,,6,,,,6,,6922658469784,bustdown1,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.263333,0.263333,,,0.263333,,56.428571,58.518519,0,2025-12-08,2025-12-08,1.037037,male,28,,,,,27,1.58,,3,,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,6922658469784,bustdown1,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,0,0,0,2025-12-08,2025-12-08,1,unknown,1,,,,,1,0,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6922658676184,bustdown2,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-08,2025-12-08,1,male,1,,,,,1,0.01,,7,,1,,
,57,1,,14,5,5,57,,,4,1,1,,,201,1,201,6,4,,181,,6922658870384,gasstation,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,15,,1.916429,"[{'action_type': 'outbound_click', 'value': '1.916429'}]",1.916429,5.366,0.470702,,0.133483,0.133483,4.471667,,0.148232,1.788667,34.753886,38.771676,1.943005,2025-12-08,2025-12-08,1.115607,female,772,1.813472,14,"[{'action_type': 'outbound_click', 'value': '14'}]","[{'action_type': 'outbound_click', 'value': '1.813472'}]",692,26.83,10,3,8,102,52,35
,94,1,,16,10,10,94,,,3,,,,,256,1,256,4,3,,236,,6922658870384,gasstation,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,15,,2.17625,"[{'action_type': 'outbound_click', 'value': '2.17625'}]",2.17625,3.482,0.370426,,0.136016,0.136016,8.705,,0.147542,2.321333,31.341134,35.639713,1.350135,2025-12-08,2025-12-08,1.137155,male,1111,1.440144,16,"[{'action_type': 'outbound_click', 'value': '16'}]","[{'action_type': 'outbound_click', 'value': '1.440144'}]",977,34.82,21,3,22,145,83,63
