action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_block,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,200,1,,16,17,17,200,,,,5,,,,,464,1,464,6,5,,442,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,19,"[{'action_type': 'subscribe_mobile_app', 'value': '6.436667'}, {'action_type': 'subscribe_total', 'value': '6.436667'}, {'action_type': 'start_trial_mobile_app', 'value': '9.655'}, {'action_type': 'start_trial_total', 'value': '9.655'}]",1.206875,"[{'action_type': 'outbound_click', 'value': '1.206875'}]",1.206875,1.135882,0.09655,,0.041616,0.041616,3.218333,,0.043688,1.016316,13.456446,14.03343,1.324042,2025-12-15,2025-12-15,1.042878,1435,1.114983,16,"[{'action_type': 'outbound_click', 'value': '16'}]","[{'action_type': 'outbound_click', 'value': '1.114983'}]",1376,19.31,33,3,32,411,170,101
,86,,,8,5,5,86,,,,2,,,,,243,,243,2,2,,233,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,8,,1.42625,"[{'action_type': 'outbound_click', 'value': '1.42625'}]",1.42625,2.282,0.132674,,0.046955,0.046955,5.705,,0.04897,1.42625,13.948655,14.895561,0.977995,2025-12-15,2025-12-15,1.067885,818,0.977995,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '0.977995'}]",766,11.41,20,3,18,217,98,58
,1,,,1,,,1,,,,1,,,,,68,,68,1,1,,66,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,45-54,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,2,,3.43,"[{'action_type': 'outbound_click', 'value': '3.43'}]",3.43,,3.43,,0.050441,0.050441,3.43,,0.05197,1.715,15.806452,16.570048,0.921659,2025-12-15,2025-12-15,1.048309,217,0.460829,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.460829'}]",207,3.43,3,3,3,60,29,18
,,,,,,,,,,,,,,,,6,,6,,,,6,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,55-64,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.03,0.03,,,0.03,,11.25,11.25,0,2025-12-15,2025-12-15,1,16,,,,,16,0.18,,3,,6,2,1
,,,,,,,,,,,,,,,,5,,5,,,,5,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,65+,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.038,0.038,,,0.038,,8.636364,9.047619,0,2025-12-15,2025-12-15,1.047619,22,,,,,21,0.19,,3,,5,3,2
,,,,,,,,,,,1,1,1,,,14,,14,2,1,,12,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,18-24,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.079286,0.079286,0.555,,0.0925,,21.346154,21.346154,0,2025-12-15,2025-12-15,1,52,,,,,52,1.11,,2,,10,5,3
,4,,,,,,4,,,,,,,,,46,,46,,,,46,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,1.0775,,0.093696,0.093696,,,0.093696,,21.989796,22.684211,0,2025-12-15,2025-12-15,1.031579,196,,,,,190,4.31,8,6,8,43,23,15
,7,,,2,1,1,7,,,,1,,,,,47,1,47,2,1,,43,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,1.88,"[{'action_type': 'outbound_click', 'value': '1.88'}]",1.88,3.76,0.537143,,0.08,0.08,1.88,,0.087442,3.76,27.246377,28.484848,0.724638,2025-12-15,2025-12-15,1.045455,138,1.449275,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.449275'}]",132,3.76,5,4,5,38,15,9
,1,,,,,,1,,,,,,,,,13,,13,,,,13,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,45-54,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,1.06,,0.081538,0.081538,,,0.081538,,28.648649,28.648649,0,2025-12-15,2025-12-15,1,37,,,,,37,1.06,1,3,1,13,5,2
,,,,,,,,,,,,,,,,,,,,,,,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,55-64,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,25,25,0,2025-12-15,2025-12-15,1,2,,,,,2,0.05,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,65+,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,18-24,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,12.5,12.5,0,2025-12-15,2025-12-15,1,4,,,,,4,0.05,,1,,,,
,,,,,,,,,,,,,,,,5,,5,,,,5,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.266,0.266,,,0.266,,49.259259,49.259259,0,2025-12-15,2025-12-15,1,27,,,,,27,1.33,,2,,5,1,
,,,,,,,,,,,,,,,,6,,6,,,,6,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.055,0.055,,,0.055,,20.625,20.625,0,2025-12-15,2025-12-15,1,16,,,,,16,0.33,1,4,1,6,3,2
,,,,,,,,,,,1,,,,,3,,3,1,1,,2,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,45-54,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.09,0.09,0.27,,0.135,,54,67.5,0,2025-12-15,2025-12-15,1.25,5,,,,,4,0.27,,4,,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,55-64,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,0,0,0,2025-12-15,2025-12-15,1,1,,,,,1,0,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924708943784,01 Morgan_dropit,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-15,2025-12-15,1,2,,,,,2,0.02,,7,,1,1,1
,,,,,,,,,,,,,,,,2,,2,,,,2,,6924708943784,01 Morgan_dropit,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.04,0.04,,,0.04,,40,40,0,2025-12-15,2025-12-15,1,2,,,,,2,0.08,,8,,2,1,1
,24,,,1,1,1,24,,,,3,,,,,142,,142,3,3,,138,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,18-24,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,4,"[{'action_type': 'subscribe_mobile_app', 'value': '5.62'}, {'action_type': 'subscribe_total', 'value': '5.62'}]",5.62,"[{'action_type': 'outbound_click', 'value': '5.62'}]",5.62,5.62,0.234167,,0.039577,0.039577,1.873333,,0.040725,1.405,11.446029,11.446029,0.814664,2025-12-15,2025-12-15,1,491,0.203666,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.203666'}]",491,5.62,8,3,8,119,59,25
,111,2,,23,8,8,111,,,,9,1,1,,,858,2,858,12,9,,823,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,30,"[{'action_type': 'subscribe_mobile_app', 'value': '10.396667'}, {'action_type': 'subscribe_total', 'value': '10.396667'}]",1.356087,"[{'action_type': 'outbound_click', 'value': '1.356087'}]",1.356087,3.89875,0.280991,,0.036352,0.036352,2.599167,,0.037898,1.039667,10.796123,11.211359,1.038422,2025-12-15,2025-12-15,1.038462,2889,0.796123,23,"[{'action_type': 'outbound_click', 'value': '23'}]","[{'action_type': 'outbound_click', 'value': '0.796123'}]",2782,31.19,67,5,64,725,351,189
,237,3,,45,18,18,237,,,,18,,,,,1238,4,1238,22,18,,1171,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,49,"[{'action_type': 'subscribe_mobile_app', 'value': '8.195'}, {'action_type': 'subscribe_total', 'value': '8.195'}, {'action_type': 'start_trial_mobile_app', 'value': '49.17'}, {'action_type': 'start_trial_total', 'value': '49.17'}]",1.092667,"[{'action_type': 'outbound_click', 'value': '1.092667'}]",1.092667,2.731667,0.207468,,0.039717,0.039717,2.235,,0.04199,1.003469,12.155748,12.258788,1.211372,2025-12-15,2025-12-15,1.008477,4045,1.112485,45,"[{'action_type': 'outbound_click', 'value': '45'}]","[{'action_type': 'outbound_click', 'value': '1.112485'}]",4011,49.17,109,3,104,1028,528,314
,71,,,34,6,6,71,,,,7,,,,,694,4,694,11,7,,649,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,45-54,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,34,,0.798824,"[{'action_type': 'outbound_click', 'value': '0.798824'}]",0.798824,4.526667,0.382535,,0.039135,0.039135,2.469091,,0.041849,0.798824,15.267004,15.528874,1.911186,2025-12-15,2025-12-15,1.017153,1779,1.911186,34,"[{'action_type': 'outbound_click', 'value': '34'}]","[{'action_type': 'outbound_click', 'value': '1.911186'}]",1749,27.16,76,4,74,590,307,188
,,,,1,,,,,,,2,,,,,113,1,113,3,2,,109,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,55-64,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,2,,5.01,"[{'action_type': 'outbound_click', 'value': '5.01'}]",5.01,,,,0.044336,0.044336,1.67,,0.045963,2.505,19.122137,19.418605,0.763359,2025-12-15,2025-12-15,1.015504,262,0.381679,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.381679'}]",258,5.01,12,4,10,90,47,29
,,,,,,,,,,,,,,,,18,,18,,,,18,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,65+,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.067222,0.067222,,,0.067222,,17.794118,17.794118,0,2025-12-15,2025-12-15,1,68,,,,,68,1.21,2,3,2,17,11,8
,,,,,,,,,,,,,,,,,,,,,,,,6924713760384,02 Morgan_paris,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,90,90,0,2025-12-15,2025-12-15,1,2,,,,,2,0.18,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924713760384,02 Morgan_paris,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,45-54,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,1,,,,,1,0.01,,1,,,,
,1,,,2,1,1,1,,,,3,,,,,134,,134,3,3,,129,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,18-24,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,7,,3.285,"[{'action_type': 'outbound_click', 'value': '3.285'}]",3.285,6.57,6.57,,0.04903,0.04903,2.19,,0.05093,0.938571,13.219316,13.546392,1.408451,2025-12-15,2025-12-15,1.024742,497,0.402414,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.402414'}]",485,6.57,13,3,13,111,54,26
,117,,1,10,4,4,117,,,,8,,,,,606,1,606,10,8,,586,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,12,"[{'action_type': 'subscribe_mobile_app', 'value': '11.8'}, {'action_type': 'subscribe_total', 'value': '11.8'}, {'action_type': 'start_trial_mobile_app', 'value': '11.8'}, {'action_type': 'start_trial_total', 'value': '11.8'}]",2.36,"[{'action_type': 'outbound_click', 'value': '2.36'}]",2.36,5.9,0.201709,,0.038944,0.038944,2.36,,0.040273,1.966667,13.009923,13.154961,0.661522,2025-12-15,2025-12-15,1.011148,1814,0.551268,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '0.551268'}]",1794,23.6,50,4,48,510,246,133
,92,3,,37,7,7,92,,,,3,1,1,,,1039,,1039,4,3,,998,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,40,"[{'action_type': 'subscribe_mobile_app', 'value': '14.153333'}, {'action_type': 'subscribe_total', 'value': '14.153333'}, {'action_type': 'start_trial_mobile_app', 'value': '14.153333'}, {'action_type': 'start_trial_total', 'value': '14.153333'}]",1.147568,"[{'action_type': 'outbound_click', 'value': '1.147568'}]",1.147568,6.065714,0.461522,,0.040866,0.040866,10.615,,0.042545,1.0615,14.626249,14.887798,1.377885,2025-12-15,2025-12-15,1.017882,2903,1.274544,37,"[{'action_type': 'outbound_click', 'value': '37'}]","[{'action_type': 'outbound_click', 'value': '1.274544'}]",2852,42.46,76,4,76,880,413,211
,255,,,23,15,15,255,,,,4,,,,,618,,618,4,4,,591,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,45-54,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,24,"[{'action_type': 'subscribe_mobile_app', 'value': '4.833333'}, {'action_type': 'subscribe_total', 'value': '4.833333'}, {'action_type': 'start_trial_mobile_app', 'value': '14.5'}, {'action_type': 'start_trial_total', 'value': '14.5'}]",1.26087,"[{'action_type': 'outbound_click', 'value': '1.26087'}]",1.26087,1.933333,0.113725,,0.046926,0.046926,7.25,,0.049069,1.208333,18.892508,19.372077,1.563518,2025-12-15,2025-12-15,1.025384,1535,1.498371,23,"[{'action_type': 'outbound_click', 'value': '23'}]","[{'action_type': 'outbound_click', 'value': '1.498371'}]",1497,29,46,4,39,520,272,156
,,,,4,,,,,,,,,,,,83,,83,,,,79,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,55-64,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,4,,1.085,"[{'action_type': 'outbound_click', 'value': '1.085'}]",1.085,,,,0.052289,0.052289,,,0.054937,1.085,21.7,22.142857,2,2025-12-15,2025-12-15,1.020408,200,2,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '2'}]",196,4.34,10,4,10,73,34,19
,,,,,,,,,,,,,,,,12,,12,,,,12,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,65+,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.0675,0.0675,,,0.0675,,21.315789,21.891892,0,2025-12-15,2025-12-15,1.027027,38,,,,,37,0.81,4,4,4,11,5,4
,,,,,,,,,,,,,,,,,,,,,,,,6924715460784,05 Morgan_indaclub,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,45-54,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,110,110,0,2025-12-15,2025-12-15,1,1,,,,,1,0.11,,4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924715827784,06 Morgan_gthang,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,18-24,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,20,20,0,2025-12-15,2025-12-15,1,1,,,,,1,0.02,,2,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924715827784,06 Morgan_gthang,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.1,0.1,,,0.1,,33.333333,33.333333,0,2025-12-15,2025-12-15,1,3,,,,,3,0.1,,2,,1,,
,72,,,5,5,5,72,,,,3,1,1,,,129,,129,4,3,,120,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,18-24,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,5,"[{'action_type': 'subscribe_mobile_app', 'value': '8.43'}, {'action_type': 'subscribe_total', 'value': '8.43'}, {'action_type': 'start_trial_mobile_app', 'value': '4.215'}, {'action_type': 'start_trial_total', 'value': '4.215'}]",1.686,"[{'action_type': 'outbound_click', 'value': '1.686'}]",1.686,1.686,0.117083,,0.065349,0.065349,2.1075,,0.07025,1.686,20.814815,21.505102,1.234568,2025-12-15,2025-12-15,1.033163,405,1.234568,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.234568'}]",392,8.43,12,3,11,114,49,28
,107,,,23,8,8,107,,,,5,,,1,,457,1,457,7,6,,427,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,28,"[{'action_type': 'subscribe_mobile_app', 'value': '30.87'}, {'action_type': 'subscribe_total', 'value': '30.87'}]",1.342174,"[{'action_type': 'outbound_click', 'value': '1.342174'}]",1.342174,3.85875,0.288505,,0.067549,0.067549,4.41,,0.072295,1.1025,20.349374,21.527197,1.845748,2025-12-15,2025-12-15,1.05788,1517,1.51615,23,"[{'action_type': 'outbound_click', 'value': '23'}]","[{'action_type': 'outbound_click', 'value': '1.51615'}]",1434,30.87,69,4,67,377,203,136
,97,2,,44,9,9,97,,,,10,,,,,879,1,879,11,10,,824,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,42,"[{'action_type': 'subscribe_mobile_app', 'value': '24.27'}, {'action_type': 'subscribe_total', 'value': '24.27'}, {'action_type': 'start_trial_mobile_app', 'value': '24.27'}, {'action_type': 'start_trial_total', 'value': '24.27'}]",1.103182,"[{'action_type': 'outbound_click', 'value': '1.128837'}]",1.103182,5.393333,0.500412,,0.055222,0.055222,4.412727,,0.058908,1.155714,18.792102,20.157807,1.626016,2025-12-15,2025-12-15,1.072674,2583,1.703446,44,"[{'action_type': 'outbound_click', 'value': '43'}]","[{'action_type': 'outbound_click', 'value': '1.664731'}]",2408,48.54,104,4,100,729,379,232
,38,,,17,4,4,38,,,,6,,,,,439,,439,6,6,,416,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,45-54,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,17,,1.619412,"[{'action_type': 'outbound_click', 'value': '1.619412'}]",1.619412,6.8825,0.724474,,0.062711,0.062711,4.588333,,0.066178,1.619412,24.690583,25.898401,1.524664,2025-12-15,2025-12-15,1.048918,1115,1.524664,17,"[{'action_type': 'outbound_click', 'value': '17'}]","[{'action_type': 'outbound_click', 'value': '1.524664'}]",1063,27.53,51,4,49,364,172,120
,,,,4,,,,,,,1,,,,,92,,92,1,1,,87,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,55-64,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,3,,1.3975,"[{'action_type': 'outbound_click', 'value': '1.3975'}]",1.3975,,,,0.060761,0.060761,5.59,,0.064253,1.863333,29.57672,30.380435,1.587302,2025-12-15,2025-12-15,1.027174,189,2.116402,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '2.116402'}]",184,5.59,13,5,11,78,47,32
,,,,1,,,,,,,,,,,,10,,10,,,,9,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,65+,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.56,"[{'action_type': 'outbound_click', 'value': '0.56'}]",0.56,,,,0.056,0.056,,,0.062222,0.56,25.454545,28,4.545455,2025-12-15,2025-12-15,1.1,22,4.545455,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4.545455'}]",20,0.56,1,4,1,8,5,4
,,,,,,,,,,,,,,,,,,,,,,,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,Unknown,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924716446184,04 Prerna_fancy,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,18-24,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-15,2025-12-15,1,1,,,,,1,0.01,,6,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,6924716446184,04 Prerna_fancy,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,120,120,0,2025-12-15,2025-12-15,1,1,,,,,1,0.12,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924716446184,04 Prerna_fancy,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.05,0.05,,,0.05,,16.666667,16.666667,0,2025-12-15,2025-12-15,1,3,,,,,3,0.05,1,7,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6924716853184,05 Prerna_thot,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,20,20,0,2025-12-15,2025-12-15,1,1,,,,,1,0.02,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924717875584,04 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,20,20,0,2025-12-15,2025-12-15,1,1,,,,,1,0.02,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924717875584,04 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-15,2025-12-15,1,1,,,,,1,0.01,,11,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6924717875584,04 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,45-54,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,20,20,0,2025-12-15,2025-12-15,1,1,,,,,1,0.02,,1,,,,
,,,,,,,,,,,,,,,,16,,16,,,,16,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,18-24,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.039375,0.039375,,,0.039375,,16.578947,17.5,0,2025-12-15,2025-12-15,1.055556,38,,,,,36,0.63,2,5,2,14,10,9
,1,,,1,,,1,,,,1,,,,,123,,123,1,1,,121,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,8.5,"[{'action_type': 'outbound_click', 'value': '8.5'}]",8.5,,8.5,,0.069106,0.069106,8.5,,0.070248,8.5,14.886165,15.315315,0.175131,2025-12-15,2025-12-15,1.028829,571,0.175131,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.175131'}]",555,8.5,13,3,12,109,51,28
