action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,,,,,,,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,0,0,0,2025-11-27,2025-11-27,1,1,,,,,audience_network,1,0,,0,,,,
,168,2,,53,22,22,168,,,,,,1247,1,1247,13,12,,1181,,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,50,"[{'action_type': 'subscribe_mobile_app', 'value': '27.61'}, {'action_type': 'subscribe_total', 'value': '27.61'}, {'action_type': 'start_trial_mobile_app', 'value': '27.61'}, {'action_type': 'start_trial_total', 'value': '27.61'}]",0.520943,"[{'action_type': 'outbound_click', 'value': '0.520943'}]",0.520943,1.255,0.164345,,0.022141,0.022141,2.123846,,0.023378,0.5522,9.885428,9.885428,1.79019,2025-11-27,2025-11-27,1,2793,1.897601,53,"[{'action_type': 'outbound_click', 'value': '53'}]","[{'action_type': 'outbound_click', 'value': '1.897601'}]",facebook,2793,27.61,137,4,126,1136,548,321
,,,,5,,,,,,2,2,,83,,83,4,2,,74,,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,5,,0.534,"[{'action_type': 'outbound_click', 'value': '0.534'}]",0.534,,,,0.032169,0.032169,0.6675,,0.036081,0.534,13.553299,13.622449,2.538071,2025-11-27,2025-11-27,1.005102,197,2.538071,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '2.538071'}]",instagram,196,2.67,9,4,9,71,38,18
,,,,1,,,,,,,,,19,,19,,,,18,,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,1,,0.45,"[{'action_type': 'outbound_click', 'value': '0.45'}]",0.45,,,,0.023684,0.023684,,,0.025,0.45,10.97561,10.97561,2.439024,2025-11-27,2025-11-27,1,41,2.439024,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.439024'}]",threads,41,0.45,2,5,2,18,10,4
,923,6,1,209,94,94,923,,,1,1,,8335,,8335,26,24,,8100,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,203,"[{'action_type': 'subscribe_mobile_app', 'value': '48.916667'}, {'action_type': 'subscribe_total', 'value': '48.916667'}, {'action_type': 'start_trial_mobile_app', 'value': '36.6875'}, {'action_type': 'start_trial_total', 'value': '36.6875'}]",0.702153,"[{'action_type': 'outbound_click', 'value': '0.702153'}]",0.702153,1.56117,0.158992,,0.017606,0.017606,5.644231,,0.018117,0.722906,8.631337,9.078255,1.193977,2025-11-27,2025-11-27,1.051779,17002,1.229267,209,"[{'action_type': 'outbound_click', 'value': '209'}]","[{'action_type': 'outbound_click', 'value': '1.229267'}]",facebook,16165,146.75,657,4,591,7681,3440,1803
,53,,,16,10,10,53,,,,,,445,2,445,4,2,,425,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,17,,0.725625,"[{'action_type': 'outbound_click', 'value': '0.725625'}]",0.725625,1.161,0.219057,,0.02609,0.02609,2.9025,,0.027318,0.682941,13.030303,13.223235,1.907969,2025-11-27,2025-11-27,1.014806,891,1.795735,16,"[{'action_type': 'outbound_click', 'value': '16'}]","[{'action_type': 'outbound_click', 'value': '1.795735'}]",instagram,878,11.61,42,4,42,408,157,71
,,,,,,,,,,,,,33,,33,,,,33,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.016667,0.016667,,,0.016667,,9.482759,9.482759,0,2025-11-27,2025-11-27,1,58,,,,,threads,58,0.55,6,5,6,32,15,10
,,,,1,,,,,,,,,15,,15,,,,14,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,0.490023,"[{'action_type': 'outbound_click', 'value': '0.490023'}]",0.490023,,,,0.032668,0.032668,,,0.035002,0.490023,23.334428,49.002299,4.761905,2025-11-27,2025-11-27,2.1,21,4.761905,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4.761905'}]",audience_network,10,0.490023,1,5,2,13,8,4
,458,1,1,119,31,31,458,,,2,2,,2608,9,2608,31,19,,2458,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,115,"[{'action_type': 'subscribe_mobile_app', 'value': '34.613624'}, {'action_type': 'subscribe_total', 'value': '34.613624'}, {'action_type': 'start_trial_mobile_app', 'value': '21.633515'}, {'action_type': 'start_trial_total', 'value': '21.633515'}]",1.454354,"[{'action_type': 'outbound_click', 'value': '1.454354'}]",1.454354,5.582843,0.377878,,0.06636,0.06636,5.582843,,0.07041,1.50494,25.195533,27.003919,1.674188,2025-11-27,2025-11-27,1.071774,6869,1.732421,119,"[{'action_type': 'outbound_click', 'value': '119'}]","[{'action_type': 'outbound_click', 'value': '1.732421'}]",facebook,6409,173.068118,423,4,399,2356,1323,818
,36,,,14,6,6,36,,,,,,389,1,389,5,4,,370,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,21,,2.432971,"[{'action_type': 'outbound_click', 'value': '2.432971'}]",2.432971,5.676933,0.946155,,0.087562,0.087562,6.81232,,0.092058,1.621981,26.610623,26.75695,1.640625,2025-11-27,2025-11-27,1.005499,1280,1.09375,14,"[{'action_type': 'outbound_click', 'value': '14'}]","[{'action_type': 'outbound_click', 'value': '1.09375'}]",instagram,1273,34.061598,41,3,41,347,181,102
,,,,2,,,,,,,,,94,,94,,,,92,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,2,,2.785131,"[{'action_type': 'outbound_click', 'value': '2.785131'}]",2.785131,,,,0.059258,0.059258,,,0.060546,2.785131,26.651968,26.780102,0.956938,2025-11-27,2025-11-27,1.004808,209,0.956938,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.956938'}]",threads,208,5.570261,19,8,22,89,53,30
1,442,1,,46,34,34,442,1,1,,,1,1898,,1898,3,3,1,1849,1,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,45,"[{'action_type': 'subscribe_mobile_app', 'value': '10.057273'}, {'action_type': 'subscribe_total', 'value': '10.057273'}, {'action_type': 'start_trial_mobile_app', 'value': '7.375333'}, {'action_type': 'start_trial_total', 'value': '7.375333'}]",2.405,"[{'action_type': 'outbound_click', 'value': '2.405'}]",2.405,3.253824,0.250294,110.63,0.058288,0.058288,36.876667,110.63,0.059832,2.458444,20.690107,21.603203,0.841593,2025-11-27,2025-11-27,1.044132,5347,0.860295,46,"[{'action_type': 'outbound_click', 'value': '46'}]","[{'action_type': 'outbound_click', 'value': '0.860295'}]",facebook,5121,110.63,170,3,162,1751,812,443
,138,,,6,7,7,138,,,,,,261,,261,1,1,,254,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,9,"[{'action_type': 'subscribe_mobile_app', 'value': '10.265'}, {'action_type': 'subscribe_total', 'value': '10.265'}, {'action_type': 'start_trial_mobile_app', 'value': '6.843333'}, {'action_type': 'start_trial_total', 'value': '6.843333'}]",3.421667,"[{'action_type': 'outbound_click', 'value': '3.421667'}]",3.421667,2.932857,0.148768,,0.078659,0.078659,20.53,,0.080827,2.281111,25.630462,26.558862,1.123596,2025-11-27,2025-11-27,1.036223,801,0.749064,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '0.749064'}]",instagram,773,20.53,18,3,18,240,79,47
,2,,,1,,,2,,,,,,39,,39,,,,38,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,1.85,"[{'action_type': 'outbound_click', 'value': '1.85'}]",1.85,,0.925,,0.047436,0.047436,,,0.048684,1.85,22.02381,22.289157,1.190476,2025-11-27,2025-11-27,1.012048,84,1.190476,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.190476'}]",threads,83,1.85,11,7,11,37,22,15
,,,,,,,,,,,,,1,,1,,,,1,,6915585772384,tyson_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.26,0.26,,,0.26,,37.142857,43.333333,0,2025-11-27,2025-11-27,1.166667,7,,,,,facebook,6,0.26,1,3,1,1,1,1
,,,,,,,,,,,,,2,,2,,,,2,,6915585772384,tyson_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.26,0.26,,,0.26,,57.777778,57.777778,0,2025-11-27,2025-11-27,1,9,,,,,instagram,9,0.52,,4,,2,2,1
,,,,,,,,,,,,,2,,2,,,,2,,6915585772384,tyson_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.005,0.005,,,0.005,,3.333333,3.333333,0,2025-11-27,2025-11-27,1,3,,,,,threads,3,0.01,1,8,1,2,2,2
,4,,,1,,,4,,,,,,2,,2,,,,1,,6915585772584,kendrick_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.17,"[{'action_type': 'outbound_click', 'value': '0.17'}]",0.17,,0.0425,,0.085,0.085,,,0.17,0.17,42.5,42.5,25,2025-11-27,2025-11-27,1,4,25,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '25'}]",facebook,4,0.17,1,7,1,2,1,1
,,,,,,,,,,,,,,,,,,,,,6915585772584,kendrick_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,73.333333,110,0,2025-11-27,2025-11-27,1.5,3,,,,,instagram,2,0.22,,2,,1,,
