action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,10,,10,,,,10,,6924716446184,04 Prerna_fancy,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.017,0.017,,,0.017,,11.333333,11.333333,0,2025-12-11,2025-12-11,1,15,,,,,threads,15,0.17,2,6,2,10,4,2
,,,,,,,,,,,,,,,,,,,,,,,6924716853184,05 Prerna_thot,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-11,2025-12-11,1,2,,,,,instagram,2,0.02,,1,,,,
,,,,,,,,,,,,,,,5,,5,,,,5,,6924717255784,02 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.116,0.116,,,0.116,,21.481481,22.307692,0,2025-12-11,2025-12-11,1.038462,27,,,,,facebook,26,0.58,1,2,1,3,3,3
,,,,,,,,,,,,,,,1,,1,,,,1,,6924717255784,02 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-11,2025-12-11,1,2,,,,,instagram,2,0.02,,3,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6924717255784,02 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.05,0.05,,,0.05,,25,25,0,2025-12-11,2025-12-11,1,2,,,,,threads,2,0.05,1,9,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6924717875584,04 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,5,5,0,2025-12-11,2025-12-11,1,2,,,,,threads,2,0.01,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.020012,0.020012,,,0.020012,,20.011915,20.011915,0,2025-12-11,2025-12-11,1,1,,,,,audience_network,1,0.020012,,13,,1,1,1
,127,2,,23,6,6,127,,,3,1,1,1,,472,,472,5,4,,444,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,22,"[{'action_type': 'subscribe_mobile_app', 'value': '9.529007'}, {'action_type': 'subscribe_total', 'value': '9.529007'}, {'action_type': 'start_trial_mobile_app', 'value': '7.146755'}, {'action_type': 'start_trial_total', 'value': '7.146755'}]",1.242914,"[{'action_type': 'outbound_click', 'value': '1.242914'}]",1.242914,4.764504,0.225095,,0.060566,0.060566,5.717404,,0.064385,1.29941,17.056695,17.945399,1.312649,2025-12-11,2025-12-11,1.052103,1676,1.372315,23,"[{'action_type': 'outbound_click', 'value': '23'}]","[{'action_type': 'outbound_click', 'value': '1.372315'}]",facebook,1593,28.587021,41,3,37,389,189,107
,6,,,3,,,6,,,,,,,,46,,46,,,,43,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,3,,1.374152,"[{'action_type': 'outbound_click', 'value': '1.374152'}]",1.374152,,0.687076,,0.089619,0.089619,,,0.095871,1.374152,21.249766,21.92795,1.546392,2025-12-11,2025-12-11,1.031915,194,1.546392,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.546392'}]",instagram,188,4.122455,4,3,4,38,21,15
,5,,,1,,,5,,,,,,,,32,,32,,,,31,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.860512,"[{'action_type': 'outbound_click', 'value': '0.860512'}]",0.860512,,0.172102,,0.026891,0.026891,,,0.027758,0.860512,13.879232,13.879232,1.612903,2025-12-11,2025-12-11,1,62,1.612903,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.612903'}]",threads,62,0.860512,4,6,4,29,17,13
,3,,,10,,,3,,,1,,,,,243,,243,1,1,,232,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,9,,1.938,"[{'action_type': 'outbound_click', 'value': '1.938'}]",1.938,,6.46,,0.079753,0.079753,19.38,,0.083534,2.153333,19.556004,20.208551,0.908174,2025-12-11,2025-12-11,1.033368,991,1.009082,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '1.009082'}]",facebook,959,19.38,22,3,20,207,108,59
,65,,,14,5,5,65,,,5,2,2,,,286,1,286,8,5,,264,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,20,"[{'action_type': 'subscribe_mobile_app', 'value': '11.72'}, {'action_type': 'subscribe_total', 'value': '11.72'}, {'action_type': 'start_trial_mobile_app', 'value': '11.72'}, {'action_type': 'start_trial_total', 'value': '11.72'}]",1.674286,"[{'action_type': 'outbound_click', 'value': '1.674286'}]",1.674286,4.688,0.360615,,0.081958,0.081958,2.93,,0.088788,1.172,22.134089,22.134089,1.888574,2025-12-11,2025-12-11,1,1059,1.322002,14,"[{'action_type': 'outbound_click', 'value': '14'}]","[{'action_type': 'outbound_click', 'value': '1.322002'}]",instagram,1059,23.44,36,3,36,236,134,88
,,,,3,,,,,,1,,,,,124,,124,1,1,,120,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,3,,1.166667,"[{'action_type': 'outbound_click', 'value': '1.166667'}]",1.166667,,,,0.028226,0.028226,3.5,,0.029167,1.166667,14.522822,14.522822,1.244813,2025-12-11,2025-12-11,1,241,1.244813,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.244813'}]",threads,241,3.5,25,7,25,109,70,47
,,,,,,,,,,,,,,,,,,,,,,,6924720140184,04 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,20,20,0,2025-12-11,2025-12-11,1,1,,,,,facebook,1,0.02,,2,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6924720140184,04 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-11,2025-12-11,1,1,,,,,threads,1,0,1,20,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6924720374584,05 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,0,0,0,2025-12-11,2025-12-11,1,1,,,,,instagram,1,0,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6924720374584,05 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,1.666667,1.666667,0,2025-12-11,2025-12-11,1,6,,,,,messenger,6,0.01,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,6924720374584,05 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-11,2025-12-11,1,1,,,,,threads,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,6.666667,6.666667,0,2025-12-11,2025-12-11,1,3,,,,,facebook,3,0.02,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-11,2025-12-11,1,1,,,,,instagram,1,0.01,,7,,1,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-11,2025-12-11,1,2,,,,,threads,2,0.02,,2,,,,
,111,1,,23,5,5,111,,,4,,,,,1023,,1023,4,4,,996,,6925369209984,01black04_bosscoming,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,20,"[{'action_type': 'subscribe_mobile_app', 'value': '11.74'}, {'action_type': 'subscribe_total', 'value': '11.74'}, {'action_type': 'start_trial_mobile_app', 'value': '9.392'}, {'action_type': 'start_trial_total', 'value': '9.392'}]",2.041739,"[{'action_type': 'outbound_click', 'value': '2.041739'}]",2.041739,9.392,0.423063,,0.045904,0.045904,11.74,,0.047149,2.348,21.115108,21.115108,0.899281,2025-12-11,2025-12-11,1,2224,1.034173,23,"[{'action_type': 'outbound_click', 'value': '23'}]","[{'action_type': 'outbound_click', 'value': '1.034173'}]",facebook,2224,46.96,102,5,91,892,546,385
,8,,,7,,,8,,,1,,,,,218,,218,1,1,,210,,6925369209984,01black04_bosscoming,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,11,,1.725714,"[{'action_type': 'outbound_click', 'value': '1.725714'}]",1.725714,,1.51,,0.055413,0.055413,12.08,,0.057524,1.098182,23.410853,23.639922,2.131783,2025-12-11,2025-12-11,1.009785,516,1.356589,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '1.356589'}]",instagram,511,12.08,27,5,27,196,127,89
,,,,1,,,,,,,,,,,34,,34,,,,33,,6925369209984,01black04_bosscoming,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,1.05,"[{'action_type': 'outbound_click', 'value': '1.05'}]",1.05,,,,0.030882,0.030882,,,0.031818,1.05,16.153846,16.153846,1.538462,2025-12-11,2025-12-11,1,65,1.538462,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.538462'}]",threads,65,1.05,9,8,9,31,20,12
,7,,,,1,1,7,,,,,,,,6,,6,,,,6,,6925369211384,01 Morgan_ginjuice_bollarmarket1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,0.36,0.051429,,0.06,0.06,,,0.06,,17.142857,17.142857,0,2025-12-11,2025-12-11,1,21,,,,,facebook,21,0.36,,3,,6,4,2
,4,,,1,,,4,,,,,,,,30,,30,,,,29,,6925369211384,01 Morgan_ginjuice_bollarmarket1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,2,,1.51,"[{'action_type': 'outbound_click', 'value': '1.51'}]",1.51,,0.3775,,0.050333,0.050333,,,0.052069,0.755,16.777778,16.777778,2.222222,2025-12-11,2025-12-11,1,90,1.111111,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.111111'}]",instagram,90,1.51,3,3,3,23,14,8
,,,,,,,,,,,,,,,3,,3,,,,3,,6925369211384,01 Morgan_ginjuice_bollarmarket1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.033333,0.033333,,,0.033333,,33.333333,33.333333,0,2025-12-11,2025-12-11,1,3,,,,,threads,3,0.1,1,9,1,3,2,1
,,,,1,,,,,,,,,,,15,,15,,,,14,,6925372388984,02 Morgan_ginjuice_bollarmarket2,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,0.83,"[{'action_type': 'outbound_click', 'value': '0.83'}]",0.83,,,,0.055333,0.055333,,,0.059286,0.83,16.938776,17.659574,2.040816,2025-12-11,2025-12-11,1.042553,49,2.040816,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.040816'}]",facebook,47,0.83,,2,,12,4,2
,1,,,,,,1,,,,,,,,9,,9,,,,9,,6925372388984,02 Morgan_ginjuice_bollarmarket2,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,0.7,,0.077778,0.077778,,,0.077778,,22.580645,22.580645,0,2025-12-11,2025-12-11,1,31,,,,,instagram,31,0.7,,3,,8,5,3
,,,,,,,,,,,,,,,3,,3,,,,3,,6925372388984,02 Morgan_ginjuice_bollarmarket2,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.056667,0.056667,,,0.056667,,21.25,21.25,0,2025-12-11,2025-12-11,1,8,,,,,threads,8,0.17,,4,,3,2,1
,,,,,,,,,,,,,,,11,,11,,,,11,,6925372547384,03 Morgan_ginjuice_redcar_1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.118182,0.118182,,,0.118182,,40.625,41.935484,0,2025-12-11,2025-12-11,1.032258,32,,,,,facebook,31,1.3,,3,,11,5,3
,,,,,,,,,,,,,,,2,,2,,,,2,,6925372547384,03 Morgan_ginjuice_redcar_1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.17,0.17,,,0.17,,30.909091,30.909091,0,2025-12-11,2025-12-11,1,11,,,,,instagram,11,0.34,1,3,1,2,1,1
,,,,,,,,,,,,,,,2,,2,,,,2,,6925372547384,03 Morgan_ginjuice_redcar_1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.035,0.035,,,0.035,,14,14,0,2025-12-11,2025-12-11,1,5,,,,,threads,5,0.07,1,10,1,2,1,1
,9,,,4,1,1,9,,,,,,,,146,,146,,,,142,,6925372726784,04 Morgan_ginjuice_redcar2,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,4,,1.9275,"[{'action_type': 'outbound_click', 'value': '1.9275'}]",1.9275,7.71,0.856667,,0.052808,0.052808,,,0.054296,1.9275,22.283237,22.283237,1.156069,2025-12-11,2025-12-11,1,346,1.156069,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.156069'}]",facebook,346,7.71,14,4,12,131,68,41
,1,,,,,,1,,,,,,,,7,,7,,,,7,,6925372726784,04 Morgan_ginjuice_redcar2,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,0.69,,0.098571,0.098571,,,0.098571,,18.648649,18.648649,0,2025-12-11,2025-12-11,1,37,,,,,instagram,37,0.69,,2,,4,1,
,,,,,,,,,,,,,,,5,,5,,,,5,,6925372726784,04 Morgan_ginjuice_redcar2,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.028,0.028,,,0.028,,14,14,0,2025-12-11,2025-12-11,1,10,,,,,threads,10,0.14,,5,,5,3,2
,,,,,,,,,,,,,,,,,,,,,,,6925372915784,05 Morgan_ginjuice_bollamarket3,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,20,20,0,2025-12-11,2025-12-11,1,6,,,,,facebook,6,0.12,,1,,,,
,,,,,,,,,,,,,,,2,,2,,,,2,,6925372915784,05 Morgan_ginjuice_bollamarket3,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.05,0.05,,,0.05,,33.333333,33.333333,0,2025-12-11,2025-12-11,1,3,,,,,instagram,3,0.1,,3,,1,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6925372915784,05 Morgan_ginjuice_bollamarket3,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-11,2025-12-11,1,1,,,,,threads,1,0,,9,,1,1,
,3,,,,,,3,,,,,,,,4,,4,,,,4,,6925373621384,06 Morgan_hht2_gasstation1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,0.166667,,0.125,0.125,,,0.125,,27.777778,29.411765,0,2025-12-11,2025-12-11,1.058824,18,,,,,facebook,17,0.5,,2,,3,1,1
,,,,1,,,,,,,,,,,4,,4,,,,3,,6925373621384,06 Morgan_hht2_gasstation1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,1.33,"[{'action_type': 'outbound_click', 'value': '1.33'}]",1.33,,,,0.3325,0.3325,,,0.443333,1.33,88.666667,88.666667,6.666667,2025-12-11,2025-12-11,1,15,6.666667,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '6.666667'}]",instagram,15,1.33,,3,,3,2,2
,,,,,,,,,,,,,,,1,,1,,,,1,,6925373621384,06 Morgan_hht2_gasstation1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-12-11,2025-12-11,1,2,,,,,threads,2,0.03,,3,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6925373734584,07 Morgan_hht2_gasstation2,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,10,12,0,2025-12-11,2025-12-11,1.2,6,,,,,facebook,5,0.06,,1,,,,
,,,,,,,,,,,,,,,3,,3,,,,3,,6925373734584,07 Morgan_hht2_gasstation2,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.063333,0.063333,,,0.063333,,38,38,0,2025-12-11,2025-12-11,1,5,,,,,instagram,5,0.19,,4,,2,1,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6925373734584,07 Morgan_hht2_gasstation2,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.09,0.09,,,0.09,,30,30,0,2025-12-11,2025-12-11,1,3,,,,,threads,3,0.09,,3,,1,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6925373844984,08 Morgan_hht2_redcar,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.05,0.05,,,0.05,,50,50,0,2025-12-11,2025-12-11,1,1,,,,,instagram,1,0.05,,6,,1,1,
,,,,,,,,,,,,,,,1,,1,,,,1,,6925374916984,02black04_gasstation_1,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.12,0.12,,,0.12,,24,24,0,2025-12-11,2025-12-11,1,5,,,,,facebook,5,0.12,1,4,1,1,1,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6925374916984,02black04_gasstation_1,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.11,0.11,,,0.11,,27.5,27.5,0,2025-12-11,2025-12-11,1,4,,,,,instagram,4,0.11,,3,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6925374916984,02black04_gasstation_1,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,10,10,0,2025-12-11,2025-12-11,1,2,,,,,threads,2,0.02,,1,,,,
,,,,,,,,,,,,,,,4,,4,,,,4,,6925375114184,03black04_gasstation2,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.1525,0.1525,,,0.1525,,26.521739,26.521739,0,2025-12-11,2025-12-11,1,23,,,,,facebook,23,0.61,3,3,3,4,3,3
,,,,,,,,,,,,,,,7,,7,,,,7,,6925375114184,03black04_gasstation2,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.135714,0.135714,,,0.135714,,31.666667,31.666667,0,2025-12-11,2025-12-11,1,30,,,,,instagram,30,0.95,,3,,6,3,2
,,,,,,,,,,,,,,,,,,,,,,,6925375114184,03black04_gasstation2,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,0,0,0,2025-12-11,2025-12-11,1,1,,,,,messenger,1,0,,,,,,
,,,,,,,,,,,,,,,4,,4,,,,4,,6925375114184,03black04_gasstation2,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.035,0.035,,,0.035,,17.5,17.5,0,2025-12-11,2025-12-11,1,8,,,,,threads,8,0.14,,4,,4,1,
,,,,,,,,,,,,,,,6,,6,,,,6,,6925375332984,04black04_bollamarket1,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.071667,0.071667,,,0.071667,,11.315789,11.315789,0,2025-12-11,2025-12-11,1,38,,,,,facebook,38,0.43,1,3,1,5,2,1
,,,,,,,,,,,,,,,5,,5,,,,5,,6925375332984,04black04_bollamarket1,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.07,0.07,,,0.07,,23.333333,23.333333,0,2025-12-11,2025-12-11,1,15,,,,,instagram,15,0.35,1,3,1,4,3,2
,,,,,,,,,,,,,,,2,,2,,,,2,,6925375332984,04black04_bollamarket1,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.07,0.07,,,0.07,,23.333333,23.333333,0,2025-12-11,2025-12-11,1,6,,,,,threads,6,0.14,1,4,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6925375629784,05black04_bollamarket2,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,0,0,0,2025-12-11,2025-12-11,1,1,,,,,facebook,1,0,,,,,,
,,,,,,,,,,,,,,,3,,3,,,,3,,6925375992184,06black04_bollamarket3,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.053333,0.053333,,,0.053333,,32,32,0,2025-12-11,2025-12-11,1,5,,,,,facebook,5,0.16,,6,,3,2,1
,,,,,,,,,,,,,,,2,,2,,,,2,,6925375992184,06black04_bollamarket3,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.085,0.085,,,0.085,,28.333333,28.333333,0,2025-12-11,2025-12-11,1,6,,,,,instagram,6,0.17,,2,,1,,
,16,1,,3,3,3,16,,,,,,,,54,,54,,,,51,,6925378629584,02Prerna_gasstation1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,3,"[{'action_type': 'subscribe_mobile_app', 'value': '4.84'}, {'action_type': 'subscribe_total', 'value': '4.84'}, {'action_type': 'start_trial_mobile_app', 'value': '4.84'}, {'action_type': 'start_trial_total', 'value': '4.84'}]",1.613333,"[{'action_type': 'outbound_click', 'value': '1.613333'}]",1.613333,1.613333,0.3025,,0.08963,0.08963,,,0.094902,1.613333,19.437751,20.595745,1.204819,2025-12-11,2025-12-11,1.059574,249,1.204819,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.204819'}]",facebook,235,4.84,4,2,3,45,22,14
